Date,SWEDEN IMI VALUE IMI (Large+Mid+Small Cap)
2005-11-08,500.668
2005-11-09,498.641
2005-11-10,497.336
2005-11-11,508.937
2005-11-14,507.445
2005-11-15,501.16
2005-11-16,500.78
2005-11-17,506.428
2005-11-18,507.51
2005-11-21,514.748
2005-11-22,513.24
2005-11-23,519.497
2005-11-24,517.075
2005-11-25,517.287
2005-11-28,521.709
2005-11-29,516.452
2005-11-30,512.328
2005-12-01,518.86
2005-12-02,525.003
2005-12-05,524.408
2005-12-06,533.068
2005-12-07,529.938
2005-12-08,535.641
2005-12-09,537.144
2005-12-12,541.451
2005-12-13,542.366
2005-12-14,544.12
2005-12-15,537.425
2005-12-16,544.086
2005-12-19,546.818
2005-12-20,544.556
2005-12-21,544.67
2005-12-22,546.702
2005-12-23,552.774
2005-12-26,552.774
2005-12-27,556.982
2005-12-28,560.665
2005-12-29,559.901
2005-12-30,554.909
2006-01-02,556.272
2006-01-03,568.968
2006-01-04,578.285
2006-01-05,579.774
2006-01-06,583.018
2006-01-09,582.562
2006-01-10,574.762
2006-01-11,581.114
2006-01-12,580.849
2006-01-13,578.381
2006-01-16,580.804
2006-01-17,574.923
2006-01-18,564.667
2006-01-19,566.051
2006-01-20,566.146
2006-01-23,577.06
2006-01-24,573.902
2006-01-25,579.014
2006-01-26,582.92
2006-01-27,584.168
2006-01-30,581.568
2006-01-31,587.421
2006-02-01,589.813
2006-02-02,588.687
2006-02-03,578.396
2006-02-06,580.074
2006-02-07,576.533
2006-02-08,584.84
2006-02-09,590.668
2006-02-10,583.063
2006-02-13,580.378
2006-02-14,581.652
2006-02-15,577.892
2006-02-16,577.563
2006-02-17,583.222
2006-02-20,587.867
2006-02-21,589.852
2006-02-22,593.734
2006-02-23,595.06
2006-02-24,597.628
2006-02-27,597.525
2006-02-28,589.474
2006-03-01,597.054
2006-03-02,596.207
2006-03-03,601.048
2006-03-06,604.645
2006-03-07,592.28
2006-03-08,588.073
2006-03-09,595.362
2006-03-10,599.543
2006-03-13,606.113
2006-03-14,613.08
2006-03-15,615.489
2006-03-16,625.779
2006-03-17,630.73
2006-03-20,633.162
2006-03-21,628.368
2006-03-22,627.875
2006-03-23,629.03
2006-03-24,635.094
2006-03-27,636.874
2006-03-28,636.672
2006-03-29,634.266
2006-03-30,647.091
2006-03-31,642.118
2006-04-03,656.771
2006-04-04,663.908
2006-04-05,671.469
2006-04-06,670.744
2006-04-07,660.229
2006-04-10,659.08
2006-04-11,655.823
2006-04-12,653.237
2006-04-13,655.236
2006-04-14,655.236
2006-04-17,666.963
2006-04-18,665.157
2006-04-19,680.635
2006-04-20,680.34
2006-04-21,687.604
2006-04-24,683.701
2006-04-25,687.184
2006-04-26,691.691
2006-04-27,691.038
2006-04-28,691.691
2006-05-01,694.375
2006-05-02,700.83
2006-05-03,694.431
2006-05-04,703.773
2006-05-05,713.849
2006-05-08,713.076
2006-05-09,717.625
2006-05-10,721.071
2006-05-11,715.674
2006-05-12,699.646
2006-05-15,680.211
2006-05-16,679.366
2006-05-17,648.039
2006-05-18,640.255
2006-05-19,638.684
2006-05-22,608.143
2006-05-23,646.452
2006-05-24,629.852
2006-05-25,630.691
2006-05-26,655.578
2006-05-29,658.953
2006-05-30,644.491
2006-05-31,649.618
2006-06-01,658.643
2006-06-02,662.797
2006-06-05,664.324
2006-06-06,656.54
2006-06-07,639.083
2006-06-08,605.029
2006-06-09,620.715
2006-06-12,606.703
2006-06-13,581.515
2006-06-14,594.987
2006-06-15,614.863
2006-06-16,606.485
2006-06-19,609.671
2006-06-20,611.463
2006-06-21,617.777
2006-06-22,616.194
2006-06-23,613.927
2006-06-26,618.171
2006-06-27,609.218
2006-06-28,605.238
2006-06-29,622.435
2006-06-30,646.174
2006-07-03,648.55
2006-07-04,656.258
2006-07-05,643.768
2006-07-06,650.468
2006-07-07,649.367
2006-07-10,645.304
2006-07-11,641.707
2006-07-12,638.15
2006-07-13,627.325
2006-07-14,615.227
2006-07-17,601.391
2006-07-18,591.969
2006-07-19,619.05
2006-07-20,626.712
2006-07-21,620.703
2006-07-24,627.793
2006-07-25,625.608
2006-07-26,633.389
2006-07-27,650.012
2006-07-28,653.123
2006-07-31,652.189
2006-08-01,642.87
2006-08-02,653.567
2006-08-03,650.562
2006-08-04,660.74
2006-08-07,652.774
2006-08-08,652.959
2006-08-09,662.088
2006-08-10,648.791
2006-08-11,652.177
2006-08-14,653.093
2006-08-15,662.772
2006-08-16,671.323
2006-08-17,680.044
2006-08-18,676.391
2006-08-21,683.21
2006-08-22,683.168
2006-08-23,676.752
2006-08-24,673.969
2006-08-25,669.929
2006-08-28,673.996
2006-08-29,676.986
2006-08-30,681.962
2006-08-31,679.407
2006-09-01,677.974
2006-09-04,693.113
2006-09-05,687.802
2006-09-06,683.064
2006-09-07,670.966
2006-09-08,678.886
2006-09-11,677.892
2006-09-12,692.561
2006-09-13,701.486
2006-09-14,713.755
2006-09-15,706.272
2006-09-18,717.559
2006-09-19,716.361
2006-09-20,720.65
2006-09-21,722.608
2006-09-22,715.852
2006-09-25,704.576
2006-09-26,702.545
2006-09-27,714.743
2006-09-28,716.009
2006-09-29,712.329
2006-10-02,715.5
2006-10-03,709.916
2006-10-04,717.292
2006-10-05,731.581
2006-10-06,726.588
2006-10-09,723.379
2006-10-10,727.13
2006-10-11,729.853
2006-10-12,742.095
2006-10-13,736.222
2006-10-16,740.603
2006-10-17,730.615
2006-10-18,740.181
2006-10-19,742.789
2006-10-20,748.57
2006-10-23,749.639
2006-10-24,746.456
2006-10-25,746.57
2006-10-26,752.955
2006-10-27,754.999
2006-10-30,748.732
2006-10-31,754.631
2006-11-01,764.232
2006-11-02,756.112
2006-11-03,754.856
2006-11-06,769.431
2006-11-07,778.879
2006-11-08,777.179
2006-11-09,782.141
2006-11-10,783.977
2006-11-13,785.794
2006-11-14,786.537
2006-11-15,790.532
2006-11-16,788.124
2006-11-17,781.046
2006-11-20,781.129
2006-11-21,783.699
2006-11-22,792.589
2006-11-23,793.932
2006-11-24,793.012
2006-11-27,775.067
2006-11-28,773.555
2006-11-29,787.848
2006-11-30,786.389
2006-12-01,791.152
2006-12-04,800.187
2006-12-05,808.481
2006-12-06,806.471
2006-12-07,814.125
2006-12-08,813.302
2006-12-11,816.509
2006-12-12,839.028
2006-12-13,833.921
2006-12-14,831.921
2006-12-15,834.714
2006-12-18,834.03
2006-12-19,834.327
2006-12-20,844.917
2006-12-21,851.351
2006-12-22,850.994
2006-12-25,850.994
2006-12-26,847.246
2006-12-27,852.74
2006-12-28,853.096
2006-12-29,854.663
2007-01-01,854.663
2007-01-02,872.438
2007-01-03,862.161
2007-01-04,841.074
2007-01-05,836.324
2007-01-08,835.178
2007-01-09,834.641
2007-01-10,820.431
2007-01-11,839.978
2007-01-12,847.06
2007-01-15,859.795
2007-01-16,859.724
2007-01-17,863.29
2007-01-18,861.882
2007-01-19,870.312
2007-01-22,871.236
2007-01-23,872.743
2007-01-24,870.912
2007-01-25,873.755
2007-01-26,859.68
2007-01-29,869.498
2007-01-30,878.41
2007-01-31,875.232
2007-02-01,884.432
2007-02-02,883.572
2007-02-05,875.319
2007-02-06,884.812
2007-02-07,893.458
2007-02-08,889.289
2007-02-09,896.617
2007-02-12,881.364
2007-02-13,885.243
2007-02-14,912.581
2007-02-15,908.375
2007-02-16,905.329
2007-02-19,913.082
2007-02-20,904.931
2007-02-21,898.682
2007-02-22,894.937
2007-02-23,905.891
2007-02-26,918.104
2007-02-27,889.268
2007-02-28,860.874
2007-03-01,852.395
2007-03-02,864.001
2007-03-05,844.89
2007-03-06,851.415
2007-03-07,869.801
2007-03-08,880.202
2007-03-09,881.608
2007-03-12,885.671
2007-03-13,876.085
2007-03-14,844.724
2007-03-15,874.041
2007-03-16,876.948
2007-03-19,890.386
2007-03-20,896.709
2007-03-21,904.238
2007-03-22,920.032
2007-03-23,916.811
2007-03-26,908.158
2007-03-27,911.907
2007-03-28,903.324
2007-03-29,914.47
2007-03-30,914.299
2007-04-02,926.243
2007-04-03,940.676
2007-04-04,940.117
2007-04-05,952.106
2007-04-06,952.106
2007-04-09,945.771
2007-04-10,962.55
2007-04-11,959.189
2007-04-12,969.531
2007-04-13,974.499
2007-04-16,996.014
2007-04-17,1002.86
2007-04-18,993.687
2007-04-19,988.831
2007-04-20,1009.168
2007-04-23,1003.725
2007-04-24,995.212
2007-04-25,1010.23
2007-04-26,1018.745
2007-04-27,1019.318
2007-04-30,1023.257
2007-05-01,1022.343
2007-05-02,1021.151
2007-05-03,1008.568
2007-05-04,1012.341
2007-05-07,1022.162
2007-05-08,982.773
2007-05-09,980.095
2007-05-10,963.321
2007-05-11,983.292
2007-05-14,993.911
2007-05-15,1004.417
2007-05-16,1002.503
2007-05-17,992.828
2007-05-18,999.645
2007-05-21,993.733
2007-05-22,993.57
2007-05-23,1012.861
2007-05-24,1005.284
2007-05-25,1000.397
2007-05-28,1008.146
2007-05-29,998.423
2007-05-30,982.753
2007-05-31,1000.0
2007-06-01,1005.675
2007-06-04,1002.453
2007-06-05,1005.644
2007-06-06,1001.373
2007-06-07,962.642
2007-06-08,955.988
2007-06-11,960.937
2007-06-12,935.046
2007-06-13,939.098
2007-06-14,952.153
2007-06-15,963.258
2007-06-18,965.925
2007-06-19,960.129
2007-06-20,980.422
2007-06-21,961.489
2007-06-22,966.128
2007-06-25,962.213
2007-06-26,949.847
2007-06-27,945.253
2007-06-28,963.466
2007-06-29,961.682
2007-07-02,969.61
2007-07-03,984.377
2007-07-04,993.76
2007-07-05,985.405
2007-07-06,990.095
2007-07-09,994.985
2007-07-10,995.376
2007-07-11,1000.076
2007-07-12,1013.636
2007-07-13,1020.507
2007-07-16,1027.519
2007-07-17,1023.633
2007-07-18,1025.291
2007-07-19,1031.392
2007-07-20,1025.311
2007-07-23,1030.148
2007-07-24,1019.167
2007-07-25,996.38
2007-07-26,962.384
2007-07-27,961.536
2007-07-30,968.37
2007-07-31,984.758
2007-08-01,957.633
2007-08-02,971.326
2007-08-03,961.676
2007-08-06,944.373
2007-08-07,957.353
2007-08-08,986.418
2007-08-09,951.424
2007-08-10,913.547
2007-08-13,932.133
2007-08-14,915.852
2007-08-15,897.288
2007-08-16,863.711
2007-08-17,902.159
2007-08-20,901.368
2007-08-21,889.904
2007-08-22,904.774
2007-08-23,916.761
2007-08-24,929.072
2007-08-27,924.855
2007-08-28,900.102
2007-08-29,912.038
2007-08-30,913.024
2007-08-31,915.486
2007-09-03,926.197
2007-09-04,927.144
2007-09-05,911.103
2007-09-06,913.701
2007-09-07,890.745
2007-09-10,881.626
2007-09-11,901.852
2007-09-12,913.326
2007-09-13,920.593
2007-09-14,900.426
2007-09-17,884.748
2007-09-18,899.77
2007-09-19,943.39
2007-09-20,941.101
2007-09-21,945.993
2007-09-24,937.231
2007-09-25,919.259
2007-09-26,925.72
2007-09-27,956.829
2007-09-28,968.472
2007-10-01,979.327
2007-10-02,978.562
2007-10-03,984.533
2007-10-04,986.408
2007-10-05,996.605
2007-10-08,986.078
2007-10-09,995.36
2007-10-10,999.5
2007-10-11,1014.145
2007-10-12,1001.625
2007-10-15,991.76
2007-10-16,973.627
2007-10-17,979.905
2007-10-18,971.082
2007-10-19,953.867
2007-10-22,923.307
2007-10-23,952.022
2007-10-24,929.376
2007-10-25,945.786
2007-10-26,948.521
2007-10-29,954.718
2007-10-30,956.946
2007-10-31,972.231
2007-11-01,950.866
2007-11-02,938.588
2007-11-05,930.317
2007-11-06,935.747
2007-11-07,927.194
2007-11-08,926.199
2007-11-09,906.703
2007-11-12,909.454
2007-11-13,920.645
2007-11-14,927.105
2007-11-15,904.795
2007-11-16,897.478
2007-11-19,873.165
2007-11-20,894.698
2007-11-21,877.399
2007-11-22,880.759
2007-11-23,884.501
2007-11-26,894.653
2007-11-27,890.215
2007-11-28,917.586
2007-11-29,917.562
2007-11-30,922.883
2007-12-03,916.577
2007-12-04,904.162
2007-12-05,912.301
2007-12-06,913.366
2007-12-07,927.138
2007-12-10,939.689
2007-12-11,933.384
2007-12-12,931.122
2007-12-13,902.844
2007-12-14,892.081
2007-12-17,864.93
2007-12-18,865.702
2007-12-19,862.362
2007-12-20,854.877
2007-12-21,870.843
2007-12-24,869.925
2007-12-25,869.925
2007-12-26,879.991
2007-12-27,878.994
2007-12-28,897.886
2007-12-31,893.031
2008-01-01,893.031
2008-01-02,885.854
2008-01-03,887.419
2008-01-04,867.436
2008-01-07,861.738
2008-01-08,866.497
2008-01-09,848.832
2008-01-10,842.092
2008-01-11,835.47
2008-01-14,849.732
2008-01-15,818.5
2008-01-16,796.811
2008-01-17,793.834
2008-01-18,779.014
2008-01-21,733.584
2008-01-22,768.033
2008-01-23,738.045
2008-01-24,778.807
2008-01-25,778.091
2008-01-28,768.216
2008-01-29,782.578
2008-01-30,788.251
2008-01-31,779.422
2008-02-01,804.712
2008-02-04,812.193
2008-02-05,776.108
2008-02-06,778.32
2008-02-07,756.71
2008-02-08,752.284
2008-02-11,738.799
2008-02-12,775.612
2008-02-13,783.039
2008-02-14,789.233
2008-02-15,784.639
2008-02-18,801.086
2008-02-19,813.995
2008-02-20,796.193
2008-02-21,811.767
2008-02-22,801.495
2008-02-25,820.267
2008-02-26,839.418
2008-02-27,847.611
2008-02-28,836.064
2008-02-29,832.664
2008-03-03,830.014
2008-03-04,812.471
2008-03-05,831.888
2008-03-06,822.932
2008-03-07,807.874
2008-03-10,799.001
2008-03-11,815.195
2008-03-12,838.881
2008-03-13,829.464
2008-03-14,813.508
2008-03-17,788.685
2008-03-18,822.878
2008-03-19,815.169
2008-03-20,788.171
2008-03-21,788.171
2008-03-24,786.577
2008-03-25,841.011
2008-03-26,845.819
2008-03-27,867.832
2008-03-28,866.187
2008-03-31,867.087
2008-04-01,886.346
2008-04-02,907.463
2008-04-03,899.279
2008-04-04,900.129
2008-04-07,915.165
2008-04-08,904.499
2008-04-09,905.179
2008-04-10,900.434
2008-04-11,891.202
2008-04-14,881.663
2008-04-15,879.858
2008-04-16,914.399
2008-04-17,899.415
2008-04-18,907.426
2008-04-21,910.837
2008-04-22,907.316
2008-04-23,911.78
2008-04-24,888.047
2008-04-25,901.934
2008-04-28,906.523
2008-04-29,893.454
2008-04-30,888.338
2008-05-01,880.144
2008-05-02,903.256
2008-05-05,910.016
2008-05-06,915.226
2008-05-07,915.629
2008-05-08,914.741
2008-05-09,904.552
2008-05-12,917.84
2008-05-13,911.918
2008-05-14,902.373
2008-05-15,898.837
2008-05-16,907.892
2008-05-19,919.298
2008-05-20,906.564
2008-05-21,903.788
2008-05-22,909.353
2008-05-23,897.907
2008-05-26,899.136
2008-05-27,891.805
2008-05-28,886.833
2008-05-29,882.124
2008-05-30,886.585
2008-06-02,872.519
2008-06-03,872.424
2008-06-04,856.786
2008-06-05,863.105
2008-06-06,874.147
2008-06-09,844.235
2008-06-10,824.273
2008-06-11,815.692
2008-06-12,813.577
2008-06-13,814.08
2008-06-16,823.047
2008-06-17,831.424
2008-06-18,808.091
2008-06-19,791.431
2008-06-20,797.412
2008-06-23,769.506
2008-06-24,762.159
2008-06-25,775.045
2008-06-26,759.421
2008-06-27,737.707
2008-06-30,731.364
2008-07-01,722.525
2008-07-02,737.436
2008-07-03,731.546
2008-07-04,722.196
2008-07-07,729.195
2008-07-08,714.31
2008-07-09,730.804
2008-07-10,724.987
2008-07-11,710.095
2008-07-14,715.798
2008-07-15,705.311
2008-07-16,706.915
2008-07-17,750.139
2008-07-18,775.704
2008-07-21,784.676
2008-07-22,747.556
2008-07-23,755.106
2008-07-24,737.016
2008-07-25,740.231
2008-07-28,731.895
2008-07-29,722.865
2008-07-30,733.351
2008-07-31,735.599
2008-08-01,727.305
2008-08-04,726.795
2008-08-05,755.723
2008-08-06,768.29
2008-08-07,756.832
2008-08-08,748.556
2008-08-11,764.612
2008-08-12,758.25
2008-08-13,737.149
2008-08-14,738.367
2008-08-15,724.562
2008-08-18,726.39
2008-08-19,690.252
2008-08-20,693.52
2008-08-21,699.618
2008-08-22,719.217
2008-08-25,708.864
2008-08-26,708.047
2008-08-27,711.147
2008-08-28,721.694
2008-08-29,716.036
2008-09-01,712.024
2008-09-02,724.195
2008-09-03,715.278
2008-09-04,686.359
2008-09-05,661.883
2008-09-08,689.41
2008-09-09,681.237
2008-09-10,672.258
2008-09-11,651.939
2008-09-12,684.593
2008-09-15,658.087
2008-09-16,634.42
2008-09-17,613.277
2008-09-18,621.206
2008-09-19,681.896
2008-09-22,680.089
2008-09-23,662.978
2008-09-24,657.165
2008-09-25,671.76
2008-09-26,660.346
2008-09-29,612.756
2008-09-30,590.14
2008-10-01,595.997
2008-10-02,584.576
2008-10-03,596.925
2008-10-06,537.624
2008-10-07,530.155
2008-10-08,490.717
2008-10-09,484.55
2008-10-10,454.101
2008-10-13,491.975
2008-10-14,503.777
2008-10-15,466.515
2008-10-16,443.909
2008-10-17,451.804
2008-10-20,477.261
2008-10-21,468.148
2008-10-22,438.844
2008-10-23,438.849
2008-10-24,405.66
2008-10-27,378.302
2008-10-28,381.382
2008-10-29,422.784
2008-10-30,441.046
2008-10-31,429.554
2008-11-03,451.088
2008-11-04,492.997
2008-11-05,486.051
2008-11-06,444.525
2008-11-07,457.969
2008-11-10,462.701
2008-11-11,422.784
2008-11-12,410.232
2008-11-13,420.768
2008-11-14,423.8
2008-11-17,415.789
2008-11-18,406.962
2008-11-19,386.141
2008-11-20,370.229
2008-11-21,349.635
2008-11-24,398.276
2008-11-25,410.499
2008-11-26,402.786
2008-11-27,416.23
2008-11-28,406.316
2008-12-01,371.188
2008-12-02,397.458
2008-12-03,401.85
2008-12-04,396.639
2008-12-05,371.847
2008-12-08,428.544
2008-12-09,434.499
2008-12-10,441.091
2008-12-11,437.057
2008-12-12,422.805
2008-12-15,416.896
2008-12-16,422.951
2008-12-17,447.074
2008-12-18,462.153
2008-12-19,440.374
2008-12-22,428.489
2008-12-23,423.184
2008-12-24,419.635
2008-12-25,419.635
2008-12-26,421.541
2008-12-29,435.493
2008-12-30,441.978
2008-12-31,432.779
2009-01-01,432.779
2009-01-02,460.852
2009-01-05,456.032
2009-01-06,455.337
2009-01-07,470.909
2009-01-08,460.624
2009-01-09,446.723
2009-01-12,427.25
2009-01-13,408.134
2009-01-14,376.287
2009-01-15,374.205
2009-01-16,388.538
2009-01-19,378.056
2009-01-20,354.421
2009-01-21,371.798
2009-01-22,372.279
2009-01-23,364.979
2009-01-26,396.777
2009-01-27,391.125
2009-01-28,408.129
2009-01-29,388.64
2009-01-30,375.398
2009-02-02,360.952
2009-02-03,375.482
2009-02-04,393.182
2009-02-05,391.025
2009-02-06,417.442
2009-02-09,445.248
2009-02-10,428.014
2009-02-11,411.581
2009-02-12,407.586
2009-02-13,419.566
2009-02-16,413.072
2009-02-17,378.931
2009-02-18,381.286
2009-02-19,389.654
2009-02-20,366.004
2009-02-23,356.756
2009-02-24,349.327
2009-02-25,347.606
2009-02-26,366.018
2009-02-27,362.38
2009-03-02,340.645
2009-03-03,331.283
2009-03-04,350.15
2009-03-05,331.854
2009-03-06,333.193
2009-03-09,341.985
2009-03-10,374.248
2009-03-11,390.989
2009-03-12,396.267
2009-03-13,394.345
2009-03-16,413.183
2009-03-17,402.85
2009-03-18,409.589
2009-03-19,445.926
2009-03-20,419.523
2009-03-23,428.396
2009-03-24,413.952
2009-03-25,423.913
2009-03-26,431.337
2009-03-27,418.081
2009-03-30,391.956
2009-03-31,407.343
2009-04-01,428.599
2009-04-02,466.022
2009-04-03,470.809
2009-04-06,471.567
2009-04-07,459.45
2009-04-08,455.112
2009-04-09,464.666
2009-04-10,464.666
2009-04-13,468.776
2009-04-14,494.364
2009-04-15,475.537
2009-04-16,484.262
2009-04-17,496.427
2009-04-20,456.939
2009-04-21,469.748
2009-04-22,497.945
2009-04-23,508.398
2009-04-24,526.99
2009-04-27,526.14
2009-04-28,503.072
2009-04-29,525.971
2009-04-30,519.865
2009-05-01,519.556
2009-05-04,539.245
2009-05-05,542.604
2009-05-06,556.115
2009-05-07,559.826
2009-05-08,570.265
2009-05-11,555.421
2009-05-12,540.612
2009-05-13,517.735
2009-05-14,524.972
2009-05-15,538.108
2009-05-18,547.557
2009-05-19,567.983
2009-05-20,574.06
2009-05-21,568.749
2009-05-22,568.028
2009-05-25,566.021
2009-05-26,560.488
2009-05-27,553.648
2009-05-28,547.981
2009-05-29,561.808
2009-06-01,588.199
2009-06-02,578.007
2009-06-03,543.297
2009-06-04,545.761
2009-06-05,536.905
2009-06-08,534.472
2009-06-09,539.335
2009-06-10,559.362
2009-06-11,568.854
2009-06-12,563.36
2009-06-15,541.569
2009-06-16,546.428
2009-06-17,528.114
2009-06-18,534.698
2009-06-19,532.603
2009-06-22,505.519
2009-06-23,508.212
2009-06-24,536.611
2009-06-25,522.858
2009-06-26,540.122
2009-06-29,555.821
2009-06-30,550.389
2009-07-01,576.752
2009-07-02,549.239
2009-07-03,548.413
2009-07-06,535.304
2009-07-07,535.069
2009-07-08,525.953
2009-07-09,529.384
2009-07-10,524.806
2009-07-13,532.142
2009-07-14,538.07
2009-07-15,569.634
2009-07-16,566.261
2009-07-17,576.028
2009-07-20,586.872
2009-07-21,602.648
2009-07-22,602.427
2009-07-23,631.883
2009-07-24,636.654
2009-07-27,627.789
2009-07-28,623.585
2009-07-29,625.17
2009-07-30,647.427
2009-07-31,660.35
2009-08-03,693.846
2009-08-04,672.01
2009-08-05,670.745
2009-08-06,671.789
2009-08-07,683.141
2009-08-10,671.318
2009-08-11,643.623
2009-08-12,668.393
2009-08-13,681.516
2009-08-14,670.839
2009-08-17,646.032
2009-08-18,665.924
2009-08-19,666.033
2009-08-20,685.491
2009-08-21,717.683
2009-08-24,726.553
2009-08-25,722.036
2009-08-26,708.842
2009-08-27,706.693
2009-08-28,731.43
2009-08-31,713.527
2009-09-01,692.901
2009-09-02,669.054
2009-09-03,678.902
2009-09-04,689.431
2009-09-07,710.974
2009-09-08,722.85
2009-09-09,738.64
2009-09-10,729.553
2009-09-11,734.103
2009-09-14,728.765
2009-09-15,731.646
2009-09-16,744.514
2009-09-17,750.133
2009-09-18,747.554
2009-09-21,731.317
2009-09-22,752.486
2009-09-23,754.212
2009-09-24,730.432
2009-09-25,721.966
2009-09-28,731.348
2009-09-29,717.746
2009-09-30,718.066
2009-10-01,699.409
2009-10-02,689.375
2009-10-05,695.092
2009-10-06,723.915
2009-10-07,704.838
2009-10-08,716.903
2009-10-09,722.945
2009-10-12,730.981
2009-10-13,723.374
2009-10-14,750.86
2009-10-15,749.377
2009-10-16,743.928
2009-10-19,754.994
2009-10-20,762.211
2009-10-21,772.87
2009-10-22,761.542
2009-10-23,769.038
2009-10-26,753.738
2009-10-27,746.862
2009-10-28,736.897
2009-10-29,756.793
2009-10-30,756.297
2009-11-02,751.569
2009-11-03,723.043
2009-11-04,743.594
2009-11-05,754.298
2009-11-06,752.529
2009-11-09,785.868
2009-11-10,783.712
2009-11-11,796.277
2009-11-12,793.439
2009-11-13,791.642
2009-11-16,809.307
2009-11-17,791.133
2009-11-18,800.537
2009-11-19,778.678
2009-11-20,773.245
2009-11-23,806.153
2009-11-24,792.461
2009-11-25,800.121
2009-11-26,757.764
2009-11-27,776.801
2009-11-30,758.027
2009-12-01,781.878
2009-12-02,794.868
2009-12-03,796.203
2009-12-04,793.169
2009-12-07,783.482
2009-12-08,765.219
2009-12-09,760.852
2009-12-10,764.126
2009-12-11,760.618
2009-12-14,768.723
2009-12-15,754.029
2009-12-16,761.857
2009-12-17,738.781
2009-12-18,732.252
2009-12-21,741.967
2009-12-22,742.335
2009-12-23,750.832
2009-12-24,748.206
2009-12-25,748.206
2009-12-28,760.89
2009-12-29,767.338
2009-12-30,758.404
2009-12-31,762.26
2010-01-01,762.26
2010-01-04,784.461
2010-01-05,784.525
2010-01-06,783.231
2010-01-07,777.542
2010-01-08,783.255
2010-01-11,796.48
2010-01-12,788.063
2010-01-13,790.458
2010-01-14,793.582
2010-01-15,782.738
2010-01-18,790.588
2010-01-19,784.133
2010-01-20,759.699
2010-01-21,752.878
2010-01-22,748.533
2010-01-25,743.85
2010-01-26,731.298
2010-01-27,733.843
2010-01-28,719.696
2010-01-29,731.595
2010-02-01,747.658
2010-02-02,756.52
2010-02-03,754.995
2010-02-04,725.209
2010-02-05,708.503
2010-02-08,713.843
2010-02-09,723.974
2010-02-10,721.643
2010-02-11,728.821
2010-02-12,722.776
2010-02-15,719.068
2010-02-16,730.162
2010-02-17,741.932
2010-02-18,742.577
2010-02-19,737.78
2010-02-22,749.333
2010-02-23,740.068
2010-02-24,747.505
2010-02-25,740.513
2010-02-26,756.223
2010-03-01,758.904
2010-03-02,766.018
2010-03-03,780.717
2010-03-04,782.598
2010-03-05,795.008
2010-03-08,800.014
2010-03-09,790.675
2010-03-10,804.452
2010-03-11,804.799
2010-03-12,815.884
2010-03-15,803.578
2010-03-16,815.572
2010-03-17,814.772
2010-03-18,799.122
2010-03-19,796.417
2010-03-22,792.165
2010-03-23,803.014
2010-03-24,790.195
2010-03-25,799.354
2010-03-26,795.763
2010-03-29,796.211
2010-03-30,794.578
2010-03-31,801.92
2010-04-01,815.577
2010-04-02,815.577
2010-04-05,817.2
2010-04-06,815.864
2010-04-07,814.124
2010-04-08,807.448
2010-04-09,817.184
2010-04-12,826.777
2010-04-13,819.197
2010-04-14,831.168
2010-04-15,830.792
2010-04-16,817.37
2010-04-19,810.136
2010-04-20,824.04
2010-04-21,808.793
2010-04-22,796.439
2010-04-23,821.659
2010-04-26,819.228
2010-04-27,794.058
2010-04-28,787.513
2010-04-29,806.306
2010-04-30,809.493
2010-05-03,806.517
2010-05-04,774.63
2010-05-05,736.996
2010-05-06,705.137
2010-05-07,668.688
2010-05-10,737.96
2010-05-11,718.409
2010-05-12,740.687
2010-05-13,733.975
2010-05-14,704.555
2010-05-17,703.212
2010-05-18,715.383
2010-05-19,684.043
2010-05-20,660.934
2010-05-21,677.989
2010-05-24,676.902
2010-05-25,643.813
2010-05-26,668.681
2010-05-27,685.876
2010-05-28,691.478
2010-05-31,695.139
2010-06-01,699.407
2010-06-02,697.47
2010-06-03,710.125
2010-06-04,681.765
2010-06-07,663.854
2010-06-08,661.623
2010-06-09,688.642
2010-06-10,711.432
2010-06-11,706.154
2010-06-14,729.586
2010-06-15,744.679
2010-06-16,740.81
2010-06-17,747.426
2010-06-18,760.721
2010-06-21,764.808
2010-06-22,754.926
2010-06-23,745.353
2010-06-24,726.331
2010-06-25,726.966
2010-06-28,738.822
2010-06-29,707.514
2010-06-30,718.17
2010-07-01,705.814
2010-07-02,718.329
2010-07-05,710.755
2010-07-06,738.162
2010-07-07,748.329
2010-07-08,749.731
2010-07-09,763.3
2010-07-12,763.176
2010-07-13,796.264
2010-07-14,802.149
2010-07-15,803.755
2010-07-16,787.836
2010-07-19,789.122
2010-07-20,776.806
2010-07-21,787.919
2010-07-22,813.142
2010-07-23,791.757
2010-07-26,800.345
2010-07-27,809.603
2010-07-28,802.289
2010-07-29,811.421
2010-07-30,809.415
2010-08-02,848.946
2010-08-03,846.415
2010-08-04,838.618
2010-08-05,841.676
2010-08-06,840.381
2010-08-09,846.296
2010-08-10,824.67
2010-08-11,783.843
2010-08-12,777.255
2010-08-13,775.182
2010-08-16,786.515
2010-08-17,800.534
2010-08-18,796.235
2010-08-19,781.52
2010-08-20,758.433
2010-08-23,762.769
2010-08-24,743.4
2010-08-25,732.561
2010-08-26,748.995
2010-08-27,758.778
2010-08-30,748.653
2010-08-31,748.873
2010-09-01,789.187
2010-09-02,786.872
2010-09-03,791.595
2010-09-06,797.592
2010-09-07,783.053
2010-09-08,799.863
2010-09-09,809.162
2010-09-10,812.831
2010-09-13,833.721
2010-09-14,842.778
