Date,WORLD ex USA IMI IMI (Large+Mid+Small Cap)
2005-11-08,670.933
2005-11-09,668.853
2005-11-10,667.832
2005-11-11,672.251
2005-11-14,669.348
2005-11-15,665.763
2005-11-16,664.301
2005-11-17,672.54
2005-11-18,675.882
2005-11-21,679.86
2005-11-22,678.861
2005-11-23,684.877
2005-11-24,683.925
2005-11-25,682.816
2005-11-28,684.558
2005-11-29,683.769
2005-11-30,681.442
2005-12-01,687.052
2005-12-02,692.894
2005-12-05,695.455
2005-12-06,697.87
2005-12-07,696.665
2005-12-08,697.63
2005-12-09,700.305
2005-12-12,708.705
2005-12-13,709.458
2005-12-14,713.629
2005-12-15,707.825
2005-12-16,713.699
2005-12-19,713.498
2005-12-20,712.047
2005-12-21,713.726
2005-12-22,716.44
2005-12-23,717.327
2005-12-26,718.503
2005-12-27,716.677
2005-12-28,720.45
2005-12-29,721.025
2005-12-30,714.774
2006-01-02,716.296
2006-01-03,729.747
2006-01-04,742.84
2006-01-05,743.206
2006-01-06,750.65
2006-01-09,749.4
2006-01-10,743.525
2006-01-11,749.56
2006-01-12,750.478
2006-01-13,748.969
2006-01-16,750.135
2006-01-17,738.432
2006-01-18,728.74
2006-01-19,738.501
2006-01-20,736.001
2006-01-23,739.213
2006-01-24,740.393
2006-01-25,744.687
2006-01-26,750.937
2006-01-27,757.073
2006-01-30,756.164
2006-01-31,760.447
2006-02-01,761.095
2006-02-02,756.992
2006-02-03,751.418
2006-02-06,753.191
2006-02-07,750.216
2006-02-08,742.749
2006-02-09,749.909
2006-02-10,744.979
2006-02-13,740.931
2006-02-14,742.238
2006-02-15,742.319
2006-02-16,744.552
2006-02-17,744.167
2006-02-20,744.264
2006-02-21,747.577
2006-02-22,749.091
2006-02-23,755.947
2006-02-24,756.849
2006-02-27,760.704
2006-02-28,757.964
2006-03-01,759.461
2006-03-02,758.277
2006-03-03,756.476
2006-03-06,758.412
2006-03-07,747.986
2006-03-08,743.742
2006-03-09,751.806
2006-03-10,752.05
2006-03-13,761.211
2006-03-14,767.988
2006-03-15,770.719
2006-03-16,774.36
2006-03-17,778.054
2006-03-20,781.183
2006-03-21,776.807
2006-03-22,778.787
2006-03-23,772.467
2006-03-24,777.567
2006-03-27,777.212
2006-03-28,777.118
2006-03-29,775.189
2006-03-30,788.937
2006-03-31,782.986
2006-04-03,791.315
2006-04-04,795.452
2006-04-05,798.416
2006-04-06,802.95
2006-04-07,796.587
2006-04-10,797.15
2006-04-11,791.67
2006-04-12,786.605
2006-04-13,787.807
2006-04-14,787.861
2006-04-17,794.877
2006-04-18,799.046
2006-04-19,808.407
2006-04-20,807.642
2006-04-21,815.374
2006-04-24,811.966
2006-04-25,814.775
2006-04-26,818.822
2006-04-27,821.793
2006-04-28,820.348
2006-05-01,825.88
2006-05-02,833.561
2006-05-03,828.0
2006-05-04,833.103
2006-05-05,843.718
2006-05-08,847.726
2006-05-09,852.255
2006-05-10,849.914
2006-05-11,846.965
2006-05-12,835.043
2006-05-15,821.404
2006-05-16,818.541
2006-05-17,803.918
2006-05-18,795.484
2006-05-19,788.867
2006-05-22,775.358
2006-05-23,786.202
2006-05-24,776.178
2006-05-25,782.974
2006-05-26,793.847
2006-05-29,796.79
2006-05-30,791.812
2006-05-31,788.989
2006-06-01,790.337
2006-06-02,801.606
2006-06-05,796.356
2006-06-06,773.618
2006-06-07,769.24
2006-06-08,742.252
2006-06-09,754.746
2006-06-12,748.587
2006-06-13,726.091
2006-06-14,730.512
2006-06-15,745.614
2006-06-16,749.902
2006-06-19,746.723
2006-06-20,748.214
2006-06-21,751.589
2006-06-22,755.244
2006-06-23,752.592
2006-06-26,753.509
2006-06-27,752.704
2006-06-28,747.554
2006-06-29,760.7
2006-06-30,786.294
2006-07-03,789.919
2006-07-04,793.357
2006-07-05,779.872
2006-07-06,784.928
2006-07-07,789.227
2006-07-10,788.947
2006-07-11,783.896
2006-07-12,777.96
2006-07-13,769.272
2006-07-14,755.523
2006-07-17,746.292
2006-07-18,738.437
2006-07-19,752.291
2006-07-20,763.327
2006-07-21,759.368
2006-07-24,764.9
2006-07-25,769.114
2006-07-26,769.448
2006-07-27,784.28
2006-07-28,791.741
2006-07-31,792.117
2006-08-01,786.226
2006-08-02,795.935
2006-08-03,790.606
2006-08-04,801.286
2006-08-07,790.207
2006-08-08,792.81
2006-08-09,799.685
2006-08-10,791.018
2006-08-11,790.132
2006-08-14,794.596
2006-08-15,802.046
2006-08-16,811.53
2006-08-17,813.708
2006-08-18,811.21
2006-08-21,813.691
2006-08-22,812.712
2006-08-23,810.16
2006-08-24,808.206
2006-08-25,804.866
2006-08-28,806.749
2006-08-29,808.732
2006-08-30,814.468
2006-08-31,814.928
2006-09-01,818.12
2006-09-04,827.526
2006-09-05,823.656
2006-09-06,814.57
2006-09-07,803.189
2006-09-08,802.048
2006-09-11,793.618
2006-09-12,798.406
2006-09-13,800.105
2006-09-14,805.235
2006-09-15,801.508
2006-09-18,803.644
2006-09-19,802.564
2006-09-20,803.743
2006-09-21,808.883
2006-09-22,804.59
2006-09-25,801.005
2006-09-26,804.121
2006-09-27,814.332
2006-09-28,815.243
2006-09-29,814.49
2006-10-02,820.062
2006-10-03,815.884
2006-10-04,815.032
2006-10-05,823.748
2006-10-06,818.028
2006-10-09,819.031
2006-10-10,819.465
2006-10-11,818.26
2006-10-12,821.867
2006-10-13,824.067
2006-10-16,830.354
2006-10-17,825.172
2006-10-18,828.659
2006-10-19,833.638
2006-10-20,836.749
2006-10-23,837.403
2006-10-24,837.809
2006-10-25,842.292
2006-10-26,847.718
2006-10-27,848.842
2006-10-30,843.823
2006-10-31,846.792
2006-11-01,849.308
2006-11-02,846.813
2006-11-03,845.109
2006-11-06,850.973
2006-11-07,859.566
2006-11-08,854.343
2006-11-09,853.284
2006-11-10,855.985
2006-11-13,851.78
2006-11-14,854.446
2006-11-15,856.798
2006-11-16,856.45
2006-11-17,853.058
2006-11-20,847.972
2006-11-21,851.063
2006-11-22,861.115
2006-11-23,861.923
2006-11-24,863.072
2006-11-27,857.459
2006-11-28,855.795
2006-11-29,867.49
2006-11-30,872.88
2006-12-01,873.014
2006-12-04,876.141
2006-12-05,879.312
2006-12-06,882.652
2006-12-07,885.353
2006-12-08,884.96
2006-12-11,882.618
2006-12-12,886.086
2006-12-13,889.066
2006-12-14,892.324
2006-12-15,891.717
2006-12-18,890.344
2006-12-19,888.62
2006-12-20,894.345
2006-12-21,892.415
2006-12-22,889.457
2006-12-25,888.643
2006-12-26,888.195
2006-12-27,895.611
2006-12-28,897.413
2006-12-29,897.759
2007-01-01,897.759
2007-01-02,910.075
2007-01-03,904.009
2007-01-04,897.398
2007-01-05,886.095
2007-01-08,886.407
2007-01-09,888.016
2007-01-10,877.436
2007-01-11,883.125
2007-01-12,893.028
2007-01-15,900.103
2007-01-16,895.836
2007-01-17,897.212
2007-01-18,896.969
2007-01-19,901.052
2007-01-22,901.884
2007-01-23,906.18
2007-01-24,909.671
2007-01-25,907.064
2007-01-26,898.767
2007-01-29,901.402
2007-01-30,905.475
2007-01-31,904.226
2007-02-01,916.059
2007-02-02,916.551
2007-02-05,913.584
2007-02-06,918.967
2007-02-07,923.02
2007-02-08,917.623
2007-02-09,920.584
2007-02-12,915.063
2007-02-13,921.255
2007-02-14,933.975
2007-02-15,939.047
2007-02-16,937.25
2007-02-19,940.514
2007-02-20,939.006
2007-02-21,933.795
2007-02-22,936.484
2007-02-23,943.051
2007-02-26,947.508
2007-02-27,931.897
2007-02-28,912.729
2007-03-01,904.629
2007-03-02,901.256
2007-03-05,882.236
2007-03-06,893.601
2007-03-07,899.624
2007-03-08,909.429
2007-03-09,910.933
2007-03-12,915.053
2007-03-13,907.526
2007-03-14,887.086
2007-03-15,901.181
2007-03-16,902.68
2007-03-19,912.856
2007-03-20,919.627
2007-03-21,923.689
2007-03-22,938.565
2007-03-23,940.054
2007-03-26,937.749
2007-03-27,936.138
2007-03-28,933.948
2007-03-29,937.288
2007-03-30,936.693
2007-04-02,938.829
2007-04-03,947.106
2007-04-04,953.149
2007-04-05,955.824
2007-04-06,955.376
2007-04-09,953.385
2007-04-10,961.955
2007-04-11,961.407
2007-04-12,961.859
2007-04-13,964.148
2007-04-16,975.79
2007-04-17,977.104
2007-04-18,978.913
2007-04-19,972.997
2007-04-20,980.683
2007-04-23,979.024
2007-04-24,975.815
2007-04-25,980.747
2007-04-26,979.085
2007-04-27,978.19
2007-04-30,978.716
2007-05-01,974.011
2007-05-02,979.913
2007-05-03,980.945
2007-05-04,988.433
2007-05-07,995.787
2007-05-08,986.069
2007-05-09,990.763
2007-05-10,982.758
2007-05-11,984.775
2007-05-14,985.707
2007-05-15,988.604
2007-05-16,985.781
2007-05-17,983.671
2007-05-18,988.493
2007-05-21,988.634
2007-05-22,991.277
2007-05-23,999.286
2007-05-24,990.232
2007-05-25,988.247
2007-05-28,990.581
2007-05-29,994.276
2007-05-30,990.183
2007-05-31,1000.0
2007-06-01,1006.418
2007-06-04,1010.281
2007-06-05,1008.897
2007-06-06,997.569
2007-06-07,986.402
2007-06-08,977.431
2007-06-11,983.115
2007-06-12,976.89
2007-06-13,976.644
2007-06-14,988.255
2007-06-15,1001.172
2007-06-18,1002.878
2007-06-19,1001.794
2007-06-20,1004.15
2007-06-21,997.471
2007-06-22,994.638
2007-06-25,992.266
2007-06-26,988.75
2007-06-27,980.893
2007-06-28,991.55
2007-06-29,1000.119
2007-07-02,1007.944
2007-07-03,1013.715
2007-07-04,1017.544
2007-07-05,1013.36
2007-07-06,1018.459
2007-07-09,1023.04
2007-07-10,1021.161
2007-07-11,1018.897
2007-07-12,1026.998
2007-07-13,1034.143
2007-07-16,1034.805
2007-07-17,1031.877
2007-07-18,1024.827
2007-07-19,1033.517
2007-07-20,1030.099
2007-07-23,1029.729
2007-07-24,1020.93
2007-07-25,1007.585
2007-07-26,986.502
2007-07-27,971.867
2007-07-30,973.686
2007-07-31,987.139
2007-08-01,970.171
2007-08-02,975.743
2007-08-03,972.298
2007-08-06,966.149
2007-08-07,971.06
2007-08-08,988.896
2007-08-09,974.018
2007-08-10,946.172
2007-08-13,956.111
2007-08-14,945.785
2007-08-15,930.758
2007-08-16,903.084
2007-08-17,910.943
2007-08-20,922.076
2007-08-21,927.627
2007-08-22,939.741
2007-08-23,950.936
2007-08-24,955.594
2007-08-27,958.682
2007-08-28,946.794
2007-08-29,946.813
2007-08-30,954.308
2007-08-31,969.433
2007-09-03,971.094
2007-09-04,973.802
2007-09-05,963.581
2007-09-06,968.181
2007-09-07,959.356
2007-09-10,949.805
2007-09-11,963.559
2007-09-12,968.439
2007-09-13,971.39
2007-09-14,967.751
2007-09-17,957.409
2007-09-18,961.5
2007-09-19,991.914
2007-09-20,997.851
2007-09-21,998.511
2007-09-24,1000.647
2007-09-25,998.965
2007-09-26,1002.637
2007-09-27,1016.048
2007-09-28,1021.82
2007-10-01,1027.785
2007-10-02,1029.505
2007-10-03,1031.164
2007-10-04,1030.265
2007-10-05,1039.131
2007-10-08,1032.364
2007-10-09,1039.325
2007-10-10,1044.445
2007-10-11,1055.112
2007-10-12,1050.33
2007-10-15,1046.345
2007-10-16,1032.443
2007-10-17,1037.221
2007-10-18,1041.077
2007-10-19,1031.502
2007-10-22,1011.829
2007-10-23,1026.895
2007-10-24,1022.526
2007-10-25,1032.72
2007-10-26,1047.432
2007-10-29,1059.84
2007-10-30,1056.0
2007-10-31,1068.15
2007-11-01,1058.025
2007-11-02,1050.388
2007-11-05,1040.151
2007-11-06,1049.339
2007-11-07,1050.18
2007-11-08,1039.721
2007-11-09,1025.475
2007-11-12,1008.097
2007-11-13,1012.627
2007-11-14,1026.811
2007-11-15,1011.156
2007-11-16,1001.563
2007-11-19,985.853
2007-11-20,999.398
2007-11-21,979.248
2007-11-22,984.341
2007-11-23,994.162
2007-11-26,998.225
2007-11-27,996.006
2007-11-28,1007.959
2007-11-29,1018.586
2007-11-30,1023.754
2007-12-03,1020.76
2007-12-04,1012.833
2007-12-05,1019.101
2007-12-06,1022.131
2007-12-07,1030.631
2007-12-10,1036.664
2007-12-11,1034.57
2007-12-12,1033.066
2007-12-13,1006.647
2007-12-14,995.808
2007-12-17,973.551
2007-12-18,973.245
2007-12-19,968.898
2007-12-20,969.115
2007-12-21,982.55
2007-12-24,985.978
2007-12-25,989.418
2007-12-26,995.779
2007-12-27,999.209
2007-12-28,1003.72
2007-12-31,1002.93
2008-01-01,1002.93
2008-01-02,1003.296
2008-01-03,1001.106
2008-01-04,983.163
2008-01-07,972.47
2008-01-08,975.914
2008-01-09,967.559
2008-01-10,960.876
2008-01-11,955.862
2008-01-14,963.913
2008-01-15,941.986
2008-01-16,916.94
2008-01-17,916.958
2008-01-18,908.894
2008-01-21,858.984
2008-01-22,862.597
2008-01-23,853.616
2008-01-24,894.921
2008-01-25,907.421
2008-01-28,898.365
2008-01-29,911.56
2008-01-30,905.478
2008-01-31,911.866
2008-02-01,926.806
2008-02-04,932.51
2008-02-05,902.013
2008-02-06,894.95
2008-02-07,878.809
2008-02-08,879.516
2008-02-11,874.613
2008-02-12,896.685
2008-02-13,894.461
2008-02-14,906.768
2008-02-15,898.943
2008-02-18,906.36
2008-02-19,916.15
2008-02-20,897.655
2008-02-21,913.364
2008-02-22,909.122
2008-02-25,924.512
2008-02-26,936.992
2008-02-27,951.311
2008-02-28,943.858
2008-02-29,931.154
2008-03-03,914.208
2008-03-04,906.68
2008-03-05,917.014
2008-03-06,917.278
2008-03-07,901.973
2008-03-10,889.648
2008-03-11,896.761
2008-03-12,915.805
2008-03-13,908.652
2008-03-14,900.582
2008-03-17,873.827
2008-03-18,895.116
2008-03-19,886.214
2008-03-20,872.671
2008-03-21,876.003
2008-03-24,875.109
2008-03-25,909.791
2008-03-26,916.596
2008-03-27,922.911
2008-03-28,920.084
2008-03-31,918.08
2008-04-01,925.419
2008-04-02,942.249
2008-04-03,945.733
2008-04-04,953.065
2008-04-07,958.859
2008-04-08,948.371
2008-04-09,943.69
2008-04-10,942.66
2008-04-11,938.448
2008-04-14,928.971
2008-04-15,932.274
2008-04-16,955.02
2008-04-17,951.259
2008-04-18,955.87
2008-04-21,966.453
2008-04-22,962.914
2008-04-23,962.089
2008-04-24,952.659
2008-04-25,963.834
2008-04-28,969.484
2008-04-29,963.59
2008-04-30,966.003
2008-05-01,960.252
2008-05-02,975.014
2008-05-05,978.088
2008-05-06,980.969
2008-05-07,979.593
2008-05-08,981.936
2008-05-09,971.481
2008-05-12,977.707
2008-05-13,977.22
2008-05-14,979.877
2008-05-15,988.4
2008-05-16,999.238
2008-05-19,1005.819
2008-05-20,998.881
2008-05-21,995.156
2008-05-22,995.035
2008-05-23,986.575
2008-05-26,979.862
2008-05-27,975.887
2008-05-28,974.693
2008-05-29,976.66
2008-05-30,981.831
2008-06-02,978.922
2008-06-03,975.206
2008-06-04,970.875
2008-06-05,971.1
2008-06-06,970.648
2008-06-09,960.564
2008-06-10,938.792
2008-06-11,933.596
2008-06-12,923.981
2008-06-13,926.566
2008-06-16,935.291
2008-06-17,941.808
2008-06-18,935.291
2008-06-19,924.625
2008-06-20,916.381
2008-06-23,908.772
2008-06-24,907.508
2008-06-25,911.797
2008-06-26,905.729
2008-06-27,901.469
2008-06-30,905.542
2008-07-01,891.365
2008-07-02,885.196
2008-07-03,881.089
2008-07-04,874.48
2008-07-07,878.257
2008-07-08,865.87
2008-07-09,878.11
2008-07-10,870.675
2008-07-11,861.894
2008-07-14,863.575
2008-07-15,851.226
2008-07-16,849.255
2008-07-17,867.462
2008-07-18,870.312
2008-07-21,878.049
2008-07-22,878.617
2008-07-23,885.395
2008-07-24,878.276
2008-07-25,870.248
2008-07-28,866.34
2008-07-29,857.779
2008-07-30,871.078
2008-07-31,871.87
2008-08-01,858.834
2008-08-04,850.659
2008-08-05,855.233
2008-08-06,862.931
2008-08-07,856.135
2008-08-08,845.06
2008-08-11,853.758
2008-08-12,847.435
2008-08-13,830.849
2008-08-14,833.123
2008-08-15,825.667
2008-08-18,828.449
2008-08-19,810.493
2008-08-20,815.687
2008-08-21,820.368
2008-08-22,823.373
2008-08-25,823.046
2008-08-26,817.197
2008-08-27,821.032
2008-08-28,829.792
2008-08-29,838.309
2008-09-01,827.215
2008-09-02,822.567
2008-09-03,812.798
2008-09-04,792.364
2008-09-05,773.597
2008-09-08,793.041
2008-09-09,780.027
2008-09-10,774.012
2008-09-11,762.158
2008-09-12,783.699
2008-09-15,764.504
2008-09-16,741.045
2008-09-17,732.173
2008-09-18,732.396
2008-09-19,784.031
2008-09-22,787.911
2008-09-23,780.853
2008-09-24,775.624
2008-09-25,782.739
2008-09-26,767.879
2008-09-29,728.486
2008-09-30,714.508
2008-10-01,720.063
2008-10-02,698.106
2008-10-03,703.032
2008-10-06,650.227
2008-10-07,646.527
2008-10-08,609.819
2008-10-09,600.878
2008-10-10,550.893
2008-10-13,589.938
2008-10-14,625.211
2008-10-15,594.416
2008-10-16,555.152
2008-10-17,573.676
2008-10-20,592.249
2008-10-21,589.955
2008-10-22,551.173
2008-10-23,545.795
2008-10-24,517.579
2008-10-27,489.189
2008-10-28,503.979
2008-10-29,546.537
2008-10-30,565.626
2008-10-31,563.084
2008-11-03,570.424
2008-11-04,602.013
2008-11-05,605.334
2008-11-06,565.72
2008-11-07,566.177
2008-11-10,575.879
2008-11-11,547.398
2008-11-12,532.746
2008-11-13,525.241
2008-11-14,530.738
2008-11-17,519.959
2008-11-18,517.895
2008-11-19,502.78
2008-11-20,476.296
2008-11-21,475.813
2008-11-24,508.565
2008-11-25,521.253
2008-11-26,518.846
2008-11-27,528.429
2008-11-28,532.866
2008-12-01,507.294
2008-12-02,506.915
2008-12-03,509.595
2008-12-04,506.834
2008-12-05,492.902
2008-12-08,527.529
2008-12-09,531.384
2008-12-10,538.774
2008-12-11,546.621
2008-12-12,534.216
2008-12-15,548.592
2008-12-16,552.192
2008-12-17,570.086
2008-12-18,571.034
2008-12-19,554.098
2008-12-22,547.25
2008-12-23,546.945
2008-12-24,543.967
2008-12-25,545.547
2008-12-26,547.71
2008-12-29,559.291
2008-12-30,564.481
2008-12-31,561.679
2009-01-01,561.679
2009-01-02,575.394
2009-01-05,576.586
2009-01-06,577.292
2009-01-07,582.401
2009-01-08,578.883
2009-01-09,571.805
2009-01-12,560.527
2009-01-13,543.032
2009-01-14,528.868
2009-01-15,517.167
2009-01-16,528.353
2009-01-19,520.894
2009-01-20,503.977
2009-01-21,502.034
2009-01-22,500.854
2009-01-23,491.548
2009-01-26,508.21
2009-01-27,517.793
2009-01-28,529.7
2009-01-29,522.244
2009-01-30,511.205
2009-02-02,499.452
2009-02-03,509.248
2009-02-04,517.976
2009-02-05,515.559
2009-02-06,522.964
2009-02-09,529.598
2009-02-10,518.818
2009-02-11,513.528
2009-02-12,503.586
2009-02-13,508.013
2009-02-16,501.09
2009-02-17,482.756
2009-02-18,476.959
2009-02-19,480.925
2009-02-20,465.396
2009-02-23,463.219
2009-02-24,457.263
2009-02-25,457.684
2009-02-26,464.645
2009-02-27,459.967
2009-03-02,437.143
2009-03-03,429.427
2009-03-04,439.928
2009-03-05,432.373
2009-03-06,428.02
2009-03-09,421.136
2009-03-10,438.278
2009-03-11,444.469
2009-03-12,444.142
2009-03-13,453.973
2009-03-16,466.721
2009-03-17,467.93
2009-03-18,470.653
2009-03-19,494.145
2009-03-20,487.611
2009-03-23,503.052
2009-03-24,506.012
2009-03-25,508.316
2009-03-26,512.222
2009-03-27,502.912
2009-03-30,481.773
2009-03-31,490.198
2009-04-01,497.492
2009-04-02,525.382
2009-04-03,523.263
2009-04-06,520.059
2009-04-07,513.516
2009-04-08,510.909
2009-04-09,523.484
2009-04-10,524.158
2009-04-13,528.517
2009-04-14,534.019
2009-04-15,530.174
2009-04-16,536.361
2009-04-17,540.532
2009-04-20,524.692
2009-04-21,522.64
2009-04-22,528.286
2009-04-23,532.229
2009-04-24,545.301
2009-04-27,543.483
2009-04-28,532.625
2009-04-29,545.599
2009-04-30,554.649
2009-05-01,555.77
2009-05-04,568.982
2009-05-05,573.117
2009-05-06,579.092
2009-05-07,586.322
2009-05-08,596.748
2009-05-11,596.657
2009-05-12,595.658
2009-05-13,584.246
2009-05-14,580.28
2009-05-15,586.8
2009-05-18,589.125
2009-05-19,604.351
2009-05-20,614.971
2009-05-21,605.34
2009-05-22,610.702
2009-05-25,612.556
2009-05-26,616.908
2009-05-27,620.101
2009-05-28,615.188
2009-05-29,626.021
2009-06-01,641.174
2009-06-02,647.481
2009-06-03,635.811
2009-06-04,632.847
2009-06-05,629.458
2009-06-08,621.359
2009-06-09,628.393
2009-06-10,636.609
2009-06-11,644.669
2009-06-12,641.032
2009-06-15,623.531
2009-06-16,620.322
2009-06-17,611.761
2009-06-18,614.362
2009-06-19,619.963
2009-06-22,606.311
2009-06-23,603.856
2009-06-24,615.93
2009-06-25,612.409
2009-06-26,621.211
2009-06-29,624.62
2009-06-30,621.066
2009-07-01,629.628
2009-07-02,615.91
2009-07-03,614.614
2009-07-06,606.228
2009-07-07,604.077
2009-07-08,593.801
2009-07-09,598.423
2009-07-10,594.348
2009-07-13,596.714
2009-07-14,607.406
2009-07-15,623.389
2009-07-16,628.306
2009-07-17,630.709
2009-07-20,640.298
2009-07-21,649.399
2009-07-22,650.446
2009-07-23,660.18
2009-07-24,661.521
2009-07-27,665.656
2009-07-28,662.193
2009-07-29,659.478
2009-07-30,671.012
2009-07-31,678.445
2009-08-03,694.85
2009-08-04,694.668
2009-08-05,691.006
2009-08-06,691.749
2009-08-07,687.924
2009-08-10,686.621
2009-08-11,681.574
2009-08-12,685.884
2009-08-13,697.379
2009-08-14,694.835
2009-08-17,673.203
2009-08-18,680.334
2009-08-19,683.021
2009-08-20,692.066
2009-08-21,701.929
2009-08-24,711.745
2009-08-25,714.002
2009-08-26,709.19
2009-08-27,706.334
2009-08-28,718.206
2009-08-31,713.139
2009-09-01,703.438
2009-09-02,695.688
2009-09-03,697.282
2009-09-04,702.976
2009-09-07,715.41
2009-09-08,726.464
2009-09-09,731.311
2009-09-10,735.397
2009-09-11,741.728
2009-09-14,736.211
2009-09-15,736.348
2009-09-16,749.138
2009-09-17,756.213
2009-09-18,750.967
2009-09-21,742.296
2009-09-22,753.575
2009-09-23,753.788
2009-09-24,741.782
2009-09-25,737.302
2009-09-28,740.509
2009-09-29,739.356
2009-09-30,743.756
2009-10-01,729.897
2009-10-02,716.311
2009-10-05,719.91
2009-10-06,738.773
2009-10-07,739.017
2009-10-08,752.11
2009-10-09,751.358
2009-10-12,756.039
2009-10-13,753.532
2009-10-14,767.132
2009-10-15,769.337
2009-10-16,761.871
2009-10-19,773.103
2009-10-20,771.888
2009-10-21,774.571
2009-10-22,767.373
2009-10-23,763.252
2009-10-26,754.261
2009-10-27,745.603
2009-10-28,730.516
2009-10-29,739.609
2009-10-30,731.87
2009-11-02,731.231
2009-11-03,722.798
2009-11-04,736.729
2009-11-05,740.331
2009-11-06,743.624
2009-11-09,760.411
2009-11-10,759.172
2009-11-11,762.733
2009-11-12,757.582
2009-11-13,761.238
2009-11-16,772.83
2009-11-17,764.461
2009-11-18,767.777
2009-11-19,752.724
2009-11-20,747.397
2009-11-23,763.239
2009-11-24,756.379
2009-11-25,765.894
2009-11-26,746.452
2009-11-27,745.737
2009-11-30,748.573
2009-12-01,768.963
2009-12-02,771.215
2009-12-03,773.081
2009-12-04,766.971
2009-12-07,764.287
2009-12-08,754.072
2009-12-09,748.493
2009-12-10,750.563
2009-12-11,749.949
2009-12-14,756.489
2009-12-15,751.498
2009-12-16,760.132
2009-12-17,743.308
2009-12-18,737.79
2009-12-21,744.826
2009-12-22,746.434
2009-12-23,753.464
2009-12-24,756.894
2009-12-25,756.192
2009-12-28,761.486
2009-12-29,764.786
2009-12-30,756.625
2009-12-31,760.231
2010-01-01,760.231
2010-01-04,775.445
2010-01-05,777.993
2010-01-06,778.474
2010-01-07,775.381
2010-01-08,779.991
2010-01-11,790.231
2010-01-12,787.058
2010-01-13,784.054
2010-01-14,790.372
2010-01-15,783.248
2010-01-18,786.252
2010-01-19,783.569
2010-01-20,767.789
2010-01-21,758.861
2010-01-22,753.069
2010-01-25,749.281
2010-01-26,744.968
2010-01-27,737.9
2010-01-28,731.884
2010-01-29,727.436
2010-02-01,729.876
2010-02-02,740.949
2010-02-03,737.532
2010-02-04,718.546
2010-02-05,703.092
2010-02-08,704.492
2010-02-09,706.662
2010-02-10,708.843
2010-02-11,710.914
2010-02-12,711.39
2010-02-15,711.426
2010-02-16,720.924
2010-02-17,729.189
2010-02-18,731.078
2010-02-19,723.822
2010-02-22,731.65
2010-02-23,726.318
2010-02-24,725.679
2010-02-25,715.666
2010-02-26,726.313
2010-03-01,728.436
2010-03-02,737.954
2010-03-03,747.944
2010-03-04,743.55
2010-03-05,752.209
2010-03-08,757.404
2010-03-09,755.487
2010-03-10,760.217
2010-03-11,760.568
2010-03-12,766.646
2010-03-15,760.07
2010-03-16,768.881
2010-03-17,776.029
2010-03-18,769.407
2010-03-19,765.822
2010-03-22,765.443
2010-03-23,769.471
2010-03-24,760.368
2010-03-25,763.718
2010-03-26,765.619
2010-03-29,771.626
2010-03-30,772.237
2010-03-31,773.889
2010-04-01,783.248
2010-04-02,783.993
2010-04-05,783.876
2010-04-06,784.074
2010-04-07,782.844
2010-04-08,778.152
2010-04-09,788.181
2010-04-12,794.498
2010-04-13,789.58
2010-04-14,798.003
2010-04-15,800.766
2010-04-16,788.791
2010-04-19,779.646
2010-04-20,786.706
2010-04-21,784.984
2010-04-22,775.234
2010-04-23,778.577
2010-04-26,786.161
2010-04-27,771.537
2010-04-28,755.986
2010-04-29,764.3
2010-04-30,765.421
2010-05-03,760.758
2010-05-04,740.329
2010-05-05,728.677
2010-05-06,712.157
2010-05-07,690.542
2010-05-10,727.932
2010-05-11,719.911
2010-05-12,727.449
2010-05-13,728.823
2010-05-14,707.042
2010-05-17,695.676
2010-05-18,700.272
2010-05-19,683.441
2010-05-20,670.373
2010-05-21,672.93
2010-05-24,669.939
2010-05-25,649.639
2010-05-26,659.547
2010-05-27,677.133
2010-05-28,680.292
2010-05-31,680.072
2010-06-01,679.249
2010-06-02,674.319
2010-06-03,686.015
2010-06-04,671.566
2010-06-07,656.745
2010-06-08,655.103
2010-06-09,665.116
2010-06-10,676.99
2010-06-11,680.469
2010-06-14,695.301
2010-06-15,700.756
2010-06-16,704.649
2010-06-17,705.871
2010-06-18,708.327
2010-06-21,717.541
2010-06-22,709.989
2010-06-23,700.282
2010-06-24,695.234
2010-06-25,689.812
2010-06-28,694.946
2010-06-29,672.769
2010-06-30,670.642
2010-07-01,666.02
2010-07-02,669.965
2010-07-05,666.589
2010-07-06,685.638
2010-07-07,690.323
2010-07-08,700.489
2010-07-09,704.014
2010-07-12,703.475
2010-07-13,714.856
2010-07-14,720.031
2010-07-15,719.445
2010-07-16,710.192
2010-07-19,705.213
2010-07-20,702.629
2010-07-21,705.397
2010-07-22,717.57
2010-07-23,721.433
2010-07-26,729.433
2010-07-27,731.672
2010-07-28,734.598
2010-07-29,736.7
2010-07-30,732.1
2010-08-02,751.175
2010-08-03,755.754
2010-08-04,750.872
2010-08-05,752.638
2010-08-06,754.424
2010-08-09,757.99
2010-08-10,745.9
2010-08-11,724.868
2010-08-12,719.463
2010-08-13,719.263
2010-08-16,722.761
2010-08-17,730.485
2010-08-18,730.786
2010-08-19,726.562
2010-08-20,712.127
2010-08-23,714.216
2010-08-24,706.144
2010-08-25,697.368
2010-08-26,707.034
2010-08-27,711.303
2010-08-30,714.339
2010-08-31,710.553
2010-09-01,729.709
2010-09-02,733.263
2010-09-03,739.906
2010-09-06,746.283
2010-09-07,738.462
2010-09-08,740.435
