Date,WORLD ex USA IMI IMI (Large+Mid+Small Cap)
2002-09-09,358.282
2002-09-10,361.884
2002-09-11,365.908
2002-09-12,359.265
2002-09-13,353.724
2002-09-16,350.937
2002-09-17,350.205
2002-09-18,343.832
2002-09-19,342.403
2002-09-20,339.952
2002-09-23,332.119
2002-09-24,327.366
2002-09-25,329.319
2002-09-26,339.221
2002-09-27,340.511
2002-09-30,333.019
2002-10-01,333.2
2002-10-02,337.441
2002-10-03,334.084
2002-10-04,329.026
2002-10-07,322.71
2002-10-08,318.94
2002-10-09,317.249
2002-10-10,320.566
2002-10-11,332.029
2002-10-14,330.411
2002-10-15,344.77
2002-10-16,342.097
2002-10-17,347.713
2002-10-18,347.222
2002-10-21,347.944
2002-10-22,344.351
2002-10-23,339.074
2002-10-24,343.324
2002-10-25,344.156
2002-10-28,348.411
2002-10-29,339.617
2002-10-30,344.72
2002-10-31,348.905
2002-11-01,348.228
2002-11-04,356.165
2002-11-05,360.036
2002-11-06,357.204
2002-11-07,355.642
2002-11-08,353.226
2002-11-11,348.792
2002-11-12,351.663
2002-11-13,348.761
2002-11-14,351.095
2002-11-15,354.756
2002-11-18,355.616
2002-11-19,354.15
2002-11-20,352.748
2002-11-21,361.009
2002-11-22,362.236
2002-11-25,360.457
2002-11-26,355.449
2002-11-27,359.928
2002-11-28,364.993
2002-11-29,364.492
2002-12-02,363.637
2002-12-03,359.333
2002-12-04,356.934
2002-12-05,353.469
2002-12-06,354.424
2002-12-09,349.128
2002-12-10,350.164
2002-12-11,351.978
2002-12-12,350.637
2002-12-13,349.139
2002-12-16,353.558
2002-12-17,353.115
2002-12-18,346.454
2002-12-19,346.379
2002-12-20,348.843
2002-12-23,349.95
2002-12-24,351.539
2002-12-25,351.347
2002-12-26,352.961
2002-12-27,348.098
2002-12-30,351.534
2002-12-31,353.92
2003-01-01,353.919
2003-01-02,357.817
2003-01-03,360.482
2003-01-06,365.444
2003-01-07,360.992
2003-01-08,355.413
2003-01-09,359.161
2003-01-10,361.266
2003-01-13,362.169
2003-01-14,365.163
2003-01-15,362.742
2003-01-16,362.411
2003-01-17,359.275
2003-01-20,355.615
2003-01-21,353.962
2003-01-22,349.761
2003-01-23,351.1
2003-01-24,349.558
2003-01-27,340.277
2003-01-28,339.624
2003-01-29,339.843
2003-01-30,342.046
2003-01-31,341.126
2003-02-03,345.933
2003-02-04,342.732
2003-02-05,345.701
2003-02-06,340.358
2003-02-07,337.924
2003-02-10,335.246
2003-02-11,338.512
2003-02-12,336.403
2003-02-13,336.898
2003-02-14,339.594
2003-02-17,343.272
2003-02-18,344.727
2003-02-19,341.308
2003-02-20,341.379
2003-02-21,341.949
2003-02-24,339.605
2003-02-25,331.416
2003-02-26,331.167
2003-02-27,331.468
2003-02-28,335.233
2003-03-03,338.295
2003-03-04,334.847
2003-03-05,334.112
2003-03-06,331.399
2003-03-07,327.089
2003-03-10,321.311
2003-03-11,319.439
2003-03-12,313.041
2003-03-13,320.007
2003-03-14,326.839
2003-03-17,331.265
2003-03-18,332.055
2003-03-19,334.38
2003-03-20,335.488
2003-03-21,340.088
2003-03-24,335.83
2003-03-25,337.406
2003-03-26,338.923
2003-03-27,336.445
2003-03-28,335.607
2003-03-31,329.644
2003-04-01,332.235
2003-04-02,337.316
2003-04-03,337.796
2003-04-04,339.757
2003-04-07,346.857
2003-04-08,343.842
2003-04-09,343.537
2003-04-10,342.609
2003-04-11,341.701
2003-04-14,344.01
2003-04-15,349.145
2003-04-16,348.541
2003-04-17,351.757
2003-04-18,351.911
2003-04-21,350.557
2003-04-22,354.03
2003-04-23,356.845
2003-04-24,355.472
2003-04-25,351.306
2003-04-28,355.371
2003-04-29,355.618
2003-04-30,361.411
2003-05-01,363.588
2003-05-02,364.398
2003-05-05,367.887
2003-05-06,374.757
2003-05-07,373.323
2003-05-08,369.257
2003-05-09,372.568
2003-05-12,375.429
2003-05-13,375.539
2003-05-14,376.605
2003-05-15,377.907
2003-05-16,380.72
2003-05-19,375.03
2003-05-20,375.552
2003-05-21,373.809
2003-05-22,377.244
2003-05-23,379.397
2003-05-26,380.333
2003-05-27,380.885
2003-05-28,382.925
2003-05-29,387.024
2003-05-30,385.468
2003-06-02,391.733
2003-06-03,389.795
2003-06-04,392.564
2003-06-05,396.899
2003-06-06,399.672
2003-06-09,398.389
2003-06-10,397.694
2003-06-11,404.071
2003-06-12,405.823
2003-06-13,404.47
2003-06-16,408.956
2003-06-17,412.339
2003-06-18,411.394
2003-06-19,406.985
2003-06-20,407.535
2003-06-23,401.959
2003-06-24,397.933
2003-06-25,400.764
2003-06-26,396.467
2003-06-27,397.718
2003-06-30,395.693
2003-07-01,395.69
2003-07-02,401.826
2003-07-03,405.139
2003-07-04,403.134
2003-07-07,407.526
2003-07-08,406.42
2003-07-09,405.467
2003-07-10,402.878
2003-07-11,402.376
2003-07-14,407.325
2003-07-15,404.039
2003-07-16,401.318
2003-07-17,395.762
2003-07-18,396.7
2003-07-21,397.351
2003-07-22,398.208
2003-07-23,401.923
2003-07-24,407.645
2003-07-25,407.83
2003-07-28,410.696
2003-07-29,409.557
2003-07-30,405.52
2003-07-31,404.862
2003-08-01,403.648
2003-08-04,402.489
2003-08-05,403.457
2003-08-06,399.906
2003-08-07,401.901
2003-08-08,402.922
2003-08-11,405.809
2003-08-12,407.476
2003-08-13,409.98
2003-08-14,413.707
2003-08-15,414.022
2003-08-18,415.431
2003-08-19,415.579
2003-08-20,417.758
2003-08-21,417.709
2003-08-22,415.875
2003-08-25,414.608
2003-08-26,411.791
2003-08-27,413.496
2003-08-28,414.552
2003-08-29,416.411
2003-09-01,421.936
2003-09-02,420.891
2003-09-03,425.295
2003-09-04,425.912
2003-09-05,427.691
2003-09-08,431.117
2003-09-09,432.091
2003-09-10,428.908
2003-09-11,427.312
2003-09-12,430.239
2003-09-15,431.095
2003-09-16,434.083
2003-09-17,437.541
2003-09-18,441.55
2003-09-19,442.255
2003-09-22,439.645
2003-09-23,439.412
2003-09-24,439.362
2003-09-25,436.136
2003-09-26,432.62
2003-09-29,432.375
2003-09-30,430.763
2003-10-01,438.52
2003-10-02,442.742
2003-10-03,448.667
2003-10-06,449.187
2003-10-07,451.832
2003-10-08,450.453
2003-10-09,454.548
2003-10-10,457.842
2003-10-13,459.334
2003-10-14,460.067
2003-10-15,460.815
2003-10-16,463.304
2003-10-17,461.251
2003-10-20,462.298
2003-10-21,463.371
2003-10-22,460.03
2003-10-23,450.716
2003-10-24,452.354
2003-10-27,455.361
2003-10-28,457.791
2003-10-29,460.964
2003-10-30,462.441
2003-10-31,458.409
2003-11-03,457.87
2003-11-04,461.823
2003-11-05,459.087
2003-11-06,455.834
2003-11-07,461.356
2003-11-10,460.291
2003-11-11,455.526
2003-11-12,459.299
2003-11-13,464.02
2003-11-14,465.191
2003-11-17,455.636
2003-11-18,459.116
2003-11-19,455.432
2003-11-20,456.81
2003-11-21,457.909
2003-11-24,458.834
2003-11-25,460.819
2003-11-26,465.725
2003-11-27,466.749
2003-11-28,467.188
2003-12-01,473.528
2003-12-02,476.49
2003-12-03,478.906
2003-12-04,477.947
2003-12-05,477.878
2003-12-08,476.695
2003-12-09,478.28
2003-12-10,474.046
2003-12-11,474.047
2003-12-12,478.71
2003-12-15,482.69
2003-12-16,480.162
2003-12-17,480.377
2003-12-18,482.812
2003-12-19,484.273
2003-12-22,486.228
2003-12-23,488.162
2003-12-24,490.189
2003-12-25,490.319
2003-12-26,491.146
2003-12-29,494.414
2003-12-30,498.877
2003-12-31,501.876
2004-01-01,501.878
2004-01-02,505.42
2004-01-05,512.889
2004-01-06,514.809
2004-01-07,511.522
2004-01-08,516.187
2004-01-09,518.971
2004-01-12,517.437
2004-01-13,517.419
2004-01-14,517.703
2004-01-15,513.924
2004-01-16,512.668
2004-01-19,513.848
2004-01-20,519.178
2004-01-21,522.195
2004-01-22,525.513
2004-01-23,524.851
2004-01-26,519.693
2004-01-27,521.628
2004-01-28,521.041
2004-01-29,510.181
2004-01-30,510.51
2004-02-02,512.156
2004-02-03,514.19
2004-02-04,509.24
2004-02-05,511.641
2004-02-06,517.588
2004-02-09,521.036
2004-02-10,521.856
2004-02-11,522.295
2004-02-12,527.556
2004-02-13,527.321
2004-02-16,528.695
2004-02-17,533.857
2004-02-18,533.256
2004-02-19,532.326
2004-02-20,524.86
2004-02-23,526.482
2004-02-24,524.708
2004-02-25,522.07
2004-02-26,519.558
2004-02-27,522.918
2004-03-01,530.501
2004-03-02,527.398
2004-03-03,520.957
2004-03-04,524.151
2004-03-05,531.491
2004-03-08,529.737
2004-03-09,529.001
2004-03-10,520.963
2004-03-11,511.535
2004-03-12,509.099
2004-03-15,505.712
2004-03-16,512.478
2004-03-17,516.587
2004-03-18,519.32
2004-03-19,518.86
2004-03-22,512.388
2004-03-23,511.701
2004-03-24,510.382
2004-03-25,515.431
2004-03-26,517.115
2004-03-29,522.969
2004-03-30,524.072
2004-03-31,528.751
2004-04-01,535.31
2004-04-02,535.265
2004-04-05,534.28
2004-04-06,534.404
2004-04-07,537.786
2004-04-08,536.88
2004-04-09,534.939
2004-04-12,536.404
2004-04-13,533.239
2004-04-14,525.01
2004-04-15,522.39
2004-04-16,528.18
2004-04-19,527.277
2004-04-20,528.371
2004-04-21,522.238
2004-04-22,523.604
2004-04-23,525.616
2004-04-26,528.454
2004-04-27,527.469
2004-04-28,519.901
2004-04-29,518.745
2004-04-30,514.764
2004-05-03,515.642
2004-05-04,522.479
2004-05-05,526.428
2004-05-06,517.346
2004-05-07,507.533
2004-05-10,487.807
2004-05-11,490.461
2004-05-12,494.19
2004-05-13,491.094
2004-05-14,489.189
2004-05-17,484.313
2004-05-18,487.846
2004-05-19,501.157
2004-05-20,495.079
2004-05-21,501.497
2004-05-24,502.388
2004-05-25,503.91
2004-05-26,508.505
2004-05-27,516.749
2004-05-28,515.899
2004-05-31,516.625
2004-06-01,515.671
2004-06-02,517.278
2004-06-03,514.148
2004-06-04,517.087
2004-06-07,526.944
2004-06-08,527.337
2004-06-09,521.879
2004-06-10,523.524
2004-06-11,519.913
2004-06-14,515.771
2004-06-15,518.215
2004-06-16,521.768
2004-06-17,523.648
2004-06-18,525.732
2004-06-21,526.908
2004-06-22,522.867
2004-06-23,524.198
2004-06-24,531.884
2004-06-25,530.12
2004-06-28,535.086
2004-06-29,530.759
2004-06-30,530.242
2004-07-01,530.629
2004-07-02,530.634
2004-07-05,527.149
2004-07-06,524.981
2004-07-07,527.452
2004-07-08,528.255
2004-07-09,529.635
2004-07-12,530.534
2004-07-13,527.982
2004-07-14,527.223
2004-07-15,522.583
2004-07-16,526.972
2004-07-19,525.708
2004-07-20,523.097
2004-07-21,521.302
2004-07-22,517.055
2004-07-23,511.418
2004-07-26,508.422
2004-07-27,505.985
2004-07-28,507.309
2004-07-29,510.914
2004-07-30,513.372
2004-08-02,513.371
2004-08-03,514.882
2004-08-04,510.01
2004-08-05,509.922
2004-08-06,509.359
2004-08-09,505.197
2004-08-10,508.727
2004-08-11,504.732
2004-08-12,503.908
2004-08-13,504.852
2004-08-16,506.607
2004-08-17,507.775
2004-08-18,507.968
2004-08-19,513.232
2004-08-20,512.209
2004-08-23,513.336
2004-08-24,510.732
2004-08-25,511.968
2004-08-26,514.831
2004-08-27,516.85
2004-08-30,515.662
2004-08-31,515.695
2004-09-01,519.759
2004-09-02,520.78
2004-09-03,517.487
2004-09-06,521.698
2004-09-07,522.927
2004-09-08,524.165
2004-09-09,521.535
2004-09-10,526.451
2004-09-13,528.528
2004-09-14,530.026
2004-09-15,523.027
2004-09-16,524.733
2004-09-17,526.025
2004-09-20,524.956
2004-09-21,529.756
2004-09-22,526.957
2004-09-23,526.888
2004-09-24,525.126
2004-09-27,522.844
2004-09-28,524.732
2004-09-29,526.76
2004-09-30,530.571
2004-10-01,537.119
2004-10-04,538.473
2004-10-05,540.662
2004-10-06,541.423
2004-10-07,540.327
2004-10-08,544.249
2004-10-11,543.656
2004-10-12,536.597
2004-10-13,535.2
2004-10-14,535.859
2004-10-15,538.011
2004-10-18,537.045
2004-10-19,541.733
2004-10-20,540.173
2004-10-21,542.526
2004-10-22,543.482
2004-10-25,541.426
2004-10-26,542.642
2004-10-27,547.413
2004-10-28,550.961
2004-10-29,549.477
2004-11-01,552.186
2004-11-02,555.914
2004-11-03,561.182
2004-11-04,563.787
2004-11-05,568.624
2004-11-08,568.466
2004-11-09,566.777
2004-11-10,566.517
2004-11-11,568.729
2004-11-12,574.346
2004-11-15,576.644
2004-11-16,575.554
2004-11-17,581.478
2004-11-18,579.254
2004-11-19,580.564
2004-11-22,575.985
2004-11-23,577.907
2004-11-24,581.291
2004-11-25,587.568
2004-11-26,587.031
2004-11-29,589.008
2004-11-30,586.207
2004-12-01,589.485
2004-12-02,591.889
2004-12-03,595.138
2004-12-06,594.06
2004-12-07,593.338
2004-12-08,584.814
2004-12-09,580.035
2004-12-10,579.127
2004-12-13,585.795
2004-12-14,586.634
2004-12-15,593.514
2004-12-16,590.342
2004-12-17,588.129
2004-12-20,595.456
2004-12-21,593.605
2004-12-22,597.124
2004-12-23,601.323
2004-12-24,605.033
2004-12-27,607.911
2004-12-28,608.337
2004-12-29,606.337
2004-12-30,611.119
2004-12-31,611.48
2005-01-03,608.696
2005-01-04,602.649
2005-01-05,598.218
2005-01-06,595.598
2005-01-07,594.293
2005-01-10,596.689
2005-01-11,598.006
2005-01-12,600.896
2005-01-13,598.861
2005-01-14,597.31
2005-01-17,599.926
2005-01-18,597.215
2005-01-19,598.345
2005-01-20,591.836
2005-01-21,593.02
2005-01-24,595.572
2005-01-25,593.447
2005-01-26,600.43
2005-01-27,600.342
2005-01-28,597.384
2005-01-31,601.891
2005-02-01,603.472
2005-02-02,606.765
2005-02-03,602.8
2005-02-04,607.214
2005-02-07,606.118
2005-02-08,603.099
2005-02-09,603.809
2005-02-10,608.598
2005-02-11,611.735
2005-02-14,617.167
2005-02-15,618.971
2005-02-16,615.951
2005-02-17,619.052
2005-02-18,620.21
2005-02-21,620.502
2005-02-22,623.167
2005-02-23,617.322
2005-02-24,617.4
2005-02-25,623.784
2005-02-28,628.288
2005-03-01,628.172
2005-03-02,626.206
2005-03-03,627.173
2005-03-04,635.697
2005-03-07,633.499
2005-03-08,637.595
2005-03-09,636.977
2005-03-10,633.544
2005-03-11,636.891
2005-03-14,631.763
2005-03-15,633.593
2005-03-16,633.722
2005-03-17,631.105
2005-03-18,629.724
2005-03-21,624.951
2005-03-22,626.322
2005-03-23,614.944
2005-03-24,613.994
2005-03-25,614.596
2005-03-28,612.013
2005-03-29,610.413
2005-03-30,610.592
2005-03-31,614.898
2005-04-01,616.049
2005-04-04,608.152
2005-04-05,612.55
2005-04-06,614.92
2005-04-07,618.526
2005-04-08,617.997
2005-04-11,620.378
2005-04-12,614.856
2005-04-13,617.703
2005-04-14,610.853
2005-04-15,606.318
2005-04-18,596.67
2005-04-19,603.646
2005-04-20,603.895
2005-04-21,603.698
2005-04-22,608.734
2005-04-25,607.93
2005-04-26,605.054
2005-04-27,599.742
2005-04-28,597.695
2005-04-29,599.848
2005-05-02,599.318
2005-05-03,601.799
2005-05-04,607.45
2005-05-05,609.383
2005-05-06,610.382
2005-05-09,607.923
2005-05-10,606.474
2005-05-11,602.898
2005-05-12,599.918
2005-05-13,595.863
2005-05-16,591.657
2005-05-17,591.236
2005-05-18,596.123
2005-05-19,600.169
2005-05-20,597.28
2005-05-23,602.505
2005-05-24,603.064
2005-05-25,601.263
2005-05-26,601.46
2005-05-27,603.691
2005-05-30,605.421
2005-05-31,601.379
2005-06-01,604.429
2005-06-02,605.276
2005-06-03,605.661
2005-06-06,606.102
2005-06-07,609.711
2005-06-08,612.019
2005-06-09,605.301
2005-06-10,605.954
2005-06-13,603.422
2005-06-14,604.858
2005-06-15,607.31
2005-06-16,609.971
2005-06-17,617.372
2005-06-20,614.009
2005-06-21,616.546
2005-06-22,617.386
2005-06-23,616.137
2005-06-24,613.269
2005-06-27,610.638
2005-06-28,612.032
2005-06-29,612.863
2005-06-30,612.103
2005-07-01,609.055
2005-07-04,608.763
2005-07-05,607.682
2005-07-06,611.05
2005-07-07,604.021
2005-07-08,608.913
2005-07-11,617.58
2005-07-12,622.377
2005-07-13,619.336
2005-07-14,622.08
2005-07-15,619.178
2005-07-18,619.717
2005-07-19,617.43
2005-07-20,617.676
2005-07-21,626.175
2005-07-22,626.023
2005-07-25,625.121
2005-07-26,622.58
2005-07-27,625.739
2005-07-28,629.447
2005-07-29,632.495
2005-08-01,636.083
2005-08-02,641.246
2005-08-03,645.092
2005-08-04,643.117
2005-08-05,637.123
2005-08-08,641.886
2005-08-09,644.405
2005-08-10,654.41
2005-08-11,658.91
2005-08-12,658.925
2005-08-15,656.378
2005-08-16,654.629
2005-08-17,651.572
2005-08-18,643.624
2005-08-19,646.313
2005-08-22,654.09
2005-08-23,650.603
2005-08-24,650.28
2005-08-25,648.865
2005-08-26,648.712
2005-08-29,644.467
2005-08-30,642.73
2005-08-31,650.538
2005-09-01,663.188
2005-09-02,666.525
2005-09-05,669.384
2005-09-06,670.439
2005-09-07,670.697
2005-09-08,667.735
2005-09-09,673.628
2005-09-12,670.732
2005-09-13,666.948
2005-09-14,670.778
2005-09-15,668.845
2005-09-16,670.716
2005-09-19,670.256
2005-09-20,674.139
2005-09-21,673.117
2005-09-22,667.39
2005-09-23,665.259
2005-09-26,672.641
2005-09-27,668.799
2005-09-28,675.22
2005-09-29,678.435
2005-09-30,679.992
2005-10-03,676.753
2005-10-04,679.206
2005-10-05,672.114
2005-10-06,666.838
2005-10-07,664.638
2005-10-10,663.112
2005-10-11,665.321
2005-10-12,663.313
2005-10-13,653.633
2005-10-14,658.995
2005-10-17,656.704
2005-10-18,650.052
2005-10-19,643.701
2005-10-20,645.225
2005-10-21,644.17
2005-10-24,647.246
2005-10-25,653.873
2005-10-26,655.241
2005-10-27,654.369
2005-10-28,651.314
2005-10-31,659.086
2005-11-01,662.678
2005-11-02,667.598
2005-11-03,672.059
2005-11-04,665.532
2005-11-07,666.664
