Date,NORWAY SMALL GROWTH Small Cap
2002-03-18,384.41
2002-03-19,382.966
2002-03-20,382.592
2002-03-21,381.494
2002-03-22,379.501
2002-03-25,379.196
2002-03-26,378.599
2002-03-27,381.516
2002-03-28,381.709
2002-03-29,381.709
2002-04-01,384.589
2002-04-02,389.53
2002-04-03,388.914
2002-04-04,379.437
2002-04-05,386.023
2002-04-08,378.315
2002-04-09,383.848
2002-04-10,381.384
2002-04-11,386.879
2002-04-12,385.689
2002-04-15,384.774
2002-04-16,386.559
2002-04-17,388.897
2002-04-18,392.461
2002-04-19,392.205
2002-04-22,387.951
2002-04-23,386.013
2002-04-24,383.592
2002-04-25,376.825
2002-04-26,376.04
2002-04-29,372.933
2002-04-30,368.631
2002-05-01,370.904
2002-05-02,375.765
2002-05-03,380.451
2002-05-06,378.078
2002-05-07,372.315
2002-05-08,377.46
2002-05-09,378.126
2002-05-10,379.652
2002-05-13,374.619
2002-05-14,382.342
2002-05-15,381.883
2002-05-16,383.143
2002-05-17,387.237
2002-05-20,388.378
2002-05-21,385.539
2002-05-22,385.236
2002-05-23,381.537
2002-05-24,375.404
2002-05-27,375.233
2002-05-28,373.903
2002-05-29,365.465
2002-05-30,359.333
2002-05-31,359.573
2002-06-03,362.357
2002-06-04,350.684
2002-06-05,354.115
2002-06-06,357.359
2002-06-07,346.278
2002-06-10,345.078
2002-06-11,355.109
2002-06-12,350.098
2002-06-13,351.233
2002-06-14,341.8
2002-06-17,351.198
2002-06-18,357.489
2002-06-19,355.44
2002-06-20,342.845
2002-06-21,339.227
2002-06-24,328.901
2002-06-25,334.779
2002-06-26,319.064
2002-06-27,338.655
2002-06-28,336.291
2002-07-01,342.86
2002-07-02,342.744
2002-07-03,333.61
2002-07-04,333.841
2002-07-05,342.21
2002-07-08,355.425
2002-07-09,359.26
2002-07-10,350.825
2002-07-11,351.496
2002-07-12,351.697
2002-07-15,352.334
2002-07-16,352.74
2002-07-17,363.904
2002-07-18,360.174
2002-07-19,348.993
2002-07-22,333.483
2002-07-23,316.27
2002-07-24,297.211
2002-07-25,310.017
2002-07-26,310.149
2002-07-29,313.246
2002-07-30,323.667
2002-07-31,324.387
2002-08-01,319.389
2002-08-02,318.954
2002-08-05,310.022
2002-08-06,298.557
2002-08-07,305.486
2002-08-08,307.33
2002-08-09,308.6
2002-08-12,300.55
2002-08-13,299.227
2002-08-14,298.503
2002-08-15,301.144
2002-08-16,302.93
2002-08-19,296.692
2002-08-20,304.176
2002-08-21,305.551
2002-08-22,306.888
2002-08-23,302.637
2002-08-26,301.6
2002-08-27,304.275
2002-08-28,300.061
2002-08-29,298.5
2002-08-30,291.813
2002-09-02,284.247
2002-09-03,276.155
2002-09-04,268.253
2002-09-05,260.964
2002-09-06,265.114
2002-09-09,256.853
2002-09-10,257.432
2002-09-11,260.447
2002-09-12,258.351
2002-09-13,253.411
2002-09-16,247.339
2002-09-17,248.869
2002-09-18,244.847
2002-09-19,238.471
2002-09-20,242.167
2002-09-23,234.325
2002-09-24,227.929
2002-09-25,229.661
2002-09-26,237.803
2002-09-27,230.52
2002-09-30,226.03
2002-10-01,229.886
2002-10-02,230.221
2002-10-03,233.02
2002-10-04,229.292
2002-10-07,221.771
2002-10-08,221.933
2002-10-09,224.099
2002-10-10,225.75
2002-10-11,240.433
2002-10-14,243.651
2002-10-15,260.497
2002-10-16,258.318
2002-10-17,257.499
2002-10-18,248.995
2002-10-21,251.832
2002-10-22,251.091
2002-10-23,251.411
2002-10-24,251.645
2002-10-25,249.751
2002-10-28,250.145
2002-10-29,244.227
2002-10-30,246.955
2002-10-31,254.724
2002-11-01,255.691
2002-11-04,266.707
2002-11-05,265.842
2002-11-06,266.052
2002-11-07,264.459
2002-11-08,262.273
2002-11-11,260.604
2002-11-12,259.265
2002-11-13,260.353
2002-11-14,259.109
2002-11-15,261.04
2002-11-18,265.814
2002-11-19,262.811
2002-11-20,260.816
2002-11-21,268.924
2002-11-22,273.694
2002-11-25,268.672
2002-11-26,275.076
2002-11-27,274.686
2002-11-28,283.025
2002-11-29,294.464
2002-12-02,293.399
2002-12-03,282.357
2002-12-04,279.852
2002-12-05,266.056
2002-12-06,218.752
2002-12-09,219.865
2002-12-10,222.27
2002-12-11,226.294
2002-12-12,223.538
2002-12-13,220.264
2002-12-16,216.526
2002-12-17,219.323
2002-12-18,214.717
2002-12-19,214.838
2002-12-20,213.306
2002-12-23,209.601
2002-12-24,210.56
2002-12-25,210.56
2002-12-26,210.788
2002-12-27,205.271
2002-12-30,205.531
2002-12-31,206.478
2003-01-01,206.478
2003-01-02,210.158
2003-01-03,210.848
2003-01-06,205.031
2003-01-07,213.281
2003-01-08,209.818
2003-01-09,217.603
2003-01-10,219.968
2003-01-13,228.786
2003-01-14,233.554
2003-01-15,234.906
2003-01-16,237.069
2003-01-17,234.302
2003-01-20,232.661
2003-01-21,229.203
2003-01-22,225.314
2003-01-23,228.851
2003-01-24,232.915
2003-01-27,195.05
2003-01-28,193.52
2003-01-29,189.083
2003-01-30,191.366
2003-01-31,192.743
2003-02-03,193.155
2003-02-04,189.71
2003-02-05,189.184
2003-02-06,185.636
2003-02-07,183.588
2003-02-10,180.675
2003-02-11,182.017
2003-02-12,180.737
2003-02-13,176.246
2003-02-14,176.441
2003-02-17,182.642
2003-02-18,183.72
2003-02-19,178.148
2003-02-20,176.502
2003-02-21,176.521
2003-02-24,171.531
2003-02-25,162.334
2003-02-26,161.719
2003-02-27,157.918
2003-02-28,164.009
2003-03-03,169.659
2003-03-04,166.775
2003-03-05,167.16
2003-03-06,161.94
2003-03-07,156.153
2003-03-10,156.174
2003-03-11,158.471
2003-03-12,159.467
2003-03-13,159.632
2003-03-14,160.936
2003-03-17,156.771
2003-03-18,161.379
2003-03-19,165.267
2003-03-20,165.901
2003-03-21,169.675
2003-03-24,151.627
2003-03-25,153.29
2003-03-26,152.495
2003-03-27,151.609
2003-03-28,150.685
2003-03-31,152.556
2003-04-01,153.086
2003-04-02,159.619
2003-04-03,158.896
2003-04-04,160.448
2003-04-07,167.262
2003-04-08,168.612
2003-04-09,168.745
2003-04-10,168.349
2003-04-11,169.007
2003-04-14,171.168
2003-04-15,172.67
2003-04-16,178.987
2003-04-17,179.344
2003-04-18,179.344
2003-04-21,179.311
2003-04-22,178.203
2003-04-23,180.663
2003-04-24,180.583
2003-04-25,182.345
2003-04-28,184.005
2003-04-29,189.453
2003-04-30,186.792
2003-05-01,187.967
2003-05-02,185.391
2003-05-05,189.177
2003-05-06,193.517
2003-05-07,193.85
2003-05-08,194.742
2003-05-09,199.391
2003-05-12,199.273
2003-05-13,200.42
2003-05-14,204.267
2003-05-15,207.43
2003-05-16,210.58
2003-05-19,204.986
2003-05-20,204.203
2003-05-21,201.595
2003-05-22,202.339
2003-05-23,207.341
2003-05-26,207.072
2003-05-27,202.098
2003-05-28,201.775
2003-05-29,203.212
2003-05-30,201.996
2003-06-02,207.174
2003-06-03,203.277
2003-06-04,199.533
2003-06-05,202.603
2003-06-06,205.554
2003-06-09,205.937
2003-06-10,203.136
2003-06-11,203.843
2003-06-12,206.925
2003-06-13,206.542
2003-06-16,206.276
2003-06-17,208.964
2003-06-18,205.821
2003-06-19,207.838
2003-06-20,204.321
2003-06-23,202.344
2003-06-24,201.45
2003-06-25,199.672
2003-06-26,197.41
2003-06-27,200.59
2003-06-30,200.881
2003-07-01,202.55
2003-07-02,203.271
2003-07-03,203.655
2003-07-04,203.735
2003-07-07,202.006
2003-07-08,202.151
2003-07-09,202.182
2003-07-10,203.002
2003-07-11,207.857
2003-07-14,211.86
2003-07-15,209.467
2003-07-16,208.255
2003-07-17,206.374
2003-07-18,207.136
2003-07-21,209.734
2003-07-22,208.537
2003-07-23,211.859
2003-07-24,215.625
2003-07-25,220.086
2003-07-28,222.808
2003-07-29,223.17
2003-07-30,222.333
2003-07-31,222.983
2003-08-01,225.484
2003-08-04,226.041
2003-08-05,226.078
2003-08-06,225.612
2003-08-07,224.824
2003-08-08,230.919
2003-08-11,229.845
2003-08-12,228.343
2003-08-13,229.603
2003-08-14,228.735
2003-08-15,231.044
2003-08-18,229.856
2003-08-19,227.89
2003-08-20,226.789
2003-08-21,228.248
2003-08-22,229.478
2003-08-25,225.354
2003-08-26,222.228
2003-08-27,222.533
2003-08-28,227.178
2003-08-29,239.091
2003-09-01,248.209
2003-09-02,242.728
2003-09-03,245.313
2003-09-04,246.514
2003-09-05,245.53
2003-09-08,245.395
2003-09-09,246.596
2003-09-10,241.249
2003-09-11,239.357
2003-09-12,239.92
2003-09-15,240.874
2003-09-16,240.923
2003-09-17,246.159
2003-09-18,242.066
2003-09-19,240.407
2003-09-22,234.231
2003-09-23,238.627
2003-09-24,239.822
2003-09-25,233.483
2003-09-26,227.236
2003-09-29,232.367
2003-09-30,226.263
2003-10-01,232.087
2003-10-02,234.164
2003-10-03,239.384
2003-10-06,240.718
2003-10-07,239.564
2003-10-08,244.074
2003-10-09,244.69
2003-10-10,246.723
2003-10-13,246.835
2003-10-14,244.415
2003-10-15,247.838
2003-10-16,248.282
2003-10-17,246.435
2003-10-20,243.556
2003-10-21,244.313
2003-10-22,245.326
2003-10-23,242.659
2003-10-24,246.406
2003-10-27,249.388
2003-10-28,250.241
2003-10-29,255.274
2003-10-30,257.358
2003-10-31,254.598
2003-11-03,251.359
2003-11-04,252.577
2003-11-05,250.32
2003-11-06,251.65
2003-11-07,255.505
2003-11-10,253.687
2003-11-11,252.137
2003-11-12,256.866
2003-11-13,258.563
2003-11-14,264.194
2003-11-17,259.037
2003-11-18,258.903
2003-11-19,255.493
2003-11-20,256.763
2003-11-21,257.325
2003-11-24,257.139
2003-11-25,257.483
2003-11-26,261.272
2003-11-27,260.015
2003-11-28,262.241
2003-12-01,264.023
2003-12-02,266.483
2003-12-03,266.546
2003-12-04,266.564
2003-12-05,268.577
2003-12-08,268.243
2003-12-09,271.897
2003-12-10,270.814
2003-12-11,271.788
2003-12-12,274.188
2003-12-15,276.134
2003-12-16,274.112
2003-12-17,273.975
2003-12-18,271.621
2003-12-19,271.453
2003-12-22,271.634
2003-12-23,272.405
2003-12-24,271.671
2003-12-25,271.671
2003-12-26,271.287
2003-12-29,273.539
2003-12-30,274.92
2003-12-31,277.625
2004-01-01,277.625
2004-01-02,282.419
2004-01-05,285.101
2004-01-06,286.278
2004-01-07,285.946
2004-01-08,289.614
2004-01-09,295.219
2004-01-12,302.016
2004-01-13,310.078
2004-01-14,312.205
2004-01-15,307.212
2004-01-16,304.218
2004-01-19,305.987
2004-01-20,310.844
2004-01-21,310.994
2004-01-22,316.696
2004-01-23,309.248
2004-01-26,309.121
2004-01-27,311.15
2004-01-28,302.22
2004-01-29,298.988
2004-01-30,302.925
2004-02-02,302.569
2004-02-03,301.601
2004-02-04,300.728
2004-02-05,302.003
2004-02-06,303.342
2004-02-09,309.788
2004-02-10,305.941
2004-02-11,308.356
2004-02-12,314.235
2004-02-13,312.878
2004-02-16,311.4
2004-02-17,320.23
2004-02-18,323.663
2004-02-19,320.33
2004-02-20,317.713
2004-02-23,318.931
2004-02-24,312.392
2004-02-25,313.285
2004-02-26,314.481
2004-02-27,322.203
2004-03-01,326.069
2004-03-02,325.509
2004-03-03,321.637
2004-03-04,320.783
2004-03-05,325.659
2004-03-08,330.096
2004-03-09,329.006
2004-03-10,317.851
2004-03-11,304.474
2004-03-12,307.497
2004-03-15,298.002
2004-03-16,302.012
2004-03-17,299.412
2004-03-18,298.869
2004-03-19,298.538
2004-03-22,287.473
2004-03-23,293.084
2004-03-24,291.127
2004-03-25,291.714
2004-03-26,291.006
2004-03-29,294.022
2004-03-30,288.596
2004-03-31,296.583
2004-04-01,298.151
2004-04-02,297.486
2004-04-05,297.707
2004-04-06,294.316
2004-04-07,301.124
2004-04-08,299.859
2004-04-09,299.859
2004-04-12,297.296
2004-04-13,295.34
2004-04-14,292.929
2004-04-15,294.586
2004-04-16,295.82
2004-04-19,291.074
2004-04-20,288.858
2004-04-21,285.955
2004-04-22,287.494
2004-04-23,285.7
2004-04-26,286.116
2004-04-27,288.446
2004-04-28,281.443
2004-04-29,276.267
2004-04-30,273.979
2004-05-03,271.206
2004-05-04,273.623
2004-05-05,274.273
2004-05-06,268.817
2004-05-07,261.545
2004-05-10,248.463
2004-05-11,247.76
2004-05-12,251.014
2004-05-13,250.015
2004-05-14,248.046
2004-05-17,249.088
2004-05-18,250.171
2004-05-19,259.448
2004-05-20,257.782
2004-05-21,259.069
2004-05-24,261.473
2004-05-25,261.139
2004-05-26,265.045
2004-05-27,267.649
2004-05-28,266.13
2004-05-31,266.13
2004-06-01,269.036
2004-06-02,270.865
2004-06-03,269.981
2004-06-04,269.092
2004-06-07,273.056
2004-06-08,272.176
2004-06-09,269.841
2004-06-10,266.144
2004-06-11,264.817
2004-06-14,265.885
2004-06-15,268.944
2004-06-16,272.087
2004-06-17,275.04
2004-06-18,279.804
2004-06-21,279.059
2004-06-22,277.191
2004-06-23,277.014
2004-06-24,282.162
2004-06-25,285.731
2004-06-28,286.341
2004-06-29,285.695
2004-06-30,286.241
2004-07-01,287.767
2004-07-02,285.126
2004-07-05,285.169
2004-07-06,288.1
2004-07-07,287.638
2004-07-08,283.089
2004-07-09,282.245
2004-07-12,281.008
2004-07-13,278.719
2004-07-14,274.911
2004-07-15,273.514
2004-07-16,276.232
2004-07-19,273.815
2004-07-20,273.01
2004-07-21,275.937
2004-07-22,271.601
2004-07-23,267.304
2004-07-26,265.358
2004-07-27,265.19
2004-07-28,267.354
2004-07-29,269.715
2004-07-30,269.125
2004-08-02,269.955
2004-08-03,272.04
2004-08-04,272.884
2004-08-05,270.911
2004-08-06,268.507
2004-08-09,266.033
2004-08-10,267.489
2004-08-11,260.96
2004-08-12,261.737
2004-08-13,268.664
2004-08-16,273.893
2004-08-17,273.99
2004-08-18,272.553
2004-08-19,277.837
2004-08-20,277.424
2004-08-23,277.902
2004-08-24,276.653
2004-08-25,275.172
2004-08-26,276.217
2004-08-27,275.276
2004-08-30,276.3
2004-08-31,275.158
2004-09-01,279.408
2004-09-02,284.993
2004-09-03,283.099
2004-09-06,282.431
2004-09-07,281.187
2004-09-08,281.561
2004-09-09,284.181
2004-09-10,287.08
2004-09-13,286.548
2004-09-14,287.171
2004-09-15,286.457
2004-09-16,289.976
2004-09-17,290.87
2004-09-20,290.099
2004-09-21,294.143
2004-09-22,293.356
2004-09-23,295.587
2004-09-24,297.998
2004-09-27,300.563
2004-09-28,301.173
2004-09-29,302.881
2004-09-30,306.149
2004-10-01,310.06
2004-10-04,313.98
2004-10-05,312.728
2004-10-06,312.501
2004-10-07,320.715
2004-10-08,320.905
2004-10-11,316.965
2004-10-12,310.808
2004-10-13,311.825
2004-10-14,304.24
2004-10-15,308.08
2004-10-18,309.246
2004-10-19,308.094
2004-10-20,305.598
2004-10-21,313.168
2004-10-22,318.735
2004-10-25,314.206
2004-10-26,310.794
2004-10-27,312.539
2004-10-28,310.28
2004-10-29,311.685
2004-11-01,319.852
2004-11-02,317.97
2004-11-03,324.987
2004-11-04,323.825
2004-11-05,330.505
2004-11-08,332.076
2004-11-09,329.403
2004-11-10,329.815
2004-11-11,332.21
2004-11-12,335.633
2004-11-15,336.807
2004-11-16,337.762
2004-11-17,338.815
2004-11-18,339.582
2004-11-19,350.525
2004-11-22,349.33
2004-11-23,352.99
2004-11-24,354.756
2004-11-25,363.721
2004-11-26,364.681
2004-11-29,367.295
2004-11-30,367.382
2004-12-01,375.392
2004-12-02,366.728
2004-12-03,365.694
2004-12-06,370.591
2004-12-07,372.758
2004-12-08,364.527
2004-12-09,362.257
2004-12-10,365.238
2004-12-13,366.118
2004-12-14,372.585
2004-12-15,379.207
2004-12-16,376.848
2004-12-17,372.625
2004-12-20,376.794
2004-12-21,378.879
2004-12-22,379.957
2004-12-23,384.683
2004-12-24,385.446
2004-12-27,388.194
2004-12-28,386.269
2004-12-29,387.519
2004-12-30,390.773
2004-12-31,390.75
2005-01-03,395.12
2005-01-04,385.58
2005-01-05,379.875
2005-01-06,377.491
2005-01-07,377.524
2005-01-10,380.555
2005-01-11,381.562
2005-01-12,382.917
2005-01-13,386.26
2005-01-14,386.429
2005-01-17,393.097
2005-01-18,391.584
2005-01-19,392.523
2005-01-20,381.064
2005-01-21,384.17
2005-01-24,384.182
2005-01-25,386.891
2005-01-26,391.01
2005-01-27,389.697
2005-01-28,390.317
2005-01-31,387.379
2005-02-01,393.827
2005-02-02,395.291
2005-02-03,396.671
2005-02-04,403.852
2005-02-07,402.698
2005-02-08,392.743
2005-02-09,394.823
2005-02-10,396.545
2005-02-11,393.644
2005-02-14,401.532
2005-02-15,405.709
2005-02-16,400.301
2005-02-17,399.991
2005-02-18,399.597
2005-02-21,401.037
2005-02-22,400.532
2005-02-23,402.304
2005-02-24,407.38
2005-02-25,408.544
2005-02-28,407.55
2005-03-01,405.821
2005-03-02,401.518
2005-03-03,405.589
2005-03-04,412.814
2005-03-07,415.484
2005-03-08,419.001
2005-03-09,417.793
2005-03-10,416.572
2005-03-11,417.69
2005-03-14,410.849
2005-03-15,410.243
2005-03-16,407.977
2005-03-17,409.366
2005-03-18,411.203
2005-03-21,404.803
2005-03-22,403.213
2005-03-23,392.082
2005-03-24,389.516
2005-03-25,389.516
2005-03-28,386.479
2005-03-29,385.5
2005-03-30,385.529
2005-03-31,392.552
2005-04-01,394.312
2005-04-04,394.756
2005-04-05,397.275
2005-04-06,397.427
2005-04-07,405.793
2005-04-08,402.959
2005-04-11,404.721
2005-04-12,404.862
2005-04-13,403.739
2005-04-14,395.483
2005-04-15,390.212
2005-04-18,377.307
2005-04-19,381.863
2005-04-20,384.812
2005-04-21,386.992
2005-04-22,390.472
2005-04-25,387.387
2005-04-26,384.402
2005-04-27,372.75
2005-04-28,365.061
2005-04-29,365.122
2005-05-02,365.387
2005-05-03,368.818
2005-05-04,366.759
2005-05-05,366.372
2005-05-06,374.492
2005-05-09,378.946
2005-05-10,377.789
2005-05-11,378.5
2005-05-12,374.574
2005-05-13,368.617
2005-05-16,367.652
2005-05-17,367.801
2005-05-18,370.884
2005-05-19,376.149
2005-05-20,375.777
2005-05-23,376.458
2005-05-24,381.711
2005-05-25,382.546
2005-05-26,392.18
2005-05-27,394.134
2005-05-30,392.852
2005-05-31,392.14
2005-06-01,395.521
2005-06-02,397.657
2005-06-03,399.047
2005-06-06,403.164
2005-06-07,404.704
2005-06-08,408.57
2005-06-09,405.745
2005-06-10,412.419
2005-06-13,409.425
2005-06-14,411.289
2005-06-15,413.23
2005-06-16,416.36
2005-06-17,422.203
2005-06-20,423.92
2005-06-21,425.041
2005-06-22,423.882
2005-06-23,420.608
2005-06-24,423.945
2005-06-27,420.891
2005-06-28,424.513
2005-06-29,424.742
2005-06-30,424.464
2005-07-01,424.537
2005-07-04,431.562
2005-07-05,431.981
2005-07-06,439.364
2005-07-07,434.702
2005-07-08,445.699
2005-07-11,448.089
2005-07-12,449.7
2005-07-13,453.491
2005-07-14,457.144
2005-07-15,447.276
2005-07-18,444.572
2005-07-19,438.264
2005-07-20,445.088
2005-07-21,445.92
2005-07-22,453.073
2005-07-25,462.837
2005-07-26,462.734
2005-07-27,465.864
2005-07-28,469.188
2005-07-29,485.12
2005-08-01,492.793
2005-08-02,501.126
2005-08-03,506.763
2005-08-04,502.859
2005-08-05,500.946
2005-08-08,506.479
2005-08-09,514.093
2005-08-10,521.662
2005-08-11,535.838
2005-08-12,541.27
2005-08-15,532.661
2005-08-16,517.667
2005-08-17,509.119
2005-08-18,501.131
2005-08-19,506.052
2005-08-22,519.67
2005-08-23,516.328
2005-08-24,513.058
2005-08-25,519.05
2005-08-26,528.121
2005-08-29,534.341
2005-08-30,536.207
2005-08-31,549.43
2005-09-01,568.368
2005-09-02,565.078
2005-09-05,552.845
2005-09-06,556.202
2005-09-07,553.104
2005-09-08,546.896
2005-09-09,547.025
2005-09-12,542.553
2005-09-13,536.131
2005-09-14,539.597
2005-09-15,549.503
2005-09-16,556.373
2005-09-19,560.902
2005-09-20,568.864
2005-09-21,571.659
2005-09-22,567.134
2005-09-23,556.827
2005-09-26,550.742
2005-09-27,550.636
2005-09-28,552.06
2005-09-29,562.048
2005-09-30,565.373
2005-10-03,563.448
2005-10-04,564.668
2005-10-05,551.14
2005-10-06,526.425
2005-10-07,524.125
2005-10-10,523.42
2005-10-11,526.972
2005-10-12,527.746
2005-10-13,486.509
2005-10-14,483.164
2005-10-17,495.465
2005-10-18,466.537
2005-10-19,448.768
2005-10-20,467.939
2005-10-21,460.248
2005-10-24,479.374
2005-10-25,490.349
2005-10-26,501.782
2005-10-27,489.119
2005-10-28,478.993
2005-10-31,491.71
2005-11-01,483.54
2005-11-02,491.587
2005-11-03,507.894
2005-11-04,502.496
2005-11-07,496.915
2005-11-08,486.948
2005-11-09,489.4
