Date,FINLAND SMID VALUE SMID (Small+Mid Cap)
2001-06-28,152.073
2001-06-29,151.597
2001-07-02,153.02
2001-07-03,154.323
2001-07-04,155.345
2001-07-05,153.841
2001-07-06,153.054
2001-07-09,154.617
2001-07-10,156.175
2001-07-11,155.723
2001-07-12,153.086
2001-07-13,153.818
2001-07-16,154.242
2001-07-17,151.653
2001-07-18,155.986
2001-07-19,156.344
2001-07-20,156.603
2001-07-23,154.993
2001-07-24,155.87
2001-07-25,154.433
2001-07-26,153.25
2001-07-27,153.047
2001-07-30,152.734
2001-07-31,151.947
2001-08-01,155.362
2001-08-02,157.584
2001-08-03,157.92
2001-08-06,157.49
2001-08-07,156.413
2001-08-08,155.099
2001-08-09,155.923
2001-08-10,155.934
2001-08-13,159.177
2001-08-14,158.047
2001-08-15,160.0
2001-08-16,160.857
2001-08-17,160.852
2001-08-20,159.17
2001-08-21,160.368
2001-08-22,162.147
2001-08-23,161.505
2001-08-24,162.44
2001-08-27,162.018
2001-08-28,161.315
2001-08-29,159.921
2001-08-30,159.55
2001-08-31,162.384
2001-09-03,160.665
2001-09-04,158.948
2001-09-05,159.635
2001-09-06,160.139
2001-09-07,160.829
2001-09-10,157.535
2001-09-11,155.458
2001-09-12,152.737
2001-09-13,154.145
2001-09-14,153.327
2001-09-17,150.856
2001-09-18,151.682
2001-09-19,153.051
2001-09-20,149.051
2001-09-21,144.517
2001-09-24,145.435
2001-09-25,146.883
2001-09-26,147.984
2001-09-27,147.897
2001-09-28,147.504
2001-10-01,149.81
2001-10-02,150.892
2001-10-03,150.749
2001-10-04,152.424
2001-10-05,153.519
2001-10-08,152.998
2001-10-09,155.047
2001-10-10,153.679
2001-10-11,155.311
2001-10-12,156.057
2001-10-15,155.645
2001-10-16,155.712
2001-10-17,155.616
2001-10-18,154.388
2001-10-19,154.1
2001-10-22,152.975
2001-10-23,153.771
2001-10-24,156.242
2001-10-25,158.052
2001-10-26,156.095
2001-10-29,157.576
2001-10-30,157.038
2001-10-31,158.344
2001-11-01,156.69
2001-11-02,155.564
2001-11-05,155.235
2001-11-06,155.084
2001-11-07,155.313
2001-11-08,156.395
2001-11-09,155.838
2001-11-12,155.731
2001-11-13,153.446
2001-11-14,154.781
2001-11-15,152.793
2001-11-16,154.122
2001-11-19,153.835
2001-11-20,154.023
2001-11-21,154.425
2001-11-22,155.106
2001-11-23,153.946
2001-11-26,155.418
2001-11-27,156.217
2001-11-28,157.017
2001-11-29,156.79
2001-11-30,160.033
2001-12-03,155.594
2001-12-04,156.291
2001-12-05,156.118
2001-12-06,156.654
2001-12-07,156.782
2001-12-10,156.815
2001-12-11,157.13
2001-12-12,157.284
2001-12-13,157.799
2001-12-14,159.784
2001-12-17,159.671
2001-12-18,160.341
2001-12-19,159.469
2001-12-20,157.992
2001-12-21,156.985
2001-12-24,155.419
2001-12-25,155.419
2001-12-26,155.552
2001-12-27,158.372
2001-12-28,159.599
2001-12-31,161.156
2002-01-01,161.156
2002-01-02,166.017
2002-01-03,168.558
2002-01-04,168.919
2002-01-07,170.833
2002-01-08,171.54
2002-01-09,170.634
2002-01-10,172.011
2002-01-11,172.701
2002-01-14,171.372
2002-01-15,170.202
2002-01-16,167.932
2002-01-17,169.436
2002-01-18,170.238
2002-01-21,169.247
2002-01-22,169.294
2002-01-23,168.854
2002-01-24,168.439
2002-01-25,166.263
2002-01-28,165.876
2002-01-29,167.17
2002-01-30,167.256
2002-01-31,167.173
2002-02-01,168.421
2002-02-04,170.668
2002-02-05,170.051
2002-02-06,170.011
2002-02-07,171.244
2002-02-08,170.645
2002-02-11,171.855
2002-02-12,173.861
2002-02-13,174.227
2002-02-14,175.688
2002-02-15,177.48
2002-02-18,177.776
2002-02-19,177.477
2002-02-20,176.489
2002-02-21,176.798
2002-02-22,177.538
2002-02-25,177.122
2002-02-26,176.947
2002-02-27,176.246
2002-02-28,176.677
2002-03-01,178.187
2002-03-04,179.419
2002-03-05,179.916
2002-03-06,181.209
2002-03-07,183.243
2002-03-08,183.255
2002-03-11,183.587
2002-03-12,182.27
2002-03-13,183.606
2002-03-14,185.415
2002-03-15,185.704
2002-03-18,186.339
2002-03-19,186.346
2002-03-20,185.973
2002-03-21,187.11
2002-03-22,187.735
2002-03-25,187.504
2002-03-26,187.778
2002-03-27,187.651
2002-03-28,187.576
2002-03-29,187.576
2002-04-01,189.114
2002-04-02,191.301
2002-04-03,193.135
2002-04-04,192.691
2002-04-05,192.553
2002-04-08,191.296
2002-04-09,192.631
2002-04-10,192.804
2002-04-11,193.469
2002-04-12,193.178
2002-04-15,194.351
2002-04-16,196.091
2002-04-17,198.534
2002-04-18,198.864
2002-04-19,198.355
2002-04-22,196.687
2002-04-23,195.792
2002-04-24,196.738
2002-04-25,195.498
2002-04-26,196.41
2002-04-29,196.833
2002-04-30,195.864
2002-05-01,196.972
2002-05-02,200.065
2002-05-03,203.203
2002-05-06,203.806
2002-05-07,202.969
2002-05-08,203.495
2002-05-09,203.451
2002-05-10,205.147
2002-05-13,205.376
2002-05-14,204.203
2002-05-15,204.432
2002-05-16,204.307
2002-05-17,207.808
2002-05-20,206.799
2002-05-21,204.709
2002-05-22,206.383
2002-05-23,205.057
2002-05-24,205.874
2002-05-27,204.994
2002-05-28,208.51
2002-05-29,207.748
2002-05-30,207.884
2002-05-31,207.219
2002-06-03,208.428
2002-06-04,207.413
2002-06-05,206.497
2002-06-06,208.156
2002-06-07,206.875
2002-06-10,208.499
2002-06-11,209.803
2002-06-12,207.751
2002-06-13,207.895
2002-06-14,205.935
2002-06-17,206.728
2002-06-18,209.18
2002-06-19,209.869
2002-06-20,209.386
2002-06-21,210.406
2002-06-24,208.341
2002-06-25,205.35
2002-06-26,205.582
2002-06-27,206.642
2002-06-28,209.164
2002-07-01,210.545
2002-07-02,209.932
2002-07-03,206.757
2002-07-04,207.798
2002-07-05,206.588
2002-07-08,209.677
2002-07-09,210.428
2002-07-10,207.502
2002-07-11,205.624
2002-07-12,203.636
2002-07-15,205.77
2002-07-16,201.408
2002-07-17,203.011
2002-07-18,202.091
2002-07-19,199.37
2002-07-22,194.47
2002-07-23,185.508
2002-07-24,176.952
2002-07-25,182.374
2002-07-26,179.378
2002-07-29,183.602
2002-07-30,188.104
2002-07-31,184.541
2002-08-01,185.267
2002-08-02,180.932
2002-08-05,174.98
2002-08-06,174.214
2002-08-07,175.627
2002-08-08,175.92
2002-08-09,177.633
2002-08-12,177.688
2002-08-13,176.715
2002-08-14,177.471
2002-08-15,177.595
2002-08-16,177.188
2002-08-19,177.293
2002-08-20,178.31
2002-08-21,183.936
2002-08-22,186.955
2002-08-23,186.57
2002-08-26,185.148
2002-08-27,187.127
2002-08-28,185.238
2002-08-29,183.714
2002-08-30,183.268
2002-09-02,183.916
2002-09-03,179.799
2002-09-04,180.471
2002-09-05,181.147
2002-09-06,178.997
2002-09-09,177.904
2002-09-10,179.693
2002-09-11,180.287
2002-09-12,180.341
2002-09-13,179.046
2002-09-16,177.778
2002-09-17,177.035
2002-09-18,174.937
2002-09-19,173.731
2002-09-20,172.375
2002-09-23,169.927
2002-09-24,164.551
2002-09-25,163.402
2002-09-26,166.329
2002-09-27,166.418
2002-09-30,163.215
2002-10-01,161.422
2002-10-02,161.524
2002-10-03,159.037
2002-10-04,158.611
2002-10-07,156.085
2002-10-08,153.542
2002-10-09,154.465
2002-10-10,155.451
2002-10-11,163.188
2002-10-14,164.226
2002-10-15,168.281
2002-10-16,168.158
2002-10-17,170.883
2002-10-18,172.092
2002-10-21,169.509
2002-10-22,172.62
2002-10-23,170.783
2002-10-24,175.878
2002-10-25,171.798
2002-10-28,174.251
2002-10-29,170.192
2002-10-30,170.919
2002-10-31,175.024
2002-11-01,172.953
2002-11-04,176.541
2002-11-05,176.838
2002-11-06,177.082
2002-11-07,178.185
2002-11-08,179.018
2002-11-11,174.603
2002-11-12,173.738
2002-11-13,173.202
2002-11-14,174.62
2002-11-15,174.38
2002-11-18,175.454
2002-11-19,176.62
2002-11-20,175.582
2002-11-21,178.85
2002-11-22,179.281
2002-11-25,182.234
2002-11-26,181.183
2002-11-27,185.011
2002-11-28,189.603
2002-11-29,191.241
2002-12-02,192.876
2002-12-03,188.282
2002-12-04,186.544
2002-12-05,188.072
2002-12-06,189.454
2002-12-09,185.986
2002-12-10,185.551
2002-12-11,186.975
2002-12-12,187.711
2002-12-13,186.532
2002-12-16,187.355
2002-12-17,189.293
2002-12-18,189.29
2002-12-19,187.09
2002-12-20,185.188
2002-12-23,185.168
2002-12-24,185.935
2002-12-25,185.935
2002-12-26,186.404
2002-12-27,186.389
2002-12-30,189.42
2002-12-31,190.163
2003-01-01,190.163
2003-01-02,194.898
2003-01-03,196.08
2003-01-06,197.284
2003-01-07,194.159
2003-01-08,191.684
2003-01-09,193.008
2003-01-10,194.057
2003-01-13,197.192
2003-01-14,199.343
2003-01-15,198.132
2003-01-16,199.548
2003-01-17,200.068
2003-01-20,201.514
2003-01-21,200.075
2003-01-22,198.113
2003-01-23,198.971
2003-01-24,199.197
2003-01-27,195.808
2003-01-28,193.831
2003-01-29,191.498
2003-01-30,182.526
2003-01-31,182.131
2003-02-03,184.091
2003-02-04,185.876
2003-02-05,184.27
2003-02-06,184.547
2003-02-07,184.576
2003-02-10,183.901
2003-02-11,183.512
2003-02-12,182.085
2003-02-13,181.497
2003-02-14,180.904
2003-02-17,181.908
2003-02-18,179.136
2003-02-19,180.288
2003-02-20,179.606
2003-02-21,178.626
2003-02-24,178.72
2003-02-25,176.15
2003-02-26,175.835
2003-02-27,173.783
2003-02-28,176.489
2003-03-03,176.708
2003-03-04,176.906
2003-03-05,176.446
2003-03-06,174.906
2003-03-07,173.315
2003-03-10,173.62
2003-03-11,175.528
2003-03-12,174.392
2003-03-13,172.18
2003-03-14,173.733
2003-03-17,174.3
2003-03-18,178.458
2003-03-19,178.834
2003-03-20,178.58
2003-03-21,179.479
2003-03-24,179.34
2003-03-25,178.539
2003-03-26,178.25
2003-03-27,177.616
2003-03-28,176.955
2003-03-31,175.212
2003-04-01,177.728
2003-04-02,179.54
2003-04-03,179.488
2003-04-04,173.609
2003-04-07,177.358
2003-04-08,176.496
2003-04-09,175.862
2003-04-10,179.102
2003-04-11,179.249
2003-04-14,178.939
2003-04-15,181.38
2003-04-16,182.395
2003-04-17,185.548
2003-04-18,185.548
2003-04-21,184.749
2003-04-22,185.769
2003-04-23,188.894
2003-04-24,190.46
2003-04-25,189.346
2003-04-28,191.266
2003-04-29,191.819
2003-04-30,194.675
2003-05-01,196.463
2003-05-02,197.161
2003-05-05,199.799
2003-05-06,202.782
2003-05-07,202.24
2003-05-08,201.001
2003-05-09,199.76
2003-05-12,199.839
2003-05-13,198.963
2003-05-14,197.387
2003-05-15,198.366
2003-05-16,199.782
2003-05-19,202.298
2003-05-20,199.026
2003-05-21,198.455
2003-05-22,198.629
2003-05-23,199.842
2003-05-26,201.364
2003-05-27,199.414
2003-05-28,198.941
2003-05-29,200.415
2003-05-30,200.151
2003-06-02,201.963
2003-06-03,202.021
2003-06-04,202.566
2003-06-05,205.889
2003-06-06,206.636
2003-06-09,207.297
2003-06-10,206.479
2003-06-11,208.618
2003-06-12,207.373
2003-06-13,208.66
2003-06-16,208.678
2003-06-17,210.547
2003-06-18,208.144
2003-06-19,207.127
2003-06-20,206.019
2003-06-23,204.275
2003-06-24,198.104
2003-06-25,200.355
2003-06-26,197.607
2003-06-27,201.117
2003-06-30,202.05
2003-07-01,202.004
2003-07-02,202.431
2003-07-03,203.089
2003-07-04,206.772
2003-07-07,211.463
2003-07-08,212.618
2003-07-09,212.09
2003-07-10,210.298
2003-07-11,210.402
2003-07-14,213.955
2003-07-15,212.995
2003-07-16,213.654
2003-07-17,212.885
2003-07-18,216.637
2003-07-21,218.113
2003-07-22,215.105
2003-07-23,215.748
2003-07-24,218.33
2003-07-25,220.671
2003-07-28,219.522
2003-07-29,218.838
2003-07-30,216.229
2003-07-31,214.029
2003-08-01,215.87
2003-08-04,216.506
2003-08-05,217.064
2003-08-06,214.259
2003-08-07,213.319
2003-08-08,213.87
2003-08-11,214.742
2003-08-12,215.326
2003-08-13,216.184
2003-08-14,217.92
2003-08-15,218.542
2003-08-18,218.988
2003-08-19,221.458
2003-08-20,222.447
2003-08-21,224.353
2003-08-22,223.188
2003-08-25,222.7
2003-08-26,218.446
2003-08-27,220.669
2003-08-28,221.218
2003-08-29,224.944
2003-09-01,227.132
2003-09-02,225.957
2003-09-03,230.04
2003-09-04,231.081
2003-09-05,231.278
2003-09-08,235.837
2003-09-09,234.695
2003-09-10,229.488
2003-09-11,232.021
2003-09-12,235.206
2003-09-15,234.353
2003-09-16,233.341
2003-09-17,233.991
2003-09-18,231.162
2003-09-19,232.363
2003-09-22,230.902
2003-09-23,232.204
2003-09-24,233.078
2003-09-25,228.732
2003-09-26,228.109
2003-09-29,232.301
2003-09-30,231.302
2003-10-01,232.663
2003-10-02,232.348
2003-10-03,235.343
2003-10-06,237.147
2003-10-07,237.925
2003-10-08,240.105
2003-10-09,241.877
2003-10-10,242.501
2003-10-13,242.817
2003-10-14,243.399
2003-10-15,246.457
2003-10-16,245.171
2003-10-17,245.667
2003-10-20,245.557
2003-10-21,247.328
2003-10-22,247.727
2003-10-23,250.122
2003-10-24,250.273
2003-10-27,249.244
2003-10-28,250.793
2003-10-29,253.459
2003-10-30,255.838
2003-10-31,254.667
2003-11-03,255.009
2003-11-04,255.77
2003-11-05,253.397
2003-11-06,253.779
2003-11-07,256.793
2003-11-10,258.39
2003-11-11,256.937
2003-11-12,261.624
2003-11-13,265.223
2003-11-14,267.651
2003-11-17,264.288
2003-11-18,265.706
2003-11-19,265.002
2003-11-20,265.832
2003-11-21,267.463
2003-11-24,267.136
2003-11-25,267.721
2003-11-26,270.372
2003-11-27,270.942
2003-11-28,271.165
2003-12-01,272.634
2003-12-02,275.165
2003-12-03,275.458
2003-12-04,274.848
2003-12-05,278.446
2003-12-08,282.015
2003-12-09,282.154
2003-12-10,280.879
2003-12-11,276.487
2003-12-12,279.117
2003-12-15,279.285
2003-12-16,274.827
2003-12-17,272.673
2003-12-18,271.738
2003-12-19,270.45
2003-12-22,270.873
2003-12-23,273.804
2003-12-24,274.575
2003-12-25,274.575
2003-12-26,274.465
2003-12-29,275.677
2003-12-30,278.72
2003-12-31,280.566
2004-01-01,280.566
2004-01-02,285.55
2004-01-05,290.601
2004-01-06,292.344
2004-01-07,290.669
2004-01-08,289.301
2004-01-09,289.863
2004-01-12,289.928
2004-01-13,287.677
2004-01-14,285.392
2004-01-15,286.322
2004-01-16,283.143
2004-01-19,284.44
2004-01-20,283.854
2004-01-21,283.072
2004-01-22,287.604
2004-01-23,287.097
2004-01-26,285.371
2004-01-27,287.983
2004-01-28,285.566
2004-01-29,280.741
2004-01-30,281.111
2004-02-02,280.907
2004-02-03,282.731
2004-02-04,282.49
2004-02-05,285.305
2004-02-06,287.984
2004-02-09,290.961
2004-02-10,293.382
2004-02-11,293.44
2004-02-12,299.351
2004-02-13,297.174
2004-02-16,297.707
2004-02-17,298.958
2004-02-18,300.97
2004-02-19,303.281
2004-02-20,299.82
2004-02-23,302.356
2004-02-24,304.092
2004-02-25,301.099
2004-02-26,297.845
2004-02-27,299.028
2004-03-01,301.726
2004-03-02,299.725
2004-03-03,297.994
2004-03-04,299.42
2004-03-05,304.716
2004-03-08,305.397
2004-03-09,305.039
2004-03-10,297.803
2004-03-11,293.7
2004-03-12,292.029
2004-03-15,289.563
2004-03-16,291.674
2004-03-17,290.186
2004-03-18,292.807
2004-03-19,291.414
2004-03-22,289.771
2004-03-23,290.478
2004-03-24,291.937
2004-03-25,293.28
2004-03-26,291.207
2004-03-29,293.81
2004-03-30,295.171
2004-03-31,298.281
2004-04-01,301.462
2004-04-02,302.738
2004-04-05,298.418
2004-04-06,300.618
2004-04-07,303.202
2004-04-08,301.936
2004-04-09,301.936
2004-04-12,301.088
2004-04-13,299.147
2004-04-14,297.929
2004-04-15,296.384
2004-04-16,298.872
2004-04-19,299.786
2004-04-20,301.909
2004-04-21,299.301
2004-04-22,306.281
2004-04-23,304.449
2004-04-26,307.684
2004-04-27,309.677
2004-04-28,305.357
2004-04-29,304.766
2004-04-30,301.823
2004-05-03,303.438
2004-05-04,304.359
2004-05-05,306.987
2004-05-06,303.447
2004-05-07,299.122
2004-05-10,291.006
2004-05-11,294.999
2004-05-12,293.76
2004-05-13,290.39
2004-05-14,289.993
2004-05-17,288.779
2004-05-18,289.726
2004-05-19,294.137
2004-05-20,291.521
2004-05-21,294.372
2004-05-24,295.467
2004-05-25,295.431
2004-05-26,297.008
2004-05-27,303.063
2004-05-28,302.128
2004-05-31,300.706
2004-06-01,302.589
2004-06-02,305.553
2004-06-03,306.267
2004-06-04,306.922
2004-06-07,312.393
2004-06-08,311.934
2004-06-09,307.572
2004-06-10,307.765
2004-06-11,306.34
2004-06-14,305.003
2004-06-15,304.986
2004-06-16,301.736
2004-06-17,302.397
2004-06-18,307.875
2004-06-21,308.186
2004-06-22,307.8
2004-06-23,309.556
2004-06-24,314.572
2004-06-25,313.539
2004-06-28,315.154
2004-06-29,314.192
2004-06-30,316.193
2004-07-01,315.06
2004-07-02,316.986
2004-07-05,316.683
2004-07-06,315.884
2004-07-07,318.468
2004-07-08,321.975
2004-07-09,320.868
2004-07-12,319.251
2004-07-13,315.646
2004-07-14,316.763
2004-07-15,314.44
2004-07-16,318.217
2004-07-19,314.198
2004-07-20,315.488
2004-07-21,313.485
2004-07-22,311.232
2004-07-23,307.326
2004-07-26,310.012
2004-07-27,310.312
2004-07-28,312.013
2004-07-29,315.082
2004-07-30,318.375
2004-08-02,318.459
2004-08-03,320.794
2004-08-04,319.566
2004-08-05,319.432
2004-08-06,320.791
2004-08-09,317.346
2004-08-10,320.501
2004-08-11,318.298
2004-08-12,318.983
2004-08-13,322.061
2004-08-16,321.983
2004-08-17,323.268
2004-08-18,321.473
2004-08-19,323.776
2004-08-20,323.632
2004-08-23,323.622
2004-08-24,322.063
2004-08-25,319.436
2004-08-26,319.519
2004-08-27,319.45
2004-08-30,320.102
2004-08-31,321.999
2004-09-01,322.43
2004-09-02,321.023
2004-09-03,319.255
2004-09-06,320.908
2004-09-07,320.531
2004-09-08,320.822
2004-09-09,323.414
2004-09-10,328.276
2004-09-13,326.052
2004-09-14,328.324
2004-09-15,323.535
2004-09-16,323.188
2004-09-17,323.735
2004-09-20,323.301
2004-09-21,327.09
2004-09-22,325.367
2004-09-23,324.902
2004-09-24,324.927
2004-09-27,324.572
2004-09-28,325.185
2004-09-29,328.913
2004-09-30,331.695
2004-10-01,334.581
2004-10-04,333.046
2004-10-05,333.924
2004-10-06,333.159
2004-10-07,335.405
2004-10-08,339.939
2004-10-11,341.389
2004-10-12,337.259
2004-10-13,337.642
2004-10-14,338.993
2004-10-15,341.295
2004-10-18,341.923
2004-10-19,346.221
2004-10-20,344.553
2004-10-21,345.618
2004-10-22,349.535
2004-10-25,350.859
2004-10-26,350.772
2004-10-27,351.829
2004-10-28,349.034
2004-10-29,349.34
2004-11-01,353.594
2004-11-02,352.667
2004-11-03,355.437
2004-11-04,358.724
2004-11-05,359.61
2004-11-08,360.395
2004-11-09,362.058
2004-11-10,368.216
2004-11-11,369.206
2004-11-12,370.169
2004-11-15,371.488
2004-11-16,369.61
2004-11-17,374.561
2004-11-18,373.095
2004-11-19,374.749
2004-11-22,373.183
2004-11-23,378.064
2004-11-24,380.547
2004-11-25,388.797
2004-11-26,390.367
2004-11-29,390.65
2004-11-30,391.109
2004-12-01,391.229
2004-12-02,390.768
2004-12-03,395.45
2004-12-06,397.106
2004-12-07,398.372
2004-12-08,390.218
2004-12-09,387.712
2004-12-10,385.475
2004-12-13,385.729
2004-12-14,384.295
2004-12-15,386.511
2004-12-16,381.145
2004-12-17,380.872
2004-12-20,389.228
2004-12-21,390.829
2004-12-22,394.307
2004-12-23,397.674
2004-12-24,398.704
2004-12-27,400.75
2004-12-28,401.071
2004-12-29,401.377
2004-12-30,404.476
2004-12-31,403.363
2005-01-03,403.113
2005-01-04,400.02
2005-01-05,396.841
2005-01-06,393.717
2005-01-07,396.151
2005-01-10,396.542
2005-01-11,396.555
2005-01-12,398.706
2005-01-13,399.944
2005-01-14,397.204
2005-01-17,399.738
2005-01-18,399.775
2005-01-19,398.903
2005-01-20,394.409
2005-01-21,396.368
2005-01-24,395.33
2005-01-25,394.494
2005-01-26,400.21
2005-01-27,399.78
2005-01-28,398.03
2005-01-31,399.082
2005-02-01,401.021
2005-02-02,407.982
2005-02-03,410.879
2005-02-04,411.601
2005-02-07,413.023
2005-02-08,412.473
2005-02-09,415.36
2005-02-10,410.812
2005-02-11,413.823
2005-02-14,416.81
2005-02-15,420.013
2005-02-16,422.517
2005-02-17,429.076
2005-02-18,431.111
2005-02-21,431.638
2005-02-22,432.291
2005-02-23,428.729
2005-02-24,429.967
2005-02-25,430.634
2005-02-28,434.663
2005-03-01,432.082
2005-03-02,432.334
2005-03-03,435.885
2005-03-04,444.437
2005-03-07,447.452
2005-03-08,451.078
2005-03-09,449.831
2005-03-10,447.853
2005-03-11,450.953
2005-03-14,449.153
2005-03-15,449.236
2005-03-16,449.994
2005-03-17,447.339
2005-03-18,444.647
2005-03-21,441.195
2005-03-22,443.202
2005-03-23,433.29
2005-03-24,434.787
2005-03-25,434.787
2005-03-28,431.736
2005-03-29,433.729
2005-03-30,433.169
2005-03-31,440.006
2005-04-01,441.386
2005-04-04,433.12
2005-04-05,436.226
2005-04-06,440.143
2005-04-07,445.274
2005-04-08,446.547
2005-04-11,449.522
2005-04-12,449.128
2005-04-13,449.136
2005-04-14,444.105
2005-04-15,441.205
2005-04-18,436.543
2005-04-19,438.351
2005-04-20,440.877
2005-04-21,440.596
2005-04-22,441.139
2005-04-25,440.359
2005-04-26,441.089
2005-04-27,432.791
2005-04-28,429.485
2005-04-29,429.158
2005-05-02,428.415
2005-05-03,430.159
2005-05-04,432.258
2005-05-05,431.741
2005-05-06,435.145
2005-05-09,434.48
2005-05-10,434.745
2005-05-11,435.209
2005-05-12,431.158
2005-05-13,430.62
2005-05-16,430.32
2005-05-17,430.152
2005-05-18,436.286
2005-05-19,438.445
2005-05-20,438.365
2005-05-23,443.267
2005-05-24,445.561
2005-05-25,444.202
2005-05-26,444.236
2005-05-27,446.415
2005-05-30,444.247
2005-05-31,442.528
2005-06-01,441.619
2005-06-02,445.6
2005-06-03,443.5
2005-06-06,443.133
2005-06-07,444.807
2005-06-08,448.445
2005-06-09,445.006
2005-06-10,447.07
2005-06-13,447.052
2005-06-14,448.877
2005-06-15,449.867
2005-06-16,453.353
2005-06-17,460.835
2005-06-20,457.612
2005-06-21,456.879
2005-06-22,457.115
2005-06-23,456.378
2005-06-24,457.761
2005-06-27,456.126
2005-06-28,455.093
2005-06-29,458.102
2005-06-30,462.856
2005-07-01,456.833
2005-07-04,455.873
2005-07-05,453.79
2005-07-06,456.248
2005-07-07,454.47
2005-07-08,459.105
2005-07-11,465.707
2005-07-12,471.062
2005-07-13,467.332
2005-07-14,466.859
2005-07-15,464.416
2005-07-18,465.656
2005-07-19,466.333
2005-07-20,467.742
2005-07-21,472.3
2005-07-22,473.171
2005-07-25,469.028
2005-07-26,470.024
2005-07-27,477.182
2005-07-28,482.447
2005-07-29,485.296
2005-08-01,489.065
2005-08-02,492.309
2005-08-03,498.008
2005-08-04,500.211
2005-08-05,493.274
2005-08-08,498.449
2005-08-09,497.576
2005-08-10,502.414
2005-08-11,498.6
2005-08-12,498.618
2005-08-15,496.745
2005-08-16,493.634
2005-08-17,490.57
2005-08-18,483.906
2005-08-19,486.726
2005-08-22,492.708
2005-08-23,490.067
2005-08-24,488.307
2005-08-25,486.454
2005-08-26,485.755
2005-08-29,482.344
2005-08-30,482.724
2005-08-31,492.35
2005-09-01,504.174
2005-09-02,506.109
2005-09-05,506.15
2005-09-06,510.38
2005-09-07,512.291
2005-09-08,510.359
2005-09-09,513.018
2005-09-12,512.107
2005-09-13,514.45
2005-09-14,514.531
2005-09-15,511.533
2005-09-16,511.942
2005-09-19,510.875
2005-09-20,514.516
2005-09-21,513.862
2005-09-22,513.23
2005-09-23,506.607
2005-09-26,503.613
2005-09-27,503.259
2005-09-28,503.372
2005-09-29,504.19
2005-09-30,508.888
2005-10-03,503.471
2005-10-04,503.968
2005-10-05,500.745
2005-10-06,500.231
2005-10-07,498.377
2005-10-10,500.513
2005-10-11,497.803
2005-10-12,495.109
2005-10-13,480.334
2005-10-14,481.064
2005-10-17,480.423
2005-10-18,475.406
2005-10-19,465.045
2005-10-20,467.135
2005-10-21,460.274
2005-10-24,467.586
2005-10-25,471.023
2005-10-26,476.599
2005-10-27,474.037
2005-10-28,470.094
2005-10-31,477.116
2005-11-01,478.634
2005-11-02,482.552
2005-11-03,483.117
2005-11-04,477.705
2005-11-07,474.137
2005-11-08,470.754
