Date,FINLAND SMID VALUE SMID (Small+Mid Cap)
2002-03-29,187.576
2002-04-30,195.864
2002-05-31,207.219
2002-06-28,209.164
2002-07-31,184.541
2002-08-30,183.268
2002-09-30,163.215
2002-10-31,175.024
2002-11-29,191.241
2002-12-31,190.163
2003-01-31,182.131
2003-02-28,176.489
2003-03-31,175.212
2003-04-30,194.675
2003-05-30,200.151
2003-06-30,202.05
2003-07-31,214.029
2003-08-29,224.944
2003-09-30,231.302
2003-10-31,254.667
2003-11-28,271.165
2003-12-31,280.566
2004-01-30,281.111
2004-02-27,299.028
2004-03-31,298.281
2004-04-30,301.823
2004-05-31,300.706
2004-06-30,316.193
2004-07-30,318.375
2004-08-31,321.999
2004-09-30,331.695
2004-10-29,349.34
2004-11-30,391.109
2004-12-31,403.363
2005-01-31,399.082
2005-02-28,434.663
2005-03-31,440.006
2005-04-29,429.158
2005-05-31,442.528
2005-06-30,462.856
2005-07-29,485.296
2005-08-31,492.35
2005-09-30,508.888
2005-10-31,477.116
2005-11-30,481.028
2005-12-30,508.917
2006-01-31,564.854
2006-02-28,593.456
2006-03-31,629.349
2006-04-28,658.838
2006-05-31,621.458
2006-06-30,617.155
2006-07-31,612.983
2006-08-31,644.238
2006-09-29,649.715
2006-10-31,710.736
2006-11-30,773.977
2006-12-29,828.155
2007-01-31,840.281
2007-02-28,852.949
2007-03-30,906.144
2007-04-30,981.181
2007-05-31,1000.0
2007-06-29,997.904
2007-07-31,976.221
2007-08-31,934.168
2007-09-28,987.413
2007-10-31,975.287
2007-11-30,890.294
2007-12-31,861.93
2008-01-31,783.663
2008-02-29,807.49
2008-03-31,886.949
2008-04-30,872.057
2008-05-30,874.521
2008-06-30,752.202
2008-07-31,680.81
2008-08-29,689.984
2008-09-30,565.08
2008-10-31,458.746
2008-11-28,434.65
2008-12-31,444.315
2009-01-30,398.208
2009-02-27,342.278
2009-03-31,346.701
2009-04-30,456.267
2009-05-29,509.693
2009-06-30,484.105
2009-07-31,548.007
2009-08-31,616.943
2009-09-30,651.582
2009-10-30,639.722
2009-11-30,671.785
2009-12-31,686.466
2010-01-29,679.841
2010-02-26,660.407
2010-03-31,744.376
2010-04-30,754.607
2010-05-31,642.38
2010-06-30,647.441
2010-07-30,745.377
2010-08-31,703.906
2010-09-30,839.579
2010-10-29,847.524
2010-11-30,791.491
2010-12-31,906.268
2011-01-31,964.934
2011-02-28,942.432
2011-03-31,989.675
2011-04-29,1046.303
2011-05-31,980.208
2011-06-30,942.725
2011-07-29,841.434
2011-08-31,732.584
2011-09-30,606.819
2011-10-31,694.263
2011-11-30,663.353
2011-12-30,624.694
2012-01-31,706.671
2012-02-29,768.301
2012-03-30,760.184
2012-04-30,750.159
2012-05-31,604.764
2012-06-29,642.527
2012-07-31,642.103
2012-08-31,651.644
2012-09-28,685.54
2012-10-31,691.756
2012-11-30,714.734
2012-12-31,752.38
2013-01-31,795.495
2013-02-28,778.626
2013-03-29,754.743
2013-04-30,786.253
2013-05-31,782.816
2013-06-28,722.43
2013-07-31,780.268
2013-08-30,805.644
2013-09-30,874.498
2013-10-31,922.285
2013-11-29,956.75
2013-12-31,980.751
2014-01-31,930.801
2014-02-28,1047.018
2014-03-31,1032.414
2014-04-30,1091.063
2014-05-30,1107.921
2014-06-30,1108.498
2014-07-31,1043.737
2014-08-29,1014.361
2014-09-30,955.528
2014-10-31,947.335
2014-11-28,975.323
2014-12-31,949.434
2015-01-30,985.853
2015-02-27,1045.21
2015-03-31,1050.923
2015-04-30,1096.285
2015-05-29,1078.672
2015-06-30,1066.445
2015-07-31,1114.344
2015-08-31,1034.794
2015-09-30,964.032
2015-10-30,1077.768
2015-11-30,1099.693
2015-12-31,1083.512
2016-01-29,1018.852
2016-02-29,1018.833
2016-03-31,1115.919
2016-04-29,1147.836
2016-05-31,1151.967
2016-06-30,1139.583
2016-07-29,1242.472
2016-08-31,1237.853
2016-09-30,1301.798
2016-10-31,1285.74
2016-11-30,1279.864
2016-12-30,1342.006
2017-01-31,1341.91
2017-02-28,1328.441
2017-03-31,1390.979
2017-04-28,1525.238
2017-05-31,1588.787
2017-06-30,1613.979
2017-07-31,1621.209
2017-08-31,1625.36
2017-09-29,1672.819
2017-10-31,1751.457
2017-11-30,1762.896
2017-12-29,1822.328
2018-01-31,1958.702
2018-02-28,1959.586
2018-03-30,1996.291
2018-04-30,2091.009
2018-05-31,2086.216
2018-06-29,2055.096
2018-07-31,1988.012
2018-08-31,2063.49
2018-09-28,2052.938
2018-10-31,1863.084
2018-11-30,1735.859
2018-12-31,1630.131
2019-01-31,1787.703
2019-02-28,1819.132
2019-03-29,1835.969
2019-04-30,1856.445
2019-05-31,1690.872
2019-06-28,1857.426
2019-07-31,1819.401
2019-08-30,1815.299
2019-09-30,1913.519
2019-10-31,2075.719
2019-11-29,2104.782
2019-12-31,2205.465
2020-01-31,2145.182
2020-02-28,1977.206
2020-03-31,1695.291
2020-04-30,1878.819
2020-05-29,1987.029
2020-06-30,1993.623
2020-07-31,2091.642
2020-08-31,2276.957
2020-09-30,2334.269
2020-10-30,2238.997
2020-11-30,2540.555
2020-12-31,2743.515
2021-01-29,2732.447
2021-02-26,2816.468
2021-03-31,2803.86
2021-04-30,3039.529
2021-05-31,2972.595
2021-06-30,2977.911
2021-07-30,3173.397
2021-08-31,3129.536
2021-09-30,2786.686
2021-10-29,2841.568
2021-11-30,2804.654
2021-12-31,2933.186
2022-01-31,2804.61
2022-02-28,2620.406
2022-03-31,2592.9
2022-04-29,2531.242
2022-05-31,2566.336
2022-06-30,2280.44
2022-07-29,2411.175
2022-08-31,2389.672
2022-09-30,2121.218
2022-10-31,2284.537
2022-11-30,2501.875
2022-12-30,2566.851
2023-01-31,2662.454
2023-02-28,2649.904
2023-03-31,2573.13
2023-04-28,2634.951
2023-05-31,2451.524
2023-06-30,2415.145
2023-07-31,2511.538
2023-08-31,2511.683
2023-09-29,2399.613
2023-10-31,2349.532
2023-11-30,2585.892
2023-12-29,2764.659
2024-01-31,2688.222
2024-02-29,2611.186
2024-03-29,2663.189
2024-04-30,2784.327
2024-05-31,3022.509
2024-06-28,2922.967
2024-07-31,2943.373
2024-08-30,3089.765
2024-09-30,3135.546
2024-10-31,2813.703
2024-11-29,2653.41
2024-12-31,2587.536
2025-01-31,2766.289
2025-02-28,2733.027
2025-03-31,2718.367
2025-04-30,2925.057
2025-05-30,3025.414
2025-06-30,3125.784
2025-07-31,3080.24
2025-08-29,3201.212
2025-09-30,3156.19
2025-10-31,3250.184
2025-11-28,3231.914
2025-12-31,3398.136
2026-01-30,3459.622
