Date,FINLAND SMID VALUE SMID (Small+Mid Cap)
2009-12-31,664.105
2010-01-29,657.695
2010-02-26,638.895
2010-03-31,714.968
2010-04-30,724.095
2010-05-31,616.284
2010-06-30,621.139
2010-07-30,715.097
2010-08-31,675.311
2010-09-30,805.472
2010-10-29,813.095
2010-11-30,759.338
2010-12-31,869.452
2011-01-31,925.735
2011-02-28,904.147
2011-03-31,944.654
2011-04-29,993.304
2011-05-31,930.525
2011-06-30,894.943
2011-07-29,798.786
2011-08-31,695.453
2011-09-30,576.062
2011-10-31,659.074
2011-11-30,629.73
2011-12-30,593.031
2012-01-31,670.853
2012-02-29,729.359
2012-03-30,717.297
2012-04-30,702.147
2012-05-31,566.044
2012-06-29,601.389
2012-07-31,600.992
2012-08-31,609.923
2012-09-28,641.649
2012-10-31,647.466
2012-11-30,668.973
2012-12-31,704.208
2013-01-31,744.563
2013-02-28,728.774
2013-03-29,701.16
2013-04-30,724.323
2013-05-31,721.156
2013-06-28,665.527
2013-07-31,718.809
2013-08-30,742.186
2013-09-30,805.616
2013-10-31,849.639
2013-11-29,881.389
2013-12-31,903.501
2014-01-31,857.484
2014-02-28,964.547
2014-03-31,945.255
2014-04-30,992.713
2014-05-30,1008.031
2014-06-30,1008.556
2014-07-31,949.634
2014-08-29,922.906
2014-09-30,869.378
2014-10-31,861.924
2014-11-28,887.389
2014-12-31,863.833
2015-01-30,896.969
2015-02-27,950.974
2015-03-31,951.266
2015-04-30,986.679
2015-05-29,970.827
2015-06-30,959.823
2015-07-31,1002.672
2015-08-31,931.094
2015-09-30,867.423
2015-10-30,969.761
2015-11-30,989.489
2015-12-31,974.93
2016-01-29,916.75
2016-02-29,916.732
2016-03-31,998.629
2016-04-29,1020.505
2016-05-31,1024.178
2016-06-30,1013.082
2016-07-29,1104.55
2016-08-31,1100.367
2016-09-30,1157.121
2016-10-31,1142.848
2016-11-30,1137.551
2016-12-30,1192.681
2017-01-31,1192.596
2017-02-28,1180.625
2017-03-31,1228.153
2017-04-28,1341.224
2017-05-31,1397.106
2017-06-30,1418.965
2017-07-31,1425.322
2017-08-31,1428.971
2017-09-29,1470.466
2017-10-31,1539.591
2017-11-30,1549.647
2017-12-29,1601.773
2018-01-31,1721.642
2018-02-28,1722.419
2018-03-30,1747.35
2018-04-30,1819.553
2018-05-31,1815.382
2018-06-29,1788.139
2018-07-31,1729.769
2018-08-31,1795.442
2018-09-28,1785.567
2018-10-31,1619.56
2018-11-30,1508.964
2018-12-31,1416.892
2019-01-31,1553.852
2019-02-28,1581.169
2019-03-29,1582.852
2019-04-30,1594.408
2019-05-31,1452.206
2019-06-28,1595.124
2019-07-31,1562.469
2019-08-30,1558.946
2019-09-30,1643.018
2019-10-31,1780.933
2019-11-29,1805.868
2019-12-31,1892.134
2020-01-31,1840.416
2020-02-28,1696.304
2020-03-31,1452.622
2020-04-30,1598.989
2020-05-29,1688.691
2020-06-30,1690.827
2020-07-31,1773.592
2020-08-31,1930.002
2020-09-30,1975.296
2020-10-30,1893.577
2020-11-30,2148.613
2020-12-31,2319.126
2021-01-29,2309.398
2021-02-26,2380.41
2021-03-31,2349.983
2021-04-30,2544.968
2021-05-31,2488.925
2021-06-30,2493.265
2021-07-30,2656.936
2021-08-31,2620.214
2021-09-30,2331.449
2021-10-29,2376.426
2021-11-30,2344.5
2021-12-31,2451.825
2022-01-31,2344.35
2022-02-28,2190.375
2022-03-31,2146.751
2022-04-29,2090.102
2022-05-31,2118.854
2022-06-30,1881.638
2022-07-29,1989.51
2022-08-31,1971.767
2022-09-30,1748.278
2022-10-31,1882.065
2022-11-30,2061.114
2022-12-30,2113.701
2023-01-31,2192.427
2023-02-28,2182.092
2023-03-31,2104.237
2023-04-28,2146.147
2023-05-31,1996.748
2023-06-30,1966.082
2023-07-31,2044.552
2023-08-31,2044.67
2023-09-29,1947.873
2023-10-31,1901.964
2023-11-30,2092.97
2023-12-29,2236.604
2024-01-31,2174.767
2024-02-29,2112.445
2024-03-29,2145.019
2024-04-30,2234.738
2024-05-31,2424.892
2024-06-28,2344.931
2024-07-31,2360.381
2024-08-30,2477.777
2024-09-30,2512.2
2024-10-31,2241.287
2024-11-29,2113.604
2024-12-31,2060.355
2025-01-31,2201.82
2025-02-28,2175.346
2025-03-31,2153.072
2025-04-30,2304.364
2025-05-30,2378.75
2025-06-30,2457.667
2025-07-31,2420.95
2025-08-29,2516.03
2025-09-30,2476.328
2025-10-31,2539.396
2025-11-28,2525.122
2025-12-31,2654.992
