Date,BELGIUM SMID GROWTH SMID (Small+Mid Cap)
2002-06-26,370.969
2002-06-27,368.674
2002-06-28,377.629
2002-07-01,379.772
2002-07-02,374.451
2002-07-03,366.207
2002-07-04,368.769
2002-07-05,371.708
2002-07-08,378.641
2002-07-09,378.592
2002-07-10,370.619
2002-07-11,361.291
2002-07-12,361.211
2002-07-15,357.765
2002-07-16,356.082
2002-07-17,357.259
2002-07-18,360.962
2002-07-19,355.177
2002-07-22,341.7
2002-07-23,329.835
2002-07-24,327.076
2002-07-25,342.367
2002-07-26,346.247
2002-07-29,352.296
2002-07-30,354.978
2002-07-31,356.343
2002-08-01,351.95
2002-08-02,349.03
2002-08-05,340.086
2002-08-06,331.46
2002-08-07,332.981
2002-08-08,337.757
2002-08-09,336.756
2002-08-12,334.028
2002-08-13,335.979
2002-08-14,336.254
2002-08-15,338.142
2002-08-16,331.514
2002-08-19,332.18
2002-08-20,327.759
2002-08-21,331.841
2002-08-22,328.476
2002-08-23,335.811
2002-08-26,341.008
2002-08-27,347.547
2002-08-28,340.62
2002-08-29,335.205
2002-08-30,333.834
2002-09-02,330.305
2002-09-03,330.332
2002-09-04,331.959
2002-09-05,329.745
2002-09-06,328.639
2002-09-09,323.784
2002-09-10,323.199
2002-09-11,326.403
2002-09-12,326.512
2002-09-13,326.646
2002-09-16,325.322
2002-09-17,324.208
2002-09-18,324.472
2002-09-19,325.32
2002-09-20,320.668
2002-09-23,320.011
2002-09-24,313.97
2002-09-25,314.377
2002-09-26,319.132
2002-09-27,320.024
2002-09-30,318.973
2002-10-01,321.294
2002-10-02,321.084
2002-10-03,317.183
2002-10-04,302.266
2002-10-07,299.434
2002-10-08,297.986
2002-10-09,296.473
2002-10-10,290.554
2002-10-11,297.779
2002-10-14,293.017
2002-10-15,301.978
2002-10-16,307.619
2002-10-17,307.097
2002-10-18,307.87
2002-10-21,309.225
2002-10-22,306.841
2002-10-23,307.907
2002-10-24,308.425
2002-10-25,308.085
2002-10-28,312.546
2002-10-29,310.198
2002-10-30,309.294
2002-10-31,317.079
2002-11-01,317.853
2002-11-04,317.91
2002-11-05,324.127
2002-11-06,324.007
2002-11-07,331.695
2002-11-08,333.682
2002-11-11,333.223
2002-11-12,333.93
2002-11-13,331.515
2002-11-14,336.213
2002-11-15,334.3
2002-11-18,338.922
2002-11-19,337.897
2002-11-20,333.238
2002-11-21,335.818
2002-11-22,336.83
2002-11-25,335.416
2002-11-26,329.115
2002-11-27,332.504
2002-11-28,329.873
2002-11-29,329.345
2002-12-02,332.142
2002-12-03,329.641
2002-12-04,329.231
2002-12-05,329.791
2002-12-06,329.536
2002-12-09,329.899
2002-12-10,329.738
2002-12-11,332.827
2002-12-12,334.348
2002-12-13,332.808
2002-12-16,330.561
2002-12-17,333.104
2002-12-18,337.536
2002-12-19,340.566
2002-12-20,346.422
2002-12-23,346.019
2002-12-24,349.989
2002-12-25,349.989
2002-12-26,350.871
2002-12-27,347.238
2002-12-30,354.254
2002-12-31,357.41
2003-01-01,357.41
2003-01-02,352.232
2003-01-03,349.151
2003-01-06,350.66
2003-01-07,346.876
2003-01-08,343.118
2003-01-09,349.703
2003-01-10,352.742
2003-01-13,352.517
2003-01-14,354.564
2003-01-15,356.185
2003-01-16,354.128
2003-01-17,353.153
2003-01-20,352.037
2003-01-21,352.395
2003-01-22,348.258
2003-01-23,347.017
2003-01-24,350.34
2003-01-27,343.375
2003-01-28,345.938
2003-01-29,344.048
2003-01-30,342.794
2003-01-31,353.02
2003-02-03,342.177
2003-02-04,341.215
2003-02-05,336.322
2003-02-06,330.094
2003-02-07,325.249
2003-02-10,320.349
2003-02-11,319.585
2003-02-12,316.21
2003-02-13,316.307
2003-02-14,320.851
2003-02-17,319.251
2003-02-18,319.087
2003-02-19,317.017
2003-02-20,320.647
2003-02-21,318.914
2003-02-24,313.374
2003-02-25,304.51
2003-02-26,302.601
2003-02-27,299.525
2003-02-28,302.507
2003-03-03,301.902
2003-03-04,300.54
2003-03-05,302.312
2003-03-06,297.848
2003-03-07,294.616
2003-03-10,293.617
2003-03-11,294.969
2003-03-12,288.75
2003-03-13,291.411
2003-03-14,298.957
2003-03-17,295.982
2003-03-18,292.2
2003-03-19,293.941
2003-03-20,293.551
2003-03-21,298.918
2003-03-24,298.773
2003-03-25,300.461
2003-03-26,297.569
2003-03-27,298.473
2003-03-28,298.674
2003-03-31,300.109
2003-04-01,306.158
2003-04-02,314.026
2003-04-03,312.781
2003-04-04,319.616
2003-04-07,321.295
2003-04-08,321.482
2003-04-09,326.625
2003-04-10,330.404
2003-04-11,329.496
2003-04-14,333.055
2003-04-15,340.997
2003-04-16,342.786
2003-04-17,345.155
2003-04-18,345.155
2003-04-21,343.668
2003-04-22,345.082
2003-04-23,344.942
2003-04-24,349.628
2003-04-25,343.723
2003-04-28,339.694
2003-04-29,344.214
2003-04-30,352.875
2003-05-01,356.116
2003-05-02,353.312
2003-05-05,354.052
2003-05-06,359.907
2003-05-07,367.033
2003-05-08,361.24
2003-05-09,369.355
2003-05-12,369.088
2003-05-13,367.793
2003-05-14,366.887
2003-05-15,366.179
2003-05-16,381.205
2003-05-19,378.454
2003-05-20,385.473
2003-05-21,385.042
2003-05-22,393.238
2003-05-23,396.91
2003-05-26,399.165
2003-05-27,402.776
2003-05-28,397.999
2003-05-29,400.222
2003-05-30,396.988
2003-06-02,396.34
2003-06-03,397.338
2003-06-04,402.883
2003-06-05,406.757
2003-06-06,405.963
2003-06-09,407.862
2003-06-10,398.29
2003-06-11,397.145
2003-06-12,395.671
2003-06-13,391.809
2003-06-16,398.69
2003-06-17,395.649
2003-06-18,390.339
2003-06-19,387.717
2003-06-20,388.139
2003-06-23,381.28
2003-06-24,375.91
2003-06-25,381.304
2003-06-26,373.601
2003-06-27,379.369
2003-06-30,388.714
2003-07-01,386.736
2003-07-02,386.043
2003-07-03,386.683
2003-07-04,383.552
2003-07-07,385.628
2003-07-08,381.357
2003-07-09,380.011
2003-07-10,378.38
2003-07-11,377.154
2003-07-14,380.385
2003-07-15,380.714
2003-07-16,376.306
2003-07-17,375.626
2003-07-18,373.811
2003-07-21,378.924
2003-07-22,380.703
2003-07-23,382.39
2003-07-24,386.78
2003-07-25,391.271
2003-07-28,387.158
2003-07-29,386.215
2003-07-30,380.873
2003-07-31,379.353
2003-08-01,379.367
2003-08-04,385.092
2003-08-05,389.66
2003-08-06,387.803
2003-08-07,393.284
2003-08-08,393.203
2003-08-11,395.755
2003-08-12,396.461
2003-08-13,396.438
2003-08-14,396.22
2003-08-15,398.469
2003-08-18,399.639
2003-08-19,397.115
2003-08-20,396.202
2003-08-21,393.196
2003-08-22,391.819
2003-08-25,390.867
2003-08-26,387.094
2003-08-27,389.735
2003-08-28,391.892
2003-08-29,396.094
2003-09-01,400.444
2003-09-02,397.908
2003-09-03,401.737
2003-09-04,408.69
2003-09-05,413.095
2003-09-08,418.206
2003-09-09,422.022
2003-09-10,417.813
2003-09-11,417.416
2003-09-12,419.814
2003-09-15,419.681
2003-09-16,419.436
2003-09-17,421.343
2003-09-18,425.02
2003-09-19,424.965
2003-09-22,426.12
2003-09-23,427.147
2003-09-24,428.509
2003-09-25,426.571
2003-09-26,428.744
2003-09-29,428.282
2003-09-30,431.498
2003-10-01,437.306
2003-10-02,433.972
2003-10-03,433.364
2003-10-06,431.158
2003-10-07,437.523
2003-10-08,437.78
2003-10-09,438.753
2003-10-10,439.099
2003-10-13,433.676
2003-10-14,435.326
2003-10-15,439.048
2003-10-16,444.913
2003-10-17,440.386
2003-10-20,443.919
2003-10-21,444.793
2003-10-22,445.952
2003-10-23,440.837
2003-10-24,441.508
2003-10-27,442.887
2003-10-28,441.956
2003-10-29,440.501
2003-10-30,443.587
2003-10-31,439.976
2003-11-03,436.164
2003-11-04,437.523
2003-11-05,438.375
2003-11-06,437.408
2003-11-07,441.469
2003-11-10,441.813
2003-11-11,442.634
2003-11-12,444.652
2003-11-13,448.214
2003-11-14,451.058
2003-11-17,446.188
2003-11-18,445.584
2003-11-19,449.21
2003-11-20,446.612
2003-11-21,452.066
2003-11-24,446.354
2003-11-25,451.621
2003-11-26,455.492
2003-11-27,451.915
2003-11-28,453.377
2003-12-01,453.669
2003-12-02,460.038
2003-12-03,461.346
2003-12-04,460.205
2003-12-05,460.337
2003-12-08,461.547
2003-12-09,465.492
2003-12-10,464.989
2003-12-11,458.41
2003-12-12,465.125
2003-12-15,466.438
2003-12-16,466.432
2003-12-17,471.661
2003-12-18,475.246
2003-12-19,478.969
2003-12-22,485.107
2003-12-23,488.986
2003-12-24,488.229
2003-12-25,488.229
2003-12-26,488.033
2003-12-29,491.482
2003-12-30,491.759
2003-12-31,498.085
2004-01-01,498.085
2004-01-02,502.305
2004-01-05,509.795
2004-01-06,514.523
2004-01-07,505.474
2004-01-08,514.477
2004-01-09,521.713
2004-01-12,517.74
2004-01-13,520.503
2004-01-14,523.979
2004-01-15,519.001
2004-01-16,519.545
2004-01-19,520.988
2004-01-20,529.691
2004-01-21,534.365
2004-01-22,538.922
2004-01-23,541.141
2004-01-26,532.622
2004-01-27,541.657
2004-01-28,539.729
2004-01-29,529.568
2004-01-30,533.085
2004-02-02,530.746
2004-02-03,532.421
2004-02-04,522.13
2004-02-05,527.331
2004-02-06,533.295
2004-02-09,540.028
2004-02-10,542.468
2004-02-11,542.331
2004-02-12,553.942
2004-02-13,548.158
2004-02-16,548.826
2004-02-17,551.867
2004-02-18,553.92
2004-02-19,552.37
2004-02-20,545.453
2004-02-23,548.127
2004-02-24,550.478
2004-02-25,545.447
2004-02-26,548.415
2004-02-27,549.334
2004-03-01,550.546
2004-03-02,542.552
2004-03-03,540.054
2004-03-04,545.949
2004-03-05,558.737
2004-03-08,553.528
2004-03-09,554.708
2004-03-10,541.098
2004-03-11,527.068
2004-03-12,524.541
2004-03-15,518.685
2004-03-16,524.825
2004-03-17,524.409
2004-03-18,529.931
2004-03-19,521.776
2004-03-22,517.543
2004-03-23,516.222
2004-03-24,512.075
2004-03-25,517.267
2004-03-26,513.959
2004-03-29,517.865
2004-03-30,522.5
2004-03-31,531.853
2004-04-01,534.431
2004-04-02,530.517
2004-04-05,524.467
2004-04-06,528.097
2004-04-07,536.258
2004-04-08,533.346
2004-04-09,533.346
2004-04-12,531.848
2004-04-13,537.007
2004-04-14,535.028
2004-04-15,541.783
2004-04-16,553.446
2004-04-19,549.83
2004-04-20,540.786
2004-04-21,536.381
2004-04-22,534.968
2004-04-23,534.845
2004-04-26,533.038
2004-04-27,532.101
2004-04-28,527.409
2004-04-29,531.428
2004-04-30,532.326
2004-05-03,531.275
2004-05-04,534.583
2004-05-05,545.767
2004-05-06,542.579
2004-05-07,535.084
2004-05-10,518.21
2004-05-11,521.345
2004-05-12,526.033
2004-05-13,529.077
2004-05-14,531.84
2004-05-17,533.387
2004-05-18,525.187
2004-05-19,538.628
2004-05-20,537.147
2004-05-21,544.368
2004-05-24,545.466
2004-05-25,548.783
2004-05-26,554.931
2004-05-27,563.926
2004-05-28,562.35
2004-05-31,563.899
2004-06-01,567.571
2004-06-02,577.403
2004-06-03,573.375
2004-06-04,577.841
2004-06-07,584.908
2004-06-08,579.362
2004-06-09,571.617
2004-06-10,572.287
2004-06-11,566.114
2004-06-14,565.628
2004-06-15,569.856
2004-06-16,564.442
2004-06-17,564.939
2004-06-18,575.574
2004-06-21,573.336
2004-06-22,572.144
2004-06-23,573.528
2004-06-24,579.103
2004-06-25,578.089
2004-06-28,578.118
2004-06-29,577.736
2004-06-30,582.268
2004-07-01,582.931
2004-07-02,587.943
2004-07-05,588.739
2004-07-06,588.023
2004-07-07,593.012
2004-07-08,593.364
2004-07-09,590.678
2004-07-12,588.248
2004-07-13,584.26
2004-07-14,588.683
2004-07-15,585.841
2004-07-16,592.454
2004-07-19,590.95
2004-07-20,585.304
2004-07-21,578.27
2004-07-22,573.556
2004-07-23,565.961
2004-07-26,565.864
2004-07-27,568.593
2004-07-28,566.555
2004-07-29,577.099
2004-07-30,574.399
2004-08-02,575.383
2004-08-03,586.264
2004-08-04,586.025
2004-08-05,585.078
2004-08-06,592.244
2004-08-09,586.498
2004-08-10,590.978
2004-08-11,582.356
2004-08-12,584.608
2004-08-13,590.104
2004-08-16,588.582
2004-08-17,584.467
2004-08-18,581.988
2004-08-19,596.759
2004-08-20,597.164
2004-08-23,594.442
2004-08-24,587.421
2004-08-25,593.611
2004-08-26,593.151
2004-08-27,593.078
2004-08-30,594.114
2004-08-31,595.875
2004-09-01,598.356
2004-09-02,601.642
2004-09-03,601.648
2004-09-06,605.167
2004-09-07,607.195
2004-09-08,614.442
2004-09-09,615.604
2004-09-10,622.473
2004-09-13,619.577
2004-09-14,624.796
2004-09-15,619.384
2004-09-16,616.448
2004-09-17,619.352
2004-09-20,619.72
2004-09-21,631.973
2004-09-22,630.533
2004-09-23,626.898
2004-09-24,631.443
2004-09-27,630.144
2004-09-28,635.354
2004-09-29,634.466
2004-09-30,642.746
2004-10-01,643.676
2004-10-04,645.326
2004-10-05,649.604
2004-10-06,642.406
2004-10-07,639.297
2004-10-08,643.761
2004-10-11,643.288
2004-10-12,635.745
2004-10-13,636.051
2004-10-14,644.516
2004-10-15,656.5
2004-10-18,656.668
2004-10-19,657.952
2004-10-20,661.272
2004-10-21,664.0
2004-10-22,666.041
2004-10-25,663.434
2004-10-26,664.961
2004-10-27,670.001
2004-10-28,674.483
2004-10-29,673.62
2004-11-01,679.638
2004-11-02,679.969
2004-11-03,688.082
2004-11-04,690.036
2004-11-05,697.522
2004-11-08,698.963
2004-11-09,696.145
2004-11-10,690.272
2004-11-11,690.196
2004-11-12,691.633
2004-11-15,693.827
2004-11-16,693.14
2004-11-17,692.704
2004-11-18,678.769
2004-11-19,679.974
2004-11-22,678.471
2004-11-23,684.29
2004-11-24,692.87
2004-11-25,693.811
2004-11-26,691.329
2004-11-29,693.061
2004-11-30,691.975
2004-12-01,698.499
2004-12-02,702.412
2004-12-03,703.249
2004-12-06,705.614
2004-12-07,710.245
2004-12-08,704.419
2004-12-09,702.825
2004-12-10,694.262
2004-12-13,701.315
2004-12-14,700.635
2004-12-15,703.773
2004-12-16,694.863
2004-12-17,695.473
2004-12-20,697.042
2004-12-21,696.342
2004-12-22,701.891
2004-12-23,707.815
2004-12-24,710.141
2004-12-27,715.408
2004-12-28,713.027
2004-12-29,710.279
2004-12-30,716.259
2004-12-31,718.458
2005-01-03,719.35
2005-01-04,712.687
2005-01-05,711.317
2005-01-06,708.718
2005-01-07,704.828
2005-01-10,703.094
2005-01-11,702.199
2005-01-12,712.742
2005-01-13,703.069
2005-01-14,694.936
2005-01-17,694.608
2005-01-18,691.53
2005-01-19,694.809
2005-01-20,689.802
2005-01-21,697.583
2005-01-24,701.163
2005-01-25,699.643
2005-01-26,713.085
2005-01-27,712.232
2005-01-28,710.931
2005-01-31,713.524
2005-02-01,720.841
2005-02-02,725.9
2005-02-03,720.229
2005-02-04,726.857
2005-02-07,718.563
2005-02-08,718.088
2005-02-09,715.757
2005-02-10,718.522
2005-02-11,723.268
2005-02-14,724.65
2005-02-15,723.695
2005-02-16,727.407
2005-02-17,734.608
2005-02-18,739.107
2005-02-21,739.689
2005-02-22,745.225
2005-02-23,737.592
2005-02-24,738.076
2005-02-25,742.266
2005-02-28,757.459
2005-03-01,754.39
2005-03-02,747.516
2005-03-03,747.64
2005-03-04,760.394
2005-03-07,761.912
2005-03-08,766.621
2005-03-09,761.512
2005-03-10,758.791
2005-03-11,760.534
2005-03-14,748.376
2005-03-15,748.685
2005-03-16,753.382
2005-03-17,749.434
2005-03-18,746.284
2005-03-21,738.591
2005-03-22,739.095
2005-03-23,727.975
2005-03-24,732.239
2005-03-25,732.239
2005-03-28,727.1
2005-03-29,725.784
2005-03-30,724.25
2005-03-31,729.608
2005-04-01,731.449
2005-04-04,723.931
2005-04-05,729.805
2005-04-06,732.824
2005-04-07,736.045
2005-04-08,734.71
2005-04-11,740.799
2005-04-12,739.229
2005-04-13,742.58
2005-04-14,738.47
2005-04-15,739.124
2005-04-18,726.9
2005-04-19,735.548
2005-04-20,734.806
2005-04-21,734.537
2005-04-22,731.962
2005-04-25,726.026
2005-04-26,724.188
2005-04-27,716.636
2005-04-28,708.809
2005-04-29,714.59
2005-05-02,711.844
2005-05-03,710.578
2005-05-04,715.782
2005-05-05,722.477
2005-05-06,719.375
2005-05-09,718.872
2005-05-10,717.017
2005-05-11,709.746
2005-05-12,694.458
2005-05-13,689.351
2005-05-16,685.452
2005-05-17,681.361
2005-05-18,687.13
2005-05-19,687.371
2005-05-20,684.96
2005-05-23,686.601
2005-05-24,691.274
2005-05-25,691.682
2005-05-26,688.473
2005-05-27,684.333
2005-05-30,682.53
2005-05-31,673.925
2005-06-01,673.99
2005-06-02,669.82
2005-06-03,669.825
2005-06-06,665.99
2005-06-07,668.355
2005-06-08,670.058
2005-06-09,664.652
2005-06-10,664.889
2005-06-13,664.097
2005-06-14,661.903
2005-06-15,671.051
2005-06-16,673.868
2005-06-17,683.525
2005-06-20,677.93
2005-06-21,681.066
2005-06-22,680.088
2005-06-23,678.582
2005-06-24,684.079
2005-06-27,681.129
2005-06-28,674.54
2005-06-29,678.842
2005-06-30,681.462
2005-07-01,676.006
2005-07-04,677.834
2005-07-05,672.752
2005-07-06,676.731
2005-07-07,671.924
2005-07-08,674.268
2005-07-11,685.493
2005-07-12,690.755
2005-07-13,685.241
2005-07-14,691.42
2005-07-15,686.779
2005-07-18,685.682
2005-07-19,684.836
2005-07-20,685.472
2005-07-21,692.494
2005-07-22,690.814
2005-07-25,690.031
2005-07-26,691.085
2005-07-27,701.674
2005-07-28,707.229
2005-07-29,707.422
2005-08-01,715.398
2005-08-02,720.112
2005-08-03,725.444
2005-08-04,729.177
2005-08-05,726.701
2005-08-08,727.167
2005-08-09,731.094
2005-08-10,735.456
2005-08-11,734.969
2005-08-12,733.607
2005-08-15,731.038
2005-08-16,729.01
2005-08-17,726.897
2005-08-18,718.181
2005-08-19,721.025
2005-08-22,725.761
2005-08-23,719.648
2005-08-24,719.025
2005-08-25,715.625
2005-08-26,716.441
2005-08-29,711.174
2005-08-30,708.207
2005-08-31,717.672
2005-09-01,732.827
2005-09-02,736.929
2005-09-05,734.705
2005-09-06,733.671
2005-09-07,731.821
2005-09-08,729.008
2005-09-09,731.637
2005-09-12,727.192
2005-09-13,720.438
2005-09-14,724.109
2005-09-15,717.718
2005-09-16,719.429
2005-09-19,715.761
2005-09-20,716.53
2005-09-21,717.141
2005-09-22,708.081
2005-09-23,705.632
2005-09-26,703.608
2005-09-27,702.993
2005-09-28,707.164
2005-09-29,707.75
2005-09-30,714.243
2005-10-03,713.105
2005-10-04,714.678
2005-10-05,708.562
2005-10-06,718.016
2005-10-07,713.982
2005-10-10,709.316
2005-10-11,709.437
2005-10-12,707.495
2005-10-13,694.232
2005-10-14,699.739
2005-10-17,697.211
2005-10-18,689.022
2005-10-19,673.843
2005-10-20,675.232
2005-10-21,672.61
2005-10-24,674.913
2005-10-25,677.589
2005-10-26,676.336
2005-10-27,674.14
2005-10-28,674.685
2005-10-31,673.406
2005-11-01,670.39
2005-11-02,677.955
2005-11-03,680.655
2005-11-04,665.98
2005-11-07,669.745
