Date,SWITZERLAND Standard (Large+Mid Cap)
1985-04-30,335.817
1985-05-31,347.328
1985-06-28,377.942
1985-07-31,427.813
1985-08-30,450.663
1985-09-30,450.214
1985-10-31,513.8
1985-11-29,570.481
1985-12-31,628.707
1986-01-31,609.289
1986-02-28,645.04
1986-03-31,671.052
1986-04-30,720.935
1986-05-30,676.309
1986-06-30,712.959
1986-07-31,703.3
1986-08-29,796.498
1986-09-30,763.659
1986-10-31,771.101
1986-11-28,834.092
1986-12-31,844.465
1987-01-30,856.584
1987-02-27,830.059
1987-03-31,861.414
1987-04-30,855.993
1987-05-29,823.79
1987-06-30,868.731
1987-07-31,928.357
1987-08-31,954.538
1987-09-30,969.782
1987-10-30,798.732
1987-11-30,755.982
1987-12-31,770.425
1988-01-29,725.933
1988-02-29,770.293
1988-03-31,758.345
1988-04-29,753.984
1988-05-31,730.2
1988-06-30,738.458
1988-07-29,725.096
1988-08-31,708.759
1988-09-30,733.322
1988-10-31,811.716
1988-11-30,826.834
1988-12-30,825.328
1989-01-31,802.013
1989-02-28,818.156
1989-03-31,811.512
1989-04-28,836.757
1989-05-31,781.468
1989-06-30,899.625
1989-07-31,1015.954
1989-08-31,1014.098
1989-09-29,1016.444
1989-10-31,964.623
1989-11-30,1017.427
1989-12-29,1049.573
1990-01-31,1047.338
1990-02-28,1050.047
1990-03-30,1013.072
1990-04-30,1000.321
1990-05-31,1167.217
1990-06-29,1188.47
1990-07-31,1207.35
1990-08-31,1078.136
1990-09-28,952.049
1990-10-31,1010.386
1990-11-30,990.757
1990-12-31,993.102
1991-01-31,1049.355
1991-02-28,1121.298
1991-03-29,1067.631
1991-04-30,1071.181
1991-05-31,1115.492
1991-06-28,1010.318
1991-07-31,1072.465
1991-08-30,1072.334
1991-09-30,1084.669
1991-10-31,1083.292
1991-11-29,1072.926
1991-12-31,1159.493
1992-01-31,1168.904
1992-02-28,1177.467
1992-03-31,1159.137
1992-04-30,1173.603
1992-05-29,1263.192
1992-06-30,1304.509
1992-07-31,1329.099
1992-08-31,1358.55
1992-09-30,1468.544
1992-10-30,1336.252
1992-11-30,1281.446
1992-12-31,1369.755
1993-01-29,1356.356
1993-02-26,1343.62
1993-03-31,1430.811
1993-04-30,1469.673
1993-05-31,1581.702
1993-06-30,1583.416
1993-07-30,1578.439
1993-08-31,1689.352
1993-09-30,1746.892
1993-10-29,1845.465
1993-11-30,1858.095
1993-12-31,2009.685
1994-01-31,2195.605
1994-02-28,2067.28
1994-03-31,2043.667
1994-04-29,2015.711
1994-05-31,2019.191
1994-06-30,2039.768
1994-07-29,1993.443
1994-08-31,2077.745
1994-09-30,2064.887
1994-10-31,2085.405
1994-11-30,2041.953
1994-12-30,2093.739
1995-01-31,2077.578
1995-02-28,2202.783
1995-03-31,2345.228
1995-04-28,2391.172
1995-05-31,2504.567
1995-06-30,2579.337
1995-07-31,2606.79
1995-08-31,2544.058
1995-09-29,2765.713
1995-10-31,2883.228
1995-11-30,2920.913
1995-12-29,3036.661
1996-01-31,2855.244
1996-02-29,2983.453
1996-03-29,3245.995
1996-04-30,3120.311
1996-05-31,3016.938
1996-06-28,3168.183
1996-07-31,3105.636
1996-08-30,3241.777
1996-09-30,3164.895
1996-10-31,3156.899
1996-11-29,3184.992
1996-12-31,3123.033
1997-01-31,3217.538
1997-02-28,3258.87
1997-03-31,3449.408
1997-04-30,3534.145
1997-05-30,3799.211
1997-06-30,4110.323
1997-07-31,4172.999
1997-08-29,3786.485
1997-09-30,4175.496
1997-10-31,4151.435
1997-11-28,4282.885
1997-12-31,4523.406
1998-01-30,4697.004
1998-02-27,5144.554
1998-03-31,5257.38
1998-04-30,5231.906
1998-05-29,5457.905
1998-06-30,5460.558
1998-07-31,5861.54
1998-08-31,4945.294
1998-09-30,4518.151
1998-10-30,5175.858
1998-11-30,5433.324
1998-12-31,5611.357
1999-01-29,5481.827
1999-02-26,5305.303
1999-03-31,5248.037
1999-04-30,5236.044
1999-05-31,4973.276
1999-06-30,4893.621
1999-07-30,5088.437
1999-08-31,5084.491
1999-09-30,5074.386
1999-10-29,5168.779
1999-11-30,5130.984
1999-12-31,5241.525
2000-01-31,4667.493
2000-02-29,4565.484
2000-03-31,4936.468
2000-04-28,4769.106
2000-05-31,5033.177
2000-06-30,5228.905
2000-07-31,5247.746
2000-08-31,5131.699
2000-09-29,4851.2
2000-10-31,4895.257
2000-11-30,5102.521
2000-12-29,5575.773
2001-01-31,5457.706
2001-02-28,5097.269
2001-03-30,4601.655
2001-04-30,4725.202
2001-05-31,4670.336
2001-06-29,4477.052
2001-07-31,4433.875
2001-08-31,4429.637
2001-09-28,4225.197
2001-10-31,4221.508
2001-11-30,4313.433
2001-12-31,4400.502
2002-01-31,4156.265
2002-02-28,4276.276
2002-03-29,4553.756
2002-04-30,4684.798
2002-05-31,4866.948
2002-06-28,4673.944
2002-07-31,4112.068
2002-08-30,4106.56
2002-09-30,3838.026
2002-10-31,3968.278
2002-11-29,4067.543
2002-12-31,3962.327
2003-01-31,3826.958
2003-02-28,3624.311
2003-03-31,3609.931
2003-04-30,4036.014
2003-05-30,4287.146
2003-06-30,4282.892
2003-07-31,4451.61
2003-08-29,4410.973
2003-09-30,4603.111
2003-10-31,4705.327
2003-11-28,4956.298
2003-12-31,5349.206
2004-01-30,5488.946
2004-02-27,5524.895
2004-03-31,5388.0
2004-04-30,5478.0
2004-05-31,5523.691
2004-06-30,5525.822
2004-07-30,5338.066
2004-08-31,5274.172
2004-09-30,5407.524
2004-10-29,5508.957
2004-11-30,5913.999
2004-12-31,6183.943
2005-01-31,5992.659
2005-02-28,6331.521
2005-03-31,6180.347
2005-04-29,6177.341
2005-05-31,6186.503
2005-06-30,6145.004
2005-07-29,6476.788
2005-08-31,6530.674
2005-09-30,6751.629
2005-10-31,6851.559
2005-11-30,7090.089
2005-12-30,7243.493
2006-01-31,7681.409
2006-02-28,7579.495
2006-03-31,7771.261
2006-04-28,8271.713
2006-05-31,8024.447
2006-06-30,8011.65
2006-07-31,8264.537
2006-08-31,8485.741
2006-09-29,8612.949
2006-10-31,8843.221
2006-11-30,9125.85
2006-12-29,9288.666
2007-01-31,9462.444
2007-02-28,9277.333
2007-03-30,9534.86
2007-04-30,10248.065
2007-05-31,10143.033
2007-06-29,9888.177
2007-07-31,9724.949
2007-08-31,9672.279
2007-09-28,10045.309
2007-10-31,10238.324
2007-11-30,10251.784
2007-12-31,9851.602
2008-01-31,9298.461
2008-02-29,9524.143
2008-03-31,9672.525
2008-04-30,9716.139
2008-05-30,9702.186
2008-06-30,9179.39
2008-07-31,9130.482
2008-08-29,8864.276
2008-09-30,7966.719
2008-10-31,6989.456
2008-11-28,6354.137
2008-12-31,6905.925
2009-01-30,6066.523
2009-02-27,5422.046
2009-03-31,5872.923
2009-04-30,6328.026
2009-05-29,6931.064
2009-06-30,6865.415
2009-07-31,7628.482
2009-08-31,8125.157
2009-09-30,8421.1
2009-10-30,8460.947
2009-11-30,8602.261
2009-12-31,8743.586
2010-01-29,8451.469
2010-02-26,8610.591
2010-03-31,9129.719
2010-04-30,8698.084
2010-05-31,7768.38
2010-06-30,8100.148
2010-07-30,8489.78
2010-08-31,8701.422
2010-09-30,9178.293
2010-10-29,9387.579
2010-11-30,9048.902
2010-12-31,9867.678
2011-01-31,9836.357
2011-02-28,10204.618
2011-03-31,10055.789
2011-04-29,11044.438
2011-05-31,11278.251
2011-06-30,10787.455
2011-07-29,10759.79
2011-08-31,10047.081
2011-09-30,8902.479
2011-10-31,9652.033
2011-11-30,9114.624
2011-12-30,9270.919
2012-01-31,9507.227
2012-02-29,10021.061
2012-03-30,10252.335
2012-04-30,10160.988
2012-05-31,9097.232
2012-06-29,9671.036
2012-07-31,9883.185
2012-08-31,10107.262
2012-09-28,10423.563
2012-10-31,10697.346
2012-11-30,11118.724
2012-12-31,11261.64
2013-01-31,12234.31
2013-02-28,12358.255
2013-03-29,12576.43
2013-04-30,13158.067
2013-05-31,12826.741
2013-06-28,12581.374
2013-07-31,13065.838
2013-08-30,12894.613
2013-09-30,13775.972
2013-10-31,14128.499
2013-11-29,14215.82
2013-12-31,14365.104
2014-01-31,14083.788
2014-02-28,15078.514
2014-03-31,15102.104
2014-04-30,15376.244
2014-05-30,15554.068
2014-06-30,15469.038
2014-07-31,14853.57
2014-08-29,15181.277
2014-09-30,14789.009
2014-10-31,14679.287
2014-11-28,15168.916
2014-12-31,14460.185
2015-01-30,14557.745
2015-02-27,15225.913
2015-03-31,15203.031
2015-04-30,15857.137
2015-05-29,16067.81
2015-06-30,15409.428
2015-07-31,16094.179
2015-08-31,15000.554
2015-09-30,14340.333
2015-10-30,14976.133
2015-11-30,14493.836
2015-12-31,14633.224
2016-01-29,13534.317
2016-02-29,13291.55
2016-03-31,13884.722
2016-04-29,14319.42
2016-05-31,14313.718
2016-06-30,14227.269
2016-07-29,14577.389
2016-08-31,14485.263
2016-09-30,14605.432
2016-10-31,13813.14
2016-11-30,13473.906
2016-12-30,14041.62
2017-01-31,14605.03
2017-02-28,14831.328
2017-03-31,15281.777
2017-04-28,15865.895
2017-05-31,16749.056
2017-06-30,16720.287
2017-07-31,16865.772
2017-08-31,16721.677
2017-09-29,17054.647
2017-10-31,16767.546
2017-11-30,17125.287
2017-12-29,17358.144
2018-01-31,18100.466
2018-02-28,16951.299
2018-03-30,16678.7
2018-04-30,16692.697
2018-05-31,16155.454
2018-06-29,16308.783
2018-07-31,17372.607
2018-08-31,17483.06
2018-09-28,17498.921
2018-10-31,16808.807
2018-11-30,16848.986
2018-12-31,15934.825
2019-01-31,16918.913
2019-02-28,17629.68
2019-03-29,18092.906
2019-04-30,18444.674
2019-05-31,18420.935
2019-06-28,19716.169
2019-07-31,19583.326
2019-08-30,19638.258
2019-09-30,19773.019
2019-10-31,20136.265
2019-11-29,20384.139
2019-12-31,21282.533
2020-01-31,21451.061
2020-02-28,19748.374
2020-03-31,18916.568
2020-04-30,19894.409
2020-05-29,20467.494
2020-06-30,21093.39
2020-07-31,21953.169
2020-08-31,22504.07
2020-09-30,22170.05
2020-10-30,20937.23
2020-11-30,22884.004
2020-12-31,24002.999
2021-01-29,23511.451
2021-02-26,22966.301
2021-03-31,23621.93
2021-04-30,24690.264
2021-05-31,25933.774
2021-06-30,26461.709
2021-07-30,27352.547
2021-08-31,27687.883
2021-09-30,25602.322
2021-10-29,27201.119
2021-11-30,26803.266
2021-12-31,28886.808
2022-01-31,26633.599
2022-02-28,26507.063
2022-03-31,27134.324
2022-04-29,25905.215
2022-05-31,25071.934
2022-06-30,23303.716
2022-07-29,24398.699
2022-08-31,23069.097
2022-09-30,21558.483
2022-10-31,22223.6
2022-11-30,23972.269
2022-12-30,23803.747
2023-01-31,25259.589
2023-02-28,24402.447
2023-03-31,25519.82
2023-04-28,27212.48
2023-05-31,25997.889
2023-06-30,26676.287
2023-07-31,27636.142
2023-08-31,26659.241
2023-09-29,25260.773
2023-10-31,24098.187
2023-11-30,26319.848
2023-12-29,27818.388
2024-01-31,27733.36
2024-02-29,27123.253
2024-03-29,27575.471
2024-04-30,26408.844
2024-05-31,28568.966
2024-06-28,28580.409
2024-07-31,29955.482
2024-08-30,31384.738
2024-09-30,31025.056
2024-10-31,29321.733
2024-11-29,28682.139
2024-12-31,27535.618
2025-01-31,29780.469
2025-02-28,30813.321
2025-03-31,30804.607
2025-04-30,32406.141
2025-05-30,33004.063
2025-06-30,33301.285
2025-07-31,32474.713
