Date,SWITZERLAND Standard (Large+Mid Cap)
2001-06-21,3517.012
2001-06-22,3491.561
2001-06-25,3516.047
2001-06-26,3466.804
2001-06-27,3425.74
2001-06-28,3456.07
2001-06-29,3484.932
2001-07-02,3520.63
2001-07-03,3488.745
2001-07-04,3463.207
2001-07-05,3397.09
2001-07-06,3367.456
2001-07-09,3382.672
2001-07-10,3362.924
2001-07-11,3356.095
2001-07-12,3391.785
2001-07-13,3396.598
2001-07-16,3410.856
2001-07-17,3376.795
2001-07-18,3453.592
2001-07-19,3515.698
2001-07-20,3499.091
2001-07-23,3476.118
2001-07-24,3420.91
2001-07-25,3386.073
2001-07-26,3379.455
2001-07-27,3410.058
2001-07-30,3435.71
2001-07-31,3451.323
2001-08-01,3499.987
2001-08-02,3524.954
2001-08-03,3511.944
2001-08-06,3505.428
2001-08-07,3491.124
2001-08-08,3481.546
2001-08-09,3451.742
2001-08-10,3410.315
2001-08-13,3463.144
2001-08-14,3517.118
2001-08-15,3557.657
2001-08-16,3536.402
2001-08-17,3525.688
2001-08-20,3491.368
2001-08-21,3546.598
2001-08-22,3532.775
2001-08-23,3482.746
2001-08-24,3528.357
2001-08-27,3539.743
2001-08-28,3490.148
2001-08-29,3449.845
2001-08-30,3417.061
2001-08-31,3444.686
2001-09-03,3371.896
2001-09-04,3367.937
2001-09-05,3345.538
2001-09-06,3300.032
2001-09-07,3269.683
2001-09-10,3190.486
2001-09-11,3014.632
2001-09-12,3091.265
2001-09-13,3132.461
2001-09-14,3043.456
2001-09-17,3157.863
2001-09-18,3147.608
2001-09-19,3135.696
2001-09-20,3010.623
2001-09-21,2885.832
2001-09-24,3022.007
2001-09-25,3139.862
2001-09-26,3158.338
2001-09-27,3199.494
2001-09-28,3285.704
2001-10-01,3235.372
2001-10-02,3228.405
2001-10-03,3218.694
2001-10-04,3269.3
2001-10-05,3258.912
2001-10-08,3269.811
2001-10-09,3251.507
2001-10-10,3247.959
2001-10-11,3284.337
2001-10-12,3264.028
2001-10-15,3253.366
2001-10-16,3251.81
2001-10-17,3253.404
2001-10-18,3280.464
2001-10-19,3255.39
2001-10-22,3289.733
2001-10-23,3322.383
2001-10-24,3332.379
2001-10-25,3311.406
2001-10-26,3339.193
2001-10-29,3319.946
2001-10-30,3274.403
2001-10-31,3286.407
2001-11-01,3311.788
2001-11-02,3311.482
2001-11-05,3335.955
2001-11-06,3342.121
2001-11-07,3363.725
2001-11-08,3420.43
2001-11-09,3401.715
2001-11-12,3357.624
2001-11-13,3374.043
2001-11-14,3401.833
2001-11-15,3460.864
2001-11-16,3494.42
2001-11-19,3503.555
2001-11-20,3467.118
2001-11-21,3448.224
2001-11-22,3478.411
2001-11-23,3411.067
2001-11-26,3421.957
2001-11-27,3405.801
2001-11-28,3370.026
2001-11-29,3363.182
2001-11-30,3357.969
2001-12-03,3341.472
2001-12-04,3417.685
2001-12-05,3452.599
2001-12-06,3458.403
2001-12-07,3439.069
2001-12-10,3378.629
2001-12-11,3376.539
2001-12-12,3397.607
2001-12-13,3377.833
2001-12-14,3357.229
2001-12-17,3423.851
2001-12-18,3400.433
2001-12-19,3346.151
2001-12-20,3412.37
2001-12-21,3413.477
2001-12-24,3340.183
2001-12-25,3340.183
2001-12-26,3339.491
2001-12-27,3393.245
2001-12-28,3388.0
2001-12-31,3425.752
2002-01-01,3425.752
2002-01-02,3441.543
2002-01-03,3431.778
2002-01-04,3432.48
2002-01-07,3426.581
2002-01-08,3378.531
2002-01-09,3394.562
2002-01-10,3399.173
2002-01-11,3424.299
2002-01-14,3375.276
2002-01-15,3360.104
2002-01-16,3321.584
2002-01-17,3358.279
2002-01-18,3351.467
2002-01-21,3324.239
2002-01-22,3338.47
2002-01-23,3360.315
2002-01-24,3384.377
2002-01-25,3322.098
2002-01-28,3329.442
2002-01-29,3285.834
2002-01-30,3227.652
2002-01-31,3235.615
2002-02-01,3225.554
2002-02-04,3229.726
2002-02-05,3223.39
2002-02-06,3214.313
2002-02-07,3280.136
2002-02-08,3295.703
2002-02-11,3329.815
2002-02-12,3314.501
2002-02-13,3332.796
2002-02-14,3364.145
2002-02-15,3373.617
2002-02-18,3346.204
2002-02-19,3291.206
2002-02-20,3261.322
2002-02-21,3275.745
2002-02-22,3275.657
2002-02-25,3285.595
2002-02-26,3266.002
2002-02-27,3302.647
2002-02-28,3329.043
2002-03-01,3325.215
2002-03-04,3380.902
2002-03-05,3365.039
2002-03-06,3391.164
2002-03-07,3441.237
2002-03-08,3468.105
2002-03-11,3452.065
2002-03-12,3425.589
2002-03-13,3459.553
2002-03-14,3527.067
2002-03-15,3542.636
2002-03-18,3556.144
2002-03-19,3559.694
2002-03-20,3560.946
2002-03-21,3549.358
2002-03-22,3552.246
2002-03-25,3539.82
2002-03-26,3544.813
2002-03-27,3532.912
2002-03-28,3541.111
2002-03-29,3541.111
2002-04-01,3582.112
2002-04-02,3596.384
2002-04-03,3608.304
2002-04-04,3604.568
2002-04-05,3577.961
2002-04-08,3524.481
2002-04-09,3553.403
2002-04-10,3578.59
2002-04-11,3554.593
2002-04-12,3537.174
2002-04-15,3551.615
2002-04-16,3590.345
2002-04-17,3618.761
2002-04-18,3636.985
2002-04-19,3625.914
2002-04-22,3631.086
2002-04-23,3629.561
2002-04-24,3648.966
2002-04-25,3633.53
2002-04-26,3603.138
2002-04-29,3635.41
2002-04-30,3637.113
2002-05-01,3672.361
2002-05-02,3656.85
2002-05-03,3719.875
2002-05-06,3711.622
2002-05-07,3642.866
2002-05-08,3697.609
2002-05-09,3702.181
2002-05-10,3690.609
2002-05-13,3700.682
2002-05-14,3683.599
2002-05-15,3737.548
2002-05-16,3759.197
2002-05-17,3784.228
2002-05-20,3768.85
2002-05-21,3769.314
2002-05-22,3783.884
2002-05-23,3742.662
2002-05-24,3745.536
2002-05-27,3750.291
2002-05-28,3768.211
2002-05-29,3775.91
2002-05-30,3771.828
2002-05-31,3774.977
2002-06-03,3764.429
2002-06-04,3709.185
2002-06-05,3670.634
2002-06-06,3673.245
2002-06-07,3620.75
2002-06-10,3623.228
2002-06-11,3640.945
2002-06-12,3543.149
2002-06-13,3491.528
2002-06-14,3465.116
2002-06-17,3545.372
2002-06-18,3515.174
2002-06-19,3494.992
2002-06-20,3423.791
2002-06-21,3445.708
2002-06-24,3366.403
2002-06-25,3449.651
2002-06-26,3429.009
2002-06-27,3451.424
2002-06-28,3625.087
2002-07-01,3626.426
2002-07-02,3557.919
2002-07-03,3451.359
2002-07-04,3525.069
2002-07-05,3607.36
2002-07-08,3636.249
2002-07-09,3633.451
2002-07-10,3498.052
2002-07-11,3372.857
2002-07-12,3424.266
2002-07-15,3330.503
2002-07-16,3266.756
2002-07-17,3308.059
2002-07-18,3295.754
2002-07-19,3137.122
2002-07-22,2959.952
2002-07-23,2875.903
2002-07-24,2886.046
2002-07-25,3081.419
2002-07-26,3116.975
2002-07-29,3213.918
2002-07-30,3215.593
2002-07-31,3189.292
2002-08-01,3145.743
2002-08-02,3114.072
2002-08-05,3005.199
2002-08-06,3091.788
2002-08-07,3066.562
2002-08-08,3169.943
2002-08-09,3227.236
2002-08-12,3193.222
2002-08-13,3237.457
2002-08-14,3251.264
2002-08-15,3315.596
2002-08-16,3307.118
2002-08-19,3358.429
2002-08-20,3258.096
2002-08-21,3341.423
2002-08-22,3325.58
2002-08-23,3312.615
2002-08-26,3274.548
2002-08-27,3345.088
2002-08-28,3209.298
2002-08-29,3141.856
2002-08-30,3185.02
2002-09-02,3115.138
2002-09-03,3054.538
2002-09-04,3077.9
2002-09-05,3080.227
2002-09-06,3151.56
2002-09-09,3099.455
2002-09-10,3123.834
2002-09-11,3180.236
2002-09-12,3089.982
2002-09-13,3030.337
2002-09-16,3001.54
2002-09-17,2956.958
2002-09-18,2938.399
2002-09-19,2907.887
2002-09-20,2914.593
2002-09-23,2811.543
2002-09-24,2807.612
2002-09-25,2847.891
2002-09-26,2986.953
2002-09-27,2989.604
2002-09-30,2976.324
2002-10-01,2920.52
2002-10-02,2996.66
2002-10-03,2972.058
2002-10-04,2888.12
2002-10-07,2821.883
2002-10-08,2761.729
2002-10-09,2750.072
2002-10-10,2804.975
2002-10-11,2944.584
2002-10-14,2924.826
2002-10-15,3062.523
2002-10-16,3021.209
2002-10-17,3026.625
2002-10-18,3008.257
2002-10-21,2985.541
2002-10-22,2979.656
2002-10-23,2915.758
2002-10-24,2985.988
2002-10-25,3025.648
2002-10-28,3018.629
2002-10-29,2937.812
2002-10-30,3013.326
2002-10-31,3077.333
2002-11-01,3060.925
2002-11-04,3133.905
2002-11-05,3158.965
2002-11-06,3131.05
2002-11-07,3096.883
2002-11-08,3075.483
2002-11-11,3037.949
2002-11-12,3077.864
2002-11-13,3054.672
2002-11-14,3106.61
2002-11-15,3167.81
2002-11-18,3170.12
2002-11-19,3160.795
2002-11-20,3152.558
2002-11-21,3201.446
2002-11-22,3203.277
2002-11-25,3172.801
2002-11-26,3143.601
2002-11-27,3182.282
2002-11-28,3177.095
2002-11-29,3154.31
2002-12-02,3172.315
2002-12-03,3101.968
2002-12-04,3112.828
2002-12-05,3078.057
2002-12-06,3090.784
2002-12-09,3044.565
2002-12-10,3077.781
2002-12-11,3072.751
2002-12-12,3071.359
2002-12-13,3075.987
2002-12-16,3125.503
2002-12-17,3140.277
2002-12-18,3082.753
2002-12-19,3072.105
2002-12-20,3071.74
2002-12-23,3056.819
2002-12-24,3078.199
2002-12-25,3078.199
2002-12-26,3083.125
2002-12-27,3001.332
2002-12-30,3050.873
2002-12-31,3072.717
2003-01-01,3072.717
2003-01-02,3032.148
2003-01-03,3212.101
2003-01-06,3240.353
2003-01-07,3207.553
2003-01-08,3184.098
2003-01-09,3197.348
2003-01-10,3206.489
2003-01-13,3234.946
2003-01-14,3291.869
2003-01-15,3222.924
2003-01-16,3199.459
2003-01-17,3182.366
2003-01-20,3134.617
2003-01-21,3117.365
2003-01-22,3039.7
2003-01-23,3055.859
2003-01-24,3031.315
2003-01-27,2922.051
2003-01-28,2916.947
2003-01-29,2943.727
2003-01-30,2962.208
2003-01-31,2967.741
2003-02-03,3000.29
2003-02-04,2960.31
2003-02-05,2971.34
2003-02-06,2888.936
2003-02-07,2864.122
2003-02-10,2807.837
2003-02-11,2855.39
2003-02-12,2792.262
2003-02-13,2817.571
2003-02-14,2880.483
2003-02-17,2930.211
2003-02-18,2882.248
2003-02-19,2822.968
2003-02-20,2849.591
2003-02-21,2860.116
2003-02-24,2818.222
2003-02-25,2769.377
2003-02-26,2751.037
2003-02-27,2755.579
2003-02-28,2810.592
2003-03-03,2859.382
2003-03-04,2780.917
2003-03-05,2744.026
2003-03-06,2730.701
2003-03-07,2694.974
2003-03-10,2603.621
2003-03-11,2593.824
2003-03-12,2555.16
2003-03-13,2601.269
2003-03-14,2720.073
2003-03-17,2775.825
2003-03-18,2779.702
2003-03-19,2832.58
2003-03-20,2856.048
2003-03-21,2936.831
2003-03-24,2825.445
2003-03-25,2858.811
2003-03-26,2837.328
2003-03-27,2808.95
2003-03-28,2831.566
2003-03-31,2794.288
2003-04-01,2821.829
2003-04-02,2869.511
2003-04-03,2889.851
2003-04-04,2919.135
2003-04-07,2965.228
2003-04-08,2960.16
2003-04-09,2979.235
2003-04-10,2936.085
2003-04-11,2959.003
2003-04-14,3000.417
2003-04-15,3062.127
2003-04-16,3047.032
2003-04-17,3048.322
2003-04-18,3048.322
2003-04-21,3018.602
2003-04-22,3063.014
2003-04-23,3090.823
2003-04-24,3073.423
2003-04-25,3048.144
2003-04-28,3090.429
2003-04-29,3063.17
2003-04-30,3111.514
2003-05-01,3148.071
2003-05-02,3118.807
2003-05-05,3168.488
2003-05-06,3228.748
2003-05-07,3237.777
2003-05-08,3189.962
2003-05-09,3191.463
2003-05-12,3173.514
2003-05-13,3204.538
2003-05-14,3212.849
2003-05-15,3219.362
2003-05-16,3262.933
2003-05-19,3219.89
2003-05-20,3231.418
2003-05-21,3206.324
2003-05-22,3277.678
2003-05-23,3293.169
2003-05-26,3275.723
2003-05-27,3306.971
2003-05-28,3336.679
2003-05-29,3356.701
2003-05-30,3302.793
2003-06-02,3387.97
2003-06-03,3337.332
2003-06-04,3349.534
2003-06-05,3354.125
2003-06-06,3351.599
2003-06-09,3385.358
2003-06-10,3364.947
2003-06-11,3433.663
2003-06-12,3444.367
2003-06-13,3399.841
2003-06-16,3497.664
2003-06-17,3522.144
2003-06-18,3502.002
2003-06-19,3440.962
2003-06-20,3449.219
2003-06-23,3368.986
2003-06-24,3369.089
2003-06-25,3376.597
2003-06-26,3341.064
2003-06-27,3325.222
2003-06-30,3299.125
2003-07-01,3261.558
2003-07-02,3300.336
2003-07-03,3334.327
2003-07-04,3326.935
2003-07-07,3346.823
2003-07-08,3319.827
2003-07-09,3310.231
2003-07-10,3300.463
2003-07-11,3320.278
2003-07-14,3361.481
2003-07-15,3331.606
2003-07-16,3323.313
2003-07-17,3306.373
2003-07-18,3320.01
2003-07-21,3331.302
2003-07-22,3323.424
2003-07-23,3369.205
2003-07-24,3420.552
2003-07-25,3423.666
2003-07-28,3443.588
2003-07-29,3442.938
2003-07-30,3434.51
2003-07-31,3429.088
2003-08-01,3428.203
2003-08-04,3427.006
2003-08-05,3467.05
2003-08-06,3438.001
2003-08-07,3429.092
2003-08-08,3420.026
2003-08-11,3412.423
2003-08-12,3427.075
2003-08-13,3415.345
2003-08-14,3434.341
2003-08-15,3477.922
2003-08-18,3451.952
2003-08-19,3443.1
2003-08-20,3446.534
2003-08-21,3438.145
2003-08-22,3430.69
2003-08-25,3397.5
2003-08-26,3394.091
2003-08-27,3407.755
2003-08-28,3420.954
2003-08-29,3397.786
2003-09-01,3457.506
2003-09-02,3406.856
2003-09-03,3463.993
2003-09-04,3478.582
2003-09-05,3530.339
2003-09-08,3566.776
2003-09-09,3551.029
2003-09-10,3547.652
2003-09-11,3552.029
2003-09-12,3571.519
2003-09-15,3588.204
2003-09-16,3580.771
2003-09-17,3619.937
2003-09-18,3627.152
2003-09-19,3645.706
2003-09-22,3599.665
2003-09-23,3571.011
2003-09-24,3578.053
2003-09-25,3563.679
2003-09-26,3538.98
2003-09-29,3544.323
2003-09-30,3545.279
2003-10-01,3572.293
2003-10-02,3576.999
2003-10-03,3627.252
2003-10-06,3609.084
2003-10-07,3618.928
2003-10-08,3641.293
2003-10-09,3668.541
2003-10-10,3680.766
2003-10-13,3687.169
2003-10-14,3686.357
2003-10-15,3669.154
2003-10-16,3692.893
2003-10-17,3651.459
2003-10-20,3676.006
2003-10-21,3674.158
2003-10-22,3650.482
2003-10-23,3624.788
2003-10-24,3639.392
2003-10-27,3643.61
2003-10-28,3625.014
2003-10-29,3625.246
2003-10-30,3658.074
2003-10-31,3624.004
2003-11-03,3635.242
2003-11-04,3587.203
2003-11-05,3540.523
2003-11-06,3545.332
2003-11-07,3597.414
2003-11-10,3559.628
2003-11-11,3591.162
2003-11-12,3629.084
2003-11-13,3680.151
2003-11-14,3745.571
2003-11-17,3708.286
2003-11-18,3726.555
2003-11-19,3704.594
2003-11-20,3714.633
2003-11-21,3730.084
2003-11-24,3732.162
2003-11-25,3740.962
2003-11-26,3786.005
2003-11-27,3793.534
2003-11-28,3817.3
2003-12-01,3843.071
2003-12-02,3883.07
2003-12-03,3921.355
2003-12-04,3895.529
2003-12-05,3892.059
2003-12-08,3926.75
2003-12-09,3942.501
2003-12-10,3923.968
2003-12-11,3923.429
2003-12-12,3961.558
2003-12-15,3984.784
2003-12-16,3970.341
2003-12-17,3965.263
2003-12-18,4005.089
2003-12-19,3993.079
2003-12-22,3992.816
2003-12-23,4005.439
2003-12-24,4031.75
2003-12-25,4031.75
2003-12-26,4024.014
2003-12-29,4045.0
2003-12-30,4093.272
2003-12-31,4119.915
2004-01-01,4119.915
2004-01-02,4111.272
2004-01-05,4200.105
2004-01-06,4225.306
2004-01-07,4195.788
2004-01-08,4224.888
2004-01-09,4241.128
2004-01-12,4181.323
2004-01-13,4218.79
2004-01-14,4236.296
2004-01-15,4202.922
2004-01-16,4171.022
2004-01-19,4163.759
2004-01-20,4206.438
2004-01-21,4244.589
2004-01-22,4298.006
2004-01-23,4328.544
2004-01-26,4278.811
2004-01-27,4316.944
2004-01-28,4317.586
2004-01-29,4240.671
2004-01-30,4227.541
2004-02-02,4264.524
2004-02-03,4268.521
2004-02-04,4280.03
2004-02-05,4297.628
2004-02-06,4377.987
2004-02-09,4403.33
2004-02-10,4417.669
2004-02-11,4402.996
2004-02-12,4419.588
2004-02-13,4399.245
2004-02-16,4412.72
2004-02-17,4436.612
2004-02-18,4406.093
2004-02-19,4383.716
2004-02-20,4332.969
2004-02-23,4345.614
2004-02-24,4337.976
2004-02-25,4298.344
2004-02-26,4247.689
2004-02-27,4250.268
2004-03-01,4282.442
2004-03-02,4259.322
2004-03-03,4206.767
2004-03-04,4269.992
2004-03-05,4322.774
2004-03-08,4283.745
2004-03-09,4290.166
2004-03-10,4251.431
2004-03-11,4158.055
2004-03-12,4137.218
2004-03-15,4102.32
2004-03-16,4148.455
2004-03-17,4135.446
2004-03-18,4158.497
2004-03-19,4154.285
2004-03-22,4067.271
2004-03-23,4079.663
2004-03-24,4046.039
2004-03-25,4095.32
2004-03-26,4060.532
2004-03-29,4099.411
2004-03-30,4106.662
2004-03-31,4144.733
2004-04-01,4235.18
2004-04-02,4190.187
2004-04-05,4162.291
2004-04-06,4155.047
2004-04-07,4223.551
2004-04-08,4231.492
2004-04-09,4231.492
2004-04-12,4225.725
2004-04-13,4164.148
2004-04-14,4149.9
2004-04-15,4165.958
2004-04-16,4200.972
2004-04-19,4218.595
2004-04-20,4188.233
2004-04-21,4154.654
2004-04-22,4145.74
2004-04-23,4150.874
2004-04-26,4208.118
2004-04-27,4241.771
2004-04-28,4174.311
2004-04-29,4210.015
2004-04-30,4197.926
2004-05-03,4221.327
2004-05-04,4283.241
2004-05-05,4344.815
2004-05-06,4281.735
2004-05-07,4226.103
2004-05-10,4089.556
2004-05-11,4132.078
2004-05-12,4116.06
2004-05-13,4142.32
2004-05-14,4126.822
2004-05-17,4127.594
2004-05-18,4142.96
2004-05-19,4219.387
2004-05-20,4178.453
2004-05-21,4165.865
2004-05-24,4167.211
2004-05-25,4194.814
2004-05-26,4203.373
2004-05-27,4304.97
2004-05-28,4231.625
2004-05-31,4231.625
2004-06-01,4210.545
2004-06-02,4270.746
2004-06-03,4283.922
2004-06-04,4305.808
2004-06-07,4371.419
2004-06-08,4360.66
2004-06-09,4301.794
2004-06-10,4297.625
2004-06-11,4261.098
2004-06-14,4236.892
2004-06-15,4255.856
2004-06-16,4249.658
2004-06-17,4287.428
2004-06-18,4322.615
2004-06-21,4320.71
2004-06-22,4269.7
2004-06-23,4257.519
2004-06-24,4311.614
2004-06-25,4285.163
2004-06-28,4316.685
2004-06-29,4251.429
2004-06-30,4233.069
2004-07-01,4239.414
2004-07-02,4294.997
2004-07-05,4263.805
2004-07-06,4236.987
2004-07-07,4260.25
2004-07-08,4302.745
2004-07-09,4271.591
2004-07-12,4268.635
2004-07-13,4223.133
2004-07-14,4262.501
2004-07-15,4189.545
2004-07-16,4210.296
2004-07-19,4171.664
2004-07-20,4192.823
2004-07-21,4179.335
2004-07-22,4145.07
2004-07-23,4093.626
2004-07-26,4069.964
2004-07-27,4073.483
2004-07-28,4076.537
2004-07-29,4110.371
2004-07-30,4089.03
2004-08-02,4089.034
2004-08-03,4130.639
2004-08-04,4084.529
2004-08-05,4077.79
2004-08-06,4069.002
2004-08-09,4028.991
2004-08-10,4065.617
2004-08-11,4011.108
2004-08-12,4019.041
2004-08-13,4043.702
2004-08-16,4070.539
2004-08-17,4075.097
2004-08-18,4021.816
2004-08-19,4068.543
2004-08-20,4041.822
2004-08-23,4035.464
2004-08-24,4005.348
2004-08-25,3994.235
2004-08-26,4031.407
2004-08-27,4032.763
2004-08-30,4026.894
2004-08-31,4040.086
2004-09-01,4089.207
2004-09-02,4078.038
2004-09-03,4085.119
2004-09-06,4118.139
2004-09-07,4129.599
2004-09-08,4135.237
2004-09-09,4119.178
2004-09-10,4169.619
2004-09-13,4178.971
2004-09-14,4164.348
2004-09-15,4117.661
2004-09-16,4104.269
2004-09-17,4120.125
2004-09-20,4113.122
2004-09-21,4198.496
2004-09-22,4165.527
2004-09-23,4136.694
2004-09-24,4110.507
2004-09-27,4088.232
2004-09-28,4127.129
2004-09-29,4151.212
2004-09-30,4141.536
2004-10-01,4183.456
2004-10-04,4179.937
2004-10-05,4189.352
2004-10-06,4185.768
2004-10-07,4139.722
2004-10-08,4167.766
2004-10-11,4137.945
2004-10-12,4082.423
2004-10-13,4099.193
2004-10-14,4101.672
2004-10-15,4111.409
2004-10-18,4124.9
2004-10-19,4166.074
2004-10-20,4164.833
2004-10-21,4186.506
2004-10-22,4186.607
2004-10-25,4185.359
2004-10-26,4199.186
2004-10-27,4234.507
2004-10-28,4265.657
2004-10-29,4219.222
2004-11-01,4261.902
2004-11-02,4293.129
2004-11-03,4378.228
2004-11-04,4422.795
2004-11-05,4482.557
2004-11-08,4488.495
2004-11-09,4454.405
2004-11-10,4493.468
2004-11-11,4533.457
2004-11-12,4565.568
2004-11-15,4550.246
2004-11-16,4548.799
2004-11-17,4607.782
2004-11-18,4589.742
2004-11-19,4573.707
2004-11-22,4525.534
2004-11-23,4515.841
2004-11-24,4528.028
2004-11-25,4598.498
2004-11-26,4596.7
2004-11-29,4578.801
2004-11-30,4529.437
2004-12-01,4557.524
2004-12-02,4570.787
2004-12-03,4605.2
2004-12-06,4585.567
2004-12-07,4615.261
2004-12-08,4546.649
2004-12-09,4546.546
2004-12-10,4544.792
2004-12-13,4606.227
2004-12-14,4623.901
2004-12-15,4674.816
2004-12-16,4619.025
2004-12-17,4565.87
2004-12-20,4662.208
2004-12-21,4624.413
2004-12-22,4667.531
2004-12-23,4711.335
2004-12-24,4718.144
2004-12-27,4737.847
2004-12-28,4735.088
2004-12-29,4740.825
2004-12-30,4751.854
2004-12-31,4736.183
2005-01-03,4753.568
2005-01-04,4681.796
2005-01-05,4635.773
2005-01-06,4615.62
2005-01-07,4564.91
2005-01-10,4586.641
2005-01-11,4586.373
2005-01-12,4604.357
2005-01-13,4584.865
2005-01-14,4579.657
2005-01-17,4608.476
2005-01-18,4573.04
2005-01-19,4596.188
2005-01-20,4543.543
2005-01-21,4554.016
2005-01-24,4587.421
2005-01-25,4558.517
2005-01-26,4605.693
2005-01-27,4602.261
2005-01-28,4567.553
2005-01-31,4589.681
2005-02-01,4585.214
2005-02-02,4594.337
2005-02-03,4567.923
2005-02-04,4587.305
2005-02-07,4564.51
2005-02-08,4553.238
2005-02-09,4555.871
2005-02-10,4602.332
2005-02-11,4635.762
2005-02-14,4669.522
2005-02-15,4685.73
2005-02-16,4661.385
2005-02-17,4701.153
2005-02-18,4724.302
2005-02-21,4748.711
2005-02-22,4811.756
2005-02-23,4761.223
2005-02-24,4770.784
2005-02-25,4804.992
2005-02-28,4849.21
2005-03-01,4852.102
2005-03-02,4840.746
2005-03-03,4823.482
2005-03-04,4887.368
2005-03-07,4852.629
2005-03-08,4897.37
2005-03-09,4875.089
2005-03-10,4892.064
2005-03-11,4928.372
2005-03-14,4879.902
2005-03-15,4897.831
2005-03-16,4905.802
2005-03-17,4873.851
2005-03-18,4800.925
2005-03-21,4768.817
2005-03-22,4777.277
2005-03-23,4708.28
2005-03-24,4699.731
2005-03-25,4699.731
2005-03-28,4671.87
2005-03-29,4698.622
2005-03-30,4714.87
2005-03-31,4724.259
2005-04-01,4715.267
2005-04-04,4624.292
2005-04-05,4671.321
2005-04-06,4718.261
2005-04-07,4757.329
2005-04-08,4738.578
2005-04-11,4777.183
2005-04-12,4726.309
2005-04-13,4748.928
2005-04-14,4713.346
2005-04-15,4758.199
2005-04-18,4732.865
2005-04-19,4786.614
2005-04-20,4769.302
2005-04-21,4772.81
2005-04-22,4779.063
2005-04-25,4733.716
2005-04-26,4741.853
2005-04-27,4688.093
2005-04-28,4683.691
2005-04-29,4706.009
2005-05-02,4708.468
2005-05-03,4729.313
2005-05-04,4811.593
2005-05-05,4785.649
2005-05-06,4780.88
2005-05-09,4756.686
2005-05-10,4713.015
2005-05-11,4698.178
2005-05-12,4682.348
2005-05-13,4654.691
2005-05-16,4646.322
2005-05-17,4657.817
2005-05-18,4696.222
2005-05-19,4702.812
2005-05-20,4663.965
2005-05-23,4695.255
2005-05-24,4731.19
2005-05-25,4751.566
2005-05-26,4753.15
2005-05-27,4773.18
2005-05-30,4756.069
2005-05-31,4706.88
2005-06-01,4747.296
2005-06-02,4766.326
2005-06-03,4751.124
2005-06-06,4745.891
2005-06-07,4783.939
2005-06-08,4796.959
2005-06-09,4752.525
2005-06-10,4712.991
2005-06-13,4694.428
2005-06-14,4696.72
