Date,SWITZERLAND IMI VALUE IMI (Large+Mid+Small Cap)
2005-11-08,594.173
2005-11-09,595.234
2005-11-10,597.749
2005-11-11,604.286
2005-11-14,601.707
2005-11-15,599.756
2005-11-16,593.33
2005-11-17,606.656
2005-11-18,613.513
2005-11-21,616.22
2005-11-22,613.65
2005-11-23,620.067
2005-11-24,622.739
2005-11-25,623.349
2005-11-28,625.207
2005-11-29,625.482
2005-11-30,623.693
2005-12-01,633.764
2005-12-02,643.357
2005-12-05,654.503
2005-12-06,656.764
2005-12-07,648.079
2005-12-08,647.688
2005-12-09,646.89
2005-12-12,656.419
2005-12-13,655.778
2005-12-14,660.035
2005-12-15,650.181
2005-12-16,654.667
2005-12-19,651.961
2005-12-20,645.831
2005-12-21,648.219
2005-12-22,646.964
2005-12-23,647.351
2005-12-26,647.351
2005-12-27,649.425
2005-12-28,652.079
2005-12-29,652.241
2005-12-30,647.534
2006-01-02,647.534
2006-01-03,667.953
2006-01-04,684.741
2006-01-05,683.97
2006-01-06,694.138
2006-01-09,692.776
2006-01-10,686.486
2006-01-11,697.546
2006-01-12,698.815
2006-01-13,695.942
2006-01-16,697.942
2006-01-17,690.997
2006-01-18,685.075
2006-01-19,696.072
2006-01-20,688.191
2006-01-23,700.107
2006-01-24,696.533
2006-01-25,700.448
2006-01-26,707.544
2006-01-27,707.011
2006-01-30,704.671
2006-01-31,705.843
2006-02-01,712.103
2006-02-02,709.178
2006-02-03,703.185
2006-02-06,710.965
2006-02-07,707.887
2006-02-08,709.404
2006-02-09,711.99
2006-02-10,711.701
2006-02-13,715.531
2006-02-14,710.739
2006-02-15,686.793
2006-02-16,693.96
2006-02-17,692.391
2006-02-20,697.724
2006-02-21,702.443
2006-02-22,700.54
2006-02-23,701.982
2006-02-24,695.787
2006-02-27,694.715
2006-02-28,691.181
2006-03-01,699.124
2006-03-02,694.221
2006-03-03,698.972
2006-03-06,703.055
2006-03-07,689.196
2006-03-08,681.045
2006-03-09,678.192
2006-03-10,681.368
2006-03-13,690.477
2006-03-14,704.209
2006-03-15,704.561
2006-03-16,709.859
2006-03-17,710.859
2006-03-20,716.67
2006-03-21,708.855
2006-03-22,707.037
2006-03-23,696.932
2006-03-24,698.267
2006-03-27,699.946
2006-03-28,702.26
2006-03-29,699.273
2006-03-30,711.544
2006-03-31,706.884
2006-04-03,714.32
2006-04-04,725.268
2006-04-05,735.996
2006-04-06,737.074
2006-04-07,729.425
2006-04-10,725.993
2006-04-11,716.595
2006-04-12,715.56
2006-04-13,714.27
2006-04-14,714.27
2006-04-17,727.247
2006-04-18,730.405
2006-04-19,742.709
2006-04-20,744.984
2006-04-21,749.889
2006-04-24,749.081
2006-04-25,748.225
2006-04-26,751.698
2006-04-27,760.255
2006-04-28,772.017
2006-05-01,776.606
2006-05-02,782.761
2006-05-03,769.405
2006-05-04,779.268
2006-05-05,795.679
2006-05-08,797.284
2006-05-09,801.703
2006-05-10,802.674
2006-05-11,806.329
2006-05-12,793.609
2006-05-15,779.631
2006-05-16,775.559
2006-05-17,745.865
2006-05-18,739.151
2006-05-19,732.737
2006-05-22,716.937
2006-05-23,727.41
2006-05-24,716.961
2006-05-25,716.961
2006-05-26,727.494
2006-05-29,733.101
2006-05-30,726.187
2006-05-31,735.707
2006-06-01,734.761
2006-06-02,746.323
2006-06-05,747.718
2006-06-06,723.591
2006-06-07,719.873
2006-06-08,696.817
2006-06-09,705.781
2006-06-12,694.602
2006-06-13,675.16
2006-06-14,682.666
2006-06-15,700.786
2006-06-16,698.164
2006-06-19,699.263
2006-06-20,701.73
2006-06-21,705.888
2006-06-22,703.937
2006-06-23,700.669
2006-06-26,699.397
2006-06-27,694.998
2006-06-28,695.509
2006-06-29,707.271
2006-06-30,731.561
2006-07-03,738.06
2006-07-04,737.097
2006-07-05,726.051
2006-07-06,730.37
2006-07-07,733.895
2006-07-10,730.744
2006-07-11,726.509
2006-07-12,722.618
2006-07-13,714.795
2006-07-14,703.969
2006-07-17,696.734
2006-07-18,686.821
2006-07-19,703.889
2006-07-20,709.314
2006-07-21,706.784
2006-07-24,714.2
2006-07-25,714.999
2006-07-26,719.235
2006-07-27,733.843
2006-07-28,744.64
2006-07-31,743.872
2006-08-01,741.194
2006-08-02,739.429
2006-08-03,732.053
2006-08-04,744.955
2006-08-07,737.154
2006-08-08,735.525
2006-08-09,744.007
2006-08-10,734.52
2006-08-11,733.703
2006-08-14,736.901
2006-08-15,745.866
2006-08-16,755.425
2006-08-17,758.973
2006-08-18,754.521
2006-08-21,757.262
2006-08-22,753.552
2006-08-23,753.091
2006-08-24,752.87
2006-08-25,749.95
2006-08-28,755.526
2006-08-29,759.551
2006-08-30,765.115
2006-08-31,763.2
2006-09-01,764.848
2006-09-04,773.265
2006-09-05,769.503
2006-09-06,761.707
2006-09-07,754.282
2006-09-08,755.041
2006-09-11,753.549
2006-09-12,760.005
2006-09-13,760.841
2006-09-14,765.173
2006-09-15,768.78
2006-09-18,771.077
2006-09-19,771.818
2006-09-20,779.471
2006-09-21,784.252
2006-09-22,786.786
2006-09-25,783.318
2006-09-26,789.836
2006-09-27,787.141
2006-09-28,784.929
2006-09-29,781.55
2006-10-02,787.414
2006-10-03,785.342
2006-10-04,788.874
2006-10-05,794.813
2006-10-06,791.499
2006-10-09,792.701
2006-10-10,794.466
2006-10-11,796.825
2006-10-12,800.421
2006-10-13,794.765
2006-10-16,794.951
2006-10-17,787.152
2006-10-18,791.623
2006-10-19,795.044
2006-10-20,794.962
2006-10-23,795.799
2006-10-24,794.007
2006-10-25,796.752
2006-10-26,802.722
2006-10-27,809.067
2006-10-30,807.362
2006-10-31,806.339
2006-11-01,809.939
2006-11-02,817.476
2006-11-03,815.188
2006-11-06,825.772
2006-11-07,839.192
2006-11-08,836.577
2006-11-09,839.772
2006-11-10,845.583
2006-11-13,845.213
2006-11-14,845.27
2006-11-15,846.535
2006-11-16,845.441
2006-11-17,842.706
2006-11-20,844.749
2006-11-21,848.774
2006-11-22,856.222
2006-11-23,857.424
2006-11-24,857.063
2006-11-27,845.089
2006-11-28,844.003
2006-11-29,853.35
2006-11-30,855.439
2006-12-01,860.171
2006-12-04,863.856
2006-12-05,866.778
2006-12-06,872.893
2006-12-07,878.758
2006-12-08,877.005
2006-12-11,878.966
2006-12-12,881.498
2006-12-13,879.904
2006-12-14,878.963
2006-12-15,874.821
2006-12-18,878.736
2006-12-19,879.637
2006-12-20,882.902
2006-12-21,884.935
2006-12-22,880.553
2006-12-25,880.553
2006-12-26,879.254
2006-12-27,884.575
2006-12-28,886.767
2006-12-29,886.085
2007-01-01,886.085
2007-01-02,891.306
2007-01-03,894.329
2007-01-04,889.944
2007-01-05,881.319
2007-01-08,879.121
2007-01-09,880.009
2007-01-10,873.972
2007-01-11,879.695
2007-01-12,886.235
2007-01-15,891.846
2007-01-16,887.408
2007-01-17,892.692
2007-01-18,892.507
2007-01-19,894.977
2007-01-22,898.355
2007-01-23,906.482
2007-01-24,905.039
2007-01-25,906.687
2007-01-26,891.158
2007-01-29,896.117
2007-01-30,898.027
2007-01-31,899.836
2007-02-01,908.347
2007-02-02,909.644
2007-02-05,904.021
2007-02-06,907.739
2007-02-07,920.292
2007-02-08,915.3
2007-02-09,917.393
2007-02-12,908.513
2007-02-13,911.093
2007-02-14,921.012
2007-02-15,938.444
2007-02-16,946.514
2007-02-19,955.692
2007-02-20,952.191
2007-02-21,941.85
2007-02-22,945.355
2007-02-23,949.844
2007-02-26,953.774
2007-02-27,924.786
2007-02-28,906.673
2007-03-01,906.04
2007-03-02,906.452
2007-03-05,893.98
2007-03-06,900.728
2007-03-07,912.394
2007-03-08,920.588
2007-03-09,920.401
2007-03-12,921.837
2007-03-13,913.979
2007-03-14,888.093
2007-03-15,904.186
2007-03-16,906.867
2007-03-19,919.869
2007-03-20,928.009
2007-03-21,930.848
2007-03-22,953.908
2007-03-23,954.941
2007-03-26,948.085
2007-03-27,941.861
2007-03-28,936.867
2007-03-29,940.628
2007-03-30,936.21
2007-04-02,947.878
2007-04-03,952.642
2007-04-04,950.836
2007-04-05,953.453
2007-04-06,953.453
2007-04-09,944.615
2007-04-10,957.856
2007-04-11,956.907
2007-04-12,962.549
2007-04-13,963.756
2007-04-16,980.367
2007-04-17,979.907
2007-04-18,981.617
2007-04-19,979.832
2007-04-20,992.549
2007-04-23,993.986
2007-04-24,992.742
2007-04-25,1005.26
2007-04-26,1002.686
2007-04-27,997.642
2007-04-30,999.097
2007-05-01,992.844
2007-05-02,994.284
2007-05-03,988.303
2007-05-04,999.748
2007-05-07,999.967
2007-05-08,984.786
2007-05-09,993.193
2007-05-10,991.148
2007-05-11,1000.407
2007-05-14,996.415
2007-05-15,1001.061
2007-05-16,999.829
2007-05-17,993.307
2007-05-18,997.551
2007-05-21,994.445
2007-05-22,995.211
2007-05-23,1004.685
2007-05-24,990.879
2007-05-25,988.103
2007-05-28,988.103
2007-05-29,991.531
2007-05-30,986.857
2007-05-31,1000.0
2007-06-01,1001.115
2007-06-04,1004.476
2007-06-05,996.927
2007-06-06,981.934
2007-06-07,961.746
2007-06-08,950.596
2007-06-11,956.097
2007-06-12,949.891
2007-06-13,949.273
2007-06-14,963.504
2007-06-15,977.458
2007-06-18,975.846
2007-06-19,975.885
2007-06-20,981.408
2007-06-21,964.646
2007-06-22,962.058
2007-06-25,960.048
2007-06-26,949.934
2007-06-27,940.177
2007-06-28,944.944
2007-06-29,951.934
2007-07-02,960.426
2007-07-03,964.297
2007-07-04,966.45
2007-07-05,959.052
2007-07-06,963.968
2007-07-09,969.919
2007-07-10,964.976
2007-07-11,963.429
2007-07-12,963.64
2007-07-13,970.034
2007-07-16,980.258
2007-07-17,972.091
2007-07-18,959.208
2007-07-19,955.783
2007-07-20,941.297
2007-07-23,935.372
2007-07-24,930.558
2007-07-25,904.32
2007-07-26,882.183
2007-07-27,880.35
2007-07-30,882.343
2007-07-31,901.969
2007-08-01,903.771
2007-08-02,887.65
2007-08-03,885.493
2007-08-06,886.258
2007-08-07,898.493
2007-08-08,920.967
2007-08-09,900.591
2007-08-10,876.323
2007-08-13,880.25
2007-08-14,854.402
2007-08-15,842.272
2007-08-16,822.248
2007-08-17,849.099
2007-08-20,850.131
2007-08-21,848.834
2007-08-22,860.829
2007-08-23,861.088
2007-08-24,866.678
2007-08-27,868.206
2007-08-28,857.718
2007-08-29,858.478
2007-08-30,858.015
2007-08-31,861.283
2007-09-03,864.511
2007-09-04,874.196
2007-09-05,867.675
2007-09-06,867.35
2007-09-07,858.116
2007-09-10,851.112
2007-09-11,860.331
2007-09-12,864.593
2007-09-13,869.271
2007-09-14,858.765
2007-09-17,850.153
2007-09-18,861.437
2007-09-19,892.217
2007-09-20,896.107
2007-09-21,889.87
2007-09-24,884.466
2007-09-25,880.246
2007-09-26,880.197
2007-09-27,883.654
2007-09-28,891.057
2007-10-01,908.317
2007-10-02,919.678
2007-10-03,926.733
2007-10-04,929.214
2007-10-05,931.441
2007-10-08,926.331
2007-10-09,930.281
2007-10-10,937.481
2007-10-11,939.183
2007-10-12,934.202
2007-10-15,929.42
2007-10-16,916.994
2007-10-17,917.695
2007-10-18,918.31
2007-10-19,906.688
2007-10-22,889.925
2007-10-23,895.608
2007-10-24,884.612
2007-10-25,889.729
2007-10-26,893.769
2007-10-29,896.159
2007-10-30,891.794
2007-10-31,904.661
2007-11-01,877.939
2007-11-02,857.119
2007-11-05,838.388
2007-11-06,850.266
2007-11-07,845.088
2007-11-08,836.211
2007-11-09,816.636
2007-11-12,827.118
2007-11-13,835.016
2007-11-14,852.443
2007-11-15,840.936
2007-11-16,827.521
2007-11-19,794.29
2007-11-20,796.018
2007-11-21,770.758
2007-11-22,773.407
2007-11-23,789.814
2007-11-26,788.333
2007-11-27,800.504
2007-11-28,824.194
2007-11-29,833.588
2007-11-30,841.701
2007-12-03,833.615
2007-12-04,829.39
2007-12-05,835.249
2007-12-06,840.084
2007-12-07,851.812
2007-12-10,867.542
2007-12-11,858.157
2007-12-12,852.109
2007-12-13,825.953
2007-12-14,822.912
2007-12-17,804.897
2007-12-18,801.533
2007-12-19,791.75
2007-12-20,788.877
2007-12-21,791.753
2007-12-24,790.694
2007-12-25,790.694
2007-12-26,795.883
2007-12-27,806.138
2007-12-28,813.631
2007-12-31,811.367
2008-01-01,811.367
2008-01-02,821.673
2008-01-03,807.366
2008-01-04,795.212
2008-01-07,775.292
2008-01-08,778.168
2008-01-09,773.651
2008-01-10,778.677
2008-01-11,785.869
2008-01-14,801.583
2008-01-15,787.651
2008-01-16,762.868
2008-01-17,747.552
2008-01-18,718.378
2008-01-21,665.892
2008-01-22,708.066
2008-01-23,711.374
2008-01-24,766.005
2008-01-25,752.516
2008-01-28,748.326
2008-01-29,765.301
2008-01-30,762.668
2008-01-31,756.247
2008-02-01,770.448
2008-02-04,761.047
2008-02-05,726.269
2008-02-06,726.436
2008-02-07,706.655
2008-02-08,705.951
2008-02-11,691.753
2008-02-12,712.961
2008-02-13,710.086
2008-02-14,700.204
2008-02-15,688.575
2008-02-18,692.688
2008-02-19,687.643
2008-02-20,683.799
2008-02-21,691.561
2008-02-22,686.028
2008-02-25,701.105
2008-02-26,716.77
2008-02-27,731.929
2008-02-28,722.484
2008-02-29,717.898
2008-03-03,701.199
2008-03-04,692.298
2008-03-05,696.988
2008-03-06,681.024
2008-03-07,674.588
2008-03-10,662.048
2008-03-11,675.09
2008-03-12,707.238
2008-03-13,696.486
2008-03-14,680.643
2008-03-17,640.835
2008-03-18,683.385
2008-03-19,684.96
2008-03-20,666.653
2008-03-21,666.653
2008-03-24,658.799
2008-03-25,705.124
2008-03-26,705.303
2008-03-27,714.661
2008-03-28,705.473
2008-03-31,711.358
2008-04-01,745.026
2008-04-02,765.586
2008-04-03,748.108
2008-04-04,766.202
2008-04-07,776.04
2008-04-08,773.309
2008-04-09,761.146
2008-04-10,757.976
2008-04-11,753.152
2008-04-14,741.796
2008-04-15,740.628
2008-04-16,753.553
2008-04-17,747.881
2008-04-18,760.751
2008-04-21,766.819
2008-04-22,762.891
2008-04-23,745.151
2008-04-24,743.437
2008-04-25,760.074
2008-04-28,774.484
2008-04-29,765.101
2008-04-30,762.193
2008-05-01,757.393
2008-05-02,775.05
2008-05-05,776.764
2008-05-06,759.973
2008-05-07,755.623
2008-05-08,745.952
2008-05-09,740.158
2008-05-12,739.096
2008-05-13,736.938
2008-05-14,734.869
2008-05-15,742.612
2008-05-16,740.098
2008-05-19,740.077
2008-05-20,737.222
2008-05-21,730.173
2008-05-22,726.281
2008-05-23,720.0
2008-05-26,703.294
2008-05-27,699.157
2008-05-28,695.249
2008-05-29,691.173
2008-05-30,689.183
2008-06-02,682.909
2008-06-03,684.13
2008-06-04,684.764
2008-06-05,694.876
2008-06-06,683.94
2008-06-09,670.991
2008-06-10,660.962
2008-06-11,653.988
2008-06-12,653.723
2008-06-13,663.662
2008-06-16,667.738
2008-06-17,670.352
2008-06-18,657.578
2008-06-19,639.203
2008-06-20,634.174
2008-06-23,612.911
2008-06-24,621.046
2008-06-25,635.867
2008-06-26,624.368
2008-06-27,622.029
2008-06-30,616.819
2008-07-01,595.863
2008-07-02,596.537
2008-07-03,596.697
2008-07-04,587.457
2008-07-07,578.23
2008-07-08,570.255
2008-07-09,588.427
2008-07-10,583.008
2008-07-11,573.239
2008-07-14,573.424
2008-07-15,560.121
2008-07-16,558.741
2008-07-17,585.343
2008-07-18,607.674
2008-07-21,617.198
2008-07-22,613.277
2008-07-23,632.09
2008-07-24,636.497
2008-07-25,611.618
2008-07-28,599.204
2008-07-29,590.531
2008-07-30,601.185
2008-07-31,604.869
2008-08-01,604.523
2008-08-04,593.592
2008-08-05,614.857
2008-08-06,626.52
2008-08-07,623.153
2008-08-08,611.824
2008-08-11,627.952
2008-08-12,619.414
2008-08-13,593.252
2008-08-14,597.188
2008-08-15,595.997
2008-08-18,596.111
2008-08-19,575.902
2008-08-20,580.013
2008-08-21,581.066
2008-08-22,590.635
2008-08-25,590.033
2008-08-26,587.828
2008-08-27,582.658
2008-08-28,600.512
2008-08-29,605.207
2008-09-01,600.977
2008-09-02,609.171
2008-09-03,607.169
2008-09-04,588.467
2008-09-05,575.041
2008-09-08,600.251
2008-09-09,600.528
2008-09-10,584.605
2008-09-11,571.161
2008-09-12,586.313
2008-09-15,552.712
2008-09-16,515.584
2008-09-17,509.172
2008-09-18,522.744
2008-09-19,603.403
2008-09-22,597.405
2008-09-23,581.529
2008-09-24,589.359
2008-09-25,609.958
2008-09-26,594.993
2008-09-29,547.804
2008-09-30,544.212
2008-10-01,554.482
2008-10-02,557.064
2008-10-03,591.044
2008-10-06,534.356
2008-10-07,514.916
2008-10-08,476.731
2008-10-09,464.552
2008-10-10,420.509
2008-10-13,473.431
2008-10-14,520.14
2008-10-15,482.524
2008-10-16,462.729
2008-10-17,467.461
2008-10-20,462.827
2008-10-21,466.613
2008-10-22,443.075
2008-10-23,427.6
2008-10-24,413.419
2008-10-27,379.605
2008-10-28,377.91
2008-10-29,430.975
2008-10-30,442.953
2008-10-31,457.361
2008-11-03,459.482
2008-11-04,482.871
2008-11-05,467.99
2008-11-06,429.641
2008-11-07,428.118
2008-11-10,432.788
2008-11-11,403.521
2008-11-12,383.952
2008-11-13,374.76
2008-11-14,378.986
2008-11-17,362.97
2008-11-18,355.958
2008-11-19,329.186
2008-11-20,309.914
2008-11-21,309.413
2008-11-24,351.452
2008-11-25,369.972
2008-11-26,367.451
2008-11-27,388.141
2008-11-28,394.918
2008-12-01,363.488
2008-12-02,368.468
2008-12-03,358.405
2008-12-04,377.795
2008-12-05,361.578
2008-12-08,398.574
2008-12-09,399.853
2008-12-10,403.402
2008-12-11,399.186
2008-12-12,389.1
2008-12-15,390.555
2008-12-16,395.304
2008-12-17,419.603
2008-12-18,430.007
2008-12-19,401.778
2008-12-22,396.196
2008-12-23,403.01
2008-12-24,406.985
2008-12-25,406.985
2008-12-26,408.696
2008-12-29,422.679
2008-12-30,427.6
2008-12-31,422.759
2009-01-01,422.759
2009-01-02,420.134
2009-01-05,432.962
2009-01-06,428.048
2009-01-07,432.498
2009-01-08,427.801
2009-01-09,422.834
2009-01-12,412.918
2009-01-13,397.189
2009-01-14,382.708
2009-01-15,378.325
2009-01-16,385.635
2009-01-19,361.306
2009-01-20,339.03
2009-01-21,335.365
2009-01-22,337.563
2009-01-23,327.911
2009-01-26,351.463
2009-01-27,351.452
2009-01-28,375.764
2009-01-29,365.508
2009-01-30,353.404
2009-02-02,345.243
2009-02-03,350.893
2009-02-04,367.188
2009-02-05,347.387
2009-02-06,342.855
2009-02-09,347.201
2009-02-10,345.665
2009-02-11,342.78
2009-02-12,338.705
2009-02-13,347.637
2009-02-16,335.192
2009-02-17,312.073
2009-02-18,310.342
2009-02-19,309.923
2009-02-20,291.084
2009-02-23,285.332
2009-02-24,280.696
2009-02-25,281.489
2009-02-26,300.706
2009-02-27,297.425
2009-03-02,276.492
2009-03-03,269.474
2009-03-04,276.815
2009-03-05,259.858
2009-03-06,253.323
2009-03-09,241.884
2009-03-10,264.797
2009-03-11,276.331
2009-03-12,276.339
2009-03-13,284.931
2009-03-16,295.959
2009-03-17,296.687
2009-03-18,306.426
2009-03-19,330.309
2009-03-20,335.48
2009-03-23,352.242
2009-03-24,343.495
2009-03-25,353.04
2009-03-26,353.263
2009-03-27,335.844
2009-03-30,317.115
2009-03-31,338.773
2009-04-01,346.92
2009-04-02,375.548
2009-04-03,370.897
2009-04-06,362.208
2009-04-07,352.759
2009-04-08,355.721
2009-04-09,370.339
2009-04-10,370.339
2009-04-13,374.746
2009-04-14,381.409
2009-04-15,373.602
2009-04-16,391.432
2009-04-17,385.172
2009-04-20,366.74
2009-04-21,369.164
2009-04-22,382.051
2009-04-23,391.733
2009-04-24,405.622
2009-04-27,406.818
2009-04-28,395.777
2009-04-29,416.115
2009-04-30,424.598
2009-05-01,425.308
2009-05-04,433.558
2009-05-05,429.823
2009-05-06,428.217
2009-05-07,428.671
2009-05-08,452.18
2009-05-11,455.175
2009-05-12,451.617
2009-05-13,426.439
2009-05-14,436.525
2009-05-15,439.378
2009-05-18,446.703
2009-05-19,461.611
2009-05-20,466.395
2009-05-21,464.281
2009-05-22,460.145
2009-05-25,460.786
2009-05-26,463.6
2009-05-27,468.202
2009-05-28,459.716
2009-05-29,470.483
2009-06-01,468.135
2009-06-02,486.154
2009-06-03,476.196
2009-06-04,482.643
2009-06-05,480.651
2009-06-08,472.595
2009-06-09,474.896
2009-06-10,482.261
2009-06-11,490.244
2009-06-12,484.738
2009-06-15,470.798
2009-06-16,468.662
2009-06-17,458.022
2009-06-18,463.898
2009-06-19,464.419
2009-06-22,451.27
2009-06-23,451.179
2009-06-24,458.221
2009-06-25,450.012
2009-06-26,455.565
2009-06-29,464.921
2009-06-30,458.201
2009-07-01,467.895
2009-07-02,454.707
2009-07-03,452.408
2009-07-06,446.446
2009-07-07,443.407
2009-07-08,432.502
2009-07-09,435.756
2009-07-10,432.692
2009-07-13,440.548
2009-07-14,445.9
2009-07-15,461.652
2009-07-16,466.256
2009-07-17,466.728
2009-07-20,478.031
2009-07-21,484.793
2009-07-22,481.761
2009-07-23,488.652
2009-07-24,490.022
2009-07-27,491.485
2009-07-28,483.105
2009-07-29,486.473
2009-07-30,495.314
2009-07-31,506.765
2009-08-03,525.734
2009-08-04,523.4
2009-08-05,523.727
2009-08-06,529.333
2009-08-07,528.782
2009-08-10,530.871
2009-08-11,521.12
2009-08-12,532.25
2009-08-13,538.227
2009-08-14,536.499
2009-08-17,521.554
2009-08-18,530.469
2009-08-19,539.554
2009-08-20,541.621
2009-08-21,555.557
2009-08-24,567.959
2009-08-25,574.672
2009-08-26,567.743
2009-08-27,562.857
2009-08-28,578.898
2009-08-31,574.85
2009-09-01,565.071
2009-09-02,552.92
2009-09-03,553.619
2009-09-04,555.627
2009-09-07,567.588
2009-09-08,577.73
2009-09-09,585.257
2009-09-10,589.392
2009-09-11,591.57
2009-09-14,588.903
2009-09-15,587.392
2009-09-16,597.036
2009-09-17,603.367
2009-09-18,607.378
2009-09-21,598.001
2009-09-22,607.377
2009-09-23,610.196
2009-09-24,600.776
2009-09-25,596.247
2009-09-28,599.734
2009-09-29,597.373
2009-09-30,603.465
2009-10-01,596.201
2009-10-02,589.531
2009-10-05,594.639
2009-10-06,614.178
2009-10-07,608.078
2009-10-08,613.969
2009-10-09,619.138
2009-10-12,632.186
2009-10-13,624.478
2009-10-14,632.464
2009-10-15,631.123
2009-10-16,625.21
2009-10-19,628.782
2009-10-20,626.313
2009-10-21,629.546
2009-10-22,629.896
2009-10-23,630.56
2009-10-26,610.826
2009-10-27,600.476
2009-10-28,579.403
2009-10-29,590.835
2009-10-30,578.463
2009-11-02,578.933
2009-11-03,574.811
2009-11-04,595.102
2009-11-05,590.766
2009-11-06,589.184
2009-11-09,603.237
2009-11-10,595.606
2009-11-11,604.403
2009-11-12,601.615
2009-11-13,601.279
2009-11-16,617.53
2009-11-17,606.883
2009-11-18,608.143
2009-11-19,592.03
2009-11-20,586.175
2009-11-23,601.921
2009-11-24,599.945
2009-11-25,605.654
2009-11-26,586.465
2009-11-27,593.018
2009-11-30,583.088
2009-12-01,596.065
2009-12-02,595.273
2009-12-03,598.959
2009-12-04,594.832
2009-12-07,588.827
2009-12-08,580.96
2009-12-09,572.953
2009-12-10,577.978
2009-12-11,572.584
2009-12-14,576.043
2009-12-15,571.449
2009-12-16,577.939
2009-12-17,567.729
2009-12-18,564.586
2009-12-21,569.381
2009-12-22,571.36
2009-12-23,581.234
2009-12-24,581.598
2009-12-25,581.598
2009-12-28,587.615
2009-12-29,589.784
2009-12-30,582.857
2009-12-31,586.945
2010-01-01,586.945
2010-01-04,599.614
2010-01-05,607.643
2010-01-06,608.766
2010-01-07,604.334
2010-01-08,608.716
2010-01-11,616.447
2010-01-12,614.17
2010-01-13,613.305
2010-01-14,615.684
2010-01-15,611.442
2010-01-18,615.0
2010-01-19,610.094
2010-01-20,596.087
2010-01-21,589.57
2010-01-22,586.981
2010-01-25,584.791
2010-01-26,585.082
2010-01-27,584.559
2010-01-28,580.571
2010-01-29,581.664
2010-02-01,585.85
2010-02-02,591.075
2010-02-03,586.174
2010-02-04,587.41
2010-02-05,570.361
2010-02-08,573.605
2010-02-09,574.244
2010-02-10,579.567
2010-02-11,577.474
2010-02-12,574.45
2010-02-15,580.671
2010-02-16,588.701
2010-02-17,590.658
2010-02-18,592.911
2010-02-19,592.863
2010-02-22,598.1
2010-02-23,593.224
2010-02-24,596.759
2010-02-25,590.953
2010-02-26,601.973
2010-03-01,600.204
2010-03-02,605.169
2010-03-03,616.718
2010-03-04,613.823
2010-03-05,617.03
2010-03-08,623.812
2010-03-09,618.958
2010-03-10,626.288
2010-03-11,625.554
2010-03-12,633.993
2010-03-15,629.164
2010-03-16,638.865
2010-03-17,643.557
2010-03-18,637.21
2010-03-19,637.278
2010-03-22,634.442
2010-03-23,639.092
2010-03-24,630.564
2010-03-25,632.335
2010-03-26,635.143
2010-03-29,640.466
2010-03-30,640.112
2010-03-31,650.513
2010-04-01,656.606
2010-04-02,656.606
2010-04-05,648.094
2010-04-06,647.78
2010-04-07,645.349
2010-04-08,638.047
2010-04-09,645.707
2010-04-12,657.29
2010-04-13,655.399
2010-04-14,657.677
2010-04-15,656.369
2010-04-16,650.471
2010-04-19,638.362
2010-04-20,637.422
2010-04-21,633.642
2010-04-22,623.478
2010-04-23,629.171
2010-04-26,630.45
2010-04-27,614.601
2010-04-28,598.747
2010-04-29,609.418
2010-04-30,607.458
2010-05-03,599.841
2010-05-04,582.726
2010-05-05,567.832
2010-05-06,569.434
2010-05-07,549.809
2010-05-10,583.076
2010-05-11,584.429
2010-05-12,592.662
2010-05-13,589.046
2010-05-14,568.781
2010-05-17,561.181
2010-05-18,568.745
2010-05-19,548.142
2010-05-20,540.777
2010-05-21,543.206
2010-05-24,538.656
2010-05-25,524.473
2010-05-26,534.349
2010-05-27,546.983
2010-05-28,549.767
2010-05-31,550.176
2010-06-01,548.127
2010-06-02,545.882
2010-06-03,553.455
2010-06-04,536.784
2010-06-07,535.879
2010-06-08,533.99
2010-06-09,545.747
2010-06-10,550.469
2010-06-11,555.909
2010-06-14,569.21
2010-06-15,573.482
2010-06-16,576.438
2010-06-17,583.567
2010-06-18,588.348
2010-06-21,594.173
2010-06-22,586.238
2010-06-23,577.446
2010-06-24,568.158
2010-06-25,567.636
2010-06-28,578.836
2010-06-29,562.415
2010-06-30,563.078
2010-07-01,561.761
2010-07-02,563.067
2010-07-05,563.144
2010-07-06,580.011
2010-07-07,589.621
2010-07-08,600.365
2010-07-09,601.731
2010-07-12,601.424
2010-07-13,613.444
2010-07-14,613.02
2010-07-15,612.736
2010-07-16,597.723
2010-07-19,594.834
2010-07-20,594.551
2010-07-21,599.554
2010-07-22,608.46
2010-07-23,603.35
2010-07-26,611.281
2010-07-27,621.527
2010-07-28,625.995
2010-07-29,632.647
2010-07-30,627.027
2010-08-02,649.269
2010-08-03,650.125
2010-08-04,644.235
2010-08-05,641.325
2010-08-06,641.855
2010-08-09,640.833
2010-08-10,625.689
2010-08-11,611.057
2010-08-12,610.402
2010-08-13,608.065
2010-08-16,610.724
2010-08-17,618.61
2010-08-18,618.816
2010-08-19,616.961
2010-08-20,603.054
2010-08-23,604.857
2010-08-24,603.317
2010-08-25,598.15
2010-08-26,604.901
2010-08-27,606.521
2010-08-30,609.023
2010-08-31,612.585
2010-09-01,626.591
2010-09-02,628.536
2010-09-03,637.14
2010-09-06,636.656
2010-09-07,628.932
2010-09-08,630.543
2010-09-09,636.159
2010-09-10,629.02
2010-09-13,646.667
2010-09-14,653.443
2010-09-15,646.345
2010-09-16,639.681
