Date,SWITZERLAND IMI VALUE IMI (Large+Mid+Small Cap)
2013-01-31,814.506
2013-02-28,826.448
2013-03-29,842.341
2013-04-30,883.959
2013-05-31,859.319
2013-06-28,845.9
2013-07-31,878.044
2013-08-30,870.16
2013-09-30,915.946
2013-10-31,955.129
2013-11-29,971.512
2013-12-31,988.322
2014-01-31,974.221
2014-02-28,1035.253
2014-03-31,1039.093
2014-04-30,1069.238
2014-05-30,1090.685
2014-06-30,1085.996
2014-07-31,1042.998
2014-08-29,1070.997
2014-09-30,1051.703
2014-10-31,1041.262
2014-11-28,1061.686
2014-12-31,1030.929
2015-01-30,1043.731
2015-02-27,1085.121
2015-03-31,1099.792
2015-04-30,1127.954
2015-05-29,1130.105
2015-06-30,1088.49
2015-07-31,1131.667
2015-08-31,1066.155
2015-09-30,1018.073
2015-10-30,1058.38
2015-11-30,1020.682
2015-12-31,1030.637
2016-01-29,948.728
2016-02-29,930.117
2016-03-31,985.553
2016-04-29,1013.139
2016-05-31,1013.28
2016-06-30,964.076
2016-07-29,991.249
2016-08-31,1002.883
2016-09-30,1010.079
2016-10-31,996.056
2016-11-30,1003.237
2016-12-30,1038.134
2017-01-31,1082.916
2017-02-28,1077.941
2017-03-31,1099.718
2017-04-28,1154.988
2017-05-31,1188.697
2017-06-30,1209.956
2017-07-31,1234.778
2017-08-31,1209.129
2017-09-29,1234.896
2017-10-31,1223.703
2017-11-30,1251.271
2017-12-29,1267.785
2018-01-31,1348.134
2018-02-28,1277.784
2018-03-30,1243.588
2018-04-30,1233.289
2018-05-31,1173.742
2018-06-29,1183.491
2018-07-31,1261.699
2018-08-31,1247.584
2018-09-28,1269.817
2018-10-31,1238.352
2018-11-30,1247.806
2018-12-31,1179.784
2019-01-31,1243.49
2019-02-28,1279.947
2019-03-29,1299.8
2019-04-30,1338.059
2019-05-31,1322.158
2019-06-28,1414.393
2019-07-31,1383.485
2019-08-30,1366.949
2019-09-30,1409.901
2019-10-31,1447.632
2019-11-29,1483.705
2019-12-31,1551.267
2020-01-31,1533.809
2020-02-28,1384.92
2020-03-31,1224.523
2020-04-30,1289.207
2020-05-29,1313.637
2020-06-30,1372.534
2020-07-31,1384.409
2020-08-31,1437.526
2020-09-30,1410.131
2020-10-30,1318.504
2020-11-30,1570.58
2020-12-31,1633.033
2021-01-29,1606.728
2021-02-26,1602.366
2021-03-31,1630.72
2021-04-30,1658.605
2021-05-31,1723.208
2021-06-30,1712.642
2021-07-30,1757.935
2021-08-31,1777.911
2021-09-30,1640.553
2021-10-29,1701.064
2021-11-30,1638.023
2021-12-31,1771.901
2022-01-31,1728.97
2022-02-28,1715.34
2022-03-31,1758.963
2022-04-29,1708.521
2022-05-31,1711.291
2022-06-30,1558.029
2022-07-29,1606.84
2022-08-31,1544.096
2022-09-30,1425.565
2022-10-31,1508.215
2022-11-30,1655.455
2022-12-30,1691.713
2023-01-31,1786.066
2023-02-28,1751.75
2023-03-31,1817.516
2023-04-28,1940.742
2023-05-31,1817.682
2023-06-30,1897.619
2023-07-31,2015.013
2023-08-31,1992.878
2023-09-29,1946.094
2023-10-31,1889.504
2023-11-30,2063.371
2023-12-29,2172.713
2024-01-31,2175.265
2024-02-29,2110.474
2024-03-29,2128.87
2024-04-30,2049.216
2024-05-31,2201.002
2024-06-28,2249.791
2024-07-31,2404.43
2024-08-30,2533.169
2024-09-30,2475.493
2024-10-31,2367.995
2024-11-29,2322.996
2024-12-31,2215.467
2025-01-31,2362.51
2025-02-28,2499.321
2025-03-31,2583.57
2025-04-30,2731.432
2025-05-30,2751.435
