Date,SWITZERLAND IMI VALUE IMI (Large+Mid+Small Cap)
2002-06-27,354.739
2002-06-28,373.665
2002-07-01,374.384
2002-07-02,364.292
2002-07-03,351.08
2002-07-04,356.18
2002-07-05,367.179
2002-07-08,369.161
2002-07-09,368.39
2002-07-10,353.598
2002-07-11,335.476
2002-07-12,343.017
2002-07-15,329.754
2002-07-16,329.205
2002-07-17,337.989
2002-07-18,340.158
2002-07-19,325.135
2002-07-22,297.193
2002-07-23,284.351
2002-07-24,275.123
2002-07-25,296.407
2002-07-26,298.846
2002-07-29,312.202
2002-07-30,310.969
2002-07-31,306.941
2002-08-01,296.711
2002-08-02,288.746
2002-08-05,276.888
2002-08-06,285.632
2002-08-07,281.057
2002-08-08,289.491
2002-08-09,296.601
2002-08-12,294.259
2002-08-13,299.778
2002-08-14,299.46
2002-08-15,307.376
2002-08-16,310.264
2002-08-19,319.717
2002-08-20,316.218
2002-08-21,325.648
2002-08-22,330.813
2002-08-23,327.432
2002-08-26,324.564
2002-08-27,333.925
2002-08-28,318.645
2002-08-29,313.146
2002-08-30,314.554
2002-09-02,308.063
2002-09-03,299.942
2002-09-04,298.996
2002-09-05,298.326
2002-09-06,306.105
2002-09-09,301.204
2002-09-10,303.732
2002-09-11,311.756
2002-09-12,301.777
2002-09-13,293.216
2002-09-16,293.311
2002-09-17,289.249
2002-09-18,278.88
2002-09-19,274.164
2002-09-20,273.328
2002-09-23,261.11
2002-09-24,263.282
2002-09-25,266.734
2002-09-26,279.836
2002-09-27,283.318
2002-09-30,279.558
2002-10-01,272.43
2002-10-02,278.047
2002-10-03,269.93
2002-10-04,252.894
2002-10-07,240.541
2002-10-08,236.117
2002-10-09,239.731
2002-10-10,248.285
2002-10-11,266.396
2002-10-14,264.756
2002-10-15,286.173
2002-10-16,284.098
2002-10-17,289.105
2002-10-18,289.922
2002-10-21,289.969
2002-10-22,286.751
2002-10-23,278.633
2002-10-24,288.407
2002-10-25,292.073
2002-10-28,296.075
2002-10-29,284.786
2002-10-30,297.058
2002-10-31,305.348
2002-11-01,305.22
2002-11-04,317.334
2002-11-05,320.397
2002-11-06,313.079
2002-11-07,309.843
2002-11-08,306.89
2002-11-11,299.566
2002-11-12,303.578
2002-11-13,301.891
2002-11-14,308.909
2002-11-15,314.79
2002-11-18,315.481
2002-11-19,315.827
2002-11-20,316.006
2002-11-21,326.68
2002-11-22,332.287
2002-11-25,329.314
2002-11-26,321.659
2002-11-27,328.567
2002-11-28,331.535
2002-11-29,332.043
2002-12-02,334.154
2002-12-03,326.279
2002-12-04,324.002
2002-12-05,321.978
2002-12-06,322.717
2002-12-09,316.32
2002-12-10,321.596
2002-12-11,324.472
2002-12-12,322.666
2002-12-13,320.381
2002-12-16,326.814
2002-12-17,325.922
2002-12-18,320.837
2002-12-19,315.291
2002-12-20,316.92
2002-12-23,315.508
2002-12-24,317.715
2002-12-25,317.715
2002-12-26,318.223
2002-12-27,307.142
2002-12-30,312.357
2002-12-31,314.593
2003-01-01,314.593
2003-01-02,310.44
2003-01-03,329.182
2003-01-06,333.196
2003-01-07,330.752
2003-01-08,325.136
2003-01-09,329.821
2003-01-10,334.634
2003-01-13,338.199
2003-01-14,345.858
2003-01-15,341.1
2003-01-16,337.123
2003-01-17,333.548
2003-01-20,329.573
2003-01-21,324.728
2003-01-22,312.941
2003-01-23,313.562
2003-01-24,309.712
2003-01-27,297.88
2003-01-28,297.104
2003-01-29,296.333
2003-01-30,297.533
2003-01-31,295.505
2003-02-03,301.157
2003-02-04,296.821
2003-02-05,298.754
2003-02-06,290.342
2003-02-07,284.314
2003-02-10,276.923
2003-02-11,284.365
2003-02-12,281.318
2003-02-13,283.136
2003-02-14,290.061
2003-02-17,298.624
2003-02-18,292.926
2003-02-19,287.267
2003-02-20,289.405
2003-02-21,287.514
2003-02-24,281.009
2003-02-25,272.528
2003-02-26,262.589
2003-02-27,269.518
2003-02-28,275.027
2003-03-03,278.826
2003-03-04,269.935
2003-03-05,265.316
2003-03-06,264.799
2003-03-07,259.264
2003-03-10,246.62
2003-03-11,248.337
2003-03-12,240.221
2003-03-13,248.383
2003-03-14,264.297
2003-03-17,271.641
2003-03-18,272.656
2003-03-19,276.347
2003-03-20,273.313
2003-03-21,283.386
2003-03-24,273.623
2003-03-25,274.412
2003-03-26,273.986
2003-03-27,272.383
2003-03-28,277.007
2003-03-31,274.344
2003-04-01,276.285
2003-04-02,282.234
2003-04-03,285.72
2003-04-04,289.725
2003-04-07,299.086
2003-04-08,295.21
2003-04-09,295.997
2003-04-10,294.899
2003-04-11,298.41
2003-04-14,304.632
2003-04-15,311.695
2003-04-16,311.468
2003-04-17,314.17
2003-04-18,314.17
2003-04-21,311.107
2003-04-22,318.44
2003-04-23,323.961
2003-04-24,319.486
2003-04-25,312.887
2003-04-28,317.064
2003-04-29,315.654
2003-04-30,320.479
2003-05-01,324.244
2003-05-02,321.279
2003-05-05,325.671
2003-05-06,335.902
2003-05-07,339.407
2003-05-08,332.818
2003-05-09,330.5
2003-05-12,330.551
2003-05-13,335.353
2003-05-14,337.497
2003-05-15,341.108
2003-05-16,348.49
2003-05-19,341.248
2003-05-20,339.723
2003-05-21,333.604
2003-05-22,345.672
2003-05-23,348.548
2003-05-26,347.486
2003-05-27,350.387
2003-05-28,354.51
2003-05-29,356.637
2003-05-30,354.97
2003-06-02,365.008
2003-06-03,359.77
2003-06-04,365.234
2003-06-05,366.64
2003-06-06,365.955
2003-06-09,369.641
2003-06-10,367.953
2003-06-11,379.145
2003-06-12,382.678
2003-06-13,375.895
2003-06-16,382.172
2003-06-17,385.567
2003-06-18,380.649
2003-06-19,373.958
2003-06-20,374.691
2003-06-23,365.727
2003-06-24,364.304
2003-06-25,367.246
2003-06-26,358.817
2003-06-27,360.352
2003-06-30,356.878
2003-07-01,355.772
2003-07-02,359.808
2003-07-03,362.702
2003-07-04,361.94
2003-07-07,365.833
2003-07-08,366.003
2003-07-09,363.166
2003-07-10,360.377
2003-07-11,362.388
2003-07-14,368.017
2003-07-15,365.877
2003-07-16,367.576
2003-07-17,365.397
2003-07-18,368.94
2003-07-21,369.564
2003-07-22,367.525
2003-07-23,367.662
2003-07-24,373.137
2003-07-25,374.261
2003-07-28,377.935
2003-07-29,378.121
2003-07-30,376.6
2003-07-31,378.472
2003-08-01,381.582
2003-08-04,379.997
2003-08-05,384.757
2003-08-06,380.503
2003-08-07,378.375
2003-08-08,378.851
2003-08-11,377.546
2003-08-12,380.466
2003-08-13,378.637
2003-08-14,380.186
2003-08-15,384.991
2003-08-18,384.344
2003-08-19,386.994
2003-08-20,382.408
2003-08-21,381.248
2003-08-22,380.473
2003-08-25,376.138
2003-08-26,375.895
2003-08-27,378.181
2003-08-28,381.206
2003-08-29,380.228
2003-09-01,384.979
2003-09-02,381.915
2003-09-03,390.376
2003-09-04,390.383
2003-09-05,394.036
2003-09-08,397.557
2003-09-09,396.3
2003-09-10,393.213
2003-09-11,392.491
2003-09-12,394.252
2003-09-15,394.838
2003-09-16,393.457
2003-09-17,399.69
2003-09-18,400.775
2003-09-19,402.576
2003-09-22,399.179
2003-09-23,394.588
2003-09-24,394.879
2003-09-25,391.302
2003-09-26,388.836
2003-09-29,390.671
2003-09-30,390.961
2003-10-01,394.195
2003-10-02,396.061
2003-10-03,402.544
2003-10-06,402.831
2003-10-07,404.638
2003-10-08,407.531
2003-10-09,410.429
2003-10-10,411.612
2003-10-13,412.178
2003-10-14,413.202
2003-10-15,412.76
2003-10-16,413.105
2003-10-17,408.85
2003-10-20,411.74
2003-10-21,411.298
2003-10-22,409.355
2003-10-23,408.769
2003-10-24,409.742
2003-10-27,410.496
2003-10-28,411.818
2003-10-29,412.199
2003-10-30,417.506
2003-10-31,413.333
2003-11-03,413.31
2003-11-04,411.0
2003-11-05,405.964
2003-11-06,404.678
2003-11-07,411.298
2003-11-10,408.701
2003-11-11,411.873
2003-11-12,415.394
2003-11-13,419.979
2003-11-14,425.014
2003-11-17,419.974
2003-11-18,423.8
2003-11-19,417.98
2003-11-20,416.208
2003-11-21,418.531
2003-11-24,419.401
2003-11-25,422.81
2003-11-26,427.577
2003-11-27,428.123
2003-11-28,430.341
2003-12-01,436.284
2003-12-02,444.902
2003-12-03,450.855
2003-12-04,448.556
2003-12-05,448.227
2003-12-08,451.88
2003-12-09,450.563
2003-12-10,447.347
2003-12-11,446.48
2003-12-12,452.491
2003-12-15,456.318
2003-12-16,452.953
2003-12-17,449.028
2003-12-18,450.964
2003-12-19,450.911
2003-12-22,452.128
2003-12-23,454.517
2003-12-24,457.503
2003-12-25,457.503
2003-12-26,456.625
2003-12-29,459.722
2003-12-30,466.246
2003-12-31,469.281
2004-01-01,469.281
2004-01-02,468.296
2004-01-05,477.041
2004-01-06,478.751
2004-01-07,475.319
2004-01-08,479.5
2004-01-09,480.686
2004-01-12,476.754
2004-01-13,482.477
2004-01-14,485.154
2004-01-15,484.322
2004-01-16,480.996
2004-01-19,480.945
2004-01-20,484.544
2004-01-21,487.637
2004-01-22,493.107
2004-01-23,499.796
2004-01-26,493.035
2004-01-27,499.585
2004-01-28,499.152
2004-01-29,485.974
2004-01-30,487.516
2004-02-02,489.829
2004-02-03,492.25
2004-02-04,488.873
2004-02-05,490.587
2004-02-06,500.99
2004-02-09,505.006
2004-02-10,505.178
2004-02-11,505.024
2004-02-12,502.016
2004-02-13,494.719
2004-02-16,501.296
2004-02-17,505.551
2004-02-18,504.03
2004-02-19,507.935
2004-02-20,503.838
2004-02-23,504.648
2004-02-24,500.972
2004-02-25,494.263
2004-02-26,488.987
2004-02-27,490.424
2004-03-01,492.829
2004-03-02,490.187
2004-03-03,485.523
2004-03-04,499.024
2004-03-05,508.294
2004-03-08,501.699
2004-03-09,499.075
2004-03-10,490.038
2004-03-11,478.719
2004-03-12,476.451
2004-03-15,469.617
2004-03-16,477.176
2004-03-17,478.701
2004-03-18,478.891
2004-03-19,473.801
2004-03-22,465.876
2004-03-23,467.161
2004-03-24,460.22
2004-03-25,470.418
2004-03-26,465.263
2004-03-29,471.064
2004-03-30,467.511
2004-03-31,472.753
2004-04-01,483.819
2004-04-02,481.356
2004-04-05,477.53
2004-04-06,477.003
2004-04-07,484.867
2004-04-08,481.317
2004-04-09,481.317
2004-04-12,480.661
2004-04-13,474.188
2004-04-14,468.869
2004-04-15,465.82
2004-04-16,469.481
2004-04-19,467.247
2004-04-20,466.634
2004-04-21,459.877
2004-04-22,459.891
2004-04-23,459.527
2004-04-26,460.637
2004-04-27,469.666
2004-04-28,463.622
2004-04-29,464.968
2004-04-30,467.517
2004-05-03,469.491
2004-05-04,474.399
2004-05-05,479.805
2004-05-06,472.199
2004-05-07,465.081
2004-05-10,451.513
2004-05-11,456.648
2004-05-12,452.782
2004-05-13,453.889
2004-05-14,451.039
2004-05-17,446.411
2004-05-18,447.661
2004-05-19,458.655
2004-05-20,454.205
2004-05-21,456.217
2004-05-24,457.219
2004-05-25,460.503
2004-05-26,459.646
2004-05-27,472.143
2004-05-28,464.731
2004-05-31,464.731
2004-06-01,462.832
2004-06-02,467.814
2004-06-03,468.999
2004-06-04,473.376
2004-06-07,484.089
2004-06-08,483.344
2004-06-09,474.211
2004-06-10,476.044
2004-06-11,471.995
2004-06-14,470.58
2004-06-15,472.473
2004-06-16,470.764
2004-06-17,476.525
2004-06-18,478.8
2004-06-21,478.15
2004-06-22,472.299
2004-06-23,469.965
2004-06-24,479.894
2004-06-25,479.758
2004-06-28,487.945
2004-06-29,480.442
2004-06-30,480.611
2004-07-01,479.213
2004-07-02,483.456
2004-07-05,480.298
2004-07-06,474.474
2004-07-07,477.034
2004-07-08,478.758
2004-07-09,477.905
2004-07-12,477.127
2004-07-13,471.143
2004-07-14,471.612
2004-07-15,460.838
2004-07-16,464.87
2004-07-19,460.549
2004-07-20,451.711
2004-07-21,448.592
2004-07-22,443.687
2004-07-23,435.115
2004-07-26,435.288
2004-07-27,437.406
2004-07-28,440.211
2004-07-29,446.096
2004-07-30,441.047
2004-08-02,440.427
2004-08-03,444.698
2004-08-04,433.773
2004-08-05,432.019
2004-08-06,432.602
2004-08-09,428.112
2004-08-10,432.732
2004-08-11,424.976
2004-08-12,421.638
2004-08-13,425.135
2004-08-16,428.21
2004-08-17,431.538
2004-08-18,429.842
2004-08-19,434.634
2004-08-20,432.727
2004-08-23,433.53
2004-08-24,432.684
2004-08-25,430.772
2004-08-26,434.062
2004-08-27,432.295
2004-08-30,431.447
2004-08-31,432.599
2004-09-01,432.921
2004-09-02,432.826
2004-09-03,436.025
2004-09-06,439.546
2004-09-07,441.77
2004-09-08,443.679
2004-09-09,441.809
2004-09-10,447.868
2004-09-13,449.435
2004-09-14,447.554
2004-09-15,444.653
2004-09-16,443.188
2004-09-17,442.25
2004-09-20,440.342
2004-09-21,449.188
2004-09-22,445.815
2004-09-23,442.185
2004-09-24,437.061
2004-09-27,433.548
2004-09-28,437.831
2004-09-29,440.746
2004-09-30,442.352
2004-10-01,447.894
2004-10-04,449.085
2004-10-05,453.832
2004-10-06,454.956
2004-10-07,455.577
2004-10-08,458.532
2004-10-11,454.32
2004-10-12,447.953
2004-10-13,451.24
2004-10-14,452.036
2004-10-15,448.681
2004-10-18,446.701
2004-10-19,447.657
2004-10-20,448.295
2004-10-21,450.652
2004-10-22,452.175
2004-10-25,454.131
2004-10-26,456.584
2004-10-27,461.479
2004-10-28,465.912
2004-10-29,461.701
2004-11-01,465.822
2004-11-02,467.43
2004-11-03,474.203
2004-11-04,480.765
2004-11-05,489.929
2004-11-08,493.786
2004-11-09,493.421
2004-11-10,494.605
2004-11-11,501.113
2004-11-12,504.732
2004-11-15,502.268
2004-11-16,502.403
2004-11-17,510.768
2004-11-18,508.794
2004-11-19,513.04
2004-11-22,506.596
2004-11-23,506.917
2004-11-24,510.047
2004-11-25,519.349
2004-11-26,519.392
2004-11-29,514.148
2004-11-30,511.291
2004-12-01,513.962
2004-12-02,514.706
2004-12-03,523.554
2004-12-06,521.792
2004-12-07,529.84
2004-12-08,523.098
2004-12-09,520.02
2004-12-10,519.672
2004-12-13,525.326
2004-12-14,529.476
2004-12-15,537.557
2004-12-16,532.233
2004-12-17,526.024
2004-12-20,534.757
2004-12-21,531.64
2004-12-22,537.629
2004-12-23,543.996
2004-12-24,544.783
2004-12-27,545.126
2004-12-28,542.321
2004-12-29,542.534
2004-12-30,544.236
2004-12-31,542.442
2005-01-03,546.232
2005-01-04,540.866
2005-01-05,538.489
2005-01-06,537.242
2005-01-07,531.765
2005-01-10,534.917
2005-01-11,534.963
2005-01-12,533.643
2005-01-13,529.078
2005-01-14,528.362
2005-01-17,534.527
2005-01-18,530.889
2005-01-19,533.972
2005-01-20,529.914
2005-01-21,530.997
2005-01-24,532.276
2005-01-25,529.442
2005-01-26,534.307
2005-01-27,534.888
2005-01-28,532.285
2005-01-31,536.748
2005-02-01,536.746
2005-02-02,540.918
2005-02-03,537.124
2005-02-04,542.253
2005-02-07,540.958
2005-02-08,538.82
2005-02-09,537.67
2005-02-10,542.247
2005-02-11,546.946
2005-02-14,552.501
2005-02-15,557.469
2005-02-16,552.069
2005-02-17,565.483
2005-02-18,567.261
2005-02-21,561.931
2005-02-22,567.739
2005-02-23,566.156
2005-02-24,566.449
2005-02-25,571.546
2005-02-28,578.506
2005-03-01,579.693
2005-03-02,576.824
2005-03-03,576.891
2005-03-04,585.919
2005-03-07,582.943
2005-03-08,588.981
2005-03-09,587.916
2005-03-10,590.912
2005-03-11,594.91
2005-03-14,590.611
2005-03-15,589.419
2005-03-16,589.216
2005-03-17,582.284
2005-03-18,574.459
2005-03-21,567.818
2005-03-22,570.627
2005-03-23,560.483
2005-03-24,560.23
2005-03-25,560.23
2005-03-28,556.909
2005-03-29,558.218
2005-03-30,559.695
2005-03-31,562.426
2005-04-01,562.475
2005-04-04,550.773
2005-04-05,554.614
2005-04-06,559.742
2005-04-07,568.166
2005-04-08,565.305
2005-04-11,571.652
2005-04-12,563.627
2005-04-13,569.353
2005-04-14,561.518
2005-04-15,559.394
2005-04-18,556.127
2005-04-19,556.785
2005-04-20,553.945
2005-04-21,552.676
2005-04-22,553.65
2005-04-25,549.739
2005-04-26,548.515
2005-04-27,540.859
2005-04-28,539.328
2005-04-29,539.902
2005-05-02,539.422
2005-05-03,539.712
2005-05-04,548.726
2005-05-05,545.767
2005-05-06,546.316
2005-05-09,544.395
2005-05-10,535.171
2005-05-11,531.244
2005-05-12,529.79
2005-05-13,525.953
2005-05-16,525.007
2005-05-17,526.85
2005-05-18,533.11
2005-05-19,533.924
2005-05-20,529.425
2005-05-23,531.492
2005-05-24,531.465
2005-05-25,530.926
2005-05-26,531.127
2005-05-27,532.783
2005-05-30,533.194
2005-05-31,529.06
2005-06-01,531.284
2005-06-02,532.534
2005-06-03,529.944
2005-06-06,528.27
2005-06-07,533.675
2005-06-08,535.557
2005-06-09,529.659
2005-06-10,525.724
2005-06-13,522.32
2005-06-14,523.911
2005-06-15,527.398
2005-06-16,527.924
2005-06-17,534.165
2005-06-20,526.353
2005-06-21,531.044
2005-06-22,532.278
2005-06-23,528.583
2005-06-24,524.108
2005-06-27,523.925
2005-06-28,521.391
2005-06-29,524.603
2005-06-30,523.779
2005-07-01,519.822
2005-07-04,518.43
2005-07-05,516.322
2005-07-06,520.759
2005-07-07,517.965
2005-07-08,520.926
2005-07-11,532.381
2005-07-12,536.008
2005-07-13,536.449
2005-07-14,541.767
2005-07-15,539.349
2005-07-18,539.743
2005-07-19,537.921
2005-07-20,539.323
2005-07-21,543.919
2005-07-22,543.934
2005-07-25,541.604
2005-07-26,541.151
2005-07-27,545.959
2005-07-28,553.129
2005-07-29,554.339
2005-08-01,558.062
2005-08-02,562.922
2005-08-03,564.635
2005-08-04,562.808
2005-08-05,560.037
2005-08-08,563.777
2005-08-09,564.276
2005-08-10,574.34
2005-08-11,578.422
2005-08-12,576.566
2005-08-15,574.661
2005-08-16,571.006
2005-08-17,569.525
2005-08-18,559.865
2005-08-19,560.688
2005-08-22,563.255
2005-08-23,557.735
2005-08-24,558.948
2005-08-25,558.374
2005-08-26,560.875
2005-08-29,558.573
2005-08-30,553.692
2005-08-31,563.492
2005-09-01,575.24
2005-09-02,578.0
2005-09-05,576.244
2005-09-06,581.334
2005-09-07,588.57
2005-09-08,585.321
2005-09-09,586.152
2005-09-12,581.674
2005-09-13,577.471
2005-09-14,582.439
2005-09-15,578.678
2005-09-16,581.153
2005-09-19,578.084
2005-09-20,580.816
2005-09-21,576.394
2005-09-22,566.613
2005-09-23,566.427
2005-09-26,571.638
2005-09-27,571.239
2005-09-28,577.416
2005-09-29,572.564
2005-09-30,577.602
2005-10-03,577.276
2005-10-04,583.635
2005-10-05,584.337
2005-10-06,585.874
2005-10-07,582.198
2005-10-10,579.875
2005-10-11,577.094
2005-10-12,575.691
2005-10-13,566.539
2005-10-14,574.453
2005-10-17,571.652
2005-10-18,564.997
2005-10-19,556.395
2005-10-20,562.806
2005-10-21,565.64
2005-10-24,567.801
2005-10-25,574.757
2005-10-26,576.74
2005-10-27,576.3
2005-10-28,570.359
2005-10-31,574.703
2005-11-01,580.353
2005-11-02,589.676
2005-11-03,595.242
2005-11-04,585.411
2005-11-07,587.197
