Date,SWEDEN LARGE CAP Large Cap
2001-09-24,276.787
2001-09-25,287.919
2001-09-26,281.374
2001-09-27,279.661
2001-09-28,287.919
2001-10-01,282.331
2001-10-02,284.965
2001-10-03,282.175
2001-10-04,296.077
2001-10-05,298.472
2001-10-08,300.549
2001-10-09,299.724
2001-10-10,302.211
2001-10-11,316.54
2001-10-12,318.785
2001-10-15,312.438
2001-10-16,314.693
2001-10-17,333.148
2001-10-18,320.429
2001-10-19,309.109
2001-10-22,304.853
2001-10-23,315.833
2001-10-24,320.09
2001-10-25,314.572
2001-10-26,326.611
2001-10-29,320.211
2001-10-30,305.854
2001-10-31,308.249
2001-11-01,310.028
2001-11-02,310.197
2001-11-05,320.052
2001-11-06,324.998
2001-11-07,330.451
2001-11-08,338.034
2001-11-09,330.516
2001-11-12,325.588
2001-11-13,337.748
2001-11-14,341.18
2001-11-15,346.809
2001-11-16,352.145
2001-11-19,353.537
2001-11-20,344.839
2001-11-21,341.706
2001-11-22,354.2
2001-11-23,354.674
2001-11-26,360.766
2001-11-27,357.391
2001-11-28,351.601
2001-11-29,348.749
2001-11-30,353.178
2001-12-03,349.724
2001-12-04,359.659
2001-12-05,380.857
2001-12-06,381.994
2001-12-07,378.701
2001-12-10,371.651
2001-12-11,372.5
2001-12-12,368.53
2001-12-13,359.721
2001-12-14,352.566
2001-12-17,361.52
2001-12-18,360.955
2001-12-19,352.085
2001-12-20,343.444
2001-12-21,348.049
2001-12-24,343.45
2001-12-25,343.45
2001-12-26,342.282
2001-12-27,353.929
2001-12-28,361.526
2001-12-31,364.464
2002-01-01,364.464
2002-01-02,367.394
2002-01-03,382.678
2002-01-04,383.199
2002-01-07,381.084
2002-01-08,367.637
2002-01-09,365.917
2002-01-10,363.015
2002-01-11,367.737
2002-01-14,352.044
2002-01-15,346.074
2002-01-16,335.779
2002-01-17,339.436
2002-01-18,338.254
2002-01-21,334.668
2002-01-22,333.819
2002-01-23,334.838
2002-01-24,338.351
2002-01-25,328.028
2002-01-28,322.444
2002-01-29,315.884
2002-01-30,311.238
2002-01-31,323.332
2002-02-01,322.332
2002-02-04,321.654
2002-02-05,318.877
2002-02-06,315.743
2002-02-07,318.44
2002-02-08,317.664
2002-02-11,326.302
2002-02-12,325.053
2002-02-13,322.523
2002-02-14,321.978
2002-02-15,317.402
2002-02-18,311.218
2002-02-19,308.143
2002-02-20,307.158
2002-02-21,314.301
2002-02-22,311.845
2002-02-25,316.217
2002-02-26,317.446
2002-02-27,325.41
2002-02-28,325.835
2002-03-01,328.969
2002-03-04,347.724
2002-03-05,346.119
2002-03-06,346.877
2002-03-07,355.515
2002-03-08,355.862
2002-03-11,351.489
2002-03-12,343.109
2002-03-13,342.298
2002-03-14,340.875
2002-03-15,341.477
2002-03-18,343.122
2002-03-19,340.906
2002-03-20,339.275
2002-03-21,340.624
2002-03-22,350.836
2002-03-25,344.663
2002-03-26,340.741
2002-03-27,338.179
2002-03-28,339.702
2002-03-29,339.702
2002-04-01,343.056
2002-04-02,339.833
2002-04-03,334.047
2002-04-04,332.996
2002-04-05,335.493
2002-04-08,327.227
2002-04-09,326.578
2002-04-10,327.862
2002-04-11,323.67
2002-04-12,325.626
2002-04-15,327.649
2002-04-16,336.216
2002-04-17,341.926
2002-04-18,334.385
2002-04-19,329.654
2002-04-22,307.414
2002-04-23,305.361
2002-04-24,295.055
2002-04-25,298.297
2002-04-26,306.552
2002-04-29,302.62
2002-04-30,304.306
2002-05-01,306.093
2002-05-02,303.449
2002-05-03,297.941
2002-05-06,296.838
2002-05-07,296.463
2002-05-08,305.632
2002-05-09,305.106
2002-05-10,300.065
2002-05-13,299.752
2002-05-14,304.555
2002-05-15,308.359
2002-05-16,304.811
2002-05-17,312.734
2002-05-20,313.626
2002-05-21,308.156
2002-05-22,305.014
2002-05-23,305.155
2002-05-24,306.305
2002-05-27,304.279
2002-05-28,304.515
2002-05-29,300.419
2002-05-30,296.265
2002-05-31,294.404
2002-06-03,296.113
2002-06-04,290.884
2002-06-05,290.211
2002-06-06,286.128
2002-06-07,274.98
2002-06-10,277.699
2002-06-11,271.717
2002-06-12,260.966
2002-06-13,265.916
2002-06-14,265.638
2002-06-17,267.365
2002-06-18,270.241
2002-06-19,265.372
2002-06-20,251.471
2002-06-21,253.025
2002-06-24,245.376
2002-06-25,253.262
2002-06-26,253.21
2002-06-27,253.935
2002-06-28,259.294
2002-07-01,266.685
2002-07-02,261.912
2002-07-03,251.992
2002-07-04,256.391
2002-07-05,267.614
2002-07-08,269.324
2002-07-09,265.197
2002-07-10,258.325
2002-07-11,242.853
2002-07-12,244.344
2002-07-15,238.64
2002-07-16,240.432
2002-07-17,252.183
2002-07-18,246.172
2002-07-19,228.987
2002-07-22,212.838
2002-07-23,200.248
2002-07-24,190.023
2002-07-25,200.514
2002-07-26,183.757
2002-07-29,201.26
2002-07-30,206.666
2002-07-31,210.256
2002-08-01,206.837
2002-08-02,195.849
2002-08-05,184.09
2002-08-06,186.534
2002-08-07,189.785
2002-08-08,194.364
2002-08-09,190.649
2002-08-12,193.726
2002-08-13,197.856
2002-08-14,193.775
2002-08-15,195.715
2002-08-16,194.266
2002-08-19,197.264
2002-08-20,201.772
2002-08-21,217.022
2002-08-22,238.29
2002-08-23,221.716
2002-08-26,216.946
2002-08-27,217.544
2002-08-28,216.352
2002-08-29,220.133
2002-08-30,219.163
2002-09-02,214.524
2002-09-03,206.389
2002-09-04,205.754
2002-09-05,203.526
2002-09-06,213.134
2002-09-09,208.558
2002-09-10,205.262
2002-09-11,216.249
2002-09-12,208.956
2002-09-13,206.243
2002-09-16,204.359
2002-09-17,200.641
2002-09-18,192.144
2002-09-19,192.898
2002-09-20,191.149
2002-09-23,181.523
2002-09-24,179.539
2002-09-25,176.865
2002-09-26,182.099
2002-09-27,179.625
2002-09-30,167.983
2002-10-01,170.607
2002-10-02,177.654
2002-10-03,173.002
2002-10-04,169.415
2002-10-07,159.543
2002-10-08,155.133
2002-10-09,156.604
2002-10-10,164.502
2002-10-11,178.61
2002-10-14,173.232
2002-10-15,186.481
2002-10-16,181.101
2002-10-17,180.778
2002-10-18,187.418
2002-10-21,197.15
2002-10-22,195.366
2002-10-23,186.771
2002-10-24,197.275
2002-10-25,197.806
2002-10-28,209.258
2002-10-29,199.51
2002-10-30,207.737
2002-10-31,214.756
2002-11-01,213.363
2002-11-04,227.664
2002-11-05,234.884
2002-11-06,228.929
2002-11-07,223.261
2002-11-08,225.711
2002-11-11,226.972
2002-11-12,238.309
2002-11-13,239.614
2002-11-14,245.416
2002-11-15,241.965
2002-11-18,250.466
2002-11-19,244.048
2002-11-20,243.295
2002-11-21,256.609
2002-11-22,260.275
2002-11-25,253.142
2002-11-26,242.452
2002-11-27,252.707
2002-11-28,254.473
2002-11-29,248.365
2002-12-02,245.398
2002-12-03,239.939
2002-12-04,239.439
2002-12-05,239.531
2002-12-06,242.022
2002-12-09,239.807
2002-12-10,237.195
2002-12-11,235.72
2002-12-12,229.315
2002-12-13,232.467
2002-12-16,233.32
2002-12-17,229.086
2002-12-18,221.365
2002-12-19,219.504
2002-12-20,219.886
2002-12-23,218.65
2002-12-24,219.755
2002-12-25,219.755
2002-12-26,220.182
2002-12-27,212.605
2002-12-30,214.421
2002-12-31,215.58
2003-01-01,215.58
2003-01-02,226.163
2003-01-03,230.324
2003-01-06,231.612
2003-01-07,234.957
2003-01-08,227.113
2003-01-09,231.439
2003-01-10,237.418
2003-01-13,240.491
2003-01-14,248.512
2003-01-15,244.487
2003-01-16,242.416
2003-01-17,235.594
2003-01-20,239.376
2003-01-21,235.82
2003-01-22,231.101
2003-01-23,231.263
2003-01-24,231.869
2003-01-27,220.896
2003-01-28,217.919
2003-01-29,220.644
2003-01-30,227.127
2003-01-31,224.331
2003-02-03,221.276
2003-02-04,210.26
2003-02-05,216.55
2003-02-06,220.514
2003-02-07,217.85
2003-02-10,211.099
2003-02-11,216.281
2003-02-12,220.281
2003-02-13,221.756
2003-02-14,223.422
2003-02-17,230.949
2003-02-18,230.851
2003-02-19,228.782
2003-02-20,222.317
2003-02-21,220.619
2003-02-24,217.72
2003-02-25,210.981
2003-02-26,211.563
2003-02-27,212.137
2003-02-28,213.328
2003-03-03,214.355
2003-03-04,211.647
2003-03-05,211.236
2003-03-06,209.907
2003-03-07,208.405
2003-03-10,203.671
2003-03-11,197.446
2003-03-12,195.852
2003-03-13,203.711
2003-03-14,212.966
2003-03-17,222.91
2003-03-18,217.356
2003-03-19,219.728
2003-03-20,221.057
2003-03-21,223.523
2003-03-24,217.89
2003-03-25,218.162
2003-03-26,215.596
2003-03-27,213.538
2003-03-28,216.296
2003-03-31,207.859
2003-04-01,210.169
2003-04-02,216.267
2003-04-03,218.66
2003-04-04,220.973
2003-04-07,229.324
2003-04-08,224.73
2003-04-09,224.932
2003-04-10,224.194
2003-04-11,222.096
2003-04-14,222.809
2003-04-15,227.892
2003-04-16,229.349
2003-04-17,232.05
2003-04-18,232.05
2003-04-21,231.34
2003-04-22,234.198
2003-04-23,236.8
2003-04-24,238.332
2003-04-25,235.841
2003-04-28,242.942
2003-04-29,255.484
2003-04-30,259.426
2003-05-01,261.99
2003-05-02,262.327
2003-05-05,265.458
2003-05-06,268.261
2003-05-07,258.653
2003-05-08,256.335
2003-05-09,262.025
2003-05-12,265.259
2003-05-13,269.707
2003-05-14,266.421
2003-05-15,267.546
2003-05-16,268.59
2003-05-19,264.319
2003-05-20,259.453
2003-05-21,257.938
2003-05-22,261.223
2003-05-23,264.626
2003-05-26,263.296
2003-05-27,268.841
2003-05-28,273.694
2003-05-29,274.993
2003-05-30,275.78
2003-06-02,275.681
2003-06-03,270.245
2003-06-04,271.711
2003-06-05,274.335
2003-06-06,278.168
2003-06-09,279.134
2003-06-10,279.184
2003-06-11,285.837
2003-06-12,289.347
2003-06-13,284.585
2003-06-16,288.767
2003-06-17,292.706
2003-06-18,291.719
2003-06-19,288.566
2003-06-20,286.823
2003-06-23,278.784
2003-06-24,272.722
2003-06-25,276.194
2003-06-26,271.387
2003-06-27,275.543
2003-06-30,274.986
2003-07-01,271.571
2003-07-02,272.567
2003-07-03,276.479
2003-07-04,276.451
2003-07-07,276.508
2003-07-08,278.513
2003-07-09,277.038
2003-07-10,273.484
2003-07-11,273.862
2003-07-14,281.073
2003-07-15,282.194
2003-07-16,276.473
2003-07-17,265.562
2003-07-18,277.595
2003-07-21,281.496
2003-07-22,280.572
2003-07-23,283.838
2003-07-24,291.028
2003-07-25,291.097
2003-07-28,299.606
2003-07-29,297.505
2003-07-30,297.318
2003-07-31,297.123
2003-08-01,293.266
2003-08-04,296.962
2003-08-05,300.647
2003-08-06,292.389
2003-08-07,292.184
2003-08-08,291.816
2003-08-11,290.549
2003-08-12,297.224
2003-08-13,301.068
2003-08-14,300.705
2003-08-15,297.532
2003-08-18,300.385
2003-08-19,303.387
2003-08-20,308.931
2003-08-21,310.932
2003-08-22,306.505
2003-08-25,302.32
2003-08-26,298.081
2003-08-27,302.191
2003-08-28,303.778
2003-08-29,304.043
2003-09-01,308.839
2003-09-02,307.188
2003-09-03,313.834
2003-09-04,317.544
2003-09-05,324.282
2003-09-08,328.275
2003-09-09,326.519
2003-09-10,319.581
2003-09-11,320.094
2003-09-12,325.6
2003-09-15,322.627
2003-09-16,326.238
2003-09-17,329.291
2003-09-18,330.233
2003-09-19,326.357
2003-09-22,323.242
2003-09-23,324.755
2003-09-24,321.792
2003-09-25,321.54
2003-09-26,322.328
2003-09-29,320.779
2003-09-30,317.001
2003-10-01,320.165
2003-10-02,320.344
2003-10-03,329.598
2003-10-06,334.324
2003-10-07,340.051
2003-10-08,344.208
2003-10-09,345.913
2003-10-10,343.514
2003-10-13,348.788
2003-10-14,351.421
2003-10-15,353.078
2003-10-16,348.314
2003-10-17,346.172
2003-10-20,344.969
2003-10-21,343.722
2003-10-22,339.145
2003-10-23,335.021
2003-10-24,342.463
2003-10-27,345.645
2003-10-28,347.572
2003-10-29,348.443
2003-10-30,346.174
2003-10-31,340.751
2003-11-03,336.618
2003-11-04,337.701
2003-11-05,330.67
2003-11-06,334.881
2003-11-07,339.076
2003-11-10,336.749
2003-11-11,331.905
2003-11-12,341.597
2003-11-13,349.794
2003-11-14,358.047
2003-11-17,347.635
2003-11-18,348.919
2003-11-19,345.264
2003-11-20,342.304
2003-11-21,342.138
2003-11-24,345.394
2003-11-25,344.214
2003-11-26,343.414
2003-11-27,346.751
2003-11-28,346.196
2003-12-01,351.129
2003-12-02,356.282
2003-12-03,358.472
2003-12-04,360.901
2003-12-05,359.338
2003-12-08,358.663
2003-12-09,356.681
2003-12-10,356.8
2003-12-11,353.637
2003-12-12,359.064
2003-12-15,362.013
2003-12-16,356.988
2003-12-17,353.383
2003-12-18,356.735
2003-12-19,359.724
2003-12-22,361.973
2003-12-23,367.077
2003-12-24,367.403
2003-12-25,367.403
2003-12-26,366.974
2003-12-29,378.605
2003-12-30,378.922
2003-12-31,381.242
2004-01-01,381.242
2004-01-02,386.128
2004-01-05,388.563
2004-01-06,388.769
2004-01-07,383.627
2004-01-08,399.081
2004-01-09,408.578
2004-01-12,410.964
2004-01-13,409.76
2004-01-14,405.076
2004-01-15,405.003
2004-01-16,407.514
2004-01-19,409.051
2004-01-20,410.198
2004-01-21,411.518
2004-01-22,415.321
2004-01-23,413.844
2004-01-26,408.997
2004-01-27,412.567
2004-01-28,409.878
2004-01-29,397.368
2004-01-30,406.346
2004-02-02,406.995
2004-02-03,408.818
2004-02-04,407.492
2004-02-05,415.126
2004-02-06,439.23
2004-02-09,445.562
2004-02-10,457.398
2004-02-11,458.303
2004-02-12,456.956
2004-02-13,450.496
2004-02-16,455.286
2004-02-17,457.966
2004-02-18,461.015
2004-02-19,458.757
2004-02-20,448.973
2004-02-23,453.742
2004-02-24,445.997
2004-02-25,443.586
2004-02-26,445.394
2004-02-27,447.499
2004-03-01,450.51
2004-03-02,452.026
2004-03-03,453.236
2004-03-04,452.987
2004-03-05,467.189
2004-03-08,467.785
2004-03-09,458.035
2004-03-10,447.822
2004-03-11,429.617
2004-03-12,429.557
2004-03-15,428.214
2004-03-16,431.879
2004-03-17,434.342
2004-03-18,428.496
2004-03-19,431.702
2004-03-22,417.104
2004-03-23,421.678
2004-03-24,415.061
2004-03-25,423.921
2004-03-26,422.206
2004-03-29,435.64
2004-03-30,434.952
2004-03-31,439.782
2004-04-01,460.588
2004-04-02,459.205
2004-04-05,463.475
2004-04-06,462.501
2004-04-07,469.414
2004-04-08,468.419
2004-04-09,468.419
2004-04-12,466.035
2004-04-13,459.825
2004-04-14,455.057
2004-04-15,452.179
2004-04-16,456.852
2004-04-19,462.004
2004-04-20,467.252
2004-04-21,458.259
2004-04-22,469.126
2004-04-23,454.79
2004-04-26,452.142
2004-04-27,455.371
2004-04-28,443.54
2004-04-29,443.424
2004-04-30,437.135
2004-05-03,440.829
2004-05-04,442.364
2004-05-05,454.866
2004-05-06,442.261
2004-05-07,435.578
2004-05-10,410.289
2004-05-11,416.604
2004-05-12,411.161
2004-05-13,423.621
2004-05-14,420.453
2004-05-17,415.916
2004-05-18,419.226
2004-05-19,435.004
2004-05-20,431.789
2004-05-21,432.686
2004-05-24,431.888
2004-05-25,428.638
2004-05-26,435.256
2004-05-27,447.877
2004-05-28,446.447
2004-05-31,446.447
2004-06-01,440.058
2004-06-02,444.278
2004-06-03,445.118
2004-06-04,454.738
2004-06-07,465.909
2004-06-08,466.205
2004-06-09,453.723
2004-06-10,451.66
2004-06-11,447.617
2004-06-14,442.731
2004-06-15,447.59
2004-06-16,447.735
2004-06-17,445.893
2004-06-18,445.654
2004-06-21,444.142
2004-06-22,441.326
2004-06-23,454.371
2004-06-24,467.149
2004-06-25,465.994
2004-06-28,471.788
2004-06-29,468.594
2004-06-30,468.986
2004-07-01,468.397
2004-07-02,470.534
2004-07-05,466.074
2004-07-06,460.257
2004-07-07,465.585
2004-07-08,465.845
2004-07-09,459.693
2004-07-12,449.985
2004-07-13,450.632
2004-07-14,461.238
2004-07-15,447.791
2004-07-16,456.383
2004-07-19,449.319
2004-07-20,448.767
2004-07-21,462.162
2004-07-22,449.625
2004-07-23,441.861
2004-07-26,435.176
2004-07-27,441.99
2004-07-28,439.946
2004-07-29,446.811
2004-07-30,446.009
2004-08-02,444.121
2004-08-03,445.186
2004-08-04,440.46
2004-08-05,445.989
2004-08-06,440.522
2004-08-09,435.504
2004-08-10,444.116
2004-08-11,428.131
2004-08-12,424.295
2004-08-13,428.582
2004-08-16,433.179
2004-08-17,437.849
2004-08-18,443.076
2004-08-19,448.042
2004-08-20,446.307
2004-08-23,455.107
2004-08-24,449.333
2004-08-25,453.337
2004-08-26,456.269
2004-08-27,456.371
2004-08-30,457.466
2004-08-31,457.338
2004-09-01,466.924
2004-09-02,467.143
2004-09-03,460.616
2004-09-06,459.561
2004-09-07,458.326
2004-09-08,459.36
2004-09-09,458.975
2004-09-10,470.368
2004-09-13,483.126
2004-09-14,481.009
2004-09-15,474.335
2004-09-16,473.988
2004-09-17,478.114
2004-09-20,479.051
2004-09-21,484.231
2004-09-22,485.987
2004-09-23,490.985
2004-09-24,488.385
2004-09-27,486.171
2004-09-28,486.964
2004-09-29,502.097
2004-09-30,501.769
2004-10-01,511.902
2004-10-04,513.76
2004-10-05,516.634
2004-10-06,513.474
2004-10-07,512.556
2004-10-08,514.684
2004-10-11,514.697
2004-10-12,506.194
2004-10-13,512.769
2004-10-14,510.05
2004-10-15,512.208
2004-10-18,513.595
2004-10-19,521.285
2004-10-20,519.004
2004-10-21,511.991
2004-10-22,497.389
2004-10-25,490.155
2004-10-26,497.737
2004-10-27,506.438
2004-10-28,507.425
2004-10-29,504.774
2004-11-01,513.987
2004-11-02,521.007
2004-11-03,527.784
2004-11-04,524.41
2004-11-05,528.526
2004-11-08,533.981
2004-11-09,527.635
2004-11-10,529.348
2004-11-11,535.435
2004-11-12,550.591
2004-11-15,552.898
2004-11-16,552.713
2004-11-17,559.413
2004-11-18,557.912
2004-11-19,558.164
2004-11-22,551.908
2004-11-23,556.946
2004-11-24,563.839
2004-11-25,570.762
2004-11-26,570.105
2004-11-29,572.933
2004-11-30,571.088
2004-12-01,576.647
2004-12-02,574.918
2004-12-03,577.108
2004-12-06,576.948
2004-12-07,582.144
2004-12-08,564.277
2004-12-09,553.961
2004-12-10,557.134
2004-12-13,563.972
2004-12-14,562.43
2004-12-15,565.519
2004-12-16,562.288
2004-12-17,553.531
2004-12-20,566.956
2004-12-21,563.736
2004-12-22,567.449
2004-12-23,568.124
2004-12-24,571.505
2004-12-27,574.867
2004-12-28,574.32
2004-12-29,576.555
2004-12-30,575.68
2004-12-31,572.969
2005-01-03,572.02
2005-01-04,568.71
2005-01-05,561.628
2005-01-06,555.389
2005-01-07,551.207
2005-01-10,561.044
2005-01-11,555.937
2005-01-12,546.603
2005-01-13,545.821
2005-01-14,546.19
2005-01-17,551.286
2005-01-18,547.036
2005-01-19,546.629
2005-01-20,535.315
2005-01-21,534.235
2005-01-24,528.239
2005-01-25,529.545
2005-01-26,534.341
2005-01-27,536.875
2005-01-28,529.553
2005-01-31,535.542
2005-02-01,543.238
2005-02-02,546.954
2005-02-03,538.03
2005-02-04,542.952
2005-02-07,547.673
2005-02-08,540.117
2005-02-09,552.682
2005-02-10,538.654
2005-02-11,546.935
2005-02-14,552.027
2005-02-15,555.188
2005-02-16,551.515
2005-02-17,553.587
2005-02-18,547.514
2005-02-21,547.398
2005-02-22,553.607
2005-02-23,552.946
2005-02-24,555.709
2005-02-25,563.768
2005-02-28,569.928
2005-03-01,568.701
2005-03-02,567.757
2005-03-03,565.964
2005-03-04,578.935
2005-03-07,573.999
2005-03-08,576.206
2005-03-09,577.028
2005-03-10,571.192
2005-03-11,578.823
2005-03-14,574.644
2005-03-15,574.497
2005-03-16,568.73
2005-03-17,566.64
2005-03-18,560.924
2005-03-21,551.204
2005-03-22,557.896
2005-03-23,555.03
2005-03-24,553.449
2005-03-25,553.449
2005-03-28,549.642
2005-03-29,550.156
2005-03-30,550.763
2005-03-31,550.281
2005-04-01,555.768
2005-04-04,545.883
2005-04-05,550.954
2005-04-06,557.676
2005-04-07,562.589
2005-04-08,562.502
2005-04-11,570.685
2005-04-12,565.013
2005-04-13,570.653
2005-04-14,569.525
2005-04-15,564.527
2005-04-18,558.219
2005-04-19,559.267
2005-04-20,563.211
2005-04-21,569.966
2005-04-22,581.343
2005-04-25,577.855
2005-04-26,572.206
2005-04-27,559.827
2005-04-28,550.791
2005-04-29,548.848
2005-05-02,548.078
2005-05-03,550.313
2005-05-04,555.06
2005-05-05,554.789
2005-05-06,561.695
2005-05-09,562.324
2005-05-10,560.428
2005-05-11,553.831
2005-05-12,558.173
2005-05-13,556.961
2005-05-16,554.855
2005-05-17,557.703
2005-05-18,562.891
2005-05-19,563.988
2005-05-20,561.362
2005-05-23,563.181
2005-05-24,563.343
2005-05-25,561.731
2005-05-26,561.33
2005-05-27,562.379
2005-05-30,563.415
2005-05-31,559.026
2005-06-01,557.772
2005-06-02,555.711
2005-06-03,553.754
2005-06-06,554.197
2005-06-07,558.808
2005-06-08,560.801
2005-06-09,551.574
2005-06-10,550.218
2005-06-13,542.158
2005-06-14,549.737
2005-06-15,549.754
2005-06-16,551.999
2005-06-17,563.529
2005-06-20,561.722
2005-06-21,564.764
2005-06-22,561.1
2005-06-23,562.36
2005-06-24,562.878
2005-06-27,552.852
2005-06-28,551.519
2005-06-29,552.567
2005-06-30,553.438
2005-07-01,551.993
2005-07-04,551.793
2005-07-05,553.97
2005-07-06,559.031
2005-07-07,549.471
2005-07-08,556.967
2005-07-11,571.069
2005-07-12,579.081
2005-07-13,580.646
2005-07-14,580.323
2005-07-15,574.128
2005-07-18,576.868
2005-07-19,574.172
2005-07-20,568.452
2005-07-21,577.849
2005-07-22,577.275
2005-07-25,575.504
2005-07-26,571.87
2005-07-27,580.04
2005-07-28,583.287
2005-07-29,582.762
2005-08-01,585.064
2005-08-02,592.419
2005-08-03,595.3
2005-08-04,595.431
2005-08-05,592.248
2005-08-08,594.646
2005-08-09,594.606
2005-08-10,609.135
2005-08-11,611.523
2005-08-12,608.875
2005-08-15,606.679
2005-08-16,601.451
2005-08-17,594.797
2005-08-18,589.708
2005-08-19,588.52
2005-08-22,592.268
2005-08-23,586.972
2005-08-24,583.49
2005-08-25,576.586
2005-08-26,576.004
2005-08-29,578.088
2005-08-30,571.491
2005-08-31,585.391
2005-09-01,594.9
2005-09-02,600.791
2005-09-05,600.338
2005-09-06,600.195
2005-09-07,599.568
2005-09-08,594.859
2005-09-09,605.37
2005-09-12,599.8
2005-09-13,597.101
2005-09-14,600.297
2005-09-15,593.12
2005-09-16,593.979
2005-09-19,589.85
2005-09-20,593.629
2005-09-21,590.382
2005-09-22,587.877
2005-09-23,582.45
2005-09-26,589.398
2005-09-27,589.531
2005-09-28,597.331
2005-09-29,601.45
2005-09-30,607.472
2005-10-03,606.368
2005-10-04,605.959
2005-10-05,601.665
2005-10-06,603.342
2005-10-07,601.058
2005-10-10,598.401
2005-10-11,597.127
2005-10-12,590.968
2005-10-13,576.129
2005-10-14,585.203
2005-10-17,577.739
2005-10-18,571.236
2005-10-19,563.286
2005-10-20,562.723
2005-10-21,559.585
2005-10-24,558.848
2005-10-25,573.408
2005-10-26,572.348
2005-10-27,569.818
2005-10-28,565.792
2005-10-31,571.999
2005-11-01,570.517
2005-11-02,573.013
2005-11-03,580.282
2005-11-04,571.484
2005-11-07,570.514
2005-11-08,571.139
2005-11-09,567.397
