Date,SWEDEN LARGE CAP Large Cap
2006-01-31,642.667
2006-02-28,626.312
2006-03-31,680.691
2006-04-28,698.533
2006-05-31,657.854
2006-06-30,663.159
2006-07-31,651.469
2006-08-31,685.053
2006-09-29,714.195
2006-10-31,762.228
2006-11-30,790.784
2006-12-29,853.936
2007-01-31,880.024
2007-02-28,854.456
2007-03-30,902.639
2007-04-30,1025.319
2007-05-31,1000.0
2007-06-29,992.498
2007-07-31,990.854
2007-08-31,945.489
2007-09-28,1017.235
2007-10-31,979.99
2007-11-30,900.752
2007-12-31,875.36
2008-01-31,764.359
2008-02-29,816.133
2008-03-31,834.438
2008-04-30,886.878
2008-05-30,904.636
2008-06-30,752.782
2008-07-31,766.674
2008-08-29,729.66
2008-09-30,599.367
2008-10-31,439.401
2008-11-28,425.76
2008-12-31,450.042
2009-01-30,397.934
2009-02-27,394.369
2009-03-31,427.803
2009-04-30,532.048
2009-05-29,569.65
2009-06-30,573.064
2009-07-31,665.893
2009-08-31,693.513
2009-09-30,698.846
2009-10-30,739.589
2009-11-30,728.032
2009-12-31,714.462
2010-01-29,700.469
2010-02-26,716.009
2010-03-31,771.964
2010-04-30,821.972
2010-05-31,707.418
2010-06-30,732.901
2010-07-30,810.879
2010-08-31,763.992
2010-09-30,898.968
2010-10-29,900.671
2010-11-30,875.214
2010-12-31,962.581
2011-01-31,996.322
2011-02-28,993.196
2011-03-31,1009.709
2011-04-29,1121.255
2011-05-31,1083.365
2011-06-30,1028.095
2011-07-29,970.761
2011-08-31,852.801
2011-09-30,746.048
2011-10-31,856.829
2011-11-30,806.485
2011-12-30,795.786
2012-01-31,840.601
2012-02-29,941.409
2012-03-30,918.548
2012-04-30,911.713
2012-05-31,783.236
2012-06-29,868.967
2012-07-31,923.171
2012-08-31,920.679
2012-09-28,955.276
2012-10-31,926.45
2012-11-30,949.004
2012-12-31,992.713
2013-01-31,1095.54
2013-02-28,1121.453
2013-03-29,1121.247
2013-04-30,1148.738
2013-05-31,1137.659
2013-06-28,1054.633
2013-07-31,1160.012
2013-08-30,1128.097
2013-09-30,1211.12
2013-10-31,1222.058
2013-11-29,1236.222
2013-12-31,1281.318
2014-01-31,1237.454
2014-02-28,1332.833
2014-03-31,1338.139
2014-04-30,1340.044
2014-05-30,1362.719
2014-06-30,1328.259
2014-07-31,1292.023
2014-08-29,1286.198
2014-09-30,1263.825
2014-10-31,1244.524
2014-11-28,1276.746
2014-12-31,1215.823
2015-01-30,1247.622
2015-02-27,1325.184
2015-03-31,1284.125
2015-04-30,1306.098
2015-05-29,1299.557
2015-06-30,1250.998
2015-07-31,1277.448
2015-08-31,1202.322
2015-09-30,1142.535
2015-10-30,1192.624
2015-11-30,1185.781
2015-12-31,1157.519
2016-01-29,1071.944
2016-02-29,1084.096
2016-03-31,1155.539
2016-04-29,1177.44
2016-05-31,1144.482
2016-06-30,1086.746
2016-07-29,1126.349
2016-08-31,1148.895
2016-09-30,1168.361
2016-10-31,1118.298
2016-11-30,1121.47
2016-12-30,1170.61
2017-01-31,1233.691
2017-02-28,1230.99
2017-03-31,1288.05
2017-04-28,1347.6
2017-05-31,1392.593
2017-06-30,1400.128
2017-07-31,1399.9
2017-08-31,1423.028
2017-09-29,1472.948
2017-10-31,1454.612
2017-11-30,1407.361
2017-12-29,1399.036
2018-01-31,1474.528
2018-02-28,1392.038
2018-03-30,1354.466
2018-04-30,1338.925
2018-05-31,1308.766
2018-06-29,1311.798
2018-07-31,1377.579
2018-08-31,1373.485
2018-09-28,1423.917
2018-10-31,1289.157
2018-11-30,1284.893
2018-12-31,1233.758
2019-01-31,1300.758
2019-02-28,1310.307
2019-03-29,1304.09
2019-04-30,1401.005
2019-05-31,1271.838
2019-06-28,1392.151
2019-07-31,1329.229
2019-08-30,1265.064
2019-09-30,1322.133
2019-10-31,1418.512
2019-11-29,1416.473
2019-12-31,1496.131
2020-01-31,1457.59
2020-02-28,1371.308
2020-03-31,1193.816
2020-04-30,1279.03
2020-05-29,1364.891
2020-06-30,1412.576
2020-07-31,1544.084
2020-08-31,1620.698
2020-09-30,1596.144
2020-10-30,1515.244
2020-11-30,1766.848
2020-12-31,1793.819
2021-01-29,1848.357
2021-02-26,1895.093
2021-03-31,2004.912
2021-04-30,2056.161
2021-05-31,2127.211
2021-06-30,2087.346
2021-07-30,2171.267
2021-08-31,2152.297
2021-09-30,2054.79
2021-10-29,2153.459
2021-11-30,2023.993
2021-12-31,2186.172
2022-01-31,1989.103
2022-02-28,1808.37
2022-03-31,1818.622
2022-04-29,1709.342
2022-05-31,1698.324
2022-06-30,1472.686
2022-07-29,1636.721
2022-08-31,1467.955
2022-09-30,1339.629
2022-10-31,1466.742
2022-11-30,1617.671
2022-12-30,1615.07
2023-01-31,1719.305
2023-02-28,1769.949
2023-03-31,1770.966
2023-04-28,1853.272
2023-05-31,1723.176
2023-06-30,1813.807
2023-07-31,1831.915
2023-08-31,1716.296
2023-09-29,1714.528
2023-10-31,1608.128
2023-11-30,1857.477
2023-12-29,2088.858
2024-01-31,2003.161
2024-02-29,2124.155
2024-03-29,2133.489
2024-04-30,2075.686
2024-05-31,2224.714
2024-06-28,2189.789
2024-07-31,2199.481
2024-08-30,2287.114
2024-09-30,2357.257
2024-10-31,2163.131
2024-11-29,2092.467
2024-12-31,2028.085
2025-01-31,2241.781
2025-02-28,2370.192
2025-03-31,2280.017
2025-04-30,2366.324
2025-05-30,2460.825
