Date,SWEDEN LARGE CAP Large Cap
2008-06-30,742.112
2008-07-31,755.807
2008-08-29,719.317
2008-09-30,590.871
2008-10-31,433.172
2008-11-28,419.725
2008-12-31,443.663
2009-01-30,392.293
2009-02-27,388.779
2009-03-31,421.74
2009-04-30,520.075
2009-05-29,555.458
2009-06-30,558.787
2009-07-31,649.303
2009-08-31,676.235
2009-09-30,681.435
2009-10-30,721.163
2009-11-30,709.894
2009-12-31,696.662
2010-01-29,683.018
2010-02-26,698.171
2010-03-31,751.42
2010-04-30,795.271
2010-05-31,684.229
2010-06-30,708.877
2010-07-30,784.298
2010-08-31,738.949
2010-09-30,869.5
2010-10-29,871.147
2010-11-30,846.525
2010-12-31,931.028
2011-01-31,963.663
2011-02-28,960.639
2011-03-31,974.006
2011-04-29,1074.717
2011-05-31,1037.473
2011-06-30,984.544
2011-07-29,929.639
2011-08-31,816.675
2011-09-30,714.444
2011-10-31,820.533
2011-11-30,772.321
2011-12-30,762.075
2012-01-31,804.992
2012-02-29,901.53
2012-03-30,876.479
2012-04-30,866.605
2012-05-31,741.02
2012-06-29,822.129
2012-07-31,873.412
2012-08-31,871.054
2012-09-28,903.787
2012-10-31,876.515
2012-11-30,897.853
2012-12-31,939.206
2013-01-31,1036.491
2013-02-28,1061.007
2013-03-29,1056.177
2013-04-30,1074.123
2013-05-31,1063.474
2013-06-28,985.863
2013-07-31,1084.37
2013-08-30,1054.536
2013-09-30,1132.145
2013-10-31,1142.37
2013-11-29,1155.611
2013-12-31,1197.765
2014-01-31,1156.762
2014-02-28,1245.922
2014-03-31,1244.603
2014-04-30,1239.524
2014-05-30,1259.158
2014-06-30,1227.317
2014-07-31,1193.835
2014-08-29,1188.452
2014-09-30,1167.779
2014-10-31,1149.945
2014-11-28,1179.718
2014-12-31,1123.426
2015-01-30,1152.807
2015-02-27,1224.475
2015-03-31,1180.782
2015-04-30,1195.818
2015-05-29,1187.552
2015-06-30,1143.178
2015-07-31,1167.349
2015-08-31,1098.697
2015-09-30,1044.063
2015-10-30,1089.396
2015-11-30,1083.145
2015-12-31,1057.329
2016-01-29,979.162
2016-02-29,990.262
2016-03-31,1050.531
2016-04-29,1064.318
2016-05-31,1032.466
2016-06-30,980.38
2016-07-29,1016.107
2016-08-31,1036.446
2016-09-30,1054.007
2016-10-31,1007.886
2016-11-30,1010.746
2016-12-30,1055.034
2017-01-31,1111.886
2017-02-28,1109.452
2017-03-31,1154.098
2017-04-28,1204.492
2017-05-31,1243.344
2017-06-30,1250.072
2017-07-31,1249.868
2017-08-31,1270.517
2017-09-29,1315.087
2017-10-31,1297.795
2017-11-30,1254.96
2017-12-29,1247.537
2018-01-31,1314.853
2018-02-28,1241.296
2018-03-30,1199.427
2018-04-30,1181.5
2018-05-31,1152.586
2018-06-29,1155.256
2018-07-31,1213.188
2018-08-31,1209.582
2018-09-28,1253.996
2018-10-31,1134.843
2018-11-30,1130.202
2018-12-31,1085.223
2019-01-31,1144.157
2019-02-28,1152.556
2019-03-29,1138.891
2019-04-30,1218.505
2019-05-31,1105.026
2019-06-28,1209.558
2019-07-31,1154.889
2019-08-30,1099.14
2019-09-30,1148.724
2019-10-31,1231.527
2019-11-29,1228.953
2019-12-31,1298.065
2020-01-31,1264.626
2020-02-28,1189.767
2020-03-31,1035.772
2020-04-30,1108.12
2020-05-29,1182.508
2020-06-30,1223.208
2020-07-31,1337.087
2020-08-31,1403.43
2020-09-30,1382.168
2020-10-30,1310.864
2020-11-30,1527.629
2020-12-31,1550.419
2021-01-29,1597.558
2021-02-26,1636.93
2021-03-31,1728.326
2021-04-30,1766.47
2021-05-31,1826.782
2021-06-30,1790.319
2021-07-30,1862.299
2021-08-31,1846.028
2021-09-30,1761.994
2021-10-29,1839.205
2021-11-30,1727.27
2021-12-31,1865.674
2022-01-31,1697.495
2022-02-28,1543.258
2022-03-31,1544.136
2022-04-29,1446.746
2022-05-31,1434.898
2022-06-30,1244.215
2022-07-29,1382.802
2022-08-31,1240.218
2022-09-30,1131.402
2022-10-31,1238.005
2022-11-30,1364.575
2022-12-30,1362.381
2023-01-31,1450.308
2023-02-28,1493.028
2023-03-31,1486.44
2023-04-28,1549.408
2023-05-31,1439.01
2023-06-30,1514.695
2023-07-31,1529.817
2023-08-31,1433.264
2023-09-29,1431.337
2023-10-31,1341.79
2023-11-30,1548.981
2023-12-29,1741.934
2024-01-31,1670.469
2024-02-29,1771.368
2024-03-29,1768.206
2024-04-30,1716.835
2024-05-31,1838.635
2024-06-28,1809.771
2024-07-31,1817.78
2024-08-30,1890.205
2024-09-30,1948.176
2024-10-31,1786.243
2024-11-29,1726.994
2024-12-31,1673.858
2025-01-31,1850.23
2025-02-28,1956.212
2025-03-31,1876.166
2025-04-30,1939.224
2025-05-30,2014.234
2025-06-30,2079.612
