Date,NETHERLANDS VALUE Standard (Large+Mid Cap)
1974-12-31,100.0
1975-01-31,125.702
1975-02-28,137.507
1975-03-31,135.11
1975-04-30,138.303
1975-05-30,132.661
1975-06-30,139.497
1975-07-31,131.042
1975-08-29,132.262
1975-09-30,121.126
1975-10-31,132.724
1975-11-28,142.231
1975-12-31,153.138
1976-01-30,168.409
1976-02-27,165.19
1976-03-31,175.599
1976-04-30,176.117
1976-05-31,173.867
1976-06-30,169.882
1976-07-30,168.92
1976-08-31,168.602
1976-09-30,163.061
1976-10-29,159.655
1976-11-30,164.302
1976-12-31,173.805
1977-01-31,172.145
1977-02-28,177.069
1977-03-31,183.327
1977-04-29,203.04
1977-05-31,190.17
1977-06-30,186.983
1977-07-29,193.553
1977-08-31,183.637
1977-09-30,182.874
1977-10-31,187.981
1977-11-30,191.998
1977-12-30,199.446
1978-01-31,200.328
1978-02-28,205.935
1978-03-31,211.647
1978-04-28,207.898
1978-05-31,216.072
1978-06-30,215.09
1978-07-31,220.259
1978-08-31,244.145
1978-09-29,244.877
1978-10-31,249.085
1978-11-30,228.512
1978-12-29,242.939
1979-01-31,243.716
1979-02-28,237.399
1979-03-30,244.227
1979-04-30,246.842
1979-05-31,226.7
1979-06-29,240.616
1979-07-31,244.118
1979-08-31,250.418
1979-09-28,258.741
1979-10-31,236.189
1979-11-30,233.118
1979-12-31,238.829
1980-01-31,233.609
1980-02-29,217.935
1980-03-31,188.079
1980-04-30,222.312
1980-05-30,224.687
1980-06-30,230.137
1980-07-31,244.227
1980-08-29,237.965
1980-09-30,232.957
1980-10-31,218.989
1980-11-28,213.804
1980-12-31,207.273
1981-01-30,203.105
1981-02-27,211.865
1981-03-31,220.394
1981-04-30,222.86
1981-05-29,208.411
1981-06-30,214.887
1981-07-31,203.825
1981-08-31,206.997
1981-09-30,193.226
1981-10-30,200.162
1981-11-30,215.669
1981-12-31,213.135
1982-01-29,224.771
1982-02-26,220.487
1982-03-31,224.079
1982-04-30,244.992
1982-05-31,236.05
1982-06-30,213.939
1982-07-30,213.324
1982-08-31,216.376
1982-09-30,217.928
1982-10-29,237.398
1982-11-30,250.165
1982-12-31,272.172
1983-01-31,298.806
1983-02-28,319.336
1983-03-31,375.456
1983-04-29,397.634
1983-05-31,389.81
1983-06-30,430.528
1983-07-29,426.01
1983-08-31,424.456
1983-09-30,423.859
1983-10-31,402.486
1983-11-30,408.323
1983-12-30,418.63
1984-01-31,468.497
1984-02-29,480.637
1984-03-30,488.393
1984-04-30,475.496
1984-05-31,458.914
1984-06-29,456.037
1984-07-31,402.993
1984-08-31,478.404
1984-09-28,501.353
1984-10-31,483.891
1984-11-30,472.05
1984-12-31,473.224
1985-01-31,514.374
1985-02-28,516.103
1985-03-29,546.372
1985-04-30,570.384
1985-05-31,554.94
1985-06-28,566.718
1985-07-31,606.965
1985-08-30,618.32
1985-09-30,616.445
1985-10-31,643.679
1985-11-29,667.469
1985-12-31,676.379
1986-01-31,673.246
1986-02-28,730.743
1986-03-31,774.538
1986-04-30,823.457
1986-05-30,779.377
1986-06-30,825.869
1986-07-31,800.474
1986-08-29,934.948
1986-09-30,916.826
1986-10-31,878.796
1986-11-28,937.28
1986-12-31,957.603
1987-01-30,1038.463
1987-02-27,1050.385
1987-03-31,1174.201
1987-04-30,1185.922
1987-05-29,1237.12
1987-06-30,1323.946
1987-07-31,1373.824
1987-08-31,1348.262
1987-09-30,1300.983
1987-10-30,1083.88
1987-11-30,1020.756
1987-12-31,1090.316
1988-01-29,1070.122
1988-02-29,1105.802
1988-03-31,1166.287
1988-04-29,1203.944
1988-05-31,1136.277
1988-06-30,1136.877
1988-07-29,1173.783
1988-08-31,1122.724
1988-09-30,1132.231
1988-10-31,1203.634
1988-11-30,1211.77
1988-12-30,1248.439
1989-01-31,1268.263
1989-02-28,1264.887
1989-03-31,1332.43
1989-04-28,1384.778
1989-05-31,1325.206
1989-06-30,1365.623
1989-07-31,1494.263
1989-08-31,1468.298
1989-09-29,1528.09
1989-10-31,1481.633
1989-11-30,1562.5
1989-12-29,1711.682
1990-01-31,1656.404
1990-02-28,1625.085
1990-03-30,1682.516
1990-04-30,1630.299
1990-05-31,1670.801
1990-06-29,1670.878
1990-07-31,1761.94
1990-08-31,1641.208
1990-09-28,1564.265
1990-10-31,1588.479
1990-11-30,1617.82
1990-12-31,1601.013
1991-01-31,1606.743
1991-02-28,1755.697
1991-03-29,1675.622
1991-04-30,1739.997
1991-05-31,1766.347
1991-06-28,1667.824
1991-07-31,1780.742
1991-08-30,1774.753
1991-09-30,1792.737
1991-10-31,1806.119
1991-11-29,1795.324
1991-12-31,1905.589
1992-01-31,1891.174
1992-02-28,1890.102
1992-03-31,1858.211
1992-04-30,1956.917
1992-05-29,2056.172
1992-06-30,2050.417
1992-07-31,2038.407
1992-08-31,2079.244
1992-09-30,2120.35
1992-10-30,1907.072
1992-11-30,1889.399
1992-12-31,1895.381
1993-01-29,1947.58
1993-02-26,1996.927
1993-03-31,2136.001
1993-04-30,2133.559
1993-05-31,2230.662
1993-06-30,2218.188
1993-07-30,2274.554
1993-08-31,2499.39
1993-09-30,2518.436
1993-10-29,2661.158
1993-11-30,2575.11
1993-12-31,2697.003
1994-01-31,2825.434
1994-02-28,2781.112
1994-03-31,2709.163
1994-04-29,2876.74
1994-05-31,2782.729
1994-06-30,2784.419
1994-07-29,2978.25
1994-08-31,3025.694
1994-09-30,2895.758
1994-10-31,3128.387
1994-11-30,2946.114
1994-12-30,2967.856
1995-01-31,3044.737
1995-02-28,3112.704
1995-03-31,3283.954
1995-04-28,3423.943
1995-05-31,3483.875
1995-06-30,3493.028
1995-07-31,3706.204
1995-08-31,3484.827
1995-09-29,3647.816
1995-10-31,3660.73
1995-11-30,3853.167
1995-12-29,4099.272
1996-01-31,4035.572
1996-02-29,4111.289
1996-03-29,4203.135
1996-04-30,4269.232
1996-05-31,4518.047
1996-06-28,4463.589
1996-07-31,4403.194
1996-08-30,4443.288
1996-09-30,4508.88
1996-10-31,4565.201
1996-11-29,5026.66
1996-12-31,5125.889
1997-01-31,5212.067
1997-02-28,5466.56
1997-03-31,5502.832
1997-04-30,5494.262
1997-05-30,5860.954
1997-06-30,6407.151
1997-07-31,7161.008
1997-08-29,6372.014
1997-09-30,6826.104
1997-10-31,6521.602
1997-11-28,6411.302
1997-12-31,6583.266
1998-01-30,6932.169
1998-02-27,7835.279
1998-03-31,8189.824
1998-04-30,8782.916
1998-05-29,9161.782
1998-06-30,9129.915
1998-07-31,10123.557
1998-08-31,8557.772
1998-09-30,7837.318
1998-10-30,8144.728
1998-11-30,8666.592
1998-12-31,9134.141
1999-01-29,8184.06
1999-02-26,8455.193
1999-03-31,9399.816
1999-04-30,10432.229
1999-05-31,9777.182
1999-06-30,10185.706
1999-07-30,10543.223
1999-08-31,10755.719
1999-09-30,10305.611
1999-10-29,10879.852
1999-11-30,11040.528
1999-12-31,12320.496
2000-01-31,11036.921
2000-02-29,12253.027
2000-03-31,12555.075
2000-04-28,12570.725
2000-05-31,13299.618
2000-06-30,14155.48
2000-07-31,13657.659
2000-08-31,14004.195
2000-09-29,13773.482
2000-10-31,13738.383
2000-11-30,13833.757
2000-12-29,14640.813
2001-01-31,14587.865
2001-02-28,13765.289
2001-03-30,12477.065
2001-04-30,13363.665
2001-05-31,13102.696
2001-06-29,12416.055
2001-07-31,12406.56
2001-08-31,12132.72
2001-09-28,10343.521
2001-10-31,10438.374
2001-11-30,10753.21
2001-12-31,10951.373
2002-01-31,10457.597
2002-02-28,10072.978
2002-03-29,11436.936
2002-04-30,11326.012
2002-05-31,11189.708
2002-06-28,10525.33
2002-07-31,8504.277
2002-08-30,8723.067
2002-09-30,6127.223
2002-10-31,7732.864
2002-11-29,8887.326
2002-12-31,7825.272
2003-01-31,7484.39
2003-02-28,6607.339
2003-03-31,5962.668
2003-04-30,7432.649
2003-05-30,7930.308
2003-06-30,8070.059
2003-07-31,8551.724
2003-08-29,8785.916
2003-09-30,8646.45
2003-10-31,9397.83
2003-11-28,9765.073
2003-12-31,10777.175
2004-01-30,10755.554
2004-02-27,10707.864
2004-03-31,10086.38
2004-04-30,10172.214
2004-05-31,10333.927
2004-06-30,10581.335
2004-07-30,10237.414
2004-08-31,10411.796
2004-09-30,10763.609
2004-10-29,11256.022
2004-11-30,11964.265
2004-12-31,12674.94
2005-01-31,12550.915
2005-02-28,13426.5
2005-03-31,12789.936
2005-04-29,12173.371
2005-05-31,12206.072
2005-06-30,12855.974
2005-07-29,13175.834
2005-08-31,12903.828
2005-09-30,13282.642
2005-10-31,12931.762
2005-11-30,13875.602
2005-12-30,14709.894
2006-01-31,15354.219
2006-02-28,15974.309
2006-03-31,16863.63
2006-04-28,17326.547
2006-05-31,16522.839
2006-06-30,16457.784
2006-07-31,16739.952
2006-08-31,17865.561
2006-09-29,18360.33
2006-10-31,18517.668
2006-11-30,18469.953
2006-12-29,19360.486
2007-01-31,19323.182
2007-02-28,19861.381
2007-03-30,21188.526
2007-04-30,23685.47
2007-05-31,23199.088
2007-06-29,22775.309
2007-07-31,22801.764
2007-08-31,22079.797
2007-09-28,24134.532
2007-10-31,24891.214
2007-11-30,22601.616
2007-12-31,22795.506
2008-01-31,20051.402
2008-02-29,20708.392
2008-03-31,21362.546
2008-04-30,22412.517
2008-05-30,22376.55
2008-06-30,19332.783
2008-07-31,19092.85
2008-08-29,18971.927
2008-09-30,14761.034
2008-10-31,9027.749
2008-11-28,8490.413
2008-12-31,9737.078
2009-01-30,8669.156
2009-02-27,7070.117
2009-03-31,7377.825
2009-04-30,9217.209
2009-05-29,10432.174
2009-06-30,10080.64
2009-07-31,12108.353
2009-08-31,12963.528
2009-09-30,14441.579
2009-10-30,13215.608
2009-11-30,13515.938
2009-12-31,14278.646
2010-01-29,13820.315
2010-02-26,12847.814
2010-03-31,14284.104
2010-04-30,14205.471
2010-05-31,12419.747
2010-06-30,12328.915
2010-07-30,14515.81
2010-08-31,13609.968
2010-09-30,15563.295
2010-10-29,16053.825
2010-11-30,13919.766
2010-12-31,15478.116
2011-01-31,17000.444
2011-02-28,17923.991
2011-03-31,18181.311
2011-04-29,19044.59
2011-05-31,17773.131
2011-06-30,17205.612
2011-07-29,15721.552
2011-08-31,13349.756
2011-09-30,11478.483
2011-10-31,13385.811
2011-11-30,12157.085
2011-12-30,11886.818
2012-01-31,12753.775
2012-02-29,13101.603
2012-03-30,12974.823
2012-04-30,11818.149
2012-05-31,10547.749
2012-06-29,11484.167
2012-07-31,11761.324
2012-08-31,12703.859
2012-09-28,12849.73
2012-10-31,13379.264
2012-11-30,13692.866
2012-12-31,14150.283
2013-01-31,15579.328
2013-02-28,13746.496
2013-03-29,13694.623
2013-04-30,14357.973
2013-05-31,15174.782
2013-06-28,14564.356
2013-07-31,16566.793
2013-08-30,16470.453
2013-09-30,17574.232
2013-10-31,18989.599
2013-11-29,19405.162
2013-12-31,20003.828
2014-01-31,18880.73
2014-02-28,20257.117
2014-03-31,20293.054
2014-04-30,20145.35
2014-05-30,20082.658
2014-06-30,20228.111
2014-07-31,18787.451
2014-08-29,18919.111
2014-09-30,18569.108
2014-10-31,18328.413
2014-11-28,19125.289
2014-12-31,18499.429
2015-01-30,17810.492
2015-02-27,19354.699
2015-03-31,19339.563
2015-04-30,19819.829
2015-05-29,20115.227
2015-06-30,19798.971
2015-07-31,20766.279
2015-08-31,18674.431
2015-09-30,17078.666
2015-10-30,18371.945
2015-11-30,17715.844
2015-12-31,17380.136
2016-01-29,15670.075
2016-02-29,15637.157
2016-03-31,16559.872
2016-04-29,17325.608
2016-05-31,17152.119
2016-06-30,14520.352
2016-07-29,15452.597
2016-08-31,17034.742
2016-09-30,16870.446
2016-10-31,17579.735
2016-11-30,17848.95
2016-12-30,18478.571
2017-01-31,19050.841
2017-02-28,18525.258
2017-03-31,20033.829
2017-04-28,21137.45
2017-05-31,21811.746
2017-06-30,22170.626
2017-07-31,24129.549
2017-08-31,23639.6
2017-09-29,24528.966
2017-10-31,24705.515
2017-11-30,24696.356
2017-12-29,25247.499
2018-01-31,26854.55
2018-02-28,25270.057
2018-03-30,24639.402
2018-04-30,25633.721
2018-05-31,22924.387
2018-06-29,22839.044
2018-07-31,24259.543
2018-08-31,23115.67
2018-09-28,23054.744
2018-10-31,20903.69
2018-11-30,21052.652
2018-12-31,18992.424
2019-01-31,20712.819
2019-02-28,22056.429
2019-03-29,20911.464
2019-04-30,22275.852
2019-05-31,20056.96
2019-06-28,21543.569
2019-07-31,20798.728
2019-08-30,18439.565
2019-09-30,19721.909
2019-10-31,21185.584
2019-11-29,21436.23
2019-12-31,21774.44
2020-01-31,20339.679
2020-02-28,18182.763
2020-03-31,13086.18
2020-04-30,13862.101
2020-05-29,15070.183
2020-06-30,16060.27
2020-07-31,16621.777
2020-08-31,18102.878
2020-09-30,16953.259
2020-10-30,16065.795
2020-11-30,19989.516
2020-12-31,20153.498
2021-01-29,19688.481
2021-02-26,21027.209
2021-03-31,22339.662
2021-04-30,23218.82
2021-05-31,24361.271
2021-06-30,23642.432
2021-07-30,23600.666
2021-08-31,25017.38
2021-09-30,24600.685
2021-10-29,25484.866
2021-11-30,23876.865
2021-12-31,24731.81
