Date,NETHERLANDS VALUE Standard (Large+Mid Cap)
2003-11-20,9532.79
2003-11-21,9509.986
2003-11-24,9619.148
2003-11-25,9642.967
2003-11-26,9706.94
2003-11-27,9764.035
2003-11-28,9765.073
2003-12-01,9910.011
2003-12-02,10010.174
2003-12-03,10102.978
2003-12-04,10044.837
2003-12-05,10066.753
2003-12-08,10079.12
2003-12-09,10079.197
2003-12-10,9997.639
2003-12-11,9997.894
2003-12-12,10079.994
2003-12-15,10121.427
2003-12-16,10127.451
2003-12-17,10135.756
2003-12-18,10242.973
2003-12-19,10345.757
2003-12-22,10344.004
2003-12-23,10393.191
2003-12-24,10435.596
2003-12-25,10435.596
2003-12-26,10431.406
2003-12-29,10529.287
2003-12-30,10668.16
2003-12-31,10777.175
2004-01-01,10777.175
2004-01-02,10874.031
2004-01-05,10980.634
2004-01-06,11013.402
2004-01-07,10863.1
2004-01-08,10960.447
2004-01-09,10824.045
2004-01-12,10720.54
2004-01-13,10732.188
2004-01-14,10766.918
2004-01-15,10868.799
2004-01-16,10769.326
2004-01-19,10787.673
2004-01-20,10872.573
2004-01-21,11050.395
2004-01-22,11146.312
2004-01-23,11124.165
2004-01-26,10947.144
2004-01-27,11079.772
2004-01-28,11125.592
2004-01-29,10778.469
2004-01-30,10755.554
2004-02-02,10825.51
2004-02-03,10811.337
2004-02-04,10685.401
2004-02-05,10735.185
2004-02-06,10819.926
2004-02-09,10944.199
2004-02-10,10970.552
2004-02-11,10993.278
2004-02-12,11133.198
2004-02-13,11020.657
2004-02-16,11078.611
2004-02-17,11226.574
2004-02-18,11186.961
2004-02-19,11065.02
2004-02-20,10915.131
2004-02-23,10867.718
2004-02-24,10817.047
2004-02-25,10709.353
2004-02-26,10672.326
2004-02-27,10707.864
2004-03-01,10791.702
2004-03-02,10751.519
2004-03-03,10601.74
2004-03-04,10683.5
2004-03-05,10778.576
2004-03-08,10804.619
2004-03-09,10737.19
2004-03-10,10571.9
2004-03-11,10304.058
2004-03-12,10286.167
2004-03-15,10080.408
2004-03-16,10176.7
2004-03-17,10230.753
2004-03-18,10114.788
2004-03-19,10049.008
2004-03-22,9869.171
2004-03-23,9809.649
2004-03-24,9686.155
2004-03-25,9879.91
2004-03-26,9847.565
2004-03-29,10029.944
2004-03-30,10043.677
2004-03-31,10086.38
2004-04-01,10251.327
2004-04-02,10321.614
2004-04-05,10263.566
2004-04-06,10268.964
2004-04-07,10359.446
2004-04-08,10293.993
2004-04-09,10293.993
2004-04-12,10265.078
2004-04-13,10238.081
2004-04-14,10157.074
2004-04-15,10193.411
2004-04-16,10371.383
2004-04-19,10358.242
2004-04-20,10355.112
2004-04-21,10237.649
2004-04-22,10273.922
2004-04-23,10299.314
2004-04-26,10287.41
2004-04-27,10334.923
2004-04-28,10170.704
2004-04-29,10176.287
2004-04-30,10172.214
2004-05-03,10201.192
2004-05-04,10311.822
2004-05-05,10434.909
2004-05-06,10226.633
2004-05-07,10036.44
2004-05-10,9775.268
2004-05-11,9847.736
2004-05-12,9710.705
2004-05-13,9850.733
2004-05-14,9788.566
2004-05-17,9749.321
2004-05-18,9775.99
2004-05-19,10007.602
2004-05-20,9858.842
2004-05-21,9920.061
2004-05-24,9983.315
2004-05-25,10073.658
2004-05-26,10144.938
2004-05-27,10373.305
2004-05-28,10310.728
2004-05-31,10333.927
2004-06-01,10197.071
2004-06-02,10330.398
2004-06-03,10352.158
2004-06-04,10430.654
2004-06-07,10617.304
2004-06-08,10589.314
2004-06-09,10382.09
2004-06-10,10414.118
2004-06-11,10329.285
2004-06-14,10262.545
2004-06-15,10324.75
2004-06-16,10373.138
2004-06-17,10416.577
2004-06-18,10549.801
2004-06-21,10522.275
2004-06-22,10382.848
2004-06-23,10390.829
2004-06-24,10588.31
2004-06-25,10575.663
2004-06-28,10722.574
2004-06-29,10606.975
2004-06-30,10581.335
2004-07-01,10595.907
2004-07-02,10615.771
2004-07-05,10549.482
2004-07-06,10434.19
2004-07-07,10479.216
2004-07-08,10542.064
2004-07-09,10573.479
2004-07-12,10521.868
2004-07-13,10455.082
2004-07-14,10484.212
2004-07-15,10355.183
2004-07-16,10422.876
2004-07-19,10350.186
2004-07-20,10350.859
2004-07-21,10327.18
2004-07-22,10167.057
2004-07-23,10033.779
2004-07-26,9949.237
2004-07-27,10037.875
2004-07-28,10067.709
2004-07-29,10268.789
2004-07-30,10237.414
2004-08-02,10112.952
2004-08-03,10234.225
2004-08-04,10152.452
2004-08-05,10219.789
2004-08-06,10116.377
2004-08-09,10043.954
2004-08-10,10187.417
2004-08-11,10026.007
2004-08-12,10025.269
2004-08-13,10096.57
2004-08-16,10240.567
2004-08-17,10251.704
2004-08-18,10264.81
2004-08-19,10335.087
2004-08-20,10326.542
2004-08-23,10367.996
2004-08-24,10266.116
2004-08-25,10267.917
2004-08-26,10373.726
2004-08-27,10399.597
2004-08-30,10384.756
2004-08-31,10411.796
2004-09-01,10483.24
2004-09-02,10548.762
2004-09-03,10552.687
2004-09-06,10613.417
2004-09-07,10628.82
2004-09-08,10654.398
2004-09-09,10590.836
2004-09-10,10747.747
2004-09-13,10817.84
2004-09-14,10816.716
2004-09-15,10703.828
2004-09-16,10684.952
2004-09-17,10842.386
2004-09-20,10779.189
2004-09-21,10940.463
2004-09-22,10729.113
2004-09-23,10668.276
2004-09-24,10626.84
2004-09-27,10600.328
2004-09-28,10646.897
2004-09-29,10683.263
2004-09-30,10763.609
2004-10-01,10960.443
2004-10-04,10952.284
2004-10-05,11027.006
2004-10-06,11054.902
2004-10-07,11078.073
2004-10-08,11125.47
2004-10-11,11094.35
2004-10-12,10908.126
2004-10-13,10892.548
2004-10-14,10912.601
2004-10-15,10934.39
2004-10-18,10947.5
2004-10-19,11056.166
2004-10-20,10952.92
2004-10-21,10989.285
2004-10-22,11027.821
2004-10-25,10981.651
2004-10-26,11022.559
2004-10-27,11207.258
2004-10-28,11292.483
2004-10-29,11256.022
2004-11-01,11287.393
2004-11-02,11321.978
2004-11-03,11447.306
2004-11-04,11464.41
2004-11-05,11548.193
2004-11-08,11583.727
2004-11-09,11542.331
2004-11-10,11596.686
2004-11-11,11717.371
2004-11-12,11772.239
2004-11-15,11754.599
2004-11-16,11687.111
2004-11-17,11819.735
2004-11-18,11786.374
2004-11-19,11784.882
2004-11-22,11717.878
2004-11-23,11744.529
2004-11-24,11787.086
2004-11-25,11991.016
2004-11-26,12000.422
2004-11-29,12005.914
2004-11-30,11964.265
2004-12-01,12139.937
2004-12-02,12149.838
2004-12-03,12213.682
2004-12-06,12242.572
2004-12-07,12294.343
2004-12-08,12142.125
2004-12-09,12034.946
2004-12-10,12060.777
2004-12-13,12264.876
2004-12-14,12301.751
2004-12-15,12374.261
2004-12-16,12342.563
2004-12-17,12219.495
2004-12-20,12346.706
2004-12-21,12334.758
2004-12-22,12459.057
2004-12-23,12615.646
2004-12-24,12608.935
2004-12-27,12678.222
2004-12-28,12687.0
2004-12-29,12631.414
2004-12-30,12666.326
2004-12-31,12674.94
2005-01-03,12647.966
2005-01-04,12499.47
2005-01-05,12428.446
2005-01-06,12492.192
2005-01-07,12415.514
2005-01-10,12474.884
2005-01-11,12421.919
2005-01-12,12435.053
2005-01-13,12396.238
2005-01-14,12308.107
2005-01-17,12345.379
2005-01-18,12320.266
2005-01-19,12350.77
2005-01-20,12215.19
2005-01-21,12308.093
2005-01-24,12400.768
2005-01-25,12385.326
2005-01-26,12485.651
2005-01-27,12481.352
2005-01-28,12418.666
2005-01-31,12550.915
2005-02-01,12705.44
2005-02-02,12759.034
2005-02-03,12629.224
2005-02-04,12711.701
2005-02-07,12622.025
2005-02-08,12560.309
2005-02-09,12540.651
2005-02-10,12641.986
2005-02-11,12787.115
2005-02-14,12890.426
2005-02-15,12975.099
2005-02-16,12988.035
2005-02-17,13124.869
2005-02-18,13167.057
2005-02-21,13191.076
2005-02-22,13272.411
2005-02-23,13129.239
2005-02-24,13135.44
2005-02-25,13298.287
2005-02-28,13426.5
2005-03-01,13405.926
2005-03-02,13359.388
2005-03-03,13378.031
2005-03-04,13610.429
2005-03-07,13559.683
2005-03-08,13631.422
2005-03-09,13577.28
2005-03-10,13464.048
2005-03-11,13512.952
2005-03-14,13421.513
2005-03-15,13446.339
2005-03-16,13343.683
2005-03-17,13253.083
2005-03-18,13216.732
2005-03-21,13063.91
2005-03-22,13137.8
2005-03-23,12875.5
2005-03-24,12871.377
2005-03-25,12871.377
2005-03-28,12781.045
2005-03-29,12804.711
2005-03-30,12717.367
2005-03-31,12789.936
2005-04-01,12738.529
2005-04-04,12594.547
2005-04-05,12681.728
2005-04-06,12760.846
2005-04-07,12888.866
2005-04-08,12838.799
2005-04-11,12917.911
2005-04-12,12783.216
2005-04-13,12811.975
2005-04-14,12683.827
2005-04-15,12615.835
2005-04-18,12404.768
2005-04-19,12476.037
2005-04-20,12389.939
2005-04-21,12377.431
2005-04-22,12485.624
2005-04-25,12459.0
2005-04-26,12438.519
2005-04-27,12231.339
2005-04-28,12085.943
2005-04-29,12173.371
2005-05-02,12156.959
2005-05-03,12218.73
2005-05-04,12333.777
2005-05-05,12445.563
2005-05-06,12388.874
2005-05-09,12318.015
2005-05-10,12264.703
2005-05-11,12135.2
2005-05-12,12164.298
2005-05-13,12086.57
2005-05-16,12016.709
2005-05-17,12043.685
2005-05-18,12288.922
2005-05-19,12396.845
2005-05-20,12285.854
2005-05-23,12394.228
2005-05-24,12391.3
2005-05-25,12425.953
2005-05-26,12442.236
2005-05-27,12467.926
2005-05-30,12444.643
2005-05-31,12206.072
2005-06-01,12391.474
2005-06-02,12447.66
2005-06-03,12368.409
2005-06-06,12314.944
2005-06-07,12432.138
2005-06-08,12512.654
2005-06-09,12382.998
2005-06-10,12409.168
2005-06-13,12367.913
