Date,NETHERLANDS VALUE Standard (Large+Mid Cap)
2001-01-01,20366.381
2001-01-02,20654.644
2001-01-03,20840.521
2001-01-04,20881.616
2001-01-05,20788.019
2001-01-08,20611.581
2001-01-09,20232.917
2001-01-10,19977.968
2001-01-11,20415.386
2001-01-12,20384.79
2001-01-15,20594.818
2001-01-16,20272.413
2001-01-17,20230.537
2001-01-18,20192.744
2001-01-19,19681.398
2001-01-22,19827.872
2001-01-23,19834.979
2001-01-24,19839.46
2001-01-25,20035.777
2001-01-26,20000.69
2001-01-29,20061.941
2001-01-30,19980.996
2001-01-31,20292.728
2001-02-01,20218.879
2001-02-02,20249.182
2001-02-05,20509.429
2001-02-06,20419.822
2001-02-07,20289.484
2001-02-08,20144.37
2001-02-09,20430.82
2001-02-12,20397.495
2001-02-13,20242.6
2001-02-14,20234.61
2001-02-15,19690.647
2001-02-16,19889.848
2001-02-19,19956.045
2001-02-20,19693.871
2001-02-21,19479.394
2001-02-22,18969.288
2001-02-23,18818.853
2001-02-26,19016.667
2001-02-27,19304.008
2001-02-28,19148.468
2001-03-01,19097.189
2001-03-02,19245.851
2001-03-05,19257.746
2001-03-06,19650.984
2001-03-07,19626.347
2001-03-08,19644.479
2001-03-09,19611.514
2001-03-12,19145.479
2001-03-13,18617.05
2001-03-14,18347.945
2001-03-15,18324.926
2001-03-16,17596.859
2001-03-19,17434.882
2001-03-20,17676.861
2001-03-21,17259.765
2001-03-22,16302.215
2001-03-23,16730.559
2001-03-26,17437.141
2001-03-27,17763.532
2001-03-28,17290.725
2001-03-29,17170.929
2001-03-30,17363.517
2001-04-02,17340.017
2001-04-03,16906.017
2001-04-04,17055.526
2001-04-05,17379.281
2001-04-06,17477.419
2001-04-09,17823.702
2001-04-10,18119.725
2001-04-11,18118.887
2001-04-12,18292.331
2001-04-13,18292.331
2001-04-16,18104.995
2001-04-17,17844.116
2001-04-18,18065.878
2001-04-19,18154.389
2001-04-20,18257.783
2001-04-23,18040.348
2001-04-24,18271.131
2001-04-25,18372.852
2001-04-26,18692.516
2001-04-27,18745.33
2001-04-30,18619.318
2001-05-01,18784.647
2001-05-02,18745.354
2001-05-03,18446.414
2001-05-04,18334.819
2001-05-07,18514.232
2001-05-08,18380.301
2001-05-09,18286.587
2001-05-10,18819.936
2001-05-11,18515.195
2001-05-14,18404.037
2001-05-15,18669.924
2001-05-16,18592.631
2001-05-17,18799.935
2001-05-18,19093.425
2001-05-21,19086.165
2001-05-22,19117.567
2001-05-23,18823.91
2001-05-24,18728.196
2001-05-25,18604.655
2001-05-28,18836.808
2001-05-29,18658.546
2001-05-30,18453.589
2001-05-31,18304.043
2001-06-01,18061.63
2001-06-04,18086.168
2001-06-05,18337.823
2001-06-06,18234.408
2001-06-07,18227.886
2001-06-08,18185.651
2001-06-11,17838.232
2001-06-12,17672.788
2001-06-13,17835.221
2001-06-14,17769.994
2001-06-15,17588.682
2001-06-18,17534.528
2001-06-19,17384.908
2001-06-20,17194.458
2001-06-21,17351.507
2001-06-22,17521.998
2001-06-25,17806.272
2001-06-26,17534.215
2001-06-27,17326.079
2001-06-28,17046.476
2001-06-29,17345.348
2001-07-02,17654.846
2001-07-03,17416.248
2001-07-04,17381.712
2001-07-05,17294.024
2001-07-06,17044.481
2001-07-09,17061.382
2001-07-10,17021.036
2001-07-11,16794.26
2001-07-12,16777.793
2001-07-13,16882.021
2001-07-16,16677.429
2001-07-17,16601.459
2001-07-18,16616.916
2001-07-19,16714.302
2001-07-20,16657.622
2001-07-23,16714.261
2001-07-24,16726.189
2001-07-25,16489.61
2001-07-26,16685.224
2001-07-27,16925.351
2001-07-30,17221.487
2001-07-31,17332.495
2001-08-01,17528.834
2001-08-02,17366.842
