Date,NETHERLANDS VALUE Standard (Large+Mid Cap)
2001-08-03,17158.516
2001-08-06,17173.166
2001-08-07,17143.784
2001-08-08,16949.87
2001-08-09,16753.279
2001-08-10,16615.506
2001-08-13,16888.123
2001-08-14,17077.495
2001-08-15,17186.944
2001-08-16,17268.483
2001-08-17,17003.123
2001-08-20,16949.199
2001-08-21,17142.996
2001-08-22,17277.039
2001-08-23,17311.264
2001-08-24,17559.178
2001-08-27,17643.107
2001-08-28,17323.996
2001-08-29,17486.03
2001-08-30,17160.439
2001-08-31,16994.73
2001-09-03,16735.092
2001-09-04,16611.657
2001-09-05,16289.581
2001-09-06,15910.961
2001-09-07,15592.158
2001-09-10,15421.964
2001-09-11,14737.942
2001-09-12,14669.82
2001-09-13,14661.873
2001-09-14,13767.07
2001-09-17,14296.617
2001-09-18,14435.788
2001-09-19,13903.245
2001-09-20,12955.594
2001-09-21,12033.883
2001-09-24,13040.394
2001-09-25,13557.983
2001-09-26,13775.281
2001-09-27,13930.669
2001-09-28,14488.716
2001-10-01,13971.521
2001-10-02,14428.79
2001-10-03,14326.37
2001-10-04,14998.051
2001-10-05,14781.327
2001-10-08,14757.928
2001-10-09,14737.237
2001-10-10,15220.201
2001-10-11,15377.764
2001-10-12,15423.751
2001-10-15,14449.671
2001-10-16,14617.928
2001-10-17,15141.436
2001-10-18,14581.038
2001-10-19,14040.062
2001-10-22,14293.705
2001-10-23,14892.811
2001-10-24,14790.169
2001-10-25,14578.346
2001-10-26,15109.06
2001-10-29,15047.972
2001-10-30,14578.796
2001-10-31,14621.777
2001-11-01,14987.722
2001-11-02,14969.397
2001-11-05,15232.692
2001-11-06,15049.833
2001-11-07,15292.934
2001-11-08,15635.223
2001-11-09,15412.804
2001-11-12,14943.356
2001-11-13,15492.822
2001-11-14,15182.988
2001-11-15,14825.135
2001-11-16,15232.7
2001-11-19,15251.791
2001-11-20,15353.913
2001-11-21,15063.106
2001-11-22,15424.43
2001-11-23,15498.022
2001-11-26,15414.771
2001-11-27,15173.638
2001-11-28,14940.585
2001-11-29,14947.672
2001-11-30,15062.791
2001-12-03,14733.07
2001-12-04,14871.91
2001-12-05,15519.761
2001-12-06,15685.006
2001-12-07,15681.536
2001-12-10,15192.376
2001-12-11,15229.801
2001-12-12,14989.125
2001-12-13,14641.902
2001-12-14,14655.818
2001-12-17,15235.234
2001-12-18,15097.632
2001-12-19,15040.598
2001-12-20,14675.825
2001-12-21,14878.555
2001-12-24,14635.177
2001-12-25,14635.177
2001-12-26,14647.677
2001-12-27,15176.022
2001-12-28,15192.473
2001-12-31,15340.642
2002-01-01,15340.642
2002-01-02,15333.201
2002-01-03,15660.174
2002-01-04,15384.458
2002-01-07,15319.691
2002-01-08,15186.25
2002-01-09,15397.277
2002-01-10,15131.696
2002-01-11,15396.637
2002-01-14,14987.418
2002-01-15,15124.267
2002-01-16,14776.898
2002-01-17,15102.392
2002-01-18,15041.823
2002-01-21,14977.887
2002-01-22,15050.281
2002-01-23,14888.012
2002-01-24,15241.924
2002-01-25,14986.364
2002-01-28,15092.63
2002-01-29,14910.826
2002-01-30,14529.822
2002-01-31,14648.962
2002-02-01,14535.346
2002-02-04,14372.253
2002-02-05,13964.353
2002-02-06,13686.008
2002-02-07,13951.605
2002-02-08,13997.871
2002-02-11,14422.355
2002-02-12,14377.7
2002-02-13,14444.739
2002-02-14,14689.654
2002-02-15,14467.064
2002-02-18,14248.382
2002-02-19,13902.957
2002-02-20,13704.593
2002-02-21,13817.688
2002-02-22,13540.478
2002-02-25,13679.423
2002-02-26,13759.146
2002-02-27,13796.212
2002-02-28,14110.188
2002-03-01,14326.549
2002-03-04,14992.509
2002-03-05,15029.261
2002-03-06,15188.437
2002-03-07,15415.746
2002-03-08,15458.817
2002-03-11,15401.721
2002-03-12,15167.09
2002-03-13,14991.161
2002-03-14,15164.404
2002-03-15,15562.197
2002-03-18,15711.538
2002-03-19,15961.236
2002-03-20,15795.113
2002-03-21,15749.456
2002-03-22,15808.204
2002-03-25,15713.127
2002-03-26,15779.49
2002-03-27,15764.09
2002-03-28,16021.629
2002-03-29,16021.629
2002-04-01,16152.938
2002-04-02,16197.924
2002-04-03,16088.577
2002-04-04,15873.582
2002-04-05,15721.756
2002-04-08,15217.77
2002-04-09,15428.987
2002-04-10,15600.525
2002-04-11,15543.451
2002-04-12,15567.86
2002-04-15,15645.889
2002-04-16,16199.859
2002-04-17,16464.184
2002-04-18,16415.687
2002-04-19,16475.876
2002-04-22,16340.317
2002-04-23,16369.426
2002-04-24,16246.011
2002-04-25,16023.957
2002-04-26,15908.666
2002-04-29,15831.534
2002-04-30,15908.587
2002-05-01,15998.625
2002-05-02,15643.519
2002-05-03,15414.961
2002-05-06,15475.957
2002-05-07,15213.559
2002-05-08,15478.653
2002-05-09,15546.749
2002-05-10,15322.06
2002-05-13,15397.953
2002-05-14,15647.128
2002-05-15,15852.693
2002-05-16,15846.447
2002-05-17,16019.365
2002-05-20,15901.484
2002-05-21,15709.971
2002-05-22,15613.058
2002-05-23,15731.17
2002-05-24,15793.924
2002-05-27,15824.823
2002-05-28,15930.56
2002-05-29,15969.424
2002-05-30,15612.04
2002-05-31,15733.479
2002-06-03,15516.771
2002-06-04,14990.033
2002-06-05,14911.462
2002-06-06,15129.556
2002-06-07,14496.684
2002-06-10,14491.366
2002-06-11,14810.709
2002-06-12,14330.524
2002-06-13,14120.995
2002-06-14,13760.558
2002-06-17,14301.532
2002-06-18,14440.869
2002-06-19,14237.11
2002-06-20,13844.394
2002-06-21,13809.469
2002-06-24,13412.361
2002-06-25,13823.946
2002-06-26,13747.312
2002-06-27,13951.336
2002-06-28,14799.44
2002-07-01,14681.488
2002-07-02,13863.59
2002-07-03,13275.132
2002-07-04,13776.557
2002-07-05,14478.28
2002-07-08,14591.688
2002-07-09,14563.553
2002-07-10,13916.923
2002-07-11,13135.843
2002-07-12,13137.619
2002-07-15,12453.385
2002-07-16,12470.797
2002-07-17,13149.09
2002-07-18,13406.249
2002-07-19,12727.885
2002-07-22,11684.167
2002-07-23,10881.374
2002-07-24,10427.901
2002-07-25,11214.792
2002-07-26,11151.291
2002-07-29,12038.069
2002-07-30,11811.802
2002-07-31,11957.681
2002-08-01,11068.071
2002-08-02,10719.463
2002-08-05,10111.266
2002-08-06,10498.062
2002-08-07,10632.348
2002-08-08,11307.265
2002-08-09,11643.499
2002-08-12,11387.393
2002-08-13,11647.938
2002-08-14,11356.903
2002-08-15,11945.08
2002-08-16,12203.786
2002-08-19,12965.214
2002-08-20,12817.919
2002-08-21,12842.361
2002-08-22,13232.891
2002-08-23,13034.547
2002-08-26,12650.443
2002-08-27,13374.878
2002-08-28,12640.68
2002-08-29,12175.652
2002-08-30,12311.526
2002-09-02,12009.343
2002-09-03,11590.746
2002-09-04,11497.316
2002-09-05,11211.109
2002-09-06,11593.627
2002-09-09,11058.432
2002-09-10,11421.583
2002-09-11,11785.628
2002-09-12,11001.812
2002-09-13,10594.38
2002-09-16,10324.83
2002-09-17,10069.301
2002-09-18,9525.834
2002-09-19,9326.763
2002-09-20,9155.227
2002-09-23,8446.359
2002-09-24,8539.642
2002-09-25,8750.249
2002-09-26,9480.105
2002-09-27,9212.52
2002-09-30,8648.118
2002-10-01,8937.031
2002-10-02,9424.619
2002-10-03,9258.925
2002-10-04,8891.833
2002-10-07,8680.95
2002-10-08,8429.78
2002-10-09,8515.655
2002-10-10,8964.109
2002-10-11,9621.656
2002-10-14,9493.356
2002-10-15,10507.413
2002-10-16,10076.193
2002-10-17,10508.106
2002-10-18,10640.274
2002-10-21,10596.435
2002-10-22,10631.94
2002-10-23,10009.897
2002-10-24,10368.077
2002-10-25,10252.024
2002-10-28,10889.86
2002-10-29,10217.723
2002-10-30,10657.57
2002-10-31,10914.747
2002-11-01,10822.754
2002-11-04,11398.722
2002-11-05,11648.093
2002-11-06,11323.227
2002-11-07,10820.052
2002-11-08,10595.817
2002-11-11,10411.919
2002-11-12,10356.918
2002-11-13,10329.48
2002-11-14,10768.597
2002-11-15,10986.027
2002-11-18,11312.392
2002-11-19,11233.927
2002-11-20,11158.603
2002-11-21,11961.473
2002-11-22,12127.994
2002-11-25,12299.86
2002-11-26,11746.095
2002-11-27,12182.598
2002-11-28,12436.63
2002-11-29,12544.241
2002-12-02,12551.261
2002-12-03,12037.244
2002-12-04,11738.553
2002-12-05,11540.402
2002-12-06,11559.283
2002-12-09,11161.533
2002-12-10,11241.983
2002-12-11,11434.453
2002-12-12,11303.251
2002-12-13,11035.808
2002-12-16,11512.324
2002-12-17,11421.464
2002-12-18,11099.536
2002-12-19,10807.943
2002-12-20,10989.406
2002-12-23,11154.703
2002-12-24,11029.655
2002-12-25,11029.655
2002-12-26,11057.468
2002-12-27,10786.14
2002-12-30,10926.126
2002-12-31,11045.179
2003-01-01,11045.179
2003-01-02,11539.12
2003-01-03,11581.526
2003-01-06,11626.36
2003-01-07,11505.581
2003-01-08,11245.584
2003-01-09,11620.974
2003-01-10,11831.801
2003-01-13,12022.809
2003-01-14,12080.906
2003-01-15,11922.404
2003-01-16,11887.546
2003-01-17,11395.284
2003-01-20,11219.522
2003-01-21,10995.477
2003-01-22,10692.732
2003-01-23,10671.787
2003-01-24,10631.775
2003-01-27,10123.861
2003-01-28,10162.289
2003-01-29,10143.325
2003-01-30,10493.561
2003-01-31,10564.032
2003-02-03,10735.234
2003-02-04,10312.046
2003-02-05,10513.519
2003-02-06,10332.172
2003-02-07,10030.738
2003-02-10,9703.327
2003-02-11,10159.389
2003-02-12,9803.437
2003-02-13,9956.47
2003-02-14,10331.379
2003-02-17,10578.27
2003-02-18,10640.42
2003-02-19,10374.102
2003-02-20,10211.184
2003-02-21,10216.154
2003-02-24,9344.897
2003-02-25,8845.598
2003-02-26,8669.237
2003-02-27,8862.543
2003-02-28,9326.095
2003-03-03,9363.554
2003-03-04,8905.073
2003-03-05,8835.417
2003-03-06,8499.444
2003-03-07,8111.883
2003-03-10,7734.252
2003-03-11,7834.384
2003-03-12,7448.674
2003-03-13,8205.381
2003-03-14,8870.308
2003-03-17,9227.015
2003-03-18,8958.831
2003-03-19,8985.791
2003-03-20,8865.403
2003-03-21,9381.771
2003-03-24,8771.818
2003-03-25,9121.079
2003-03-26,9012.69
2003-03-27,8825.637
2003-03-28,8858.941
2003-03-31,8427.676
2003-04-01,8578.577
2003-04-02,9025.666
2003-04-03,9188.717
2003-04-04,9148.866
2003-04-07,9755.463
2003-04-08,9567.662
2003-04-09,9469.135
2003-04-10,9376.286
2003-04-11,9497.566
2003-04-14,9612.464
2003-04-15,10044.259
2003-04-16,10081.463
2003-04-17,10193.098
2003-04-18,10193.098
2003-04-21,10149.16
2003-04-22,10319.022
2003-04-23,10623.032
2003-04-24,10362.916
2003-04-25,10202.196
2003-04-28,10571.371
2003-04-29,10450.719
2003-04-30,10529.008
2003-05-01,10625.712
2003-05-02,10560.202
2003-05-05,10920.015
2003-05-06,11158.125
2003-05-07,10986.568
2003-05-08,10658.977
2003-05-09,10919.83
2003-05-12,10991.479
2003-05-13,10959.472
2003-05-14,10905.0
2003-05-15,10974.82
2003-05-16,11258.313
2003-05-19,10704.571
2003-05-20,10663.221
2003-05-21,10378.061
2003-05-22,10661.219
2003-05-23,10512.879
2003-05-26,10532.983
2003-05-27,10673.396
2003-05-28,10956.661
2003-05-29,11123.095
2003-05-30,11253.8
2003-06-02,11412.659
2003-06-03,11317.42
2003-06-04,11553.627
2003-06-05,11715.16
2003-06-06,11908.93
2003-06-09,11737.483
2003-06-10,11749.334
2003-06-11,12091.881
2003-06-12,12296.671
2003-06-13,11892.893
2003-06-16,12244.97
2003-06-17,12212.077
2003-06-18,12181.084
2003-06-19,11898.336
2003-06-20,11942.12
2003-06-23,11544.656
2003-06-24,11470.726
2003-06-25,11670.004
2003-06-26,11453.561
2003-06-27,11615.897
2003-06-30,11452.119
2003-07-01,11322.884
2003-07-02,11605.627
2003-07-03,11665.072
2003-07-04,11507.134
2003-07-07,11886.4
2003-07-08,11861.913
2003-07-09,11692.527
2003-07-10,11518.941
2003-07-11,11655.931
2003-07-14,11897.359
2003-07-15,11930.895
2003-07-16,11824.274
2003-07-17,11547.607
2003-07-18,11855.78
2003-07-21,11818.583
2003-07-22,11965.855
2003-07-23,11925.39
2003-07-24,12210.438
2003-07-25,12097.201
2003-07-28,12246.748
2003-07-29,12151.548
2003-07-30,12032.927
2003-07-31,12148.325
2003-08-01,11969.168
2003-08-04,11935.722
2003-08-05,12065.876
2003-08-06,11875.754
2003-08-07,11942.235
2003-08-08,12034.638
2003-08-11,12133.858
2003-08-12,12209.196
2003-08-13,12196.71
2003-08-14,12363.076
2003-08-15,12492.069
2003-08-18,12484.401
2003-08-19,12469.938
2003-08-20,12456.458
2003-08-21,12440.982
2003-08-22,12475.114
2003-08-25,12374.438
2003-08-26,12225.434
2003-08-27,12395.98
2003-08-28,12471.663
2003-08-29,12512.906
2003-09-01,12819.483
2003-09-02,12673.038
2003-09-03,12768.92
2003-09-04,12805.233
2003-09-05,12939.954
2003-09-08,13155.075
2003-09-09,13098.846
2003-09-10,12847.244
2003-09-11,12789.026
2003-09-12,12841.345
2003-09-15,12981.989
2003-09-16,13012.253
2003-09-17,13148.439
2003-09-18,13219.664
2003-09-19,13199.224
2003-09-22,12977.819
2003-09-23,12787.139
2003-09-24,12735.133
2003-09-25,12601.682
2003-09-26,12378.155
2003-09-29,12444.163
2003-09-30,12314.463
2003-10-01,12605.149
2003-10-02,12714.231
2003-10-03,13036.537
2003-10-06,12951.978
2003-10-07,12979.099
2003-10-08,13015.163
2003-10-09,13250.014
2003-10-10,13264.889
2003-10-13,13409.962
2003-10-14,13328.08
2003-10-15,13450.093
2003-10-16,13367.458
2003-10-17,13374.38
2003-10-20,13353.881
2003-10-21,13404.798
2003-10-22,13222.492
2003-10-23,13002.704
2003-10-24,13015.595
2003-10-27,13122.521
2003-10-28,13099.053
2003-10-29,13236.563
2003-10-30,13358.567
2003-10-31,13387.755
2003-11-03,13658.596
2003-11-04,13619.314
2003-11-05,13497.284
2003-11-06,13557.096
2003-11-07,13804.456
2003-11-10,13682.549
2003-11-11,13594.052
2003-11-12,13733.551
2003-11-13,13901.317
2003-11-14,13967.443
2003-11-17,13563.368
2003-11-18,13668.577
2003-11-19,13628.664
2003-11-20,13580.012
2003-11-21,13547.527
2003-11-24,13703.035
2003-11-25,13736.966
2003-11-26,13828.099
2003-11-27,13909.435
2003-11-28,13910.913
2003-12-01,14117.386
2003-12-02,14260.074
2003-12-03,14392.278
2003-12-04,14309.453
2003-12-05,14340.673
2003-12-08,14358.292
2003-12-09,14358.401
2003-12-10,14242.217
2003-12-11,14242.581
2003-12-12,14359.536
2003-12-15,14418.561
2003-12-16,14427.142
2003-12-17,14438.973
2003-12-18,14591.709
2003-12-19,14738.131
2003-12-22,14735.633
2003-12-23,14805.703
2003-12-24,14866.112
2003-12-25,14866.112
2003-12-26,14860.143
2003-12-29,14999.58
2003-12-30,15197.413
2003-12-31,15352.711
2004-01-01,15352.711
2004-01-02,15490.688
2004-01-05,15642.55
2004-01-06,15689.23
2004-01-07,15475.116
2004-01-08,15613.794
2004-01-09,15419.481
2004-01-12,15272.031
2004-01-13,15288.625
2004-01-14,15338.1
2004-01-15,15483.235
2004-01-16,15341.53
2004-01-19,15367.666
2004-01-20,15488.612
2004-01-21,15741.929
2004-01-22,15878.568
2004-01-23,15847.019
2004-01-26,15594.843
2004-01-27,15783.779
2004-01-28,15849.052
2004-01-29,15354.555
2004-01-30,15321.911
2004-02-02,15421.568
2004-02-03,15401.377
2004-02-04,15221.975
2004-02-05,15292.894
2004-02-06,15413.613
2004-02-09,15590.646
2004-02-10,15628.187
2004-02-11,15660.562
2004-02-12,15859.886
2004-02-13,15699.566
2004-02-16,15782.124
2004-02-17,15992.906
2004-02-18,15936.476
2004-02-19,15762.763
2004-02-20,15549.237
2004-02-23,15481.696
2004-02-24,15409.511
2004-02-25,15256.096
2004-02-26,15203.349
2004-02-27,15253.973
2004-03-01,15373.406
2004-03-02,15316.163
2004-03-03,15102.793
2004-03-04,15220.084
2004-03-05,15355.533
2004-03-08,15392.634
2004-03-09,15296.572
2004-03-10,15061.094
2004-03-11,14679.518
2004-03-12,14654.03
2004-03-15,14360.898
2004-03-16,14498.078
2004-03-17,14575.085
2004-03-18,14409.877
2004-03-19,14316.164
2004-03-22,14059.962
2004-03-23,13975.165
2004-03-24,13799.231
2004-03-25,14075.262
2004-03-26,14031.405
2004-03-29,14291.27
2004-03-30,14310.836
2004-03-31,14371.683
2004-04-01,14606.709
2004-04-02,14709.141
2004-04-05,14626.419
2004-04-06,14634.112
2004-04-07,14763.056
2004-04-08,14669.779
2004-04-09,14669.779
2004-04-12,14628.574
2004-04-13,14592.489
2004-04-14,14477.029
2004-04-15,14528.822
2004-04-16,14782.487
2004-04-19,14766.8
2004-04-20,14762.337
2004-04-21,14596.737
2004-04-22,14651.71
2004-04-23,14687.921
2004-04-26,14708.311
2004-04-27,14778.638
2004-04-28,14543.81
2004-04-29,14572.477
2004-04-30,14566.644
2004-05-03,14627.05
2004-05-04,14785.677
2004-05-05,14962.167
2004-05-06,14663.528
2004-05-07,14390.819
2004-05-10,14016.335
2004-05-11,14120.244
2004-05-12,13923.762
2004-05-13,14124.541
2004-05-14,14035.403
2004-05-17,13979.132
2004-05-18,14017.941
2004-05-19,14350.052
2004-05-20,14136.743
2004-05-21,14224.527
2004-05-24,14315.227
2004-05-25,14444.772
2004-05-26,14546.981
2004-05-27,14874.44
2004-05-28,14784.709
2004-05-31,14817.974
2004-06-01,14621.736
2004-06-02,14812.914
2004-06-03,14844.117
2004-06-04,14956.673
2004-06-07,15224.314
2004-06-08,15184.178
2004-06-09,14887.036
2004-06-10,14932.962
2004-06-11,14811.319
2004-06-14,14715.618
2004-06-15,14804.815
2004-06-16,14874.2
2004-06-17,14936.488
2004-06-18,15127.52
2004-06-21,15088.05
2004-06-22,14888.124
2004-06-23,14899.568
2004-06-24,15182.739
2004-06-25,15164.604
2004-06-28,15375.261
2004-06-29,15209.503
2004-06-30,15172.737
2004-07-01,15193.632
2004-07-02,15222.115
2004-07-05,15127.063
2004-07-06,14961.743
2004-07-07,15026.307
2004-07-08,15116.425
2004-07-09,15161.473
2004-07-12,15087.467
2004-07-13,14991.701
2004-07-14,15033.471
2004-07-15,14848.454
2004-07-16,14945.52
2004-07-19,14841.289
2004-07-20,14842.253
2004-07-21,14808.3
2004-07-22,14578.698
2004-07-23,14387.589
2004-07-26,14266.362
2004-07-27,14393.462
2004-07-28,14437.289
2004-07-29,14725.642
2004-07-30,14699.301
2004-08-02,14520.594
2004-08-03,14713.468
2004-08-04,14595.904
2004-08-05,14692.713
2004-08-06,14565.125
2004-08-09,14460.853
2004-08-10,14669.383
2004-08-11,14436.961
2004-08-12,14435.897
2004-08-13,14538.568
2004-08-16,14753.039
2004-08-17,14769.083
2004-08-18,14787.964
2004-08-19,14889.208
2004-08-20,14876.899
2004-08-23,14936.618
2004-08-24,14789.846
2004-08-25,14792.44
2004-08-26,14944.874
2004-08-27,14982.145
2004-08-30,14960.764
2004-08-31,14999.719
2004-09-01,15102.644
2004-09-02,15197.038
2004-09-03,15202.693
2004-09-06,15290.183
2004-09-07,15312.374
2004-09-08,15349.224
2004-09-09,15257.652
2004-09-10,15483.706
2004-09-13,15584.685
2004-09-14,15583.065
2004-09-15,15420.435
2004-09-16,15393.24
2004-09-17,15620.047
2004-09-20,15529.002
2004-09-21,15761.341
2004-09-22,15456.861
2004-09-23,15369.216
2004-09-24,15309.522
2004-09-27,15271.326
2004-09-28,15338.416
2004-09-29,15390.807
2004-09-30,15506.558
2004-10-01,15790.126
2004-10-04,15778.372
2004-10-05,15886.019
2004-10-06,15926.207
2004-10-07,15959.589
2004-10-08,16029.156
2004-10-11,15984.319
2004-10-12,15716.015
2004-10-13,15693.57
2004-10-14,15722.461
2004-10-15,15753.855
2004-10-18,15773.039
2004-10-19,15929.604
2004-10-20,15780.848
2004-10-21,15835.306
2004-10-22,15890.835
2004-10-25,15824.305
2004-10-26,15883.254
2004-10-27,16149.4
2004-10-28,16272.207
2004-10-29,16219.668
2004-11-01,16264.872
2004-11-02,16314.709
2004-11-03,16495.304
2004-11-04,16519.951
2004-11-05,16640.679
2004-11-08,16691.884
2004-11-09,16632.232
2004-11-10,16710.558
2004-11-11,16884.461
2004-11-12,16963.525
2004-11-15,16938.105
2004-11-16,16840.857
2004-11-17,17031.966
2004-11-18,16983.893
2004-11-19,16981.743
2004-11-22,16885.191
2004-11-23,16923.595
2004-11-24,16984.919
2004-11-25,17278.777
2004-11-26,17292.332
2004-11-29,17300.245
2004-11-30,17240.229
2004-12-01,17493.368
2004-12-02,17507.636
2004-12-03,17599.634
2004-12-06,17641.263
2004-12-07,17715.865
2004-12-08,17496.522
2004-12-09,17342.079
2004-12-10,17379.301
2004-12-13,17673.404
2004-12-14,17726.54
2004-12-15,17831.025
2004-12-16,17785.348
2004-12-17,17608.011
2004-12-20,17791.318
2004-12-21,17774.101
2004-12-22,17953.213
2004-12-23,18178.855
2004-12-24,18169.184
2004-12-27,18269.026
2004-12-28,18281.675
2004-12-29,18201.576
2004-12-30,18251.884
2004-12-31,18264.296
2005-01-03,18225.426
2005-01-04,18011.448
2005-01-05,17909.103
2005-01-06,18000.961
2005-01-07,17890.469
2005-01-10,17976.019
2005-01-11,17899.699
2005-01-12,17918.625
2005-01-13,17862.693
2005-01-14,17735.698
2005-01-17,17789.407
2005-01-18,17753.219
2005-01-19,17797.175
2005-01-20,17601.808
2005-01-21,17735.679
2005-01-24,17869.221
2005-01-25,17846.97
2005-01-26,17991.535
2005-01-27,17985.341
2005-01-28,17895.011
2005-01-31,18085.578
2005-02-01,18308.246
2005-02-02,18385.474
2005-02-03,18198.42
2005-02-04,18345.99
2005-02-07,18216.566
2005-02-08,18127.495
2005-02-09,18099.124
2005-02-10,18245.374
2005-02-11,18454.83
2005-02-14,18603.933
2005-02-15,18726.135
2005-02-16,18744.805
2005-02-17,18942.289
2005-02-18,19003.175
2005-02-21,19037.842
2005-02-22,19155.226
2005-02-23,18948.595
2005-02-24,18957.545
2005-02-25,19192.571
2005-02-28,19377.613
2005-03-01,19347.92
2005-03-02,19280.755
2005-03-03,19307.661
2005-03-04,19643.066
2005-03-07,19569.827
2005-03-08,19673.364
2005-03-09,19595.225
2005-03-10,19431.805
2005-03-11,19502.384
2005-03-14,19370.416
2005-03-15,19406.246
2005-03-16,19258.088
2005-03-17,19127.331
2005-03-18,19074.868
2005-03-21,18854.31
2005-03-22,18960.951
2005-03-23,18582.39
2005-03-24,18576.44
2005-03-25,18576.44
2005-03-28,18446.069
2005-03-29,18480.225
2005-03-30,18354.167
2005-03-31,18458.9
2005-04-01,18389.565
2005-04-04,18184.151
2005-04-05,18310.024
2005-04-06,18424.255
2005-04-07,18609.092
2005-04-08,18539.09
2005-04-11,18653.327
2005-04-12,18458.829
2005-04-13,18500.357
2005-04-14,18320.58
2005-04-15,18222.371
2005-04-18,17917.506
2005-04-19,18021.475
2005-04-20,17897.108
2005-04-21,17879.041
2005-04-22,18035.324
2005-04-25,18013.115
2005-04-26,17983.503
2005-04-27,17683.965
2005-04-28,17502.054
2005-04-29,17643.952
2005-05-02,17642.988
2005-05-03,17732.634
2005-05-04,17899.598
2005-05-05,18061.83
2005-05-06,17979.558
2005-05-09,17876.723
2005-05-10,17799.352
2005-05-11,17611.409
2005-05-12,17653.639
2005-05-13,17540.834
2005-05-16,17439.447
2005-05-17,17478.598
2005-05-18,17834.502
2005-05-19,17991.126
2005-05-20,17830.049
2005-05-23,17987.328
2005-05-24,17983.08
2005-05-25,18033.37
2005-05-26,18057.001
2005-05-27,18094.284
2005-05-30,18060.494
2005-05-31,17714.264
2005-06-01,17983.332
2005-06-02,18064.872
2005-06-03,17949.858
2005-06-06,17872.266
2005-06-07,18042.345
2005-06-08,18159.196
2005-06-09,17971.031
2005-06-10,18009.011
2005-06-13,17949.138
