Date,ISRAEL SMID CAP SMID (Small+Mid Cap)
2001-09-24,387.098
2001-09-25,384.605
2001-09-26,384.01
2001-09-27,383.483
2001-09-28,384.903
2001-10-01,383.134
2001-10-02,382.98
2001-10-03,378.327
2001-10-04,381.242
2001-10-05,381.307
2001-10-08,388.029
2001-10-09,387.302
2001-10-10,395.698
2001-10-11,406.318
2001-10-12,405.651
2001-10-15,400.838
2001-10-16,410.367
2001-10-17,405.149
2001-10-18,403.917
2001-10-19,404.228
2001-10-22,411.052
2001-10-23,412.179
2001-10-24,409.491
2001-10-25,405.765
2001-10-26,407.549
2001-10-29,408.272
2001-10-30,401.977
2001-10-31,403.157
2001-11-01,402.925
2001-11-02,404.503
2001-11-05,417.49
2001-11-06,414.09
2001-11-07,414.037
2001-11-08,418.667
2001-11-09,420.81
2001-11-12,419.55
2001-11-13,430.544
2001-11-14,432.917
2001-11-15,431.261
2001-11-16,431.091
2001-11-19,436.536
2001-11-20,436.697
2001-11-21,436.51
2001-11-22,441.81
2001-11-23,442.331
2001-11-26,448.15
2001-11-27,446.04
2001-11-28,444.813
2001-11-29,447.984
2001-11-30,446.904
2001-12-03,435.985
2001-12-04,437.246
2001-12-05,446.331
2001-12-06,453.828
2001-12-07,453.491
2001-12-10,457.609
2001-12-11,462.946
2001-12-12,464.813
2001-12-13,454.441
2001-12-14,452.212
2001-12-17,454.602
2001-12-18,451.509
2001-12-19,447.302
2001-12-20,445.016
2001-12-21,441.026
2001-12-24,465.215
2001-12-25,475.568
2001-12-26,482.101
2001-12-27,492.604
2001-12-28,492.104
2001-12-31,493.26
2002-01-01,495.237
2002-01-02,506.969
2002-01-03,508.503
2002-01-04,508.37
2002-01-07,505.809
2002-01-08,502.415
2002-01-09,498.979
2002-01-10,489.542
2002-01-11,488.817
2002-01-14,490.853
2002-01-15,483.655
2002-01-16,474.314
2002-01-17,479.933
2002-01-18,479.369
2002-01-21,468.585
2002-01-22,465.892
2002-01-23,455.765
2002-01-24,461.491
2002-01-25,459.47
2002-01-28,446.949
2002-01-29,446.645
2002-01-30,446.534
2002-01-31,454.469
2002-02-01,455.21
2002-02-04,457.599
2002-02-05,449.876
2002-02-06,449.094
2002-02-07,438.998
2002-02-08,439.129
2002-02-11,419.191
2002-02-12,422.769
2002-02-13,431.518
2002-02-14,431.323
2002-02-15,432.362
2002-02-18,417.955
2002-02-19,405.765
2002-02-20,408.466
2002-02-21,408.232
2002-02-22,407.483
2002-02-25,413.431
2002-02-26,415.179
2002-02-27,427.314
2002-02-28,419.406
2002-03-01,417.666
2002-03-04,419.221
2002-03-05,411.174
2002-03-06,404.571
2002-03-07,407.877
2002-03-08,408.261
2002-03-11,419.824
2002-03-12,412.83
2002-03-13,411.016
2002-03-14,415.576
2002-03-15,414.976
2002-03-18,431.546
2002-03-19,431.911
2002-03-20,429.587
2002-03-21,426.593
2002-03-22,426.939
2002-03-25,421.367
2002-03-26,415.816
2002-03-27,414.237
2002-03-28,412.095
2002-03-29,411.659
2002-04-01,383.938
2002-04-02,383.719
2002-04-03,383.263
2002-04-04,382.466
2002-04-05,383.203
2002-04-08,382.275
2002-04-09,376.654
2002-04-10,380.746
2002-04-11,381.184
2002-04-12,379.346
2002-04-15,376.838
2002-04-16,377.813
2002-04-17,378.281
2002-04-18,383.267
2002-04-19,383.388
2002-04-22,387.898
2002-04-23,381.816
2002-04-24,367.277
2002-04-25,362.718
2002-04-26,361.927
2002-04-29,356.502
2002-04-30,353.223
2002-05-01,358.329
2002-05-02,366.358
2002-05-03,366.687
2002-05-06,362.625
2002-05-07,361.701
2002-05-08,359.522
2002-05-09,351.397
2002-05-10,351.325
2002-05-13,357.311
2002-05-14,367.082
2002-05-15,368.866
2002-05-16,368.546
2002-05-17,368.951
2002-05-20,365.752
2002-05-21,366.528
2002-05-22,367.141
2002-05-23,364.291
2002-05-24,363.698
2002-05-27,362.092
2002-05-28,357.671
2002-05-29,353.691
2002-05-30,354.789
2002-05-31,356.752
2002-06-03,358.658
2002-06-04,357.658
2002-06-05,355.052
2002-06-06,351.67
2002-06-07,350.839
2002-06-10,348.887
2002-06-11,342.579
2002-06-12,340.825
2002-06-13,340.63
2002-06-14,339.681
2002-06-17,340.622
2002-06-18,339.156
2002-06-19,332.521
2002-06-20,323.008
2002-06-21,321.262
2002-06-24,316.776
2002-06-25,328.006
2002-06-26,324.309
2002-06-27,334.658
2002-06-28,339.512
2002-07-01,337.339
2002-07-02,331.638
2002-07-03,332.096
2002-07-04,332.652
2002-07-05,335.156
2002-07-08,335.972
2002-07-09,340.252
2002-07-10,346.502
2002-07-11,342.753
2002-07-12,344.696
2002-07-15,353.816
2002-07-16,352.551
2002-07-17,360.861
2002-07-18,360.107
2002-07-19,359.262
2002-07-22,358.498
2002-07-23,349.222
2002-07-24,339.84
2002-07-25,336.653
2002-07-26,336.313
2002-07-29,350.87
2002-07-30,353.521
2002-07-31,355.308
2002-08-01,347.607
2002-08-02,345.045
2002-08-05,335.561
2002-08-06,339.492
2002-08-07,342.41
2002-08-08,341.398
2002-08-09,342.642
2002-08-12,341.702
2002-08-13,337.067
2002-08-14,339.654
2002-08-15,342.935
2002-08-16,343.903
2002-08-19,357.097
2002-08-20,357.137
2002-08-21,361.666
2002-08-22,359.462
2002-08-23,356.978
2002-08-26,361.152
2002-08-27,361.327
2002-08-28,356.853
2002-08-29,353.381
2002-08-30,352.887
2002-09-02,347.333
2002-09-03,343.785
2002-09-04,344.328
2002-09-05,341.699
2002-09-06,343.575
2002-09-09,345.183
2002-09-10,346.867
2002-09-11,347.98
2002-09-12,344.55
2002-09-13,343.625
2002-09-16,344.096
2002-09-17,346.625
2002-09-18,334.579
2002-09-19,330.964
2002-09-20,328.441
2002-09-23,320.167
2002-09-24,315.104
2002-09-25,315.917
2002-09-26,317.985
2002-09-27,316.933
2002-09-30,309.864
2002-10-01,314.05
2002-10-02,310.803
2002-10-03,306.911
2002-10-04,305.288
2002-10-07,297.805
2002-10-08,297.988
2002-10-09,297.499
2002-10-10,299.489
2002-10-11,302.573
2002-10-14,299.473
2002-10-15,307.304
2002-10-16,302.054
2002-10-17,312.157
2002-10-18,313.429
2002-10-21,312.868
2002-10-22,307.62
2002-10-23,308.106
2002-10-24,310.558
2002-10-25,309.78
2002-10-28,302.381
2002-10-29,298.915
2002-10-30,305.341
2002-10-31,300.231
2002-11-01,303.131
2002-11-04,304.877
2002-11-05,308.935
2002-11-06,321.276
2002-11-07,316.414
2002-11-08,316.374
2002-11-11,317.625
2002-11-12,314.929
2002-11-13,314.92
2002-11-14,319.164
2002-11-15,319.778
2002-11-18,321.542
2002-11-19,319.303
2002-11-20,321.851
2002-11-21,328.078
2002-11-22,329.297
2002-11-25,335.257
2002-11-26,340.455
2002-11-27,350.634
2002-11-28,350.032
2002-11-29,349.995
2002-12-02,357.707
2002-12-03,352.654
2002-12-04,344.534
2002-12-05,342.098
2002-12-06,341.118
2002-12-09,336.012
2002-12-10,343.15
2002-12-11,345.346
2002-12-12,345.834
2002-12-13,345.905
2002-12-16,345.72
2002-12-17,340.998
2002-12-18,334.967
2002-12-19,328.679
2002-12-20,329.362
2002-12-23,323.653
2002-12-24,320.676
2002-12-25,319.174
2002-12-26,325.443
2002-12-27,322.982
2002-12-30,316.673
2002-12-31,317.433
2003-01-01,314.11
2003-01-02,314.608
2003-01-03,314.289
2003-01-06,315.995
2003-01-07,314.571
2003-01-08,308.397
2003-01-09,311.946
2003-01-10,312.224
2003-01-13,306.241
2003-01-14,305.069
2003-01-15,308.105
2003-01-16,310.997
2003-01-17,307.4
2003-01-20,297.675
2003-01-21,295.672
2003-01-22,292.399
2003-01-23,295.069
2003-01-24,292.97
2003-01-27,293.873
2003-01-28,294.418
2003-01-29,297.302
2003-01-30,296.878
2003-01-31,296.879
2003-02-03,292.721
2003-02-04,286.663
2003-02-05,287.034
2003-02-06,286.763
2003-02-07,285.052
2003-02-10,283.105
2003-02-11,285.866
2003-02-12,283.695
2003-02-13,276.187
2003-02-14,279.419
2003-02-17,289.495
2003-02-18,297.558
2003-02-19,292.491
2003-02-20,291.109
2003-02-21,292.306
2003-02-24,294.577
2003-02-25,290.988
2003-02-26,290.363
2003-02-27,300.519
2003-02-28,302.296
2003-03-03,304.805
2003-03-04,302.597
2003-03-05,299.468
2003-03-06,303.462
2003-03-07,302.805
2003-03-10,298.288
2003-03-11,299.813
2003-03-12,300.239
2003-03-13,306.915
2003-03-14,306.584
2003-03-17,313.607
2003-03-18,314.064
2003-03-19,324.857
2003-03-20,321.554
2003-03-21,325.053
2003-03-24,321.179
2003-03-25,325.126
2003-03-26,331.422
2003-03-27,327.1
2003-03-28,326.67
2003-03-31,323.314
2003-04-01,332.138
2003-04-02,339.864
2003-04-03,344.788
2003-04-04,345.48
2003-04-07,356.065
2003-04-08,355.436
2003-04-09,357.803
2003-04-10,360.761
2003-04-11,361.043
2003-04-14,370.919
2003-04-15,377.984
2003-04-16,379.172
2003-04-17,380.917
2003-04-18,380.963
2003-04-21,376.772
2003-04-22,376.778
2003-04-23,377.233
2003-04-24,385.34
2003-04-25,383.069
2003-04-28,376.262
2003-04-29,386.097
2003-04-30,385.866
2003-05-01,387.047
2003-05-02,391.56
2003-05-05,409.054
2003-05-06,411.861
2003-05-07,411.105
2003-05-08,409.982
2003-05-09,412.02
2003-05-12,426.097
2003-05-13,417.532
2003-05-14,420.731
2003-05-15,420.357
2003-05-16,420.392
2003-05-19,403.296
2003-05-20,393.98
2003-05-21,385.091
2003-05-22,392.359
2003-05-23,397.439
2003-05-26,419.151
2003-05-27,428.741
2003-05-28,443.176
2003-05-29,447.444
2003-05-30,449.67
2003-06-02,450.004
2003-06-03,455.301
2003-06-04,448.593
2003-06-05,451.214
2003-06-06,450.71
2003-06-09,440.248
2003-06-10,432.718
2003-06-11,444.034
2003-06-12,446.704
2003-06-13,446.81
2003-06-16,467.646
2003-06-17,474.622
2003-06-18,472.273
2003-06-19,474.4
2003-06-20,474.47
2003-06-23,466.591
2003-06-24,466.652
2003-06-25,467.48
2003-06-26,474.047
2003-06-27,472.635
2003-06-30,475.101
2003-07-01,477.924
2003-07-02,489.167
2003-07-03,484.326
2003-07-04,483.928
2003-07-07,480.262
2003-07-08,465.698
2003-07-09,475.731
2003-07-10,469.975
2003-07-11,471.188
2003-07-14,471.043
2003-07-15,466.0
2003-07-16,457.484
2003-07-17,452.946
2003-07-18,455.27
2003-07-21,455.695
2003-07-22,455.783
2003-07-23,462.571
2003-07-24,453.032
2003-07-25,455.999
2003-07-28,462.002
2003-07-29,458.897
2003-07-30,452.605
2003-07-31,449.309
2003-08-01,447.268
2003-08-04,438.601
2003-08-05,438.458
2003-08-06,434.635
2003-08-07,433.815
2003-08-08,433.576
2003-08-11,427.615
2003-08-12,430.698
2003-08-13,436.578
2003-08-14,436.307
2003-08-15,436.543
2003-08-18,442.187
2003-08-19,442.736
2003-08-20,438.198
2003-08-21,436.411
2003-08-22,434.908
2003-08-25,434.293
2003-08-26,437.482
2003-08-27,440.605
2003-08-28,447.325
2003-08-29,448.735
2003-09-01,446.723
2003-09-02,453.312
2003-09-03,463.587
2003-09-04,464.501
2003-09-05,465.736
2003-09-08,464.716
2003-09-09,464.147
2003-09-10,455.251
2003-09-11,452.724
2003-09-12,452.785
2003-09-15,457.626
2003-09-16,465.827
2003-09-17,467.646
2003-09-18,472.172
2003-09-19,475.064
2003-09-22,479.869
2003-09-23,485.653
2003-09-24,484.989
2003-09-25,480.244
2003-09-26,477.694
2003-09-29,480.413
2003-09-30,478.096
2003-10-01,482.835
2003-10-02,490.032
2003-10-03,495.308
2003-10-06,498.59
2003-10-07,495.261
2003-10-08,493.984
2003-10-09,502.296
2003-10-10,504.916
2003-10-13,516.699
2003-10-14,517.705
2003-10-15,522.843
2003-10-16,520.438
2003-10-17,517.8
2003-10-20,517.811
2003-10-21,526.223
2003-10-22,518.566
2003-10-23,513.233
2003-10-24,511.159
2003-10-27,514.005
2003-10-28,525.66
2003-10-29,535.813
2003-10-30,531.659
2003-10-31,531.275
2003-11-03,542.547
2003-11-04,546.255
2003-11-05,555.57
2003-11-06,557.037
2003-11-07,558.321
2003-11-10,551.825
2003-11-11,537.173
2003-11-12,552.369
2003-11-13,553.095
2003-11-14,553.682
2003-11-17,553.684
2003-11-18,560.874
2003-11-19,561.253
2003-11-20,556.101
2003-11-21,556.592
2003-11-24,564.457
2003-11-25,571.931
2003-11-26,572.344
2003-11-27,574.454
2003-11-28,577.874
2003-12-01,580.638
2003-12-02,575.302
2003-12-03,563.872
2003-12-04,556.544
2003-12-05,552.18
2003-12-08,544.123
2003-12-09,560.982
2003-12-10,551.884
2003-12-11,569.617
2003-12-12,569.816
2003-12-15,580.388
2003-12-16,580.975
2003-12-17,575.455
2003-12-18,577.477
2003-12-19,578.152
2003-12-22,580.329
2003-12-23,581.538
2003-12-24,584.809
2003-12-25,589.568
2003-12-26,588.285
2003-12-29,596.409
2003-12-30,596.447
2003-12-31,596.559
2004-01-01,598.03
2004-01-02,597.677
2004-01-05,619.588
2004-01-06,624.843
2004-01-07,620.604
2004-01-08,637.497
2004-01-09,637.715
2004-01-12,637.976
2004-01-13,642.746
2004-01-14,643.832
2004-01-15,650.396
2004-01-16,657.582
2004-01-19,665.941
2004-01-20,664.693
2004-01-21,639.963
2004-01-22,628.961
2004-01-23,631.362
2004-01-26,628.021
2004-01-27,633.177
2004-01-28,622.33
2004-01-29,612.151
2004-01-30,611.71
2004-02-02,606.571
2004-02-03,601.604
2004-02-04,587.718
2004-02-05,594.501
2004-02-06,601.335
2004-02-09,623.326
2004-02-10,622.619
2004-02-11,624.458
2004-02-12,627.822
2004-02-13,627.363
2004-02-16,631.205
2004-02-17,636.055
2004-02-18,632.624
2004-02-19,632.49
2004-02-20,629.126
2004-02-23,623.168
2004-02-24,613.92
2004-02-25,617.731
2004-02-26,611.894
2004-02-27,613.467
2004-03-01,626.618
2004-03-02,625.391
2004-03-03,617.178
2004-03-04,624.826
2004-03-05,625.926
2004-03-08,625.125
2004-03-09,619.999
2004-03-10,613.86
2004-03-11,604.433
2004-03-12,608.503
2004-03-15,615.662
2004-03-16,618.625
2004-03-17,624.303
2004-03-18,627.818
2004-03-19,625.979
2004-03-22,610.219
2004-03-23,607.413
2004-03-24,594.138
2004-03-25,597.076
2004-03-26,599.155
2004-03-29,605.14
2004-03-30,607.617
2004-03-31,612.158
2004-04-01,617.902
2004-04-02,621.801
2004-04-05,633.008
2004-04-06,633.097
2004-04-07,636.412
2004-04-08,639.026
2004-04-09,639.15
2004-04-12,638.001
2004-04-13,636.064
2004-04-14,627.126
2004-04-15,631.998
2004-04-16,625.796
2004-04-19,634.96
2004-04-20,628.201
2004-04-21,629.071
2004-04-22,632.296
2004-04-23,632.746
2004-04-26,632.046
2004-04-27,630.57
2004-04-28,616.422
2004-04-29,587.579
2004-04-30,580.391
2004-05-03,578.096
2004-05-04,589.896
2004-05-05,593.494
2004-05-06,589.323
2004-05-07,587.93
2004-05-10,563.256
2004-05-11,571.548
2004-05-12,570.765
2004-05-13,568.037
2004-05-14,564.359
2004-05-17,552.341
2004-05-18,554.25
2004-05-19,563.985
2004-05-20,560.826
2004-05-21,561.596
2004-05-24,569.387
2004-05-25,573.131
2004-05-26,575.548
2004-05-27,580.045
2004-05-28,581.292
2004-05-31,580.695
2004-06-01,584.828
2004-06-02,587.933
2004-06-03,585.866
2004-06-04,586.034
2004-06-07,596.357
2004-06-08,596.12
2004-06-09,591.501
2004-06-10,594.171
2004-06-11,593.85
2004-06-14,591.811
2004-06-15,594.574
2004-06-16,599.919
2004-06-17,602.055
2004-06-18,600.256
2004-06-21,609.928
2004-06-22,613.786
2004-06-23,615.64
2004-06-24,616.207
2004-06-25,616.383
2004-06-28,620.572
2004-06-29,617.432
2004-06-30,620.998
2004-07-01,622.979
2004-07-02,623.638
2004-07-05,624.289
2004-07-06,614.621
2004-07-07,611.893
2004-07-08,605.214
2004-07-09,607.365
2004-07-12,604.107
2004-07-13,602.332
2004-07-14,594.319
2004-07-15,597.196
2004-07-16,596.836
2004-07-19,597.297
2004-07-20,598.529
2004-07-21,593.711
2004-07-22,587.811
2004-07-23,583.28
2004-07-26,573.324
2004-07-27,575.792
2004-07-28,565.787
2004-07-29,564.323
2004-07-30,564.203
2004-08-02,558.147
2004-08-03,549.445
2004-08-04,545.455
2004-08-05,546.222
2004-08-06,543.874
2004-08-09,535.04
2004-08-10,534.918
2004-08-11,522.629
2004-08-12,514.602
2004-08-13,513.023
2004-08-16,509.974
2004-08-17,521.017
2004-08-18,525.666
2004-08-19,532.048
2004-08-20,534.371
2004-08-23,541.971
2004-08-24,541.798
2004-08-25,541.809
2004-08-26,543.801
2004-08-27,544.298
2004-08-30,542.29
2004-08-31,537.829
2004-09-01,538.88
2004-09-02,541.321
2004-09-03,538.316
2004-09-06,540.202
2004-09-07,549.646
2004-09-08,547.875
2004-09-09,552.867
2004-09-10,556.251
2004-09-13,564.947
2004-09-14,566.758
2004-09-15,564.719
2004-09-16,567.468
2004-09-17,568.072
2004-09-20,569.3
2004-09-21,571.04
2004-09-22,566.554
2004-09-23,564.502
2004-09-24,565.232
2004-09-27,566.244
2004-09-28,565.764
2004-09-29,566.048
2004-09-30,569.035
2004-10-01,573.73
2004-10-04,582.234
2004-10-05,579.235
2004-10-06,580.125
2004-10-07,577.503
2004-10-08,574.567
2004-10-11,570.48
2004-10-12,558.923
2004-10-13,560.649
2004-10-14,554.498
2004-10-15,553.527
2004-10-18,552.136
2004-10-19,557.525
2004-10-20,557.587
2004-10-21,559.175
2004-10-22,555.508
2004-10-25,554.928
2004-10-26,562.485
2004-10-27,559.278
2004-10-28,555.166
2004-10-29,557.249
2004-11-01,566.46
2004-11-02,570.296
2004-11-03,583.407
2004-11-04,584.411
2004-11-05,588.052
2004-11-08,593.484
2004-11-09,593.889
2004-11-10,592.325
2004-11-11,599.839
2004-11-12,605.625
2004-11-15,616.474
2004-11-16,624.953
2004-11-17,628.485
2004-11-18,629.116
2004-11-19,627.684
2004-11-22,618.392
2004-11-23,627.328
2004-11-24,632.964
2004-11-25,630.792
2004-11-26,632.123
2004-11-29,627.094
2004-11-30,626.145
2004-12-01,630.526
2004-12-02,635.819
2004-12-03,637.04
2004-12-06,650.529
2004-12-07,655.961
2004-12-08,650.325
2004-12-09,642.625
2004-12-10,644.721
2004-12-13,652.798
2004-12-14,656.728
2004-12-15,657.782
2004-12-16,661.798
2004-12-17,660.803
2004-12-20,657.456
2004-12-21,649.351
2004-12-22,651.521
2004-12-23,654.874
2004-12-24,657.09
2004-12-27,666.471
2004-12-28,664.897
2004-12-29,661.418
2004-12-30,670.171
2004-12-31,673.609
2005-01-03,675.335
2005-01-04,666.866
2005-01-05,655.516
2005-01-06,667.26
2005-01-07,670.102
2005-01-10,685.829
2005-01-11,679.774
2005-01-12,678.333
2005-01-13,676.75
2005-01-14,674.18
2005-01-17,673.645
2005-01-18,674.05
2005-01-19,675.281
2005-01-20,673.283
2005-01-21,673.065
2005-01-24,673.104
2005-01-25,667.051
2005-01-26,664.151
2005-01-27,660.293
2005-01-28,659.646
2005-01-31,671.339
2005-02-01,675.695
2005-02-02,678.903
2005-02-03,687.647
2005-02-04,694.77
2005-02-07,686.444
2005-02-08,686.866
2005-02-09,678.856
2005-02-10,678.464
2005-02-11,682.313
2005-02-14,693.422
2005-02-15,696.217
2005-02-16,690.029
2005-02-17,692.117
2005-02-18,691.578
2005-02-21,687.496
2005-02-22,680.378
2005-02-23,679.034
2005-02-24,683.839
2005-02-25,685.962
2005-02-28,693.472
2005-03-01,702.537
2005-03-02,703.481
2005-03-03,709.105
2005-03-04,711.408
2005-03-07,722.825
2005-03-08,722.055
2005-03-09,717.291
2005-03-10,711.539
2005-03-11,711.652
2005-03-14,713.111
2005-03-15,712.012
2005-03-16,703.66
2005-03-17,703.188
2005-03-18,701.974
2005-03-21,707.446
2005-03-22,706.285
2005-03-23,690.877
2005-03-24,685.068
2005-03-25,685.945
2005-03-28,687.666
2005-03-29,681.603
2005-03-30,679.051
2005-03-31,683.769
2005-04-01,683.982
2005-04-04,675.94
2005-04-05,678.71
2005-04-06,683.142
2005-04-07,689.181
2005-04-08,686.485
2005-04-11,689.577
2005-04-12,689.982
2005-04-13,690.016
2005-04-14,684.443
2005-04-15,679.396
2005-04-18,675.929
2005-04-19,683.593
2005-04-20,680.375
2005-04-21,685.347
2005-04-22,684.265
2005-04-25,685.601
2005-04-26,681.835
2005-04-27,675.89
2005-04-28,677.336
2005-04-29,680.307
2005-05-02,691.551
2005-05-03,690.454
2005-05-04,696.605
2005-05-05,702.889
2005-05-06,703.926
2005-05-09,711.424
2005-05-10,711.732
2005-05-11,713.901
2005-05-12,713.708
2005-05-13,711.884
2005-05-16,712.114
2005-05-17,712.76
2005-05-18,710.672
2005-05-19,713.688
2005-05-20,711.849
2005-05-23,702.88
2005-05-24,703.528
2005-05-25,706.989
2005-05-26,709.388
2005-05-27,708.283
2005-05-30,704.334
2005-05-31,704.497
2005-06-01,706.163
2005-06-02,709.565
2005-06-03,707.68
2005-06-06,709.81
2005-06-07,712.088
2005-06-08,711.683
2005-06-09,702.963
2005-06-10,705.392
2005-06-13,702.592
2005-06-14,694.913
2005-06-15,681.668
2005-06-16,677.658
2005-06-17,678.232
2005-06-20,651.478
2005-06-21,661.825
2005-06-22,664.559
2005-06-23,655.919
2005-06-24,652.309
2005-06-27,639.137
2005-06-28,640.006
2005-06-29,645.324
2005-06-30,640.225
2005-07-01,635.849
2005-07-04,641.586
2005-07-05,632.279
2005-07-06,637.578
2005-07-07,636.539
2005-07-08,638.083
2005-07-11,653.369
2005-07-12,659.74
2005-07-13,660.006
2005-07-14,663.785
2005-07-15,661.727
2005-07-18,651.039
2005-07-19,656.874
2005-07-20,666.142
2005-07-21,671.867
2005-07-22,672.431
2005-07-25,670.868
2005-07-26,671.111
2005-07-27,673.385
2005-07-28,673.001
2005-07-29,673.075
2005-08-01,674.48
2005-08-02,689.417
2005-08-03,690.553
2005-08-04,688.683
2005-08-05,688.647
2005-08-08,671.782
2005-08-09,671.259
2005-08-10,677.306
2005-08-11,676.649
2005-08-12,672.884
2005-08-15,679.389
2005-08-16,679.693
2005-08-17,694.722
2005-08-18,698.991
2005-08-19,698.681
2005-08-22,696.817
2005-08-23,693.955
2005-08-24,689.469
2005-08-25,683.29
2005-08-26,680.575
2005-08-29,679.543
2005-08-30,684.977
2005-08-31,685.246
2005-09-01,698.325
2005-09-02,699.238
2005-09-05,701.011
2005-09-06,697.367
2005-09-07,696.23
2005-09-08,697.491
2005-09-09,698.438
2005-09-12,708.616
2005-09-13,705.025
2005-09-14,707.688
2005-09-15,706.02
2005-09-16,707.27
2005-09-19,698.355
2005-09-20,693.881
2005-09-21,684.116
2005-09-22,673.543
2005-09-23,674.299
2005-09-26,678.553
2005-09-27,688.76
2005-09-28,688.333
2005-09-29,691.212
2005-09-30,694.482
2005-10-03,701.553
2005-10-04,702.979
2005-10-05,697.903
2005-10-06,691.734
2005-10-07,692.896
2005-10-10,693.634
2005-10-11,687.334
2005-10-12,678.634
2005-10-13,678.178
2005-10-14,680.284
2005-10-17,669.706
2005-10-18,670.373
2005-10-19,662.11
2005-10-20,667.82
2005-10-21,673.345
2005-10-24,680.391
2005-10-25,681.946
2005-10-26,679.03
2005-10-27,674.621
2005-10-28,672.658
2005-10-31,686.643
2005-11-01,687.217
2005-11-02,691.011
2005-11-03,692.411
2005-11-04,693.367
2005-11-07,696.074
2005-11-08,693.315
