Date,NEW ZEALAND IMI VALUE IMI (Large+Mid+Small Cap)
2002-05-28,334.766
2002-05-29,339.162
2002-05-30,343.011
2002-05-31,342.507
2002-06-03,347.37
2002-06-04,351.624
2002-06-05,345.69
2002-06-06,350.541
2002-06-07,351.432
2002-06-10,350.812
2002-06-11,350.63
2002-06-12,350.247
2002-06-13,350.628
2002-06-14,346.402
2002-06-17,348.634
2002-06-18,353.968
2002-06-19,353.965
2002-06-20,354.359
2002-06-21,354.009
2002-06-24,346.836
2002-06-25,342.556
2002-06-26,333.457
2002-06-27,337.581
2002-06-28,335.099
2002-07-01,335.492
2002-07-02,337.273
2002-07-03,336.065
2002-07-04,330.407
2002-07-05,335.138
2002-07-08,341.98
2002-07-09,341.254
2002-07-10,341.82
2002-07-11,330.972
2002-07-12,335.481
2002-07-15,332.41
2002-07-16,333.182
2002-07-17,326.92
2002-07-18,330.601
2002-07-19,333.915
2002-07-22,322.489
2002-07-23,318.468
2002-07-24,304.173
2002-07-25,307.892
2002-07-26,300.542
2002-07-29,308.519
2002-07-30,313.827
2002-07-31,308.919
2002-08-01,307.052
2002-08-02,304.779
2002-08-05,305.537
2002-08-06,298.575
2002-08-07,304.615
2002-08-08,306.556
2002-08-09,311.699
2002-08-12,315.714
2002-08-13,314.84
2002-08-14,314.101
2002-08-15,316.104
2002-08-16,316.204
2002-08-19,317.527
2002-08-20,318.043
2002-08-21,314.424
2002-08-22,317.874
2002-08-23,318.964
2002-08-26,319.283
2002-08-27,322.866
2002-08-28,322.96
2002-08-29,322.135
2002-08-30,321.881
2002-09-02,325.053
2002-09-03,327.201
2002-09-04,321.68
2002-09-05,320.653
2002-09-06,318.794
2002-09-09,317.972
2002-09-10,318.278
2002-09-11,321.659
2002-09-12,326.82
2002-09-13,324.289
2002-09-16,321.383
2002-09-17,321.991
2002-09-18,320.711
2002-09-19,322.089
2002-09-20,319.141
2002-09-23,316.023
2002-09-24,314.006
2002-09-25,312.92
2002-09-26,316.807
2002-09-27,315.676
2002-09-30,317.934
2002-10-01,319.382
2002-10-02,324.142
2002-10-03,324.66
2002-10-04,323.043
2002-10-07,326.7
2002-10-08,326.338
2002-10-09,328.117
2002-10-10,324.094
2002-10-11,328.258
2002-10-14,329.696
2002-10-15,329.034
2002-10-16,327.59
2002-10-17,328.937
2002-10-18,331.987
2002-10-21,334.989
2002-10-22,339.429
2002-10-23,340.469
2002-10-24,338.182
2002-10-25,337.349
2002-10-28,338.875
2002-10-29,335.506
2002-10-30,334.83
2002-10-31,339.509
2002-11-01,346.393
2002-11-04,347.409
2002-11-05,331.511
2002-11-06,336.178
2002-11-07,332.933
2002-11-08,333.715
2002-11-11,330.522
2002-11-12,332.075
2002-11-13,335.913
2002-11-14,338.138
2002-11-15,336.999
2002-11-18,337.308
2002-11-19,335.208
2002-11-20,334.358
2002-11-21,334.664
2002-11-22,335.301
2002-11-25,332.242
2002-11-26,331.254
2002-11-27,328.247
2002-11-28,333.038
2002-11-29,336.11
2002-12-02,335.531
2002-12-03,331.988
2002-12-04,330.842
2002-12-05,333.969
2002-12-06,333.546
2002-12-09,332.702
2002-12-10,332.063
2002-12-11,331.001
2002-12-12,331.866
2002-12-13,336.79
2002-12-16,334.734
2002-12-17,339.98
2002-12-18,340.115
2002-12-19,344.586
2002-12-20,343.224
2002-12-23,346.775
2002-12-24,348.188
2002-12-25,348.188
2002-12-26,348.558
2002-12-27,347.516
2002-12-30,349.744
2002-12-31,351.182
2003-01-01,351.182
2003-01-02,351.585
2003-01-03,353.789
2003-01-06,367.09
2003-01-07,369.14
2003-01-08,365.416
2003-01-09,365.617
2003-01-10,371.969
2003-01-13,373.886
2003-01-14,373.858
2003-01-15,376.743
2003-01-16,378.127
2003-01-17,382.564
2003-01-20,378.867
2003-01-21,374.259
2003-01-22,372.195
2003-01-23,377.042
2003-01-24,381.407
2003-01-27,380.107
2003-01-28,375.173
2003-01-29,377.597
2003-01-30,372.019
2003-01-31,369.177
2003-02-03,369.47
2003-02-04,378.643
2003-02-05,377.32
2003-02-06,377.423
2003-02-07,374.188
2003-02-10,379.898
2003-02-11,378.442
2003-02-12,375.679
2003-02-13,374.17
2003-02-14,372.401
2003-02-17,377.724
2003-02-18,376.047
2003-02-19,378.38
2003-02-20,377.869
2003-02-21,377.021
2003-02-24,377.887
2003-02-25,371.072
2003-02-26,371.166
2003-02-27,369.547
2003-02-28,366.825
2003-03-03,371.365
2003-03-04,376.775
2003-03-05,381.663
2003-03-06,380.87
2003-03-07,378.002
2003-03-10,378.524
2003-03-11,371.587
2003-03-12,366.413
2003-03-13,359.324
2003-03-14,365.744
2003-03-17,364.416
2003-03-18,366.958
2003-03-19,364.355
2003-03-20,366.784
2003-03-21,366.242
2003-03-24,371.104
2003-03-25,368.815
2003-03-26,367.457
2003-03-27,371.157
2003-03-28,372.8
2003-03-31,379.092
2003-04-01,376.222
2003-04-02,377.904
2003-04-03,375.184
2003-04-04,372.788
2003-04-07,373.702
2003-04-08,375.541
2003-04-09,376.391
2003-04-10,371.285
2003-04-11,372.259
2003-04-14,376.962
2003-04-15,382.407
2003-04-16,380.795
2003-04-17,379.393
2003-04-18,379.393
2003-04-21,378.168
2003-04-22,380.438
2003-04-23,381.258
2003-04-24,381.368
2003-04-25,380.062
2003-04-28,378.333
2003-04-29,383.026
2003-04-30,389.35
2003-05-01,389.195
2003-05-02,384.114
2003-05-05,389.385
2003-05-06,396.033
2003-05-07,391.359
2003-05-08,395.634
2003-05-09,398.183
2003-05-12,403.409
2003-05-13,403.713
2003-05-14,405.886
2003-05-15,406.688
2003-05-16,411.644
2003-05-19,414.02
2003-05-20,412.72
2003-05-21,411.168
2003-05-22,415.54
2003-05-23,415.42
2003-05-26,417.458
2003-05-27,420.122
2003-05-28,415.039
2003-05-29,421.266
2003-05-30,424.99
2003-06-02,427.235
2003-06-03,424.984
2003-06-04,424.467
2003-06-05,427.855
2003-06-06,427.504
2003-06-09,426.723
2003-06-10,425.816
2003-06-11,426.508
2003-06-12,427.287
2003-06-13,428.408
2003-06-16,430.942
2003-06-17,436.854
2003-06-18,437.673
2003-06-19,439.089
2003-06-20,442.22
2003-06-23,441.599
2003-06-24,438.06
2003-06-25,439.743
2003-06-26,435.694
2003-06-27,434.585
2003-06-30,445.773
2003-07-01,448.529
2003-07-02,449.098
2003-07-03,451.613
2003-07-04,448.402
2003-07-07,449.549
2003-07-08,443.829
2003-07-09,431.951
2003-07-10,433.862
2003-07-11,436.205
2003-07-14,436.518
2003-07-15,431.462
2003-07-16,427.622
2003-07-17,426.356
2003-07-18,419.132
2003-07-21,427.749
2003-07-22,426.953
2003-07-23,434.171
2003-07-24,444.633
2003-07-25,446.296
2003-07-28,447.346
2003-07-29,445.522
2003-07-30,437.33
2003-07-31,435.047
2003-08-01,443.201
2003-08-04,442.021
2003-08-05,442.708
2003-08-06,443.906
2003-08-07,443.855
2003-08-08,449.599
2003-08-11,453.652
2003-08-12,452.141
2003-08-13,452.186
2003-08-14,450.115
2003-08-15,448.195
2003-08-18,449.764
2003-08-19,449.975
2003-08-20,447.855
2003-08-21,440.586
2003-08-22,437.835
2003-08-25,437.753
2003-08-26,435.945
2003-08-27,430.708
2003-08-28,431.272
2003-08-29,440.491
2003-09-01,437.628
2003-09-02,430.477
2003-09-03,432.755
2003-09-04,431.08
2003-09-05,439.755
2003-09-08,440.919
2003-09-09,445.75
2003-09-10,443.939
2003-09-11,442.303
2003-09-12,439.834
2003-09-15,446.185
2003-09-16,443.176
2003-09-17,446.305
2003-09-18,447.378
2003-09-19,454.818
2003-09-22,462.931
2003-09-23,461.329
2003-09-24,462.336
2003-09-25,461.978
2003-09-26,457.62
2003-09-29,456.086
2003-09-30,463.942
2003-10-01,464.964
2003-10-02,466.348
2003-10-03,465.899
2003-10-06,464.774
2003-10-07,467.733
2003-10-08,467.451
2003-10-09,472.22
2003-10-10,469.559
2003-10-13,467.85
2003-10-14,461.149
2003-10-15,462.452
2003-10-16,465.618
2003-10-17,469.2
2003-10-20,468.96
2003-10-21,472.616
2003-10-22,474.063
2003-10-23,473.477
2003-10-24,474.564
2003-10-27,475.147
2003-10-28,478.13
2003-10-29,481.412
2003-10-30,479.121
2003-10-31,479.091
2003-11-03,479.998
2003-11-04,481.678
2003-11-05,484.988
2003-11-06,477.73
2003-11-07,479.055
2003-11-10,483.618
2003-11-11,492.809
2003-11-12,491.159
2003-11-13,495.973
2003-11-14,494.19
2003-11-17,492.531
2003-11-18,498.907
2003-11-19,503.731
2003-11-20,510.049
2003-11-21,505.48
2003-11-24,503.265
2003-11-25,502.849
2003-11-26,509.724
2003-11-27,506.425
2003-11-28,508.272
2003-12-01,515.929
2003-12-02,518.611
2003-12-03,516.516
2003-12-04,515.428
2003-12-05,512.472
2003-12-08,512.918
2003-12-09,515.817
2003-12-10,516.027
2003-12-11,510.899
2003-12-12,517.356
2003-12-15,522.076
2003-12-16,521.06
2003-12-17,517.33
2003-12-18,519.248
2003-12-19,517.929
2003-12-22,520.849
2003-12-23,523.138
2003-12-24,533.255
2003-12-25,533.255
2003-12-26,533.79
2003-12-29,534.147
2003-12-30,542.149
2003-12-31,547.194
2004-01-01,547.194
2004-01-02,548.527
2004-01-05,559.468
2004-01-06,566.442
2004-01-07,566.524
2004-01-08,562.325
2004-01-09,570.66
2004-01-12,574.554
2004-01-13,570.45
2004-01-14,563.691
2004-01-15,567.637
2004-01-16,565.308
2004-01-19,560.576
2004-01-20,573.759
2004-01-21,576.778
2004-01-22,575.815
2004-01-23,578.482
2004-01-26,576.388
2004-01-27,586.579
2004-01-28,587.377
2004-01-29,570.519
2004-01-30,569.878
2004-02-02,568.34
2004-02-03,573.197
2004-02-04,570.204
2004-02-05,577.888
2004-02-06,580.153
2004-02-09,590.193
2004-02-10,593.745
2004-02-11,586.571
2004-02-12,586.917
2004-02-13,594.916
2004-02-16,595.517
2004-02-17,594.586
2004-02-18,599.488
2004-02-19,593.903
2004-02-20,581.724
2004-02-23,576.658
2004-02-24,581.191
2004-02-25,585.446
2004-02-26,584.678
2004-02-27,589.921
2004-03-01,591.666
2004-03-02,593.821
2004-03-03,580.564
2004-03-04,580.848
2004-03-05,587.098
2004-03-08,586.512
2004-03-09,596.848
2004-03-10,583.155
2004-03-11,569.699
2004-03-12,571.362
2004-03-15,566.179
2004-03-16,574.872
2004-03-17,571.913
2004-03-18,582.195
2004-03-19,580.919
2004-03-22,588.845
2004-03-23,590.19
2004-03-24,584.332
2004-03-25,582.023
2004-03-26,588.411
2004-03-29,591.365
2004-03-30,599.802
2004-03-31,606.18
2004-04-01,608.133
2004-04-02,600.172
2004-04-05,591.572
2004-04-06,602.887
2004-04-07,606.709
2004-04-08,603.519
2004-04-09,603.519
2004-04-12,606.819
2004-04-13,596.43
2004-04-14,579.477
2004-04-15,586.724
2004-04-16,588.599
2004-04-19,594.404
2004-04-20,586.563
2004-04-21,580.611
2004-04-22,574.924
2004-04-23,573.092
2004-04-26,573.288
2004-04-27,575.573
2004-04-28,569.547
2004-04-29,564.417
2004-04-30,568.856
2004-05-03,564.078
2004-05-04,572.39
2004-05-05,572.529
2004-05-06,570.072
2004-05-07,551.663
2004-05-10,536.556
2004-05-11,532.452
2004-05-12,539.636
2004-05-13,531.437
2004-05-14,532.721
2004-05-17,539.316
2004-05-18,533.042
2004-05-19,549.386
2004-05-20,542.576
2004-05-21,547.319
2004-05-24,547.381
2004-05-25,545.862
2004-05-26,546.685
2004-05-27,565.275
2004-05-28,557.761
2004-05-31,559.4
2004-06-01,561.275
2004-06-02,556.941
2004-06-03,556.812
2004-06-04,553.862
2004-06-07,562.266
2004-06-08,562.196
2004-06-09,552.645
2004-06-10,565.178
2004-06-11,565.771
2004-06-14,565.073
2004-06-15,563.443
2004-06-16,564.976
2004-06-17,561.729
2004-06-18,566.584
2004-06-21,567.71
2004-06-22,572.096
2004-06-23,575.353
2004-06-24,582.468
2004-06-25,588.852
2004-06-28,590.587
2004-06-29,581.652
2004-06-30,593.334
2004-07-01,596.746
2004-07-02,603.07
2004-07-05,601.854
2004-07-06,607.811
2004-07-07,616.566
2004-07-08,616.245
2004-07-09,615.947
2004-07-12,619.366
2004-07-13,614.812
2004-07-14,610.17
2004-07-15,607.8
2004-07-16,620.07
2004-07-19,619.681
2004-07-20,625.23
2004-07-21,612.051
2004-07-22,619.579
2004-07-23,606.031
2004-07-26,607.326
2004-07-27,607.479
2004-07-28,607.245
2004-07-29,613.529
2004-07-30,617.256
2004-08-02,620.326
2004-08-03,628.639
2004-08-04,630.139
2004-08-05,630.108
2004-08-06,629.835
2004-08-09,629.839
2004-08-10,631.923
2004-08-11,632.112
2004-08-12,639.197
2004-08-13,645.642
2004-08-16,644.607
2004-08-17,642.993
2004-08-18,637.642
2004-08-19,643.822
2004-08-20,643.458
2004-08-23,638.224
2004-08-24,625.346
2004-08-25,621.991
2004-08-26,620.519
2004-08-27,623.142
2004-08-30,622.214
2004-08-31,625.847
2004-09-01,626.128
2004-09-02,614.569
2004-09-03,611.519
2004-09-06,614.241
2004-09-07,614.909
2004-09-08,618.346
2004-09-09,625.598
2004-09-10,635.499
2004-09-13,626.676
2004-09-14,634.782
2004-09-15,630.578
2004-09-16,635.186
2004-09-17,637.119
2004-09-20,642.221
2004-09-21,648.941
2004-09-22,650.58
2004-09-23,652.9
2004-09-24,654.858
2004-09-27,655.653
2004-09-28,660.869
2004-09-29,660.66
2004-09-30,669.413
2004-10-01,670.783
2004-10-04,669.132
2004-10-05,674.946
2004-10-06,676.137
2004-10-07,677.209
2004-10-08,685.387
2004-10-11,687.595
2004-10-12,683.914
2004-10-13,677.155
2004-10-14,683.65
2004-10-15,679.418
2004-10-18,676.307
2004-10-19,671.453
2004-10-20,674.849
2004-10-21,678.54
2004-10-22,676.656
2004-10-25,683.772
2004-10-26,674.303
2004-10-27,676.152
2004-10-28,667.252
2004-10-29,667.85
2004-11-01,670.292
2004-11-02,676.614
2004-11-03,680.521
2004-11-04,687.932
2004-11-05,682.935
2004-11-08,686.311
2004-11-09,691.617
2004-11-10,686.171
2004-11-11,691.478
2004-11-12,699.303
2004-11-15,705.148
2004-11-16,702.442
2004-11-17,708.028
2004-11-18,708.205
2004-11-19,721.596
2004-11-22,722.465
2004-11-23,720.831
2004-11-24,723.217
2004-11-25,734.283
2004-11-26,736.565
2004-11-29,741.007
2004-11-30,742.673
2004-12-01,746.596
2004-12-02,750.492
2004-12-03,749.03
2004-12-06,750.339
2004-12-07,741.515
2004-12-08,722.954
2004-12-09,723.62
2004-12-10,721.701
2004-12-13,728.295
2004-12-14,725.333
2004-12-15,732.313
2004-12-16,727.082
2004-12-17,726.884
2004-12-20,728.872
2004-12-21,721.065
2004-12-22,729.233
2004-12-23,732.066
2004-12-24,737.29
2004-12-27,739.757
2004-12-28,742.07
2004-12-29,742.32
2004-12-30,747.548
2004-12-31,758.375
2005-01-03,749.398
2005-01-04,740.579
2005-01-05,745.632
2005-01-06,737.7
2005-01-07,737.957
2005-01-10,732.651
2005-01-11,739.251
2005-01-12,743.701
2005-01-13,744.585
2005-01-14,733.959
2005-01-17,730.583
2005-01-18,734.723
2005-01-19,737.233
2005-01-20,734.591
2005-01-21,746.409
2005-01-24,749.28
2005-01-25,750.722
2005-01-26,764.181
2005-01-27,756.156
2005-01-28,756.325
2005-01-31,751.773
2005-02-01,751.269
2005-02-02,750.322
2005-02-03,747.06
2005-02-04,758.288
2005-02-07,756.586
2005-02-08,749.304
2005-02-09,760.68
2005-02-10,768.27
2005-02-11,768.197
2005-02-14,778.971
2005-02-15,773.505
2005-02-16,768.66
2005-02-17,774.351
2005-02-18,773.164
2005-02-21,782.949
2005-02-22,783.3
2005-02-23,777.41
2005-02-24,778.468
2005-02-25,779.457
2005-02-28,797.981
2005-03-01,793.548
2005-03-02,793.645
2005-03-03,795.562
2005-03-04,805.759
2005-03-07,808.371
2005-03-08,818.532
2005-03-09,813.986
2005-03-10,803.728
2005-03-11,792.984
2005-03-14,789.484
2005-03-15,797.413
2005-03-16,802.527
2005-03-17,794.913
2005-03-18,792.318
2005-03-21,788.765
2005-03-22,789.533
2005-03-23,766.429
2005-03-24,749.811
2005-03-25,749.811
2005-03-28,742.788
2005-03-29,741.572
2005-03-30,736.782
2005-03-31,737.506
2005-04-01,731.212
2005-04-04,723.904
2005-04-05,729.967
2005-04-06,737.758
2005-04-07,740.87
2005-04-08,740.211
2005-04-11,743.481
2005-04-12,741.69
2005-04-13,743.494
2005-04-14,738.706
2005-04-15,727.708
2005-04-18,715.456
2005-04-19,722.91
2005-04-20,727.265
2005-04-21,728.75
2005-04-22,731.364
2005-04-25,727.868
2005-04-26,724.78
2005-04-27,726.744
2005-04-28,730.979
2005-04-29,739.06
2005-05-02,740.287
2005-05-03,740.409
2005-05-04,742.837
2005-05-05,735.783
2005-05-06,728.476
2005-05-09,721.105
2005-05-10,725.055
2005-05-11,725.174
2005-05-12,718.453
2005-05-13,713.342
2005-05-16,706.002
2005-05-17,708.716
2005-05-18,712.307
2005-05-19,717.138
2005-05-20,715.244
2005-05-23,726.018
2005-05-24,730.238
2005-05-25,732.443
2005-05-26,723.376
2005-05-27,733.944
2005-05-30,736.873
2005-05-31,725.42
2005-06-01,713.298
2005-06-02,720.813
2005-06-03,729.727
2005-06-06,736.95
2005-06-07,742.066
2005-06-08,747.742
2005-06-09,742.826
2005-06-10,732.888
2005-06-13,727.882
2005-06-14,740.218
2005-06-15,746.773
2005-06-16,757.988
2005-06-17,763.69
2005-06-20,757.819
2005-06-21,760.538
2005-06-22,757.703
2005-06-23,745.52
2005-06-24,735.355
2005-06-27,743.857
2005-06-28,743.695
2005-06-29,748.321
2005-06-30,755.149
2005-07-01,737.452
2005-07-04,734.75
2005-07-05,733.166
2005-07-06,734.874
2005-07-07,729.041
2005-07-08,727.838
2005-07-11,736.281
2005-07-12,749.266
2005-07-13,741.129
2005-07-14,749.127
2005-07-15,748.246
2005-07-18,753.84
2005-07-19,742.07
2005-07-20,743.151
2005-07-21,753.573
2005-07-22,760.448
2005-07-25,759.695
2005-07-26,765.827
2005-07-27,767.652
2005-07-28,766.928
2005-07-29,773.025
2005-08-01,778.243
2005-08-02,775.73
2005-08-03,779.471
2005-08-04,782.697
2005-08-05,779.496
2005-08-08,777.408
2005-08-09,774.476
2005-08-10,775.463
2005-08-11,783.121
2005-08-12,788.606
2005-08-15,785.276
2005-08-16,786.318
2005-08-17,794.73
2005-08-18,788.516
2005-08-19,784.26
2005-08-22,794.853
2005-08-23,793.626
2005-08-24,791.427
2005-08-25,792.564
2005-08-26,786.193
2005-08-29,782.255
2005-08-30,780.678
2005-08-31,787.079
2005-09-01,804.245
2005-09-02,806.146
2005-09-05,807.32
2005-09-06,802.47
2005-09-07,800.172
2005-09-08,802.749
2005-09-09,806.423
2005-09-12,796.381
2005-09-13,795.147
2005-09-14,811.781
2005-09-15,808.927
2005-09-16,813.144
2005-09-19,805.406
2005-09-20,800.296
2005-09-21,806.434
2005-09-22,796.057
2005-09-23,785.88
2005-09-26,782.277
2005-09-27,780.851
2005-09-28,789.143
2005-09-29,790.575
2005-09-30,797.583
2005-10-03,795.385
2005-10-04,800.362
2005-10-05,795.565
2005-10-06,791.724
2005-10-07,790.307
2005-10-10,794.106
2005-10-11,791.327
2005-10-12,805.821
2005-10-13,784.832
2005-10-14,788.523
2005-10-17,791.93
2005-10-18,788.649
2005-10-19,785.445
2005-10-20,781.725
2005-10-21,771.048
2005-10-24,771.542
2005-10-25,782.726
2005-10-26,788.381
2005-10-27,785.223
2005-10-28,779.203
2005-10-31,779.499
2005-11-01,774.392
2005-11-02,762.744
2005-11-03,770.89
2005-11-04,765.501
2005-11-07,761.758
