Date,DENMARK SMID VALUE SMID (Small+Mid Cap)
2002-01-11,142.603
2002-01-14,142.77
2002-01-15,142.17
2002-01-16,140.412
2002-01-17,140.363
2002-01-18,141.272
2002-01-21,142.164
2002-01-22,143.608
2002-01-23,144.26
2002-01-24,143.801
2002-01-25,141.533
2002-01-28,144.152
2002-01-29,144.245
2002-01-30,144.086
2002-01-31,145.126
2002-02-01,146.597
2002-02-04,148.49
2002-02-05,147.163
2002-02-06,147.841
2002-02-07,148.621
2002-02-08,148.904
2002-02-11,149.641
2002-02-12,148.142
2002-02-13,146.716
2002-02-14,145.159
2002-02-15,146.531
2002-02-18,145.395
2002-02-19,145.223
2002-02-20,143.783
2002-02-21,143.736
2002-02-22,144.66
2002-02-25,144.909
2002-02-26,145.279
2002-02-27,145.26
2002-02-28,145.858
2002-03-01,145.111
2002-03-04,145.553
2002-03-05,145.098
2002-03-06,146.198
2002-03-07,146.311
2002-03-08,145.884
2002-03-11,145.628
2002-03-12,144.365
2002-03-13,144.386
2002-03-14,145.292
2002-03-15,145.4
2002-03-18,146.055
2002-03-19,146.062
2002-03-20,144.031
2002-03-21,142.695
2002-03-22,145.367
2002-03-25,145.241
2002-03-26,145.788
2002-03-27,145.778
2002-03-28,145.707
2002-03-29,145.707
2002-04-01,146.907
2002-04-02,146.728
2002-04-03,146.36
2002-04-04,146.769
2002-04-05,146.711
2002-04-08,146.466
2002-04-09,146.183
2002-04-10,146.407
2002-04-11,147.102
2002-04-12,148.565
2002-04-15,148.563
2002-04-16,149.765
2002-04-17,152.689
2002-04-18,153.77
2002-04-19,153.964
2002-04-22,154.452
2002-04-23,155.757
2002-04-24,157.92
2002-04-25,158.111
2002-04-26,158.111
2002-04-29,157.795
2002-04-30,158.807
2002-05-01,159.458
2002-05-02,158.946
2002-05-03,160.405
2002-05-06,160.285
2002-05-07,160.902
2002-05-08,165.926
2002-05-09,165.889
2002-05-10,166.629
2002-05-13,166.726
2002-05-14,164.534
2002-05-15,167.071
2002-05-16,167.635
2002-05-17,171.968
2002-05-20,172.026
2002-05-21,168.83
2002-05-22,168.705
2002-05-23,168.801
2002-05-24,169.172
2002-05-27,169.64
2002-05-28,170.073
2002-05-29,169.739
2002-05-30,172.011
2002-05-31,172.919
2002-06-03,174.694
2002-06-04,173.908
2002-06-05,172.816
2002-06-06,177.646
2002-06-07,175.075
2002-06-10,176.441
2002-06-11,176.487
2002-06-12,176.072
2002-06-13,175.66
2002-06-14,173.665
2002-06-17,175.278
2002-06-18,177.519
2002-06-19,175.146
2002-06-20,173.743
2002-06-21,171.898
2002-06-24,169.66
2002-06-25,170.261
2002-06-26,170.674
2002-06-27,173.867
2002-06-28,177.835
2002-07-01,179.917
2002-07-02,176.917
2002-07-03,172.333
2002-07-04,173.869
2002-07-05,176.833
2002-07-08,180.255
2002-07-09,178.374
2002-07-10,176.136
2002-07-11,176.161
2002-07-12,179.014
2002-07-15,180.714
2002-07-16,180.076
2002-07-17,180.611
2002-07-18,181.571
2002-07-19,181.157
2002-07-22,175.985
2002-07-23,170.794
2002-07-24,162.514
2002-07-25,165.596
2002-07-26,162.787
2002-07-29,166.635
2002-07-30,167.304
2002-07-31,164.761
2002-08-01,167.942
2002-08-02,167.866
2002-08-05,166.48
2002-08-06,162.008
2002-08-07,163.92
2002-08-08,164.818
2002-08-09,165.09
2002-08-12,166.587
2002-08-13,169.0
2002-08-14,169.516
2002-08-15,170.412
2002-08-16,167.677
2002-08-19,170.05
2002-08-20,170.586
2002-08-21,173.276
2002-08-22,176.08
2002-08-23,172.374
2002-08-26,172.339
2002-08-27,173.817
2002-08-28,173.374
2002-08-29,174.428
2002-08-30,172.434
2002-09-02,171.821
2002-09-03,169.912
2002-09-04,168.973
2002-09-05,168.048
2002-09-06,170.15
2002-09-09,168.052
2002-09-10,168.162
2002-09-11,170.234
2002-09-12,170.161
2002-09-13,169.782
2002-09-16,167.504
2002-09-17,167.54
2002-09-18,162.254
2002-09-19,163.813
2002-09-20,163.012
2002-09-23,159.288
2002-09-24,155.716
2002-09-25,154.495
2002-09-26,152.986
2002-09-27,155.95
2002-09-30,153.339
2002-10-01,152.196
2002-10-02,154.142
2002-10-03,152.319
2002-10-04,150.906
2002-10-07,149.067
2002-10-08,147.41
2002-10-09,146.667
2002-10-10,145.075
2002-10-11,150.88
2002-10-14,151.917
2002-10-15,158.445
2002-10-16,154.931
2002-10-17,152.316
2002-10-18,149.86
2002-10-21,148.546
2002-10-22,152.908
2002-10-23,148.713
2002-10-24,149.648
2002-10-25,150.035
2002-10-28,153.26
2002-10-29,149.928
2002-10-30,150.701
2002-10-31,151.425
2002-11-01,151.314
2002-11-04,158.354
2002-11-05,161.068
2002-11-06,160.439
2002-11-07,158.17
2002-11-08,159.333
2002-11-11,159.745
2002-11-12,161.97
2002-11-13,161.855
2002-11-14,165.042
2002-11-15,163.348
2002-11-18,166.414
2002-11-19,164.474
2002-11-20,164.407
2002-11-21,165.17
2002-11-22,166.492
2002-11-25,164.687
2002-11-26,162.825
2002-11-27,163.326
2002-11-28,164.133
2002-11-29,164.647
2002-12-02,162.856
2002-12-03,161.781
2002-12-04,160.964
2002-12-05,160.683
2002-12-06,160.521
2002-12-09,158.641
2002-12-10,160.217
2002-12-11,161.044
2002-12-12,163.669
2002-12-13,163.678
2002-12-16,163.649
2002-12-17,167.401
2002-12-18,164.018
2002-12-19,164.023
2002-12-20,167.441
2002-12-23,167.504
2002-12-24,168.206
2002-12-25,168.206
2002-12-26,168.623
2002-12-27,169.338
2002-12-30,169.228
2002-12-31,169.856
2003-01-01,169.856
2003-01-02,172.564
2003-01-03,174.471
2003-01-06,177.876
2003-01-07,174.799
2003-01-08,172.829
2003-01-09,176.202
2003-01-10,178.297
2003-01-13,179.752
2003-01-14,182.595
2003-01-15,179.688
2003-01-16,179.534
2003-01-17,179.748
2003-01-20,180.983
2003-01-21,181.355
2003-01-22,182.209
2003-01-23,183.47
2003-01-24,184.693
2003-01-27,179.916
2003-01-28,178.812
2003-01-29,175.891
2003-01-30,175.722
2003-01-31,173.526
2003-02-03,173.227
2003-02-04,174.2
2003-02-05,173.851
2003-02-06,175.104
2003-02-07,172.558
2003-02-10,170.67
2003-02-11,172.168
2003-02-12,171.667
2003-02-13,173.978
2003-02-14,174.951
2003-02-17,175.362
2003-02-18,174.545
2003-02-19,173.979
2003-02-20,170.445
2003-02-21,170.836
2003-02-24,171.471
2003-02-25,168.202
2003-02-26,164.468
2003-02-27,164.804
2003-02-28,165.813
2003-03-03,167.8
2003-03-04,165.644
2003-03-05,165.881
2003-03-06,163.677
2003-03-07,164.906
2003-03-10,165.897
2003-03-11,163.249
2003-03-12,162.037
2003-03-13,161.827
2003-03-14,166.018
2003-03-17,167.917
2003-03-18,166.832
2003-03-19,167.83
2003-03-20,168.491
2003-03-21,169.725
2003-03-24,169.303
2003-03-25,170.432
2003-03-26,171.427
2003-03-27,171.216
2003-03-28,171.737
2003-03-31,172.096
2003-04-01,174.459
2003-04-02,177.26
2003-04-03,176.831
2003-04-04,177.775
2003-04-07,180.167
2003-04-08,179.137
2003-04-09,180.093
2003-04-10,182.524
2003-04-11,182.548
2003-04-14,184.838
2003-04-15,187.236
2003-04-16,189.078
2003-04-17,189.986
2003-04-18,189.986
2003-04-21,189.173
2003-04-22,189.86
2003-04-23,191.961
2003-04-24,192.085
2003-04-25,190.252
2003-04-28,191.546
2003-04-29,192.411
2003-04-30,195.092
2003-05-01,195.87
2003-05-02,196.87
2003-05-05,199.222
2003-05-06,198.854
2003-05-07,198.04
2003-05-08,203.277
2003-05-09,203.194
2003-05-12,205.648
2003-05-13,205.773
2003-05-14,206.757
2003-05-15,210.488
2003-05-16,211.867
2003-05-19,212.333
2003-05-20,215.117
2003-05-21,215.607
2003-05-22,215.833
2003-05-23,218.329
2003-05-26,218.963
2003-05-27,218.237
2003-05-28,218.258
2003-05-29,219.875
2003-05-30,220.057
2003-06-02,223.292
2003-06-03,221.089
2003-06-04,220.257
2003-06-05,223.46
2003-06-06,227.601
2003-06-09,228.828
2003-06-10,225.982
2003-06-11,229.973
2003-06-12,229.483
2003-06-13,229.402
2003-06-16,231.753
2003-06-17,230.127
2003-06-18,226.449
2003-06-19,225.509
2003-06-20,228.393
2003-06-23,224.888
2003-06-24,224.046
2003-06-25,226.731
2003-06-26,224.509
2003-06-27,227.711
2003-06-30,227.762
2003-07-01,229.556
2003-07-02,228.383
2003-07-03,228.933
2003-07-04,228.141
2003-07-07,227.887
2003-07-08,225.135
2003-07-09,224.776
2003-07-10,223.298
2003-07-11,223.232
2003-07-14,224.15
2003-07-15,223.753
2003-07-16,223.041
2003-07-17,220.64
2003-07-18,219.395
2003-07-21,220.524
2003-07-22,219.978
2003-07-23,223.42
2003-07-24,226.608
2003-07-25,226.274
2003-07-28,226.055
2003-07-29,226.455
2003-07-30,223.817
2003-07-31,221.552
2003-08-01,221.016
2003-08-04,221.352
2003-08-05,225.712
2003-08-06,226.033
2003-08-07,227.987
2003-08-08,227.989
2003-08-11,227.941
2003-08-12,227.947
2003-08-13,229.945
2003-08-14,231.026
2003-08-15,233.366
2003-08-18,231.148
2003-08-19,232.565
2003-08-20,232.304
2003-08-21,230.733
2003-08-22,229.576
2003-08-25,228.583
2003-08-26,230.63
2003-08-27,230.271
2003-08-28,232.209
2003-08-29,233.018
2003-09-01,233.557
2003-09-02,232.889
2003-09-03,236.095
2003-09-04,238.004
2003-09-05,240.763
2003-09-08,243.292
2003-09-09,243.307
2003-09-10,240.526
2003-09-11,243.451
2003-09-12,246.286
2003-09-15,248.085
2003-09-16,245.373
2003-09-17,245.719
2003-09-18,245.719
2003-09-19,247.38
2003-09-22,247.151
2003-09-23,245.071
2003-09-24,243.569
2003-09-25,241.19
2003-09-26,239.919
2003-09-29,240.998
2003-09-30,241.492
2003-10-01,244.989
2003-10-02,249.141
2003-10-03,247.711
2003-10-06,248.371
2003-10-07,252.366
2003-10-08,253.16
2003-10-09,253.645
2003-10-10,253.058
2003-10-13,251.63
2003-10-14,252.378
2003-10-15,253.198
2003-10-16,254.618
2003-10-17,252.675
2003-10-20,252.907
2003-10-21,254.504
2003-10-22,255.391
2003-10-23,253.996
2003-10-24,257.45
2003-10-27,257.409
2003-10-28,257.112
2003-10-29,258.3
2003-10-30,257.165
2003-10-31,256.11
2003-11-03,256.185
2003-11-04,260.74
2003-11-05,257.062
2003-11-06,254.48
2003-11-07,255.229
2003-11-10,257.07
2003-11-11,257.179
2003-11-12,259.904
2003-11-13,262.877
2003-11-14,263.31
2003-11-17,260.807
2003-11-18,263.876
2003-11-19,262.276
2003-11-20,261.523
2003-11-21,263.657
2003-11-24,262.078
2003-11-25,262.141
2003-11-26,263.153
2003-11-27,263.548
2003-11-28,263.651
2003-12-01,268.495
2003-12-02,272.521
2003-12-03,273.345
2003-12-04,274.479
2003-12-05,276.596
2003-12-08,276.61
2003-12-09,278.448
2003-12-10,277.471
2003-12-11,276.893
2003-12-12,278.985
2003-12-15,278.737
2003-12-16,279.434
2003-12-17,282.184
2003-12-18,282.357
2003-12-19,280.446
2003-12-22,281.029
2003-12-23,281.568
2003-12-24,282.334
2003-12-25,282.334
2003-12-26,282.237
2003-12-29,283.54
2003-12-30,284.876
2003-12-31,286.698
2004-01-01,286.698
2004-01-02,291.311
2004-01-05,298.208
2004-01-06,305.78
2004-01-07,304.894
2004-01-08,306.077
2004-01-09,309.183
2004-01-12,308.618
2004-01-13,309.446
2004-01-14,308.443
2004-01-15,310.324
2004-01-16,308.359
2004-01-19,306.995
2004-01-20,311.197
2004-01-21,312.401
2004-01-22,318.562
2004-01-23,320.232
2004-01-26,318.531
2004-01-27,328.118
2004-01-28,325.8
2004-01-29,317.94
2004-01-30,314.149
2004-02-02,316.713
2004-02-03,319.943
2004-02-04,318.239
2004-02-05,324.494
2004-02-06,332.09
2004-02-09,332.514
2004-02-10,330.368
2004-02-11,331.682
2004-02-12,335.326
2004-02-13,329.13
2004-02-16,328.343
2004-02-17,329.078
2004-02-18,330.096
2004-02-19,324.43
2004-02-20,320.575
2004-02-23,322.132
2004-02-24,323.341
2004-02-25,320.688
2004-02-26,319.894
2004-02-27,318.679
2004-03-01,325.593
2004-03-02,321.789
2004-03-03,314.32
2004-03-04,317.443
2004-03-05,325.634
2004-03-08,322.896
2004-03-09,322.9
2004-03-10,314.676
2004-03-11,309.743
2004-03-12,309.27
2004-03-15,309.112
2004-03-16,313.456
2004-03-17,311.12
2004-03-18,314.041
2004-03-19,313.032
2004-03-22,308.19
2004-03-23,307.486
2004-03-24,304.416
2004-03-25,303.204
2004-03-26,305.344
2004-03-29,310.469
2004-03-30,308.055
2004-03-31,310.075
2004-04-01,310.058
2004-04-02,310.056
2004-04-05,304.835
2004-04-06,303.015
2004-04-07,305.055
2004-04-08,303.45
2004-04-09,303.45
2004-04-12,302.577
2004-04-13,302.43
2004-04-14,301.768
2004-04-15,301.448
2004-04-16,302.448
2004-04-19,301.499
2004-04-20,303.238
2004-04-21,299.715
2004-04-22,300.682
2004-04-23,299.89
2004-04-26,299.025
2004-04-27,301.266
2004-04-28,296.9
2004-04-29,295.498
2004-04-30,296.825
2004-05-03,297.708
2004-05-04,306.812
2004-05-05,307.898
2004-05-06,301.013
2004-05-07,296.832
2004-05-10,288.987
2004-05-11,289.352
2004-05-12,292.962
2004-05-13,293.528
2004-05-14,292.739
2004-05-17,293.103
2004-05-18,293.24
2004-05-19,299.842
2004-05-20,297.189
2004-05-21,299.857
2004-05-24,295.931
2004-05-25,297.361
2004-05-26,297.059
2004-05-27,300.364
2004-05-28,299.955
2004-05-31,299.955
2004-06-01,301.11
2004-06-02,302.941
2004-06-03,303.324
2004-06-04,305.19
2004-06-07,307.791
2004-06-08,307.35
2004-06-09,292.924
2004-06-10,297.642
2004-06-11,297.15
2004-06-14,296.865
2004-06-15,297.287
2004-06-16,296.056
2004-06-17,296.786
2004-06-18,301.28
2004-06-21,302.94
2004-06-22,301.427
2004-06-23,302.294
2004-06-24,305.063
2004-06-25,304.138
2004-06-28,305.35
2004-06-29,305.068
2004-06-30,307.869
2004-07-01,308.502
2004-07-02,312.427
2004-07-05,313.437
2004-07-06,312.29
2004-07-07,315.412
2004-07-08,317.563
2004-07-09,316.121
2004-07-12,315.109
2004-07-13,312.563
2004-07-14,314.39
2004-07-15,312.412
2004-07-16,315.469
2004-07-19,313.559
2004-07-20,310.623
2004-07-21,308.061
2004-07-22,307.355
2004-07-23,303.06
2004-07-26,303.125
2004-07-27,301.855
2004-07-28,301.56
2004-07-29,304.019
2004-07-30,304.888
2004-08-02,304.638
2004-08-03,306.795
2004-08-04,304.058
2004-08-05,307.304
2004-08-06,311.552
2004-08-09,308.469
2004-08-10,313.312
2004-08-11,307.747
2004-08-12,307.603
2004-08-13,308.921
2004-08-16,309.789
2004-08-17,312.363
2004-08-18,312.624
2004-08-19,316.068
2004-08-20,315.033
2004-08-23,314.943
2004-08-24,311.398
2004-08-25,311.788
2004-08-26,314.099
2004-08-27,313.693
2004-08-30,315.322
2004-08-31,316.729
2004-09-01,318.485
2004-09-02,319.629
2004-09-03,318.847
2004-09-06,322.3
2004-09-07,321.787
2004-09-08,325.314
2004-09-09,325.955
2004-09-10,330.357
2004-09-13,327.871
2004-09-14,322.206
2004-09-15,316.941
2004-09-16,313.976
2004-09-17,317.622
2004-09-20,316.909
2004-09-21,321.909
2004-09-22,317.62
2004-09-23,320.014
2004-09-24,318.388
2004-09-27,320.569
2004-09-28,322.658
2004-09-29,322.883
2004-09-30,329.524
2004-10-01,330.609
2004-10-04,329.753
2004-10-05,332.585
2004-10-06,333.667
2004-10-07,331.025
2004-10-08,333.871
2004-10-11,332.128
2004-10-12,328.427
2004-10-13,329.005
2004-10-14,334.226
2004-10-15,335.626
2004-10-18,335.761
2004-10-19,338.348
2004-10-20,339.473
2004-10-21,342.881
2004-10-22,344.823
2004-10-25,345.916
2004-10-26,345.51
2004-10-27,344.474
2004-10-28,344.86
2004-10-29,345.552
2004-11-01,347.077
2004-11-02,348.163
2004-11-03,346.993
2004-11-04,349.93
2004-11-05,353.794
2004-11-08,355.232
2004-11-09,354.825
2004-11-10,356.113
2004-11-11,360.106
2004-11-12,365.386
2004-11-15,367.525
2004-11-16,368.187
2004-11-17,372.667
2004-11-18,371.892
2004-11-19,371.937
2004-11-22,369.838
2004-11-23,372.739
2004-11-24,380.435
2004-11-25,385.185
2004-11-26,386.491
2004-11-29,388.098
2004-11-30,390.863
2004-12-01,394.996
2004-12-02,394.43
2004-12-03,394.388
2004-12-06,395.472
2004-12-07,396.682
2004-12-08,390.528
2004-12-09,387.112
2004-12-10,386.611
2004-12-13,392.53
2004-12-14,393.178
2004-12-15,395.801
2004-12-16,391.919
2004-12-17,386.739
2004-12-20,395.645
2004-12-21,397.409
2004-12-22,399.977
2004-12-23,403.518
2004-12-24,404.472
2004-12-27,407.404
2004-12-28,403.106
2004-12-29,403.282
2004-12-30,406.2
2004-12-31,405.12
2005-01-03,408.461
2005-01-04,402.606
2005-01-05,400.708
2005-01-06,399.484
2005-01-07,398.601
2005-01-10,400.347
2005-01-11,400.202
2005-01-12,403.318
2005-01-13,401.679
2005-01-14,398.825
2005-01-17,399.233
2005-01-18,399.659
2005-01-19,399.544
2005-01-20,394.533
2005-01-21,397.894
2005-01-24,398.062
2005-01-25,402.461
2005-01-26,405.229
2005-01-27,397.361
2005-01-28,399.594
2005-01-31,400.649
2005-02-01,406.367
2005-02-02,408.974
2005-02-03,407.067
2005-02-04,411.905
2005-02-07,414.477
2005-02-08,413.766
2005-02-09,411.618
2005-02-10,415.851
2005-02-11,419.448
2005-02-14,421.683
2005-02-15,420.977
2005-02-16,417.845
2005-02-17,424.788
2005-02-18,426.297
2005-02-21,422.177
2005-02-22,426.115
2005-02-23,428.378
2005-02-24,427.157
2005-02-25,425.755
2005-02-28,432.31
2005-03-01,432.242
2005-03-02,430.292
2005-03-03,430.305
2005-03-04,431.365
2005-03-07,434.604
2005-03-08,437.223
2005-03-09,435.953
2005-03-10,430.536
2005-03-11,433.01
2005-03-14,433.607
2005-03-15,435.475
2005-03-16,438.378
2005-03-17,439.25
2005-03-18,436.938
2005-03-21,429.295
2005-03-22,431.242
2005-03-23,422.014
2005-03-24,420.505
2005-03-25,420.505
2005-03-28,417.558
2005-03-29,423.094
2005-03-30,424.162
2005-03-31,430.508
2005-04-01,433.437
2005-04-04,428.408
2005-04-05,435.453
2005-04-06,436.281
2005-04-07,441.2
2005-04-08,439.261
2005-04-11,443.317
2005-04-12,442.65
2005-04-13,441.73
2005-04-14,438.696
2005-04-15,436.645
2005-04-18,444.41
2005-04-19,450.679
2005-04-20,446.601
2005-04-21,447.848
2005-04-22,446.885
2005-04-25,447.449
2005-04-26,444.094
2005-04-27,435.733
2005-04-28,428.092
2005-04-29,431.234
2005-05-02,435.061
2005-05-03,439.639
2005-05-04,437.455
2005-05-05,436.9
2005-05-06,440.679
2005-05-09,439.534
2005-05-10,444.232
2005-05-11,444.099
2005-05-12,440.5
2005-05-13,440.404
2005-05-16,439.534
2005-05-17,440.451
2005-05-18,439.784
2005-05-19,437.068
2005-05-20,441.111
2005-05-23,442.974
2005-05-24,443.922
2005-05-25,446.198
2005-05-26,443.332
2005-05-27,448.395
2005-05-30,448.457
2005-05-31,447.975
2005-06-01,440.329
2005-06-02,438.969
2005-06-03,438.564
2005-06-06,437.775
2005-06-07,439.913
2005-06-08,442.893
2005-06-09,437.801
2005-06-10,439.596
2005-06-13,439.762
2005-06-14,443.097
2005-06-15,445.317
2005-06-16,449.021
2005-06-17,460.879
2005-06-20,453.489
2005-06-21,453.042
2005-06-22,448.123
2005-06-23,445.467
2005-06-24,446.936
2005-06-27,444.317
2005-06-28,441.148
2005-06-29,443.573
2005-06-30,447.378
2005-07-01,442.746
2005-07-04,442.568
2005-07-05,446.224
2005-07-06,443.061
2005-07-07,440.194
2005-07-08,444.038
2005-07-11,452.272
2005-07-12,459.46
2005-07-13,452.926
2005-07-14,454.328
2005-07-15,453.009
2005-07-18,452.714
2005-07-19,452.932
2005-07-20,450.301
2005-07-21,454.912
2005-07-22,453.449
2005-07-25,456.755
2005-07-26,455.408
2005-07-27,459.919
2005-07-28,466.201
2005-07-29,468.725
2005-08-01,469.841
2005-08-02,472.25
2005-08-03,474.201
2005-08-04,474.102
2005-08-05,470.496
2005-08-08,471.73
2005-08-09,472.169
2005-08-10,470.006
2005-08-11,472.746
2005-08-12,473.232
2005-08-15,470.488
2005-08-16,472.222
2005-08-17,505.459
2005-08-18,496.309
2005-08-19,501.015
2005-08-22,499.373
2005-08-23,502.252
2005-08-24,500.661
2005-08-25,497.335
2005-08-26,499.077
2005-08-29,496.637
2005-08-30,500.184
2005-08-31,507.502
2005-09-01,508.482
2005-09-02,513.928
2005-09-05,511.244
2005-09-06,512.176
2005-09-07,507.767
2005-09-08,508.958
2005-09-09,508.626
2005-09-12,503.777
2005-09-13,501.772
2005-09-14,503.828
2005-09-15,517.321
2005-09-16,524.831
2005-09-19,518.777
2005-09-20,522.903
2005-09-21,526.985
2005-09-22,522.189
2005-09-23,517.478
2005-09-26,516.208
2005-09-27,515.821
2005-09-28,514.272
2005-09-29,516.403
2005-09-30,519.148
2005-10-03,507.965
2005-10-04,509.94
2005-10-05,518.198
2005-10-06,530.142
2005-10-07,526.198
2005-10-10,522.239
2005-10-11,518.477
2005-10-12,515.463
2005-10-13,503.972
2005-10-14,507.532
2005-10-17,508.23
2005-10-18,504.25
2005-10-19,496.743
2005-10-20,498.421
2005-10-21,494.502
2005-10-24,504.125
2005-10-25,510.541
2005-10-26,514.793
2005-10-27,512.647
2005-10-28,512.461
2005-10-31,513.777
2005-11-01,518.569
2005-11-02,518.961
2005-11-03,523.33
2005-11-04,515.607
2005-11-07,513.165
2005-11-08,511.097
