Date,DENMARK SMID VALUE SMID (Small+Mid Cap)
2003-07-15,229.88
2003-07-16,229.148
2003-07-17,226.681
2003-07-18,225.403
2003-07-21,226.563
2003-07-22,226.001
2003-07-23,229.538
2003-07-24,232.813
2003-07-25,232.47
2003-07-28,232.245
2003-07-29,232.656
2003-07-30,229.945
2003-07-31,227.618
2003-08-01,227.068
2003-08-04,227.413
2003-08-05,231.893
2003-08-06,232.222
2003-08-07,234.23
2003-08-08,234.232
2003-08-11,234.182
2003-08-12,234.189
2003-08-13,236.241
2003-08-14,237.352
2003-08-15,239.756
2003-08-18,237.477
2003-08-19,238.933
2003-08-20,238.665
2003-08-21,237.051
2003-08-22,235.862
2003-08-25,234.842
2003-08-26,236.946
2003-08-27,236.577
2003-08-28,238.567
2003-08-29,239.094
2003-09-01,239.647
2003-09-02,238.962
2003-09-03,242.251
2003-09-04,244.21
2003-09-05,247.041
2003-09-08,249.636
2003-09-09,249.651
2003-09-10,246.797
2003-09-11,249.799
2003-09-12,252.708
2003-09-15,254.554
2003-09-16,251.771
2003-09-17,252.126
2003-09-18,252.126
2003-09-19,253.831
2003-09-22,253.596
2003-09-23,251.461
2003-09-24,249.92
2003-09-25,247.479
2003-09-26,246.175
2003-09-29,247.282
2003-09-30,247.789
2003-10-01,251.377
2003-10-02,255.637
2003-10-03,254.17
2003-10-06,254.847
2003-10-07,258.947
2003-10-08,259.761
2003-10-09,260.259
2003-10-10,259.656
2003-10-13,258.191
2003-10-14,258.958
2003-10-15,259.8
2003-10-16,261.257
2003-10-17,259.264
2003-10-20,259.501
2003-10-21,261.14
2003-10-22,262.051
2003-10-23,260.619
2003-10-24,264.163
2003-10-27,264.121
2003-10-28,263.816
2003-10-29,265.036
2003-10-30,263.871
2003-10-31,262.788
2003-11-03,262.865
2003-11-04,267.538
2003-11-05,263.765
2003-11-06,261.115
2003-11-07,261.884
2003-11-10,263.773
2003-11-11,263.885
2003-11-12,266.681
2003-11-13,269.732
2003-11-14,270.176
2003-11-17,267.608
2003-11-18,270.756
2003-11-19,269.115
2003-11-20,268.342
2003-11-21,270.532
2003-11-24,268.911
2003-11-25,268.976
2003-11-26,270.015
2003-11-27,270.42
2003-11-28,270.525
2003-12-01,275.496
2003-12-02,279.627
2003-12-03,280.472
2003-12-04,281.636
2003-12-05,283.809
2003-12-08,283.823
2003-12-09,285.709
2003-12-10,284.706
2003-12-11,284.113
2003-12-12,286.259
2003-12-15,286.005
2003-12-16,286.721
2003-12-17,289.542
2003-12-18,289.713
2003-12-19,287.752
2003-12-22,288.35
2003-12-23,288.904
2003-12-24,289.689
2003-12-25,289.689
2003-12-26,289.59
2003-12-29,290.927
2003-12-30,292.298
2003-12-31,294.167
2004-01-01,294.167
2004-01-02,298.9
2004-01-05,305.978
2004-01-06,313.746
2004-01-07,312.837
2004-01-08,314.051
2004-01-09,317.238
2004-01-12,316.658
2004-01-13,317.508
2004-01-14,316.479
2004-01-15,318.408
2004-01-16,316.392
2004-01-19,314.993
2004-01-20,319.304
2004-01-21,320.54
2004-01-22,326.861
2004-01-23,328.575
2004-01-26,326.83
2004-01-27,336.666
2004-01-28,334.288
2004-01-29,326.224
2004-01-30,322.334
2004-02-02,324.964
2004-02-03,328.278
2004-02-04,326.53
2004-02-05,332.948
2004-02-06,340.742
2004-02-09,341.177
2004-02-10,338.975
2004-02-11,340.324
2004-02-12,344.063
2004-02-13,337.705
2004-02-16,336.897
2004-02-17,337.652
2004-02-18,338.696
2004-02-19,332.883
2004-02-20,328.927
2004-02-23,330.524
2004-02-24,331.765
2004-02-25,329.043
2004-02-26,328.229
2004-02-27,326.982
2004-03-01,334.075
2004-03-02,330.173
2004-03-03,322.509
2004-03-04,325.713
2004-03-05,333.942
2004-03-08,331.134
2004-03-09,331.137
2004-03-10,322.704
2004-03-11,317.645
2004-03-12,317.16
2004-03-15,316.998
2004-03-16,321.453
2004-03-17,319.057
2004-03-18,322.053
2004-03-19,321.018
2004-03-22,316.052
2004-03-23,315.331
2004-03-24,312.182
2004-03-25,310.939
2004-03-26,313.134
2004-03-29,318.39
2004-03-30,313.822
2004-03-31,315.879
2004-04-01,315.862
2004-04-02,315.765
2004-04-05,310.448
2004-04-06,308.595
2004-04-07,310.672
2004-04-08,309.038
2004-04-09,309.038
2004-04-12,308.148
2004-04-13,307.999
2004-04-14,307.324
2004-04-15,306.998
2004-04-16,308.017
2004-04-19,307.05
2004-04-20,308.822
2004-04-21,305.073
2004-04-22,306.058
2004-04-23,305.252
2004-04-26,304.371
2004-04-27,306.653
2004-04-28,302.202
2004-04-29,300.671
2004-04-30,301.986
2004-05-03,302.838
2004-05-04,312.1
2004-05-05,313.204
2004-05-06,306.201
2004-05-07,301.947
2004-05-10,293.967
2004-05-11,294.338
2004-05-12,298.01
2004-05-13,298.586
2004-05-14,297.784
2004-05-17,298.154
2004-05-18,298.293
2004-05-19,305.009
2004-05-20,302.31
2004-05-21,305.024
2004-05-24,301.031
2004-05-25,302.485
2004-05-26,302.178
2004-05-27,305.54
2004-05-28,305.124
2004-05-31,305.124
2004-06-01,306.299
2004-06-02,308.162
2004-06-03,308.551
2004-06-04,310.449
2004-06-07,313.095
2004-06-08,312.647
2004-06-09,297.972
2004-06-10,302.771
2004-06-11,302.27
2004-06-14,301.98
2004-06-15,302.41
2004-06-16,301.157
2004-06-17,301.9
2004-06-18,306.472
2004-06-21,308.161
2004-06-22,306.621
2004-06-23,307.503
2004-06-24,310.32
2004-06-25,309.379
2004-06-28,310.612
2004-06-29,310.325
2004-06-30,313.174
2004-07-01,313.818
2004-07-02,317.811
2004-07-05,318.839
2004-07-06,317.672
2004-07-07,320.848
2004-07-08,323.036
2004-07-09,321.569
2004-07-12,320.539
2004-07-13,317.949
2004-07-14,319.808
2004-07-15,317.796
2004-07-16,320.905
2004-07-19,318.962
2004-07-20,315.976
2004-07-21,313.37
2004-07-22,312.652
2004-07-23,308.283
2004-07-26,308.349
2004-07-27,307.057
2004-07-28,306.757
2004-07-29,309.258
2004-07-30,310.142
2004-08-02,309.888
2004-08-03,312.082
2004-08-04,309.298
2004-08-05,312.599
2004-08-06,316.921
2004-08-09,313.784
2004-08-10,318.711
2004-08-11,313.05
2004-08-12,312.904
2004-08-13,314.245
2004-08-16,315.127
2004-08-17,317.746
2004-08-18,318.012
2004-08-19,321.515
2004-08-20,320.462
2004-08-23,320.37
2004-08-24,316.764
2004-08-25,317.161
2004-08-26,319.511
2004-08-27,318.7
2004-08-30,320.355
2004-08-31,321.784
2004-09-01,323.569
2004-09-02,324.731
2004-09-03,323.936
2004-09-06,327.444
2004-09-07,326.924
2004-09-08,330.506
2004-09-09,331.158
2004-09-10,335.63
2004-09-13,333.105
2004-09-14,327.349
2004-09-15,322.0
2004-09-16,318.988
2004-09-17,322.692
2004-09-20,321.968
2004-09-21,327.047
2004-09-22,322.69
2004-09-23,325.122
2004-09-24,323.47
2004-09-27,325.685
2004-09-28,327.808
2004-09-29,328.037
2004-09-30,334.784
2004-10-01,335.886
2004-10-04,335.016
2004-10-05,337.894
2004-10-06,338.993
2004-10-07,336.309
2004-10-08,339.2
2004-10-11,337.429
2004-10-12,333.669
2004-10-13,334.257
2004-10-14,339.561
2004-10-15,340.983
2004-10-18,341.121
2004-10-19,343.748
2004-10-20,344.892
2004-10-21,348.354
2004-10-22,350.327
2004-10-25,351.438
2004-10-26,351.025
2004-10-27,349.972
2004-10-28,350.364
2004-10-29,351.068
2004-11-01,352.616
2004-11-02,353.72
2004-11-03,352.531
2004-11-04,355.516
2004-11-05,359.441
2004-11-08,360.902
2004-11-09,360.488
2004-11-10,361.797
2004-11-11,365.854
2004-11-12,371.218
2004-11-15,373.392
2004-11-16,374.064
2004-11-17,378.615
2004-11-18,377.828
2004-11-19,377.874
2004-11-22,375.741
2004-11-23,378.689
2004-11-24,386.507
2004-11-25,391.333
2004-11-26,392.66
2004-11-29,394.293
2004-11-30,397.101
2004-12-01,401.301
2004-12-02,400.726
2004-12-03,400.683
2004-12-06,401.784
2004-12-07,403.013
2004-12-08,396.762
2004-12-09,393.291
2004-12-10,392.782
2004-12-13,398.795
2004-12-14,399.454
2004-12-15,402.119
2004-12-16,398.174
2004-12-17,392.911
2004-12-20,401.96
2004-12-21,403.752
2004-12-22,406.361
2004-12-23,409.958
2004-12-24,410.928
2004-12-27,413.906
2004-12-28,409.54
2004-12-29,409.719
2004-12-30,412.683
2004-12-31,411.586
2005-01-03,414.981
2005-01-04,409.032
2005-01-05,407.103
2005-01-06,405.86
2005-01-07,404.963
2005-01-10,406.737
2005-01-11,406.59
2005-01-12,409.755
2005-01-13,408.091
2005-01-14,405.191
2005-01-17,405.605
2005-01-18,406.038
2005-01-19,405.921
2005-01-20,400.83
2005-01-21,404.245
2005-01-24,404.415
2005-01-25,408.884
2005-01-26,411.697
2005-01-27,403.703
2005-01-28,405.972
2005-01-31,407.044
2005-02-01,412.854
2005-02-02,415.502
2005-02-03,413.565
2005-02-04,418.48
2005-02-07,421.092
2005-02-08,420.37
2005-02-09,418.188
2005-02-10,422.488
2005-02-11,426.143
2005-02-14,428.413
2005-02-15,427.696
2005-02-16,424.514
2005-02-17,431.568
2005-02-18,433.101
2005-02-21,428.916
2005-02-22,432.916
2005-02-23,435.216
2005-02-24,433.975
2005-02-25,432.551
2005-02-28,439.211
2005-03-01,439.141
2005-03-02,437.16
2005-03-03,437.173
2005-03-04,438.25
2005-03-07,441.541
2005-03-08,443.974
2005-03-09,442.684
2005-03-10,437.184
2005-03-11,439.696
2005-03-14,440.302
2005-03-15,442.144
2005-03-16,445.091
2005-03-17,445.976
2005-03-18,440.866
2005-03-21,433.154
2005-03-22,435.119
2005-03-23,425.808
2005-03-24,424.285
2005-03-25,424.285
2005-03-28,421.311
2005-03-29,426.897
2005-03-30,427.975
2005-03-31,434.378
2005-04-01,437.334
2005-04-04,432.259
2005-04-05,439.368
2005-04-06,440.203
2005-04-07,445.003
2005-04-08,443.048
2005-04-11,447.139
2005-04-12,446.466
2005-04-13,445.512
2005-04-14,442.372
2005-04-15,440.304
2005-04-18,448.018
2005-04-19,454.337
2005-04-20,450.112
2005-04-21,451.36
2005-04-22,450.389
2005-04-25,450.958
2005-04-26,447.557
2005-04-27,439.067
2005-04-28,431.347
2005-04-29,434.465
2005-05-02,438.321
2005-05-03,442.932
2005-05-04,440.733
2005-05-05,440.173
2005-05-06,443.98
2005-05-09,442.827
2005-05-10,447.56
2005-05-11,447.426
2005-05-12,443.801
2005-05-13,443.703
2005-05-16,442.827
2005-05-17,443.751
2005-05-18,443.079
2005-05-19,440.343
2005-05-20,444.416
2005-05-23,446.293
2005-05-24,447.247
2005-05-25,449.541
2005-05-26,446.653
2005-05-27,451.754
2005-05-30,451.817
2005-05-31,451.331
2005-06-01,443.628
2005-06-02,442.258
2005-06-03,441.85
2005-06-06,441.055
2005-06-07,443.209
2005-06-08,446.211
2005-06-09,441.081
2005-06-10,442.889
2005-06-13,443.056
2005-06-14,446.417
2005-06-15,448.653
2005-06-16,452.385
2005-06-17,464.332
2005-06-20,456.886
2005-06-21,456.436
2005-06-22,451.48
2005-06-23,448.804
2005-06-24,450.284
2005-06-27,447.646
2005-06-28,444.453
2005-06-29,446.896
2005-06-30,450.73
2005-07-01,446.063
2005-07-04,445.883
2005-07-05,449.567
2005-07-06,446.381
2005-07-07,443.492
2005-07-08,447.365
2005-07-11,455.661
2005-07-12,462.903
2005-07-13,456.32
2005-07-14,457.732
2005-07-15,456.403
2005-07-18,456.105
2005-07-19,456.325
2005-07-20,453.674
2005-07-21,458.32
2005-07-22,456.846
2005-07-25,460.177
2005-07-26,458.82
2005-07-27,463.365
2005-07-28,469.694
2005-07-29,472.237
2005-08-01,473.361
2005-08-02,475.788
2005-08-03,477.754
2005-08-04,477.654
2005-08-05,474.021
2005-08-08,475.264
2005-08-09,475.706
2005-08-10,473.527
2005-08-11,476.288
2005-08-12,476.778
2005-08-15,474.013
2005-08-16,475.76
2005-08-17,509.245
2005-08-18,500.028
2005-08-19,504.769
2005-08-22,503.115
2005-08-23,506.015
2005-08-24,504.412
2005-08-25,501.061
2005-08-26,502.433
2005-08-29,499.976
2005-08-30,503.547
2005-08-31,510.914
2005-09-01,511.901
2005-09-02,517.383
2005-09-05,514.681
2005-09-06,515.619
2005-09-07,511.181
2005-09-08,512.38
2005-09-09,512.046
2005-09-12,507.164
2005-09-13,505.145
2005-09-14,507.216
2005-09-15,520.799
2005-09-16,528.36
2005-09-19,522.265
2005-09-20,526.419
2005-09-21,530.528
2005-09-22,525.7
2005-09-23,520.958
2005-09-26,519.678
2005-09-27,519.289
2005-09-28,517.73
2005-09-29,519.875
2005-09-30,522.639
2005-10-03,511.381
2005-10-04,513.368
2005-10-05,521.682
2005-10-06,533.707
2005-10-07,529.736
2005-10-10,525.75
2005-10-11,521.963
2005-10-12,518.929
2005-10-13,507.361
2005-10-14,510.944
2005-10-17,511.647
2005-10-18,507.64
2005-10-19,500.083
2005-10-20,501.773
2005-10-21,497.827
2005-10-24,507.514
2005-10-25,513.974
2005-10-26,518.254
2005-10-27,516.094
2005-10-28,515.907
2005-10-31,517.231
2005-11-01,522.056
2005-11-02,522.45
2005-11-03,526.848
2005-11-04,519.073
2005-11-07,516.615
2005-11-08,514.533
