Date,FRANCE MID GROWTH Mid Cap
2002-06-20,383.164
2002-06-21,386.262
2002-06-24,375.308
2002-06-25,378.705
2002-06-26,379.847
2002-06-27,380.237
2002-06-28,394.452
2002-07-01,394.97
2002-07-02,382.028
2002-07-03,361.438
2002-07-04,367.867
2002-07-05,385.913
2002-07-08,387.365
2002-07-09,380.641
2002-07-10,369.689
2002-07-11,356.189
2002-07-12,359.251
2002-07-15,354.692
2002-07-16,352.301
2002-07-17,363.726
2002-07-18,369.762
2002-07-19,363.818
2002-07-22,349.859
2002-07-23,339.615
2002-07-24,327.157
2002-07-25,333.536
2002-07-26,330.645
2002-07-29,340.524
2002-07-30,346.464
2002-07-31,344.259
2002-08-01,331.73
2002-08-02,331.67
2002-08-05,320.112
2002-08-06,316.124
2002-08-07,317.571
2002-08-08,319.465
2002-08-09,325.06
2002-08-12,323.828
2002-08-13,320.724
2002-08-14,316.677
2002-08-15,322.2
2002-08-16,327.847
2002-08-19,335.46
2002-08-20,336.494
2002-08-21,341.4
2002-08-22,350.465
2002-08-23,348.648
2002-08-26,343.658
2002-08-27,350.398
2002-08-28,341.67
2002-08-29,337.383
2002-08-30,333.93
2002-09-02,330.706
2002-09-03,325.349
2002-09-04,324.393
2002-09-05,321.178
2002-09-06,324.913
2002-09-09,321.375
2002-09-10,323.407
2002-09-11,334.266
2002-09-12,329.409
2002-09-13,324.851
2002-09-16,319.321
2002-09-17,317.433
2002-09-18,312.157
2002-09-19,301.64
2002-09-20,300.91
2002-09-23,292.091
2002-09-24,284.792
2002-09-25,283.366
2002-09-26,292.288
2002-09-27,292.634
2002-09-30,287.167
2002-10-01,283.085
2002-10-02,288.318
2002-10-03,284.862
2002-10-04,281.049
2002-10-07,277.253
2002-10-08,270.91
2002-10-09,269.56
2002-10-10,271.884
2002-10-11,283.346
2002-10-14,282.487
2002-10-15,299.754
2002-10-16,296.539
2002-10-17,310.023
2002-10-18,310.869
2002-10-21,316.485
2002-10-22,319.258
2002-10-23,304.587
2002-10-24,308.759
2002-10-25,309.822
2002-10-28,323.426
2002-10-29,308.681
2002-10-30,317.083
2002-10-31,325.16
2002-11-01,324.595
2002-11-04,336.888
2002-11-05,335.679
2002-11-06,330.384
2002-11-07,324.133
2002-11-08,320.133
2002-11-11,315.407
2002-11-12,318.743
2002-11-13,314.856
2002-11-14,324.081
2002-11-15,330.367
2002-11-18,333.896
2002-11-19,334.87
2002-11-20,327.827
2002-11-21,343.551
2002-11-22,349.87
2002-11-25,346.818
2002-11-26,339.82
2002-11-27,349.085
2002-11-28,359.01
2002-11-29,361.568
2002-12-02,362.697
2002-12-03,353.826
2002-12-04,345.748
2002-12-05,342.778
2002-12-06,340.021
2002-12-09,335.825
2002-12-10,333.995
2002-12-11,335.145
2002-12-12,334.962
2002-12-13,330.868
2002-12-16,332.284
2002-12-17,331.298
2002-12-18,321.904
2002-12-19,319.686
2002-12-20,322.384
2002-12-23,318.821
2002-12-24,319.068
2002-12-25,319.068
2002-12-26,319.873
2002-12-27,318.614
2002-12-30,320.973
2002-12-31,324.113
2003-01-01,324.113
2003-01-02,328.466
2003-01-03,336.047
2003-01-06,338.717
2003-01-07,333.493
2003-01-08,328.944
2003-01-09,333.86
2003-01-10,335.773
2003-01-13,335.396
2003-01-14,336.706
2003-01-15,330.591
2003-01-16,331.427
2003-01-17,326.738
2003-01-20,323.315
2003-01-21,318.966
2003-01-22,313.087
2003-01-23,316.772
2003-01-24,319.508
2003-01-27,310.263
2003-01-28,312.276
2003-01-29,315.033
2003-01-30,320.286
2003-01-31,318.727
2003-02-03,320.092
2003-02-04,314.363
2003-02-05,313.834
2003-02-06,311.286
2003-02-07,306.497
2003-02-10,299.608
2003-02-11,305.289
2003-02-12,296.999
2003-02-13,299.558
2003-02-14,302.758
2003-02-17,307.389
2003-02-18,311.853
2003-02-19,307.306
2003-02-20,305.077
2003-02-21,305.548
2003-02-24,298.617
2003-02-25,289.259
2003-02-26,286.253
2003-02-27,289.929
2003-02-28,302.064
2003-03-03,300.932
2003-03-04,291.838
2003-03-05,288.772
2003-03-06,288.414
2003-03-07,282.271
2003-03-10,276.553
2003-03-11,275.983
2003-03-12,268.589
2003-03-13,281.747
2003-03-14,301.969
2003-03-17,304.481
2003-03-18,301.232
2003-03-19,306.19
2003-03-20,301.344
2003-03-21,307.994
2003-03-24,292.583
2003-03-25,299.338
2003-03-26,297.063
2003-03-27,292.372
2003-03-28,291.755
2003-03-31,287.734
2003-04-01,287.322
2003-04-02,296.727
2003-04-03,298.7
2003-04-04,301.556
2003-04-07,310.832
2003-04-08,308.463
2003-04-09,306.017
2003-04-10,304.916
2003-04-11,304.426
2003-04-14,304.684
2003-04-15,314.279
2003-04-16,320.03
2003-04-17,317.853
2003-04-18,317.853
2003-04-21,316.483
2003-04-22,320.539
2003-04-23,324.748
2003-04-24,321.285
2003-04-25,321.872
2003-04-28,327.763
2003-04-29,331.345
2003-04-30,336.952
2003-05-01,340.047
2003-05-02,339.218
2003-05-05,346.509
2003-05-06,356.359
2003-05-07,358.931
2003-05-08,352.769
2003-05-09,351.486
2003-05-12,349.7
2003-05-13,352.229
2003-05-14,354.994
2003-05-15,358.067
2003-05-16,359.723
2003-05-19,352.974
2003-05-20,349.628
2003-05-21,348.32
2003-05-22,354.398
2003-05-23,356.774
2003-05-26,359.992
2003-05-27,357.916
2003-05-28,362.558
2003-05-29,366.429
2003-05-30,369.391
2003-06-02,375.056
2003-06-03,372.463
2003-06-04,377.069
2003-06-05,382.078
2003-06-06,387.963
2003-06-09,385.389
2003-06-10,381.512
2003-06-11,386.228
2003-06-12,388.5
2003-06-13,385.835
2003-06-16,394.727
2003-06-17,400.743
2003-06-18,391.953
2003-06-19,385.847
2003-06-20,385.539
2003-06-23,376.322
2003-06-24,369.53
2003-06-25,373.013
2003-06-26,369.263
2003-06-27,375.642
2003-06-30,374.966
2003-07-01,369.302
2003-07-02,375.272
2003-07-03,375.313
2003-07-04,374.083
2003-07-07,381.112
2003-07-08,379.608
2003-07-09,373.509
2003-07-10,370.398
2003-07-11,371.145
2003-07-14,373.084
2003-07-15,373.093
2003-07-16,370.764
2003-07-17,365.031
2003-07-18,368.178
2003-07-21,367.637
2003-07-22,368.837
2003-07-23,375.393
2003-07-24,380.388
2003-07-25,381.89
2003-07-28,385.135
2003-07-29,381.951
2003-07-30,377.748
2003-07-31,378.896
2003-08-01,379.02
2003-08-04,376.803
2003-08-05,379.29
2003-08-06,371.538
2003-08-07,371.669
2003-08-08,373.4
2003-08-11,374.762
2003-08-12,378.59
2003-08-13,379.317
2003-08-14,381.833
2003-08-15,383.379
2003-08-18,381.063
2003-08-19,382.491
2003-08-20,380.639
2003-08-21,380.93
2003-08-22,379.571
2003-08-25,377.085
2003-08-26,373.532
2003-08-27,376.134
2003-08-28,381.679
2003-08-29,385.362
2003-09-01,392.147
2003-09-02,390.503
2003-09-03,399.445
2003-09-04,396.722
2003-09-05,399.588
2003-09-08,402.283
2003-09-09,400.105
2003-09-10,393.68
2003-09-11,393.2
2003-09-12,394.554
2003-09-15,395.931
2003-09-16,396.81
2003-09-17,398.616
2003-09-18,401.974
2003-09-19,401.165
2003-09-22,396.98
2003-09-23,393.359
2003-09-24,394.61
2003-09-25,391.742
2003-09-26,388.379
2003-09-29,386.372
2003-09-30,385.745
2003-10-01,390.304
2003-10-02,391.895
2003-10-03,402.694
2003-10-06,404.015
2003-10-07,402.498
2003-10-08,405.585
2003-10-09,409.434
2003-10-10,412.571
2003-10-13,412.221
2003-10-14,412.44
2003-10-15,416.433
2003-10-16,415.239
2003-10-17,413.171
2003-10-20,410.396
2003-10-21,413.574
2003-10-22,410.982
2003-10-23,405.826
2003-10-24,408.305
2003-10-27,408.913
2003-10-28,413.359
2003-10-29,417.216
2003-10-30,418.818
2003-10-31,414.884
2003-11-03,414.842
2003-11-04,415.845
2003-11-05,411.535
2003-11-06,409.947
2003-11-07,418.481
2003-11-10,417.966
2003-11-11,416.208
2003-11-12,420.907
2003-11-13,424.866
2003-11-14,429.912
2003-11-17,420.96
2003-11-18,424.406
2003-11-19,421.144
2003-11-20,420.209
2003-11-21,424.278
2003-11-24,425.291
2003-11-25,428.309
2003-11-26,434.843
2003-11-27,436.926
2003-11-28,436.029
2003-12-01,442.857
2003-12-02,449.357
2003-12-03,450.394
2003-12-04,447.885
2003-12-05,446.53
2003-12-08,447.938
2003-12-09,448.019
2003-12-10,444.212
2003-12-11,442.073
2003-12-12,447.27
2003-12-15,450.326
2003-12-16,445.79
2003-12-17,446.626
2003-12-18,447.703
2003-12-19,447.201
2003-12-22,450.418
2003-12-23,449.916
2003-12-24,451.238
2003-12-25,451.238
2003-12-26,451.057
2003-12-29,452.435
2003-12-30,456.107
2003-12-31,462.012
2004-01-01,462.012
2004-01-02,465.979
2004-01-05,471.716
2004-01-06,473.352
2004-01-07,471.246
2004-01-08,477.779
2004-01-09,478.804
2004-01-12,475.044
2004-01-13,475.548
2004-01-14,478.417
2004-01-15,478.143
2004-01-16,475.241
2004-01-19,477.917
2004-01-20,483.063
2004-01-21,485.851
2004-01-22,486.576
2004-01-23,487.356
2004-01-26,480.926
2004-01-27,489.214
2004-01-28,486.983
2004-01-29,474.536
2004-01-30,472.848
2004-02-02,476.778
2004-02-03,477.171
2004-02-04,472.603
2004-02-05,478.194
2004-02-06,484.731
2004-02-09,490.89
2004-02-10,493.217
2004-02-11,493.616
2004-02-12,500.079
2004-02-13,500.073
2004-02-16,500.369
2004-02-17,503.812
2004-02-18,505.605
2004-02-19,504.574
2004-02-20,496.327
2004-02-23,496.948
2004-02-24,494.602
2004-02-25,490.719
2004-02-26,484.004
2004-02-27,485.166
2004-03-01,489.468
2004-03-02,486.568
2004-03-03,478.622
2004-03-04,481.019
2004-03-05,489.728
2004-03-08,488.976
2004-03-09,487.487
2004-03-10,476.125
2004-03-11,465.058
2004-03-12,462.006
2004-03-15,453.209
2004-03-16,459.595
2004-03-17,462.203
2004-03-18,463.896
2004-03-19,464.202
2004-03-22,457.108
2004-03-23,454.461
2004-03-24,451.232
2004-03-25,456.915
2004-03-26,455.297
2004-03-29,463.34
2004-03-30,462.717
2004-03-31,470.064
2004-04-01,477.122
2004-04-02,475.089
2004-04-05,473.675
2004-04-06,468.45
2004-04-07,471.121
2004-04-08,471.377
2004-04-09,471.377
2004-04-12,470.052
2004-04-13,464.031
2004-04-14,460.207
2004-04-15,458.291
2004-04-16,463.911
2004-04-19,466.6
2004-04-20,466.71
2004-04-21,459.405
2004-04-22,459.706
2004-04-23,462.776
2004-04-26,464.888
2004-04-27,467.515
2004-04-28,460.413
2004-04-29,461.906
2004-04-30,460.446
2004-05-03,462.671
2004-05-04,467.82
2004-05-05,471.438
2004-05-06,461.987
2004-05-07,453.909
2004-05-10,441.057
2004-05-11,447.0
2004-05-12,443.986
2004-05-13,445.444
2004-05-14,441.496
2004-05-17,442.046
2004-05-18,446.723
2004-05-19,458.436
2004-05-20,451.131
2004-05-21,456.004
2004-05-24,457.276
2004-05-25,459.609
2004-05-26,465.108
2004-05-27,474.256
2004-05-28,470.077
2004-05-31,471.941
2004-06-01,468.765
2004-06-02,471.211
2004-06-03,473.927
2004-06-04,478.101
2004-06-07,482.35
2004-06-08,479.649
2004-06-09,472.769
2004-06-10,471.551
2004-06-11,464.264
2004-06-14,462.137
2004-06-15,467.238
2004-06-16,467.898
2004-06-17,471.821
2004-06-18,474.224
2004-06-21,474.523
2004-06-22,472.412
2004-06-23,475.445
2004-06-24,483.614
2004-06-25,480.41
2004-06-28,486.978
2004-06-29,484.614
2004-06-30,487.056
2004-07-01,485.66
2004-07-02,487.792
2004-07-05,483.722
2004-07-06,480.104
2004-07-07,480.727
2004-07-08,480.28
2004-07-09,477.656
2004-07-12,476.052
2004-07-13,473.22
2004-07-14,474.886
2004-07-15,468.251
2004-07-16,473.954
2004-07-19,469.679
2004-07-20,467.283
2004-07-21,469.144
2004-07-22,463.526
2004-07-23,456.916
2004-07-26,452.9
2004-07-27,453.291
2004-07-28,453.728
2004-07-29,456.616
2004-07-30,455.008
2004-08-02,452.741
2004-08-03,453.548
2004-08-04,446.213
2004-08-05,445.514
2004-08-06,442.088
2004-08-09,437.185
2004-08-10,445.875
2004-08-11,438.089
2004-08-12,433.809
2004-08-13,440.918
2004-08-16,442.949
2004-08-17,448.61
2004-08-18,449.255
2004-08-19,455.279
2004-08-20,448.94
2004-08-23,450.742
2004-08-24,448.762
2004-08-25,445.888
2004-08-26,451.024
2004-08-27,451.357
2004-08-30,448.582
2004-08-31,448.056
2004-09-01,448.791
2004-09-02,449.167
2004-09-03,445.533
2004-09-06,450.443
2004-09-07,452.788
2004-09-08,455.635
2004-09-09,449.748
2004-09-10,459.781
2004-09-13,462.821
2004-09-14,463.044
2004-09-15,456.82
2004-09-16,455.864
2004-09-17,455.469
2004-09-20,452.199
2004-09-21,456.202
2004-09-22,451.328
2004-09-23,449.019
2004-09-24,452.993
2004-09-27,450.295
2004-09-28,449.489
2004-09-29,453.93
2004-09-30,456.505
2004-10-01,459.002
2004-10-04,464.103
2004-10-05,465.09
2004-10-06,463.703
2004-10-07,462.881
2004-10-08,465.905
2004-10-11,462.275
2004-10-12,453.547
2004-10-13,453.496
2004-10-14,456.6
2004-10-15,460.938
2004-10-18,460.494
2004-10-19,465.358
2004-10-20,465.742
2004-10-21,469.912
2004-10-22,472.164
2004-10-25,466.65
2004-10-26,471.445
2004-10-27,474.01
2004-10-28,478.242
2004-10-29,477.468
2004-11-01,480.395
2004-11-02,481.963
2004-11-03,488.265
2004-11-04,491.471
2004-11-05,492.288
2004-11-08,495.967
2004-11-09,496.117
2004-11-10,499.956
2004-11-11,501.547
2004-11-12,506.319
2004-11-15,505.417
2004-11-16,500.717
2004-11-17,508.185
2004-11-18,504.32
2004-11-19,507.783
2004-11-22,501.95
2004-11-23,504.109
2004-11-24,508.29
2004-11-25,515.538
2004-11-26,514.788
2004-11-29,517.038
2004-11-30,513.225
2004-12-01,515.425
2004-12-02,517.506
2004-12-03,519.402
2004-12-06,520.417
2004-12-07,523.534
2004-12-08,517.05
2004-12-09,514.322
2004-12-10,515.856
2004-12-13,523.358
2004-12-14,519.533
2004-12-15,525.305
2004-12-16,521.929
2004-12-17,517.83
2004-12-20,522.754
2004-12-21,524.552
2004-12-22,527.708
2004-12-23,532.08
2004-12-24,534.27
2004-12-27,538.149
2004-12-28,539.002
2004-12-29,538.234
2004-12-30,540.372
2004-12-31,541.12
2005-01-03,539.144
2005-01-04,531.649
2005-01-05,528.695
2005-01-06,526.732
2005-01-07,522.644
2005-01-10,527.729
2005-01-11,525.464
2005-01-12,527.956
2005-01-13,523.873
2005-01-14,518.578
2005-01-17,522.457
2005-01-18,519.464
2005-01-19,519.7
2005-01-20,514.929
2005-01-21,514.244
2005-01-24,513.325
2005-01-25,513.523
2005-01-26,520.057
2005-01-27,521.332
2005-01-28,521.094
2005-01-31,528.323
2005-02-01,527.247
2005-02-02,529.528
2005-02-03,522.381
2005-02-04,525.523
2005-02-07,524.281
2005-02-08,521.472
2005-02-09,522.881
2005-02-10,529.391
2005-02-11,528.721
2005-02-14,534.587
2005-02-15,539.0
2005-02-16,538.015
2005-02-17,541.978
2005-02-18,545.362
2005-02-21,541.579
2005-02-22,543.673
2005-02-23,540.873
2005-02-24,542.576
2005-02-25,546.11
2005-02-28,545.98
2005-03-01,544.156
2005-03-02,539.002
2005-03-03,540.25
2005-03-04,546.355
2005-03-07,543.104
2005-03-08,548.775
2005-03-09,547.644
2005-03-10,545.627
2005-03-11,550.697
2005-03-14,547.232
2005-03-15,549.778
2005-03-16,547.8
2005-03-17,546.068
2005-03-18,542.435
2005-03-21,537.989
2005-03-22,539.201
2005-03-23,529.018
2005-03-24,532.904
2005-03-25,532.904
2005-03-28,529.164
2005-03-29,530.11
2005-03-30,531.245
2005-03-31,533.691
2005-04-01,535.979
2005-04-04,526.969
2005-04-05,531.146
2005-04-06,532.279
2005-04-07,536.622
2005-04-08,536.81
2005-04-11,540.251
2005-04-12,534.652
2005-04-13,536.229
2005-04-14,529.991
2005-04-15,525.154
2005-04-18,517.848
2005-04-19,521.094
2005-04-20,522.483
2005-04-21,526.484
2005-04-22,527.884
2005-04-25,523.357
2005-04-26,521.454
2005-04-27,511.549
2005-04-28,503.68
2005-04-29,507.093
2005-05-02,508.5
2005-05-03,511.958
2005-05-04,519.743
2005-05-05,521.054
2005-05-06,517.898
2005-05-09,515.207
2005-05-10,515.033
2005-05-11,511.155
2005-05-12,511.451
2005-05-13,510.247
2005-05-16,511.026
2005-05-17,511.606
2005-05-18,515.77
2005-05-19,517.644
2005-05-20,516.945
2005-05-23,518.789
2005-05-24,515.031
2005-05-25,517.621
2005-05-26,519.511
2005-05-27,517.373
2005-05-30,514.829
2005-05-31,511.434
2005-06-01,513.39
2005-06-02,514.462
2005-06-03,513.635
2005-06-06,511.828
2005-06-07,517.756
2005-06-08,523.305
2005-06-09,515.956
2005-06-10,515.969
2005-06-13,514.722
2005-06-14,514.449
2005-06-15,515.289
2005-06-16,516.981
2005-06-17,526.971
2005-06-20,518.04
2005-06-21,520.697
2005-06-22,522.202
2005-06-23,519.491
2005-06-24,517.972
2005-06-27,516.461
2005-06-28,515.419
2005-06-29,519.112
2005-06-30,519.751
2005-07-01,517.155
2005-07-04,516.472
2005-07-05,516.726
2005-07-06,520.609
2005-07-07,514.75
2005-07-08,520.693
2005-07-11,531.68
2005-07-12,534.873
2005-07-13,532.523
2005-07-14,535.317
2005-07-15,531.487
2005-07-18,529.553
2005-07-19,529.616
2005-07-20,529.978
2005-07-21,540.05
2005-07-22,543.114
2005-07-25,537.869
2005-07-26,540.313
2005-07-27,545.105
2005-07-28,551.299
2005-07-29,552.96
2005-08-01,557.906
2005-08-02,561.323
2005-08-03,564.298
2005-08-04,565.611
2005-08-05,565.386
2005-08-08,566.376
2005-08-09,567.082
2005-08-10,572.937
2005-08-11,570.876
2005-08-12,566.801
2005-08-15,563.089
2005-08-16,560.118
2005-08-17,557.116
2005-08-18,549.895
2005-08-19,552.179
2005-08-22,558.993
2005-08-23,557.164
2005-08-24,558.266
2005-08-25,554.942
2005-08-26,556.707
2005-08-29,555.152
2005-08-30,553.476
2005-08-31,564.871
2005-09-01,575.637
2005-09-02,577.18
2005-09-05,577.91
2005-09-06,580.768
2005-09-07,578.619
2005-09-08,574.265
2005-09-09,581.307
2005-09-12,575.46
2005-09-13,572.2
2005-09-14,576.606
2005-09-15,574.74
2005-09-16,579.611
2005-09-19,577.517
2005-09-20,579.457
2005-09-21,575.654
2005-09-22,567.272
2005-09-23,566.274
2005-09-26,569.66
2005-09-27,566.259
2005-09-28,569.286
2005-09-29,570.122
2005-09-30,575.337
2005-10-03,572.13
2005-10-04,575.635
2005-10-05,573.217
2005-10-06,575.506
2005-10-07,572.98
2005-10-10,571.508
2005-10-11,572.613
2005-10-12,567.013
2005-10-13,552.544
2005-10-14,559.662
2005-10-17,559.022
2005-10-18,550.87
2005-10-19,538.345
2005-10-20,544.185
2005-10-21,542.627
2005-10-24,548.501
2005-10-25,554.18
2005-10-26,551.272
2005-10-27,547.107
2005-10-28,544.32
2005-10-31,550.09
2005-11-01,548.779
2005-11-02,550.112
2005-11-03,558.876
2005-11-04,550.448
2005-11-07,549.72
2005-11-08,546.347
2005-11-09,543.874
