Date,FRANCE MID GROWTH Mid Cap
2001-01-01,596.184
2001-01-02,587.114
2001-01-03,556.372
2001-01-04,565.934
2001-01-05,572.949
2001-01-08,565.907
2001-01-09,560.892
2001-01-10,559.283
2001-01-11,579.564
2001-01-12,593.219
2001-01-15,587.28
2001-01-16,578.028
2001-01-17,588.641
2001-01-18,601.919
2001-01-19,612.867
2001-01-22,605.999
2001-01-23,604.645
2001-01-24,599.758
2001-01-25,597.23
2001-01-26,594.515
2001-01-29,590.738
2001-01-30,594.485
2001-01-31,610.012
2001-02-01,613.992
2001-02-02,605.185
2001-02-05,608.413
2001-02-06,610.292
2001-02-07,599.847
2001-02-08,592.011
2001-02-09,589.171
2001-02-12,590.821
2001-02-13,580.662
2001-02-14,571.103
2001-02-15,578.26
2001-02-16,576.494
2001-02-19,578.783
2001-02-20,568.85
2001-02-21,564.041
2001-02-22,554.463
2001-02-23,550.74
2001-02-26,558.371
2001-02-27,565.653
2001-02-28,559.297
2001-03-01,548.515
2001-03-02,550.95
2001-03-05,551.041
2001-03-06,567.445
2001-03-07,569.606
2001-03-08,568.654
2001-03-09,559.535
2001-03-12,541.267
2001-03-13,523.514
2001-03-14,511.335
2001-03-15,508.692
2001-03-16,497.236
2001-03-19,496.802
2001-03-20,501.82
2001-03-21,485.737
2001-03-22,453.163
2001-03-23,470.168
2001-03-26,490.072
2001-03-27,496.718
2001-03-28,488.34
2001-03-29,478.749
2001-03-30,482.869
2001-04-02,476.147
2001-04-03,456.153
2001-04-04,464.325
2001-04-05,466.864
2001-04-06,463.57
2001-04-09,465.891
2001-04-10,473.454
2001-04-11,477.928
2001-04-12,484.67
2001-04-13,484.67
2001-04-16,479.707
2001-04-17,472.309
2001-04-18,486.408
2001-04-19,505.679
2001-04-20,513.819
2001-04-23,501.149
2001-04-24,500.034
2001-04-25,499.989
2001-04-26,508.57
2001-04-27,517.161
2001-04-30,520.138
2001-05-01,522.896
2001-05-02,522.121
2001-05-03,520.751
2001-05-04,514.543
2001-05-07,519.866
2001-05-08,519.527
2001-05-09,516.767
2001-05-10,515.616
2001-05-11,511.048
2001-05-14,498.411
2001-05-15,502.133
2001-05-16,505.382
2001-05-17,504.605
2001-05-18,503.635
2001-05-21,505.451
2001-05-22,507.977
2001-05-23,505.306
2001-05-24,498.844
2001-05-25,500.237
2001-05-28,502.132
2001-05-29,495.911
2001-05-30,491.833
2001-05-31,476.785
2001-06-01,474.904
2001-06-04,475.549
2001-06-05,481.044
2001-06-06,478.626
2001-06-07,482.867
2001-06-08,480.068
2001-06-11,471.408
2001-06-12,463.914
2001-06-13,460.588
2001-06-14,452.977
2001-06-15,446.281
2001-06-18,442.905
2001-06-19,444.094
2001-06-20,434.104
2001-06-21,433.801
2001-06-22,440.267
2001-06-25,441.227
2001-06-26,434.977
2001-06-27,430.91
2001-06-28,432.063
2001-06-29,433.718
2001-07-02,436.536
2001-07-03,432.417
2001-07-04,435.137
2001-07-05,423.778
2001-07-06,416.611
2001-07-09,417.521
2001-07-10,427.44
2001-07-11,424.91
2001-07-12,426.401
2001-07-13,427.37
2001-07-16,433.296
2001-07-17,429.944
2001-07-18,435.807
2001-07-19,437.928
2001-07-20,437.438
2001-07-23,435.726
2001-07-24,437.707
2001-07-25,437.648
2001-07-26,439.194
2001-07-27,446.115
2001-07-30,451.982
2001-07-31,453.806
2001-08-01,459.558
2001-08-02,466.269
2001-08-03,462.153
2001-08-06,459.533
2001-08-07,451.832
2001-08-08,454.169
2001-08-09,452.912
2001-08-10,450.156
2001-08-13,453.358
2001-08-14,458.713
2001-08-15,463.603
2001-08-16,457.645
2001-08-17,456.601
2001-08-20,453.754
2001-08-21,458.908
2001-08-22,458.755
2001-08-23,456.923
2001-08-24,464.029
2001-08-27,460.933
2001-08-28,454.545
2001-08-29,456.696
2001-08-30,447.69
2001-08-31,449.032
2001-09-03,438.452
2001-09-04,430.823
2001-09-05,420.463
2001-09-06,408.534
2001-09-07,413.059
2001-09-10,406.974
2001-09-11,376.546
2001-09-12,375.575
2001-09-13,373.746
2001-09-14,358.367
2001-09-17,366.74
2001-09-18,364.651
2001-09-19,362.515
2001-09-20,348.044
2001-09-21,336.725
2001-09-24,348.4
2001-09-25,362.84
2001-09-26,369.281
2001-09-27,367.12
2001-09-28,367.654
2001-10-01,365.707
2001-10-02,360.129
2001-10-03,357.578
2001-10-04,364.213
2001-10-05,370.13
2001-10-08,376.135
2001-10-09,384.105
2001-10-10,390.133
2001-10-11,398.626
2001-10-12,398.838
2001-10-15,396.057
2001-10-16,400.669
2001-10-17,408.957
2001-10-18,397.268
2001-10-19,396.197
2001-10-22,396.377
2001-10-23,407.072
2001-10-24,408.706
2001-10-25,406.313
2001-10-26,411.319
2001-10-29,413.725
2001-10-30,402.855
2001-10-31,406.595
2001-11-01,407.533
2001-11-02,407.275
2001-11-05,413.077
2001-11-06,410.292
2001-11-07,412.879
2001-11-08,412.252
2001-11-09,411.482
2001-11-12,401.977
2001-11-13,407.446
2001-11-14,421.593
2001-11-15,427.43
2001-11-16,430.64
2001-11-19,436.772
2001-11-20,427.548
2001-11-21,416.308
2001-11-22,420.834
2001-11-23,418.563
2001-11-26,422.14
2001-11-27,422.385
2001-11-28,417.718
2001-11-29,416.811
2001-11-30,420.779
2001-12-03,416.101
2001-12-04,423.776
2001-12-05,440.756
2001-12-06,443.513
2001-12-07,441.553
2001-12-10,435.725
2001-12-11,435.678
2001-12-12,435.475
2001-12-13,426.149
2001-12-14,425.525
2001-12-17,431.271
2001-12-18,428.327
2001-12-19,425.555
2001-12-20,422.707
2001-12-21,419.918
2001-12-24,414.348
2001-12-25,414.348
2001-12-26,414.702
2001-12-27,422.685
2001-12-28,427.306
2001-12-31,431.474
2002-01-01,431.474
2002-01-02,435.2
2002-01-03,442.367
2002-01-04,446.193
2002-01-07,442.057
2002-01-08,438.541
2002-01-09,440.737
2002-01-10,438.51
2002-01-11,439.02
2002-01-14,435.49
2002-01-15,437.121
2002-01-16,428.45
2002-01-17,426.818
2002-01-18,427.498
2002-01-21,424.257
2002-01-22,423.972
2002-01-23,421.615
2002-01-24,420.826
2002-01-25,417.011
2002-01-28,418.975
2002-01-29,417.43
2002-01-30,414.622
2002-01-31,419.788
2002-02-01,418.191
2002-02-04,417.782
2002-02-05,413.67
2002-02-06,412.29
2002-02-07,411.594
2002-02-08,411.539
2002-02-11,418.124
2002-02-12,415.24
2002-02-13,412.864
2002-02-14,415.144
2002-02-15,412.258
2002-02-18,410.412
2002-02-19,406.961
2002-02-20,401.876
2002-02-21,406.502
2002-02-22,403.658
2002-02-25,405.609
2002-02-26,410.472
2002-02-27,414.171
2002-02-28,418.443
2002-03-01,421.445
2002-03-04,436.121
2002-03-05,436.065
2002-03-06,442.039
2002-03-07,455.901
2002-03-08,457.966
2002-03-11,452.885
2002-03-12,448.757
2002-03-13,449.204
2002-03-14,454.181
2002-03-15,456.262
2002-03-18,461.354
2002-03-19,459.832
2002-03-20,460.267
2002-03-21,454.218
2002-03-22,451.871
2002-03-25,450.258
2002-03-26,452.449
2002-03-27,452.32
2002-03-28,455.171
2002-03-29,455.171
2002-04-01,458.902
2002-04-02,460.041
2002-04-03,455.644
2002-04-04,449.518
2002-04-05,447.086
2002-04-08,440.211
2002-04-09,444.193
2002-04-10,450.632
2002-04-11,448.097
2002-04-12,448.751
2002-04-15,449.425
2002-04-16,454.864
2002-04-17,455.679
2002-04-18,456.981
2002-04-19,454.217
2002-04-22,448.612
2002-04-23,446.51
2002-04-24,440.965
2002-04-25,442.467
2002-04-26,444.279
2002-04-29,441.154
2002-04-30,437.468
2002-05-01,439.944
2002-05-02,432.431
2002-05-03,430.906
2002-05-06,433.55
2002-05-07,424.112
2002-05-08,431.258
2002-05-09,432.808
2002-05-10,428.98
2002-05-13,428.158
2002-05-14,431.515
2002-05-15,438.862
2002-05-16,440.021
2002-05-17,442.201
2002-05-20,440.399
2002-05-21,435.415
2002-05-22,430.224
2002-05-23,425.14
2002-05-24,423.408
2002-05-27,422.912
2002-05-28,429.387
2002-05-29,428.151
2002-05-30,424.265
2002-05-31,427.366
2002-06-03,424.552
2002-06-04,414.525
2002-06-05,411.115
2002-06-06,415.679
2002-06-07,406.038
2002-06-10,408.333
2002-06-11,412.247
2002-06-12,403.459
2002-06-13,391.881
2002-06-14,386.2
2002-06-17,395.389
2002-06-18,398.674
2002-06-19,391.188
