Date,FRANCE MID GROWTH Mid Cap
2002-01-04,434.814
2002-01-07,430.784
2002-01-08,427.357
2002-01-09,429.497
2002-01-10,427.328
2002-01-11,427.824
2002-01-14,424.384
2002-01-15,425.974
2002-01-16,417.524
2002-01-17,415.946
2002-01-18,416.61
2002-01-21,413.451
2002-01-22,413.173
2002-01-23,410.876
2002-01-24,410.107
2002-01-25,406.389
2002-01-28,408.303
2002-01-29,406.798
2002-01-30,404.061
2002-01-31,409.096
2002-02-01,407.539
2002-02-04,407.141
2002-02-05,403.134
2002-02-06,401.789
2002-02-07,401.11
2002-02-08,401.056
2002-02-11,407.474
2002-02-12,404.664
2002-02-13,402.348
2002-02-14,404.57
2002-02-15,401.757
2002-02-18,399.958
2002-02-19,396.595
2002-02-20,391.64
2002-02-21,396.148
2002-02-22,393.377
2002-02-25,395.277
2002-02-26,400.017
2002-02-27,403.622
2002-02-28,407.785
2002-03-01,410.711
2002-03-04,425.013
2002-03-05,425.098
2002-03-06,430.921
2002-03-07,444.435
2002-03-08,446.448
2002-03-11,441.494
2002-03-12,437.47
2002-03-13,437.906
2002-03-14,442.757
2002-03-15,444.905
2002-03-18,449.869
2002-03-19,448.385
2002-03-20,448.81
2002-03-21,442.912
2002-03-22,440.622
2002-03-25,439.05
2002-03-26,441.187
2002-03-27,441.061
2002-03-28,443.841
2002-03-29,443.841
2002-04-01,447.479
2002-04-02,448.59
2002-04-03,444.302
2002-04-04,438.328
2002-04-05,435.957
2002-04-08,429.253
2002-04-09,433.136
2002-04-10,439.415
2002-04-11,436.943
2002-04-12,437.581
2002-04-15,438.238
2002-04-16,443.542
2002-04-17,444.336
2002-04-18,445.606
2002-04-19,442.91
2002-04-22,437.445
2002-04-23,435.395
2002-04-24,430.012
2002-04-25,431.477
2002-04-26,433.244
2002-04-29,430.196
2002-04-30,426.602
2002-05-01,429.016
2002-05-02,421.69
2002-05-03,420.203
2002-05-06,422.781
2002-05-07,413.702
2002-05-08,420.672
2002-05-09,422.184
2002-05-10,418.45
2002-05-13,417.649
2002-05-14,420.923
2002-05-15,428.09
2002-05-16,429.285
2002-05-17,431.412
2002-05-20,429.654
2002-05-21,424.792
2002-05-22,419.737
2002-05-23,414.826
2002-05-24,413.136
2002-05-27,412.651
2002-05-28,419.039
2002-05-29,417.833
2002-05-30,414.041
2002-05-31,417.067
2002-06-03,414.477
2002-06-04,404.688
2002-06-05,401.358
2002-06-06,405.814
2002-06-07,396.402
2002-06-10,398.862
2002-06-11,402.686
2002-06-12,394.101
2002-06-13,382.792
2002-06-14,377.243
2002-06-17,386.219
2002-06-18,389.428
2002-06-19,382.115
2002-06-20,374.277
2002-06-21,377.304
2002-06-24,366.604
2002-06-25,369.922
2002-06-26,371.037
2002-06-27,371.418
2002-06-28,385.304
2002-07-01,385.84
2002-07-02,373.197
2002-07-03,353.083
2002-07-04,359.363
2002-07-05,376.992
2002-07-08,378.411
2002-07-09,371.842
2002-07-10,361.194
2002-07-11,348.005
2002-07-12,350.996
2002-07-15,346.542
2002-07-16,344.206
2002-07-17,355.368
2002-07-18,361.266
2002-07-19,355.459
2002-07-22,341.82
2002-07-23,331.812
2002-07-24,319.639
2002-07-25,325.872
2002-07-26,323.048
2002-07-29,332.699
2002-07-30,338.502
2002-07-31,336.349
2002-08-01,324.108
2002-08-02,324.048
2002-08-05,312.757
2002-08-06,308.86
2002-08-07,310.273
2002-08-08,312.124
2002-08-09,317.591
2002-08-12,316.387
2002-08-13,313.355
2002-08-14,309.4
2002-08-15,314.796
2002-08-16,320.314
2002-08-19,327.752
2002-08-20,328.762
2002-08-21,333.555
2002-08-22,342.412
2002-08-23,340.637
2002-08-26,335.761
2002-08-27,342.346
2002-08-28,333.819
2002-08-29,329.631
2002-08-30,326.257
2002-09-02,323.107
2002-09-03,317.873
2002-09-04,316.939
2002-09-05,313.798
2002-09-06,317.447
2002-09-09,313.99
2002-09-10,315.975
2002-09-11,326.585
2002-09-12,321.84
2002-09-13,317.386
2002-09-16,311.983
2002-09-17,310.139
2002-09-18,304.984
2002-09-19,294.708
2002-09-20,293.995
2002-09-23,285.379
2002-09-24,278.248
2002-09-25,276.855
2002-09-26,285.572
2002-09-27,285.91
2002-09-30,280.569
2002-10-01,276.581
2002-10-02,281.693
2002-10-03,278.317
2002-10-04,274.591
2002-10-07,270.882
2002-10-08,264.685
2002-10-09,263.366
2002-10-10,265.636
2002-10-11,276.836
2002-10-14,275.995
2002-10-15,292.866
2002-10-16,289.725
2002-10-17,302.899
2002-10-18,303.725
2002-10-21,309.212
2002-10-22,311.922
2002-10-23,297.588
2002-10-24,301.664
2002-10-25,302.703
2002-10-28,315.994
2002-10-29,301.588
2002-10-30,309.797
2002-10-31,317.689
2002-11-01,317.136
2002-11-04,329.147
2002-11-05,327.965
2002-11-06,322.793
2002-11-07,316.685
2002-11-08,312.777
2002-11-11,308.159
2002-11-12,311.419
2002-11-13,307.622
2002-11-14,316.634
2002-11-15,322.776
2002-11-18,326.223
2002-11-19,327.175
2002-11-20,320.294
2002-11-21,335.657
2002-11-22,341.83
2002-11-25,338.849
2002-11-26,332.012
2002-11-27,341.064
2002-11-28,350.761
2002-11-29,353.26
2002-12-02,354.363
2002-12-03,345.696
2002-12-04,337.804
2002-12-05,334.901
2002-12-06,332.208
2002-12-09,328.109
2002-12-10,326.32
2002-12-11,327.444
2002-12-12,327.266
2002-12-13,323.265
2002-12-16,324.648
2002-12-17,323.686
2002-12-18,314.507
2002-12-19,312.34
2002-12-20,314.976
2002-12-23,311.495
2002-12-24,311.736
2002-12-25,311.736
2002-12-26,312.522
2002-12-27,311.293
2002-12-30,313.597
2002-12-31,316.666
2003-01-01,316.666
2003-01-02,320.918
2003-01-03,328.325
2003-01-06,330.934
2003-01-07,325.83
2003-01-08,321.385
2003-01-09,326.188
2003-01-10,328.058
2003-01-13,327.689
2003-01-14,328.969
2003-01-15,322.995
2003-01-16,323.811
2003-01-17,319.23
2003-01-20,315.886
2003-01-21,311.637
2003-01-22,305.893
2003-01-23,309.493
2003-01-24,312.166
2003-01-27,303.133
2003-01-28,305.101
2003-01-29,307.794
2003-01-30,312.926
2003-01-31,311.403
2003-02-03,312.737
2003-02-04,307.14
2003-02-05,306.622
2003-02-06,304.133
2003-02-07,299.454
2003-02-10,292.724
2003-02-11,298.274
2003-02-12,290.175
2003-02-13,292.675
2003-02-14,295.801
2003-02-17,300.326
2003-02-18,304.688
2003-02-19,300.244
2003-02-20,298.067
2003-02-21,298.527
2003-02-24,291.756
2003-02-25,282.612
2003-02-26,279.675
2003-02-27,283.267
2003-02-28,295.123
2003-03-03,294.017
2003-03-04,285.277
2003-03-05,282.28
2003-03-06,281.93
2003-03-07,275.925
2003-03-10,270.336
2003-03-11,269.778
2003-03-12,262.55
2003-03-13,275.412
2003-03-14,295.18
2003-03-17,297.636
2003-03-18,294.46
2003-03-19,299.306
2003-03-20,294.569
2003-03-21,301.069
2003-03-24,286.005
2003-03-25,292.608
2003-03-26,290.384
2003-03-27,285.799
2003-03-28,285.196
2003-03-31,281.265
2003-04-01,280.862
2003-04-02,290.056
2003-04-03,291.984
2003-04-04,294.776
2003-04-07,303.844
2003-04-08,301.528
2003-04-09,299.137
2003-04-10,298.061
2003-04-11,297.582
2003-04-14,297.834
2003-04-15,307.214
2003-04-16,312.835
2003-04-17,310.707
2003-04-18,310.707
2003-04-21,309.368
2003-04-22,313.333
2003-04-23,317.447
2003-04-24,314.062
2003-04-25,314.636
2003-04-28,320.622
2003-04-29,324.127
2003-04-30,329.784
2003-05-01,332.813
2003-05-02,332.001
2003-05-05,339.137
2003-05-06,348.778
2003-05-07,351.295
2003-05-08,345.264
2003-05-09,344.008
2003-05-12,342.26
2003-05-13,344.736
2003-05-14,347.442
2003-05-15,350.449
2003-05-16,352.07
2003-05-19,345.465
2003-05-20,342.441
2003-05-21,341.16
2003-05-22,347.113
2003-05-23,349.441
2003-05-26,352.592
2003-05-27,350.559
2003-05-28,355.106
2003-05-29,358.897
2003-05-30,361.798
2003-06-02,367.696
2003-06-03,365.153
2003-06-04,369.669
2003-06-05,374.579
2003-06-06,380.349
2003-06-09,377.826
2003-06-10,374.249
2003-06-11,378.875
2003-06-12,381.104
2003-06-13,378.49
2003-06-16,387.212
2003-06-17,393.114
2003-06-18,384.491
2003-06-19,378.502
2003-06-20,378.2
2003-06-23,369.158
2003-06-24,362.495
2003-06-25,365.912
2003-06-26,362.269
2003-06-27,368.528
2003-06-30,367.864
2003-07-01,362.307
2003-07-02,368.165
2003-07-03,368.282
2003-07-04,367.076
2003-07-07,373.973
2003-07-08,372.498
2003-07-09,366.512
2003-07-10,363.46
2003-07-11,364.193
2003-07-14,366.095
2003-07-15,366.104
2003-07-16,363.819
2003-07-17,358.194
2003-07-18,361.282
2003-07-21,360.75
2003-07-22,361.928
2003-07-23,368.362
2003-07-24,373.263
2003-07-25,374.736
2003-07-28,377.921
2003-07-29,374.796
2003-07-30,370.672
2003-07-31,371.799
2003-08-01,371.92
2003-08-04,369.745
2003-08-05,372.185
2003-08-06,364.578
2003-08-07,364.707
2003-08-08,366.405
2003-08-11,367.742
2003-08-12,371.499
2003-08-13,372.211
2003-08-14,374.681
2003-08-15,376.197
2003-08-18,373.925
2003-08-19,375.326
2003-08-20,373.509
2003-08-21,373.795
2003-08-22,372.461
2003-08-25,370.021
2003-08-26,366.535
2003-08-27,369.089
2003-08-28,374.529
2003-08-29,378.144
2003-09-01,384.801
2003-09-02,383.188
2003-09-03,391.963
2003-09-04,389.291
2003-09-05,392.103
2003-09-08,394.748
2003-09-09,392.61
2003-09-10,386.305
2003-09-11,385.834
2003-09-12,387.163
2003-09-15,388.515
2003-09-16,389.377
2003-09-17,391.149
2003-09-18,394.444
2003-09-19,393.65
2003-09-22,389.543
2003-09-23,385.991
2003-09-24,387.218
2003-09-25,384.404
2003-09-26,381.104
2003-09-29,379.135
2003-09-30,378.519
2003-10-01,382.993
2003-10-02,384.554
2003-10-03,395.15
2003-10-06,396.447
2003-10-07,394.958
2003-10-08,397.987
2003-10-09,401.764
2003-10-10,404.842
2003-10-13,404.5
2003-10-14,404.715
2003-10-15,408.633
2003-10-16,407.461
2003-10-17,405.431
2003-10-20,402.708
2003-10-21,405.827
2003-10-22,403.284
2003-10-23,398.224
2003-10-24,400.656
2003-10-27,401.253
2003-10-28,405.616
2003-10-29,409.401
2003-10-30,410.973
2003-10-31,407.112
2003-11-03,407.072
2003-11-04,408.056
2003-11-05,403.826
2003-11-06,402.268
2003-11-07,410.642
2003-11-10,410.136
2003-11-11,408.411
2003-11-12,413.023
2003-11-13,416.907
2003-11-14,421.859
2003-11-17,413.074
2003-11-18,416.456
2003-11-19,413.255
2003-11-20,412.338
2003-11-21,416.331
2003-11-24,417.324
2003-11-25,420.286
2003-11-26,426.697
2003-11-27,428.741
2003-11-28,427.862
2003-12-01,434.562
2003-12-02,440.94
2003-12-03,441.958
2003-12-04,439.537
2003-12-05,438.208
2003-12-08,439.59
2003-12-09,439.669
2003-12-10,435.933
2003-12-11,433.834
2003-12-12,438.934
2003-12-15,441.933
2003-12-16,437.482
2003-12-17,438.302
2003-12-18,439.359
2003-12-19,438.866
2003-12-22,442.024
2003-12-23,441.531
2003-12-24,442.829
2003-12-25,442.829
2003-12-26,442.651
2003-12-29,444.003
2003-12-30,447.607
2003-12-31,453.401
2004-01-01,453.401
2004-01-02,457.294
2004-01-05,462.924
2004-01-06,464.53
2004-01-07,462.464
2004-01-08,468.875
2004-01-09,469.88
2004-01-12,466.19
2004-01-13,466.755
2004-01-14,469.571
2004-01-15,469.302
2004-01-16,466.454
2004-01-19,469.081
2004-01-20,474.131
2004-01-21,476.868
2004-01-22,477.579
2004-01-23,478.345
2004-01-26,472.034
2004-01-27,480.168
2004-01-28,477.978
2004-01-29,465.762
2004-01-30,464.105
2004-02-02,467.962
2004-02-03,468.348
2004-02-04,463.865
2004-02-05,469.352
2004-02-06,475.768
2004-02-09,481.814
2004-02-10,484.097
2004-02-11,484.489
2004-02-12,490.832
2004-02-13,490.826
2004-02-16,491.117
2004-02-17,494.497
2004-02-18,496.256
2004-02-19,495.244
2004-02-20,487.15
2004-02-23,487.759
2004-02-24,485.457
2004-02-25,481.646
2004-02-26,475.055
2004-02-27,476.195
2004-03-01,480.418
2004-03-02,477.571
2004-03-03,469.772
2004-03-04,472.182
2004-03-05,480.731
2004-03-08,479.993
2004-03-09,478.531
2004-03-10,467.378
2004-03-11,456.514
2004-03-12,453.519
2004-03-15,444.883
2004-03-16,451.152
2004-03-17,453.712
2004-03-18,455.374
2004-03-19,455.674
2004-03-22,448.711
2004-03-23,446.112
2004-03-24,442.942
2004-03-25,448.521
2004-03-26,446.933
2004-03-29,454.828
2004-03-30,454.217
2004-03-31,461.428
2004-04-01,468.357
2004-04-02,466.361
2004-04-05,464.973
2004-04-06,459.844
2004-04-07,462.466
2004-04-08,462.717
2004-04-09,462.717
2004-04-12,461.417
2004-04-13,455.506
2004-04-14,451.752
2004-04-15,449.871
2004-04-16,455.389
2004-04-19,458.028
2004-04-20,458.136
2004-04-21,450.965
2004-04-22,451.261
2004-04-23,454.274
2004-04-26,456.347
2004-04-27,458.926
2004-04-28,451.955
2004-04-29,453.696
2004-04-30,452.475
2004-05-03,454.662
2004-05-04,459.722
2004-05-05,463.277
2004-05-06,453.989
2004-05-07,446.051
2004-05-10,433.422
2004-05-11,439.262
2004-05-12,436.3
2004-05-13,437.733
2004-05-14,433.853
2004-05-17,434.587
2004-05-18,439.459
2004-05-19,451.071
2004-05-20,443.883
2004-05-21,448.678
2004-05-24,449.929
2004-05-25,452.304
2004-05-26,457.85
2004-05-27,466.856
2004-05-28,462.742
2004-05-31,464.74
2004-06-01,461.612
2004-06-02,464.021
2004-06-03,466.696
2004-06-04,470.806
2004-06-07,474.991
2004-06-08,472.451
2004-06-09,465.674
2004-06-10,464.631
2004-06-11,457.452
2004-06-14,455.356
2004-06-15,460.382
2004-06-16,461.032
2004-06-17,464.898
2004-06-18,467.265
2004-06-21,467.56
2004-06-22,465.551
2004-06-23,468.54
2004-06-24,476.591
2004-06-25,473.433
2004-06-28,479.905
2004-06-29,477.576
2004-06-30,479.982
2004-07-01,478.607
2004-07-02,480.708
2004-07-05,476.803
2004-07-06,473.236
2004-07-07,473.85
2004-07-08,473.41
2004-07-09,470.823
2004-07-12,469.242
2004-07-13,466.45
2004-07-14,468.093
2004-07-15,461.553
2004-07-16,467.174
2004-07-19,462.961
2004-07-20,460.598
2004-07-21,462.433
2004-07-22,456.895
2004-07-23,450.38
2004-07-26,446.421
2004-07-27,446.806
2004-07-28,447.237
2004-07-29,450.084
2004-07-30,448.499
2004-08-02,446.265
2004-08-03,447.06
2004-08-04,439.83
2004-08-05,439.141
2004-08-06,435.764
2004-08-09,430.931
2004-08-10,439.497
2004-08-11,431.822
2004-08-12,427.604
2004-08-13,434.611
2004-08-16,436.613
2004-08-17,442.193
2004-08-18,442.828
2004-08-19,448.766
2004-08-20,442.518
2004-08-23,444.295
2004-08-24,442.342
2004-08-25,439.509
2004-08-26,444.572
2004-08-27,444.901
2004-08-30,442.165
2004-08-31,441.647
2004-09-01,442.371
2004-09-02,442.741
2004-09-03,439.16
2004-09-06,444.0
2004-09-07,446.311
2004-09-08,449.117
2004-09-09,443.314
2004-09-10,453.204
2004-09-13,456.2
2004-09-14,456.42
2004-09-15,450.285
2004-09-16,449.343
2004-09-17,448.954
2004-09-20,445.731
2004-09-21,449.676
2004-09-22,444.872
2004-09-23,442.596
2004-09-24,446.513
2004-09-27,443.865
2004-09-28,443.07
2004-09-29,447.448
2004-09-30,449.987
2004-10-01,452.448
2004-10-04,457.475
2004-10-05,458.448
2004-10-06,457.081
2004-10-07,456.271
2004-10-08,459.252
2004-10-11,455.674
2004-10-12,447.07
2004-10-13,447.02
2004-10-14,450.08
2004-10-15,454.356
2004-10-18,453.918
2004-10-19,458.713
2004-10-20,459.091
2004-10-21,463.202
2004-10-22,465.422
2004-10-25,459.986
2004-10-26,464.713
2004-10-27,467.241
2004-10-28,471.413
2004-10-29,470.65
2004-11-01,473.535
2004-11-02,475.08
2004-11-03,481.292
2004-11-04,484.453
2004-11-05,485.258
2004-11-08,488.885
2004-11-09,489.032
2004-11-10,492.816
2004-11-11,494.385
2004-11-12,499.089
2004-11-15,498.2
2004-11-16,493.566
2004-11-17,500.929
2004-11-18,497.119
2004-11-19,500.532
2004-11-22,494.782
2004-11-23,496.91
2004-11-24,501.031
2004-11-25,508.176
2004-11-26,507.437
2004-11-29,509.655
2004-11-30,505.896
2004-12-01,508.064
2004-12-02,510.116
2004-12-03,511.985
2004-12-06,512.986
2004-12-07,516.058
2004-12-08,509.667
2004-12-09,506.977
2004-12-10,508.49
2004-12-13,515.885
2004-12-14,512.114
2004-12-15,517.804
2004-12-16,514.476
2004-12-17,510.435
2004-12-20,515.289
2004-12-21,517.062
2004-12-22,520.173
2004-12-23,524.482
2004-12-24,526.641
2004-12-27,530.464
2004-12-28,531.305
2004-12-29,530.548
2004-12-30,532.655
2004-12-31,533.393
2005-01-03,531.445
2005-01-04,524.057
2005-01-05,521.145
2005-01-06,519.21
2005-01-07,515.181
2005-01-10,520.193
2005-01-11,518.034
2005-01-12,520.492
2005-01-13,516.466
2005-01-14,511.246
2005-01-17,515.07
2005-01-18,512.12
2005-01-19,512.353
2005-01-20,507.648
2005-01-21,506.974
2005-01-24,506.067
2005-01-25,506.263
2005-01-26,512.704
2005-01-27,513.961
2005-01-28,513.726
2005-01-31,520.853
2005-02-01,519.792
2005-02-02,522.041
2005-02-03,514.995
2005-02-04,518.093
2005-02-07,516.868
2005-02-08,514.099
2005-02-09,515.488
2005-02-10,521.906
2005-02-11,521.246
2005-02-14,527.028
2005-02-15,531.379
2005-02-16,530.408
2005-02-17,534.316
2005-02-18,537.651
2005-02-21,533.922
2005-02-22,535.986
2005-02-23,533.226
2005-02-24,534.905
2005-02-25,538.389
2005-02-28,538.261
2005-03-01,536.462
2005-03-02,531.381
2005-03-03,532.611
2005-03-04,538.63
2005-03-07,535.426
2005-03-08,541.016
2005-03-09,539.901
2005-03-10,537.913
2005-03-11,542.911
2005-03-14,539.495
2005-03-15,542.005
2005-03-16,540.055
2005-03-17,538.347
2005-03-18,534.814
2005-03-21,530.431
2005-03-22,531.626
2005-03-23,521.586
2005-03-24,525.417
2005-03-25,525.417
2005-03-28,521.73
2005-03-29,522.663
2005-03-30,523.781
2005-03-31,526.194
2005-04-01,528.45
2005-04-04,519.565
2005-04-05,523.684
2005-04-06,524.801
2005-04-07,529.083
2005-04-08,529.268
2005-04-11,532.661
2005-04-12,527.141
2005-04-13,528.696
2005-04-14,522.546
2005-04-15,517.776
2005-04-18,510.573
2005-04-19,513.773
2005-04-20,515.143
2005-04-21,519.087
2005-04-22,520.468
2005-04-25,516.005
2005-04-26,514.128
2005-04-27,504.362
2005-04-28,496.75
2005-04-29,500.115
2005-05-02,501.719
2005-05-03,505.13
2005-05-04,512.812
2005-05-05,514.105
2005-05-06,510.991
2005-05-09,508.336
2005-05-10,508.164
2005-05-11,504.338
2005-05-12,504.63
2005-05-13,503.442
2005-05-16,504.211
2005-05-17,505.113
2005-05-18,509.43
2005-05-19,511.678
2005-05-20,511.043
2005-05-23,512.865
2005-05-24,509.151
2005-05-25,511.91
2005-05-26,513.78
2005-05-27,511.847
2005-05-30,509.331
2005-05-31,506.14
2005-06-01,508.077
2005-06-02,509.164
2005-06-03,508.346
2005-06-06,506.558
2005-06-07,512.548
2005-06-08,518.041
2005-06-09,510.766
2005-06-10,510.779
2005-06-13,509.544
2005-06-14,509.274
2005-06-15,510.105
2005-06-16,511.781
2005-06-17,521.67
2005-06-20,512.829
2005-06-21,515.459
2005-06-22,516.949
2005-06-23,514.265
2005-06-24,512.762
2005-06-27,511.266
2005-06-28,510.28
2005-06-29,513.936
2005-06-30,514.569
2005-07-01,512.024
2005-07-04,511.347
2005-07-05,511.685
2005-07-06,515.705
2005-07-07,509.902
2005-07-08,515.789
2005-07-11,526.672
2005-07-12,529.835
2005-07-13,527.508
2005-07-14,530.275
2005-07-15,526.582
2005-07-18,524.666
2005-07-19,524.729
2005-07-20,525.087
2005-07-21,535.066
2005-07-22,538.102
2005-07-25,532.905
2005-07-26,535.326
2005-07-27,540.074
2005-07-28,546.211
2005-07-29,547.857
2005-08-01,552.757
2005-08-02,556.143
2005-08-03,559.09
2005-08-04,560.391
2005-08-05,560.168
2005-08-08,561.149
2005-08-09,561.848
2005-08-10,567.649
2005-08-11,565.607
2005-08-12,561.57
2005-08-15,557.892
2005-08-16,554.949
2005-08-17,551.975
2005-08-18,544.82
2005-08-19,547.083
2005-08-22,553.834
2005-08-23,552.022
2005-08-24,553.114
2005-08-25,549.821
2005-08-26,551.569
2005-08-29,550.028
2005-08-30,548.368
2005-08-31,559.658
2005-09-01,570.325
2005-09-02,571.853
2005-09-05,572.577
2005-09-06,575.408
2005-09-07,573.279
2005-09-08,568.965
2005-09-09,575.942
2005-09-12,570.149
2005-09-13,566.919
2005-09-14,571.284
2005-09-15,569.436
2005-09-16,574.261
2005-09-19,572.187
2005-09-20,574.109
2005-09-21,570.341
2005-09-22,562.036
2005-09-23,561.048
2005-09-26,564.402
2005-09-27,561.033
2005-09-28,564.032
2005-09-29,564.861
2005-09-30,570.027
2005-10-03,566.85
2005-10-04,570.322
2005-10-05,567.927
2005-10-06,570.195
2005-10-07,567.692
2005-10-10,566.233
2005-10-11,567.329
2005-10-12,561.78
2005-10-13,547.444
2005-10-14,554.497
2005-10-17,553.964
2005-10-18,545.885
2005-10-19,533.473
2005-10-20,539.261
2005-10-21,537.717
2005-10-24,543.538
2005-10-25,549.165
2005-10-26,546.283
2005-10-27,542.156
2005-10-28,539.395
2005-10-31,545.112
2005-11-01,543.813
2005-11-02,545.134
2005-11-03,553.819
2005-11-04,545.467
2005-11-07,544.746
2005-11-08,541.403
2005-11-09,538.953
