Date,BELGIUM LARGE CAP Large Cap
2001-08-13,367.932
2001-08-14,369.181
2001-08-15,373.663
2001-08-16,373.268
2001-08-17,370.374
2001-08-20,368.412
2001-08-21,369.527
2001-08-22,372.774
2001-08-23,373.175
2001-08-24,375.499
2001-08-27,375.075
2001-08-28,374.08
2001-08-29,375.698
2001-08-30,374.131
2001-08-31,374.653
2001-09-03,373.508
2001-09-04,368.126
2001-09-05,368.814
2001-09-06,364.609
2001-09-07,357.905
2001-09-10,350.976
2001-09-11,338.517
2001-09-12,339.857
2001-09-13,341.408
2001-09-14,334.261
2001-09-17,332.982
2001-09-18,335.01
2001-09-19,338.287
2001-09-20,327.056
2001-09-21,309.12
2001-09-24,321.923
2001-09-25,330.835
2001-09-26,330.617
2001-09-27,337.012
2001-09-28,345.206
2001-10-01,343.714
2001-10-02,348.847
2001-10-03,347.934
2001-10-04,351.431
2001-10-05,351.495
2001-10-08,350.635
2001-10-09,350.329
2001-10-10,351.408
2001-10-11,349.083
2001-10-12,345.461
2001-10-15,337.954
2001-10-16,336.427
2001-10-17,335.723
2001-10-18,333.94
2001-10-19,327.828
2001-10-22,329.966
2001-10-23,334.432
2001-10-24,334.627
2001-10-25,332.374
2001-10-26,334.943
2001-10-29,337.851
2001-10-30,334.437
2001-10-31,334.678
2001-11-01,335.445
2001-11-02,339.936
2001-11-05,341.966
2001-11-06,342.212
2001-11-07,347.434
2001-11-08,346.212
2001-11-09,338.943
2001-11-12,334.417
2001-11-13,341.148
2001-11-14,346.632
2001-11-15,345.448
2001-11-16,348.878
2001-11-19,349.273
2001-11-20,346.582
2001-11-21,344.267
2001-11-22,344.098
2001-11-23,341.313
2001-11-26,338.556
2001-11-27,334.086
2001-11-28,332.164
2001-11-29,334.037
2001-11-30,338.656
2001-12-03,332.557
2001-12-04,331.576
2001-12-05,332.851
2001-12-06,336.099
2001-12-07,334.522
2001-12-10,332.073
2001-12-11,331.631
2001-12-12,334.006
2001-12-13,333.835
2001-12-14,336.965
2001-12-17,339.11
2001-12-18,337.659
2001-12-19,339.541
2001-12-20,335.282
2001-12-21,336.364
2001-12-24,337.239
2001-12-25,337.239
2001-12-26,337.527
2001-12-27,350.74
2001-12-28,350.975
2001-12-31,354.398
2002-01-01,354.398
2002-01-02,353.088
2002-01-03,350.005
2002-01-04,343.384
2002-01-07,339.266
2002-01-08,337.288
2002-01-09,337.483
2002-01-10,339.211
2002-01-11,336.376
2002-01-14,332.475
2002-01-15,336.702
2002-01-16,331.615
2002-01-17,339.623
2002-01-18,341.777
2002-01-21,340.535
2002-01-22,340.384
2002-01-23,343.893
2002-01-24,346.938
2002-01-25,342.132
2002-01-28,343.875
2002-01-29,341.751
2002-01-30,330.822
2002-01-31,333.499
2002-02-01,334.564
2002-02-04,337.01
2002-02-05,331.609
2002-02-06,329.824
2002-02-07,332.953
2002-02-08,334.435
2002-02-11,341.205
2002-02-12,340.563
2002-02-13,340.304
2002-02-14,342.458
2002-02-15,340.053
2002-02-18,335.626
2002-02-19,326.005
2002-02-20,323.286
2002-02-21,322.538
2002-02-22,323.315
2002-02-25,325.02
2002-02-26,326.364
2002-02-27,327.519
2002-02-28,330.967
2002-03-01,333.814
2002-03-04,337.417
2002-03-05,335.424
2002-03-06,334.816
2002-03-07,334.899
2002-03-08,332.506
2002-03-11,335.771
2002-03-12,332.889
2002-03-13,331.415
2002-03-14,331.597
2002-03-15,332.45
2002-03-18,334.3
2002-03-19,338.41
2002-03-20,337.293
2002-03-21,338.066
2002-03-22,339.938
2002-03-25,339.847
2002-03-26,341.016
2002-03-27,338.459
2002-03-28,338.778
2002-03-29,338.778
2002-04-01,341.555
2002-04-02,341.012
2002-04-03,344.641
2002-04-04,349.441
2002-04-05,344.355
2002-04-08,339.815
2002-04-09,338.88
2002-04-10,343.853
2002-04-11,346.504
2002-04-12,349.073
2002-04-15,352.424
2002-04-16,358.867
2002-04-17,361.967
2002-04-18,362.739
2002-04-19,365.229
2002-04-22,366.234
2002-04-23,370.254
2002-04-24,370.265
2002-04-25,366.723
2002-04-26,361.02
2002-04-29,357.216
2002-04-30,363.381
2002-05-01,365.437
2002-05-02,361.984
2002-05-03,369.219
2002-05-06,371.675
2002-05-07,364.208
2002-05-08,370.98
2002-05-09,371.956
2002-05-10,372.51
2002-05-13,375.302
2002-05-14,373.294
2002-05-15,372.361
2002-05-16,371.074
2002-05-17,372.326
2002-05-20,369.555
2002-05-21,368.803
2002-05-22,369.05
2002-05-23,371.108
2002-05-24,359.113
2002-05-27,358.277
2002-05-28,360.871
2002-05-29,371.518
2002-05-30,370.384
2002-05-31,369.959
2002-06-03,367.502
2002-06-04,359.756
2002-06-05,354.014
2002-06-06,361.002
2002-06-07,361.183
2002-06-10,361.119
2002-06-11,361.4
2002-06-12,352.12
2002-06-13,342.234
2002-06-14,336.647
2002-06-17,350.637
2002-06-18,348.472
2002-06-19,345.067
2002-06-20,338.76
2002-06-21,343.162
2002-06-24,336.738
2002-06-25,342.689
2002-06-26,346.95
2002-06-27,347.457
2002-06-28,361.597
2002-07-01,359.484
2002-07-02,347.713
2002-07-03,335.179
2002-07-04,344.921
2002-07-05,358.55
2002-07-08,363.343
2002-07-09,361.028
2002-07-10,343.253
2002-07-11,326.48
2002-07-12,328.032
2002-07-15,321.13
2002-07-16,317.256
2002-07-17,322.116
2002-07-18,329.875
2002-07-19,312.278
2002-07-22,289.701
2002-07-23,271.631
2002-07-24,268.423
2002-07-25,287.261
2002-07-26,282.492
2002-07-29,305.478
2002-07-30,310.095
2002-07-31,308.316
2002-08-01,288.264
2002-08-02,284.028
2002-08-05,276.653
2002-08-06,279.251
2002-08-07,285.737
2002-08-08,296.1
2002-08-09,302.443
2002-08-12,299.604
2002-08-13,296.985
2002-08-14,292.246
2002-08-15,304.273
2002-08-16,307.439
2002-08-19,318.446
2002-08-20,309.419
2002-08-21,314.35
2002-08-22,327.602
2002-08-23,326.22
2002-08-26,322.827
2002-08-27,339.28
2002-08-28,323.26
2002-08-29,313.117
2002-08-30,317.182
2002-09-02,314.398
2002-09-03,306.507
2002-09-04,308.356
2002-09-05,303.53
2002-09-06,311.017
2002-09-09,305.729
2002-09-10,312.413
2002-09-11,321.826
2002-09-12,312.579
2002-09-13,303.342
2002-09-16,297.802
2002-09-17,294.295
2002-09-18,277.155
2002-09-19,271.853
2002-09-20,271.095
2002-09-23,256.343
2002-09-24,248.83
2002-09-25,259.688
2002-09-26,273.45
2002-09-27,270.931
2002-09-30,261.074
2002-10-01,264.454
2002-10-02,273.322
2002-10-03,269.893
2002-10-04,259.746
2002-10-07,258.438
2002-10-08,249.458
2002-10-09,247.867
2002-10-10,258.085
2002-10-11,275.216
2002-10-14,278.0
2002-10-15,295.138
2002-10-16,293.017
2002-10-17,293.883
2002-10-18,293.901
2002-10-21,293.814
2002-10-22,298.931
2002-10-23,287.88
2002-10-24,288.497
2002-10-25,287.226
2002-10-28,293.601
2002-10-29,283.998
2002-10-30,289.558
2002-10-31,294.51
2002-11-01,294.25
2002-11-04,302.678
2002-11-05,308.341
2002-11-06,305.806
2002-11-07,302.057
2002-11-08,298.188
2002-11-11,296.462
2002-11-12,294.899
2002-11-13,292.916
2002-11-14,301.423
2002-11-15,304.893
2002-11-18,309.385
2002-11-19,311.505
2002-11-20,308.903
2002-11-21,317.525
2002-11-22,309.96
2002-11-25,307.601
2002-11-26,296.544
2002-11-27,304.729
2002-11-28,303.883
2002-11-29,303.124
2002-12-02,301.355
2002-12-03,295.422
2002-12-04,290.734
2002-12-05,284.598
2002-12-06,291.649
2002-12-09,281.75
2002-12-10,288.684
2002-12-11,293.223
2002-12-12,290.856
2002-12-13,286.407
2002-12-16,297.228
2002-12-17,300.226
2002-12-18,294.206
2002-12-19,290.158
2002-12-20,293.391
2002-12-23,300.774
2002-12-24,302.81
2002-12-25,302.81
2002-12-26,303.574
2002-12-27,295.345
2002-12-30,299.23
2002-12-31,307.556
2003-01-01,307.556
2003-01-02,313.473
2003-01-03,309.31
2003-01-06,312.414
2003-01-07,308.296
2003-01-08,298.981
2003-01-09,304.232
2003-01-10,301.243
2003-01-13,307.245
2003-01-14,307.678
2003-01-15,307.504
2003-01-16,303.638
2003-01-17,298.517
2003-01-20,295.493
2003-01-21,290.622
2003-01-22,284.065
2003-01-23,286.309
2003-01-24,286.683
2003-01-27,277.663
2003-01-28,277.68
2003-01-29,275.007
2003-01-30,279.012
2003-01-31,285.856
2003-02-03,288.194
2003-02-04,282.582
2003-02-05,284.216
2003-02-06,277.132
2003-02-07,272.93
2003-02-10,267.159
2003-02-11,275.844
2003-02-12,269.398
2003-02-13,269.52
2003-02-14,274.801
2003-02-17,280.059
2003-02-18,282.833
2003-02-19,277.706
2003-02-20,275.755
2003-02-21,274.391
2003-02-24,263.123
2003-02-25,253.998
2003-02-26,246.502
2003-02-27,245.945
2003-02-28,253.6
2003-03-03,258.303
2003-03-04,252.256
2003-03-05,249.431
2003-03-06,243.881
2003-03-07,235.798
2003-03-10,227.915
2003-03-11,221.618
2003-03-12,214.445
2003-03-13,238.557
2003-03-14,256.32
2003-03-17,265.852
2003-03-18,253.678
2003-03-19,255.177
2003-03-20,256.91
2003-03-21,266.186
2003-03-24,254.425
2003-03-25,258.891
2003-03-26,261.657
2003-03-27,256.198
2003-03-28,255.366
2003-03-31,249.656
2003-04-01,251.074
2003-04-02,260.949
2003-04-03,266.213
2003-04-04,270.566
2003-04-07,282.413
2003-04-08,276.913
2003-04-09,278.814
2003-04-10,277.372
2003-04-11,278.883
2003-04-14,283.998
2003-04-15,293.922
2003-04-16,295.225
2003-04-17,296.333
2003-04-18,296.333
2003-04-21,295.056
2003-04-22,299.022
2003-04-23,303.114
2003-04-24,293.144
2003-04-25,290.165
2003-04-28,295.37
2003-04-29,292.224
2003-04-30,297.638
2003-05-01,300.372
2003-05-02,297.853
2003-05-05,304.13
2003-05-06,311.809
2003-05-07,312.144
2003-05-08,307.265
2003-05-09,312.811
2003-05-12,316.845
2003-05-13,311.464
2003-05-14,311.936
2003-05-15,312.22
2003-05-16,318.228
2003-05-19,309.002
2003-05-20,311.753
2003-05-21,306.583
2003-05-22,310.563
2003-05-23,313.08
2003-05-26,316.693
2003-05-27,316.727
2003-05-28,313.504
2003-05-29,316.554
2003-05-30,320.24
2003-06-02,325.076
2003-06-03,324.581
2003-06-04,325.354
2003-06-05,329.292
2003-06-06,331.797
2003-06-09,327.777
2003-06-10,330.597
2003-06-11,340.176
2003-06-12,340.252
2003-06-13,335.944
2003-06-16,343.623
2003-06-17,342.967
2003-06-18,341.845
2003-06-19,334.795
2003-06-20,338.15
2003-06-23,330.704
2003-06-24,327.811
2003-06-25,331.297
2003-06-26,326.015
2003-06-27,326.769
2003-06-30,326.169
2003-07-01,320.623
2003-07-02,326.209
2003-07-03,325.427
2003-07-04,320.322
2003-07-07,327.26
2003-07-08,329.249
2003-07-09,326.921
2003-07-10,324.123
2003-07-11,329.73
2003-07-14,333.521
2003-07-15,330.155
2003-07-16,326.087
2003-07-17,327.107
2003-07-18,329.173
2003-07-21,326.853
2003-07-22,329.795
2003-07-23,330.076
2003-07-24,336.165
2003-07-25,334.411
2003-07-28,337.803
2003-07-29,338.006
2003-07-30,337.552
2003-07-31,339.294
2003-08-01,334.141
2003-08-04,335.934
2003-08-05,337.361
2003-08-06,333.102
2003-08-07,336.706
2003-08-08,334.046
2003-08-11,334.54
2003-08-12,336.283
2003-08-13,335.138
2003-08-14,338.494
2003-08-15,342.234
2003-08-18,341.144
2003-08-19,345.554
2003-08-20,342.505
2003-08-21,340.839
2003-08-22,335.657
2003-08-25,335.725
2003-08-26,331.098
2003-08-27,333.291
2003-08-28,327.414
2003-08-29,322.354
2003-09-01,329.571
2003-09-02,324.583
2003-09-03,329.422
2003-09-04,329.514
2003-09-05,331.6
2003-09-08,335.062
2003-09-09,334.153
2003-09-10,330.397
2003-09-11,332.521
2003-09-12,335.76
2003-09-15,337.786
2003-09-16,336.742
2003-09-17,340.2
2003-09-18,340.834
2003-09-19,341.062
2003-09-22,344.84
2003-09-23,342.757
2003-09-24,341.444
2003-09-25,343.962
2003-09-26,340.676
2003-09-29,341.122
2003-09-30,340.486
2003-10-01,347.247
2003-10-02,346.651
2003-10-03,349.314
2003-10-06,350.783
2003-10-07,354.917
2003-10-08,354.263
2003-10-09,354.754
2003-10-10,356.343
2003-10-13,356.732
2003-10-14,355.62
2003-10-15,358.513
2003-10-16,357.449
2003-10-17,355.238
2003-10-20,357.69
2003-10-21,357.598
2003-10-22,357.181
2003-10-23,352.707
2003-10-24,352.406
2003-10-27,353.915
2003-10-28,353.581
2003-10-29,350.9
2003-10-30,353.017
2003-10-31,355.024
2003-11-03,352.375
2003-11-04,351.633
2003-11-05,352.467
2003-11-06,351.786
2003-11-07,355.794
2003-11-10,356.281
2003-11-11,356.529
2003-11-12,358.697
2003-11-13,360.486
2003-11-14,366.263
2003-11-17,359.829
2003-11-18,362.437
2003-11-19,362.95
2003-11-20,360.575
2003-11-21,362.618
2003-11-24,364.12
2003-11-25,363.41
2003-11-26,364.463
2003-11-27,366.161
2003-11-28,367.905
2003-12-01,370.789
2003-12-02,374.493
2003-12-03,377.898
2003-12-04,376.091
2003-12-05,376.801
2003-12-08,375.399
2003-12-09,375.588
2003-12-10,375.306
2003-12-11,372.492
2003-12-12,375.503
2003-12-15,377.338
2003-12-16,377.698
2003-12-17,378.455
2003-12-18,381.601
2003-12-19,381.191
2003-12-22,384.839
2003-12-23,386.01
2003-12-24,386.265
2003-12-25,386.265
2003-12-26,386.11
2003-12-29,390.379
2003-12-30,393.535
2003-12-31,397.697
2004-01-01,397.697
2004-01-02,402.906
2004-01-05,409.231
2004-01-06,414.483
2004-01-07,412.479
2004-01-08,417.611
2004-01-09,420.177
2004-01-12,420.236
2004-01-13,421.859
2004-01-14,423.604
2004-01-15,425.534
2004-01-16,422.391
2004-01-19,420.644
2004-01-20,424.649
2004-01-21,430.648
2004-01-22,434.217
2004-01-23,432.206
2004-01-26,428.986
2004-01-27,430.366
2004-01-28,432.018
2004-01-29,420.617
2004-01-30,422.683
2004-02-02,427.963
2004-02-03,429.166
2004-02-04,426.947
2004-02-05,431.824
2004-02-06,438.736
2004-02-09,440.55
2004-02-10,439.531
2004-02-11,440.79
2004-02-12,448.68
2004-02-13,446.078
2004-02-16,449.679
2004-02-17,454.911
2004-02-18,457.903
2004-02-19,456.463
2004-02-20,449.216
2004-02-23,452.528
2004-02-24,452.764
2004-02-25,448.858
2004-02-26,442.574
2004-02-27,445.2
2004-03-01,444.823
2004-03-02,440.686
2004-03-03,431.698
2004-03-04,439.247
2004-03-05,449.469
2004-03-08,448.08
2004-03-09,442.655
2004-03-10,436.687
2004-03-11,423.461
2004-03-12,426.069
2004-03-15,416.28
2004-03-16,421.731
2004-03-17,424.204
2004-03-18,422.159
2004-03-19,420.075
2004-03-22,411.37
2004-03-23,412.521
2004-03-24,407.435
2004-03-25,410.481
2004-03-26,411.728
2004-03-29,416.124
2004-03-30,416.577
2004-03-31,420.288
2004-04-01,430.356
2004-04-02,428.791
2004-04-05,423.865
2004-04-06,426.78
2004-04-07,429.509
2004-04-08,430.861
2004-04-09,430.861
2004-04-12,429.651
2004-04-13,429.456
2004-04-14,424.445
2004-04-15,424.584
2004-04-16,431.521
2004-04-19,429.64
2004-04-20,428.804
2004-04-21,426.34
2004-04-22,427.321
2004-04-23,426.37
2004-04-26,426.187
2004-04-27,426.403
2004-04-28,420.133
2004-04-29,420.492
2004-04-30,421.276
2004-05-03,424.066
2004-05-04,428.752
2004-05-05,430.175
2004-05-06,420.764
2004-05-07,412.209
2004-05-10,398.244
2004-05-11,403.725
2004-05-12,403.7
2004-05-13,406.315
2004-05-14,406.844
2004-05-17,407.342
2004-05-18,411.777
2004-05-19,418.924
2004-05-20,415.215
2004-05-21,419.236
2004-05-24,420.325
2004-05-25,420.788
2004-05-26,423.409
2004-05-27,432.893
2004-05-28,429.778
2004-05-31,429.546
2004-06-01,426.957
2004-06-02,430.994
2004-06-03,436.572
2004-06-04,438.94
2004-06-07,444.287
2004-06-08,443.217
2004-06-09,436.052
2004-06-10,436.682
2004-06-11,432.199
2004-06-14,432.896
2004-06-15,434.079
2004-06-16,433.364
2004-06-17,436.487
2004-06-18,441.421
2004-06-21,438.929
2004-06-22,436.69
2004-06-23,435.478
2004-06-24,439.859
2004-06-25,436.529
2004-06-28,439.312
2004-06-29,436.726
2004-06-30,439.123
2004-07-01,438.813
2004-07-02,441.507
2004-07-05,437.878
2004-07-06,434.651
2004-07-07,441.81
2004-07-08,442.117
2004-07-09,444.857
2004-07-12,443.793
2004-07-13,445.007
2004-07-14,446.359
2004-07-15,442.299
2004-07-16,445.577
2004-07-19,439.185
2004-07-20,441.027
2004-07-21,439.607
2004-07-22,433.371
2004-07-23,426.647
2004-07-26,425.668
2004-07-27,429.125
2004-07-28,428.897
2004-07-29,437.044
2004-07-30,432.149
2004-08-02,432.897
2004-08-03,436.95
2004-08-04,434.308
2004-08-05,437.437
2004-08-06,438.489
2004-08-09,433.514
2004-08-10,440.801
2004-08-11,434.155
2004-08-12,436.06
2004-08-13,436.824
2004-08-16,440.701
2004-08-17,442.601
2004-08-18,440.676
2004-08-19,444.215
2004-08-20,442.752
2004-08-23,443.445
2004-08-24,440.503
2004-08-25,443.182
2004-08-26,447.382
2004-08-27,447.674
2004-08-30,447.495
2004-08-31,451.779
2004-09-01,458.149
2004-09-02,458.838
2004-09-03,460.252
2004-09-06,462.685
2004-09-07,462.108
2004-09-08,463.71
2004-09-09,463.443
2004-09-10,469.293
2004-09-13,468.972
2004-09-14,470.835
2004-09-15,469.088
2004-09-16,469.893
2004-09-17,474.165
2004-09-20,470.864
2004-09-21,477.595
2004-09-22,473.577
2004-09-23,471.222
2004-09-24,472.715
2004-09-27,473.688
2004-09-28,475.579
2004-09-29,480.719
2004-09-30,484.45
2004-10-01,489.976
2004-10-04,492.382
2004-10-05,494.825
2004-10-06,498.7
2004-10-07,497.024
2004-10-08,500.151
2004-10-11,497.991
2004-10-12,490.381
2004-10-13,493.994
2004-10-14,497.753
2004-10-15,498.834
2004-10-18,503.228
2004-10-19,505.736
2004-10-20,506.593
2004-10-21,507.418
2004-10-22,509.148
2004-10-25,508.232
2004-10-26,507.756
2004-10-27,513.039
2004-10-28,516.557
2004-10-29,516.641
2004-11-01,522.048
2004-11-02,524.159
2004-11-03,530.321
2004-11-04,531.172
2004-11-05,534.17
2004-11-08,533.41
2004-11-09,531.172
2004-11-10,534.513
2004-11-11,537.727
2004-11-12,537.525
2004-11-15,534.109
2004-11-16,530.973
2004-11-17,534.842
2004-11-18,534.157
2004-11-19,542.108
2004-11-22,542.05
2004-11-23,542.821
2004-11-24,547.719
2004-11-25,551.79
2004-11-26,554.402
2004-11-29,552.046
2004-11-30,548.751
2004-12-01,558.427
2004-12-02,559.993
2004-12-03,562.866
2004-12-06,565.563
2004-12-07,568.186
2004-12-08,560.079
2004-12-09,559.411
2004-12-10,560.281
2004-12-13,567.857
2004-12-14,567.774
2004-12-15,574.612
2004-12-16,572.697
2004-12-17,567.871
2004-12-20,575.601
2004-12-21,576.432
2004-12-22,582.173
2004-12-23,586.116
2004-12-24,586.17
2004-12-27,591.103
2004-12-28,589.114
2004-12-29,587.466
2004-12-30,588.327
2004-12-31,586.024
2005-01-03,587.946
2005-01-04,584.374
2005-01-05,579.009
2005-01-06,579.879
2005-01-07,576.452
2005-01-10,579.991
2005-01-11,577.723
2005-01-12,581.198
2005-01-13,576.612
2005-01-14,571.953
2005-01-17,574.571
2005-01-18,570.381
2005-01-19,570.287
2005-01-20,565.02
2005-01-21,569.703
2005-01-24,569.588
2005-01-25,574.227
2005-01-26,579.319
2005-01-27,577.101
2005-01-28,569.743
2005-01-31,573.634
2005-02-01,573.065
2005-02-02,576.899
2005-02-03,578.259
2005-02-04,581.499
2005-02-07,579.572
2005-02-08,577.595
2005-02-09,579.094
2005-02-10,583.646
2005-02-11,591.037
2005-02-14,591.916
2005-02-15,599.259
2005-02-16,597.243
2005-02-17,598.183
2005-02-18,598.605
2005-02-21,592.213
2005-02-22,595.621
2005-02-23,590.416
2005-02-24,588.726
2005-02-25,591.814
2005-02-28,601.539
2005-03-01,599.959
2005-03-02,593.314
2005-03-03,592.198
2005-03-04,603.612
2005-03-07,608.212
2005-03-08,617.48
2005-03-09,616.433
2005-03-10,612.258
2005-03-11,615.807
2005-03-14,608.813
2005-03-15,609.768
2005-03-16,609.481
2005-03-17,608.018
2005-03-18,609.144
2005-03-21,606.313
2005-03-22,605.098
2005-03-23,592.957
2005-03-24,599.988
2005-03-25,599.988
2005-03-28,595.777
2005-03-29,597.276
2005-03-30,599.556
2005-03-31,600.753
2005-04-01,600.279
2005-04-04,591.208
2005-04-05,595.198
2005-04-06,600.149
2005-04-07,603.841
2005-04-08,602.691
2005-04-11,608.544
2005-04-12,601.783
2005-04-13,608.009
2005-04-14,598.576
2005-04-15,599.489
2005-04-18,589.705
2005-04-19,595.609
2005-04-20,590.625
2005-04-21,594.176
2005-04-22,597.046
2005-04-25,596.303
2005-04-26,595.15
2005-04-27,585.224
2005-04-28,579.691
2005-04-29,581.39
2005-05-02,582.599
2005-05-03,585.713
2005-05-04,594.88
2005-05-05,599.06
2005-05-06,595.627
2005-05-09,593.288
2005-05-10,592.987
2005-05-11,588.956
2005-05-12,588.649
2005-05-13,581.966
2005-05-16,579.907
2005-05-17,580.216
2005-05-18,586.954
2005-05-19,590.43
2005-05-20,586.192
2005-05-23,590.265
2005-05-24,589.571
2005-05-25,591.401
2005-05-26,586.29
2005-05-27,590.008
2005-05-30,589.798
2005-05-31,583.774
2005-06-01,584.113
2005-06-02,584.71
2005-06-03,586.62
2005-06-06,582.888
2005-06-07,584.8
2005-06-08,585.203
2005-06-09,585.415
2005-06-10,584.833
2005-06-13,580.1
2005-06-14,582.654
2005-06-15,584.737
2005-06-16,588.007
2005-06-17,592.285
2005-06-20,583.11
2005-06-21,587.942
2005-06-22,592.097
2005-06-23,586.639
2005-06-24,581.482
2005-06-27,576.982
2005-06-28,576.192
2005-06-29,581.245
2005-06-30,585.893
2005-07-01,582.021
2005-07-04,578.753
2005-07-05,576.372
2005-07-06,578.334
2005-07-07,573.951
2005-07-08,576.944
2005-07-11,590.568
2005-07-12,593.998
2005-07-13,591.979
2005-07-14,598.941
2005-07-15,594.737
2005-07-18,593.428
2005-07-19,597.294
2005-07-20,597.956
2005-07-21,608.162
2005-07-22,602.85
2005-07-25,601.043
2005-07-26,601.174
2005-07-27,604.259
2005-07-28,608.433
2005-07-29,611.271
2005-08-01,615.534
2005-08-02,618.801
2005-08-03,628.089
2005-08-04,626.312
2005-08-05,622.585
2005-08-08,625.214
2005-08-09,635.471
2005-08-10,642.156
2005-08-11,643.192
2005-08-12,638.655
2005-08-15,632.241
2005-08-16,630.577
2005-08-17,626.976
2005-08-18,614.747
2005-08-19,617.068
2005-08-22,621.924
2005-08-23,615.032
2005-08-24,614.638
2005-08-25,617.565
2005-08-26,615.826
2005-08-29,614.5
2005-08-30,610.315
2005-08-31,619.449
2005-09-01,625.787
2005-09-02,626.982
2005-09-05,630.139
2005-09-06,632.402
2005-09-07,633.714
2005-09-08,628.795
2005-09-09,631.351
2005-09-12,626.403
2005-09-13,622.721
2005-09-14,626.669
2005-09-15,622.312
2005-09-16,625.265
2005-09-19,622.793
2005-09-20,626.467
2005-09-21,626.205
2005-09-22,623.16
2005-09-23,622.423
2005-09-26,627.889
2005-09-27,622.669
2005-09-28,626.518
2005-09-29,622.401
2005-09-30,625.427
2005-10-03,622.254
2005-10-04,627.061
2005-10-05,626.33
2005-10-06,631.902
2005-10-07,629.188
2005-10-10,625.679
2005-10-11,624.588
2005-10-12,624.047
2005-10-13,615.454
2005-10-14,626.691
2005-10-17,619.581
2005-10-18,614.267
2005-10-19,610.597
2005-10-20,612.88
2005-10-21,612.199
2005-10-24,614.516
2005-10-25,621.54
2005-10-26,620.089
2005-10-27,618.122
2005-10-28,613.146
2005-10-31,614.515
2005-11-01,617.011
2005-11-02,622.964
2005-11-03,625.246
2005-11-04,612.75
2005-11-07,616.99
2005-11-08,615.86
2005-11-09,612.625
