Date,AUSTRALIA LARGE CAP Large Cap
2002-01-30,301.461
2002-01-31,304.443
2002-02-01,303.73
2002-02-04,306.324
2002-02-05,304.004
2002-02-06,300.352
2002-02-07,298.669
2002-02-08,305.327
2002-02-11,308.895
2002-02-12,307.023
2002-02-13,305.366
2002-02-14,310.653
2002-02-15,311.433
2002-02-18,312.119
2002-02-19,311.653
2002-02-20,308.065
2002-02-21,306.114
2002-02-22,302.714
2002-02-25,303.068
2002-02-26,305.152
2002-02-27,304.727
2002-02-28,304.943
2002-03-01,306.154
2002-03-04,310.007
2002-03-05,311.042
2002-03-06,313.999
2002-03-07,323.213
2002-03-08,318.831
2002-03-11,317.306
2002-03-12,314.723
2002-03-13,313.26
2002-03-14,315.186
2002-03-15,311.895
2002-03-18,317.041
2002-03-19,317.437
2002-03-20,322.253
2002-03-21,319.271
2002-03-22,318.842
2002-03-25,316.389
2002-03-26,310.756
2002-03-27,313.37
2002-03-28,317.936
2002-03-29,317.936
2002-04-01,318.502
2002-04-02,315.632
2002-04-03,312.55
2002-04-04,312.277
2002-04-05,314.309
2002-04-08,311.908
2002-04-09,309.53
2002-04-10,312.39
2002-04-11,313.819
2002-04-12,312.304
2002-04-15,311.741
2002-04-16,313.754
2002-04-17,319.248
2002-04-18,321.217
2002-04-19,321.144
2002-04-22,322.194
2002-04-23,320.71
2002-04-24,319.172
2002-04-25,320.527
2002-04-26,320.018
2002-04-29,313.746
2002-04-30,313.5
2002-05-01,315.003
2002-05-02,312.239
2002-05-03,314.196
2002-05-06,310.837
2002-05-07,310.122
2002-05-08,312.306
2002-05-09,313.179
2002-05-10,313.273
2002-05-13,311.307
2002-05-14,312.538
2002-05-15,322.873
2002-05-16,323.483
2002-05-17,328.228
2002-05-20,325.066
2002-05-21,324.528
2002-05-22,327.776
2002-05-23,325.193
2002-05-24,326.391
2002-05-27,326.559
2002-05-28,329.9
2002-05-29,331.138
2002-05-30,331.816
2002-05-31,329.79
2002-06-03,332.958
2002-06-04,333.72
2002-06-05,331.541
2002-06-06,333.813
2002-06-07,333.991
2002-06-10,331.778
2002-06-11,330.026
2002-06-12,331.567
2002-06-13,330.269
2002-06-14,322.118
2002-06-17,321.504
2002-06-18,325.604
2002-06-19,323.798
2002-06-20,325.995
2002-06-21,323.936
2002-06-24,321.739
2002-06-25,319.363
2002-06-26,310.53
2002-06-27,314.782
2002-06-28,313.376
2002-07-01,315.149
2002-07-02,314.731
2002-07-03,308.443
2002-07-04,308.449
2002-07-05,310.863
2002-07-08,316.766
2002-07-09,321.932
2002-07-10,317.135
2002-07-11,308.743
2002-07-12,309.204
2002-07-15,309.549
2002-07-16,305.407
2002-07-17,298.065
2002-07-18,302.262
2002-07-19,299.632
2002-07-22,294.472
2002-07-23,291.386
2002-07-24,278.384
2002-07-25,281.07
2002-07-26,273.386
2002-07-29,278.11
2002-07-30,288.356
2002-07-31,288.904
2002-08-01,285.307
2002-08-02,281.924
2002-08-05,273.69
2002-08-06,269.61
2002-08-07,283.036
2002-08-08,283.438
2002-08-09,286.64
2002-08-12,289.139
2002-08-13,289.044
2002-08-14,287.718
2002-08-15,293.593
2002-08-16,294.494
2002-08-19,294.318
2002-08-20,298.876
2002-08-21,296.425
2002-08-22,299.099
2002-08-23,299.355
2002-08-26,298.123
2002-08-27,300.635
2002-08-28,296.806
2002-08-29,296.319
2002-08-30,293.883
2002-09-02,297.308
2002-09-03,296.057
2002-09-04,289.144
2002-09-05,289.916
2002-09-06,289.91
2002-09-09,295.155
2002-09-10,294.927
2002-09-11,299.449
2002-09-12,301.266
2002-09-13,299.215
2002-09-16,298.24
2002-09-17,300.918
2002-09-18,296.118
2002-09-19,294.826
2002-09-20,291.199
2002-09-23,287.131
2002-09-24,286.721
2002-09-25,282.072
2002-09-26,281.269
2002-09-27,282.27
2002-09-30,276.882
2002-10-01,279.495
2002-10-02,282.343
2002-10-03,283.962
2002-10-04,283.216
2002-10-07,278.939
2002-10-08,277.409
2002-10-09,274.177
2002-10-10,270.407
2002-10-11,274.592
2002-10-14,278.863
2002-10-15,283.594
2002-10-16,284.425
2002-10-17,285.812
2002-10-18,289.575
2002-10-21,288.467
2002-10-22,290.278
2002-10-23,293.336
2002-10-24,294.337
2002-10-25,290.95
2002-10-28,296.733
2002-10-29,292.538
2002-10-30,289.304
2002-10-31,296.962
2002-11-01,292.778
2002-11-04,299.903
2002-11-05,300.218
2002-11-06,304.05
2002-11-07,301.15
2002-11-08,297.92
2002-11-11,291.387
2002-11-12,293.46
2002-11-13,291.517
2002-11-14,292.001
2002-11-15,297.664
2002-11-18,298.266
2002-11-19,295.917
2002-11-20,297.175
2002-11-21,299.886
2002-11-22,303.268
2002-11-25,301.911
2002-11-26,299.602
2002-11-27,294.373
2002-11-28,302.445
2002-11-29,303.965
2002-12-02,306.172
2002-12-03,304.721
2002-12-04,300.106
2002-12-05,301.99
2002-12-06,299.675
2002-12-09,299.744
2002-12-10,293.476
2002-12-11,291.177
2002-12-12,296.496
2002-12-13,293.293
2002-12-16,289.665
2002-12-17,296.244
2002-12-18,294.514
2002-12-19,293.885
2002-12-20,294.385
2002-12-23,297.932
2002-12-24,297.793
2002-12-25,297.793
2002-12-26,297.793
2002-12-27,295.617
2002-12-30,291.818
2002-12-31,292.688
2003-01-01,292.688
2003-01-02,294.885
2003-01-03,299.525
2003-01-06,307.219
2003-01-07,306.336
2003-01-08,305.539
2003-01-09,306.366
2003-01-10,308.799
2003-01-13,309.69
2003-01-14,310.991
2003-01-15,311.473
2003-01-16,309.62
2003-01-17,311.321
2003-01-20,310.666
2003-01-21,308.46
2003-01-22,304.637
2003-01-23,306.899
2003-01-24,308.158
2003-01-27,307.038
2003-01-28,298.364
2003-01-29,298.069
2003-01-30,298.057
2003-01-31,296.738
2003-02-03,294.323
2003-02-04,298.794
2003-02-05,295.573
2003-02-06,291.195
2003-02-07,294.728
2003-02-10,293.873
2003-02-11,290.537
2003-02-12,292.845
2003-02-13,288.168
2003-02-14,282.94
2003-02-17,286.259
2003-02-18,286.375
2003-02-19,290.154
2003-02-20,287.379
2003-02-21,287.877
2003-02-24,296.711
2003-02-25,290.703
2003-02-26,294.319
2003-02-27,289.241
2003-02-28,290.882
2003-03-03,297.346
2003-03-04,296.892
2003-03-05,292.756
2003-03-06,293.094
2003-03-07,288.43
2003-03-10,288.43
2003-03-11,280.859
2003-03-12,276.659
2003-03-13,275.856
2003-03-14,284.447
2003-03-17,282.983
2003-03-18,294.126
2003-03-19,295.128
2003-03-20,297.369
2003-03-21,296.356
2003-03-24,297.029
2003-03-25,297.763
2003-03-26,303.703
2003-03-27,305.22
2003-03-28,305.212
2003-03-31,305.774
2003-04-01,306.17
2003-04-02,304.92
2003-04-03,307.596
2003-04-04,310.323
2003-04-07,313.842
2003-04-08,314.872
2003-04-09,312.257
2003-04-10,312.316
2003-04-11,310.401
2003-04-14,309.486
2003-04-15,314.981
2003-04-16,320.604
2003-04-17,318.852
2003-04-18,318.852
2003-04-21,318.101
2003-04-22,325.236
2003-04-23,326.527
2003-04-24,326.619
2003-04-25,325.247
2003-04-28,322.984
2003-04-29,328.691
2003-04-30,329.46
2003-05-01,331.653
2003-05-02,326.779
2003-05-05,328.028
2003-05-06,327.504
2003-05-07,326.474
2003-05-08,327.885
2003-05-09,327.041
2003-05-12,331.516
2003-05-13,331.83
2003-05-14,331.556
2003-05-15,329.68
2003-05-16,332.265
2003-05-19,333.882
2003-05-20,331.164
2003-05-21,332.453
2003-05-22,336.429
2003-05-23,340.975
2003-05-26,342.184
2003-05-27,340.522
2003-05-28,338.507
2003-05-29,339.844
2003-05-30,341.362
2003-06-02,348.742
2003-06-03,347.435
2003-06-04,351.981
2003-06-05,354.926
2003-06-06,353.851
2003-06-09,352.512
2003-06-10,352.925
2003-06-11,358.827
2003-06-12,360.758
2003-06-13,361.577
2003-06-16,361.887
2003-06-17,366.612
2003-06-18,365.456
2003-06-19,364.234
2003-06-20,361.515
2003-06-23,359.21
2003-06-24,356.34
2003-06-25,360.263
2003-06-26,352.872
2003-06-27,354.57
2003-06-30,354.726
2003-07-01,359.963
2003-07-02,359.427
2003-07-03,363.299
2003-07-04,359.033
2003-07-07,359.664
2003-07-08,350.418
2003-07-09,343.384
2003-07-10,346.464
2003-07-11,347.574
2003-07-14,352.646
2003-07-15,349.203
2003-07-16,353.319
2003-07-17,349.843
2003-07-18,345.018
2003-07-21,348.607
2003-07-22,346.4
2003-07-23,352.364
2003-07-24,356.975
2003-07-25,357.442
2003-07-28,360.703
2003-07-29,359.732
2003-07-30,350.65
2003-07-31,350.728
2003-08-01,355.794
2003-08-04,351.852
2003-08-05,350.833
2003-08-06,352.197
2003-08-07,354.42
2003-08-08,357.02
2003-08-11,359.15
2003-08-12,358.649
2003-08-13,360.441
2003-08-14,359.228
2003-08-15,360.963
2003-08-18,361.145
2003-08-19,360.359
2003-08-20,363.463
2003-08-21,359.886
2003-08-22,359.124
2003-08-25,358.873
2003-08-26,355.31
2003-08-27,353.824
2003-08-28,354.555
2003-08-29,358.245
2003-09-01,358.245
2003-09-02,358.241
2003-09-03,355.911
2003-09-04,357.474
2003-09-05,358.559
2003-09-08,362.8
2003-09-09,368.265
2003-09-10,365.956
2003-09-11,363.851
2003-09-12,366.06
2003-09-15,366.348
2003-09-16,365.659
2003-09-17,369.743
2003-09-18,371.527
2003-09-19,371.755
2003-09-22,374.732
2003-09-23,371.68
2003-09-24,374.353
2003-09-25,371.726
2003-09-26,367.748
2003-09-29,367.102
2003-09-30,368.635
2003-10-01,370.047
2003-10-02,375.602
2003-10-03,374.967
2003-10-06,376.979
2003-10-07,381.221
2003-10-08,383.932
2003-10-09,385.908
2003-10-10,385.889
2003-10-13,386.831
2003-10-14,387.517
2003-10-15,387.644
2003-10-16,390.938
2003-10-17,390.857
2003-10-20,389.791
2003-10-21,394.416
2003-10-22,397.425
2003-10-23,389.64
2003-10-24,389.029
2003-10-27,389.737
2003-10-28,389.347
2003-10-29,390.614
2003-10-30,394.043
2003-10-31,395.277
2003-11-03,389.859
2003-11-04,389.328
2003-11-05,391.879
2003-11-06,389.772
2003-11-07,390.69
2003-11-10,392.635
2003-11-11,388.069
2003-11-12,390.61
2003-11-13,394.662
2003-11-14,391.045
2003-11-17,385.649
2003-11-18,390.532
2003-11-19,392.617
2003-11-20,394.322
2003-11-21,392.539
2003-11-24,389.521
2003-11-25,392.96
2003-11-26,395.601
2003-11-27,393.288
2003-11-28,393.96
2003-12-01,393.282
2003-12-02,398.527
2003-12-03,403.962
2003-12-04,405.728
2003-12-05,405.973
2003-12-08,407.96
2003-12-09,406.423
2003-12-10,407.244
2003-12-11,403.049
2003-12-12,409.885
2003-12-15,414.787
2003-12-16,410.243
2003-12-17,410.819
2003-12-18,406.341
2003-12-19,407.178
2003-12-22,409.6
2003-12-23,411.739
2003-12-24,416.82
2003-12-25,416.82
2003-12-26,415.979
2003-12-29,418.532
2003-12-30,423.895
2003-12-31,426.95
2004-01-01,426.95
2004-01-02,429.923
2004-01-05,433.874
2004-01-06,439.718
2004-01-07,437.069
2004-01-08,439.129
2004-01-09,441.397
2004-01-12,441.435
2004-01-13,440.988
2004-01-14,443.053
2004-01-15,437.529
2004-01-16,432.099
2004-01-19,427.448
2004-01-20,435.118
2004-01-21,438.39
2004-01-22,443.949
2004-01-23,444.239
2004-01-26,442.866
2004-01-27,441.227
2004-01-28,436.323
2004-01-29,425.79
2004-01-30,427.577
2004-02-02,426.047
2004-02-03,428.979
2004-02-04,425.734
2004-02-05,428.442
2004-02-06,431.067
2004-02-09,437.439
2004-02-10,439.143
2004-02-11,441.416
2004-02-12,451.228
2004-02-13,453.255
2004-02-16,453.501
2004-02-17,457.806
2004-02-18,457.896
2004-02-19,454.211
2004-02-20,446.871
2004-02-23,444.402
2004-02-24,445.921
2004-02-25,444.611
2004-02-26,443.814
2004-02-27,447.153
2004-03-01,450.685
2004-03-02,449.316
2004-03-03,437.322
2004-03-04,439.895
2004-03-05,449.679
2004-03-08,448.741
2004-03-09,452.141
2004-03-10,441.85
2004-03-11,434.654
2004-03-12,431.25
2004-03-15,433.903
2004-03-16,441.499
2004-03-17,441.142
2004-03-18,447.255
2004-03-19,447.718
2004-03-22,445.223
2004-03-23,442.752
2004-03-24,439.275
2004-03-25,437.51
2004-03-26,443.126
2004-03-29,442.857
2004-03-30,448.669
2004-03-31,453.052
2004-04-01,459.251
2004-04-02,453.855
2004-04-05,451.981
2004-04-06,457.208
2004-04-07,461.479
2004-04-08,459.008
2004-04-09,459.008
2004-04-12,461.356
2004-04-13,451.65
2004-04-14,438.011
2004-04-15,439.81
2004-04-16,440.901
2004-04-19,444.544
2004-04-20,442.013
2004-04-21,437.655
2004-04-22,435.174
2004-04-23,439.147
2004-04-26,439.226
2004-04-27,437.869
2004-04-28,431.967
2004-04-29,424.875
2004-04-30,426.765
2004-05-03,423.393
2004-05-04,430.979
2004-05-05,434.28
2004-05-06,430.504
2004-05-07,417.758
2004-05-10,405.605
2004-05-11,406.132
2004-05-12,410.448
2004-05-13,405.667
2004-05-14,404.248
2004-05-17,401.568
2004-05-18,403.983
2004-05-19,414.886
2004-05-20,409.164
2004-05-21,416.627
2004-05-24,415.948
2004-05-25,418.538
2004-05-26,422.183
2004-05-27,431.354
2004-05-28,428.87
2004-05-31,430.095
2004-06-01,427.592
2004-06-02,423.514
2004-06-03,417.117
2004-06-04,419.409
2004-06-07,429.283
2004-06-08,427.295
2004-06-09,419.237
2004-06-10,422.672
2004-06-11,421.512
2004-06-14,421.299
2004-06-15,417.869
2004-06-16,419.01
2004-06-17,418.542
2004-06-18,424.611
2004-06-21,429.091
2004-06-22,425.349
2004-06-23,426.861
2004-06-24,431.955
2004-06-25,430.124
2004-06-28,431.084
2004-06-29,424.545
2004-06-30,428.886
2004-07-01,433.291
2004-07-02,438.678
2004-07-05,437.979
2004-07-06,441.446
2004-07-07,447.242
2004-07-08,447.322
2004-07-09,446.767
2004-07-12,450.365
2004-07-13,448.551
2004-07-14,442.168
2004-07-15,440.778
2004-07-16,446.31
2004-07-19,446.775
2004-07-20,439.425
2004-07-21,431.819
2004-07-22,429.425
2004-07-23,422.873
2004-07-26,423.855
2004-07-27,419.549
2004-07-28,417.932
2004-07-29,418.097
2004-07-30,424.214
2004-08-02,426.945
2004-08-03,429.435
2004-08-04,427.897
2004-08-05,424.834
2004-08-06,430.819
2004-08-09,429.465
2004-08-10,427.762
2004-08-11,427.066
2004-08-12,423.885
2004-08-13,425.284
2004-08-16,425.985
2004-08-17,425.126
2004-08-18,424.225
2004-08-19,431.254
2004-08-20,432.635
2004-08-23,433.58
2004-08-24,427.01
2004-08-25,424.352
2004-08-26,422.47
2004-08-27,427.29
2004-08-30,424.327
2004-08-31,428.442
2004-09-01,430.492
2004-09-02,426.309
2004-09-03,422.669
2004-09-06,423.752
2004-09-07,426.183
2004-09-08,426.333
2004-09-09,422.085
2004-09-10,430.348
2004-09-13,429.691
2004-09-14,436.308
2004-09-15,431.516
2004-09-16,434.253
2004-09-17,433.697
2004-09-20,436.575
2004-09-21,436.944
2004-09-22,441.715
2004-09-23,446.313
2004-09-24,443.044
2004-09-27,443.236
2004-09-28,446.516
2004-09-29,448.856
2004-09-30,456.08
2004-10-01,455.377
2004-10-04,457.183
2004-10-05,460.064
2004-10-06,460.147
2004-10-07,462.097
2004-10-08,465.495
2004-10-11,467.363
2004-10-12,466.47
2004-10-13,462.386
2004-10-14,466.691
2004-10-15,467.494
2004-10-18,462.083
2004-10-19,464.351
2004-10-20,466.428
2004-10-21,467.757
2004-10-22,467.987
2004-10-25,468.632
2004-10-26,471.995
2004-10-27,478.565
2004-10-28,480.204
2004-10-29,481.361
2004-11-01,483.465
2004-11-02,483.445
2004-11-03,495.433
2004-11-04,495.22
2004-11-05,495.865
2004-11-08,492.376
2004-11-09,493.151
2004-11-10,495.639
2004-11-11,500.857
2004-11-12,505.024
2004-11-15,511.581
2004-11-16,510.607
2004-11-17,516.44
2004-11-18,514.627
2004-11-19,518.625
2004-11-22,514.245
2004-11-23,520.257
2004-11-24,524.923
2004-11-25,531.651
2004-11-26,530.323
2004-11-29,530.297
2004-11-30,525.043
2004-12-01,519.157
2004-12-02,524.872
2004-12-03,525.013
2004-12-06,525.96
2004-12-07,521.323
2004-12-08,503.405
2004-12-09,500.284
2004-12-10,501.299
2004-12-13,507.235
2004-12-14,511.284
2004-12-15,517.773
2004-12-16,515.837
2004-12-17,518.437
2004-12-20,523.829
2004-12-21,526.621
2004-12-22,528.837
2004-12-23,530.445
2004-12-24,536.479
2004-12-27,540.132
2004-12-28,540.411
2004-12-29,537.448
2004-12-30,541.655
2004-12-31,545.133
2005-01-03,540.23
2005-01-04,534.43
2005-01-05,530.339
2005-01-06,525.496
2005-01-07,528.084
2005-01-10,531.414
2005-01-11,534.542
2005-01-12,538.19
2005-01-13,534.734
2005-01-14,529.475
2005-01-17,530.81
2005-01-18,527.405
2005-01-19,529.812
2005-01-20,527.921
2005-01-21,533.13
2005-01-24,535.097
2005-01-25,534.226
2005-01-26,541.073
2005-01-27,549.686
2005-01-28,547.905
2005-01-31,549.278
2005-02-01,549.837
2005-02-02,554.826
2005-02-03,552.172
2005-02-04,556.214
2005-02-07,560.713
2005-02-08,553.128
2005-02-09,555.023
2005-02-10,570.248
2005-02-11,569.968
2005-02-14,570.173
2005-02-15,567.437
2005-02-16,567.509
2005-02-17,574.687
2005-02-18,574.642
2005-02-21,577.441
2005-02-22,578.799
2005-02-23,570.852
2005-02-24,567.062
2005-02-25,573.237
2005-02-28,587.956
2005-03-01,583.94
2005-03-02,581.149
2005-03-03,584.344
2005-03-04,592.724
2005-03-07,595.779
2005-03-08,600.456
2005-03-09,596.265
2005-03-10,591.156
2005-03-11,590.435
2005-03-14,590.624
2005-03-15,590.952
2005-03-16,596.412
2005-03-17,594.932
2005-03-18,595.915
2005-03-21,594.647
2005-03-22,592.228
2005-03-23,571.548
2005-03-24,565.254
2005-03-25,565.254
2005-03-28,563.24
2005-03-29,559.214
2005-03-30,561.786
2005-03-31,563.009
2005-04-01,567.278
2005-04-04,560.63
2005-04-05,562.71
2005-04-06,559.478
2005-04-07,564.253
2005-04-08,570.536
2005-04-11,569.844
2005-04-12,570.117
2005-04-13,571.988
2005-04-14,560.161
2005-04-15,550.936
2005-04-18,539.173
2005-04-19,550.127
2005-04-20,554.601
2005-04-21,556.201
2005-04-22,563.579
2005-04-25,560.662
2005-04-26,559.355
2005-04-27,558.95
2005-04-28,560.607
2005-04-29,558.35
2005-05-02,562.213
2005-05-03,555.662
2005-05-04,552.561
2005-05-05,555.971
2005-05-06,557.547
2005-05-09,556.737
2005-05-10,558.697
2005-05-11,559.814
2005-05-12,558.092
2005-05-13,551.241
2005-05-16,541.135
2005-05-17,540.273
2005-05-18,545.998
2005-05-19,552.762
2005-05-20,550.161
2005-05-23,558.868
2005-05-24,563.191
2005-05-25,561.723
2005-05-26,561.596
2005-05-27,565.2
2005-05-30,568.373
2005-05-31,559.997
2005-06-01,562.898
2005-06-02,571.33
2005-06-03,574.613
2005-06-06,581.041
2005-06-07,584.879
2005-06-08,586.851
2005-06-09,583.434
2005-06-10,580.868
2005-06-13,580.296
2005-06-14,583.291
2005-06-15,587.539
2005-06-16,593.261
2005-06-17,604.852
2005-06-20,601.142
2005-06-21,601.83
2005-06-22,601.249
2005-06-23,594.884
2005-06-24,589.142
2005-06-27,587.203
2005-06-28,591.344
2005-06-29,586.532
2005-06-30,588.671
2005-07-01,579.807
2005-07-04,580.41
2005-07-05,575.299
2005-07-06,573.322
2005-07-07,566.349
2005-07-08,567.303
2005-07-11,575.142
2005-07-12,581.915
2005-07-13,577.996
2005-07-14,584.294
2005-07-15,581.835
2005-07-18,584.406
2005-07-19,578.383
2005-07-20,585.553
2005-07-21,599.478
2005-07-22,606.247
2005-07-25,602.453
2005-07-26,598.778
2005-07-27,597.069
2005-07-28,595.544
2005-07-29,601.761
2005-08-01,600.971
2005-08-02,603.796
2005-08-03,606.95
2005-08-04,609.745
2005-08-05,605.669
2005-08-08,609.02
2005-08-09,606.452
2005-08-10,610.753
2005-08-11,623.396
2005-08-12,624.636
2005-08-15,620.817
2005-08-16,623.485
2005-08-17,618.052
2005-08-18,607.689
2005-08-19,606.342
2005-08-22,614.798
2005-08-23,611.342
2005-08-24,605.787
2005-08-25,605.254
2005-08-26,610.565
2005-08-29,597.641
2005-08-30,600.052
2005-08-31,604.168
2005-09-01,619.936
2005-09-02,618.183
2005-09-05,620.205
2005-09-06,620.053
2005-09-07,625.661
2005-09-08,625.514
2005-09-09,627.834
2005-09-12,625.648
2005-09-13,626.345
2005-09-14,633.359
2005-09-15,628.313
2005-09-16,634.287
2005-09-19,635.193
2005-09-20,642.156
2005-09-21,639.069
2005-09-22,634.253
2005-09-23,628.521
2005-09-26,637.959
2005-09-27,638.737
2005-09-28,641.042
2005-09-29,650.757
2005-09-30,650.462
2005-10-03,648.593
2005-10-04,649.897
2005-10-05,629.647
2005-10-06,618.122
2005-10-07,614.344
2005-10-10,619.234
2005-10-11,608.523
2005-10-12,617.171
2005-10-13,605.349
2005-10-14,605.921
2005-10-17,607.259
2005-10-18,609.545
2005-10-19,601.357
2005-10-20,606.31
2005-10-21,601.417
2005-10-24,600.165
2005-10-25,607.768
2005-10-26,614.767
2005-10-27,617.438
2005-10-28,605.295
2005-10-31,612.699
2005-11-01,613.458
2005-11-02,607.777
2005-11-03,616.545
2005-11-04,610.234
2005-11-07,610.702
2005-11-08,618.631
2005-11-09,614.324
