Date,AUSTRIA MID CAP Mid Cap
2002-01-31,1113.964
2002-02-28,1135.336
2002-03-29,1208.896
2002-04-30,1281.139
2002-05-31,1302.026
2002-11-29,137.91
2002-12-31,154.28
2003-01-31,156.188
2003-02-28,160.59
2003-03-31,156.269
2003-04-30,156.081
2003-05-30,167.718
2003-06-30,173.887
2003-07-31,170.289
2003-08-29,170.268
2003-09-30,180.492
2003-10-31,190.157
2003-11-28,201.132
2003-12-31,215.03
2004-01-30,232.083
2004-02-27,243.148
2004-03-31,258.479
2004-04-30,258.406
2004-05-31,257.64
2004-06-30,273.718
2004-07-30,280.902
2004-08-31,276.187
2004-09-30,291.064
2004-10-29,308.682
2004-11-30,349.216
2004-12-31,393.076
2005-01-31,397.477
2005-02-28,432.37
2005-03-31,412.848
2005-04-29,402.429
2005-05-31,427.434
2005-06-30,480.314
2005-07-29,508.774
2005-08-31,563.679
2005-09-30,581.53
2005-10-31,553.855
2005-11-30,579.796
2005-12-30,596.132
2006-01-31,668.504
2006-02-28,671.593
2006-03-31,680.375
2006-04-28,709.863
2006-05-31,674.44
2006-06-30,683.253
2006-07-31,696.632
2006-08-31,728.968
2006-09-29,772.943
2006-10-31,798.169
2006-11-30,848.6
2006-12-29,900.222
2007-01-31,927.21
2007-02-28,923.211
2007-03-30,963.884
2007-04-30,998.687
2007-05-31,1000.0
2007-06-29,996.812
2007-07-31,929.108
2007-08-31,866.268
2007-09-28,823.612
2007-10-31,850.299
2007-11-30,761.788
2007-12-31,741.702
2008-01-31,662.939
2008-02-29,667.048
2008-03-31,668.238
2008-04-30,731.762
2008-05-30,754.053
2008-06-30,687.842
2008-07-31,597.696
2008-08-29,570.885
2008-09-30,375.883
2008-10-31,234.54
2008-11-28,202.153
2008-12-31,220.456
2009-01-30,200.116
2009-02-27,167.27
2009-03-31,192.406
2009-04-30,216.866
2009-05-29,267.424
2009-06-30,259.216
2009-07-31,274.264
2009-08-31,318.384
2009-09-30,350.135
2009-10-30,329.417
2009-11-30,335.663
2009-12-31,308.502
2010-01-29,288.279
2010-02-26,277.705
2010-03-31,306.42
2010-04-30,303.826
2010-05-31,248.326
2010-06-30,231.851
2010-07-30,275.044
2010-08-31,265.709
2010-09-30,311.294
2010-10-29,330.73
2010-11-30,306.496
2010-12-31,343.809
2011-01-31,343.606
2011-02-28,352.513
2011-03-31,353.804
2011-04-29,369.332
2011-05-31,354.073
2011-06-30,358.297
2011-07-29,341.279
2011-08-31,288.564
2011-09-30,235.737
2011-10-31,265.357
2011-11-30,239.528
2011-12-30,244.575
2012-01-31,266.187
2012-02-29,280.586
2012-03-30,276.918
2012-04-30,263.756
2012-05-31,219.069
2012-06-29,235.189
2012-07-31,239.092
2012-08-31,233.722
2012-09-28,246.8
2012-10-31,260.049
2012-11-30,272.505
2012-12-31,289.723
2013-01-31,296.801
2013-02-28,285.121
2013-03-29,267.356
2013-04-30,275.141
2013-05-31,264.106
2013-06-28,250.103
2013-07-31,272.393
2013-08-30,281.408
2013-09-30,306.887
2013-10-31,316.499
2013-11-29,327.632
2013-12-31,315.138
2014-01-31,305.571
2014-02-28,318.061
2014-03-31,307.898
2014-04-30,309.717
2014-05-30,309.548
2014-06-30,309.887
2014-07-31,285.857
2014-08-29,278.464
2014-09-30,257.426
2014-10-31,254.428
2014-11-28,264.378
2014-12-31,240.361
2015-01-30,219.137
2015-02-27,250.543
2015-03-31,245.236
2015-04-30,257.299
2015-05-29,250.89
2015-06-30,237.86
2015-07-31,246.652
2015-08-31,212.099
2015-09-30,200.005
2015-10-30,222.679
2015-11-30,215.481
2015-12-31,206.214
2016-01-29,184.399
2016-02-29,194.372
2016-03-31,218.625
2016-04-29,232.094
2016-05-31,215.57
2016-06-30,208.071
2016-07-29,216.053
2016-08-31,217.19
2016-09-30,228.267
2016-10-31,234.981
2016-11-30,245.434
2016-12-30,254.012
2017-01-31,270.5
2017-02-28,276.494
2017-03-31,273.98
2017-04-28,300.799
2017-05-31,338.351
2017-06-30,337.054
2017-07-31,368.451
2017-08-31,373.498
2017-09-29,379.891
2017-10-31,393.282
2017-11-30,405.39
2017-12-29,413.509
2018-01-31,446.673
2018-02-28,404.461
2018-03-30,394.717
2018-04-30,390.89
2018-05-31,375.227
2018-06-29,362.602
2018-07-31,384.231
2018-08-31,356.927
2018-09-28,365.63
2018-10-31,333.368
2018-11-30,317.225
2018-12-31,287.539
2019-01-31,318.761
2019-02-28,318.796
2019-03-29,308.95
2019-04-30,325.54
2019-05-31,286.117
2019-06-28,306.067
2019-07-31,307.144
2019-08-30,300.89
2019-09-30,310.426
2019-10-31,331.246
2019-11-29,319.862
2019-12-31,326.672
2020-01-31,299.927
2020-02-28,261.408
2020-03-31,200.068
2020-04-30,228.601
2020-05-29,234.126
2020-06-30,240.734
2020-07-31,238.509
2020-08-31,251.551
2020-09-30,229.33
2020-10-30,228.28
2020-11-30,301.474
2020-12-31,339.157
2021-01-29,346.843
2021-02-26,361.112
2021-03-31,370.64
2021-04-30,385.838
2021-05-31,435.305
2021-06-30,414.863
2021-07-30,424.726
2021-08-31,448.723
2021-09-30,458.242
2021-10-29,463.526
2021-11-30,450.553
2021-12-31,481.495
2022-01-31,476.055
2022-02-28,372.845
2022-03-31,369.206
2022-04-29,336.905
2022-05-31,366.625
2022-06-30,297.057
2022-07-29,290.009
2022-08-31,267.007
2022-09-30,249.13
2022-10-31,295.338
2022-11-30,351.702
2022-12-30,358.571
2023-01-31,400.736
2023-02-28,416.129
2023-03-31,366.836
2023-04-28,389.726
2023-05-31,363.792
2023-06-30,398.766
2023-07-31,421.748
2023-08-31,403.77
2023-09-29,397.51
2023-10-31,386.854
2023-11-30,420.681
2023-12-29,431.42
2024-01-31,448.693
2024-02-29,419.065
2024-03-29,458.1
2024-04-30,470.824
2024-05-31,512.78
2024-06-28,495.019
2024-07-31,519.15
2024-08-30,540.015
2024-09-30,542.32
2024-10-31,534.719
2024-11-29,519.535
2024-12-31,565.181
2025-01-31,574.044
2025-02-28,621.433
2025-03-31,656.929
2025-04-30,649.749
2025-05-30,770.041
2025-06-30,824.875
2025-07-31,868.469
2025-08-29,904.615
2025-09-30,917.852
2025-10-31,966.271
2025-11-28,989.014
