Date,AUSTRIA MID CAP Mid Cap
2007-01-31,927.21
2007-02-28,923.211
2007-03-30,963.884
2007-04-30,998.687
2007-05-31,1000.0
2007-06-29,996.62
2007-07-31,927.685
2007-08-31,864.942
2007-09-28,822.352
2007-10-31,847.675
2007-11-30,759.438
2007-12-31,739.414
2008-01-31,660.894
2008-02-29,664.99
2008-03-31,665.894
2008-04-30,728.945
2008-05-30,748.491
2008-06-30,682.583
2008-07-31,591.703
2008-08-29,565.16
2008-09-30,372.114
2008-10-31,231.627
2008-11-28,200.054
2008-12-31,218.166
2009-01-30,198.038
2009-02-27,165.533
2009-03-31,190.408
2009-04-30,214.614
2009-05-29,262.68
2009-06-30,254.216
2009-07-31,267.98
2009-08-31,311.088
2009-09-30,342.113
2009-10-30,321.605
2009-11-30,327.703
2009-12-31,301.186
2010-01-29,281.442
2010-02-26,271.119
2010-03-31,299.153
2010-04-30,296.621
2010-05-31,242.437
2010-06-30,225.129
2010-07-30,266.442
2010-08-31,257.398
2010-09-30,301.558
2010-10-29,320.386
2010-11-30,296.91
2010-12-31,333.056
2011-01-31,332.859
2011-02-28,341.488
2011-03-31,342.738
2011-04-29,357.78
2011-05-31,341.127
2011-06-30,344.848
2011-07-29,327.893
2011-08-31,277.246
2011-09-30,226.491
2011-10-31,254.949
2011-11-30,230.133
2011-12-30,234.982
2012-01-31,255.746
2012-02-29,269.58
2012-03-30,266.057
2012-04-30,253.411
2012-05-31,209.551
2012-06-29,224.735
2012-07-31,228.06
2012-08-31,222.938
2012-09-28,235.413
2012-10-31,247.373
2012-11-30,259.222
2012-12-31,275.601
2013-01-31,282.334
2013-02-28,271.224
2013-03-29,253.908
2013-04-30,261.301
2013-05-31,250.602
2013-06-28,237.268
2013-07-31,257.661
2013-08-30,266.188
2013-09-30,290.289
2013-10-31,298.684
2013-11-29,309.19
2013-12-31,297.399
2014-01-31,288.371
2014-02-28,300.158
2014-03-31,290.396
2014-04-30,292.112
2014-05-30,291.952
2014-06-30,291.435
2014-07-31,268.371
2014-08-29,261.43
2014-09-30,241.678
2014-10-31,238.864
2014-11-28,248.206
2014-12-31,225.657
2015-01-30,205.732
2015-02-27,235.217
2015-03-31,229.928
2015-04-30,241.238
2015-05-29,235.229
2015-06-30,223.013
2015-07-31,230.581
2015-08-31,198.279
2015-09-30,186.973
2015-10-30,208.169
2015-11-30,201.441
2015-12-31,192.777
2016-01-29,172.384
2016-02-29,181.707
2016-03-31,204.38
2016-04-29,216.46
2016-05-31,200.384
2016-06-30,193.414
2016-07-29,200.286
2016-08-31,201.34
2016-09-30,211.608
2016-10-31,217.832
2016-11-30,227.523
2016-12-30,235.474
2017-01-31,250.759
2017-02-28,256.315
2017-03-31,253.507
2017-04-28,278.322
2017-05-31,312.233
2017-06-30,311.037
2017-07-31,339.396
2017-08-31,344.045
2017-09-29,349.934
2017-10-31,362.269
2017-11-30,373.422
2017-12-29,380.901
2018-01-31,411.45
2018-02-28,372.566
2018-03-30,363.021
2018-04-30,359.501
2018-05-31,344.033
2018-06-29,332.015
2018-07-31,351.006
2018-08-31,326.063
2018-09-28,334.013
2018-10-31,304.541
2018-11-30,289.794
2018-12-31,262.675
2019-01-31,291.197
2019-02-28,291.229
2019-03-29,281.774
2019-04-30,296.904
2019-05-31,259.852
2019-06-28,277.378
2019-07-31,277.812
2019-08-30,272.156
2019-09-30,280.781
2019-10-31,299.612
2019-11-29,289.315
2019-12-31,295.475
2020-01-31,271.285
2020-02-28,236.444
2020-03-31,180.962
2020-04-30,206.77
2020-05-29,211.767
2020-06-30,217.607
2020-07-31,215.421
2020-08-31,227.2
2020-09-30,207.13
2020-10-30,205.412
2020-11-30,271.273
2020-12-31,305.182
2021-01-29,312.098
2021-02-26,324.938
2021-03-31,333.511
2021-04-30,346.742
2021-05-31,391.197
2021-06-30,371.876
2021-07-30,380.499
2021-08-31,401.997
2021-09-30,410.525
2021-10-29,415.259
2021-11-30,403.29
2021-12-31,430.987
2022-01-31,426.118
2022-02-28,333.734
2022-03-31,330.477
2022-04-29,301.564
2022-05-31,326.045
2022-06-30,262.956
2022-07-29,256.109
2022-08-31,235.796
2022-09-30,220.008
2022-10-31,260.815
2022-11-30,310.59
2022-12-30,316.657
2023-01-31,353.893
2023-02-28,367.487
2023-03-31,323.956
2023-04-28,344.17
2023-05-31,318.484
2023-06-30,345.71
2023-07-31,364.807
2023-08-31,349.256
2023-09-29,343.841
2023-10-31,334.624
2023-11-30,363.884
2023-12-29,373.173
2024-01-31,388.114
2024-02-29,362.487
2024-03-29,396.251
2024-04-30,407.257
2024-05-31,439.235
2024-06-28,420.493
2024-07-31,440.616
2024-08-30,458.324
2024-09-30,460.28
2024-10-31,453.829
2024-11-29,440.942
2024-12-31,479.683
2025-01-31,487.205
2025-02-28,527.426
2025-03-31,557.552
2025-04-30,551.458
2025-05-30,647.902
