Date,WORLD ex USA MID VALUE Mid Cap
2001-01-01,356.575
2001-01-02,357.716
2001-01-03,355.725
2001-01-04,355.325
2001-01-05,357.062
2001-01-08,357.097
2001-01-09,353.145
2001-01-10,352.017
2001-01-11,351.503
2001-01-12,350.824
2001-01-15,349.226
2001-01-16,349.506
2001-01-17,349.146
2001-01-18,352.469
2001-01-19,351.698
2001-01-22,351.55
2001-01-23,352.624
2001-01-24,348.761
2001-01-25,350.943
2001-01-26,351.015
2001-01-29,351.66
2001-01-30,354.072
2001-01-31,356.767
2001-02-01,361.153
2001-02-02,358.47
2001-02-05,358.05
2001-02-06,356.964
2001-02-07,356.364
2001-02-08,353.463
2001-02-09,354.22
2001-02-12,355.906
2001-02-13,355.067
2001-02-14,355.618
2001-02-15,354.597
2001-02-16,355.095
2001-02-19,355.261
2001-02-20,354.494
2001-02-21,352.919
2001-02-22,352.055
2001-02-23,352.916
2001-02-26,353.991
2001-02-27,357.342
2001-02-28,355.184
2001-03-01,355.122
2001-03-02,353.181
2001-03-05,352.457
2001-03-06,356.25
2001-03-07,355.277
2001-03-08,356.623
2001-03-09,355.895
2001-03-12,350.164
2001-03-13,342.413
2001-03-14,336.656
2001-03-15,337.847
2001-03-16,331.737
2001-03-19,332.683
2001-03-20,332.996
2001-03-21,333.137
2001-03-22,322.015
2001-03-23,328.064
2001-03-26,335.901
2001-03-27,338.286
2001-03-28,337.761
2001-03-29,333.263
2001-03-30,331.608
2001-04-02,329.16
2001-04-03,330.937
2001-04-04,334.593
2001-04-05,337.024
2001-04-06,338.709
2001-04-09,337.565
2001-04-10,337.244
2001-04-11,337.81
2001-04-12,341.55
2001-04-13,341.705
2001-04-16,339.338
2001-04-17,339.001
2001-04-18,341.763
2001-04-19,346.352
2001-04-20,348.221
2001-04-23,347.495
2001-04-24,347.25
2001-04-25,348.598
2001-04-26,351.346
2001-04-27,350.184
2001-04-30,351.154
2001-05-01,356.38
2001-05-02,356.482
2001-05-03,356.139
2001-05-04,356.791
2001-05-07,356.56
2001-05-08,353.82
2001-05-09,351.806
2001-05-10,352.709
2001-05-11,352.041
2001-05-14,348.895
2001-05-15,351.408
2001-05-16,351.588
2001-05-17,355.225
2001-05-18,355.305
2001-05-21,357.363
2001-05-22,356.774
2001-05-23,356.77
2001-05-24,355.622
2001-05-25,353.952
2001-05-28,353.9
2001-05-29,354.29
2001-05-30,352.453
2001-05-31,351.548
2001-06-01,351.839
2001-06-04,352.394
2001-06-05,351.993
2001-06-06,350.966
2001-06-07,353.355
2001-06-08,353.119
2001-06-11,349.124
2001-06-12,345.853
2001-06-13,347.617
2001-06-14,346.764
2001-06-15,344.627
2001-06-18,343.373
2001-06-19,342.329
2001-06-20,339.678
2001-06-21,341.401
2001-06-22,343.222
2001-06-25,343.893
2001-06-26,343.957
2001-06-27,342.938
2001-06-28,340.51
2001-06-29,343.005
2001-07-02,342.538
2001-07-03,343.126
2001-07-04,341.308
2001-07-05,337.474
2001-07-06,334.967
2001-07-09,334.433
2001-07-10,336.104
2001-07-11,335.098
2001-07-12,335.983
2001-07-13,335.385
2001-07-16,334.636
2001-07-17,332.518
2001-07-18,334.992
2001-07-19,336.566
2001-07-20,337.15
2001-07-23,333.513
2001-07-24,334.419
2001-07-25,334.845
2001-07-26,335.174
2001-07-27,336.093
2001-07-30,334.919
2001-07-31,337.677
2001-08-01,341.445
2001-08-02,346.204
2001-08-03,345.031
2001-08-06,344.121
2001-08-07,343.69
2001-08-08,342.045
2001-08-09,340.674
2001-08-10,343.077
2001-08-13,342.682
2001-08-14,344.898
2001-08-15,349.53
2001-08-16,348.093
2001-08-17,347.458
2001-08-20,344.403
2001-08-21,346.769
2001-08-22,349.337
2001-08-23,347.177
2001-08-24,347.968
2001-08-27,347.337
2001-08-28,346.243
2001-08-29,344.896
2001-08-30,340.943
2001-08-31,340.192
2001-09-03,336.415
2001-09-04,335.853
2001-09-05,331.984
2001-09-06,329.583
2001-09-07,328.541
2001-09-10,321.88
2001-09-11,316.47
2001-09-12,307.369
2001-09-13,310.824
2001-09-14,310.988
2001-09-17,303.586
2001-09-18,302.347
2001-09-19,302.993
2001-09-20,295.256
2001-09-21,285.355
2001-09-24,289.692
2001-09-25,294.534
2001-09-26,295.756
2001-09-27,295.155
2001-09-28,300.701
2001-10-01,302.316
2001-10-02,302.853
2001-10-03,303.552
2001-10-04,307.78
2001-10-05,308.577
2001-10-08,307.56
2001-10-09,305.928
2001-10-10,304.376
2001-10-11,307.375
2001-10-12,309.822
2001-10-15,309.052
2001-10-16,310.764
2001-10-17,312.694
2001-10-18,308.402
2001-10-19,306.135
2001-10-22,304.45
2001-10-23,306.94
2001-10-24,308.344
2001-10-25,309.561
2001-10-26,310.321
2001-10-29,309.733
2001-10-30,307.81
2001-10-31,307.408
2001-11-01,308.207
2001-11-02,308.032
2001-11-05,309.237
2001-11-06,310.926
2001-11-07,310.905
2001-11-08,312.487
2001-11-09,311.295
2001-11-12,309.266
2001-11-13,308.288
2001-11-14,309.76
2001-11-15,311.499
2001-11-16,312.035
2001-11-19,313.28
2001-11-20,312.725
2001-11-21,311.244
2001-11-22,311.909
2001-11-23,311.05
2001-11-26,314.066
2001-11-27,313.555
2001-11-28,311.797
2001-11-29,311.297
2001-11-30,313.836
2001-12-03,309.883
2001-12-04,311.632
2001-12-05,315.503
2001-12-06,317.819
2001-12-07,316.131
2001-12-10,312.085
2001-12-11,310.284
2001-12-12,311.746
2001-12-13,308.329
2001-12-14,307.504
2001-12-17,308.18
2001-12-18,308.46
2001-12-19,306.183
2001-12-20,306.617
2001-12-21,305.317
2001-12-24,304.233
2001-12-25,304.018
2001-12-26,303.409
2001-12-27,307.736
2001-12-28,309.649
2001-12-31,311.305
2002-01-01,311.305
2002-01-02,312.402
2002-01-03,315.12
2002-01-04,317.433
2002-01-07,317.257
2002-01-08,313.528
2002-01-09,312.793
2002-01-10,311.691
2002-01-11,311.251
2002-01-14,310.583
2002-01-15,309.381
2002-01-16,307.075
2002-01-17,307.378
2002-01-18,309.456
2002-01-21,310.089
2002-01-22,307.79
2002-01-23,308.102
2002-01-24,307.75
2002-01-25,304.737
2002-01-28,306.219
2002-01-29,305.146
2002-01-30,303.412
2002-01-31,304.949
2002-02-01,304.377
2002-02-04,304.031
2002-02-05,301.412
2002-02-06,300.318
2002-02-07,301.16
2002-02-08,302.466
2002-02-11,304.868
2002-02-12,307.515
2002-02-13,308.166
2002-02-14,309.459
2002-02-15,309.74
2002-02-18,309.016
2002-02-19,305.024
2002-02-20,303.728
2002-02-21,306.595
2002-02-22,307.173
2002-02-25,306.752
2002-02-26,307.363
2002-02-27,310.33
2002-02-28,311.582
2002-03-01,314.808
2002-03-04,323.149
2002-03-05,321.83
2002-03-06,324.188
2002-03-07,331.023
2002-03-08,331.146
2002-03-11,332.697
2002-03-12,328.737
2002-03-13,327.17
2002-03-14,329.663
2002-03-15,331.909
2002-03-18,331.185
2002-03-19,333.603
2002-03-20,333.155
2002-03-21,332.138
2002-03-22,330.069
2002-03-25,328.699
2002-03-26,328.878
2002-03-27,329.813
2002-03-28,330.826
2002-03-29,329.481
2002-04-01,330.277
2002-04-02,330.785
2002-04-03,332.11
2002-04-04,332.405
2002-04-05,333.242
2002-04-08,330.741
2002-04-09,329.99
2002-04-10,333.323
2002-04-11,332.072
2002-04-12,330.948
2002-04-15,332.361
2002-04-16,335.186
2002-04-17,338.413
2002-04-18,340.055
2002-04-19,340.191
2002-04-22,341.141
2002-04-23,341.041
2002-04-24,341.096
2002-04-25,341.275
2002-04-26,340.233
2002-04-29,340.501
2002-04-30,340.723
2002-05-01,343.234
2002-05-02,344.051
2002-05-03,346.746
2002-05-06,346.508
2002-05-07,343.338
2002-05-08,345.138
2002-05-09,345.029
2002-05-10,346.132
2002-05-13,345.855
2002-05-14,343.713
2002-05-15,346.674
2002-05-16,348.851
2002-05-17,353.111
2002-05-20,353.395
2002-05-21,354.033
2002-05-22,355.546
2002-05-23,354.624
2002-05-24,355.23
2002-05-27,354.672
2002-05-28,356.433
2002-05-29,355.601
2002-05-30,356.072
2002-05-31,355.73
2002-06-03,356.688
2002-06-04,354.68
2002-06-05,352.13
2002-06-06,352.331
2002-06-07,349.939
2002-06-10,349.655
2002-06-11,350.345
2002-06-12,347.995
2002-06-13,344.983
2002-06-14,337.846
2002-06-17,339.173
2002-06-18,340.386
2002-06-19,338.466
2002-06-20,337.199
2002-06-21,337.216
2002-06-24,336.064
2002-06-25,337.117
2002-06-26,336.543
2002-06-27,337.354
2002-06-28,344.341
2002-07-01,345.276
2002-07-02,341.368
2002-07-03,337.154
2002-07-04,337.922
2002-07-05,342.587
2002-07-08,346.194
2002-07-09,348.233
2002-07-10,342.156
2002-07-11,334.409
2002-07-12,333.624
2002-07-15,327.22
2002-07-16,325.57
2002-07-17,329.073
2002-07-18,333.26
2002-07-19,327.377
2002-07-22,317.691
2002-07-23,310.793
2002-07-24,307.014
2002-07-25,312.011
2002-07-26,305.23
2002-07-29,312.043
2002-07-30,315.602
2002-07-31,316.338
2002-08-01,309.25
2002-08-02,309.376
2002-08-05,303.274
2002-08-06,300.657
2002-08-07,302.225
2002-08-08,305.711
2002-08-09,310.228
2002-08-12,308.416
2002-08-13,309.861
2002-08-14,311.379
2002-08-15,314.862
2002-08-16,315.031
2002-08-19,315.48
2002-08-20,313.56
2002-08-21,317.47
2002-08-22,320.482
2002-08-23,318.553
2002-08-26,319.932
2002-08-27,322.713
2002-08-28,317.097
2002-08-29,313.885
2002-08-30,315.121
2002-09-02,313.387
2002-09-03,307.788
2002-09-04,305.651
2002-09-05,304.128
2002-09-06,305.808
2002-09-09,304.645
2002-09-10,307.039
2002-09-11,308.489
2002-09-12,305.759
2002-09-13,302.708
2002-09-16,300.387
2002-09-17,300.284
2002-09-18,295.896
2002-09-19,295.48
2002-09-20,294.109
2002-09-23,289.054
2002-09-24,284.502
2002-09-25,285.361
2002-09-26,290.646
2002-09-27,292.079
2002-09-30,288.809
2002-10-01,286.006
2002-10-02,285.924
2002-10-03,283.639
2002-10-04,281.895
2002-10-07,275.637
2002-10-08,273.834
2002-10-09,271.168
2002-10-10,272.858
2002-10-11,282.318
2002-10-14,280.525
2002-10-15,289.538
2002-10-16,288.675
2002-10-17,291.582
2002-10-18,291.18
2002-10-21,292.321
2002-10-22,289.442
2002-10-23,286.169
2002-10-24,288.94
2002-10-25,288.428
2002-10-28,291.93
2002-10-29,287.216
2002-10-30,289.329
2002-10-31,292.886
2002-11-01,292.131
2002-11-04,297.901
2002-11-05,301.1
2002-11-06,299.238
2002-11-07,299.599
2002-11-08,297.683
2002-11-11,293.67
2002-11-12,295.623
2002-11-13,291.182
2002-11-14,290.982
2002-11-15,293.053
2002-11-18,293.679
2002-11-19,291.358
2002-11-20,290.372
2002-11-21,296.758
2002-11-22,297.929
2002-11-25,297.126
2002-11-26,293.584
2002-11-27,297.068
2002-11-28,301.624
2002-11-29,302.81
2002-12-02,301.526
2002-12-03,298.831
2002-12-04,297.104
2002-12-05,295.216
2002-12-06,295.047
2002-12-09,291.561
2002-12-10,292.183
2002-12-11,293.623
2002-12-12,293.209
2002-12-13,292.871
2002-12-16,293.991
2002-12-17,293.685
2002-12-18,289.671
2002-12-19,290.347
2002-12-20,292.013
2002-12-23,291.799
2002-12-24,292.723
2002-12-25,292.504
2002-12-26,294.042
2002-12-27,292.148
2002-12-30,295.3
2002-12-31,297.382
2003-01-01,297.382
2003-01-02,300.373
2003-01-03,301.4
2003-01-06,305.322
2003-01-07,302.023
2003-01-08,296.805
2003-01-09,299.788
2003-01-10,302.375
2003-01-13,303.24
2003-01-14,305.55
2003-01-15,304.287
2003-01-16,305.716
2003-01-17,304.856
2003-01-20,303.306
2003-01-21,301.521
2003-01-22,298.771
2003-01-23,299.446
2003-01-24,299.339
2003-01-27,292.286
2003-01-28,291.349
2003-01-29,288.444
2003-01-30,290.044
2003-01-31,289.63
2003-02-03,293.294
2003-02-04,291.807
2003-02-05,293.94
2003-02-06,291.299
2003-02-07,289.813
2003-02-10,287.357
2003-02-11,289.031
2003-02-12,287.965
2003-02-13,288.227
2003-02-14,289.225
2003-02-17,292.366
2003-02-18,293.924
2003-02-19,292.822
2003-02-20,292.391
2003-02-21,291.996
2003-02-24,290.46
2003-02-25,283.159
2003-02-26,282.676
2003-02-27,282.732
2003-02-28,286.086
2003-03-03,287.855
2003-03-04,285.981
2003-03-05,285.611
2003-03-06,283.987
2003-03-07,279.57
2003-03-10,276.889
2003-03-11,275.949
2003-03-12,271.142
2003-03-13,275.398
2003-03-14,278.164
2003-03-17,280.714
2003-03-18,282.111
2003-03-19,283.032
2003-03-20,284.266
2003-03-21,287.065
2003-03-24,285.661
2003-03-25,286.168
2003-03-26,287.794
2003-03-27,286.815
2003-03-28,285.49
2003-03-31,281.908
2003-04-01,282.524
2003-04-02,285.786
2003-04-03,285.997
2003-04-04,287.184
2003-04-07,292.754
2003-04-08,290.243
2003-04-09,290.107
2003-04-10,290.842
2003-04-11,290.03
2003-04-14,291.349
2003-04-15,295.26
2003-04-16,296.282
2003-04-17,298.213
2003-04-18,298.329
2003-04-21,297.429
2003-04-22,299.319
2003-04-23,302.828
2003-04-24,302.074
2003-04-25,299.04
2003-04-28,301.945
2003-04-29,303.818
2003-04-30,309.729
2003-05-01,311.494
2003-05-02,312.259
2003-05-05,315.176
2003-05-06,320.854
2003-05-07,319.908
2003-05-08,317.232
2003-05-09,320.08
2003-05-12,322.18
2003-05-13,322.174
2003-05-14,323.609
2003-05-15,323.46
2003-05-16,325.73
2003-05-19,321.599
2003-05-20,321.752
2003-05-21,321.13
2003-05-22,322.988
2003-05-23,325.092
2003-05-26,326.138
2003-05-27,325.402
2003-05-28,326.631
2003-05-29,329.454
2003-05-30,329.179
2003-06-02,333.077
2003-06-03,331.23
2003-06-04,333.323
2003-06-05,338.251
2003-06-06,340.443
2003-06-09,339.5
2003-06-10,338.613
2003-06-11,342.981
2003-06-12,344.162
2003-06-13,343.492
2003-06-16,346.85
2003-06-17,349.901
2003-06-18,347.716
2003-06-19,344.594
2003-06-20,345.534
2003-06-23,342.193
2003-06-24,337.541
2003-06-25,341.486
2003-06-26,337.828
