Date,WORLD ex USA MID VALUE Mid Cap
2003-06-27,339.914
2003-06-30,338.68
2003-07-01,339.56
2003-07-02,344.706
2003-07-03,347.437
2003-07-04,346.272
2003-07-07,350.792
2003-07-08,349.289
2003-07-09,349.586
2003-07-10,348.438
2003-07-11,348.415
2003-07-14,352.051
2003-07-15,349.113
2003-07-16,346.44
2003-07-17,342.016
2003-07-18,343.07
2003-07-21,344.041
2003-07-22,343.146
2003-07-23,346.526
2003-07-24,350.698
2003-07-25,351.328
2003-07-28,353.412
2003-07-29,353.272
2003-07-30,350.49
2003-07-31,349.882
2003-08-01,350.753
2003-08-04,349.357
2003-08-05,349.727
2003-08-06,346.87
2003-08-07,348.191
2003-08-08,348.349
2003-08-11,349.975
2003-08-12,351.31
2003-08-13,354.355
2003-08-14,357.011
2003-08-15,357.002
2003-08-18,358.855
2003-08-19,360.321
2003-08-20,364.147
2003-08-21,364.569
2003-08-22,363.579
2003-08-25,362.918
2003-08-26,360.03
2003-08-27,360.722
2003-08-28,361.515
2003-08-29,363.71
2003-09-01,368.761
2003-09-02,367.622
2003-09-03,370.855
2003-09-04,370.956
2003-09-05,372.169
2003-09-08,374.258
2003-09-09,375.063
2003-09-10,372.303
2003-09-11,371.285
2003-09-12,374.441
2003-09-15,375.727
2003-09-16,377.69
2003-09-17,380.376
2003-09-18,383.834
2003-09-19,385.89
2003-09-22,384.982
2003-09-23,384.873
2003-09-24,385.187
2003-09-25,380.887
2003-09-26,378.115
2003-09-29,378.056
2003-09-30,376.281
2003-10-01,382.861
2003-10-02,387.961
2003-10-03,392.595
2003-10-06,393.297
2003-10-07,395.064
2003-10-08,394.858
2003-10-09,397.357
2003-10-10,400.013
2003-10-13,401.11
2003-10-14,401.907
2003-10-15,404.067
2003-10-16,406.0
2003-10-17,403.691
2003-10-20,404.332
2003-10-21,404.21
2003-10-22,401.439
2003-10-23,394.319
2003-10-24,395.425
2003-10-27,399.269
2003-10-28,400.88
2003-10-29,404.254
2003-10-30,407.412
2003-10-31,403.733
2003-11-03,402.539
2003-11-04,406.788
2003-11-05,405.72
2003-11-06,402.169
2003-11-07,406.984
2003-11-10,407.139
2003-11-11,402.288
2003-11-12,404.858
2003-11-13,408.823
2003-11-14,410.038
2003-11-17,400.791
2003-11-18,402.885
2003-11-19,401.56
2003-11-20,401.699
2003-11-21,403.085
2003-11-24,402.926
2003-11-25,405.642
2003-11-26,410.195
2003-11-27,410.804
2003-11-28,409.939
2003-12-01,415.373
2003-12-02,418.948
2003-12-03,421.006
2003-12-04,420.566
2003-12-05,421.218
2003-12-08,421.2
2003-12-09,422.743
2003-12-10,419.229
2003-12-11,417.861
2003-12-12,422.031
2003-12-15,424.976
2003-12-16,423.015
2003-12-17,422.102
2003-12-18,423.594
2003-12-19,424.688
2003-12-22,425.969
2003-12-23,428.267
2003-12-24,429.918
2003-12-25,429.745
2003-12-26,430.529
2003-12-29,432.577
2003-12-30,436.868
2003-12-31,439.187
2004-01-01,439.187
2004-01-02,442.038
2004-01-05,447.818
2004-01-06,449.142
2004-01-07,447.552
2004-01-08,449.63
2004-01-09,451.903
2004-01-12,451.357
2004-01-13,451.983
2004-01-14,453.307
2004-01-15,450.339
2004-01-16,448.764
2004-01-19,449.45
2004-01-20,453.35
2004-01-21,455.692
2004-01-22,459.577
2004-01-23,457.706
2004-01-26,453.945
2004-01-27,455.827
2004-01-28,454.829
2004-01-29,445.634
2004-01-30,447.399
2004-02-02,449.738
2004-02-03,451.516
2004-02-04,448.308
2004-02-05,449.931
2004-02-06,454.896
2004-02-09,457.43
2004-02-10,459.168
2004-02-11,459.763
2004-02-12,466.088
2004-02-13,465.864
2004-02-16,467.905
2004-02-17,472.085
2004-02-18,472.957
2004-02-19,471.671
2004-02-20,464.712
2004-02-23,466.832
2004-02-24,465.579
2004-02-25,463.746
2004-02-26,460.715
2004-02-27,463.68
2004-03-01,471.667
2004-03-02,468.59
2004-03-03,463.737
2004-03-04,465.854
2004-03-05,472.468
2004-03-08,471.202
2004-03-09,470.63
2004-03-10,463.297
2004-03-11,455.075
2004-03-12,453.277
2004-03-15,450.715
2004-03-16,456.904
2004-03-17,461.428
2004-03-18,465.0
2004-03-19,463.817
2004-03-22,458.817
2004-03-23,458.497
2004-03-24,458.616
2004-03-25,463.511
2004-03-26,463.551
2004-03-29,468.244
2004-03-30,467.912
2004-03-31,474.567
2004-04-01,480.582
2004-04-02,479.488
2004-04-05,477.323
2004-04-06,477.559
2004-04-07,480.652
2004-04-08,480.119
2004-04-09,478.677
2004-04-12,479.913
2004-04-13,477.154
2004-04-14,469.422
2004-04-15,465.069
2004-04-16,471.245
2004-04-19,469.918
2004-04-20,472.126
2004-04-21,466.608
2004-04-22,468.251
2004-04-23,469.574
2004-04-26,472.76
2004-04-27,471.306
2004-04-28,466.841
2004-04-29,464.877
2004-04-30,460.183
2004-05-03,460.423
2004-05-04,466.42
2004-05-05,470.043
2004-05-06,460.972
2004-05-07,451.597
2004-05-10,432.745
2004-05-11,435.887
2004-05-12,440.098
2004-05-13,437.291
2004-05-14,436.188
2004-05-17,430.99
2004-05-18,434.973
2004-05-19,447.126
2004-05-20,443.4
2004-05-21,449.842
2004-05-24,450.01
2004-05-25,451.27
2004-05-26,456.173
2004-05-27,463.751
2004-05-28,465.396
2004-05-31,465.504
2004-06-01,464.907
2004-06-02,466.809
2004-06-03,463.513
2004-06-04,467.102
2004-06-07,475.804
2004-06-08,476.045
2004-06-09,472.115
2004-06-10,474.546
2004-06-11,470.701
2004-06-14,467.944
2004-06-15,469.464
2004-06-16,473.041
2004-06-17,474.882
2004-06-18,476.703
2004-06-21,478.527
2004-06-22,476.538
2004-06-23,478.076
2004-06-24,484.253
2004-06-25,483.113
2004-06-28,488.475
2004-06-29,485.547
2004-06-30,486.188
2004-07-01,485.923
2004-07-02,485.668
2004-07-05,481.648
2004-07-06,479.903
2004-07-07,482.525
2004-07-08,482.911
2004-07-09,484.711
2004-07-12,486.39
2004-07-13,484.742
2004-07-14,483.739
2004-07-15,481.259
2004-07-16,486.6
2004-07-19,486.405
2004-07-20,483.256
2004-07-21,481.635
2004-07-22,478.006
2004-07-23,473.081
2004-07-26,471.621
2004-07-27,468.773
2004-07-28,469.186
2004-07-29,470.416
2004-07-30,473.956
2004-08-02,474.17
2004-08-03,475.653
2004-08-04,471.222
2004-08-05,472.859
2004-08-06,473.062
2004-08-09,468.723
2004-08-10,471.607
2004-08-11,469.0
2004-08-12,468.771
2004-08-13,468.802
2004-08-16,469.641
2004-08-17,470.657
2004-08-18,471.431
2004-08-19,476.334
2004-08-20,475.218
2004-08-23,476.502
2004-08-24,473.768
2004-08-25,475.347
2004-08-26,477.844
2004-08-27,479.645
2004-08-30,478.514
2004-08-31,479.223
2004-09-01,482.516
2004-09-02,483.243
2004-09-03,479.488
2004-09-06,484.073
2004-09-07,485.636
2004-09-08,487.06
2004-09-09,484.151
2004-09-10,488.56
2004-09-13,489.898
2004-09-14,491.856
2004-09-15,484.857
2004-09-16,486.388
2004-09-17,487.233
2004-09-20,486.145
2004-09-21,489.076
2004-09-22,486.95
2004-09-23,487.241
2004-09-24,485.649
2004-09-27,484.14
2004-09-28,485.626
2004-09-29,489.516
2004-09-30,493.564
2004-10-01,499.372
2004-10-04,500.125
2004-10-05,501.817
2004-10-06,501.648
2004-10-07,501.173
2004-10-08,505.708
2004-10-11,506.041
2004-10-12,499.662
2004-10-13,498.75
2004-10-14,498.548
2004-10-15,500.373
2004-10-18,499.518
2004-10-19,504.48
2004-10-20,502.967
2004-10-21,504.81
2004-10-22,506.628
2004-10-25,505.459
2004-10-26,506.072
2004-10-27,509.238
2004-10-28,511.542
2004-10-29,510.425
2004-11-01,513.128
2004-11-02,516.84
2004-11-03,520.84
2004-11-04,523.107
2004-11-05,527.79
2004-11-08,527.952
2004-11-09,527.98
2004-11-10,529.094
2004-11-11,530.091
2004-11-12,534.55
2004-11-15,536.934
2004-11-16,536.94
2004-11-17,542.239
2004-11-18,540.263
2004-11-19,542.739
2004-11-22,538.668
2004-11-23,540.642
2004-11-24,544.5
2004-11-25,551.065
2004-11-26,551.185
2004-11-29,553.451
2004-11-30,551.15
2004-12-01,553.4
2004-12-02,557.431
2004-12-03,559.676
2004-12-06,559.029
2004-12-07,557.576
2004-12-08,549.082
2004-12-09,543.73
2004-12-10,542.964
2004-12-13,548.973
2004-12-14,550.547
2004-12-15,558.602
2004-12-16,555.313
2004-12-17,555.591
2004-12-20,562.249
2004-12-21,561.663
2004-12-22,564.28
2004-12-23,567.643
2004-12-24,571.63
2004-12-27,574.323
2004-12-28,574.294
2004-12-29,572.553
2004-12-30,577.129
2004-12-31,577.866
2005-01-03,575.844
2005-01-04,570.889
2005-01-05,566.82
2005-01-06,564.283
2005-01-07,563.967
2005-01-10,566.584
2005-01-11,569.224
2005-01-12,573.619
2005-01-13,571.619
2005-01-14,571.245
2005-01-17,574.02
2005-01-18,571.224
2005-01-19,573.193
2005-01-20,566.581
2005-01-21,568.312
2005-01-24,569.857
2005-01-25,568.893
2005-01-26,575.993
2005-01-27,575.534
2005-01-28,573.186
2005-01-31,578.53
2005-02-01,578.711
2005-02-02,583.675
2005-02-03,580.279
2005-02-04,584.079
2005-02-07,582.31
2005-02-08,578.674
2005-02-09,579.011
2005-02-10,581.865
2005-02-11,584.249
2005-02-14,590.118
2005-02-15,593.021
2005-02-16,588.548
2005-02-17,592.936
2005-02-18,593.779
2005-02-21,591.847
2005-02-22,593.663
2005-02-23,587.748
2005-02-24,589.333
2005-02-25,594.724
2005-02-28,599.44
2005-03-01,599.4
2005-03-02,595.979
2005-03-03,597.446
2005-03-04,605.421
2005-03-07,604.749
2005-03-08,608.664
2005-03-09,608.326
2005-03-10,605.614
2005-03-11,608.948
2005-03-14,604.445
2005-03-15,605.417
2005-03-16,606.03
2005-03-17,602.325
2005-03-18,600.819
2005-03-21,597.313
2005-03-22,599.642
2005-03-23,588.507
2005-03-24,588.602
2005-03-25,589.032
2005-03-28,586.988
2005-03-29,582.621
2005-03-30,582.292
2005-03-31,587.566
2005-04-01,589.835
2005-04-04,582.642
2005-04-05,586.589
2005-04-06,588.409
2005-04-07,590.297
2005-04-08,589.795
2005-04-11,592.141
2005-04-12,588.186
2005-04-13,590.825
2005-04-14,582.31
2005-04-15,576.808
2005-04-18,566.739
2005-04-19,574.563
2005-04-20,574.793
2005-04-21,572.937
2005-04-22,579.54
2005-04-25,579.021
2005-04-26,575.619
2005-04-27,568.97
2005-04-28,566.361
2005-04-29,569.852
2005-05-02,569.652
2005-05-03,571.375
2005-05-04,575.572
2005-05-05,576.657
2005-05-06,577.432
2005-05-09,575.685
2005-05-10,574.581
2005-05-11,572.731
2005-05-12,568.981
2005-05-13,564.262
2005-05-16,559.562
2005-05-17,558.561
2005-05-18,562.333
2005-05-19,566.881
2005-05-20,564.838
2005-05-23,570.21
2005-05-24,569.643
2005-05-25,567.747
2005-05-26,568.262
2005-05-27,570.528
2005-05-30,572.595
2005-05-31,571.302
2005-06-01,573.263
2005-06-02,573.221
2005-06-03,573.765
2005-06-06,575.031
2005-06-07,577.249
2005-06-08,579.735
2005-06-09,573.784
2005-06-10,575.654
2005-06-13,573.576
2005-06-14,576.032
2005-06-15,578.402
2005-06-16,581.619
2005-06-17,588.063
2005-06-20,585.126
2005-06-21,587.265
2005-06-22,587.469
2005-06-23,586.134
2005-06-24,583.268
2005-06-27,580.112
2005-06-28,581.095
2005-06-29,582.543
2005-06-30,581.792
2005-07-01,578.73
2005-07-04,577.02
2005-07-05,575.949
2005-07-06,578.728
2005-07-07,571.696
2005-07-08,575.108
2005-07-11,583.504
2005-07-12,588.397
2005-07-13,585.628
2005-07-14,587.136
2005-07-15,584.477
2005-07-18,585.691
2005-07-19,583.654
2005-07-20,583.858
2005-07-21,593.483
2005-07-22,593.079
2005-07-25,591.072
2005-07-26,589.068
2005-07-27,592.114
2005-07-28,595.689
2005-07-29,598.218
2005-08-01,601.944
2005-08-02,606.193
2005-08-03,609.837
2005-08-04,608.332
2005-08-05,601.664
2005-08-08,605.462
2005-08-09,607.109
2005-08-10,616.872
2005-08-11,621.755
2005-08-12,622.164
2005-08-15,620.245
2005-08-16,619.946
2005-08-17,617.895
2005-08-18,609.843
2005-08-19,610.03
2005-08-22,619.157
2005-08-23,616.875
2005-08-24,615.338
2005-08-25,614.38
2005-08-26,616.058
2005-08-29,611.733
2005-08-30,609.106
2005-08-31,616.07
2005-09-01,627.428
2005-09-02,632.362
2005-09-05,634.639
2005-09-06,634.935
2005-09-07,635.554
2005-09-08,633.136
2005-09-09,638.82
2005-09-12,637.06
2005-09-13,634.548
2005-09-14,637.799
2005-09-15,636.216
2005-09-16,637.426
2005-09-19,635.997
2005-09-20,640.092
2005-09-21,639.722
2005-09-22,635.083
2005-09-23,632.708
2005-09-26,638.835
2005-09-27,635.354
2005-09-28,640.459
2005-09-29,644.726
2005-09-30,645.036
2005-10-03,640.47
2005-10-04,643.466
2005-10-05,637.046
2005-10-06,631.497
2005-10-07,629.696
2005-10-10,628.696
2005-10-11,630.553
2005-10-12,628.488
2005-10-13,619.048
2005-10-14,621.6
2005-10-17,619.645
2005-10-18,614.079
2005-10-19,607.256
2005-10-20,610.003
2005-10-21,608.788
2005-10-24,612.087
2005-10-25,619.155
2005-10-26,620.948
2005-10-27,621.569
2005-10-28,618.077
2005-10-31,625.909
2005-11-01,629.214
2005-11-02,632.737
2005-11-03,636.649
2005-11-04,630.892
2005-11-07,632.107
2005-11-08,630.317
2005-11-09,628.666
