Date,WORLD ex USA MID VALUE Mid Cap
1994-05-31,288.554
1994-06-30,296.322
1994-07-29,297.515
1994-08-31,299.563
1994-09-30,291.862
1994-10-31,296.505
1994-11-30,279.912
1994-12-30,283.852
1995-01-31,275.033
1995-02-28,268.118
1995-03-31,282.738
1995-04-28,292.082
1995-05-31,284.711
1995-06-30,278.894
1995-07-31,293.59
1995-08-31,284.162
1995-09-29,284.304
1995-10-31,276.246
1995-11-30,280.048
1995-12-29,290.835
1996-01-31,295.675
1996-02-29,297.741
1996-03-29,302.818
1996-04-30,317.93
1996-05-31,311.864
1996-06-28,312.998
1996-07-31,303.854
1996-08-30,300.118
1996-09-30,303.974
1996-10-31,299.559
1996-11-29,305.485
1996-12-31,299.253
1997-01-31,287.876
1997-02-28,289.427
1997-03-31,285.258
1997-04-30,283.634
1997-05-30,304.813
1997-06-30,314.122
1997-07-31,307.547
1997-08-29,291.154
1997-09-30,297.146
1997-10-31,288.815
1997-11-28,275.255
1997-12-31,265.355
1998-01-30,280.695
1998-02-27,298.803
1998-03-31,311.095
1998-04-30,312.857
1998-05-29,313.302
1998-06-30,304.114
1998-07-31,302.877
1998-08-31,270.444
1998-09-30,265.135
1998-10-30,291.305
1998-11-30,299.56
1998-12-31,305.327
1999-01-29,302.127
1999-02-26,296.703
1999-03-31,311.24
1999-04-30,328.832
1999-05-31,319.552
1999-06-30,328.252
1999-07-30,340.888
1999-08-31,346.069
1999-09-30,348.225
1999-10-29,341.561
1999-11-30,333.929
1999-12-31,345.741
2000-01-31,332.055
2000-02-29,327.864
2000-03-31,341.477
2000-04-28,329.795
2000-05-31,333.988
2000-06-30,358.009
2000-07-31,343.504
2000-08-31,351.343
2000-09-29,339.734
2000-10-31,330.245
2000-11-30,334.445
2000-12-29,346.512
2001-01-31,346.746
2001-02-28,345.247
2001-03-30,322.54
2001-04-30,341.793
2001-05-31,342.487
2001-06-29,334.35
2001-07-31,329.213
2001-08-31,331.719
2001-09-28,293.338
2001-10-31,299.901
2001-11-30,306.212
2001-12-31,303.774
2002-01-31,297.606
2002-02-28,304.121
2002-03-29,321.795
2002-04-30,332.959
2002-05-31,347.938
2002-06-28,336.963
2002-07-31,309.581
2002-08-30,308.458
2002-09-30,282.851
2002-10-31,286.862
2002-11-29,296.608
2002-12-31,291.332
2003-01-31,283.762
2003-02-28,280.364
2003-03-31,276.557
2003-04-30,304.128
2003-05-30,323.578
2003-06-30,333.114
2003-07-31,344.162
2003-08-29,357.823
2003-09-30,370.324
2003-10-31,397.356
2003-11-28,403.517
2003-12-31,432.361
2004-01-30,440.491
2004-02-27,456.607
2004-03-31,467.661
2004-04-30,453.935
2004-05-31,459.619
2004-06-30,480.21
2004-07-30,468.18
2004-08-31,473.492
2004-09-30,487.781
2004-10-29,504.487
2004-11-30,544.846
2004-12-31,571.352
2005-01-31,572.098
2005-02-28,592.905
2005-03-31,581.502
2005-04-29,564.55
2005-05-31,566.539
2005-06-30,577.145
2005-07-29,593.511
2005-08-31,611.368
2005-09-30,640.332
2005-10-31,621.382
2005-11-30,640.189
2005-12-30,675.679
2006-01-31,718.489
2006-02-28,720.727
2006-03-31,748.039
2006-04-28,783.433
2006-05-31,761.358
2006-06-30,761.411
2006-07-31,766.174
2006-08-31,790.202
2006-09-29,799.032
2006-10-31,830.83
2006-11-30,856.912
2006-12-29,882.234
2007-01-31,893.612
2007-02-28,912.698
2007-03-30,938.275
2007-04-30,976.921
2007-05-31,1000.0
2007-06-29,982.792
2007-07-31,963.186
2007-08-31,941.936
2007-09-28,963.993
2007-10-31,995.58
2007-11-30,928.482
2007-12-31,896.169
2008-01-31,841.501
2008-02-29,856.931
2008-03-31,854.655
2008-04-30,881.824
2008-05-30,898.044
2008-06-30,804.744
2008-07-31,771.494
2008-08-29,756.556
2008-09-30,652.05
2008-10-31,511.431
2008-11-28,504.925
2008-12-31,530.644
2009-01-30,487.305
2009-02-27,430.955
2009-03-31,468.26
2009-04-30,544.926
2009-05-29,611.272
2009-06-30,610.751
2009-07-31,670.395
2009-08-31,713.02
2009-09-30,746.463
2009-10-30,726.226
2009-11-30,734.136
2009-12-31,744.143
2010-01-29,723.319
2010-02-26,722.548
2010-03-31,773.983
2010-04-30,775.604
2010-05-31,689.517
2010-06-30,683.681
2010-07-30,749.793
2010-08-31,724.171
2010-09-30,796.743
2010-10-29,822.097
2010-11-30,786.185
2010-12-31,855.709
2011-01-31,880.265
2011-02-28,906.911
2011-03-31,887.223
2011-04-29,925.627
2011-05-31,903.443
2011-06-30,887.052
2011-07-29,871.458
2011-08-31,804.433
2011-09-30,731.434
2011-10-31,780.577
2011-11-30,740.952
2011-12-30,734.511
2012-01-31,784.876
2012-02-29,823.438
2012-03-30,824.247
2012-04-30,799.198
2012-05-31,705.338
2012-06-29,753.608
2012-07-31,760.243
2012-08-31,779.844
2012-09-28,807.859
