Date,WORLD ex USA MID VALUE Mid Cap
2012-10-31,815.844
2012-11-30,837.199
2012-12-31,880.708
2013-01-31,915.179
2013-02-28,913.656
2013-03-29,927.896
2013-04-30,993.03
2013-05-31,968.132
2013-06-28,934.194
2013-07-31,986.236
2013-08-30,971.621
2013-09-30,1048.817
2013-10-31,1082.483
2013-11-29,1079.349
2013-12-31,1095.857
2014-01-31,1071.404
2014-02-28,1125.932
2014-03-31,1122.262
2014-04-30,1142.418
2014-05-30,1164.565
2014-06-30,1188.182
2014-07-31,1166.901
2014-08-29,1162.602
2014-09-30,1103.65
2014-10-31,1089.761
2014-11-28,1108.546
2014-12-31,1087.575
2015-01-30,1099.425
2015-02-27,1160.286
2015-03-31,1135.104
2015-04-30,1189.52
2015-05-29,1180.965
2015-06-30,1143.326
2015-07-31,1149.31
2015-08-31,1077.186
2015-09-30,1032.207
2015-10-30,1110.633
2015-11-30,1081.001
2015-12-31,1058.108
2016-01-29,985.45
2016-02-29,984.299
2016-03-31,1068.901
2016-04-29,1121.12
2016-05-31,1088.209
2016-06-30,1034.282
2016-07-29,1099.037
2016-08-31,1108.859
2016-09-30,1134.536
2016-10-31,1116.821
2016-11-30,1109.268
2016-12-30,1150.09
2017-01-31,1185.236
2017-02-28,1200.681
2017-03-31,1225.949
2017-04-28,1263.081
2017-05-31,1298.676
2017-06-30,1306.623
2017-07-31,1353.562
2017-08-31,1356.662
2017-09-29,1381.826
2017-10-31,1401.879
2017-11-30,1413.874
2017-12-29,1449.226
2018-01-31,1510.53
2018-02-28,1443.321
2018-03-30,1416.161
2018-04-30,1464.949
2018-05-31,1433.989
2018-06-29,1397.109
2018-07-31,1423.888
2018-08-31,1400.609
2018-09-28,1416.516
2018-10-31,1308.602
2018-11-30,1310.455
2018-12-31,1237.449
2019-01-31,1348.101
2019-02-28,1369.723
2019-03-29,1363.794
2019-04-30,1390.758
2019-05-31,1304.178
2019-06-28,1372.024
2019-07-31,1343.718
2019-08-30,1301.463
2019-09-30,1366.48
2019-10-31,1429.347
2019-11-29,1436.011
2019-12-31,1486.425
2020-01-31,1428.524
2020-02-28,1290.966
2020-03-31,1020.255
2020-04-30,1104.243
2020-05-29,1139.354
2020-06-30,1166.738
2020-07-31,1177.041
2020-08-31,1271.459
2020-09-30,1230.141
2020-10-30,1188.174
2020-11-30,1402.877
2020-12-31,1472.699
2021-01-29,1478.275
2021-02-26,1537.613
2021-03-31,1583.277
2021-04-30,1611.685
2021-05-31,1651.076
2021-06-30,1611.166
2021-07-30,1613.435
2021-08-31,1640.561
2021-09-30,1601.518
2021-10-29,1622.803
2021-11-30,1533.264
2021-12-31,1613.652
2022-01-31,1581.136
2022-02-28,1578.683
2022-03-31,1578.485
2022-04-29,1495.937
2022-05-31,1513.261
2022-06-30,1357.123
2022-07-29,1411.219
2022-08-31,1363.531
2022-09-30,1214.035
2022-10-31,1274.322
2022-11-30,1400.829
2022-12-30,1422.978
2023-01-31,1546.005
2023-02-28,1523.36
2023-03-31,1510.352
2023-04-28,1558.54
2023-05-31,1469.526
2023-06-30,1525.573
2023-07-31,1617.872
2023-08-31,1568.719
2023-09-29,1531.258
2023-10-31,1452.757
2023-11-30,1577.054
2023-12-29,1667.674
2024-01-31,1661.607
2024-02-29,1646.819
2024-03-29,1718.902
2024-04-30,1691.949
2024-05-31,1769.075
2024-06-28,1706.363
2024-07-31,1792.481
2024-08-30,1842.404
2024-09-30,1879.256
2024-10-31,1781.735
2024-11-29,1792.963
2024-12-31,1749.98
2025-01-31,1811.85
2025-02-28,1855.944
2025-03-31,1887.125
2025-04-30,1986.515
2025-05-30,2091.559
2025-06-30,2160.205
2025-07-31,2154.17
