Date,NETHERLANDS MID GROWTH Mid Cap
2001-07-06,697.495
2001-07-09,700.019
2001-07-10,702.581
2001-07-11,691.108
2001-07-12,693.57
2001-07-13,671.082
2001-07-16,668.028
2001-07-17,644.957
2001-07-18,655.522
2001-07-19,657.11
2001-07-20,661.381
2001-07-23,654.795
2001-07-24,662.738
2001-07-25,655.86
2001-07-26,648.608
2001-07-27,654.574
2001-07-30,663.652
2001-07-31,664.144
2001-08-01,668.503
2001-08-02,677.977
2001-08-03,690.579
2001-08-06,687.587
2001-08-07,676.695
2001-08-08,675.619
2001-08-09,672.866
2001-08-10,667.819
2001-08-13,662.693
2001-08-14,673.74
2001-08-15,672.499
2001-08-16,668.031
2001-08-17,691.226
2001-08-20,681.161
2001-08-21,690.363
2001-08-22,692.027
2001-08-23,667.257
2001-08-24,664.676
2001-08-27,658.203
2001-08-28,640.995
2001-08-29,638.468
2001-08-30,626.641
2001-08-31,615.225
2001-09-03,612.369
2001-09-04,619.107
2001-09-05,598.563
2001-09-06,596.59
2001-09-07,608.739
2001-09-10,585.68
2001-09-11,580.298
2001-09-12,560.238
2001-09-13,559.46
2001-09-14,552.106
2001-09-17,564.193
2001-09-18,567.0
2001-09-19,574.488
2001-09-20,564.972
2001-09-21,542.087
2001-09-24,547.664
2001-09-25,576.273
2001-09-26,587.403
2001-09-27,561.899
2001-09-28,585.947
2001-10-01,530.725
2001-10-02,509.545
2001-10-03,509.511
2001-10-04,503.657
2001-10-05,518.614
2001-10-08,508.002
2001-10-09,517.913
2001-10-10,544.648
2001-10-11,540.946
2001-10-12,541.37
2001-10-15,527.76
2001-10-16,532.516
2001-10-17,554.822
2001-10-18,529.49
2001-10-19,512.09
2001-10-22,516.746
2001-10-23,529.332
2001-10-24,548.291
2001-10-25,545.256
2001-10-26,550.712
2001-10-29,554.947
2001-10-30,554.164
2001-10-31,553.438
2001-11-01,547.609
2001-11-02,556.173
2001-11-05,560.111
2001-11-06,571.077
2001-11-07,534.471
2001-11-08,517.276
2001-11-09,519.021
2001-11-12,515.581
2001-11-13,523.511
2001-11-14,529.629
2001-11-15,546.723
2001-11-16,574.532
2001-11-19,576.278
2001-11-20,572.749
2001-11-21,567.178
2001-11-22,572.339
2001-11-23,576.738
2001-11-26,586.966
2001-11-27,590.694
2001-11-28,574.531
2001-11-29,573.376
2001-11-30,581.012
2001-12-03,579.643
2001-12-04,577.186
2001-12-05,590.761
2001-12-06,594.125
2001-12-07,583.982
2001-12-10,576.136
2001-12-11,578.569
2001-12-12,583.296
2001-12-13,575.731
2001-12-14,574.284
2001-12-17,582.0
2001-12-18,586.866
2001-12-19,580.374
2001-12-20,581.788
2001-12-21,583.605
2001-12-24,579.809
2001-12-25,579.809
2001-12-26,580.305
2001-12-27,596.725
2001-12-28,602.973
2001-12-31,608.853
2002-01-01,608.853
2002-01-02,613.152
2002-01-03,615.698
2002-01-04,627.347
2002-01-07,629.092
2002-01-08,617.754
2002-01-09,615.433
2002-01-10,611.731
2002-01-11,608.148
2002-01-14,605.304
2002-01-15,602.063
2002-01-16,583.895
2002-01-17,594.698
2002-01-18,583.244
2002-01-21,590.927
2002-01-22,592.831
2002-01-23,590.698
2002-01-24,589.081
2002-01-25,582.28
2002-01-28,585.211
2002-01-29,586.641
2002-01-30,584.494
2002-01-31,587.922
2002-02-01,589.216
2002-02-04,594.531
2002-02-05,590.842
2002-02-06,580.751
2002-02-07,568.677
2002-02-08,572.743
2002-02-11,576.33
2002-02-12,573.905
2002-02-13,565.732
2002-02-14,566.806
2002-02-15,567.9
2002-02-18,570.334
2002-02-19,564.434
2002-02-20,561.049
2002-02-21,562.368
2002-02-22,558.632
2002-02-25,551.831
2002-02-26,556.428
2002-02-27,554.508
2002-02-28,548.427
2002-03-01,552.143
2002-03-04,566.004
2002-03-05,575.197
2002-03-06,583.884
2002-03-07,616.68
2002-03-08,622.029
2002-03-11,623.503
2002-03-12,617.771
2002-03-13,616.664
2002-03-14,616.733
2002-03-15,608.554
2002-03-18,625.606
2002-03-19,636.57
2002-03-20,629.93
2002-03-21,615.143
2002-03-22,615.607
2002-03-25,611.27
2002-03-26,611.721
2002-03-27,611.51
2002-03-28,612.482
2002-03-29,612.482
2002-04-01,617.502
2002-04-02,621.862
2002-04-03,621.035
2002-04-04,611.286
2002-04-05,603.064
2002-04-08,597.436
2002-04-09,597.897
2002-04-10,597.104
2002-04-11,596.76
2002-04-12,592.631
2002-04-15,593.778
2002-04-16,608.72
2002-04-17,630.527
2002-04-18,622.96
2002-04-19,622.531
2002-04-22,621.091
2002-04-23,621.765
2002-04-24,622.078
2002-04-25,612.455
2002-04-26,611.14
2002-04-29,609.71
2002-04-30,605.531
2002-05-01,608.958
2002-05-02,599.083
2002-05-03,598.495
2002-05-06,600.975
2002-05-07,603.245
2002-05-08,605.396
2002-05-09,608.355
2002-05-10,612.853
2002-05-13,614.237
2002-05-14,610.191
2002-05-15,625.424
2002-05-16,627.285
2002-05-17,637.117
2002-05-20,636.392
2002-05-21,630.162
2002-05-22,633.601
2002-05-23,627.495
2002-05-24,626.91
2002-05-27,626.659
2002-05-28,627.584
2002-05-29,622.835
2002-05-30,615.958
2002-05-31,620.936
2002-06-03,613.618
2002-06-04,605.032
2002-06-05,606.752
2002-06-06,608.113
2002-06-07,597.285
2002-06-10,598.013
2002-06-11,600.8
2002-06-12,580.514
2002-06-13,578.725
2002-06-14,569.6
2002-06-17,582.614
2002-06-18,586.287
2002-06-19,581.032
2002-06-20,575.348
2002-06-21,564.679
2002-06-24,558.865
2002-06-25,566.055
2002-06-26,569.846
2002-06-27,568.624
2002-06-28,587.767
2002-07-01,589.927
2002-07-02,571.05
2002-07-03,538.178
2002-07-04,547.138
2002-07-05,560.82
2002-07-08,567.313
2002-07-09,562.751
2002-07-10,545.61
2002-07-11,532.559
2002-07-12,534.87
2002-07-15,532.78
2002-07-16,523.105
2002-07-17,536.076
2002-07-18,548.181
2002-07-19,531.63
2002-07-22,506.769
2002-07-23,488.149
2002-07-24,466.369
2002-07-25,473.581
2002-07-26,464.146
2002-07-29,480.203
2002-07-30,487.2
2002-07-31,488.856
2002-08-01,469.61
2002-08-02,451.145
2002-08-05,437.211
2002-08-06,436.992
2002-08-07,433.591
2002-08-08,447.254
2002-08-09,459.834
2002-08-12,456.354
2002-08-13,471.168
2002-08-14,478.786
2002-08-15,489.4
2002-08-16,508.979
2002-08-19,523.691
2002-08-20,515.263
2002-08-21,526.977
2002-08-22,537.46
2002-08-23,524.039
2002-08-26,516.067
2002-08-27,531.43
2002-08-28,514.637
2002-08-29,506.492
2002-08-30,506.382
2002-09-02,500.265
2002-09-03,498.878
2002-09-04,497.305
2002-09-05,487.261
2002-09-06,496.391
2002-09-09,484.742
2002-09-10,489.242
2002-09-11,495.075
2002-09-12,485.914
2002-09-13,476.755
2002-09-16,467.273
2002-09-17,456.168
2002-09-18,447.735
2002-09-19,438.334
2002-09-20,445.82
2002-09-23,434.014
2002-09-24,425.206
2002-09-25,432.386
2002-09-26,443.999
2002-09-27,444.928
2002-09-30,431.716
2002-10-01,434.396
2002-10-02,445.258
2002-10-03,445.04
2002-10-04,438.821
2002-10-07,422.399
2002-10-08,409.362
2002-10-09,411.54
2002-10-10,421.347
2002-10-11,441.288
2002-10-14,443.066
2002-10-15,469.477
2002-10-16,461.503
2002-10-17,480.753
2002-10-18,479.153
2002-10-21,477.274
2002-10-22,474.251
2002-10-23,466.485
2002-10-24,469.286
2002-10-25,461.931
2002-10-28,472.121
2002-10-29,455.861
2002-10-30,457.325
2002-10-31,474.746
2002-11-01,480.63
2002-11-04,496.283
2002-11-05,496.033
2002-11-06,493.264
2002-11-07,489.345
2002-11-08,481.954
2002-11-11,471.096
2002-11-12,474.296
2002-11-13,468.258
2002-11-14,475.705
2002-11-15,473.908
2002-11-18,486.743
2002-11-19,485.819
2002-11-20,479.342
2002-11-21,502.109
2002-11-22,505.567
2002-11-25,501.048
2002-11-26,493.994
2002-11-27,497.852
2002-11-28,508.607
2002-11-29,505.824
2002-12-02,509.613
2002-12-03,492.578
2002-12-04,481.296
2002-12-05,479.631
2002-12-06,477.32
2002-12-09,466.231
2002-12-10,461.828
2002-12-11,463.906
2002-12-12,461.091
2002-12-13,452.655
2002-12-16,465.496
2002-12-17,458.584
2002-12-18,440.986
2002-12-19,443.771
2002-12-20,453.44
2002-12-23,453.913
2002-12-24,451.59
2002-12-25,451.59
2002-12-26,452.729
2002-12-27,447.606
2002-12-30,449.624
2002-12-31,453.842
2003-01-01,453.842
2003-01-02,462.825
2003-01-03,469.623
2003-01-06,470.739
2003-01-07,464.073
2003-01-08,455.937
2003-01-09,456.273
2003-01-10,458.616
2003-01-13,454.076
2003-01-14,466.203
2003-01-15,456.474
2003-01-16,456.613
2003-01-17,445.459
2003-01-20,447.824
2003-01-21,439.397
2003-01-22,439.222
2003-01-23,435.505
2003-01-24,433.526
2003-01-27,424.743
2003-01-28,420.907
2003-01-29,417.537
2003-01-30,423.246
2003-01-31,422.941
2003-02-03,432.995
2003-02-04,422.919
2003-02-05,420.986
2003-02-06,417.249
2003-02-07,408.849
2003-02-10,406.074
2003-02-11,410.769
2003-02-12,395.876
2003-02-13,397.039
2003-02-14,398.472
2003-02-17,403.451
2003-02-18,402.557
2003-02-19,394.403
2003-02-20,400.833
2003-02-21,397.647
2003-02-24,392.061
2003-02-25,374.858
2003-02-26,372.859
2003-02-27,375.083
2003-02-28,386.704
2003-03-03,398.546
2003-03-04,385.159
2003-03-05,384.81
2003-03-06,382.671
2003-03-07,375.079
2003-03-10,372.85
2003-03-11,356.758
2003-03-12,353.618
2003-03-13,373.026
2003-03-14,387.066
2003-03-17,401.613
2003-03-18,403.539
2003-03-19,417.376
2003-03-20,406.835
2003-03-21,420.842
2003-03-24,401.198
2003-03-25,410.848
2003-03-26,406.59
2003-03-27,403.177
2003-03-28,408.567
2003-03-31,391.369
2003-04-01,403.743
2003-04-02,420.639
2003-04-03,418.689
2003-04-04,422.77
2003-04-07,436.562
2003-04-08,423.728
2003-04-09,420.047
2003-04-10,409.537
2003-04-11,411.448
2003-04-14,413.844
2003-04-15,425.391
2003-04-16,427.439
2003-04-17,430.951
2003-04-18,430.951
2003-04-21,429.093
2003-04-22,436.778
2003-04-23,449.125
2003-04-24,446.321
2003-04-25,438.682
2003-04-28,447.19
2003-04-29,448.589
2003-04-30,450.61
2003-05-01,454.748
2003-05-02,442.501
2003-05-05,457.349
2003-05-06,466.152
2003-05-07,457.336
2003-05-08,452.765
2003-05-09,459.11
2003-05-12,456.708
2003-05-13,453.957
2003-05-14,450.536
2003-05-15,452.211
2003-05-16,464.777
2003-05-19,449.669
2003-05-20,451.736
2003-05-21,442.649
2003-05-22,456.743
2003-05-23,452.186
2003-05-26,453.689
2003-05-27,457.17
2003-05-28,463.35
2003-05-29,467.624
2003-05-30,475.852
2003-06-02,482.893
2003-06-03,472.536
2003-06-04,477.695
2003-06-05,485.912
2003-06-06,510.803
2003-06-09,498.256
2003-06-10,497.293
2003-06-11,508.931
2003-06-12,506.337
2003-06-13,501.236
2003-06-16,515.471
2003-06-17,519.372
2003-06-18,507.017
2003-06-19,494.655
2003-06-20,497.886
2003-06-23,484.774
2003-06-24,479.462
2003-06-25,487.212
2003-06-26,477.412
2003-06-27,490.801
2003-06-30,478.962
2003-07-01,477.568
2003-07-02,485.8
2003-07-03,489.636
2003-07-04,484.537
2003-07-07,498.665
2003-07-08,498.787
2003-07-09,493.633
2003-07-10,489.419
2003-07-11,494.206
2003-07-14,496.635
2003-07-15,496.228
2003-07-16,492.083
2003-07-17,480.918
2003-07-18,491.793
2003-07-21,493.088
2003-07-22,501.933
2003-07-23,509.475
2003-07-24,518.4
2003-07-25,517.339
2003-07-28,518.759
2003-07-29,517.189
2003-07-30,519.897
2003-07-31,516.558
2003-08-01,519.348
2003-08-04,520.014
2003-08-05,523.075
2003-08-06,516.596
2003-08-07,516.964
2003-08-08,516.03
2003-08-11,516.771
2003-08-12,517.33
2003-08-13,518.955
2003-08-14,519.409
2003-08-15,516.705
2003-08-18,517.562
2003-08-19,516.286
2003-08-20,521.138
2003-08-21,523.683
2003-08-22,530.051
2003-08-25,527.082
2003-08-26,520.177
2003-08-27,534.133
2003-08-28,541.19
2003-08-29,540.671
2003-09-01,545.147
2003-09-02,537.93
2003-09-03,545.656
2003-09-04,545.673
2003-09-05,555.818
2003-09-08,564.923
2003-09-09,558.023
2003-09-10,543.436
2003-09-11,536.552
2003-09-12,537.968
2003-09-15,542.045
2003-09-16,535.845
2003-09-17,546.036
2003-09-18,543.977
2003-09-19,545.161
2003-09-22,537.873
2003-09-23,536.95
2003-09-24,535.83
2003-09-25,530.721
2003-09-26,522.319
2003-09-29,517.176
2003-09-30,516.553
2003-10-01,526.468
2003-10-02,525.714
2003-10-03,543.235
2003-10-06,539.574
2003-10-07,542.005
2003-10-08,543.077
2003-10-09,551.246
2003-10-10,551.812
2003-10-13,550.765
2003-10-14,546.603
2003-10-15,555.383
2003-10-16,554.462
2003-10-17,556.435
2003-10-20,557.458
2003-10-21,561.584
2003-10-22,557.013
2003-10-23,547.538
2003-10-24,546.612
2003-10-27,549.229
2003-10-28,555.616
2003-10-29,563.35
2003-10-30,567.687
2003-10-31,560.129
2003-11-03,572.845
2003-11-04,566.473
2003-11-05,560.942
2003-11-06,565.798
2003-11-07,569.976
2003-11-10,564.631
2003-11-11,560.234
2003-11-12,571.066
2003-11-13,580.39
2003-11-14,580.168
2003-11-17,566.838
2003-11-18,572.451
2003-11-19,570.934
2003-11-20,565.617
2003-11-21,568.212
2003-11-24,577.56
2003-11-25,583.202
2003-11-26,586.271
2003-11-27,587.624
2003-11-28,586.067
2003-12-01,588.841
2003-12-02,597.041
2003-12-03,603.953
2003-12-04,589.708
2003-12-05,588.33
2003-12-08,587.382
2003-12-09,588.231
2003-12-10,583.727
2003-12-11,583.396
2003-12-12,589.331
2003-12-15,587.752
2003-12-16,588.662
2003-12-17,589.329
2003-12-18,590.059
2003-12-19,589.319
2003-12-22,590.79
2003-12-23,592.977
2003-12-24,599.37
2003-12-25,599.37
2003-12-26,599.129
2003-12-29,604.52
2003-12-30,610.608
2003-12-31,613.806
2004-01-01,613.806
2004-01-02,617.892
2004-01-05,620.363
2004-01-06,617.029
2004-01-07,614.658
2004-01-08,623.893
2004-01-09,637.745
2004-01-12,630.261
2004-01-13,635.396
2004-01-14,633.244
2004-01-15,627.899
2004-01-16,634.411
2004-01-19,631.723
2004-01-20,635.736
2004-01-21,647.013
2004-01-22,651.469
2004-01-23,649.152
2004-01-26,640.321
2004-01-27,644.79
2004-01-28,649.732
2004-01-29,631.637
2004-01-30,631.01
2004-02-02,637.272
2004-02-03,637.847
2004-02-04,625.075
2004-02-05,634.649
2004-02-06,640.285
2004-02-09,645.626
2004-02-10,639.62
2004-02-11,645.341
2004-02-12,650.475
2004-02-13,646.382
2004-02-16,647.831
2004-02-17,655.934
2004-02-18,654.715
2004-02-19,659.364
2004-02-20,652.646
2004-02-23,652.175
2004-02-24,643.502
2004-02-25,644.436
2004-02-26,638.073
2004-02-27,638.656
2004-03-01,645.506
2004-03-02,651.908
2004-03-03,638.123
2004-03-04,642.369
2004-03-05,653.836
2004-03-08,645.208
2004-03-09,634.165
2004-03-10,619.801
2004-03-11,603.31
2004-03-12,608.381
2004-03-15,591.584
2004-03-16,605.04
2004-03-17,609.12
2004-03-18,606.717
2004-03-19,597.924
2004-03-22,586.784
2004-03-23,584.676
2004-03-24,575.748
2004-03-25,591.655
2004-03-26,589.217
2004-03-29,600.965
2004-03-30,600.967
2004-03-31,608.941
2004-04-01,620.48
2004-04-02,621.578
2004-04-05,616.536
2004-04-06,611.708
2004-04-07,621.768
2004-04-08,618.293
2004-04-09,618.293
2004-04-12,616.557
2004-04-13,616.143
2004-04-14,611.173
2004-04-15,609.662
2004-04-16,617.162
2004-04-19,620.436
2004-04-20,615.783
2004-04-21,605.633
2004-04-22,605.108
2004-04-23,604.978
2004-04-26,610.912
2004-04-27,607.801
2004-04-28,597.785
2004-04-29,595.387
2004-04-30,597.293
2004-05-03,600.747
2004-05-04,604.093
2004-05-05,614.604
2004-05-06,599.803
2004-05-07,594.225
2004-05-10,573.519
2004-05-11,576.1
2004-05-12,573.04
2004-05-13,577.188
2004-05-14,570.63
2004-05-17,574.205
2004-05-18,581.691
2004-05-19,596.199
2004-05-20,586.896
2004-05-21,591.921
2004-05-24,591.965
2004-05-25,594.497
2004-05-26,601.256
2004-05-27,623.942
2004-05-28,624.472
2004-05-31,623.848
2004-06-01,614.143
2004-06-02,616.855
2004-06-03,619.331
2004-06-04,623.199
2004-06-07,630.0
2004-06-08,628.836
2004-06-09,621.513
2004-06-10,623.519
2004-06-11,616.52
2004-06-14,611.083
2004-06-15,616.887
2004-06-16,614.825
2004-06-17,612.821
2004-06-18,620.242
2004-06-21,620.424
2004-06-22,614.233
2004-06-23,617.316
2004-06-24,622.31
2004-06-25,621.431
2004-06-28,628.332
2004-06-29,625.859
2004-06-30,626.143
2004-07-01,625.199
2004-07-02,623.729
2004-07-05,618.633
2004-07-06,612.0
2004-07-07,612.052
2004-07-08,616.75
2004-07-09,617.646
2004-07-12,610.484
2004-07-13,607.065
2004-07-14,605.735
2004-07-15,593.524
2004-07-16,599.735
2004-07-19,591.5
2004-07-20,595.277
2004-07-21,596.685
2004-07-22,584.237
2004-07-23,576.199
2004-07-26,569.794
2004-07-27,562.733
2004-07-28,561.702
2004-07-29,573.2
2004-07-30,573.017
2004-08-02,570.411
2004-08-03,572.121
2004-08-04,561.906
2004-08-05,565.111
2004-08-06,558.373
2004-08-09,550.592
2004-08-10,565.502
2004-08-11,555.676
2004-08-12,552.206
2004-08-13,557.856
2004-08-16,561.846
2004-08-17,560.749
2004-08-18,564.739
2004-08-19,567.951
2004-08-20,562.487
2004-08-23,567.382
2004-08-24,561.652
2004-08-25,559.686
2004-08-26,565.952
2004-08-27,567.263
2004-08-30,568.585
2004-08-31,566.711
2004-09-01,569.422
2004-09-02,569.82
2004-09-03,565.942
2004-09-06,574.499
2004-09-07,575.747
2004-09-08,578.516
2004-09-09,574.837
2004-09-10,587.798
2004-09-13,597.827
2004-09-14,598.546
2004-09-15,585.179
2004-09-16,586.273
2004-09-17,588.33
2004-09-20,585.595
2004-09-21,594.756
2004-09-22,592.249
2004-09-23,590.19
2004-09-24,589.155
2004-09-27,582.48
2004-09-28,582.54
2004-09-29,577.564
2004-09-30,578.221
2004-10-01,589.551
2004-10-04,590.26
2004-10-05,594.666
2004-10-06,591.528
2004-10-07,594.568
2004-10-08,596.316
2004-10-11,589.853
2004-10-12,575.673
2004-10-13,578.824
2004-10-14,581.679
2004-10-15,588.43
2004-10-18,582.818
2004-10-19,588.944
2004-10-20,589.733
2004-10-21,594.679
2004-10-22,595.725
2004-10-25,594.884
2004-10-26,594.159
2004-10-27,596.487
2004-10-28,604.502
2004-10-29,603.277
2004-11-01,609.03
2004-11-02,611.182
2004-11-03,615.616
2004-11-04,614.627
2004-11-05,626.425
2004-11-08,632.449
2004-11-09,628.129
2004-11-10,628.075
2004-11-11,632.641
2004-11-12,642.764
2004-11-15,640.983
2004-11-16,638.661
2004-11-17,644.155
2004-11-18,638.072
2004-11-19,638.729
2004-11-22,634.042
2004-11-23,639.162
2004-11-24,640.836
2004-11-25,648.985
2004-11-26,646.831
2004-11-29,650.529
2004-11-30,642.287
2004-12-01,656.343
2004-12-02,654.049
2004-12-03,662.762
2004-12-06,661.965
2004-12-07,663.26
2004-12-08,651.188
2004-12-09,640.019
2004-12-10,641.407
2004-12-13,651.544
2004-12-14,652.306
2004-12-15,657.724
2004-12-16,649.169
2004-12-17,640.083
2004-12-20,647.574
2004-12-21,644.358
2004-12-22,645.245
2004-12-23,650.661
2004-12-24,652.33
2004-12-27,655.567
2004-12-28,655.781
2004-12-29,654.953
2004-12-30,658.45
2004-12-31,658.816
2005-01-03,657.556
2005-01-04,650.52
2005-01-05,644.775
2005-01-06,637.163
2005-01-07,633.981
2005-01-10,638.307
2005-01-11,633.805
2005-01-12,637.459
2005-01-13,636.287
2005-01-14,635.18
2005-01-17,635.521
2005-01-18,630.712
2005-01-19,629.924
2005-01-20,627.5
2005-01-21,627.981
2005-01-24,626.495
2005-01-25,631.87
2005-01-26,640.348
2005-01-27,647.04
2005-01-28,644.045
2005-01-31,653.802
2005-02-01,660.738
2005-02-02,662.799
2005-02-03,655.622
2005-02-04,665.943
2005-02-07,667.854
2005-02-08,661.187
2005-02-09,666.001
2005-02-10,666.589
2005-02-11,667.727
2005-02-14,681.497
2005-02-15,686.845
2005-02-16,682.292
2005-02-17,707.425
2005-02-18,704.975
2005-02-21,702.611
2005-02-22,714.956
2005-02-23,714.942
2005-02-24,709.53
2005-02-25,719.865
2005-02-28,718.965
2005-03-01,718.988
2005-03-02,710.778
2005-03-03,706.988
2005-03-04,715.238
2005-03-07,716.808
2005-03-08,716.854
2005-03-09,715.17
2005-03-10,710.279
2005-03-11,707.91
2005-03-14,703.993
2005-03-15,701.095
2005-03-16,698.665
2005-03-17,697.594
2005-03-18,687.427
2005-03-21,681.465
2005-03-22,691.235
2005-03-23,685.371
2005-03-24,686.604
2005-03-25,686.604
2005-03-28,681.786
2005-03-29,679.58
2005-03-30,680.006
2005-03-31,686.003
2005-04-01,679.706
2005-04-04,667.356
2005-04-05,670.03
2005-04-06,673.558
2005-04-07,675.067
2005-04-08,675.939
2005-04-11,679.991
2005-04-12,671.557
2005-04-13,669.896
2005-04-14,665.842
2005-04-15,662.51
2005-04-18,658.661
2005-04-19,661.19
2005-04-20,664.327
2005-04-21,671.371
2005-04-22,673.057
2005-04-25,670.309
2005-04-26,664.428
2005-04-27,655.481
2005-04-28,648.407
2005-04-29,648.746
2005-05-02,644.198
2005-05-03,644.522
2005-05-04,652.671
2005-05-05,661.579
2005-05-06,660.465
2005-05-09,657.085
2005-05-10,659.934
2005-05-11,657.471
2005-05-12,657.9
2005-05-13,662.208
2005-05-16,663.137
2005-05-17,662.014
2005-05-18,663.485
2005-05-19,660.351
2005-05-20,657.778
2005-05-23,662.17
2005-05-24,660.734
2005-05-25,666.451
2005-05-26,670.564
2005-05-27,669.657
2005-05-30,669.29
2005-05-31,657.817
2005-06-01,661.302
2005-06-02,668.764
2005-06-03,665.831
2005-06-06,659.558
2005-06-07,664.191
2005-06-08,666.27
2005-06-09,658.508
2005-06-10,661.12
2005-06-13,657.48
2005-06-14,656.395
2005-06-15,651.264
2005-06-16,658.705
2005-06-17,669.902
2005-06-20,661.092
2005-06-21,667.87
2005-06-22,673.3
2005-06-23,665.628
2005-06-24,656.48
2005-06-27,650.999
2005-06-28,652.754
2005-06-29,654.078
2005-06-30,653.227
2005-07-01,653.939
2005-07-04,651.853
2005-07-05,649.353
2005-07-06,650.989
2005-07-07,642.745
2005-07-08,650.157
2005-07-11,670.268
2005-07-12,672.475
2005-07-13,671.158
2005-07-14,677.154
2005-07-15,668.133
2005-07-18,664.872
2005-07-19,671.364
2005-07-20,682.968
2005-07-21,690.49
2005-07-22,691.863
2005-07-25,690.649
2005-07-26,685.38
2005-07-27,689.029
2005-07-28,687.335
2005-07-29,688.679
2005-08-01,695.479
2005-08-02,699.471
2005-08-03,695.897
2005-08-04,695.125
2005-08-05,687.158
2005-08-08,693.701
2005-08-09,694.725
2005-08-10,700.87
2005-08-11,705.506
2005-08-12,704.927
2005-08-15,703.639
2005-08-16,696.918
2005-08-17,698.692
2005-08-18,688.069
2005-08-19,692.082
2005-08-22,697.155
2005-08-23,692.132
2005-08-24,687.937
2005-08-25,684.732
2005-08-26,682.005
2005-08-29,685.348
2005-08-30,674.441
2005-08-31,679.307
2005-09-01,690.555
2005-09-02,695.534
2005-09-05,699.179
2005-09-06,702.388
2005-09-07,709.091
2005-09-08,712.131
2005-09-09,717.019
2005-09-12,710.851
2005-09-13,709.039
2005-09-14,709.989
2005-09-15,700.186
2005-09-16,704.164
2005-09-19,699.193
2005-09-20,701.067
2005-09-21,691.642
2005-09-22,678.951
2005-09-23,678.347
2005-09-26,682.311
2005-09-27,675.4
2005-09-28,681.329
2005-09-29,679.575
2005-09-30,687.059
2005-10-03,687.602
2005-10-04,694.249
2005-10-05,687.032
2005-10-06,687.705
2005-10-07,680.982
2005-10-10,676.442
2005-10-11,670.999
2005-10-12,672.624
2005-10-13,665.025
2005-10-14,676.306
2005-10-17,669.659
2005-10-18,660.01
2005-10-19,651.861
2005-10-20,658.948
2005-10-21,663.797
2005-10-24,666.668
2005-10-25,673.286
2005-10-26,673.854
2005-10-27,664.297
2005-10-28,659.415
2005-10-31,664.939
2005-11-01,667.876
2005-11-02,683.759
2005-11-03,695.953
2005-11-04,682.611
2005-11-07,686.543
2005-11-08,685.494
2005-11-09,688.578
