Date,DENMARK MID VALUE Mid Cap
2002-08-30,2627.646
2002-09-02,2604.314
2002-09-03,2500.529
2002-09-04,2449.763
2002-09-05,2436.233
2002-09-06,2481.636
2002-09-09,2431.319
2002-09-10,2457.827
2002-09-11,2510.719
2002-09-12,2482.671
2002-09-13,2465.189
2002-09-16,2411.143
2002-09-17,2431.241
2002-09-18,2274.695
2002-09-19,2269.773
2002-09-20,2235.962
2002-09-23,2179.556
2002-09-24,2106.664
2002-09-25,2122.279
2002-09-26,2109.39
2002-09-27,2178.82
2002-09-30,2114.933
2002-10-01,2069.411
2002-10-02,2120.924
2002-10-03,2069.899
2002-10-04,2071.058
2002-10-07,2046.868
2002-10-08,2008.935
2002-10-09,1965.53
2002-10-10,1971.718
2002-10-11,2112.506
2002-10-14,2147.313
2002-10-15,2330.219
2002-10-16,2241.52
2002-10-17,2183.718
2002-10-18,2109.677
2002-10-21,2037.988
2002-10-22,2135.906
2002-10-23,2022.389
2002-10-24,2029.307
2002-10-25,2065.223
2002-10-28,2180.511
2002-10-29,2090.354
2002-10-30,2129.139
2002-10-31,2113.471
2002-11-01,2089.609
2002-11-04,2323.599
2002-11-05,2395.678
2002-11-06,2425.263
2002-11-07,2359.765
2002-11-08,2404.026
2002-11-11,2418.395
2002-11-12,2499.158
2002-11-13,2467.474
2002-11-14,2550.593
2002-11-15,2508.484
2002-11-18,2577.964
2002-11-19,2508.899
2002-11-20,2512.092
2002-11-21,2548.278
2002-11-22,2588.578
2002-11-25,2569.79
2002-11-26,2493.83
2002-11-27,2515.885
2002-11-28,2523.662
2002-11-29,2524.289
2002-12-02,2430.851
2002-12-03,2389.677
2002-12-04,2406.395
2002-12-05,2391.333
2002-12-06,2374.497
2002-12-09,2328.337
2002-12-10,2346.147
2002-12-11,2337.743
2002-12-12,2391.232
2002-12-13,2396.536
2002-12-16,2411.07
2002-12-17,2484.628
2002-12-18,2359.837
2002-12-19,2375.137
2002-12-20,2485.065
2002-12-23,2489.711
2002-12-24,2500.15
2002-12-25,2500.15
2002-12-26,2506.344
2002-12-27,2490.02
2002-12-30,2460.145
2002-12-31,2469.268
2003-01-01,2469.268
2003-01-02,2570.117
2003-01-03,2618.091
2003-01-06,2682.848
2003-01-07,2572.407
2003-01-08,2539.466
2003-01-09,2614.337
2003-01-10,2647.765
2003-01-13,2685.291
2003-01-14,2733.363
2003-01-15,2648.256
2003-01-16,2642.905
2003-01-17,2656.669
2003-01-20,2676.298
2003-01-21,2688.992
2003-01-22,2715.876
2003-01-23,2761.452
2003-01-24,2786.11
2003-01-27,2670.413
2003-01-28,2682.941
2003-01-29,2602.726
2003-01-30,2634.828
2003-01-31,2563.03
2003-02-03,2547.469
2003-02-04,2544.753
2003-02-05,2565.098
2003-02-06,2594.466
2003-02-07,2518.198
2003-02-10,2493.617
2003-02-11,2540.386
2003-02-12,2537.623
2003-02-13,2591.12
2003-02-14,2630.862
2003-02-17,2652.159
2003-02-18,2639.008
2003-02-19,2595.7
2003-02-20,2498.375
2003-02-21,2511.932
2003-02-24,2563.988
2003-02-25,2498.091
2003-02-26,2378.728
2003-02-27,2412.415
2003-02-28,2350.951
2003-03-03,2374.063
2003-03-04,2324.355
2003-03-05,2286.745
2003-03-06,2241.524
2003-03-07,2258.062
2003-03-10,2277.077
2003-03-11,2231.488
2003-03-12,2248.393
2003-03-13,2264.117
2003-03-14,2364.698
2003-03-17,2393.513
2003-03-18,2397.526
2003-03-19,2393.457
2003-03-20,2411.523
2003-03-21,2436.911
2003-03-24,2398.419
2003-03-25,2430.178
2003-03-26,2461.264
2003-03-27,2458.26
2003-03-28,2482.836
2003-03-31,2475.567
2003-04-01,2516.808
2003-04-02,2580.802
2003-04-03,2553.535
2003-04-04,2575.064
2003-04-07,2628.961
2003-04-08,2609.274
2003-04-09,2623.934
2003-04-10,2653.322
2003-04-11,2687.635
2003-04-14,2743.994
2003-04-15,2801.043
2003-04-16,2841.528
2003-04-17,2855.172
2003-04-18,2855.172
2003-04-21,2842.962
2003-04-22,2844.008
2003-04-23,2866.529
2003-04-24,2851.618
2003-04-25,2797.663
2003-04-28,2827.977
2003-04-29,2804.974
2003-04-30,2816.845
2003-05-01,2819.161
2003-05-02,2869.567
2003-05-05,2896.763
2003-05-06,2851.13
2003-05-07,2815.871
2003-05-08,2952.866
2003-05-09,2944.374
2003-05-12,3020.974
2003-05-13,3044.697
2003-05-14,3059.663
2003-05-15,3150.039
2003-05-16,3170.678
2003-05-19,3189.813
2003-05-20,3304.23
2003-05-21,3303.958
2003-05-22,3295.524
2003-05-23,3325.59
2003-05-26,3331.027
2003-05-27,3294.836
2003-05-28,3322.79
2003-05-29,3347.405
2003-05-30,3297.837
2003-06-02,3436.921
2003-06-03,3373.635
2003-06-04,3336.297
2003-06-05,3384.822
2003-06-06,3483.911
2003-06-09,3502.7
2003-06-10,3453.087
2003-06-11,3466.19
2003-06-12,3387.587
2003-06-13,3371.105
2003-06-16,3387.822
2003-06-17,3411.902
2003-06-18,3349.253
2003-06-19,3364.981
2003-06-20,3373.328
2003-06-23,3328.832
2003-06-24,3325.296
2003-06-25,3366.351
2003-06-26,3356.998
2003-06-27,3401.681
2003-06-30,3374.486
2003-07-01,3433.681
2003-07-02,3427.062
2003-07-03,3418.346
2003-07-04,3408.601
2003-07-07,3416.821
2003-07-08,3359.923
2003-07-09,3299.247
2003-07-10,3262.051
2003-07-11,3267.824
2003-07-14,3279.319
2003-07-15,3268.06
2003-07-16,3275.663
2003-07-17,3207.495
2003-07-18,3182.313
2003-07-21,3204.567
2003-07-22,3153.889
2003-07-23,3231.157
2003-07-24,3312.86
2003-07-25,3259.03
2003-07-28,3279.382
2003-07-29,3266.104
2003-07-30,3242.041
2003-07-31,3238.926
2003-08-01,3229.695
2003-08-04,3210.434
2003-08-05,3375.616
2003-08-06,3375.041
2003-08-07,3393.356
2003-08-08,3394.739
2003-08-11,3378.503
2003-08-12,3378.092
2003-08-13,3413.502
2003-08-14,3462.327
2003-08-15,3536.508
2003-08-18,3456.392
2003-08-19,3483.577
2003-08-20,3452.163
2003-08-21,3411.78
2003-08-22,3396.089
2003-08-25,3376.511
2003-08-26,3395.784
2003-08-27,3375.372
2003-08-28,3428.831
2003-08-29,3411.636
2003-09-01,3434.756
2003-09-02,3433.751
2003-09-03,3495.892
2003-09-04,3585.351
2003-09-05,3628.838
2003-09-08,3641.827
2003-09-09,3619.069
2003-09-10,3542.944
2003-09-11,3584.494
2003-09-12,3663.812
2003-09-15,3681.393
2003-09-16,3561.746
2003-09-17,3533.271
2003-09-18,3549.296
2003-09-19,3550.551
2003-09-22,3591.727
2003-09-23,3514.679
2003-09-24,3449.045
2003-09-25,3377.617
2003-09-26,3407.837
2003-09-29,3418.264
2003-09-30,3468.421
2003-10-01,3541.365
2003-10-02,3684.233
2003-10-03,3620.588
2003-10-06,3613.73
2003-10-07,3682.605
2003-10-08,3695.104
2003-10-09,3680.58
2003-10-10,3647.622
2003-10-13,3661.724
2003-10-14,3678.104
2003-10-15,3694.587
2003-10-16,3694.68
2003-10-17,3621.721
2003-10-20,3612.766
2003-10-21,3627.97
2003-10-22,3641.894
2003-10-23,3616.054
2003-10-24,3698.073
2003-10-27,3700.423
2003-10-28,3708.736
2003-10-29,3665.439
2003-10-30,3663.163
2003-10-31,3626.098
2003-11-03,3648.382
2003-11-04,3761.433
2003-11-05,3711.969
2003-11-06,3686.657
2003-11-07,3656.948
2003-11-10,3710.103
2003-11-11,3733.426
2003-11-12,3751.727
2003-11-13,3764.902
2003-11-14,3757.454
2003-11-17,3665.483
2003-11-18,3716.491
2003-11-19,3690.085
2003-11-20,3679.095
2003-11-21,3764.945
2003-11-24,3760.816
2003-11-25,3765.795
2003-11-26,3743.061
2003-11-27,3798.922
2003-11-28,3781.353
2003-12-01,3900.19
2003-12-02,3939.81
2003-12-03,3928.631
2003-12-04,3940.908
2003-12-05,4004.024
2003-12-08,3982.137
2003-12-09,4042.086
2003-12-10,4008.984
2003-12-11,3978.585
2003-12-12,3980.08
2003-12-15,3989.714
2003-12-16,4001.715
2003-12-17,4044.982
2003-12-18,4032.611
2003-12-19,3998.03
2003-12-22,3993.336
2003-12-23,4001.151
2003-12-24,4012.031
2003-12-25,4012.031
2003-12-26,4010.655
2003-12-29,4040.003
2003-12-30,4045.433
2003-12-31,4071.303
2004-01-01,4071.303
2004-01-02,4139.485
2004-01-05,4281.046
2004-01-06,4422.681
2004-01-07,4422.992
2004-01-08,4404.769
2004-01-09,4475.817
2004-01-12,4460.623
2004-01-13,4483.741
2004-01-14,4438.289
2004-01-15,4505.737
2004-01-16,4524.864
2004-01-19,4480.752
2004-01-20,4541.863
2004-01-21,4561.881
2004-01-22,4686.596
2004-01-23,4735.37
2004-01-26,4680.739
2004-01-27,4870.713
2004-01-28,4776.35
2004-01-29,4600.435
2004-01-30,4544.119
2004-02-02,4587.987
2004-02-03,4639.242
2004-02-04,4587.032
2004-02-05,4665.968
2004-02-06,4785.034
2004-02-09,4790.188
2004-02-10,4718.69
2004-02-11,4778.799
2004-02-12,4805.801
2004-02-13,4648.212
2004-02-16,4684.816
2004-02-17,4688.974
2004-02-18,4709.93
2004-02-19,4626.208
2004-02-20,4559.329
2004-02-23,4612.121
2004-02-24,4623.809
2004-02-25,4577.266
2004-02-26,4579.194
2004-02-27,4543.362
2004-03-01,4682.47
2004-03-02,4589.865
2004-03-03,4500.881
2004-03-04,4547.986
2004-03-05,4645.478
2004-03-08,4592.541
2004-03-09,4603.068
2004-03-10,4460.403
2004-03-11,4368.211
2004-03-12,4346.988
2004-03-15,4359.468
2004-03-16,4440.493
2004-03-17,4425.129
2004-03-18,4463.042
2004-03-19,4411.936
2004-03-22,4331.273
2004-03-23,4342.363
2004-03-24,4283.665
2004-03-25,4224.416
2004-03-26,4335.692
2004-03-29,4410.72
2004-03-30,4329.521
2004-03-31,4338.06
2004-04-01,4325.182
2004-04-02,4395.416
2004-04-05,4278.172
2004-04-06,4227.496
2004-04-07,4198.266
2004-04-08,4176.185
2004-04-09,4176.185
2004-04-12,4164.168
2004-04-13,4194.985
2004-04-14,4171.453
2004-04-15,4127.205
2004-04-16,4122.585
2004-04-19,4093.425
2004-04-20,4198.243
2004-04-21,4126.358
2004-04-22,4132.811
2004-04-23,4110.358
2004-04-26,4073.535
2004-04-27,4109.341
2004-04-28,4032.044
2004-04-29,3989.315
2004-04-30,4041.99
2004-05-03,4040.568
2004-05-04,4191.09
2004-05-05,4127.645
2004-05-06,3985.415
2004-05-07,3930.052
2004-05-10,3789.425
2004-05-11,3830.278
2004-05-12,3869.117
2004-05-13,3906.762
2004-05-14,3855.863
2004-05-17,3854.121
2004-05-18,3899.541
2004-05-19,4029.418
2004-05-20,3993.762
2004-05-21,4024.211
2004-05-24,3976.962
2004-05-25,3985.338
2004-05-26,3982.098
2004-05-27,4009.182
2004-05-28,4012.283
2004-05-31,4012.283
2004-06-01,3957.12
2004-06-02,3974.395
2004-06-03,4004.494
2004-06-04,4053.115
2004-06-07,4085.88
2004-06-08,4039.521
2004-06-09,3643.636
2004-06-10,3818.347
2004-06-11,3833.549
2004-06-14,3828.014
2004-06-15,3835.685
2004-06-16,3823.323
2004-06-17,3812.086
2004-06-18,3841.41
2004-06-21,3821.36
2004-06-22,3762.396
2004-06-23,3767.201
2004-06-24,3813.935
2004-06-25,3801.51
2004-06-28,3842.697
2004-06-29,3872.424
2004-06-30,3863.876
2004-07-01,3870.377
2004-07-02,3964.485
2004-07-05,3964.124
2004-07-06,3915.967
2004-07-07,3940.099
2004-07-08,4022.151
2004-07-09,3992.459
2004-07-12,3948.813
2004-07-13,3942.081
2004-07-14,3997.745
2004-07-15,3957.43
2004-07-16,4001.185
2004-07-19,3963.397
2004-07-20,3934.071
2004-07-21,3899.522
2004-07-22,3899.797
2004-07-23,3827.494
2004-07-26,3808.884
2004-07-27,3792.386
2004-07-28,3807.982
2004-07-29,3875.762
2004-07-30,3870.503
2004-08-02,3888.091
2004-08-03,3916.277
2004-08-04,3851.422
2004-08-05,3959.689
2004-08-06,4097.437
2004-08-09,4121.807
2004-08-10,4189.986
2004-08-11,4093.045
2004-08-12,4037.907
2004-08-13,4048.821
2004-08-16,4065.398
2004-08-17,4140.97
2004-08-18,4167.52
2004-08-19,4209.025
2004-08-20,4172.365
2004-08-23,4176.904
2004-08-24,4123.27
2004-08-25,4134.868
2004-08-26,4137.786
2004-08-27,4118.733
2004-08-30,4193.351
2004-08-31,4182.253
2004-09-01,4183.684
2004-09-02,4198.3
2004-09-03,4215.988
2004-09-06,4306.763
2004-09-07,4259.069
2004-09-08,4325.096
2004-09-09,4329.131
2004-09-10,4384.846
2004-09-13,4312.199
2004-09-14,4157.588
2004-09-15,4058.496
2004-09-16,4007.528
2004-09-17,4045.056
2004-09-20,4049.68
2004-09-21,4110.006
2004-09-22,3996.506
2004-09-23,4054.62
2004-09-24,4000.533
2004-09-27,4059.903
2004-09-28,4097.765
2004-09-29,4093.489
2004-09-30,4207.688
2004-10-01,4234.083
2004-10-04,4198.114
2004-10-05,4219.211
2004-10-06,4247.1
2004-10-07,4177.085
2004-10-08,4217.049
2004-10-11,4190.731
2004-10-12,4137.119
2004-10-13,4143.119
2004-10-14,4225.586
2004-10-15,4240.543
2004-10-18,4197.817
2004-10-19,4252.603
2004-10-20,4247.712
2004-10-21,4350.147
2004-10-22,4348.692
2004-10-25,4373.029
2004-10-26,4382.832
2004-10-27,4345.992
2004-10-28,4344.898
2004-10-29,4387.209
2004-11-01,4389.295
2004-11-02,4429.346
2004-11-03,4377.888
2004-11-04,4431.347
2004-11-05,4467.137
2004-11-08,4465.49
2004-11-09,4458.202
2004-11-10,4459.752
2004-11-11,4534.79
2004-11-12,4568.189
2004-11-15,4576.269
2004-11-16,4583.503
2004-11-17,4636.596
2004-11-18,4650.665
2004-11-19,4644.817
2004-11-22,4560.514
2004-11-23,4623.869
2004-11-24,4728.528
2004-11-25,4789.644
2004-11-26,4797.381
2004-11-29,4843.651
2004-11-30,4877.034
2004-12-01,4913.956
2004-12-02,4906.145
2004-12-03,4868.547
2004-12-06,4879.095
2004-12-07,4916.576
2004-12-08,4851.272
2004-12-09,4762.82
2004-12-10,4718.874
2004-12-13,4841.624
2004-12-14,4861.049
2004-12-15,4889.912
2004-12-16,4926.958
2004-12-17,4846.081
2004-12-20,5003.212
2004-12-21,5023.94
2004-12-22,5073.492
2004-12-23,5104.969
2004-12-24,5117.044
2004-12-27,5148.141
2004-12-28,5027.096
2004-12-29,5034.698
2004-12-30,5049.365
2004-12-31,5035.94
2005-01-03,5108.224
2005-01-04,5018.03
2005-01-05,5029.715
2005-01-06,5021.18
2005-01-07,4988.922
2005-01-10,5023.323
2005-01-11,5023.569
2005-01-12,5043.386
2005-01-13,5022.078
2005-01-14,4960.313
2005-01-17,4971.548
2005-01-18,4974.898
2005-01-19,4978.907
2005-01-20,4900.443
2005-01-21,4922.282
2005-01-24,4939.492
2005-01-25,5004.547
2005-01-26,5044.154
2005-01-27,4937.935
2005-01-28,4931.91
2005-01-31,4937.156
2005-02-01,5035.277
2005-02-02,5070.165
2005-02-03,4992.632
2005-02-04,5101.571
2005-02-07,5156.254
2005-02-08,5132.011
2005-02-09,5093.922
2005-02-10,5170.741
2005-02-11,5287.063
2005-02-14,5302.033
2005-02-15,5273.079
2005-02-16,5186.302
2005-02-17,5301.421
2005-02-18,5280.827
2005-02-21,5231.446
2005-02-22,5260.351
2005-02-23,5376.124
2005-02-24,5328.376
2005-02-25,5280.127
2005-02-28,5365.252
2005-03-01,5394.146
2005-03-02,5416.734
2005-03-03,5379.233
2005-03-04,5342.692
2005-03-07,5352.668
2005-03-08,5403.317
2005-03-09,5366.266
2005-03-10,5268.005
2005-03-11,5266.078
2005-03-14,5348.336
2005-03-15,5409.893
2005-03-16,5424.991
2005-03-17,5490.368
2005-03-18,5452.46
2005-03-21,5276.672
2005-03-22,5318.142
2005-03-23,5202.311
2005-03-24,5183.703
2005-03-25,5183.703
2005-03-28,5147.372
2005-03-29,5151.84
2005-03-30,5133.23
2005-03-31,5282.594
2005-04-01,5273.418
2005-04-04,5196.839
2005-04-05,5309.735
2005-04-06,5309.291
2005-04-07,5369.667
2005-04-08,5362.637
2005-04-11,5420.062
2005-04-12,5436.597
2005-04-13,5349.444
2005-04-14,5370.874
2005-04-15,5323.468
2005-04-18,5597.436
2005-04-19,5760.753
2005-04-20,5589.733
2005-04-21,5608.766
2005-04-22,5596.702
2005-04-25,5630.023
2005-04-26,5534.563
2005-04-27,5374.595
2005-04-28,5316.663
2005-04-29,5358.44
2005-05-02,5367.055
2005-05-03,5539.764
2005-05-04,5411.449
2005-05-05,5404.583
2005-05-06,5469.52
2005-05-09,5381.272
2005-05-10,5407.866
2005-05-11,5369.407
2005-05-12,5337.847
2005-05-13,5384.387
2005-05-16,5373.749
2005-05-17,5377.579
2005-05-18,5325.133
2005-05-19,5295.604
2005-05-20,5410.78
2005-05-23,5415.074
2005-05-24,5374.531
2005-05-25,5455.264
2005-05-26,5393.213
2005-05-27,5519.255
2005-05-30,5542.171
2005-05-31,5537.009
2005-06-01,5335.697
2005-06-02,5282.949
2005-06-03,5278.983
2005-06-06,5262.008
2005-06-07,5255.761
2005-06-08,5268.782
2005-06-09,5199.145
2005-06-10,5282.616
2005-06-13,5287.293
2005-06-14,5321.108
2005-06-15,5307.576
