Date,SWITZERLAND SMID CAP SMID (Small+Mid Cap)
2001-08-21,366.565
2001-08-22,366.129
2001-08-23,363.614
2001-08-24,366.865
2001-08-27,367.184
2001-08-28,364.64
2001-08-29,362.546
2001-08-30,362.476
2001-08-31,360.452
2001-09-03,353.572
2001-09-04,348.938
2001-09-05,345.386
2001-09-06,340.962
2001-09-07,341.525
2001-09-10,334.656
2001-09-11,323.44
2001-09-12,324.645
2001-09-13,325.175
2001-09-14,321.494
2001-09-17,322.757
2001-09-18,320.49
2001-09-19,321.097
2001-09-20,306.718
2001-09-21,295.66
2001-09-24,299.937
2001-09-25,306.827
2001-09-26,305.422
2001-09-27,300.607
2001-09-28,304.277
2001-10-01,304.984
2001-10-02,303.172
2001-10-03,299.941
2001-10-04,304.278
2001-10-05,304.898
2001-10-08,305.833
2001-10-09,306.763
2001-10-10,305.385
2001-10-11,309.377
2001-10-12,310.505
2001-10-15,310.85
2001-10-16,312.86
2001-10-17,318.238
2001-10-18,315.943
2001-10-19,311.944
2001-10-22,310.728
2001-10-23,315.067
2001-10-24,318.067
2001-10-25,318.187
2001-10-26,320.506
2001-10-29,322.774
2001-10-30,320.223
2001-10-31,319.982
2001-11-01,321.421
2001-11-02,321.859
2001-11-05,321.549
2001-11-06,322.537
2001-11-07,325.365
2001-11-08,327.809
2001-11-09,329.309
2001-11-12,328.059
2001-11-13,327.244
2001-11-14,331.094
2001-11-15,336.333
2001-11-16,342.256
2001-11-19,344.313
2001-11-20,343.752
2001-11-21,339.977
2001-11-22,342.564
2001-11-23,339.304
2001-11-26,339.753
2001-11-27,340.476
2001-11-28,339.029
2001-11-29,334.776
2001-11-30,336.709
2001-12-03,334.608
2001-12-04,336.73
2001-12-05,338.502
2001-12-06,342.314
2001-12-07,343.446
2001-12-10,338.311
2001-12-11,337.908
2001-12-12,341.143
2001-12-13,336.832
2001-12-14,337.903
2001-12-17,342.084
2001-12-18,340.808
2001-12-19,336.846
2001-12-20,336.84
2001-12-21,335.918
2001-12-24,328.705
2001-12-25,328.705
2001-12-26,328.637
2001-12-27,336.843
2001-12-28,337.704
2001-12-31,341.466
2002-01-01,341.466
2002-01-02,346.617
2002-01-03,346.312
2002-01-04,348.781
2002-01-07,349.349
2002-01-08,346.543
2002-01-09,347.06
2002-01-10,345.806
2002-01-11,346.687
2002-01-14,343.116
2002-01-15,341.897
2002-01-16,338.397
2002-01-17,339.531
2002-01-18,340.166
2002-01-21,339.902
2002-01-22,338.73
2002-01-23,340.843
2002-01-24,341.237
2002-01-25,335.091
2002-01-28,333.779
2002-01-29,330.908
2002-01-30,327.102
2002-01-31,329.63
2002-02-01,328.132
2002-02-04,327.509
2002-02-05,327.093
2002-02-06,324.553
2002-02-07,325.176
2002-02-08,326.793
2002-02-11,329.492
2002-02-12,328.153
2002-02-13,326.083
2002-02-14,328.652
2002-02-15,330.503
2002-02-18,327.728
2002-02-19,323.877
2002-02-20,320.925
2002-02-21,323.38
2002-02-22,324.084
2002-02-25,324.577
2002-02-26,324.987
2002-02-27,324.944
2002-02-28,326.984
2002-03-01,328.606
2002-03-04,333.995
2002-03-05,333.621
2002-03-06,336.902
2002-03-07,343.972
2002-03-08,345.528
2002-03-11,344.879
2002-03-12,341.396
2002-03-13,342.426
2002-03-14,347.294
2002-03-15,347.328
2002-03-18,348.882
2002-03-19,349.026
2002-03-20,350.01
2002-03-21,349.083
2002-03-22,351.047
2002-03-25,350.446
2002-03-26,350.06
2002-03-27,349.734
2002-03-28,351.466
2002-03-29,351.466
2002-04-01,355.536
2002-04-02,356.887
2002-04-03,359.208
2002-04-04,358.38
2002-04-05,357.887
2002-04-08,354.499
2002-04-09,355.884
2002-04-10,356.767
2002-04-11,358.51
2002-04-12,355.2
2002-04-15,355.321
2002-04-16,358.323
2002-04-17,361.439
2002-04-18,363.431
2002-04-19,363.46
2002-04-22,361.414
2002-04-23,359.629
2002-04-24,360.779
2002-04-25,360.118
2002-04-26,359.355
2002-04-29,360.839
2002-04-30,361.502
2002-05-01,364.992
2002-05-02,363.883
2002-05-03,367.626
2002-05-06,367.036
2002-05-07,362.724
2002-05-08,365.646
2002-05-09,366.525
2002-05-10,367.643
2002-05-13,366.089
2002-05-14,363.758
2002-05-15,368.454
2002-05-16,371.505
2002-05-17,376.847
2002-05-20,377.289
2002-05-21,375.138
2002-05-22,376.728
2002-05-23,372.695
2002-05-24,372.682
2002-05-27,372.271
2002-05-28,373.977
2002-05-29,373.361
2002-05-30,375.374
2002-05-31,376.978
2002-06-03,375.059
2002-06-04,372.644
2002-06-05,371.494
2002-06-06,370.643
2002-06-07,367.365
2002-06-10,368.365
2002-06-11,367.381
2002-06-12,361.674
2002-06-13,357.104
2002-06-14,352.866
2002-06-17,355.125
2002-06-18,354.623
2002-06-19,355.603
2002-06-20,350.588
2002-06-21,350.841
2002-06-24,345.512
2002-06-25,352.119
2002-06-26,350.714
2002-06-27,350.677
2002-06-28,360.277
2002-07-01,357.336
2002-07-02,351.033
2002-07-03,345.649
2002-07-04,347.586
2002-07-05,351.916
2002-07-08,355.756
2002-07-09,355.068
2002-07-10,347.366
2002-07-11,340.54
2002-07-12,341.109
2002-07-15,335.211
2002-07-16,331.48
2002-07-17,337.276
2002-07-18,338.05
2002-07-19,329.175
2002-07-22,313.007
2002-07-23,302.845
2002-07-24,291.605
2002-07-25,302.684
2002-07-26,304.839
2002-07-29,313.24
2002-07-30,314.875
2002-07-31,311.321
2002-08-01,310.373
2002-08-02,304.865
2002-08-05,294.176
2002-08-06,293.044
2002-08-07,292.575
2002-08-08,295.494
2002-08-09,300.378
2002-08-12,299.308
2002-08-13,300.994
2002-08-14,301.824
2002-08-15,307.098
2002-08-16,309.476
2002-08-19,312.673
2002-08-20,307.969
2002-08-21,313.986
2002-08-22,318.575
2002-08-23,318.095
2002-08-26,317.099
2002-08-27,320.997
2002-08-28,311.856
2002-08-29,305.902
2002-08-30,304.767
2002-09-02,300.878
2002-09-03,300.522
2002-09-04,300.754
2002-09-05,296.774
2002-09-06,299.998
2002-09-09,296.566
2002-09-10,297.08
2002-09-11,299.938
2002-09-12,293.459
2002-09-13,287.507
2002-09-16,284.134
2002-09-17,281.065
2002-09-18,277.244
2002-09-19,273.509
2002-09-20,273.524
2002-09-23,266.276
2002-09-24,261.183
2002-09-25,266.008
2002-09-26,273.163
2002-09-27,273.887
2002-09-30,274.64
2002-10-01,269.263
2002-10-02,271.025
2002-10-03,271.04
2002-10-04,266.197
2002-10-07,261.792
2002-10-08,260.113
2002-10-09,259.001
2002-10-10,258.81
2002-10-11,268.863
2002-10-14,268.176
2002-10-15,277.46
2002-10-16,276.086
2002-10-17,280.224
2002-10-18,280.118
2002-10-21,278.295
2002-10-22,275.195
2002-10-23,272.952
2002-10-24,276.896
2002-10-25,277.671
2002-10-28,280.465
2002-10-29,274.22
2002-10-30,280.147
2002-10-31,285.285
2002-11-01,286.077
2002-11-04,292.279
2002-11-05,294.918
2002-11-06,294.846
2002-11-07,294.899
2002-11-08,293.258
2002-11-11,288.301
2002-11-12,290.591
2002-11-13,288.993
2002-11-14,291.59
2002-11-15,294.691
2002-11-18,296.125
2002-11-19,295.91
2002-11-20,292.963
2002-11-21,296.025
2002-11-22,297.737
2002-11-25,295.788
2002-11-26,291.883
2002-11-27,295.403
2002-11-28,299.155
2002-11-29,298.069
2002-12-02,301.235
2002-12-03,295.857
2002-12-04,293.748
2002-12-05,291.954
2002-12-06,292.812
2002-12-09,289.752
2002-12-10,290.834
2002-12-11,292.405
2002-12-12,294.408
2002-12-13,292.731
2002-12-16,293.373
2002-12-17,295.178
2002-12-18,293.105
2002-12-19,290.194
2002-12-20,290.898
2002-12-23,290.386
2002-12-24,292.404
2002-12-25,292.404
2002-12-26,292.872
2002-12-27,289.259
2002-12-30,292.618
2002-12-31,294.701
2003-01-01,294.701
2003-01-02,290.833
2003-01-03,297.938
2003-01-06,301.628
2003-01-07,299.913
2003-01-08,295.949
2003-01-09,297.475
2003-01-10,301.211
2003-01-13,304.018
2003-01-14,305.928
2003-01-15,301.295
2003-01-16,302.579
2003-01-17,302.299
2003-01-20,301.258
2003-01-21,299.513
2003-01-22,294.02
2003-01-23,291.444
2003-01-24,290.245
2003-01-27,281.063
2003-01-28,279.874
2003-01-29,277.052
2003-01-30,277.975
2003-01-31,280.382
2003-02-03,281.346
2003-02-04,282.952
2003-02-05,280.325
2003-02-06,277.547
2003-02-07,273.864
2003-02-10,271.495
2003-02-11,271.534
2003-02-12,269.86
2003-02-13,271.447
2003-02-14,271.302
2003-02-17,273.617
2003-02-18,272.949
2003-02-19,274.057
2003-02-20,272.667
2003-02-21,271.564
2003-02-24,267.567
2003-02-25,262.85
2003-02-26,260.32
2003-02-27,255.854
2003-02-28,261.625
2003-03-03,265.676
2003-03-04,261.676
2003-03-05,257.959
2003-03-06,255.591
2003-03-07,251.857
2003-03-10,246.13
2003-03-11,247.248
2003-03-12,242.814
2003-03-13,244.977
2003-03-14,248.747
2003-03-17,251.679
2003-03-18,254.867
2003-03-19,258.205
2003-03-20,260.343
2003-03-21,263.176
2003-03-24,259.135
2003-03-25,260.746
2003-03-26,261.964
2003-03-27,260.605
2003-03-28,262.23
2003-03-31,263.108
2003-04-01,262.839
2003-04-02,266.513
2003-04-03,266.912
2003-04-04,268.179
2003-04-07,274.784
2003-04-08,272.468
2003-04-09,275.497
2003-04-10,274.92
2003-04-11,275.163
2003-04-14,276.449
2003-04-15,279.481
2003-04-16,280.848
2003-04-17,282.605
2003-04-18,282.605
2003-04-21,279.85
2003-04-22,283.903
2003-04-23,286.791
2003-04-24,286.606
2003-04-25,285.999
2003-04-28,289.055
2003-04-29,288.35
2003-04-30,293.464
2003-05-01,296.912
2003-05-02,297.008
2003-05-05,302.364
2003-05-06,307.142
2003-05-07,306.418
2003-05-08,303.712
2003-05-09,302.951
2003-05-12,302.883
2003-05-13,303.053
2003-05-14,304.477
2003-05-15,304.823
2003-05-16,307.49
2003-05-19,302.236
2003-05-20,302.21
2003-05-21,299.297
2003-05-22,303.372
2003-05-23,306.933
2003-05-26,307.297
2003-05-27,308.352
2003-05-28,309.066
2003-05-29,310.921
2003-05-30,310.887
2003-06-02,316.228
2003-06-03,311.422
2003-06-04,314.731
2003-06-05,318.591
2003-06-06,318.548
2003-06-09,321.756
2003-06-10,319.222
2003-06-11,326.76
2003-06-12,325.528
2003-06-13,324.545
2003-06-16,328.867
2003-06-17,329.853
2003-06-18,324.936
2003-06-19,320.358
2003-06-20,319.955
2003-06-23,315.997
2003-06-24,311.263
2003-06-25,313.173
2003-06-26,309.134
2003-06-27,308.934
2003-06-30,307.955
2003-07-01,307.224
2003-07-02,308.959
2003-07-03,310.112
2003-07-04,309.445
2003-07-07,311.449
2003-07-08,312.908
2003-07-09,310.486
2003-07-10,309.439
2003-07-11,310.42
2003-07-14,314.233
2003-07-15,312.315
2003-07-16,312.588
2003-07-17,311.463
2003-07-18,313.842
2003-07-21,315.422
2003-07-22,314.768
2003-07-23,316.168
2003-07-24,320.294
2003-07-25,321.979
2003-07-28,322.408
2003-07-29,323.993
2003-07-30,323.063
2003-07-31,326.687
2003-08-01,331.554
2003-08-04,331.801
2003-08-05,336.085
2003-08-06,332.578
2003-08-07,330.961
2003-08-08,330.177
2003-08-11,327.809
2003-08-12,329.137
2003-08-13,330.767
2003-08-14,331.623
2003-08-15,334.76
2003-08-18,334.447
2003-08-19,337.933
2003-08-20,337.769
2003-08-21,337.506
2003-08-22,338.501
2003-08-25,337.03
2003-08-26,336.27
2003-08-27,337.384
2003-08-28,341.981
2003-08-29,344.181
2003-09-01,348.976
2003-09-02,344.872
2003-09-03,350.398
2003-09-04,350.199
2003-09-05,353.813
2003-09-08,357.183
2003-09-09,356.407
2003-09-10,354.083
2003-09-11,354.367
2003-09-12,356.933
2003-09-15,359.576
2003-09-16,358.438
2003-09-17,360.776
2003-09-18,363.343
2003-09-19,365.004
2003-09-22,364.003
2003-09-23,360.184
2003-09-24,360.906
2003-09-25,358.216
2003-09-26,355.557
2003-09-29,358.237
2003-09-30,359.462
2003-10-01,361.912
2003-10-02,364.103
2003-10-03,367.063
2003-10-06,367.832
2003-10-07,368.645
2003-10-08,372.074
2003-10-09,374.406
2003-10-10,377.391
2003-10-13,376.219
2003-10-14,377.647
2003-10-15,377.956
2003-10-16,379.577
2003-10-17,376.271
2003-10-20,377.407
2003-10-21,376.383
2003-10-22,379.377
2003-10-23,378.956
2003-10-24,379.426
2003-10-27,379.546
2003-10-28,380.573
2003-10-29,383.451
2003-10-30,388.139
2003-10-31,384.468
2003-11-03,383.935
2003-11-04,382.118
2003-11-05,378.209
2003-11-06,377.702
2003-11-07,385.16
2003-11-10,381.813
2003-11-11,382.385
2003-11-12,384.873
2003-11-13,387.507
2003-11-14,391.74
2003-11-17,386.29
2003-11-18,388.371
2003-11-19,386.567
2003-11-20,386.63
2003-11-21,389.12
2003-11-24,386.385
2003-11-25,390.278
2003-11-26,397.481
2003-11-27,397.545
2003-11-28,402.054
2003-12-01,403.04
2003-12-02,406.32
2003-12-03,408.633
2003-12-04,408.325
2003-12-05,409.69
2003-12-08,411.743
2003-12-09,410.027
2003-12-10,407.402
2003-12-11,407.352
2003-12-12,411.933
2003-12-15,413.083
2003-12-16,412.978
2003-12-17,413.529
2003-12-18,415.242
2003-12-19,413.438
2003-12-22,415.564
2003-12-23,416.902
2003-12-24,419.641
2003-12-25,419.641
2003-12-26,418.835
2003-12-29,421.218
2003-12-30,426.454
2003-12-31,429.23
2004-01-01,429.23
2004-01-02,428.33
2004-01-05,438.16
2004-01-06,437.793
2004-01-07,434.337
2004-01-08,443.584
2004-01-09,445.305
2004-01-12,442.524
2004-01-13,448.754
2004-01-14,452.493
2004-01-15,450.731
2004-01-16,447.781
2004-01-19,447.292
2004-01-20,450.356
2004-01-21,451.181
2004-01-22,455.787
2004-01-23,457.972
2004-01-26,452.159
2004-01-27,455.284
2004-01-28,457.318
2004-01-29,448.155
2004-01-30,451.664
2004-02-02,452.8
2004-02-03,453.286
2004-02-04,450.801
2004-02-05,454.393
2004-02-06,463.06
2004-02-09,465.43
2004-02-10,467.268
2004-02-11,467.1
2004-02-12,471.994
2004-02-13,469.639
2004-02-16,470.782
2004-02-17,472.584
2004-02-18,469.55
2004-02-19,469.131
2004-02-20,462.268
2004-02-23,461.495
2004-02-24,459.979
2004-02-25,454.007
2004-02-26,452.472
2004-02-27,451.412
2004-03-01,456.549
2004-03-02,452.52
2004-03-03,448.604
2004-03-04,453.306
2004-03-05,461.119
2004-03-08,456.938
2004-03-09,453.706
2004-03-10,445.804
2004-03-11,436.391
2004-03-12,435.512
2004-03-15,430.6
2004-03-16,434.841
2004-03-17,434.087
2004-03-18,438.312
2004-03-19,436.34
2004-03-22,428.722
2004-03-23,429.073
2004-03-24,425.76
2004-03-25,431.713
2004-03-26,430.637
2004-03-29,432.483
2004-03-30,431.177
2004-03-31,438.197
2004-04-01,443.72
2004-04-02,438.6
2004-04-05,434.675
2004-04-06,436.111
2004-04-07,443.629
2004-04-08,444.447
2004-04-09,444.447
2004-04-12,443.841
2004-04-13,437.146
2004-04-14,434.957
2004-04-15,435.328
2004-04-16,439.438
2004-04-19,440.279
2004-04-20,438.944
2004-04-21,433.591
2004-04-22,436.826
2004-04-23,438.01
2004-04-26,441.244
2004-04-27,447.932
2004-04-28,440.831
2004-04-29,441.02
2004-04-30,437.368
2004-05-03,439.6
2004-05-04,445.819
2004-05-05,449.057
2004-05-06,441.468
2004-05-07,434.638
2004-05-10,422.514
2004-05-11,425.95
2004-05-12,427.218
2004-05-13,426.961
2004-05-14,426.732
2004-05-17,425.765
2004-05-18,427.628
2004-05-19,438.437
2004-05-20,434.183
2004-05-21,437.286
2004-05-24,436.905
2004-05-25,439.82
2004-05-26,441.183
2004-05-27,452.69
2004-05-28,449.621
2004-05-31,449.621
2004-06-01,448.344
2004-06-02,455.553
2004-06-03,456.08
2004-06-04,458.438
2004-06-07,464.615
2004-06-08,463.841
2004-06-09,459.568
2004-06-10,459.715
2004-06-11,455.754
2004-06-14,454.946
2004-06-15,454.781
2004-06-16,452.867
2004-06-17,458.795
2004-06-18,463.717
2004-06-21,464.397
2004-06-22,460.111
2004-06-23,459.954
2004-06-24,465.887
2004-06-25,463.14
2004-06-28,466.84
2004-06-29,460.388
2004-06-30,462.841
2004-07-01,461.453
2004-07-02,468.987
2004-07-05,466.139
2004-07-06,462.51
2004-07-07,463.865
2004-07-08,466.946
2004-07-09,464.726
2004-07-12,465.06
2004-07-13,459.347
2004-07-14,460.171
2004-07-15,455.872
2004-07-16,460.904
2004-07-19,457.315
2004-07-20,449.483
2004-07-21,445.36
2004-07-22,442.443
2004-07-23,437.661
2004-07-26,435.918
2004-07-27,434.282
2004-07-28,434.303
2004-07-29,437.837
2004-07-30,435.286
2004-08-02,435.831
2004-08-03,440.421
2004-08-04,437.488
2004-08-05,436.918
2004-08-06,436.057
2004-08-09,430.988
2004-08-10,434.844
2004-08-11,425.92
2004-08-12,424.379
2004-08-13,428.114
2004-08-16,430.155
2004-08-17,430.511
2004-08-18,429.855
2004-08-19,435.216
2004-08-20,433.382
2004-08-23,432.892
2004-08-24,431.961
2004-08-25,431.105
2004-08-26,433.502
2004-08-27,432.449
2004-08-30,433.181
2004-08-31,435.706
2004-09-01,438.804
2004-09-02,437.82
2004-09-03,436.886
2004-09-06,438.5
2004-09-07,439.616
2004-09-08,439.896
2004-09-09,438.476
2004-09-10,445.037
2004-09-13,444.323
2004-09-14,444.573
2004-09-15,439.743
2004-09-16,440.245
2004-09-17,444.637
2004-09-20,442.165
2004-09-21,447.18
2004-09-22,444.626
2004-09-23,442.68
2004-09-24,441.62
2004-09-27,438.981
2004-09-28,442.492
2004-09-29,445.75
2004-09-30,450.289
2004-10-01,451.516
2004-10-04,449.378
2004-10-05,451.09
2004-10-06,452.594
2004-10-07,451.905
2004-10-08,456.563
2004-10-11,452.527
2004-10-12,447.158
2004-10-13,446.476
2004-10-14,448.018
2004-10-15,449.947
2004-10-18,451.226
2004-10-19,452.998
2004-10-20,454.856
2004-10-21,456.523
2004-10-22,459.663
2004-10-25,462.29
2004-10-26,463.063
2004-10-27,467.322
2004-10-28,467.279
2004-10-29,465.198
2004-11-01,467.046
2004-11-02,468.128
2004-11-03,475.04
2004-11-04,479.167
2004-11-05,482.46
2004-11-08,479.697
2004-11-09,480.025
2004-11-10,484.208
2004-11-11,488.951
2004-11-12,492.219
2004-11-15,490.996
2004-11-16,490.758
2004-11-17,496.917
2004-11-18,495.63
2004-11-19,498.337
2004-11-22,494.511
2004-11-23,496.536
2004-11-24,501.204
2004-11-25,507.252
2004-11-26,506.406
2004-11-29,506.077
2004-11-30,505.232
2004-12-01,504.981
2004-12-02,505.015
2004-12-03,509.673
2004-12-06,509.088
2004-12-07,510.187
2004-12-08,501.192
2004-12-09,501.08
2004-12-10,500.988
2004-12-13,505.833
2004-12-14,505.803
2004-12-15,511.733
2004-12-16,506.654
2004-12-17,504.527
2004-12-20,512.833
2004-12-21,510.433
2004-12-22,513.588
2004-12-23,518.684
2004-12-24,519.434
2004-12-27,521.915
2004-12-28,521.106
2004-12-29,523.079
2004-12-30,524.304
2004-12-31,522.576
2005-01-03,522.959
2005-01-04,517.544
2005-01-05,513.798
2005-01-06,510.813
2005-01-07,506.997
2005-01-10,509.7
2005-01-11,511.017
2005-01-12,513.16
2005-01-13,513.404
2005-01-14,513.367
2005-01-17,517.77
2005-01-18,516.073
2005-01-19,519.421
2005-01-20,514.743
2005-01-21,514.1
2005-01-24,516.134
2005-01-25,513.612
2005-01-26,520.815
2005-01-27,521.703
2005-01-28,519.58
2005-01-31,524.233
2005-02-01,521.017
2005-02-02,524.546
2005-02-03,522.271
2005-02-04,525.065
2005-02-07,522.14
2005-02-08,520.649
2005-02-09,521.676
2005-02-10,528.277
2005-02-11,530.335
2005-02-14,535.17
2005-02-15,537.013
2005-02-16,535.991
2005-02-17,541.124
2005-02-18,544.693
2005-02-21,544.519
2005-02-22,549.304
2005-02-23,543.639
2005-02-24,542.03
2005-02-25,546.91
2005-02-28,557.564
2005-03-01,555.164
2005-03-02,550.008
2005-03-03,549.493
2005-03-04,557.154
2005-03-07,552.598
2005-03-08,559.265
2005-03-09,557.748
2005-03-10,559.796
2005-03-11,564.813
2005-03-14,558.914
2005-03-15,558.788
2005-03-16,562.25
2005-03-17,558.858
2005-03-18,552.553
2005-03-21,546.946
2005-03-22,545.837
2005-03-23,533.982
2005-03-24,532.968
2005-03-25,532.968
2005-03-28,529.809
2005-03-29,530.13
2005-03-30,534.839
2005-03-31,538.989
2005-04-01,539.954
2005-04-04,532.081
2005-04-05,535.65
2005-04-06,539.279
2005-04-07,543.408
2005-04-08,542.567
2005-04-11,546.801
2005-04-12,542.133
2005-04-13,545.804
2005-04-14,539.085
2005-04-15,538.36
2005-04-18,532.052
2005-04-19,535.6
2005-04-20,537.485
2005-04-21,538.45
2005-04-22,537.734
2005-04-25,532.833
2005-04-26,531.571
2005-04-27,524.26
2005-04-28,520.612
2005-04-29,519.713
2005-05-02,520.276
2005-05-03,520.836
2005-05-04,524.779
2005-05-05,521.949
2005-05-06,521.741
2005-05-09,522.77
2005-05-10,519.744
2005-05-11,516.957
2005-05-12,515.303
2005-05-13,512.114
2005-05-16,511.193
2005-05-17,511.825
2005-05-18,513.991
2005-05-19,515.097
2005-05-20,511.411
2005-05-23,513.48
2005-05-24,515.258
2005-05-25,516.039
2005-05-26,515.224
2005-05-27,515.795
2005-05-30,514.695
2005-05-31,510.252
2005-06-01,511.924
2005-06-02,513.768
2005-06-03,512.851
2005-06-06,514.192
2005-06-07,516.225
2005-06-08,517.777
2005-06-09,512.596
2005-06-10,511.0
2005-06-13,510.905
2005-06-14,511.972
2005-06-15,513.812
2005-06-16,514.978
2005-06-17,518.567
2005-06-20,512.518
2005-06-21,515.219
2005-06-22,514.591
2005-06-23,513.8
2005-06-24,512.275
2005-06-27,511.809
2005-06-28,510.938
2005-06-29,513.001
2005-06-30,512.929
2005-07-01,508.678
2005-07-04,507.35
2005-07-05,508.185
2005-07-06,511.918
2005-07-07,510.71
2005-07-08,514.985
2005-07-11,525.353
2005-07-12,530.216
2005-07-13,530.267
2005-07-14,532.968
2005-07-15,529.831
2005-07-18,530.767
2005-07-19,527.634
2005-07-20,528.496
2005-07-21,534.681
2005-07-22,536.198
2005-07-25,533.109
2005-07-26,533.253
2005-07-27,536.049
2005-07-28,538.369
2005-07-29,541.833
2005-08-01,547.438
2005-08-02,549.918
2005-08-03,555.97
2005-08-04,558.565
2005-08-05,555.01
2005-08-08,558.171
2005-08-09,559.677
2005-08-10,563.955
2005-08-11,565.61
2005-08-12,565.235
2005-08-15,562.852
2005-08-16,563.975
2005-08-17,561.667
2005-08-18,553.771
2005-08-19,555.135
2005-08-22,559.294
2005-08-23,555.005
2005-08-24,554.301
2005-08-25,553.429
2005-08-26,556.776
2005-08-29,553.682
2005-08-30,549.554
2005-08-31,557.664
2005-09-01,570.354
2005-09-02,577.032
2005-09-05,572.586
2005-09-06,575.964
2005-09-07,579.472
2005-09-08,577.953
2005-09-09,580.513
2005-09-12,578.346
2005-09-13,574.639
2005-09-14,579.343
2005-09-15,574.945
2005-09-16,575.274
2005-09-19,571.666
2005-09-20,574.451
2005-09-21,574.186
2005-09-22,565.419
2005-09-23,561.941
2005-09-26,563.302
2005-09-27,560.052
2005-09-28,564.258
2005-09-29,562.963
2005-09-30,573.124
2005-10-03,569.768
2005-10-04,572.949
2005-10-05,573.959
2005-10-06,576.183
2005-10-07,569.76
2005-10-10,569.468
2005-10-11,568.828
2005-10-12,566.574
2005-10-13,554.401
2005-10-14,560.489
2005-10-17,557.93
2005-10-18,551.037
2005-10-19,543.596
2005-10-20,546.962
2005-10-21,545.433
2005-10-24,550.988
2005-10-25,556.104
2005-10-26,555.247
2005-10-27,552.433
2005-10-28,549.638
2005-10-31,552.272
2005-11-01,555.487
2005-11-02,563.988
2005-11-03,566.683
2005-11-04,556.097
2005-11-07,559.154
