Date,AUSTRIA VALUE Standard (Large+Mid Cap)
2002-01-14,875.825
2002-01-15,874.623
2002-01-16,863.886
2002-01-17,871.168
2002-01-18,873.644
2002-01-21,877.451
2002-01-22,874.114
2002-01-23,878.122
2002-01-24,885.064
2002-01-25,872.681
2002-01-28,868.28
2002-01-29,870.49
2002-01-30,872.211
2002-01-31,869.27
2002-02-01,879.129
2002-02-04,885.789
2002-02-05,890.51
2002-02-06,895.888
2002-02-07,906.187
2002-02-08,911.021
2002-02-11,919.957
2002-02-12,921.968
2002-02-13,916.748
2002-02-14,906.993
2002-02-15,904.308
2002-02-18,908.448
2002-02-19,927.686
2002-02-20,916.507
2002-02-21,924.265
2002-02-22,926.104
2002-02-25,921.956
2002-02-26,913.706
2002-02-27,917.793
2002-02-28,902.958
2002-03-01,904.005
2002-03-04,917.605
2002-03-05,909.673
2002-03-06,903.354
2002-03-07,908.61
2002-03-08,929.397
2002-03-11,923.118
2002-03-12,912.387
2002-03-13,912.014
2002-03-14,917.988
2002-03-15,922.867
2002-03-18,924.254
2002-03-19,925.479
2002-03-20,926.97
2002-03-21,923.007
2002-03-22,925.02
2002-03-25,928.7
2002-03-26,927.101
2002-03-27,929.532
2002-03-28,932.851
2002-03-29,932.851
2002-04-01,940.497
2002-04-02,958.707
2002-04-03,957.826
2002-04-04,957.848
2002-04-05,963.178
2002-04-08,949.701
2002-04-09,957.408
2002-04-10,958.655
2002-04-11,971.313
2002-04-12,975.691
2002-04-15,980.45
2002-04-16,980.344
2002-04-17,980.183
2002-04-18,986.925
2002-04-19,992.312
2002-04-22,988.236
2002-04-23,985.401
2002-04-24,981.314
2002-04-25,986.381
2002-04-26,986.453
2002-04-29,990.029
2002-04-30,992.605
2002-05-01,998.223
2002-05-02,997.519
2002-05-03,1010.117
2002-05-06,1016.277
2002-05-07,1010.931
2002-05-08,1006.168
2002-05-09,1005.946
2002-05-10,1021.054
2002-05-13,1025.443
2002-05-14,1019.699
2002-05-15,1023.049
2002-05-16,1014.769
2002-05-17,1040.287
2002-05-20,1040.626
2002-05-21,1052.569
2002-05-22,1053.307
2002-05-23,1041.372
2002-05-24,1042.11
2002-05-27,1037.568
2002-05-28,1051.427
2002-05-29,1052.672
2002-05-30,1058.939
2002-05-31,1044.805
2002-06-03,1048.83
2002-06-04,1050.854
2002-06-05,1052.465
2002-06-06,1072.65
2002-06-07,1071.524
2002-06-10,1070.189
2002-06-11,1059.991
2002-06-12,1057.087
2002-06-13,1055.569
2002-06-14,1047.213
2002-06-17,1042.329
2002-06-18,1044.722
2002-06-19,1063.495
2002-06-20,1062.913
2002-06-21,1069.474
2002-06-24,1058.2
2002-06-25,1065.03
2002-06-26,1074.75
2002-06-27,1080.523
2002-06-28,1082.281
2002-07-01,1096.665
2002-07-02,1055.951
2002-07-03,1055.397
2002-07-04,1054.638
2002-07-05,1048.179
2002-07-08,1068.91
2002-07-09,1079.345
2002-07-10,1057.793
2002-07-11,1055.602
2002-07-12,1058.021
2002-07-15,1064.128
2002-07-16,1036.718
2002-07-17,1049.433
2002-07-18,1047.959
2002-07-19,1027.087
2002-07-22,1008.825
2002-07-23,985.992
2002-07-24,952.297
2002-07-25,978.812
2002-07-26,962.46
2002-07-29,947.39
2002-07-30,965.967
2002-07-31,932.812
2002-08-01,933.626
2002-08-02,937.14
2002-08-05,931.678
2002-08-06,911.483
2002-08-07,913.287
2002-08-08,918.592
2002-08-09,932.69
2002-08-12,934.309
2002-08-13,940.935
2002-08-14,955.237
2002-08-15,948.122
2002-08-16,974.35
2002-08-19,961.904
2002-08-20,955.273
2002-08-21,967.045
2002-08-22,963.566
2002-08-23,968.417
2002-08-26,965.669
2002-08-27,973.097
2002-08-28,962.122
2002-08-29,958.193
2002-08-30,966.527
2002-09-02,963.938
2002-09-03,968.05
2002-09-04,968.074
2002-09-05,959.398
2002-09-06,937.255
2002-09-09,947.162
2002-09-10,941.048
2002-09-11,927.008
2002-09-12,923.899
2002-09-13,919.989
2002-09-16,910.009
2002-09-17,907.242
2002-09-18,897.492
2002-09-19,905.581
2002-09-20,899.497
2002-09-23,901.669
2002-09-24,878.672
2002-09-25,889.756
2002-09-26,897.024
2002-09-27,892.723
2002-09-30,917.175
2002-10-01,891.935
2002-10-02,906.363
2002-10-03,903.424
2002-10-04,885.742
2002-10-07,867.144
2002-10-08,843.72
2002-10-09,849.709
2002-10-10,856.331
2002-10-11,873.167
2002-10-14,876.716
2002-10-15,887.227
2002-10-16,890.329
2002-10-17,887.304
2002-10-18,892.578
2002-10-21,896.282
2002-10-22,902.862
2002-10-23,897.449
2002-10-24,904.652
2002-10-25,909.521
2002-10-28,938.71
2002-10-29,942.568
2002-10-30,951.32
2002-10-31,980.045
2002-11-01,986.131
2002-11-04,976.136
2002-11-05,972.582
2002-11-06,973.241
2002-11-07,995.45
2002-11-08,988.885
2002-11-11,979.065
2002-11-12,989.891
2002-11-13,987.142
2002-11-14,980.072
2002-11-15,977.304
2002-11-18,980.583
2002-11-19,990.027
2002-11-20,981.428
2002-11-21,977.934
2002-11-22,979.91
2002-11-25,981.891
2002-11-26,981.795
2002-11-27,973.266
2002-11-28,970.827
2002-11-29,957.583
2002-12-02,965.089
2002-12-03,952.831
2002-12-04,973.383
2002-12-05,972.55
2002-12-06,985.368
2002-12-09,970.711
2002-12-10,977.011
2002-12-11,982.64
2002-12-12,985.172
2002-12-13,992.058
2002-12-16,990.59
2002-12-17,997.385
2002-12-18,995.961
2002-12-19,989.98
2002-12-20,1005.088
2002-12-23,1020.581
2002-12-24,1024.806
2002-12-25,1024.806
2002-12-26,1027.39
2002-12-27,1012.783
2002-12-30,1019.755
2002-12-31,1023.755
2003-01-01,1023.755
2003-01-02,1015.698
2003-01-03,1021.095
2003-01-06,1027.369
2003-01-07,1020.406
2003-01-08,1017.572
2003-01-09,1023.169
2003-01-10,1011.771
2003-01-13,1029.69
2003-01-14,1033.679
2003-01-15,1044.017
2003-01-16,1056.78
2003-01-17,1052.122
2003-01-20,1049.601
2003-01-21,1052.127
2003-01-22,1052.96
2003-01-23,1073.3
2003-01-24,1095.817
2003-01-27,1080.908
2003-01-28,1079.802
2003-01-29,1073.116
2003-01-30,1047.566
2003-01-31,1054.696
2003-02-03,1069.811
2003-02-04,1081.725
2003-02-05,1065.535
2003-02-06,1066.128
2003-02-07,1064.737
2003-02-10,1053.797
2003-02-11,1050.131
2003-02-12,1048.327
2003-02-13,1067.78
2003-02-14,1063.276
2003-02-17,1061.454
2003-02-18,1052.627
2003-02-19,1076.062
2003-02-20,1073.404
2003-02-21,1080.016
2003-02-24,1066.004
2003-02-25,1054.027
2003-02-26,1058.414
2003-02-27,1058.054
2003-02-28,1075.324
2003-03-03,1087.417
2003-03-04,1089.935
2003-03-05,1103.652
2003-03-06,1115.11
2003-03-07,1128.796
2003-03-10,1104.558
2003-03-11,1098.605
2003-03-12,1074.401
2003-03-13,1065.06
2003-03-14,1064.591
2003-03-17,1059.929
2003-03-18,1057.699
2003-03-19,1053.32
2003-03-20,1060.31
2003-03-21,1060.646
2003-03-24,1069.908
2003-03-25,1069.296
2003-03-26,1078.161
2003-03-27,1079.488
2003-03-28,1072.227
2003-03-31,1092.821
2003-04-01,1106.025
2003-04-02,1112.819
2003-04-03,1105.806
2003-04-04,1104.796
2003-04-07,1104.289
2003-04-08,1107.928
2003-04-09,1109.355
2003-04-10,1129.183
2003-04-11,1114.213
2003-04-14,1128.21
2003-04-15,1124.375
2003-04-16,1107.149
2003-04-17,1100.593
2003-04-18,1100.593
2003-04-21,1095.849
2003-04-22,1115.655
2003-04-23,1133.873
2003-04-24,1157.076
2003-04-25,1146.825
2003-04-28,1166.156
2003-04-29,1181.292
2003-04-30,1215.974
2003-05-01,1227.142
2003-05-02,1228.734
2003-05-05,1265.97
2003-05-06,1291.941
2003-05-07,1309.41
2003-05-08,1309.618
2003-05-09,1310.755
2003-05-12,1332.753
2003-05-13,1317.072
2003-05-14,1319.019
2003-05-15,1311.484
2003-05-16,1313.011
2003-05-19,1319.916
2003-05-20,1347.349
2003-05-21,1330.855
2003-05-22,1321.675
2003-05-23,1317.662
2003-05-26,1326.565
2003-05-27,1313.355
2003-05-28,1288.51
2003-05-29,1298.058
2003-05-30,1260.663
2003-06-02,1300.769
2003-06-03,1314.288
2003-06-04,1318.377
2003-06-05,1339.886
2003-06-06,1343.667
2003-06-09,1350.962
2003-06-10,1352.995
2003-06-11,1363.12
2003-06-12,1331.547
2003-06-13,1345.463
2003-06-16,1346.719
2003-06-17,1345.161
2003-06-18,1338.991
2003-06-19,1338.246
2003-06-20,1340.127
2003-06-23,1332.966
2003-06-24,1323.484
2003-06-25,1326.679
2003-06-26,1308.496
2003-06-27,1312.816
2003-06-30,1319.856
2003-07-01,1331.328
2003-07-02,1336.182
2003-07-03,1336.843
2003-07-04,1337.125
2003-07-07,1319.948
2003-07-08,1306.722
2003-07-09,1309.547
2003-07-10,1317.695
2003-07-11,1323.986
2003-07-14,1354.115
2003-07-15,1337.396
2003-07-16,1344.995
2003-07-17,1335.227
2003-07-18,1345.576
2003-07-21,1342.932
2003-07-22,1328.909
2003-07-23,1356.881
2003-07-24,1365.632
2003-07-25,1375.051
2003-07-28,1367.82
2003-07-29,1363.558
2003-07-30,1347.52
2003-07-31,1325.536
2003-08-01,1325.134
2003-08-04,1329.327
2003-08-05,1330.407
2003-08-06,1325.225
2003-08-07,1336.263
2003-08-08,1330.421
2003-08-11,1329.859
2003-08-12,1333.722
2003-08-13,1338.745
2003-08-14,1344.282
2003-08-15,1343.327
2003-08-18,1336.608
2003-08-19,1349.299
2003-08-20,1360.789
2003-08-21,1344.879
2003-08-22,1324.217
2003-08-25,1331.132
2003-08-26,1323.221
2003-08-27,1324.173
2003-08-28,1327.86
2003-08-29,1336.703
2003-09-01,1340.32
2003-09-02,1352.573
2003-09-03,1370.167
2003-09-04,1368.571
2003-09-05,1380.959
2003-09-08,1407.361
2003-09-09,1411.009
2003-09-10,1413.983
2003-09-11,1428.484
2003-09-12,1436.345
2003-09-15,1417.757
2003-09-16,1406.755
2003-09-17,1401.487
2003-09-18,1400.085
2003-09-19,1420.908
2003-09-22,1414.993
2003-09-23,1416.012
2003-09-24,1406.472
2003-09-25,1399.193
2003-09-26,1398.217
2003-09-29,1414.153
2003-09-30,1432.566
2003-10-01,1435.357
2003-10-02,1445.624
2003-10-03,1443.877
2003-10-06,1440.511
2003-10-07,1449.569
2003-10-08,1468.896
2003-10-09,1469.399
2003-10-10,1490.603
2003-10-13,1486.66
2003-10-14,1503.686
2003-10-15,1510.917
2003-10-16,1537.268
2003-10-17,1523.026
2003-10-20,1523.319
2003-10-21,1511.385
2003-10-22,1510.601
2003-10-23,1501.311
2003-10-24,1513.918
2003-10-27,1509.235
2003-10-28,1504.165
2003-10-29,1535.948
2003-10-30,1557.985
2003-10-31,1554.664
2003-11-03,1554.334
2003-11-04,1571.123
2003-11-05,1552.314
2003-11-06,1543.508
2003-11-07,1545.018
2003-11-10,1553.232
2003-11-11,1539.754
2003-11-12,1557.268
2003-11-13,1585.104
2003-11-14,1600.926
2003-11-17,1592.663
2003-11-18,1612.894
2003-11-19,1614.757
2003-11-20,1598.947
2003-11-21,1602.373
2003-11-24,1612.799
2003-11-25,1612.769
2003-11-26,1616.428
2003-11-27,1632.27
2003-11-28,1655.136
2003-12-01,1682.691
2003-12-02,1694.322
2003-12-03,1708.09
2003-12-04,1689.644
2003-12-05,1705.243
2003-12-08,1715.988
2003-12-09,1730.023
2003-12-10,1710.966
2003-12-11,1699.896
2003-12-12,1717.434
2003-12-15,1731.04
2003-12-16,1719.121
2003-12-17,1720.807
2003-12-18,1729.221
2003-12-19,1728.764
2003-12-22,1747.336
2003-12-23,1746.518
2003-12-24,1751.44
2003-12-25,1751.44
2003-12-26,1750.737
2003-12-29,1754.457
2003-12-30,1766.67
2003-12-31,1778.372
2004-01-01,1778.372
2004-01-02,1805.819
2004-01-05,1844.932
2004-01-06,1855.997
2004-01-07,1850.495
2004-01-08,1893.44
2004-01-09,1916.373
2004-01-12,1906.463
2004-01-13,1918.003
2004-01-14,1932.422
2004-01-15,1953.404
2004-01-16,1933.917
2004-01-19,1929.114
2004-01-20,1942.621
2004-01-21,1963.444
2004-01-22,1990.607
2004-01-23,1965.331
2004-01-26,1961.585
2004-01-27,1985.37
2004-01-28,1987.153
2004-01-29,1931.964
2004-01-30,1941.52
2004-02-02,1980.593
2004-02-03,1986.784
2004-02-04,1993.01
2004-02-05,1990.86
2004-02-06,1996.114
2004-02-09,1991.364
2004-02-10,2004.015
2004-02-11,2010.029
2004-02-12,2023.049
2004-02-13,2027.856
2004-02-16,2021.081
2004-02-17,2010.584
2004-02-18,2013.837
2004-02-19,2007.228
2004-02-20,1979.175
2004-02-23,1975.077
2004-02-24,1958.354
2004-02-25,1947.771
2004-02-26,1952.044
2004-02-27,1925.922
2004-03-01,1952.323
2004-03-02,1954.541
2004-03-03,1943.183
2004-03-04,1985.464
2004-03-05,2028.655
2004-03-08,2042.733
2004-03-09,2020.868
2004-03-10,1983.904
2004-03-11,1958.125
2004-03-12,1942.561
2004-03-15,1930.205
2004-03-16,1954.653
2004-03-17,1947.679
2004-03-18,1977.277
2004-03-19,1984.968
2004-03-22,1940.129
2004-03-23,1930.77
2004-03-24,1950.71
2004-03-25,1975.039
2004-03-26,1969.844
2004-03-29,2002.039
2004-03-30,2014.689
2004-03-31,2036.645
2004-04-01,2074.396
2004-04-02,2066.153
2004-04-05,2048.79
2004-04-06,2066.318
2004-04-07,2085.612
2004-04-08,2098.292
2004-04-09,2098.292
2004-04-12,2092.399
2004-04-13,2091.876
2004-04-14,2080.697
2004-04-15,2090.261
2004-04-16,2115.015
2004-04-19,2104.472
2004-04-20,2092.171
2004-04-21,2072.522
2004-04-22,2045.071
2004-04-23,2024.594
2004-04-26,2051.817
2004-04-27,2082.79
2004-04-28,2069.503
2004-04-29,2027.862
2004-04-30,2025.993
2004-05-03,2043.465
2004-05-04,2099.052
2004-05-05,2106.531
2004-05-06,2078.212
2004-05-07,2023.298
2004-05-10,1952.033
2004-05-11,1950.278
2004-05-12,1925.29
2004-05-13,1919.322
2004-05-14,1890.932
2004-05-17,1866.862
2004-05-18,1890.142
2004-05-19,1964.523
2004-05-20,1947.055
2004-05-21,1977.033
2004-05-24,2001.469
2004-05-25,2022.215
2004-05-26,2032.592
2004-05-27,2071.559
2004-05-28,2053.15
2004-05-31,2053.15
2004-06-01,2003.438
2004-06-02,2027.706
2004-06-03,2036.668
2004-06-04,2063.592
2004-06-07,2093.08
2004-06-08,2085.801
2004-06-09,2039.919
2004-06-10,2040.087
2004-06-11,2035.731
2004-06-14,2048.937
2004-06-15,2057.824
2004-06-16,2089.202
2004-06-17,2113.313
2004-06-18,2148.813
2004-06-21,2133.115
2004-06-22,2090.993
2004-06-23,2117.955
2004-06-24,2146.384
2004-06-25,2146.178
2004-06-28,2168.092
2004-06-29,2164.052
2004-06-30,2173.405
2004-07-01,2172.503
2004-07-02,2220.331
2004-07-05,2205.736
2004-07-06,2185.89
2004-07-07,2218.539
2004-07-08,2232.61
2004-07-09,2269.218
2004-07-12,2271.635
2004-07-13,2274.302
2004-07-14,2263.923
2004-07-15,2259.019
2004-07-16,2280.958
2004-07-19,2275.573
2004-07-20,2279.469
2004-07-21,2244.595
2004-07-22,2210.796
2004-07-23,2203.402
2004-07-26,2214.145
2004-07-27,2224.223
2004-07-28,2251.166
2004-07-29,2245.593
2004-07-30,2241.079
2004-08-02,2234.99
2004-08-03,2263.67
2004-08-04,2259.641
2004-08-05,2269.618
2004-08-06,2254.04
2004-08-09,2236.268
2004-08-10,2269.556
2004-08-11,2240.684
2004-08-12,2266.049
2004-08-13,2286.64
2004-08-16,2285.467
2004-08-17,2279.171
2004-08-18,2272.672
2004-08-19,2293.61
2004-08-20,2287.202
2004-08-23,2268.524
2004-08-24,2246.384
2004-08-25,2258.437
2004-08-26,2268.277
2004-08-27,2282.746
2004-08-30,2276.604
2004-08-31,2311.149
2004-09-01,2320.842
2004-09-02,2337.64
2004-09-03,2325.268
2004-09-06,2329.571
2004-09-07,2318.831
2004-09-08,2336.231
2004-09-09,2339.199
2004-09-10,2369.364
2004-09-13,2345.876
2004-09-14,2367.958
2004-09-15,2327.536
2004-09-16,2330.927
2004-09-17,2355.329
2004-09-20,2366.214
2004-09-21,2429.719
2004-09-22,2411.788
2004-09-23,2424.063
2004-09-24,2410.697
2004-09-27,2438.975
2004-09-28,2420.06
2004-09-29,2444.034
2004-09-30,2466.022
2004-10-01,2503.422
2004-10-04,2491.393
2004-10-05,2529.147
2004-10-06,2562.096
2004-10-07,2572.346
2004-10-08,2596.776
2004-10-11,2579.015
2004-10-12,2537.069
2004-10-13,2494.813
2004-10-14,2518.741
2004-10-15,2536.08
2004-10-18,2557.334
2004-10-19,2560.043
2004-10-20,2552.318
2004-10-21,2579.031
2004-10-22,2589.606
2004-10-25,2578.33
2004-10-26,2578.128
2004-10-27,2586.079
2004-10-28,2608.483
2004-10-29,2577.138
2004-11-01,2582.102
2004-11-02,2642.616
2004-11-03,2671.296
2004-11-04,2741.032
2004-11-05,2756.8
2004-11-08,2766.125
2004-11-09,2750.889
2004-11-10,2772.298
2004-11-11,2786.387
2004-11-12,2770.745
2004-11-15,2744.62
2004-11-16,2759.098
2004-11-17,2817.195
2004-11-18,2831.192
2004-11-19,2882.028
2004-11-22,2876.432
2004-11-23,2898.249
2004-11-24,2917.61
2004-11-25,2959.263
2004-11-26,2960.85
2004-11-29,2976.794
2004-11-30,2953.435
2004-12-01,2991.572
2004-12-02,2977.802
2004-12-03,3039.362
2004-12-06,3078.721
2004-12-07,3082.174
2004-12-08,3045.333
2004-12-09,3003.813
2004-12-10,3000.054
2004-12-13,3043.85
2004-12-14,3067.76
2004-12-15,3089.291
2004-12-16,3091.254
2004-12-17,3066.446
2004-12-20,3124.976
2004-12-21,3123.343
2004-12-22,3135.096
2004-12-23,3167.792
2004-12-24,3176.003
2004-12-27,3195.565
2004-12-28,3210.3
2004-12-29,3214.402
2004-12-30,3216.18
2004-12-31,3207.331
2005-01-03,3198.707
2005-01-04,3183.915
2005-01-05,3146.64
2005-01-06,3121.872
2005-01-07,3128.484
2005-01-10,3118.437
2005-01-11,3097.579
2005-01-12,3086.075
2005-01-13,3065.662
2005-01-14,3053.48
2005-01-17,3060.055
2005-01-18,3062.62
2005-01-19,3054.538
2005-01-20,3030.337
2005-01-21,3027.434
2005-01-24,3060.13
2005-01-25,3110.558
2005-01-26,3153.003
2005-01-27,3174.904
2005-01-28,3154.549
2005-01-31,3172.45
2005-02-01,3182.923
2005-02-02,3175.341
2005-02-03,3151.928
2005-02-04,3197.194
2005-02-07,3194.33
2005-02-08,3185.141
2005-02-09,3168.993
2005-02-10,3206.353
2005-02-11,3228.593
2005-02-14,3268.475
2005-02-15,3306.342
2005-02-16,3343.93
2005-02-17,3365.755
2005-02-18,3406.744
2005-02-21,3386.158
2005-02-22,3382.273
2005-02-23,3323.754
2005-02-24,3380.667
2005-02-25,3455.554
2005-02-28,3504.77
2005-03-01,3463.709
2005-03-02,3415.297
2005-03-03,3456.026
2005-03-04,3542.186
2005-03-07,3579.474
2005-03-08,3611.177
2005-03-09,3581.293
2005-03-10,3536.88
2005-03-11,3533.503
2005-03-14,3565.524
2005-03-15,3522.685
2005-03-16,3497.286
2005-03-17,3427.543
2005-03-18,3370.006
2005-03-21,3319.941
2005-03-22,3346.241
2005-03-23,3270.103
2005-03-24,3251.979
2005-03-25,3251.979
2005-03-28,3229.157
2005-03-29,3256.236
2005-03-30,3278.289
2005-03-31,3276.913
2005-04-01,3349.792
2005-04-04,3320.49
2005-04-05,3346.932
2005-04-06,3342.081
2005-04-07,3381.014
2005-04-08,3349.379
2005-04-11,3348.712
2005-04-12,3334.693
2005-04-13,3358.318
2005-04-14,3301.302
2005-04-15,3266.026
2005-04-18,3170.298
2005-04-19,3153.473
2005-04-20,3170.937
2005-04-21,3203.646
2005-04-22,3218.448
2005-04-25,3210.997
2005-04-26,3209.78
2005-04-27,3139.43
2005-04-28,3106.226
2005-04-29,3092.225
2005-05-02,3099.653
2005-05-03,3099.719
2005-05-04,3115.145
2005-05-05,3111.418
2005-05-06,3057.793
2005-05-09,3103.006
2005-05-10,3148.63
2005-05-11,3143.691
2005-05-12,3110.883
2005-05-13,3072.591
2005-05-16,3066.518
2005-05-17,3044.739
2005-05-18,3101.124
2005-05-19,3152.175
2005-05-20,3175.895
2005-05-23,3204.973
2005-05-24,3231.204
2005-05-25,3292.622
2005-05-26,3273.799
2005-05-27,3390.092
2005-05-30,3400.183
2005-05-31,3353.175
2005-06-01,3377.906
2005-06-02,3387.807
2005-06-03,3363.379
2005-06-06,3364.127
2005-06-07,3366.734
2005-06-08,3415.213
2005-06-09,3409.298
2005-06-10,3447.729
2005-06-13,3421.741
2005-06-14,3443.022
2005-06-15,3497.707
2005-06-16,3522.906
2005-06-17,3624.96
2005-06-20,3606.76
2005-06-21,3606.618
2005-06-22,3576.495
2005-06-23,3574.662
2005-06-24,3583.024
2005-06-27,3636.165
2005-06-28,3639.301
2005-06-29,3642.13
2005-06-30,3694.088
2005-07-01,3697.987
2005-07-04,3652.072
2005-07-05,3700.01
2005-07-06,3699.48
2005-07-07,3696.54
2005-07-08,3720.667
2005-07-11,3731.423
2005-07-12,3762.001
2005-07-13,3756.016
2005-07-14,3776.47
2005-07-15,3697.116
2005-07-18,3712.088
2005-07-19,3717.152
2005-07-20,3701.295
2005-07-21,3711.343
2005-07-22,3704.796
2005-07-25,3729.486
2005-07-26,3741.225
2005-07-27,3776.602
2005-07-28,3848.246
2005-07-29,3864.28
2005-08-01,3912.701
2005-08-02,3913.908
2005-08-03,3976.284
2005-08-04,3972.292
