Date,SINGAPORE LARGE VALUE Large Cap
2005-11-10,532.287
2005-11-11,535.66
2005-11-14,535.11
2005-11-15,532.911
2005-11-16,537.195
2005-11-17,538.671
2005-11-18,546.066
2005-11-21,547.901
2005-11-22,546.267
2005-11-23,550.16
2005-11-24,550.434
2005-11-25,547.253
2005-11-28,550.13
2005-11-29,550.364
2005-11-30,550.536
2005-12-01,553.405
2005-12-02,559.004
2005-12-05,559.414
2005-12-06,555.203
2005-12-07,553.47
2005-12-08,549.688
2005-12-09,552.741
2005-12-12,555.563
2005-12-13,558.961
2005-12-14,556.453
2005-12-15,556.517
2005-12-16,560.376
2005-12-19,560.014
2005-12-20,560.49
2005-12-21,560.735
2005-12-22,559.697
2005-12-23,561.56
2005-12-26,561.56
2005-12-27,564.856
2005-12-28,566.678
2005-12-29,568.273
2005-12-30,569.518
2006-01-02,569.518
2006-01-03,578.171
2006-01-04,581.414
2006-01-05,585.587
2006-01-06,597.226
2006-01-09,600.689
2006-01-10,601.333
2006-01-11,600.793
2006-01-12,596.396
2006-01-13,595.813
2006-01-16,590.809
2006-01-17,584.24
2006-01-18,584.74
2006-01-19,585.174
2006-01-20,587.183
2006-01-23,582.158
2006-01-24,579.127
2006-01-25,583.217
2006-01-26,587.139
2006-01-27,593.082
2006-01-30,590.954
2006-01-31,593.776
2006-02-01,595.249
2006-02-02,594.301
2006-02-03,587.82
2006-02-06,589.02
2006-02-07,590.166
2006-02-08,582.938
2006-02-09,584.643
2006-02-10,583.456
2006-02-13,583.27
2006-02-14,588.315
2006-02-15,585.509
2006-02-16,589.375
2006-02-17,587.839
2006-02-20,584.996
2006-02-21,589.422
2006-02-22,585.688
2006-02-23,591.094
2006-02-24,592.53
2006-02-27,598.749
2006-02-28,604.848
2006-03-01,604.895
2006-03-02,602.249
2006-03-03,598.55
2006-03-06,602.672
2006-03-07,596.487
2006-03-08,605.387
2006-03-09,607.617
2006-03-10,604.072
2006-03-13,610.026
2006-03-14,607.165
2006-03-15,605.595
2006-03-16,604.751
2006-03-17,601.57
2006-03-20,608.038
2006-03-21,606.295
2006-03-22,606.238
2006-03-23,605.658
2006-03-24,605.73
2006-03-27,605.649
2006-03-28,605.677
2006-03-29,601.981
2006-03-30,604.722
2006-03-31,606.154
2006-04-03,612.024
2006-04-04,610.57
2006-04-05,614.292
2006-04-06,616.859
2006-04-07,623.577
2006-04-10,622.699
2006-04-11,618.177
2006-04-12,617.778
2006-04-13,615.083
2006-04-14,615.083
2006-04-17,619.648
2006-04-18,621.024
2006-04-19,630.56
2006-04-20,631.859
2006-04-21,638.798
2006-04-24,638.785
2006-04-25,635.338
2006-04-26,640.515
2006-04-27,639.608
2006-04-28,655.798
2006-05-01,657.231
2006-05-02,669.353
2006-05-03,684.467
2006-05-04,676.132
2006-05-05,676.114
2006-05-08,689.329
2006-05-09,678.339
2006-05-10,681.999
2006-05-11,679.101
2006-05-12,677.779
2006-05-15,647.278
2006-05-16,649.373
2006-05-17,661.387
2006-05-18,648.997
2006-05-19,638.788
2006-05-22,622.469
2006-05-23,631.139
2006-05-24,624.08
2006-05-25,623.928
2006-05-26,633.08
2006-05-29,635.114
2006-05-30,633.836
2006-05-31,618.661
2006-06-01,618.851
2006-06-02,630.421
2006-06-05,628.09
2006-06-06,627.676
2006-06-07,615.543
2006-06-08,601.322
2006-06-09,610.92
2006-06-12,610.796
2006-06-13,597.599
2006-06-14,599.429
2006-06-15,604.61
2006-06-16,616.911
2006-06-19,614.828
2006-06-20,607.143
2006-06-21,610.387
2006-06-22,614.981
2006-06-23,611.95
2006-06-26,618.341
2006-06-27,620.598
2006-06-28,612.626
2006-06-29,623.732
2006-06-30,643.576
2006-07-03,639.85
2006-07-04,643.805
2006-07-05,629.674
2006-07-06,638.384
2006-07-07,643.119
2006-07-10,640.992
2006-07-11,634.246
2006-07-12,634.045
2006-07-13,627.178
2006-07-14,616.328
2006-07-17,601.468
2006-07-18,606.351
2006-07-19,613.391
2006-07-20,624.719
2006-07-21,628.248
2006-07-24,632.64
2006-07-25,637.496
2006-07-26,640.439
2006-07-27,648.158
2006-07-28,641.785
2006-07-31,642.825
2006-08-01,638.769
2006-08-02,642.646
2006-08-03,646.595
2006-08-04,656.284
2006-08-07,657.596
2006-08-08,660.599
2006-08-09,661.104
2006-08-10,654.971
2006-08-11,654.426
2006-08-14,652.318
2006-08-15,648.024
2006-08-16,652.55
2006-08-17,654.581
2006-08-18,658.185
2006-08-21,652.955
2006-08-22,656.43
2006-08-23,652.691
2006-08-24,644.26
2006-08-25,647.213
2006-08-28,641.062
2006-08-29,650.17
2006-08-30,656.376
2006-08-31,656.632
2006-09-01,663.491
2006-09-04,672.826
2006-09-05,673.446
2006-09-06,674.932
2006-09-07,669.846
2006-09-08,669.912
2006-09-11,663.815
2006-09-12,668.278
2006-09-13,670.343
2006-09-14,670.216
2006-09-15,671.306
2006-09-18,680.957
2006-09-19,675.947
2006-09-20,677.175
2006-09-21,680.882
2006-09-22,673.556
2006-09-25,677.052
2006-09-26,676.976
2006-09-27,683.139
2006-09-28,688.447
2006-09-29,686.891
2006-10-02,703.042
2006-10-03,705.991
2006-10-04,709.051
2006-10-05,722.197
2006-10-06,717.965
2006-10-09,705.312
2006-10-10,716.467
2006-10-11,719.306
2006-10-12,719.862
2006-10-13,734.697
2006-10-16,734.337
2006-10-17,725.277
2006-10-18,725.973
2006-10-19,733.371
2006-10-20,741.892
2006-10-23,742.441
2006-10-24,742.747
2006-10-25,754.107
2006-10-26,769.644
2006-10-27,767.658
2006-10-30,748.996
2006-10-31,747.466
2006-11-01,752.931
2006-11-02,747.255
2006-11-03,744.341
2006-11-06,745.173
2006-11-07,749.918
2006-11-08,745.589
2006-11-09,744.408
2006-11-10,746.776
2006-11-13,750.261
2006-11-14,757.769
2006-11-15,761.479
2006-11-16,774.611
2006-11-17,779.686
2006-11-20,766.457
2006-11-21,774.19
2006-11-22,779.392
2006-11-23,781.685
2006-11-24,777.302
2006-11-27,780.804
2006-11-28,765.975
2006-11-29,782.482
2006-11-30,787.097
2006-12-01,784.036
2006-12-04,793.588
2006-12-05,810.257
2006-12-06,805.9
2006-12-07,807.863
2006-12-08,796.773
2006-12-11,804.038
2006-12-12,808.617
2006-12-13,809.177
2006-12-14,819.28
2006-12-15,823.931
2006-12-18,837.263
2006-12-19,823.509
2006-12-20,825.135
2006-12-21,826.283
2006-12-22,835.561
2006-12-25,835.561
2006-12-26,835.112
2006-12-27,842.915
2006-12-28,842.488
2006-12-29,849.594
2007-01-01,849.594
2007-01-02,851.87
2007-01-03,858.715
2007-01-04,854.866
2007-01-05,857.869
2007-01-08,845.119
2007-01-09,847.863
2007-01-10,834.854
2007-01-11,827.751
2007-01-12,838.347
2007-01-15,841.981
2007-01-16,842.622
2007-01-17,839.244
2007-01-18,839.978
2007-01-19,845.347
2007-01-22,863.766
2007-01-23,855.422
2007-01-24,856.968
2007-01-25,846.505
2007-01-26,837.219
2007-01-29,846.925
2007-01-30,848.886
2007-01-31,850.628
2007-02-01,865.25
2007-02-02,886.094
2007-02-05,895.405
2007-02-06,889.382
2007-02-07,897.515
2007-02-08,885.244
2007-02-09,896.811
2007-02-12,877.259
2007-02-13,867.319
2007-02-14,878.213
2007-02-15,902.795
2007-02-16,905.11
2007-02-19,904.637
2007-02-20,903.341
2007-02-21,919.442
2007-02-22,912.299
2007-02-23,914.908
2007-02-26,917.893
2007-02-27,897.135
2007-02-28,867.06
2007-03-01,861.306
2007-03-02,870.722
2007-03-05,844.641
2007-03-06,855.997
2007-03-07,862.04
2007-03-08,876.374
2007-03-09,879.434
2007-03-12,892.055
2007-03-13,883.019
2007-03-14,859.463
2007-03-15,873.412
2007-03-16,868.463
2007-03-19,879.897
2007-03-20,874.258
2007-03-21,890.947
2007-03-22,911.502
2007-03-23,906.882
2007-03-26,905.309
2007-03-27,917.246
2007-03-28,899.742
2007-03-29,906.988
2007-03-30,904.93
2007-04-02,904.672
2007-04-03,920.406
2007-04-04,938.909
2007-04-05,945.534
2007-04-06,945.534
2007-04-09,962.946
2007-04-10,974.169
2007-04-11,969.601
2007-04-12,950.182
2007-04-13,952.113
2007-04-16,963.79
2007-04-17,963.467
2007-04-18,964.573
2007-04-19,929.337
2007-04-20,947.696
2007-04-23,956.613
2007-04-24,947.753
2007-04-25,942.103
2007-04-26,949.727
2007-04-27,943.821
2007-04-30,925.485
2007-05-01,924.663
2007-05-02,941.958
2007-05-03,958.11
2007-05-04,980.159
2007-05-07,989.411
2007-05-08,975.193
2007-05-09,979.854
2007-05-10,981.245
2007-05-11,978.752
2007-05-14,993.589
2007-05-15,985.788
2007-05-16,987.512
2007-05-17,990.734
2007-05-18,992.261
2007-05-21,990.844
2007-05-22,997.415
2007-05-23,1009.212
2007-05-24,1001.432
2007-05-25,989.505
2007-05-28,992.806
2007-05-29,998.651
2007-05-30,998.401
2007-05-31,1000.0
2007-06-01,1002.551
2007-06-04,1006.741
2007-06-05,1002.931
2007-06-06,993.29
2007-06-07,987.798
2007-06-08,965.684
2007-06-11,974.106
2007-06-12,976.94
2007-06-13,970.933
2007-06-14,974.411
2007-06-15,981.634
2007-06-18,999.743
2007-06-19,995.202
2007-06-20,986.816
2007-06-21,988.939
2007-06-22,979.291
2007-06-25,971.245
2007-06-26,954.204
2007-06-27,944.074
2007-06-28,954.781
2007-06-29,955.187
2007-07-02,965.161
2007-07-03,968.794
2007-07-04,962.562
2007-07-05,964.131
2007-07-06,974.316
2007-07-09,994.85
2007-07-10,992.865
2007-07-11,985.683
2007-07-12,990.799
2007-07-13,998.07
2007-07-16,996.252
2007-07-17,994.448
2007-07-18,981.441
2007-07-19,991.751
2007-07-20,1000.691
2007-07-23,989.214
2007-07-24,998.82
2007-07-25,986.057
2007-07-26,969.039
2007-07-27,948.385
2007-07-30,962.588
2007-07-31,973.056
2007-08-01,935.799
2007-08-02,939.841
2007-08-03,925.341
2007-08-06,881.095
2007-08-07,888.579
2007-08-08,932.698
2007-08-09,928.947
2007-08-10,903.626
2007-08-13,915.079
2007-08-14,921.174
2007-08-15,881.557
2007-08-16,845.562
2007-08-17,845.214
2007-08-20,913.402
2007-08-21,871.493
2007-08-22,894.273
2007-08-23,903.293
2007-08-24,900.619
2007-08-27,912.377
2007-08-28,891.73
2007-08-29,886.973
2007-08-30,885.764
2007-08-31,904.592
2007-09-03,898.378
2007-09-04,893.178
2007-09-05,910.152
2007-09-06,918.68
2007-09-07,922.265
2007-09-10,908.073
2007-09-11,923.592
2007-09-12,927.692
2007-09-13,925.85
2007-09-14,925.98
2007-09-17,905.598
2007-09-18,896.85
2007-09-19,934.082
2007-09-20,933.239
2007-09-21,930.85
2007-09-24,954.882
2007-09-25,948.96
2007-09-26,956.161
2007-09-27,982.487
2007-09-28,979.173
2007-10-01,994.766
2007-10-02,1006.158
2007-10-03,1001.692
2007-10-04,1011.421
2007-10-05,1019.333
2007-10-08,1021.128
2007-10-09,1028.992
2007-10-10,1020.646
2007-10-11,1036.273
2007-10-12,1028.913
2007-10-15,1031.884
2007-10-16,1008.374
2007-10-17,1019.907
2007-10-18,1019.084
2007-10-19,994.551
2007-10-22,965.72
2007-10-23,979.627
2007-10-24,964.506
2007-10-25,983.899
2007-10-26,1009.238
2007-10-29,1020.663
2007-10-30,1009.186
2007-10-31,1017.539
2007-11-01,1012.569
2007-11-02,984.882
2007-11-05,973.903
2007-11-06,983.064
2007-11-07,980.794
2007-11-08,980.896
2007-11-09,958.917
2007-11-12,925.306
2007-11-13,929.842
2007-11-14,936.062
2007-11-15,919.499
2007-11-16,913.079
2007-11-19,908.121
2007-11-20,914.697
2007-11-21,889.834
2007-11-22,888.781
2007-11-23,891.035
2007-11-26,912.217
2007-11-27,902.782
2007-11-28,890.875
2007-11-29,920.063
2007-11-30,931.153
2007-12-03,932.884
2007-12-04,946.588
2007-12-05,948.461
2007-12-06,951.061
2007-12-07,957.307
2007-12-10,959.575
2007-12-11,975.922
2007-12-12,966.066
2007-12-13,942.327
2007-12-14,935.131
2007-12-17,897.752
2007-12-18,910.758
2007-12-19,901.839
2007-12-20,901.499
2007-12-21,919.303
2007-12-24,929.437
2007-12-25,929.437
2007-12-26,937.552
2007-12-27,933.672
2007-12-28,926.142
2007-12-31,935.949
2008-01-01,935.949
2008-01-02,931.178
2008-01-03,921.467
2008-01-04,931.623
2008-01-07,911.261
2008-01-08,905.655
2008-01-09,916.842
2008-01-10,903.914
2008-01-11,897.31
2008-01-14,873.984
2008-01-15,854.656
2008-01-16,833.159
2008-01-17,864.201
2008-01-18,853.984
2008-01-21,797.761
2008-01-22,806.011
2008-01-23,824.751
2008-01-24,850.483
2008-01-25,874.736
2008-01-28,845.963
2008-01-29,843.35
2008-01-30,835.545
2008-01-31,828.555
2008-02-01,845.45
2008-02-04,866.127
2008-02-05,847.757
2008-02-06,823.3
2008-02-07,822.283
2008-02-08,821.819
2008-02-11,800.588
2008-02-12,809.95
2008-02-13,807.341
2008-02-14,834.516
2008-02-15,855.698
2008-02-18,857.752
2008-02-19,864.585
2008-02-20,850.428
2008-02-21,862.222
2008-02-22,868.379
2008-02-25,868.973
2008-02-26,873.283
2008-02-27,873.781
2008-02-28,866.44
2008-02-29,857.197
2008-03-03,843.964
2008-03-04,848.92
2008-03-05,849.537
2008-03-06,850.061
2008-03-07,836.948
2008-03-10,839.61
2008-03-11,845.319
2008-03-12,857.115
2008-03-13,834.212
2008-03-14,836.121
2008-03-17,831.309
2008-03-18,849.81
2008-03-19,860.204
2008-03-20,855.819
2008-03-21,855.819
2008-03-24,883.806
2008-03-25,909.022
2008-03-26,914.072
2008-03-27,924.412
2008-03-28,918.459
2008-03-31,909.456
2008-04-01,931.572
2008-04-02,961.28
2008-04-03,964.669
2008-04-04,964.492
2008-04-07,972.631
2008-04-08,958.968
2008-04-09,954.91
2008-04-10,973.022
2008-04-11,995.053
2008-04-14,969.756
2008-04-15,963.088
2008-04-16,968.777
2008-04-17,978.281
2008-04-18,974.383
2008-04-21,991.087
2008-04-22,995.696
2008-04-23,999.488
2008-04-24,985.63
2008-04-25,993.335
2008-04-28,999.671
2008-04-29,997.863
2008-04-30,999.303
2008-05-01,996.953
2008-05-02,1019.832
2008-05-05,1027.883
2008-05-06,1028.598
2008-05-07,1017.344
2008-05-08,995.461
2008-05-09,998.382
2008-05-12,997.343
2008-05-13,997.123
2008-05-14,991.41
2008-05-15,993.88
2008-05-16,1010.056
2008-05-19,1009.356
2008-05-20,1001.003
2008-05-21,1004.253
2008-05-22,994.09
2008-05-23,977.739
2008-05-26,980.916
2008-05-27,981.113
2008-05-28,985.08
2008-05-29,986.799
2008-05-30,994.275
2008-06-02,996.431
2008-06-03,985.735
2008-06-04,983.243
2008-06-05,980.706
2008-06-06,982.959
2008-06-09,964.415
2008-06-10,943.65
2008-06-11,954.897
2008-06-12,945.568
2008-06-13,933.518
2008-06-16,953.936
2008-06-17,958.73
2008-06-18,961.801
2008-06-19,944.33
2008-06-20,944.724
2008-06-23,935.981
2008-06-24,933.214
2008-06-25,946.662
2008-06-26,951.987
2008-06-27,948.532
2008-06-30,939.255
2008-07-01,928.339
2008-07-02,931.932
2008-07-03,924.778
2008-07-04,923.793
2008-07-07,928.376
2008-07-08,917.168
2008-07-09,934.014
2008-07-10,929.75
2008-07-11,946.494
2008-07-14,941.17
2008-07-15,926.569
2008-07-16,926.643
2008-07-17,941.706
2008-07-18,942.753
2008-07-21,964.15
2008-07-22,954.014
2008-07-23,974.282
2008-07-24,980.74
2008-07-25,962.927
2008-07-28,964.839
2008-07-29,953.707
2008-07-30,965.943
2008-07-31,967.723
2008-08-01,959.523
2008-08-04,953.241
2008-08-05,956.525
2008-08-06,960.942
2008-08-07,948.876
2008-08-08,929.48
2008-08-11,927.715
2008-08-12,931.701
2008-08-13,934.806
2008-08-14,931.368
2008-08-15,925.092
2008-08-18,921.74
2008-08-19,905.238
2008-08-20,913.733
2008-08-21,906.417
2008-08-22,905.754
2008-08-25,911.937
2008-08-26,895.243
2008-08-27,898.692
2008-08-28,895.986
2008-08-29,913.416
2008-09-01,897.519
2008-09-02,909.887
2008-09-03,895.223
2008-09-04,878.881
2008-09-05,861.254
2008-09-08,907.838
2008-09-09,905.234
2008-09-10,896.584
2008-09-11,855.442
2008-09-12,871.002
2008-09-15,841.173
2008-09-16,823.812
2008-09-17,809.902
2008-09-18,812.418
2008-09-19,856.268
2008-09-22,857.046
2008-09-23,839.994
2008-09-24,835.436
2008-09-25,831.684
2008-09-26,820.815
2008-09-29,812.482
2008-09-30,815.877
2008-10-01,811.535
2008-10-02,805.919
2008-10-03,795.247
2008-10-06,740.011
2008-10-07,748.66
2008-10-08,708.635
2008-10-09,733.226
2008-10-10,673.864
2008-10-13,716.656
2008-10-14,742.365
2008-10-15,716.586
2008-10-16,681.946
2008-10-17,661.845
2008-10-20,684.755
2008-10-21,669.152
2008-10-22,624.041
2008-10-23,587.299
2008-10-24,523.793
2008-10-27,521.281
2008-10-28,544.571
2008-10-29,540.129
2008-10-30,587.686
2008-10-31,562.466
2008-11-03,598.135
2008-11-04,587.763
2008-11-05,601.083
2008-11-06,574.603
2008-11-07,582.178
2008-11-10,592.083
2008-11-11,558.881
2008-11-12,546.339
2008-11-13,527.081
2008-11-14,527.164
2008-11-17,521.802
2008-11-18,512.347
2008-11-19,504.932
2008-11-20,483.396
2008-11-21,499.121
2008-11-24,492.166
2008-11-25,508.088
2008-11-26,527.659
2008-11-27,524.884
2008-11-28,536.924
2008-12-01,513.149
2008-12-02,498.087
2008-12-03,499.192
2008-12-04,502.399
2008-12-05,506.817
2008-12-08,512.856
2008-12-09,552.704
2008-12-10,568.531
2008-12-11,565.39
2008-12-12,555.43
2008-12-15,569.89
2008-12-16,570.856
2008-12-17,574.618
2008-12-18,588.003
2008-12-19,585.04
2008-12-22,558.829
2008-12-23,554.335
2008-12-24,561.132
2008-12-25,561.132
2008-12-26,553.276
2008-12-29,577.678
2008-12-30,579.693
2008-12-31,577.701
2009-01-01,577.701
2009-01-02,596.126
2009-01-05,614.814
2009-01-06,605.626
2009-01-07,592.424
2009-01-08,572.202
2009-01-09,555.431
2009-01-12,545.021
2009-01-13,542.17
2009-01-14,541.645
2009-01-15,521.287
2009-01-16,540.761
2009-01-19,541.136
2009-01-20,530.423
2009-01-21,529.281
2009-01-22,530.1
2009-01-23,514.738
2009-01-26,517.533
2009-01-27,515.678
2009-01-28,547.986
2009-01-29,548.56
2009-01-30,533.395
2009-02-02,517.058
2009-02-03,521.072
2009-02-04,523.094
2009-02-05,518.303
2009-02-06,515.45
2009-02-09,504.403
2009-02-10,510.67
2009-02-11,516.286
2009-02-12,502.201
2009-02-13,517.691
2009-02-16,505.35
2009-02-17,489.41
2009-02-18,491.681
2009-02-19,486.241
2009-02-20,471.453
2009-02-23,483.905
2009-02-24,480.52
2009-02-25,480.618
2009-02-26,480.869
2009-02-27,464.573
2009-03-02,437.815
2009-03-03,437.925
2009-03-04,443.995
2009-03-05,434.547
2009-03-06,429.035
2009-03-09,406.415
2009-03-10,420.478
2009-03-11,428.944
2009-03-12,425.115
2009-03-13,448.511
2009-03-16,459.224
2009-03-17,441.812
2009-03-18,448.991
2009-03-19,463.119
2009-03-20,462.087
2009-03-23,483.679
2009-03-24,500.253
2009-03-25,498.247
2009-03-26,515.683
2009-03-27,507.926
2009-03-30,481.262
2009-03-31,491.238
2009-04-01,493.486
2009-04-02,530.057
2009-04-03,532.501
2009-04-06,543.203
2009-04-07,524.119
2009-04-08,508.376
2009-04-09,530.404
2009-04-10,530.404
2009-04-13,543.061
2009-04-14,554.661
2009-04-15,558.526
2009-04-16,557.489
2009-04-17,559.182
2009-04-20,550.108
2009-04-21,549.662
2009-04-22,540.678
2009-04-23,543.52
2009-04-24,546.023
2009-04-27,534.309
2009-04-28,529.826
2009-04-29,544.557
2009-04-30,570.795
2009-05-01,569.042
2009-05-04,616.9
2009-05-05,635.381
2009-05-06,690.753
2009-05-07,722.088
2009-05-08,711.405
2009-05-11,678.852
2009-05-12,685.753
2009-05-13,690.765
2009-05-14,668.41
2009-05-15,679.941
2009-05-18,698.404
2009-05-19,735.313
2009-05-20,728.536
2009-05-21,699.835
2009-05-22,718.994
2009-05-25,716.739
2009-05-26,703.93
2009-05-27,732.982
2009-05-28,723.259
2009-05-29,735.705
2009-06-01,752.535
2009-06-02,758.45
2009-06-03,762.867
2009-06-04,758.543
2009-06-05,772.529
2009-06-08,752.685
2009-06-09,759.25
2009-06-10,772.225
2009-06-11,766.159
2009-06-12,755.719
2009-06-15,734.256
2009-06-16,726.785
2009-06-17,721.929
2009-06-18,710.487
2009-06-19,723.071
2009-06-22,714.366
2009-06-23,705.13
2009-06-24,723.149
2009-06-25,728.77
2009-06-26,729.503
2009-06-29,733.503
2009-06-30,742.533
2009-07-01,748.871
2009-07-02,731.165
2009-07-03,723.17
2009-07-06,709.326
2009-07-07,712.904
2009-07-08,708.278
2009-07-09,726.336
2009-07-10,724.249
2009-07-13,712.132
2009-07-14,729.361
2009-07-15,765.019
2009-07-16,762.727
2009-07-17,775.867
2009-07-20,785.964
2009-07-21,778.322
2009-07-22,778.547
2009-07-23,793.125
2009-07-24,802.607
2009-07-27,825.003
2009-07-28,848.55
2009-07-29,830.259
2009-07-30,850.366
2009-07-31,851.723
2009-08-03,859.077
2009-08-04,842.537
2009-08-05,822.723
2009-08-06,817.677
2009-08-07,800.146
2009-08-10,798.953
2009-08-11,807.28
2009-08-12,794.975
2009-08-13,808.022
2009-08-14,814.876
2009-08-17,788.512
2009-08-18,799.293
2009-08-19,792.173
2009-08-20,806.034
2009-08-21,805.647
2009-08-24,823.429
2009-08-25,830.674
2009-08-26,828.443
2009-08-27,829.763
2009-08-28,834.52
2009-08-31,814.548
2009-09-01,818.439
2009-09-02,812.483
2009-09-03,820.457
2009-09-04,827.736
2009-09-07,841.503
2009-09-08,845.595
2009-09-09,841.761
2009-09-10,842.616
2009-09-11,847.047
2009-09-14,831.198
2009-09-15,833.202
2009-09-16,851.362
2009-09-17,858.044
2009-09-18,839.23
2009-09-21,838.815
2009-09-22,851.329
2009-09-23,844.384
2009-09-24,837.656
2009-09-25,842.082
2009-09-28,833.742
2009-09-29,840.241
2009-09-30,856.49
2009-10-01,842.51
2009-10-02,827.958
2009-10-05,826.771
2009-10-06,839.098
2009-10-07,842.854
2009-10-08,855.325
2009-10-09,854.479
2009-10-12,862.742
2009-10-13,858.896
2009-10-14,879.991
2009-10-15,888.172
2009-10-16,882.276
2009-10-19,888.613
2009-10-20,889.384
2009-10-21,883.137
2009-10-22,874.767
2009-10-23,886.5
2009-10-26,888.825
2009-10-27,879.373
2009-10-28,862.593
2009-10-29,855.142
2009-10-30,864.157
2009-11-02,870.634
2009-11-03,863.827
2009-11-04,875.134
2009-11-05,866.297
2009-11-06,885.781
2009-11-09,901.517
2009-11-10,910.19
2009-11-11,922.333
2009-11-12,922.223
2009-11-13,925.051
2009-11-16,955.118
2009-11-17,950.282
2009-11-18,946.56
2009-11-19,945.024
2009-11-20,948.832
2009-11-23,966.56
2009-11-24,951.645
2009-11-25,959.801
2009-11-26,939.151
2009-11-27,937.492
2009-11-30,923.825
2009-12-01,942.874
2009-12-02,955.939
2009-12-03,961.812
2009-12-04,950.105
2009-12-07,951.267
2009-12-08,953.261
2009-12-09,952.027
2009-12-10,946.813
2009-12-11,950.691
2009-12-14,949.623
2009-12-15,949.625
2009-12-16,957.023
2009-12-17,946.961
2009-12-18,941.934
2009-12-21,930.935
2009-12-22,940.689
2009-12-23,945.173
2009-12-24,948.833
2009-12-25,948.833
2009-12-28,953.72
2009-12-29,959.781
2009-12-30,963.741
2009-12-31,967.741
2010-01-01,967.741
2010-01-04,971.166
2010-01-05,977.755
2010-01-06,980.694
2010-01-07,975.961
2010-01-08,978.278
2010-01-11,983.542
2010-01-12,972.907
2010-01-13,961.607
2010-01-14,969.73
2010-01-15,966.912
2010-01-18,968.853
2010-01-19,968.47
2010-01-20,954.607
2010-01-21,945.162
2010-01-22,933.391
2010-01-25,932.68
2010-01-26,903.744
2010-01-27,892.921
2010-01-28,911.566
2010-01-29,910.869
2010-02-01,905.94
2010-02-02,900.191
2010-02-03,920.355
2010-02-04,902.996
2010-02-05,884.061
2010-02-08,895.585
2010-02-09,914.671
2010-02-10,906.78
2010-02-11,911.837
2010-02-12,909.174
2010-02-15,910.462
2010-02-16,914.542
2010-02-17,924.092
2010-02-18,917.144
2010-02-19,912.506
2010-02-22,913.481
2010-02-23,921.128
2010-02-24,915.548
2010-02-25,913.142
2010-02-26,917.079
2010-03-01,918.433
2010-03-02,918.451
2010-03-03,920.928
2010-03-04,918.463
2010-03-05,921.484
2010-03-08,929.955
2010-03-09,925.434
2010-03-10,932.83
2010-03-11,938.776
2010-03-12,948.868
2010-03-15,940.495
2010-03-16,951.445
2010-03-17,965.78
2010-03-18,968.539
2010-03-19,959.083
2010-03-22,953.551
2010-03-23,967.471
2010-03-24,957.037
2010-03-25,955.813
2010-03-26,964.326
2010-03-29,976.17
2010-03-30,977.066
2010-03-31,954.611
2010-04-01,974.824
2010-04-02,974.824
2010-04-05,979.62
2010-04-06,981.601
2010-04-07,983.293
2010-04-08,978.701
2010-04-09,984.672
2010-04-12,991.521
2010-04-13,984.299
2010-04-14,1028.325
2010-04-15,1030.143
2010-04-16,1024.158
2010-04-19,1002.552
2010-04-20,1013.883
2010-04-21,1015.461
2010-04-22,1019.309
2010-04-23,1026.832
2010-04-26,1037.423
2010-04-27,1032.288
2010-04-28,1003.103
2010-04-29,1017.676
2010-04-30,1019.885
2010-05-03,1007.2
2010-05-04,986.084
2010-05-05,959.892
2010-05-06,954.167
2010-05-07,940.708
2010-05-10,980.882
2010-05-11,960.811
2010-05-12,972.31
2010-05-13,968.992
2010-05-14,957.684
2010-05-17,952.077
2010-05-18,956.103
2010-05-19,933.246
2010-05-20,921.335
2010-05-21,904.173
2010-05-24,912.626
2010-05-25,876.63
2010-05-26,895.123
2010-05-27,912.992
2010-05-28,914.813
2010-05-31,922.288
2010-06-01,902.135
2010-06-02,906.314
2010-06-03,934.871
2010-06-04,933.319
2010-06-07,902.487
2010-06-08,902.125
2010-06-09,903.332
2010-06-10,921.537
2010-06-11,931.107
2010-06-14,945.147
2010-06-15,944.271
2010-06-16,953.219
2010-06-17,956.385
2010-06-18,962.108
2010-06-21,983.954
2010-06-22,969.605
2010-06-23,963.281
2010-06-24,954.102
2010-06-25,959.195
2010-06-28,978.02
2010-06-29,953.797
2010-06-30,959.77
2010-07-01,957.041
2010-07-02,971.186
2010-07-05,968.091
2010-07-06,977.277
2010-07-07,964.474
2010-07-08,979.503
2010-07-09,989.332
2010-07-12,994.57
2010-07-13,1000.793
2010-07-14,1013.013
2010-07-15,1006.634
2010-07-16,1012.487
2010-07-19,999.529
2010-07-20,1003.173
2010-07-21,990.512
2010-07-22,991.517
2010-07-23,1002.226
2010-07-26,1007.295
2010-07-27,1014.793
2010-07-28,1016.185
2010-07-29,1019.185
2010-07-30,1020.825
2010-08-02,1037.0
2010-08-03,1037.417
2010-08-04,1032.374
2010-08-05,1029.806
2010-08-06,1031.783
2010-08-09,1031.668
2010-08-10,1020.039
2010-08-11,1002.885
2010-08-12,992.523
2010-08-13,998.751
2010-08-16,988.888
2010-08-17,990.754
2010-08-18,990.156
2010-08-19,998.636
2010-08-20,992.205
2010-08-23,987.101
2010-08-24,987.343
2010-08-25,990.337
2010-08-26,991.316
2010-08-27,994.838
2010-08-30,1003.239
2010-08-31,1001.223
2010-09-01,1016.314
2010-09-02,1015.307
2010-09-03,1021.134
2010-09-06,1029.325
2010-09-07,1027.354
2010-09-08,1026.333
2010-09-09,1024.401
2010-09-10,1025.012
2010-09-13,1033.194
