Date,KOKUSAI INDEX (WORLD ex JP) MID CAP Mid Cap
2001-08-29,419.013
2001-08-30,413.624
2001-08-31,414.274
2001-09-03,412.827
2001-09-04,411.085
2001-09-05,406.979
2001-09-06,400.911
2001-09-07,396.422
2001-09-10,392.664
2001-09-11,386.888
2001-09-12,385.131
2001-09-13,385.937
2001-09-14,382.494
2001-09-17,366.214
2001-09-18,360.447
2001-09-19,355.977
2001-09-20,344.08
2001-09-21,334.909
2001-09-24,345.141
2001-09-25,349.241
2001-09-26,347.845
2001-09-27,350.751
2001-09-28,358.326
2001-10-01,355.119
2001-10-02,357.924
2001-10-03,365.462
2001-10-04,369.079
2001-10-05,369.259
2001-10-08,366.782
2001-10-09,366.827
2001-10-10,372.401
2001-10-11,379.984
2001-10-12,379.162
2001-10-15,378.089
2001-10-16,381.926
2001-10-17,377.704
2001-10-18,373.082
2001-10-19,373.315
2001-10-22,375.631
2001-10-23,376.811
2001-10-24,378.22
2001-10-25,381.662
2001-10-26,383.9
2001-10-29,379.142
2001-10-30,372.973
2001-10-31,374.705
2001-11-01,379.553
2001-11-02,380.228
2001-11-05,385.716
2001-11-06,389.378
2001-11-07,390.477
2001-11-08,390.047
2001-11-09,389.997
2001-11-12,388.525
2001-11-13,394.076
2001-11-14,396.223
2001-11-15,396.77
2001-11-16,398.273
2001-11-19,402.253
2001-11-20,399.248
2001-11-21,396.355
2001-11-22,397.306
2001-11-23,399.762
2001-11-26,403.271
2001-11-27,402.852
2001-11-28,398.161
2001-11-29,400.576
2001-11-30,401.795
2001-12-03,398.759
2001-12-04,405.031
2001-12-05,415.084
2001-12-06,416.624
2001-12-07,414.327
2001-12-10,409.048
2001-12-11,409.299
2001-12-12,408.825
2001-12-13,403.417
2001-12-14,404.276
2001-12-17,408.124
2001-12-18,411.373
2001-12-19,409.863
2001-12-20,406.249
2001-12-21,407.403
2001-12-24,407.676
2001-12-25,407.675
2001-12-26,409.907
2001-12-27,414.119
2001-12-28,416.829
2001-12-31,415.876
2002-01-01,415.876
2002-01-02,416.738
2002-01-03,421.082
2002-01-04,424.478
2002-01-07,422.532
2002-01-08,421.014
2002-01-09,420.014
2002-01-10,419.068
2002-01-11,416.827
2002-01-14,412.412
2002-01-15,413.41
2002-01-16,406.829
2002-01-17,409.73
2002-01-18,407.442
2002-01-21,407.158
2002-01-22,405.268
2002-01-23,409.355
2002-01-24,411.894
2002-01-25,410.565
2002-01-28,410.994
2002-01-29,406.1
2002-01-30,406.803
2002-01-31,410.78
2002-02-01,410.023
2002-02-04,404.174
2002-02-05,401.788
2002-02-06,399.069
2002-02-07,396.894
2002-02-08,401.661
2002-02-11,407.144
2002-02-12,406.711
2002-02-13,409.275
2002-02-14,409.131
2002-02-15,407.362
2002-02-18,406.463
2002-02-19,400.352
2002-02-20,401.909
2002-02-21,400.048
2002-02-22,400.946
2002-02-25,404.631
2002-02-26,407.226
2002-02-27,407.952
2002-02-28,406.67
2002-03-01,412.621
2002-03-04,422.959
2002-03-05,422.12
2002-03-06,427.214
2002-03-07,428.342
2002-03-08,430.444
2002-03-11,431.096
2002-03-12,428.068
2002-03-13,426.581
2002-03-14,428.142
2002-03-15,431.08
2002-03-18,433.616
2002-03-19,435.24
2002-03-20,431.943
2002-03-21,432.528
2002-03-22,431.266
2002-03-25,426.031
2002-03-26,427.394
2002-03-27,430.249
2002-03-28,432.33
2002-03-29,432.33
2002-04-01,433.406
2002-04-02,430.279
2002-04-03,426.541
2002-04-04,426.432
2002-04-05,426.579
2002-04-08,426.465
2002-04-09,426.32
2002-04-10,430.948
2002-04-11,426.955
2002-04-12,428.771
2002-04-15,428.609
2002-04-16,434.152
2002-04-17,435.386
2002-04-18,434.805
2002-04-19,435.389
2002-04-22,431.812
2002-04-23,431.263
2002-04-24,430.167
2002-04-25,429.657
2002-04-26,426.818
2002-04-29,424.214
2002-04-30,428.415
2002-05-01,430.165
2002-05-02,429.782
2002-05-03,428.658
2002-05-06,424.974
2002-05-07,422.724
2002-05-08,431.303
2002-05-09,427.55
2002-05-10,424.009
2002-05-13,427.491
2002-05-14,432.265
2002-05-15,433.232
2002-05-16,432.655
2002-05-17,435.325
2002-05-20,432.737
2002-05-21,429.051
2002-05-22,429.306
2002-05-23,431.389
2002-05-24,429.507
2002-05-27,429.07
2002-05-28,428.62
2002-05-29,427.037
2002-05-30,426.323
2002-05-31,427.507
2002-06-03,420.35
2002-06-04,418.478
2002-06-05,419.153
2002-06-06,415.108
2002-06-07,415.161
2002-06-10,415.618
2002-06-11,411.367
2002-06-12,410.211
2002-06-13,406.134
2002-06-14,402.688
2002-06-17,411.972
2002-06-18,412.169
2002-06-19,408.465
2002-06-20,403.752
2002-06-21,400.106
2002-06-24,397.744
2002-06-25,394.332
2002-06-26,391.956
2002-06-27,395.82
2002-06-28,400.527
2002-07-01,393.526
2002-07-02,383.761
2002-07-03,380.331
2002-07-04,381.266
2002-07-05,393.255
2002-07-08,390.561
2002-07-09,384.136
2002-07-10,373.681
2002-07-11,371.058
2002-07-12,370.061
2002-07-15,366.538
2002-07-16,363.211
2002-07-17,365.625
2002-07-18,361.428
2002-07-19,350.974
2002-07-22,339.393
2002-07-23,329.6
2002-07-24,338.548
2002-07-25,340.497
2002-07-26,340.57
2002-07-29,356.274
2002-07-30,359.337
2002-07-31,359.366
2002-08-01,349.713
2002-08-02,343.266
2002-08-05,333.155
2002-08-06,340.181
2002-08-07,342.89
2002-08-08,351.048
2002-08-09,353.34
2002-08-12,352.532
2002-08-13,348.281
2002-08-14,355.632
2002-08-15,361.194
2002-08-16,362.132
2002-08-19,368.137
2002-08-20,364.401
2002-08-21,369.089
2002-08-22,374.685
2002-08-23,368.753
2002-08-26,370.533
2002-08-27,368.513
2002-08-28,361.114
2002-08-29,360.4
2002-08-30,360.275
2002-09-02,359.283
2002-09-03,349.384
2002-09-04,352.805
2002-09-05,348.181
2002-09-06,353.968
2002-09-09,354.488
2002-09-10,357.013
2002-09-11,358.371
2002-09-12,350.932
2002-09-13,350.444
2002-09-16,348.481
2002-09-17,343.084
2002-09-18,340.281
2002-09-19,332.707
2002-09-20,333.544
2002-09-23,327.249
2002-09-24,320.831
2002-09-25,327.823
2002-09-26,334.517
2002-09-27,329.858
2002-09-30,325.186
2002-10-01,330.888
2002-10-02,326.389
2002-10-03,322.471
2002-10-04,315.783
2002-10-07,309.493
2002-10-08,311.046
2002-10-09,304.203
2002-10-10,312.771
2002-10-11,324.462
2002-10-14,325.546
2002-10-15,338.881
2002-10-16,332.13
2002-10-17,341.117
2002-10-18,341.404
2002-10-21,347.813
2002-10-22,343.09
2002-10-23,343.859
2002-10-24,342.562
2002-10-25,345.238
2002-10-28,344.85
2002-10-29,339.475
2002-10-30,343.555
2002-10-31,344.953
2002-11-01,349.3
2002-11-04,354.676
2002-11-05,355.085
2002-11-06,358.354
2002-11-07,351.929
2002-11-08,347.598
2002-11-11,341.343
2002-11-12,344.962
2002-11-13,343.561
2002-11-14,350.179
2002-11-15,352.789
2002-11-18,352.065
2002-11-19,350.155
2002-11-20,354.749
2002-11-21,363.306
2002-11-22,363.966
2002-11-25,363.343
2002-11-26,356.764
2002-11-27,364.457
2002-11-28,366.392
2002-11-29,366.601
2002-12-02,366.41
2002-12-03,361.256
2002-12-04,358.744
2002-12-05,356.09
2002-12-06,356.843
2002-12-09,349.678
2002-12-10,353.208
2002-12-11,354.992
2002-12-12,355.047
2002-12-13,350.93
2002-12-16,357.061
2002-12-17,355.367
2002-12-18,350.754
2002-12-19,348.994
2002-12-20,353.073
2002-12-23,353.78
2002-12-24,352.966
2002-12-25,352.966
2002-12-26,353.145
2002-12-27,347.96
2002-12-30,349.89
2002-12-31,351.673
2003-01-01,351.673
2003-01-02,360.68
2003-01-03,361.014
2003-01-06,366.653
2003-01-07,363.522
2003-01-08,358.33
2003-01-09,363.705
2003-01-10,365.187
2003-01-13,364.514
2003-01-14,365.559
2003-01-15,361.735
2003-01-16,361.619
2003-01-17,357.552
2003-01-20,357.07
2003-01-21,352.014
2003-01-22,349.256
2003-01-23,352.117
2003-01-24,346.832
2003-01-27,339.506
2003-01-28,342.616
2003-01-29,343.626
2003-01-30,341.128
2003-01-31,343.669
2003-02-03,345.817
2003-02-04,341.34
2003-02-05,341.024
2003-02-06,338.126
2003-02-07,335.252
2003-02-10,335.761
2003-02-11,335.227
2003-02-12,330.404
2003-02-13,329.418
2003-02-14,333.136
2003-02-17,334.536
2003-02-18,339.378
2003-02-19,337.019
2003-02-20,335.962
2003-02-21,339.352
2003-02-24,334.648
2003-02-25,332.739
2003-02-26,330.221
2003-02-27,332.78
2003-02-28,335.977
2003-03-03,335.424
2003-03-04,330.616
2003-03-05,331.243
2003-03-06,329.902
2003-03-07,330.085
2003-03-10,323.773
2003-03-11,321.289
2003-03-12,318.844
2003-03-13,328.802
2003-03-14,331.057
2003-03-17,340.409
2003-03-18,342.501
2003-03-19,343.13
2003-03-20,344.707
2003-03-21,351.242
2003-03-24,340.767
2003-03-25,344.843
2003-03-26,344.411
2003-03-27,343.602
2003-03-28,342.693
2003-03-31,338.141
2003-04-01,339.883
2003-04-02,347.025
2003-04-03,346.258
2003-04-04,346.394
2003-04-07,349.414
2003-04-08,347.002
2003-04-09,344.182
2003-04-10,345.919
2003-04-11,345.629
2003-04-14,350.224
2003-04-15,353.63
2003-04-16,351.029
2003-04-17,356.188
2003-04-18,356.188
2003-04-21,355.876
2003-04-22,362.091
2003-04-23,364.979
2003-04-24,363.045
2003-04-25,358.62
2003-04-28,364.108
2003-04-29,365.692
2003-04-30,367.537
2003-05-01,368.014
2003-05-02,372.551
2003-05-05,374.76
2003-05-06,379.573
2003-05-07,377.603
2003-05-08,374.178
2003-05-09,378.592
2003-05-12,382.526
2003-05-13,382.476
2003-05-14,382.622
2003-05-15,385.531
2003-05-16,387.672
2003-05-19,379.797
2003-05-20,379.441
2003-05-21,380.728
2003-05-22,384.951
2003-05-23,386.838
2003-05-26,387.307
2003-05-27,393.055
2003-05-28,393.771
2003-05-29,394.106
2003-05-30,400.18
2003-06-02,402.246
2003-06-03,400.625
2003-06-04,406.691
2003-06-05,410.776
2003-06-06,411.453
2003-06-09,405.871
2003-06-10,407.682
2003-06-11,414.017
2003-06-12,414.835
2003-06-13,410.526
2003-06-16,417.892
2003-06-17,418.541
2003-06-18,416.097
2003-06-19,410.612
2003-06-20,410.547
2003-06-23,403.669
2003-06-24,402.177
2003-06-25,403.269
2003-06-26,404.513
2003-06-27,403.344
2003-06-30,402.389
2003-07-01,403.39
2003-07-02,408.145
2003-07-03,407.672
2003-07-04,407.2
2003-07-07,413.357
2003-07-08,415.369
2003-07-09,413.888
2003-07-10,408.829
2003-07-11,411.531
2003-07-14,415.228
2003-07-15,412.954
2003-07-16,409.993
2003-07-17,405.269
2003-07-18,408.548
2003-07-21,405.891
2003-07-22,409.201
2003-07-23,410.588
2003-07-24,411.727
2003-07-25,415.605
2003-07-28,416.32
2003-07-29,414.928
2003-07-30,413.123
2003-07-31,413.998
2003-08-01,412.032
2003-08-04,411.429
2003-08-05,407.38
2003-08-06,405.726
2003-08-07,407.404
2003-08-08,408.258
2003-08-11,409.98
2003-08-12,413.477
2003-08-13,413.985
2003-08-14,416.58
2003-08-15,416.813
2003-08-18,419.899
2003-08-19,421.598
2003-08-20,423.11
2003-08-21,425.68
2003-08-22,422.243
2003-08-25,421.341
2003-08-26,420.104
2003-08-27,421.78
2003-08-28,425.424
2003-08-29,428.218
2003-09-01,429.597
2003-09-02,432.414
2003-09-03,434.773
2003-09-04,435.56
2003-09-05,434.769
2003-09-08,438.815
2003-09-09,435.414
2003-09-10,428.873
2003-09-11,431.069
2003-09-12,432.889
2003-09-15,432.494
2003-09-16,436.361
2003-09-17,436.503
2003-09-18,441.595
2003-09-19,441.989
2003-09-22,437.693
2003-09-23,439.816
2003-09-24,434.977
2003-09-25,431.333
2003-09-26,427.378
2003-09-29,430.377
2003-09-30,427.48
2003-10-01,435.063
2003-10-02,437.367
2003-10-03,443.368
2003-10-06,445.591
2003-10-07,447.28
2003-10-08,447.082
2003-10-09,449.702
2003-10-10,450.978
2003-10-13,454.182
2003-10-14,455.541
2003-10-15,455.657
2003-10-16,457.346
2003-10-17,452.54
2003-10-20,454.024
2003-10-21,455.347
2003-10-22,450.832
2003-10-23,450.168
2003-10-24,449.796
2003-10-27,452.066
2003-10-28,456.933
2003-10-29,459.224
2003-10-30,460.807
2003-10-31,460.783
2003-11-03,463.745
2003-11-04,462.574
2003-11-05,462.586
2003-11-06,464.445
2003-11-07,465.75
2003-11-10,462.422
2003-11-11,460.713
2003-11-12,466.679
2003-11-13,468.621
2003-11-14,466.447
2003-11-17,461.271
2003-11-18,459.225
2003-11-19,459.955
2003-11-20,457.497
2003-11-21,459.067
2003-11-24,465.074
2003-11-25,467.642
2003-11-26,471.28
2003-11-27,471.614
2003-11-28,472.986
2003-12-01,478.646
2003-12-02,479.165
2003-12-03,478.509
2003-12-04,477.941
2003-12-05,475.677
2003-12-08,478.32
2003-12-09,475.327
2003-12-10,472.181
2003-12-11,475.809
2003-12-12,478.51
2003-12-15,476.047
2003-12-16,475.759
2003-12-17,477.066
2003-12-18,482.627
2003-12-19,481.776
2003-12-22,483.485
2003-12-23,485.804
2003-12-24,486.505
2003-12-25,486.505
2003-12-26,487.148
2003-12-29,491.793
2003-12-30,493.383
2003-12-31,494.479
2004-01-01,494.479
2004-01-02,494.603
2004-01-05,500.077
2004-01-06,501.729
2004-01-07,501.37
2004-01-08,504.564
2004-01-09,505.338
2004-01-12,506.415
2004-01-13,504.776
2004-01-14,507.739
2004-01-15,507.583
2004-01-16,510.001
2004-01-19,510.186
2004-01-20,513.73
2004-01-21,516.482
2004-01-22,515.76
2004-01-23,514.73
2004-01-26,515.398
2004-01-27,514.344
2004-01-28,510.259
2004-01-29,506.178
2004-01-30,507.271
2004-02-02,508.266
2004-02-03,509.521
2004-02-04,505.136
2004-02-05,507.121
2004-02-06,515.373
2004-02-09,517.315
2004-02-10,519.474
2004-02-11,523.473
2004-02-12,525.331
2004-02-13,522.846
2004-02-16,523.471
2004-02-17,529.02
2004-02-18,528.139
2004-02-19,525.502
2004-02-20,520.994
2004-02-23,518.642
2004-02-24,518.291
2004-02-25,519.455
2004-02-26,519.872
2004-02-27,521.549
2004-03-01,528.308
2004-03-02,525.632
2004-03-03,523.042
2004-03-04,525.823
2004-03-05,530.731
2004-03-08,527.047
2004-03-09,522.831
2004-03-10,513.329
2004-03-11,504.882
2004-03-12,509.761
2004-03-15,502.274
2004-03-16,506.248
2004-03-17,511.739
2004-03-18,512.156
2004-03-19,509.55
2004-03-22,502.335
2004-03-23,501.995
2004-03-24,499.44
2004-03-25,506.552
2004-03-26,506.12
2004-03-29,513.031
2004-03-30,515.344
2004-03-31,517.958
2004-04-01,522.788
2004-04-02,525.306
2004-04-05,526.379
2004-04-06,525.222
2004-04-07,525.126
2004-04-08,524.432
2004-04-09,524.432
2004-04-12,524.988
2004-04-13,517.939
2004-04-14,513.481
2004-04-15,513.009
2004-04-16,517.255
2004-04-19,518.521
2004-04-20,513.221
2004-04-21,512.706
2004-04-22,520.002
2004-04-23,519.787
2004-04-26,519.282
2004-04-27,520.296
2004-04-28,512.457
2004-04-29,507.352
2004-04-30,504.314
2004-05-03,507.889
2004-05-04,511.262
2004-05-05,513.802
2004-05-06,507.602
2004-05-07,498.791
2004-05-10,487.515
2004-05-11,492.513
2004-05-12,492.367
2004-05-13,493.471
2004-05-14,492.342
2004-05-17,487.873
2004-05-18,491.927
2004-05-19,495.909
2004-05-20,493.246
2004-05-21,497.353
2004-05-24,500.124
2004-05-25,506.948
2004-05-26,509.593
2004-05-27,515.122
2004-05-28,516.414
2004-05-31,516.643
2004-06-01,515.096
2004-06-02,516.98
2004-06-03,513.29
2004-06-04,516.81
2004-06-07,524.946
2004-06-08,524.41
2004-06-09,517.85
2004-06-10,519.255
2004-06-11,517.672
2004-06-14,511.96
2004-06-15,516.123
2004-06-16,517.391
2004-06-17,517.669
2004-06-18,519.876
2004-06-21,519.056
2004-06-22,520.361
2004-06-23,524.608
2004-06-24,526.04
2004-06-25,526.997
2004-06-28,527.303
2004-06-29,526.413
2004-06-30,529.645
2004-07-01,525.67
2004-07-02,525.378
2004-07-05,524.886
2004-07-06,520.482
2004-07-07,522.621
2004-07-08,518.987
2004-07-09,520.287
2004-07-12,519.552
2004-07-13,518.734
2004-07-14,518.74
2004-07-15,517.67
2004-07-16,518.095
2004-07-19,517.568
2004-07-20,519.783
2004-07-21,513.41
2004-07-22,511.548
2004-07-23,506.535
2004-07-26,502.898
2004-07-27,505.918
2004-07-28,505.896
2004-07-29,510.346
2004-07-30,511.055
2004-08-02,511.743
2004-08-03,509.822
2004-08-04,507.458
2004-08-05,502.66
2004-08-06,496.811
2004-08-09,495.744
2004-08-10,501.736
2004-08-11,497.498
2004-08-12,493.609
2004-08-13,495.088
2004-08-16,501.573
2004-08-17,502.816
2004-08-18,507.079
2004-08-19,507.368
2004-08-20,509.37
2004-08-23,508.572
2004-08-24,507.397
2004-08-25,510.407
2004-08-26,511.902
2004-08-27,513.126
2004-08-30,510.011
2004-08-31,512.57
2004-09-01,515.516
2004-09-02,519.372
2004-09-03,517.466
2004-09-06,518.706
2004-09-07,521.853
2004-09-08,520.335
2004-09-09,521.051
2004-09-10,525.625
2004-09-13,528.431
2004-09-14,529.135
2004-09-15,524.013
2004-09-16,527.163
2004-09-17,529.518
2004-09-20,527.715
2004-09-21,533.006
2004-09-22,528.546
2004-09-23,527.467
2004-09-24,528.671
2004-09-27,525.285
2004-09-28,528.255
2004-09-29,530.623
2004-09-30,534.27
2004-10-01,541.614
2004-10-04,543.307
2004-10-05,543.363
2004-10-06,545.46
2004-10-07,541.668
2004-10-08,540.795
2004-10-11,540.579
2004-10-12,537.063
2004-10-13,534.163
2004-10-14,533.053
2004-10-15,535.534
2004-10-18,536.762
2004-10-19,535.715
2004-10-20,537.12
2004-10-21,541.697
2004-10-22,539.686
2004-10-25,539.644
2004-10-26,544.512
2004-10-27,550.562
2004-10-28,550.84
2004-10-29,552.511
2004-11-01,554.215
2004-11-02,555.15
2004-11-03,561.11
2004-11-04,567.122
2004-11-05,570.048
2004-11-08,569.695
2004-11-09,569.802
2004-11-10,571.921
2004-11-11,576.707
2004-11-12,582.262
2004-11-15,582.125
2004-11-16,579.819
2004-11-17,584.587
2004-11-18,584.61
2004-11-19,581.794
2004-11-22,584.273
2004-11-23,586.422
2004-11-24,590.986
2004-11-25,593.931
2004-11-26,594.944
2004-11-29,594.036
2004-11-30,591.903
2004-12-01,598.231
2004-12-02,597.051
2004-12-03,599.475
2004-12-06,599.629
2004-12-07,594.81
2004-12-08,592.125
2004-12-09,592.968
2004-12-10,593.243
2004-12-13,598.983
2004-12-14,601.593
2004-12-15,606.159
2004-12-16,602.97
2004-12-17,602.185
2004-12-20,605.076
2004-12-21,608.155
2004-12-22,609.352
2004-12-23,611.131
2004-12-24,612.248
2004-12-27,611.589
2004-12-28,615.1
2004-12-29,615.651
2004-12-30,617.35
2004-12-31,617.316
2005-01-03,610.553
2005-01-04,602.532
2005-01-05,596.827
2005-01-06,597.531
2005-01-07,596.281
2005-01-10,598.365
2005-01-11,596.027
2005-01-12,599.503
2005-01-13,598.122
2005-01-14,600.362
2005-01-17,601.183
2005-01-18,604.309
2005-01-19,601.977
2005-01-20,597.595
2005-01-21,596.149
2005-01-24,593.585
2005-01-25,593.71
2005-01-26,598.51
2005-01-27,599.612
2005-01-28,597.127
2005-01-31,603.574
2005-02-01,606.789
2005-02-02,610.536
2005-02-03,609.419
2005-02-04,616.21
2005-02-07,614.396
2005-02-08,614.259
2005-02-09,610.046
2005-02-10,613.3
2005-02-11,618.783
2005-02-14,621.149
2005-02-15,623.361
2005-02-16,623.285
2005-02-17,622.557
2005-02-18,623.276
2005-02-21,622.123
2005-02-22,616.888
2005-02-23,617.317
2005-02-24,622.08
2005-02-25,628.969
2005-02-28,627.416
2005-03-01,629.602
2005-03-02,627.912
2005-03-03,628.639
2005-03-04,636.733
2005-03-07,637.982
2005-03-08,637.462
2005-03-09,631.576
2005-03-10,630.164
2005-03-11,630.128
2005-03-14,631.8
2005-03-15,629.642
2005-03-16,625.695
2005-03-17,626.055
2005-03-18,624.025
2005-03-21,621.366
2005-03-22,618.954
2005-03-23,613.141
2005-03-24,614.601
2005-03-25,614.601
2005-03-28,613.043
2005-03-29,608.766
2005-03-30,614.768
2005-03-31,618.16
2005-04-01,618.158
2005-04-04,614.989
2005-04-05,618.172
2005-04-06,620.342
2005-04-07,623.634
2005-04-08,619.98
2005-04-11,621.917
2005-04-12,622.449
2005-04-13,617.608
2005-04-14,608.954
2005-04-15,598.799
2005-04-18,598.669
2005-04-19,605.351
2005-04-20,600.021
2005-04-21,607.387
2005-04-22,606.588
2005-04-25,609.85
2005-04-26,603.987
2005-04-27,600.294
2005-04-28,593.21
2005-04-29,597.174
2005-05-02,599.413
2005-05-03,599.541
2005-05-04,606.727
2005-05-05,607.396
2005-05-06,607.413
2005-05-09,609.788
2005-05-10,605.849
2005-05-11,606.163
2005-05-12,600.048
2005-05-13,596.894
2005-05-16,599.476
2005-05-17,603.034
2005-05-18,610.377
2005-05-19,613.14
2005-05-20,612.569
2005-05-23,616.262
2005-05-24,616.525
2005-05-25,614.558
2005-05-26,618.139
2005-05-27,619.637
2005-05-30,619.706
2005-05-31,617.371
2005-06-01,621.701
2005-06-02,623.397
2005-06-03,622.125
2005-06-06,622.739
2005-06-07,624.335
2005-06-08,624.523
2005-06-09,625.062
2005-06-10,624.621
2005-06-13,625.911
2005-06-14,628.398
2005-06-15,630.449
2005-06-16,634.526
2005-06-17,639.42
2005-06-20,637.011
2005-06-21,636.422
2005-06-22,637.304
2005-06-23,633.609
2005-06-24,629.134
2005-06-27,628.551
2005-06-28,633.332
2005-06-29,634.127
2005-06-30,632.861
2005-07-01,633.405
2005-07-04,632.526
2005-07-05,636.285
2005-07-06,636.194
2005-07-07,634.623
2005-07-08,641.338
2005-07-11,648.244
2005-07-12,651.125
2005-07-13,649.633
2005-07-14,649.283
2005-07-15,648.858
2005-07-18,648.816
2005-07-19,652.899
2005-07-20,656.156
2005-07-21,655.271
2005-07-22,659.54
2005-07-25,656.87
2005-07-26,657.211
2005-07-27,659.288
2005-07-28,664.709
2005-07-29,663.671
2005-08-01,666.409
2005-08-02,671.024
2005-08-03,672.818
2005-08-04,669.516
2005-08-05,662.717
2005-08-08,662.498
2005-08-09,664.311
2005-08-10,668.028
2005-08-11,671.835
2005-08-12,669.988
2005-08-15,669.534
2005-08-16,663.354
2005-08-17,662.315
2005-08-18,658.146
2005-08-19,660.175
2005-08-22,663.524
2005-08-23,661.505
2005-08-24,660.301
2005-08-25,661.221
2005-08-26,658.272
2005-08-29,659.646
2005-08-30,657.358
2005-08-31,667.354
2005-09-01,673.983
2005-09-02,673.426
2005-09-05,673.842
2005-09-06,679.152
2005-09-07,681.77
2005-09-08,679.695
2005-09-09,685.51
2005-09-12,683.729
2005-09-13,679.279
2005-09-14,679.637
2005-09-15,677.995
2005-09-16,680.95
2005-09-19,678.013
2005-09-20,674.866
2005-09-21,669.744
2005-09-22,667.657
2005-09-23,668.405
2005-09-26,671.304
2005-09-27,670.267
2005-09-28,672.772
2005-09-29,677.236
2005-09-30,681.92
2005-10-03,682.171
2005-10-04,678.108
2005-10-05,667.011
2005-10-06,661.769
2005-10-07,663.547
2005-10-10,659.12
2005-10-11,657.092
2005-10-12,650.943
2005-10-13,644.436
2005-10-14,651.373
2005-10-17,653.453
2005-10-18,644.761
2005-10-19,646.776
2005-10-20,641.964
2005-10-21,644.455
2005-10-24,654.08
2005-10-25,655.207
2005-10-26,653.03
2005-10-27,644.137
2005-10-28,650.108
2005-10-31,658.696
2005-11-01,659.345
2005-11-02,668.237
2005-11-03,672.148
2005-11-04,668.065
2005-11-07,668.364
