Date,KOKUSAI INDEX (WORLD ex JP) MID CAP Mid Cap
2003-01-31,343.669
2003-02-28,335.977
2003-03-31,338.141
2003-04-30,367.537
2003-05-30,400.18
2003-06-30,402.389
2003-07-31,413.998
2003-08-29,428.218
2003-09-30,427.48
2003-10-31,460.783
2003-11-28,472.986
2003-12-31,494.479
2004-01-30,507.271
2004-02-27,521.549
2004-03-31,517.958
2004-04-30,504.314
2004-05-31,516.643
2004-06-30,529.645
2004-07-30,511.055
2004-08-31,512.57
2004-09-30,534.27
2004-10-29,552.511
2004-11-30,591.903
2004-12-31,617.316
2005-01-31,603.574
2005-02-28,627.416
2005-03-31,618.16
2005-04-29,597.174
2005-05-31,617.371
2005-06-30,632.861
2005-07-29,663.671
2005-08-31,667.354
2005-09-30,681.92
2005-10-31,658.696
2005-11-30,688.438
2005-12-30,705.866
2006-01-31,751.677
2006-02-28,750.684
2006-03-31,773.636
2006-04-28,796.751
2006-05-31,769.723
2006-06-30,771.513
2006-07-31,763.967
2006-08-31,786.347
2006-09-29,798.907
2006-10-31,833.913
2006-11-30,868.31
2006-12-29,882.538
2007-01-31,901.17
2007-02-28,904.057
2007-03-30,925.435
2007-04-30,967.464
2007-05-31,1000.0
2007-06-29,986.188
2007-07-31,955.853
2007-08-31,947.012
2007-09-28,980.625
2007-10-31,1009.883
2007-11-30,948.192
2007-12-31,940.455
2008-01-31,863.222
2008-02-29,866.302
2008-03-31,856.755
2008-04-30,902.426
2008-05-30,935.32
2008-06-30,855.688
2008-07-31,812.455
2008-08-29,811.852
2008-09-30,690.405
2008-10-31,522.259
2008-11-28,482.688
2008-12-31,504.861
2009-01-30,468.395
2009-02-27,424.072
2009-03-31,457.624
2009-04-30,528.848
2009-05-29,572.182
2009-06-30,564.99
2009-07-31,620.689
2009-08-31,654.332
2009-09-30,696.807
2009-10-30,673.991
2009-11-30,701.715
2009-12-31,731.063
2010-01-29,700.553
2010-02-26,717.496
2010-03-31,769.242
2010-04-30,783.863
2010-05-31,709.29
2010-06-30,683.347
2010-07-30,744.315
2010-08-31,716.152
2010-09-30,799.366
2010-10-29,831.121
2010-11-30,821.42
2010-12-31,886.614
2011-01-31,904.295
2011-02-28,937.921
2011-03-31,947.778
2011-04-29,989.543
2011-05-31,975.141
2011-06-30,950.518
2011-07-29,921.833
2011-08-31,855.036
2011-09-30,756.527
2011-10-31,853.781
2011-11-30,832.115
2011-12-30,821.58
2012-01-31,874.622
2012-02-29,920.085
2012-03-30,928.236
2012-04-30,919.98
2012-05-31,832.659
2012-06-29,865.884
2012-07-31,876.292
2012-08-31,906.3
2012-09-28,932.94
2012-10-31,929.685
2012-11-30,946.236
2012-12-31,971.586
2013-01-31,1026.864
2013-02-28,1031.676
2013-03-29,1057.663
2013-04-30,1080.987
2013-05-31,1092.263
2013-06-28,1062.937
2013-07-31,1130.637
2013-08-30,1109.013
2013-09-30,1169.47
2013-10-31,1208.991
2013-11-29,1216.636
2013-12-31,1251.029
2014-01-31,1218.6
2014-02-28,1299.941
2014-03-31,1295.193
2014-04-30,1300.324
2014-05-30,1325.79
2014-06-30,1351.634
2014-07-31,1313.1
2014-08-29,1352.619
2014-09-30,1292.144
2014-10-31,1310.443
2014-11-28,1339.185
2014-12-31,1329.499
2015-01-30,1308.941
2015-02-27,1389.179
2015-03-31,1374.795
2015-04-30,1400.244
2015-05-29,1406.22
2015-06-30,1373.692
2015-07-31,1386.461
2015-08-31,1309.38
2015-09-30,1259.736
2015-10-30,1344.81
2015-11-30,1342.894
2015-12-31,1311.533
2016-01-29,1217.374
2016-02-29,1229.867
2016-03-31,1334.942
2016-04-29,1357.7
2016-05-31,1365.166
2016-06-30,1338.416
2016-07-29,1408.958
2016-08-31,1407.46
2016-09-30,1418.208
2016-10-31,1371.668
2016-11-30,1407.731
2016-12-30,1425.831
2017-01-31,1473.118
2017-02-28,1507.01
2017-03-31,1524.057
2017-04-28,1554.632
2017-05-31,1582.932
2017-06-30,1592.348
2017-07-31,1630.219
2017-08-31,1629.754
2017-09-29,1669.963
2017-10-31,1692.888
2017-11-30,1731.696
2017-12-29,1760.513
2018-01-31,1842.293
2018-02-28,1760.737
2018-03-30,1748.118
2018-04-30,1765.224
2018-05-31,1780.886
2018-06-29,1779.104
2018-07-31,1822.382
2018-08-31,1842.438
2018-09-28,1829.444
2018-10-31,1661.456
2018-11-30,1667.593
2018-12-31,1538.082
2019-01-31,1690.33
2019-02-28,1754.995
2019-03-29,1765.543
2019-04-30,1831.288
2019-05-31,1729.487
2019-06-28,1847.859
2019-07-31,1853.089
2019-08-30,1802.746
2019-09-30,1841.172
2019-10-31,1883.141
2019-11-29,1941.238
2019-12-31,1989.949
2020-01-31,1970.801
2020-02-28,1796.734
2020-03-31,1453.22
2020-04-30,1643.076
2020-05-29,1757.319
2020-06-30,1805.438
2020-07-31,1915.033
2020-08-31,1996.649
2020-09-30,1947.16
2020-10-30,1931.36
2020-11-30,2214.959
2020-12-31,2331.728
2021-01-29,2318.147
2021-02-26,2415.673
2021-03-31,2470.675
2021-04-30,2603.425
2021-05-31,2648.346
2021-06-30,2662.115
2021-07-30,2699.066
2021-08-31,2766.999
2021-09-30,2643.995
2021-10-29,2791.238
2021-11-30,2697.067
2021-12-31,2814.15
2022-01-31,2605.007
2022-02-28,2580.693
2022-03-31,2624.489
2022-04-29,2429.515
2022-05-31,2422.61
2022-06-30,2173.517
2022-07-29,2359.39
2022-08-31,2272.359
2022-09-30,2040.108
2022-10-31,2195.112
2022-11-30,2358.673
2022-12-30,2278.193
2023-01-31,2479.162
2023-02-28,2415.728
2023-03-31,2381.414
2023-04-28,2392.417
2023-05-31,2305.744
2023-06-30,2461.272
2023-07-31,2566.87
2023-08-31,2469.976
2023-09-29,2347.942
2023-10-31,2223.258
2023-11-30,2455.82
2023-12-29,2640.522
2024-01-31,2595.824
2024-02-29,2706.733
2024-03-29,2820.596
2024-04-30,2699.384
2024-05-31,2786.319
2024-06-28,2746.615
2024-07-31,2867.972
2024-08-30,2947.15
2024-09-30,3024.971
2024-10-31,2960.111
2024-11-29,3155.54
2024-12-31,2966.129
2025-01-31,3097.944
2025-02-28,3050.438
2025-03-31,2949.213
2025-04-30,2972.513
2025-05-30,3148.537
2025-06-30,3272.144
2025-07-31,3308.78
2025-08-29,3387.164
2025-09-30,3417.51
2025-10-31,3417.425
2025-11-28,3440.057
2025-12-31,3472.872
2026-01-30,3575.287
