Date,DENMARK LARGE GROWTH Large Cap
2002-08-14,302.164
2002-08-15,299.575
2002-08-16,298.282
2002-08-19,303.642
2002-08-20,311.325
2002-08-21,310.047
2002-08-22,311.69
2002-08-23,313.952
2002-08-26,308.394
2002-08-27,312.934
2002-08-28,321.008
2002-08-29,319.66
2002-08-30,320.358
2002-09-02,328.156
2002-09-03,319.741
2002-09-04,318.358
2002-09-05,317.437
2002-09-06,315.325
2002-09-09,312.789
2002-09-10,313.591
2002-09-11,322.508
2002-09-12,312.696
2002-09-13,311.619
2002-09-16,311.747
2002-09-17,309.853
2002-09-18,301.068
2002-09-19,294.552
2002-09-20,293.009
2002-09-23,293.369
2002-09-24,281.9
2002-09-25,278.604
2002-09-26,275.436
2002-09-27,288.298
2002-09-30,284.609
2002-10-01,266.173
2002-10-02,276.639
2002-10-03,273.557
2002-10-04,278.393
2002-10-07,285.208
2002-10-08,271.386
2002-10-09,274.071
2002-10-10,274.433
2002-10-11,286.524
2002-10-14,286.949
2002-10-15,296.66
2002-10-16,301.582
2002-10-17,297.59
2002-10-18,304.668
2002-10-21,304.274
2002-10-22,301.523
2002-10-23,289.429
2002-10-24,283.774
2002-10-25,297.51
2002-10-28,314.436
2002-10-29,299.758
2002-10-30,291.355
2002-10-31,288.552
2002-11-01,300.531
2002-11-04,301.265
2002-11-05,306.684
2002-11-06,308.093
2002-11-07,312.166
2002-11-08,312.819
2002-11-11,312.683
2002-11-12,308.147
2002-11-13,309.365
2002-11-14,305.442
2002-11-15,301.766
2002-11-18,308.352
2002-11-19,308.611
2002-11-20,308.687
2002-11-21,311.776
2002-11-22,319.769
2002-11-25,314.425
2002-11-26,313.28
2002-11-27,318.221
2002-11-28,315.323
2002-11-29,317.784
2002-12-02,324.505
2002-12-03,316.511
2002-12-04,312.498
2002-12-05,305.732
2002-12-06,305.857
2002-12-09,307.117
2002-12-10,302.758
2002-12-11,305.418
2002-12-12,310.34
2002-12-13,306.601
2002-12-16,308.044
2002-12-17,311.69
2002-12-18,305.353
2002-12-19,300.557
2002-12-20,292.428
2002-12-23,292.339
2002-12-24,293.565
2002-12-25,293.565
2002-12-26,294.292
2002-12-27,298.4
2002-12-30,296.889
2002-12-31,297.99
2003-01-01,297.99
2003-01-02,298.923
2003-01-03,305.187
2003-01-06,315.791
2003-01-07,306.982
2003-01-08,304.352
2003-01-09,313.516
2003-01-10,310.705
2003-01-13,304.01
2003-01-14,303.569
2003-01-15,299.766
2003-01-16,294.994
2003-01-17,295.702
2003-01-20,299.105
2003-01-21,300.041
2003-01-22,286.556
2003-01-23,270.01
2003-01-24,274.352
2003-01-27,268.76
2003-01-28,268.31
2003-01-29,268.339
2003-01-30,274.531
2003-01-31,282.115
2003-02-03,269.456
2003-02-04,264.574
2003-02-05,262.932
2003-02-06,289.352
2003-02-07,292.124
2003-02-10,286.238
2003-02-11,289.091
2003-02-12,288.966
2003-02-13,295.304
2003-02-14,298.859
2003-02-17,293.547
2003-02-18,289.971
2003-02-19,294.424
2003-02-20,296.61
2003-02-21,291.86
2003-02-24,299.037
2003-02-25,298.634
2003-02-26,297.443
2003-02-27,296.984
2003-02-28,296.295
2003-03-03,303.433
2003-03-04,302.146
2003-03-05,310.238
2003-03-06,315.639
2003-03-07,317.457
2003-03-10,320.918
2003-03-11,321.681
2003-03-12,316.84
2003-03-13,327.232
2003-03-14,324.281
2003-03-17,320.677
2003-03-18,324.813
2003-03-19,338.212
2003-03-20,339.085
2003-03-21,344.03
2003-03-24,343.428
2003-03-25,345.233
2003-03-26,349.351
2003-03-27,344.734
2003-03-28,347.35
2003-03-31,344.028
2003-04-01,338.295
2003-04-02,345.521
2003-04-03,346.026
2003-04-04,355.36
2003-04-07,363.444
2003-04-08,352.839
2003-04-09,358.871
2003-04-10,362.455
2003-04-11,361.713
2003-04-14,363.666
2003-04-15,368.25
2003-04-16,365.779
2003-04-17,367.535
2003-04-18,367.535
2003-04-21,365.963
2003-04-22,354.022
2003-04-23,355.869
2003-04-24,371.462
2003-04-25,369.904
2003-04-28,366.869
2003-04-29,362.235
2003-04-30,377.804
2003-05-01,382.874
2003-05-02,378.226
2003-05-05,380.162
2003-05-06,381.558
2003-05-07,385.127
2003-05-08,377.194
2003-05-09,375.186
2003-05-12,382.771
2003-05-13,393.118
2003-05-14,389.923
2003-05-15,389.762
2003-05-16,392.316
2003-05-19,390.69
2003-05-20,392.845
2003-05-21,392.712
2003-05-22,400.394
2003-05-23,396.526
2003-05-26,393.429
2003-05-27,386.085
2003-05-28,377.676
2003-05-29,380.473
2003-05-30,364.291
2003-06-02,368.08
2003-06-03,368.271
2003-06-04,376.417
2003-06-05,381.891
2003-06-06,383.235
2003-06-09,385.302
2003-06-10,382.524
2003-06-11,386.614
2003-06-12,397.609
2003-06-13,401.985
2003-06-16,401.831
2003-06-17,390.21
2003-06-18,390.2
2003-06-19,383.099
2003-06-20,384.717
2003-06-23,382.28
2003-06-24,377.989
2003-06-25,376.864
2003-06-26,369.969
2003-06-27,374.932
2003-06-30,372.961
2003-07-01,373.258
2003-07-02,375.496
2003-07-03,375.232
2003-07-04,376.265
2003-07-07,369.133
2003-07-08,363.446
2003-07-09,365.171
2003-07-10,363.907
2003-07-11,362.638
2003-07-14,364.276
2003-07-15,363.222
2003-07-16,365.794
2003-07-17,362.428
2003-07-18,367.586
2003-07-21,370.291
2003-07-22,363.849
2003-07-23,372.777
2003-07-24,381.893
2003-07-25,382.927
2003-07-28,375.543
2003-07-29,372.781
2003-07-30,368.342
2003-07-31,363.527
2003-08-01,360.921
2003-08-04,361.278
2003-08-05,362.95
2003-08-06,380.468
2003-08-07,386.714
2003-08-08,389.553
2003-08-11,392.244
2003-08-12,391.881
2003-08-13,400.221
2003-08-14,402.575
2003-08-15,406.535
2003-08-18,404.438
2003-08-19,413.016
2003-08-20,419.375
2003-08-21,408.367
2003-08-22,397.349
2003-08-25,398.513
2003-08-26,405.543
2003-08-27,409.936
2003-08-28,410.258
2003-08-29,411.555
2003-09-01,412.601
2003-09-02,421.362
2003-09-03,429.066
2003-09-04,427.499
2003-09-05,426.875
2003-09-08,427.437
2003-09-09,432.35
2003-09-10,433.634
2003-09-11,434.575
2003-09-12,440.486
2003-09-15,438.516
2003-09-16,430.19
2003-09-17,432.918
2003-09-18,439.259
2003-09-19,433.202
2003-09-22,432.61
2003-09-23,436.842
2003-09-24,439.162
2003-09-25,441.05
2003-09-26,437.14
2003-09-29,432.82
2003-09-30,431.172
2003-10-01,444.056
2003-10-02,443.079
2003-10-03,446.378
2003-10-06,452.467
2003-10-07,453.993
2003-10-08,456.552
2003-10-09,456.322
2003-10-10,457.15
2003-10-13,466.115
2003-10-14,473.08
2003-10-15,475.273
2003-10-16,479.888
2003-10-17,476.29
2003-10-20,473.774
2003-10-21,475.593
2003-10-22,462.269
2003-10-23,464.79
2003-10-24,470.058
2003-10-27,473.137
2003-10-28,473.048
2003-10-29,472.899
2003-10-30,466.865
2003-10-31,457.626
2003-11-03,461.652
2003-11-04,462.148
2003-11-05,454.671
2003-11-06,445.78
2003-11-07,454.157
2003-11-10,449.378
2003-11-11,436.838
2003-11-12,442.114
2003-11-13,449.798
2003-11-14,455.511
2003-11-17,446.273
2003-11-18,453.959
2003-11-19,452.582
2003-11-20,452.266
2003-11-21,452.061
2003-11-24,446.475
2003-11-25,444.835
2003-11-26,446.057
2003-11-27,444.714
2003-11-28,444.451
2003-12-01,451.388
2003-12-02,460.529
2003-12-03,456.511
2003-12-04,446.812
2003-12-05,443.561
2003-12-08,436.278
2003-12-09,444.138
2003-12-10,440.689
2003-12-11,436.873
2003-12-12,444.583
2003-12-15,447.623
2003-12-16,441.639
2003-12-17,436.407
2003-12-18,433.56
2003-12-19,455.808
2003-12-22,452.821
2003-12-23,452.995
2003-12-24,454.227
2003-12-25,454.227
2003-12-26,454.071
2003-12-29,454.221
2003-12-30,455.933
2003-12-31,458.849
2004-01-01,458.849
2004-01-02,477.664
2004-01-05,484.247
2004-01-06,484.821
2004-01-07,490.271
2004-01-08,490.357
2004-01-09,492.363
2004-01-12,492.008
2004-01-13,495.401
2004-01-14,494.084
2004-01-15,490.481
2004-01-16,485.845
2004-01-19,490.746
2004-01-20,487.584
2004-01-21,483.113
2004-01-22,500.35
2004-01-23,501.077
2004-01-26,495.17
2004-01-27,500.435
2004-01-28,496.851
2004-01-29,486.652
2004-01-30,480.026
2004-02-02,486.142
2004-02-03,489.07
2004-02-04,489.7
2004-02-05,506.109
2004-02-06,522.432
2004-02-09,527.119
2004-02-10,530.09
2004-02-11,530.218
2004-02-12,542.746
2004-02-13,544.085
2004-02-16,540.185
2004-02-17,533.64
2004-02-18,537.944
2004-02-19,535.262
2004-02-20,526.475
2004-02-23,522.145
2004-02-24,525.217
2004-02-25,532.896
2004-02-26,526.609
2004-02-27,530.331
2004-03-01,536.066
2004-03-02,533.325
2004-03-03,520.9
2004-03-04,532.927
2004-03-05,538.003
2004-03-08,536.052
2004-03-09,537.34
2004-03-10,518.495
2004-03-11,508.132
2004-03-12,504.954
2004-03-15,501.742
2004-03-16,514.89
2004-03-17,509.979
2004-03-18,516.763
2004-03-19,514.954
2004-03-22,505.639
2004-03-23,503.577
2004-03-24,503.895
2004-03-25,513.034
2004-03-26,477.405
2004-03-29,479.666
2004-03-30,483.586
2004-03-31,486.76
2004-04-01,485.848
2004-04-02,493.149
2004-04-05,490.03
2004-04-06,488.801
2004-04-07,499.653
2004-04-08,497.025
2004-04-09,497.025
2004-04-12,495.595
2004-04-13,485.885
2004-04-14,479.597
2004-04-15,479.704
2004-04-16,478.687
2004-04-19,476.5
2004-04-20,476.981
2004-04-21,476.913
2004-04-22,475.709
2004-04-23,485.9
2004-04-26,478.706
2004-04-27,475.812
2004-04-28,455.983
2004-04-29,463.534
2004-04-30,461.361
2004-05-03,461.359
2004-05-04,467.613
2004-05-05,475.903
2004-05-06,464.705
2004-05-07,458.25
2004-05-10,445.027
2004-05-11,450.674
2004-05-12,447.909
2004-05-13,450.941
2004-05-14,445.099
2004-05-17,441.012
2004-05-18,446.319
2004-05-19,455.169
2004-05-20,451.141
2004-05-21,453.569
2004-05-24,448.742
2004-05-25,447.943
2004-05-26,445.917
2004-05-27,456.133
2004-05-28,461.798
2004-05-31,461.798
2004-06-01,460.082
2004-06-02,474.853
2004-06-03,469.945
2004-06-04,479.008
2004-06-07,484.067
2004-06-08,482.883
2004-06-09,472.22
2004-06-10,474.7
2004-06-11,473.572
2004-06-14,468.186
2004-06-15,474.794
2004-06-16,472.425
2004-06-17,476.622
2004-06-18,481.244
2004-06-21,479.287
2004-06-22,492.713
2004-06-23,490.367
2004-06-24,495.957
2004-06-25,493.737
2004-06-28,491.392
2004-06-29,491.376
2004-06-30,502.029
2004-07-01,507.306
2004-07-02,519.56
2004-07-05,516.081
2004-07-06,518.092
2004-07-07,515.08
2004-07-08,513.537
2004-07-09,510.909
2004-07-12,513.86
2004-07-13,510.997
2004-07-14,513.684
2004-07-15,516.036
2004-07-16,522.342
2004-07-19,520.37
2004-07-20,515.913
2004-07-21,510.39
2004-07-22,501.923
2004-07-23,493.251
2004-07-26,492.022
2004-07-27,491.002
2004-07-28,489.758
2004-07-29,495.59
2004-07-30,503.058
2004-08-02,498.743
2004-08-03,508.446
2004-08-04,505.96
2004-08-05,509.133
2004-08-06,511.186
2004-08-09,505.808
2004-08-10,515.627
2004-08-11,513.12
2004-08-12,518.964
2004-08-13,522.317
2004-08-16,524.004
2004-08-17,523.825
2004-08-18,520.956
2004-08-19,524.757
2004-08-20,521.185
2004-08-23,518.422
2004-08-24,508.72
2004-08-25,508.655
2004-08-26,510.049
2004-08-27,513.532
2004-08-30,510.489
2004-08-31,507.371
2004-09-01,513.158
2004-09-02,519.6
2004-09-03,513.324
2004-09-06,518.558
2004-09-07,514.695
2004-09-08,518.1
2004-09-09,521.632
2004-09-10,529.556
2004-09-13,528.04
2004-09-14,529.789
2004-09-15,519.758
2004-09-16,522.145
2004-09-17,522.74
2004-09-20,523.518
2004-09-21,533.215
2004-09-22,529.587
2004-09-23,531.286
2004-09-24,534.853
2004-09-27,534.895
2004-09-28,536.425
2004-09-29,546.3
2004-09-30,548.976
2004-10-01,549.157
2004-10-04,547.245
2004-10-05,550.679
2004-10-06,546.083
2004-10-07,544.062
2004-10-08,547.407
2004-10-11,546.535
2004-10-12,544.54
2004-10-13,543.843
2004-10-14,548.422
2004-10-15,547.866
2004-10-18,543.368
2004-10-19,546.176
2004-10-20,539.413
2004-10-21,538.058
2004-10-22,545.338
2004-10-25,542.392
2004-10-26,534.237
2004-10-27,532.249
2004-10-28,522.449
2004-10-29,513.99
2004-11-01,522.219
2004-11-02,524.777
2004-11-03,530.365
2004-11-04,538.668
2004-11-05,548.63
2004-11-08,548.625
2004-11-09,544.959
2004-11-10,544.797
2004-11-11,548.749
2004-11-12,545.62
2004-11-15,545.148
2004-11-16,543.77
2004-11-17,552.118
2004-11-18,551.145
2004-11-19,555.052
2004-11-22,552.295
2004-11-23,557.866
2004-11-24,566.291
2004-11-25,565.415
2004-11-26,563.676
2004-11-29,566.001
2004-11-30,562.927
2004-12-01,568.901
2004-12-02,569.917
2004-12-03,569.683
2004-12-06,571.774
2004-12-07,568.632
2004-12-08,555.946
2004-12-09,545.827
2004-12-10,541.527
2004-12-13,552.797
2004-12-14,550.971
2004-12-15,560.184
2004-12-16,550.704
2004-12-17,547.145
2004-12-20,554.247
2004-12-21,563.229
2004-12-22,566.725
2004-12-23,571.193
2004-12-24,572.544
2004-12-27,574.618
2004-12-28,570.181
2004-12-29,571.817
2004-12-30,574.405
2004-12-31,572.878
2005-01-03,567.774
2005-01-04,553.903
2005-01-05,547.865
2005-01-06,555.269
2005-01-07,557.366
2005-01-10,557.277
2005-01-11,551.673
2005-01-12,553.612
2005-01-13,554.713
2005-01-14,552.439
2005-01-17,552.915
2005-01-18,548.185
2005-01-19,548.064
2005-01-20,538.608
2005-01-21,540.085
2005-01-24,543.396
2005-01-25,542.357
2005-01-26,547.679
2005-01-27,547.519
2005-01-28,557.596
2005-01-31,563.755
2005-02-01,565.962
2005-02-02,568.041
2005-02-03,567.178
2005-02-04,568.804
2005-02-07,567.69
2005-02-08,571.343
2005-02-09,575.199
2005-02-10,582.153
2005-02-11,585.006
2005-02-14,588.429
2005-02-15,597.566
2005-02-16,594.813
2005-02-17,600.143
2005-02-18,600.77
2005-02-21,606.113
2005-02-22,620.703
2005-02-23,612.496
2005-02-24,620.662
2005-02-25,621.049
2005-02-28,620.044
2005-03-01,627.83
2005-03-02,626.593
2005-03-03,634.19
2005-03-04,646.818
2005-03-07,654.186
2005-03-08,649.326
2005-03-09,645.249
2005-03-10,638.083
2005-03-11,642.935
2005-03-14,639.234
2005-03-15,647.494
2005-03-16,651.304
2005-03-17,647.545
2005-03-18,645.525
2005-03-21,644.152
2005-03-22,646.074
2005-03-23,630.909
2005-03-24,628.652
2005-03-25,628.652
2005-03-28,624.246
2005-03-29,621.628
2005-03-30,615.265
2005-03-31,620.13
2005-04-01,622.25
2005-04-04,622.086
2005-04-05,630.584
2005-04-06,641.493
2005-04-07,646.508
2005-04-08,645.149
2005-04-11,649.338
2005-04-12,646.64
2005-04-13,651.71
2005-04-14,645.282
2005-04-15,635.794
2005-04-18,633.504
2005-04-19,635.887
2005-04-20,646.976
2005-04-21,651.522
2005-04-22,650.12
2005-04-25,651.357
2005-04-26,651.359
2005-04-27,634.123
2005-04-28,595.38
2005-04-29,577.319
2005-05-02,576.211
2005-05-03,584.29
2005-05-04,594.999
2005-05-05,594.244
2005-05-06,594.319
2005-05-09,592.256
2005-05-10,612.287
2005-05-11,613.414
2005-05-12,603.81
2005-05-13,594.918
2005-05-16,593.743
2005-05-17,593.241
2005-05-18,598.944
2005-05-19,590.666
2005-05-20,584.469
2005-05-23,584.484
2005-05-24,592.063
2005-05-25,591.746
2005-05-26,594.399
2005-05-27,598.726
2005-05-30,597.132
2005-05-31,592.896
2005-06-01,595.306
2005-06-02,589.44
2005-06-03,589.494
2005-06-06,589.277
2005-06-07,589.248
2005-06-08,592.604
2005-06-09,586.583
2005-06-10,590.447
2005-06-13,595.503
2005-06-14,592.492
2005-06-15,592.269
2005-06-16,592.888
2005-06-17,610.564
2005-06-20,612.043
2005-06-21,617.211
2005-06-22,623.537
2005-06-23,617.796
2005-06-24,612.44
2005-06-27,607.353
2005-06-28,605.53
2005-06-29,615.911
2005-06-30,611.119
2005-07-01,607.534
2005-07-04,600.224
2005-07-05,607.225
2005-07-06,609.116
2005-07-07,603.208
2005-07-08,611.591
2005-07-11,617.887
2005-07-12,621.515
2005-07-13,620.455
2005-07-14,617.487
2005-07-15,612.135
2005-07-18,612.798
2005-07-19,611.452
2005-07-20,605.561
2005-07-21,606.294
2005-07-22,612.522
2005-07-25,612.637
2005-07-26,608.776
2005-07-27,611.336
2005-07-28,617.072
2005-07-29,623.355
2005-08-01,627.461
2005-08-02,630.517
2005-08-03,649.596
2005-08-04,656.417
2005-08-05,668.453
2005-08-08,680.98
2005-08-09,702.647
2005-08-10,697.419
2005-08-11,690.261
2005-08-12,689.892
2005-08-15,689.509
2005-08-16,687.25
2005-08-17,683.35
2005-08-18,679.091
2005-08-19,688.599
2005-08-22,682.926
2005-08-23,669.959
2005-08-24,664.113
2005-08-25,662.163
2005-08-26,653.964
2005-08-29,648.191
2005-08-30,656.523
2005-08-31,659.062
2005-09-01,676.698
2005-09-02,685.056
2005-09-05,685.818
2005-09-06,687.033
2005-09-07,677.008
2005-09-08,670.405
2005-09-09,672.796
2005-09-12,670.151
2005-09-13,675.699
2005-09-14,673.697
2005-09-15,670.597
2005-09-16,673.573
2005-09-19,668.849
2005-09-20,651.004
2005-09-21,653.827
2005-09-22,644.3
2005-09-23,641.485
2005-09-26,631.195
2005-09-27,628.905
2005-09-28,634.175
2005-09-29,631.198
2005-09-30,631.023
2005-10-03,620.679
2005-10-04,614.496
2005-10-05,611.337
2005-10-06,614.777
2005-10-07,627.622
2005-10-10,632.214
2005-10-11,632.631
2005-10-12,621.48
2005-10-13,599.422
2005-10-14,605.161
2005-10-17,610.141
2005-10-18,594.206
2005-10-19,577.7
2005-10-20,579.014
2005-10-21,570.786
2005-10-24,580.718
2005-10-25,584.693
2005-10-26,585.491
2005-10-27,581.482
2005-10-28,584.339
2005-10-31,592.276
2005-11-01,610.178
2005-11-02,610.731
2005-11-03,618.414
2005-11-04,604.154
2005-11-07,611.594
2005-11-08,607.726
2005-11-09,607.713
