Date,SINGAPORE Standard (Large+Mid Cap)
2002-08-12,2980.163
2002-08-13,3074.021
2002-08-14,3095.96
2002-08-15,3101.177
2002-08-16,3088.801
2002-08-19,3107.12
2002-08-20,3116.306
2002-08-21,3125.056
2002-08-22,3128.647
2002-08-23,3105.26
2002-08-26,3064.985
2002-08-27,3066.498
2002-08-28,3058.023
2002-08-29,3022.611
2002-08-30,3012.779
2002-09-02,2947.309
2002-09-03,2944.453
2002-09-04,2950.499
2002-09-05,2927.123
2002-09-06,2911.73
2002-09-09,2870.788
2002-09-10,2913.078
2002-09-11,2910.836
2002-09-12,2875.989
2002-09-13,2852.573
2002-09-16,2863.947
2002-09-17,2902.775
2002-09-18,2848.572
2002-09-19,2876.209
2002-09-20,2820.295
2002-09-23,2804.228
2002-09-24,2720.443
2002-09-25,2640.438
2002-09-26,2669.257
2002-09-27,2712.667
2002-09-30,2669.93
2002-10-01,2658.655
2002-10-02,2659.038
2002-10-03,2660.195
2002-10-04,2699.171
2002-10-07,2704.684
2002-10-08,2745.426
2002-10-09,2700.539
2002-10-10,2653.015
2002-10-11,2690.933
2002-10-14,2691.439
2002-10-15,2798.813
2002-10-16,2837.967
2002-10-17,2911.874
2002-10-18,2884.584
2002-10-21,2886.186
2002-10-22,2883.643
2002-10-23,2907.519
2002-10-24,2894.336
2002-10-25,2935.932
2002-10-28,2938.569
2002-10-29,2895.668
2002-10-30,2909.871
2002-10-31,2926.564
2002-11-01,2849.835
2002-11-04,2852.493
2002-11-05,2874.501
2002-11-06,2888.332
2002-11-07,2845.822
2002-11-08,2852.368
2002-11-11,2805.317
2002-11-12,2805.363
2002-11-13,2778.795
2002-11-14,2779.155
2002-11-15,2831.756
2002-11-18,2793.83
2002-11-19,2777.808
2002-11-20,2742.392
2002-11-21,2781.157
2002-11-22,2836.318
2002-11-25,2828.781
2002-11-26,2798.751
2002-11-27,2786.339
2002-11-28,2809.41
2002-11-29,2772.057
2002-12-02,2774.281
2002-12-03,2751.693
2002-12-04,2713.09
2002-12-05,2705.497
2002-12-06,2718.379
2002-12-09,2684.874
2002-12-10,2716.131
2002-12-11,2730.373
2002-12-12,2750.344
2002-12-13,2743.249
2002-12-16,2729.302
2002-12-17,2695.041
2002-12-18,2681.311
2002-12-19,2724.708
2002-12-20,2683.599
2002-12-23,2688.747
2002-12-24,2690.214
2002-12-25,2690.214
2002-12-26,2678.876
2002-12-27,2704.387
2002-12-30,2683.786
2002-12-31,2707.759
2003-01-01,2707.759
2003-01-02,2685.149
2003-01-03,2686.968
2003-01-06,2682.959
2003-01-07,2646.694
2003-01-08,2683.537
2003-01-09,2694.119
2003-01-10,2719.381
2003-01-13,2807.047
2003-01-14,2854.589
2003-01-15,2822.127
2003-01-16,2807.091
2003-01-17,2775.937
2003-01-20,2770.227
2003-01-21,2767.972
2003-01-22,2778.632
2003-01-23,2771.659
2003-01-24,2756.321
2003-01-27,2692.071
2003-01-28,2710.723
2003-01-29,2634.73
2003-01-30,2606.351
2003-01-31,2589.298
2003-02-03,2585.226
2003-02-04,2599.46
2003-02-05,2591.571
2003-02-06,2586.141
2003-02-07,2576.666
2003-02-10,2553.86
2003-02-11,2581.464
2003-02-12,2574.006
2003-02-13,2524.912
2003-02-14,2538.397
2003-02-17,2596.238
2003-02-18,2590.249
2003-02-19,2634.592
2003-02-20,2644.034
2003-02-21,2652.714
2003-02-24,2643.429
2003-02-25,2602.915
2003-02-26,2595.044
2003-02-27,2566.056
2003-02-28,2563.826
2003-03-03,2579.762
2003-03-04,2556.625
2003-03-05,2553.693
2003-03-06,2499.914
2003-03-07,2460.201
2003-03-10,2435.792
2003-03-11,2439.845
2003-03-12,2468.247
2003-03-13,2459.52
2003-03-14,2493.428
2003-03-17,2453.758
2003-03-18,2531.628
2003-03-19,2542.938
2003-03-20,2607.201
2003-03-21,2642.697
2003-03-24,2587.12
2003-03-25,2612.457
2003-03-26,2632.285
2003-03-27,2610.811
2003-03-28,2615.399
2003-03-31,2526.22
2003-04-01,2544.932
2003-04-02,2581.922
2003-04-03,2573.247
2003-04-04,2599.755
2003-04-07,2634.705
2003-04-08,2589.946
2003-04-09,2538.281
2003-04-10,2556.352
2003-04-11,2567.697
2003-04-14,2534.102
2003-04-15,2550.321
2003-04-16,2555.802
2003-04-17,2554.097
2003-04-18,2554.097
2003-04-21,2529.935
2003-04-22,2523.95
2003-04-23,2500.717
2003-04-24,2451.395
2003-04-25,2414.3
2003-04-28,2461.942
2003-04-29,2555.648
2003-04-30,2548.795
2003-05-01,2559.141
2003-05-02,2586.568
2003-05-05,2660.911
2003-05-06,2664.172
2003-05-07,2655.494
2003-05-08,2671.541
2003-05-09,2651.395
2003-05-12,2707.909
2003-05-13,2692.324
2003-05-14,2686.261
2003-05-15,2707.071
2003-05-16,2682.221
2003-05-19,2653.163
2003-05-20,2665.603
2003-05-21,2647.995
2003-05-22,2693.063
2003-05-23,2721.327
2003-05-26,2760.728
2003-05-27,2737.896
2003-05-28,2759.15
2003-05-29,2775.769
2003-05-30,2780.085
2003-06-02,2857.044
2003-06-03,2858.687
2003-06-04,2915.099
2003-06-05,2981.723
2003-06-06,2991.51
2003-06-09,3007.045
2003-06-10,2985.677
2003-06-11,2998.168
2003-06-12,3063.613
2003-06-13,3079.643
2003-06-16,3051.004
2003-06-17,3114.294
2003-06-18,3096.904
2003-06-19,3165.458
2003-06-20,3157.306
2003-06-23,3087.402
2003-06-24,3025.943
2003-06-25,3021.94
2003-06-26,2974.437
2003-06-27,3021.402
2003-06-30,2941.176
2003-07-01,2961.45
2003-07-02,3007.021
2003-07-03,3024.286
2003-07-04,3035.388
2003-07-07,3077.384
2003-07-08,3081.533
2003-07-09,3104.109
2003-07-10,3092.266
2003-07-11,3149.752
2003-07-14,3209.916
2003-07-15,3231.487
2003-07-16,3238.287
2003-07-17,3220.026
2003-07-18,3203.851
2003-07-21,3199.255
2003-07-22,3148.903
2003-07-23,3170.154
2003-07-24,3171.543
2003-07-25,3196.866
2003-07-28,3236.045
2003-07-29,3221.053
2003-07-30,3205.643
2003-07-31,3158.393
2003-08-01,3166.456
2003-08-04,3125.833
2003-08-05,3048.336
2003-08-06,3056.742
2003-08-07,3123.369
2003-08-08,3119.439
2003-08-11,3158.748
2003-08-12,3178.952
2003-08-13,3245.931
2003-08-14,3283.676
2003-08-15,3279.112
2003-08-18,3331.335
2003-08-19,3320.204
2003-08-20,3325.242
2003-08-21,3383.508
2003-08-22,3384.825
2003-08-25,3347.003
2003-08-26,3264.782
2003-08-27,3263.944
2003-08-28,3265.931
2003-08-29,3279.689
2003-09-01,3302.088
2003-09-02,3270.677
2003-09-03,3286.515
2003-09-04,3290.166
2003-09-05,3308.282
2003-09-08,3317.572
2003-09-09,3230.066
2003-09-10,3211.184
2003-09-11,3269.916
2003-09-12,3250.093
2003-09-15,3232.736
2003-09-16,3251.789
2003-09-17,3280.857
2003-09-18,3287.515
2003-09-19,3278.096
2003-09-22,3289.808
2003-09-23,3296.881
2003-09-24,3386.736
2003-09-25,3382.222
2003-09-26,3373.906
2003-09-29,3374.291
2003-09-30,3384.944
2003-10-01,3386.378
2003-10-02,3423.927
2003-10-03,3487.347
2003-10-06,3593.02
2003-10-07,3615.218
2003-10-08,3642.645
2003-10-09,3645.373
2003-10-10,3662.812
2003-10-13,3671.952
2003-10-14,3588.666
2003-10-15,3623.599
2003-10-16,3641.786
2003-10-17,3683.463
2003-10-20,3688.324
2003-10-21,3717.574
2003-10-22,3691.062
2003-10-23,3590.379
2003-10-24,3594.07
2003-10-27,3544.402
2003-10-28,3600.253
2003-10-29,3598.789
2003-10-30,3583.629
2003-10-31,3585.033
2003-11-03,3648.819
2003-11-04,3708.349
2003-11-05,3683.127
2003-11-06,3654.16
2003-11-07,3660.929
2003-11-10,3608.947
2003-11-11,3511.409
2003-11-12,3566.922
2003-11-13,3638.637
2003-11-14,3624.939
2003-11-17,3523.522
2003-11-18,3550.653
2003-11-19,3494.964
2003-11-20,3453.882
2003-11-21,3434.938
2003-11-24,3459.588
2003-11-25,3459.588
2003-11-26,3497.644
2003-11-27,3511.662
2003-11-28,3557.498
2003-12-01,3614.194
2003-12-02,3602.825
2003-12-03,3631.318
2003-12-04,3612.408
2003-12-05,3615.899
2003-12-08,3600.489
2003-12-09,3588.058
2003-12-10,3582.368
2003-12-11,3601.746
2003-12-12,3624.987
2003-12-15,3665.867
2003-12-16,3638.791
2003-12-17,3608.279
2003-12-18,3589.585
2003-12-19,3580.598
2003-12-22,3607.398
2003-12-23,3611.461
2003-12-24,3627.489
2003-12-25,3627.489
2003-12-26,3636.26
2003-12-29,3667.158
2003-12-30,3715.682
2003-12-31,3725.839
2004-01-01,3725.839
2004-01-02,3779.635
2004-01-05,3844.746
2004-01-06,3843.813
2004-01-07,3868.419
2004-01-08,3887.909
2004-01-09,3903.469
2004-01-12,3872.552
2004-01-13,3915.974
2004-01-14,3911.756
2004-01-15,3836.731
2004-01-16,3844.161
2004-01-19,3863.248
2004-01-20,3899.753
2004-01-21,3975.611
2004-01-22,3991.49
2004-01-23,3985.403
2004-01-26,4007.736
2004-01-27,4010.167
2004-01-28,3934.366
2004-01-29,3870.721
2004-01-30,3913.47
2004-02-02,3916.112
2004-02-03,3900.982
2004-02-04,3872.606
2004-02-05,3860.41
2004-02-06,3915.545
2004-02-09,4018.174
2004-02-10,3990.021
2004-02-11,3994.988
2004-02-12,3974.695
2004-02-13,3977.773
2004-02-16,3968.239
2004-02-17,4029.76
2004-02-18,4024.652
2004-02-19,4002.106
2004-02-20,3990.917
2004-02-23,3969.666
2004-02-24,3968.433
2004-02-25,3946.471
2004-02-26,3953.069
2004-02-27,3958.372
2004-03-01,3965.335
2004-03-02,3947.789
2004-03-03,3899.062
2004-03-04,3915.098
2004-03-05,3925.589
2004-03-08,3915.229
2004-03-09,3916.3
2004-03-10,3873.899
2004-03-11,3828.775
2004-03-12,3799.281
2004-03-15,3811.875
2004-03-16,3805.115
2004-03-17,3825.472
2004-03-18,3848.763
2004-03-19,3850.033
2004-03-22,3806.376
2004-03-23,3826.032
2004-03-24,3864.33
2004-03-25,3849.533
2004-03-26,3833.438
2004-03-29,3861.016
2004-03-30,3894.468
2004-03-31,3939.927
2004-04-01,3981.527
2004-04-02,3988.57
2004-04-05,4004.948
2004-04-06,3973.237
2004-04-07,3998.296
2004-04-08,4028.024
2004-04-09,4028.024
2004-04-12,4044.929
2004-04-13,4031.357
2004-04-14,3953.317
2004-04-15,3903.605
2004-04-16,3936.106
2004-04-19,3903.359
2004-04-20,3923.364
2004-04-21,3894.861
2004-04-22,3921.095
2004-04-23,3931.926
2004-04-26,3890.461
2004-04-27,3896.276
2004-04-28,3893.498
2004-04-29,3803.751
2004-04-30,3875.488
2004-05-03,3866.898
2004-05-04,3943.258
2004-05-05,4008.786
2004-05-06,3989.225
2004-05-07,3910.731
2004-05-10,3757.463
2004-05-11,3783.0
2004-05-12,3790.278
2004-05-13,3726.356
2004-05-14,3669.672
2004-05-17,3552.193
2004-05-18,3597.234
2004-05-19,3722.635
2004-05-20,3662.582
2004-05-21,3735.103
2004-05-24,3752.775
2004-05-25,3722.01
2004-05-26,3747.588
2004-05-27,3782.115
2004-05-28,3791.254
2004-05-31,3801.261
2004-06-01,3796.907
2004-06-02,3788.147
2004-06-03,3752.9
2004-06-04,3778.355
2004-06-07,3854.63
2004-06-08,3850.39
2004-06-09,3853.157
2004-06-10,3861.694
2004-06-11,3838.45
2004-06-14,3811.024
2004-06-15,3838.064
2004-06-16,3857.127
2004-06-17,3814.317
2004-06-18,3776.574
2004-06-21,3756.655
2004-06-22,3755.348
2004-06-23,3771.893
2004-06-24,3804.081
2004-06-25,3822.821
2004-06-28,3842.126
2004-06-29,3851.129
2004-06-30,3853.361
2004-07-01,3878.713
2004-07-02,3869.952
2004-07-05,3896.787
2004-07-06,3909.357
2004-07-07,3933.671
2004-07-08,3902.276
2004-07-09,3929.547
2004-07-12,3965.408
2004-07-13,3970.939
2004-07-14,3958.349
2004-07-15,3945.847
2004-07-16,3962.294
2004-07-19,3992.131
2004-07-20,3943.28
2004-07-21,3941.617
2004-07-22,3914.149
2004-07-23,3858.639
2004-07-26,3879.971
2004-07-27,3899.397
2004-07-28,3903.858
2004-07-29,3952.369
2004-07-30,3958.67
2004-08-02,3962.988
2004-08-03,4004.066
2004-08-04,3982.522
2004-08-05,4039.846
2004-08-06,4014.943
2004-08-09,4016.226
2004-08-10,3978.399
2004-08-11,3957.8
2004-08-12,3960.69
2004-08-13,3932.131
2004-08-16,3947.995
2004-08-17,3961.398
2004-08-18,3986.676
2004-08-19,4032.457
2004-08-20,4003.912
2004-08-23,4018.128
2004-08-24,4025.331
2004-08-25,4044.903
2004-08-26,4049.072
2004-08-27,4044.022
2004-08-30,4014.739
2004-08-31,4049.919
2004-09-01,4088.277
2004-09-02,4135.942
2004-09-03,4111.502
2004-09-06,4109.664
2004-09-07,4173.657
2004-09-08,4164.319
2004-09-09,4168.211
2004-09-10,4185.908
2004-09-13,4232.098
2004-09-14,4276.225
2004-09-15,4296.027
2004-09-16,4264.617
2004-09-17,4272.561
2004-09-20,4244.215
2004-09-21,4267.724
2004-09-22,4246.016
2004-09-23,4241.052
2004-09-24,4226.325
2004-09-27,4235.753
2004-09-28,4214.959
2004-09-29,4215.362
2004-09-30,4255.396
2004-10-01,4248.89
2004-10-04,4306.316
2004-10-05,4303.784
2004-10-06,4299.477
2004-10-07,4281.779
2004-10-08,4298.279
2004-10-11,4274.154
2004-10-12,4211.868
2004-10-13,4212.401
2004-10-14,4175.41
2004-10-15,4211.989
2004-10-18,4184.584
2004-10-19,4238.564
2004-10-20,4201.049
2004-10-21,4238.122
2004-10-22,4241.114
2004-10-25,4224.725
2004-10-26,4238.679
2004-10-27,4240.305
2004-10-28,4311.673
2004-10-29,4286.236
2004-11-01,4274.256
2004-11-02,4312.065
2004-11-03,4361.448
2004-11-04,4369.675
2004-11-05,4386.96
2004-11-08,4372.198
2004-11-09,4366.969
2004-11-10,4376.844
2004-11-11,4382.377
2004-11-12,4415.854
2004-11-15,4415.188
2004-11-16,4402.544
2004-11-17,4435.719
2004-11-18,4380.438
2004-11-19,4411.872
2004-11-22,4378.095
2004-11-23,4411.803
2004-11-24,4428.344
2004-11-25,4428.844
2004-11-26,4410.864
2004-11-29,4441.414
2004-11-30,4414.849
2004-12-01,4447.591
2004-12-02,4490.698
2004-12-03,4497.457
2004-12-06,4447.968
2004-12-07,4417.689
2004-12-08,4392.765
2004-12-09,4331.733
2004-12-10,4349.813
2004-12-13,4374.191
2004-12-14,4413.663
2004-12-15,4482.002
2004-12-16,4447.262
2004-12-17,4479.56
2004-12-20,4490.892
2004-12-21,4510.381
2004-12-22,4494.742
2004-12-23,4502.639
2004-12-24,4507.521
2004-12-27,4493.698
2004-12-28,4521.641
2004-12-29,4512.433
2004-12-30,4530.424
2004-12-31,4555.498
2005-01-03,4537.589
2005-01-04,4515.836
2005-01-05,4524.205
2005-01-06,4552.855
2005-01-07,4538.382
2005-01-10,4550.931
2005-01-11,4577.509
2005-01-12,4577.524
2005-01-13,4612.018
2005-01-14,4571.83
2005-01-17,4601.791
2005-01-18,4587.615
2005-01-19,4630.391
2005-01-20,4592.778
2005-01-21,4594.455
2005-01-24,4587.193
2005-01-25,4557.142
2005-01-26,4619.664
2005-01-27,4589.101
2005-01-28,4614.686
2005-01-31,4636.159
2005-02-01,4608.538
2005-02-02,4641.928
2005-02-03,4629.846
2005-02-04,4646.979
2005-02-07,4646.485
2005-02-08,4667.466
2005-02-09,4665.915
2005-02-10,4662.536
2005-02-11,4685.843
2005-02-14,4748.839
2005-02-15,4746.804
2005-02-16,4710.795
2005-02-17,4731.961
2005-02-18,4758.911
2005-02-21,4745.975
2005-02-22,4731.975
2005-02-23,4701.779
2005-02-24,4719.386
2005-02-25,4674.91
2005-02-28,4671.554
2005-03-01,4667.287
2005-03-02,4698.705
2005-03-03,4712.392
2005-03-04,4716.778
2005-03-07,4746.124
2005-03-08,4759.102
2005-03-09,4821.224
2005-03-10,4789.293
2005-03-11,4782.987
2005-03-14,4768.456
2005-03-15,4758.521
2005-03-16,4784.988
2005-03-17,4762.406
2005-03-18,4782.514
2005-03-21,4794.784
2005-03-22,4781.675
2005-03-23,4686.564
2005-03-24,4685.497
2005-03-25,4685.497
2005-03-28,4649.121
2005-03-29,4605.24
2005-03-30,4599.594
2005-03-31,4644.062
2005-04-01,4616.94
2005-04-04,4620.648
2005-04-05,4639.748
2005-04-06,4657.133
2005-04-07,4708.574
2005-04-08,4717.842
2005-04-11,4739.166
2005-04-12,4717.854
2005-04-13,4723.794
2005-04-14,4668.923
2005-04-15,4626.949
2005-04-18,4538.041
2005-04-19,4603.474
2005-04-20,4617.64
2005-04-21,4638.34
2005-04-22,4637.069
2005-04-25,4655.716
2005-04-26,4677.584
2005-04-27,4671.916
2005-04-28,4670.038
2005-04-29,4659.313
2005-05-02,4649.386
2005-05-03,4685.369
2005-05-04,4717.361
2005-05-05,4737.253
2005-05-06,4767.406
2005-05-09,4753.637
2005-05-10,4755.581
2005-05-11,4775.563
2005-05-12,4752.119
2005-05-13,4732.94
2005-05-16,4714.002
2005-05-17,4710.709
2005-05-18,4715.105
2005-05-19,4737.599
2005-05-20,4736.238
2005-05-23,4744.917
2005-05-24,4773.141
2005-05-25,4731.696
2005-05-26,4694.741
2005-05-27,4695.943
2005-05-30,4729.759
2005-05-31,4696.581
2005-06-01,4697.81
2005-06-02,4735.317
2005-06-03,4755.14
2005-06-06,4784.944
2005-06-07,4796.159
2005-06-08,4785.541
2005-06-09,4779.842
2005-06-10,4801.892
2005-06-13,4767.222
2005-06-14,4744.466
