Date,SINGAPORE Standard (Large+Mid Cap)
1978-05-31,416.643
1978-06-30,467.259
1978-07-31,485.713
1978-08-31,565.861
1978-09-29,502.272
1978-10-31,578.588
1978-11-30,480.507
1978-12-29,498.854
1979-01-31,545.77
1979-02-28,511.987
1979-03-30,545.159
1979-04-30,559.572
1979-05-31,586.024
1979-06-29,563.703
1979-07-31,578.867
1979-08-31,603.171
1979-09-28,641.797
1979-10-31,592.262
1979-11-30,604.267
1979-12-31,641.458
1980-01-31,717.281
1980-02-29,744.85
1980-03-31,655.211
1980-04-30,702.624
1980-05-30,798.245
1980-06-30,867.939
1980-07-31,908.705
1980-08-29,955.208
1980-09-30,900.649
1980-10-31,1008.635
1980-11-28,1059.648
1980-12-31,1044.209
1981-01-30,1184.079
1981-02-27,1300.727
1981-03-31,1293.16
1981-04-30,1383.888
1981-05-29,1325.354
1981-06-30,1442.718
1981-07-31,1226.196
1981-08-31,963.127
1981-09-30,980.468
1981-10-30,1004.393
1981-11-30,1213.451
1981-12-31,1235.563
1982-01-29,1207.541
1982-02-26,1096.593
1982-03-31,1058.698
1982-04-30,1132.12
1982-05-31,1130.794
1982-06-30,1010.005
1982-07-30,919.852
1982-08-31,876.819
1982-09-30,898.081
1982-10-29,959.817
1982-11-30,972.912
1982-12-31,1029.176
1983-01-31,1116.943
1983-02-28,1188.654
1983-03-31,1223.386
1983-04-29,1340.445
1983-05-31,1310.92
1983-06-30,1329.925
1983-07-29,1263.194
1983-08-31,1298.19
1983-09-30,1284.681
1983-10-31,1248.894
1983-11-30,1255.41
1983-12-30,1355.933
1984-01-31,1389.452
1984-02-29,1341.561
1984-03-30,1313.616
1984-04-30,1309.391
1984-05-31,1220.446
1984-06-29,1132.754
1984-07-31,1159.402
1984-08-31,1152.23
1984-09-28,1108.315
1984-10-31,1035.223
1984-11-30,999.509
1984-12-31,990.909
1985-01-31,1015.358
1985-02-28,994.911
1985-03-29,994.214
1985-04-30,970.453
1985-05-31,998.407
1985-06-28,946.461
1985-07-31,941.628
1985-08-30,874.35
1985-09-30,960.326
1985-10-31,951.273
1985-11-29,878.106
1985-12-31,771.001
1986-01-31,759.809
1986-02-28,778.023
1986-03-31,710.769
1986-04-30,676.78
1986-05-30,744.538
1986-06-30,875.338
1986-07-31,875.711
1986-08-29,985.868
1986-09-30,955.544
1986-10-31,1168.409
1986-11-28,1080.995
1986-12-31,1119.282
1987-01-30,1238.035
1987-02-27,1409.489
1987-03-31,1372.638
1987-04-30,1489.305
1987-05-29,1631.826
1987-06-30,1661.039
1987-07-31,1836.419
1987-08-31,1845.638
1987-09-30,1816.811
1987-10-30,1065.702
1987-11-30,1076.121
1987-12-31,1144.765
1988-01-29,1235.38
1988-02-29,1209.02
1988-03-31,1277.171
1988-04-29,1349.021
1988-05-31,1380.521
1988-06-30,1506.66
1988-07-29,1542.413
1988-08-31,1407.247
1988-09-30,1405.907
1988-10-31,1465.196
1988-11-30,1466.631
1988-12-30,1526.148
1989-01-31,1675.517
1989-02-28,1672.645
1989-03-31,1739.966
1989-04-28,1841.926
1989-05-31,1880.462
1989-06-30,1895.632
1989-07-31,2004.596
1989-08-31,1946.387
1989-09-29,1980.27
1989-10-31,1910.557
1989-11-30,2013.851
1989-12-29,2171.129
1990-01-31,2238.965
1990-02-28,2287.622
1990-03-30,2228.453
1990-04-30,2047.128
1990-05-31,2290.174
1990-06-29,2293.09
1990-07-31,2433.085
1990-08-31,2073.801
1990-09-28,1744.979
1990-10-31,1883.381
1990-11-30,1817.93
1990-12-31,1917.972
1991-01-31,1991.093
1991-02-28,2253.872
1991-03-29,2269.719
1991-04-30,2301.207
1991-05-31,2331.418
1991-06-28,2257.813
1991-07-31,2269.799
1991-08-30,2182.731
1991-09-30,2144.148
1991-10-31,2202.31
1991-11-29,2258.518
1991-12-31,2396.67
1992-01-31,2463.72
1992-02-28,2455.537
1992-03-31,2360.025
1992-04-30,2409.493
1992-05-29,2476.168
1992-06-30,2452.099
1992-07-31,2459.265
1992-08-31,2365.754
1992-09-30,2415.168
1992-10-30,2476.341
1992-11-30,2555.828
1992-12-31,2547.248
1993-01-29,2592.986
1993-02-26,2638.451
1993-03-31,2637.541
1993-04-30,2841.388
1993-05-31,2931.439
1993-06-30,2827.399
1993-07-30,2845.79
1993-08-31,3219.318
1993-09-30,3362.678
1993-10-29,3541.196
1993-11-30,3501.988
1993-12-31,4278.494
1994-01-31,4175.296
1994-02-28,4163.006
1994-03-31,3762.754
1994-04-29,4131.374
1994-05-31,4161.489
1994-06-30,4076.436
1994-07-29,4180.694
1994-08-31,4389.532
1994-09-30,4576.278
1994-10-31,4796.055
1994-11-30,4529.505
1994-12-30,4564.381
1995-01-31,4202.32
1995-02-28,4367.758
1995-03-31,4468.573
1995-04-28,4531.046
1995-05-31,4825.266
1995-06-30,4590.516
1995-07-31,4685.432
1995-08-31,4457.179
1995-09-29,4435.221
1995-10-31,4424.515
1995-11-30,4526.207
1995-12-29,4858.999
1996-01-31,5118.169
1996-02-29,5172.458
1996-03-29,5093.853
1996-04-30,5128.224
1996-05-31,4874.021
1996-06-28,4702.435
1996-07-31,4343.999
1996-08-30,4442.755
1996-09-30,4435.332
1996-10-31,4285.373
1996-11-29,4446.682
1996-12-31,4525.455
1997-01-31,4621.834
1997-02-28,4572.774
1997-03-31,4223.676
1997-04-30,4000.613
1997-05-30,4259.955
1997-06-30,4188.233
1997-07-31,4079.882
1997-08-29,3728.788
1997-09-30,3871.879
1997-10-31,3131.34
1997-11-28,3416.716
1997-12-31,3165.589
1998-01-30,2598.546
1998-02-27,3270.122
1998-03-31,3239.738
1998-04-30,3031.675
1998-05-29,2502.996
1998-06-30,2184.809
1998-07-31,2163.757
1998-08-31,1736.332
1998-09-30,1965.728
1998-10-30,2431.51
1998-11-30,2792.345
1998-12-31,2758.001
1999-01-29,2769.881
1999-02-26,2736.137
1999-03-31,3040.316
1999-04-30,3762.997
1999-05-31,3819.595
1999-06-30,4423.415
1999-07-30,4484.346
1999-08-31,4470.236
1999-09-30,4396.37
1999-10-29,4625.48
1999-11-30,4909.384
1999-12-31,5499.45
2000-01-31,4767.785
2000-02-29,4339.186
2000-03-31,4345.172
2000-04-28,4607.067
2000-05-31,3746.649
2000-06-30,4252.918
2000-07-31,4255.148
2000-08-31,4401.264
2000-09-29,4028.49
2000-10-31,4025.275
2000-11-30,3950.957
2000-12-29,3974.864
2001-01-31,3986.821
2001-02-28,3893.704
2001-03-30,3237.268
2001-04-30,3275.035
2001-05-31,3139.067
2001-06-29,3191.635
2001-07-31,3152.509
2001-08-31,3184.335
2001-09-28,2533.637
2001-10-31,2555.938
2001-11-30,2750.587
2001-12-31,3044.022
2002-01-31,3415.419
2002-02-28,3284.205
2002-03-29,3450.118
2002-04-30,3350.307
2002-05-31,3287.211
2002-06-28,3081.875
2002-07-31,3019.358
2002-08-30,3012.779
2002-09-30,2669.93
2002-10-31,2926.564
2002-11-29,2772.057
2002-12-31,2707.759
2003-01-31,2589.298
2003-02-28,2563.826
2003-03-31,2526.22
2003-04-30,2548.795
2003-05-30,2780.085
2003-06-30,2941.176
2003-07-31,3158.393
2003-08-29,3279.689
2003-09-30,3384.944
2003-10-31,3585.033
2003-11-28,3557.498
2003-12-31,3725.839
2004-01-30,3913.47
2004-02-27,3958.372
2004-03-31,3939.927
2004-04-30,3875.488
2004-05-31,3801.261
2004-06-30,3853.361
2004-07-30,3958.67
2004-08-31,4049.919
2004-09-30,4255.396
2004-10-29,4286.236
2004-11-30,4414.849
2004-12-31,4555.498
2005-01-31,4636.159
2005-02-28,4671.554
2005-03-31,4644.062
2005-04-29,4659.313
2005-05-31,4696.581
2005-06-30,4787.902
2005-07-29,5157.779
2005-08-31,4948.71
2005-09-30,4997.13
2005-10-31,4800.817
2005-11-30,5007.754
2005-12-30,5210.7
2006-01-31,5503.886
2006-02-28,5655.396
2006-03-31,5787.891
2006-04-28,6162.591
2006-05-31,5663.417
2006-06-30,5802.356
2006-07-31,5814.931
2006-08-31,6016.261
2006-09-29,6200.73
2006-10-31,6716.025
2006-11-30,7195.39
2006-12-29,7645.709
2007-01-31,7945.638
2007-02-28,7992.455
2007-03-30,8435.304
2007-04-30,8798.837
2007-05-31,9232.146
2007-06-29,9323.043
2007-07-31,9416.809
2007-08-31,9090.685
2007-09-28,10157.955
2007-10-31,10619.634
2007-11-30,9805.96
2007-12-31,9815.251
2008-01-31,8583.907
2008-02-29,8928.703
2008-03-31,9086.191
2008-04-30,9673.853
2008-05-30,9741.232
2008-06-30,9007.626
2008-07-31,8951.004
2008-08-29,8239.862
2008-09-30,7009.434
2008-10-31,4977.215
2008-11-28,4841.69
2008-12-31,5168.874
2009-01-30,4880.846
2009-02-27,4337.579
2009-03-31,4702.209
2009-04-30,5525.347
2009-05-29,6898.762
2009-06-30,6865.31
2009-07-31,7935.454
2009-08-31,7745.643
2009-09-30,8194.25
2009-10-30,8131.1
2009-11-30,8527.403
2009-12-31,8993.976
2010-01-29,8454.671
2010-02-26,8522.097
2010-03-31,8880.742
2010-04-30,9394.116
2010-05-31,8560.441
2010-06-30,8882.455
2010-07-30,9587.557
2010-08-31,9518.653
2010-09-30,10289.523
2010-10-29,10632.656
2010-11-30,10457.852
2010-12-31,10987.353
2011-01-31,10964.965
2011-02-28,10415.557
2011-03-31,10918.569
2011-04-29,11536.344
2011-05-31,11317.503
2011-06-30,11140.877
2011-07-29,11672.273
2011-08-31,10572.403
2011-09-30,9112.685
2011-10-31,10076.353
2011-11-30,9260.704
2011-12-30,9019.728
2012-01-31,10327.806
2012-02-29,10823.653
2012-03-30,10759.291
2012-04-30,10856.564
2012-05-31,9748.654
2012-06-29,10352.914
2012-07-31,11165.383
2012-08-31,11118.698
2012-09-28,11450.551
2012-10-31,11278.228
2012-11-30,11470.689
2012-12-31,11814.69
2013-01-31,11985.833
2013-02-28,12003.152
2013-03-29,12171.507
2013-04-30,12589.325
2013-05-31,11963.469
2013-06-28,11401.064
2013-07-31,11824.746
2013-08-30,11179.088
2013-09-30,11932.196
2013-10-31,12359.247
2013-11-29,12174.633
2013-12-31,12018.269
2014-01-31,11231.741
2014-02-28,11612.471
2014-03-31,11910.68
2014-04-30,12383.179
2014-05-30,12617.61
2014-06-30,12591.054
2014-07-31,13119.538
2014-08-29,12971.208
2014-09-30,12441.611
2014-10-31,12300.24
2014-11-28,12455.361
2014-12-31,12385.555
2015-01-30,12126.96
2015-02-27,12125.919
2015-03-31,12150.63
2015-04-30,13005.886
2015-05-29,12308.284
2015-06-30,12144.71
2015-07-31,11569.504
2015-08-31,10230.889
2015-09-30,9779.781
2015-10-30,10706.789
2015-11-30,10128.622
2015-12-31,10196.219
2016-01-29,9277.92
2016-02-29,9593.507
2016-03-31,10711.877
2016-04-29,10769.96
2016-05-31,10300.22
2016-06-30,10749.917
2016-07-29,10774.986
2016-08-31,10561.554
2016-09-30,10735.5
2016-10-31,10302.023
2016-11-30,10528.173
2016-12-30,10345.838
2017-01-31,11209.711
2017-02-28,11485.432
2017-03-31,11740.237
2017-04-28,11775.649
2017-05-31,12218.215
2017-06-30,12358.793
2017-07-31,13008.805
2017-08-31,12917.972
2017-09-29,12744.595
2017-10-31,13384.213
2017-11-30,13905.604
2017-12-29,14031.66
2018-01-31,14931.186
2018-02-28,14635.26
2018-03-30,14419.486
2018-04-30,15321.646
2018-05-31,14413.106
2018-06-29,13339.889
2018-07-31,13568.479
2018-08-31,13341.253
2018-09-28,13631.379
2018-10-31,12460.504
2018-11-30,12830.482
2018-12-31,12716.656
2019-01-31,13452.152
2019-02-28,13422.136
2019-03-29,13508.397
2019-04-30,14360.473
2019-05-31,13101.518
2019-06-28,14449.221
2019-07-31,14312.724
2019-08-30,13450.85
2019-09-30,13615.036
2019-10-31,14354.328
2019-11-29,14172.322
2019-12-31,14629.982
2020-01-31,14122.412
2020-02-28,13119.96
2020-03-31,10506.419
2020-04-30,11385.976
2020-05-29,11026.817
2020-06-30,11509.561
2020-07-31,11528.659
2020-08-31,11754.255
2020-09-30,11395.655
2020-10-30,11089.272
2020-11-30,13195.062
2020-12-31,13546.806
2021-01-29,13677.148
2021-02-26,14040.878
2021-03-31,14750.222
2021-04-30,15221.748
2021-05-31,15212.498
2021-06-30,14821.906
2021-07-30,15021.641
2021-08-31,14843.39
2021-09-30,14822.101
2021-10-29,15446.632
2021-11-30,14284.309
2021-12-31,14322.159
2022-01-31,14169.668
2022-02-28,14003.511
2022-03-31,14076.995
2022-04-29,13027.656
2022-05-31,12665.211
2022-06-30,11718.712
2022-07-29,12417.568
2022-08-31,12196.364
2022-09-30,11545.423
2022-10-31,11542.332
2022-11-30,12866.846
2022-12-30,12753.381
2023-01-31,13707.995
2023-02-28,13003.574
2023-03-31,13654.943
2023-04-28,13562.221
2023-05-31,12679.808
2023-06-30,12896.469
2023-07-31,14099.638
2023-08-31,12906.709
2023-09-29,12857.357
2023-10-31,12261.872
2023-11-30,12531.747
2023-12-29,13433.33
2024-01-31,12843.225
2024-02-29,12956.646
2024-03-29,13453.275
2024-04-30,13990.26
2024-05-31,14526.013
2024-06-28,14649.436
2024-07-31,15086.28
2024-08-30,15913.65
2024-09-30,17228.815
2024-10-31,16655.482
2024-11-29,17982.75
2024-12-31,17774.994
2025-01-31,18584.513
2025-02-28,19101.256
2025-03-31,19467.502
2025-04-30,19690.6
2025-05-30,20960.396
