Date,WORLD LARGE VALUE Large Cap
2001-09-25,459.995
2001-09-26,460.505
2001-09-27,465.862
2001-09-28,475.987
2001-10-01,473.885
2001-10-02,479.132
2001-10-03,482.451
2001-10-04,486.587
2001-10-05,485.364
2001-10-08,482.877
2001-10-09,480.775
2001-10-10,487.707
2001-10-11,490.074
2001-10-12,488.361
2001-10-15,484.343
2001-10-16,488.216
2001-10-17,488.613
2001-10-18,481.681
2001-10-19,478.164
2001-10-22,482.248
2001-10-23,484.719
2001-10-24,484.747
2001-10-25,486.067
2001-10-26,490.274
2001-10-29,484.097
2001-10-30,476.334
2001-10-31,475.928
2001-11-01,482.526
2001-11-02,483.108
2001-11-05,487.776
2001-11-06,490.719
2001-11-07,490.867
2001-11-08,493.984
2001-11-09,493.064
2001-11-12,488.59
2001-11-13,494.355
2001-11-14,494.493
2001-11-15,494.032
2001-11-16,495.592
2001-11-19,499.87
2001-11-20,498.659
2001-11-21,496.1
2001-11-22,497.086
2001-11-23,499.19
2001-11-26,500.663
2001-11-27,497.0
2001-11-28,489.911
2001-11-29,492.683
2001-11-30,494.026
2001-12-03,489.546
2001-12-04,493.254
2001-12-05,502.483
2001-12-06,503.065
2001-12-07,499.174
2001-12-10,492.027
2001-12-11,489.981
2001-12-12,490.442
2001-12-13,484.449
2001-12-14,483.614
2001-12-17,488.849
2001-12-18,490.501
2001-12-19,492.379
2001-12-20,491.085
2001-12-21,491.923
2001-12-24,491.46
2001-12-25,491.405
2001-12-26,492.437
2001-12-27,498.409
2001-12-28,500.76
2001-12-31,499.431
2002-01-01,499.431
2002-01-02,500.438
2002-01-03,504.357
2002-01-04,507.818
2002-01-07,505.052
2002-01-08,500.71
2002-01-09,498.45
2002-01-10,497.531
2002-01-11,494.928
2002-01-14,490.93
2002-01-15,493.514
2002-01-16,487.406
2002-01-17,490.52
2002-01-18,489.538
2002-01-21,489.321
2002-01-22,486.827
2002-01-23,489.72
2002-01-24,491.527
2002-01-25,490.269
2002-01-28,492.094
2002-01-29,480.951
2002-01-30,481.223
2002-01-31,487.578
2002-02-01,485.68
2002-02-04,478.149
2002-02-05,473.223
2002-02-06,469.33
2002-02-07,471.77
2002-02-08,476.679
2002-02-11,482.289
2002-02-12,482.007
2002-02-13,485.206
2002-02-14,487.131
2002-02-15,484.076
2002-02-18,482.949
2002-02-19,474.421
2002-02-20,476.406
2002-02-21,476.466
2002-02-22,479.173
2002-02-25,485.263
2002-02-26,485.799
2002-02-27,488.539
2002-02-28,489.293
2002-03-01,497.557
2002-03-04,509.585
2002-03-05,506.509
2002-03-06,512.901
2002-03-07,515.662
2002-03-08,515.58
2002-03-11,517.579
2002-03-12,515.025
2002-03-13,512.42
2002-03-14,513.876
2002-03-15,519.378
2002-03-18,518.062
2002-03-19,521.861
2002-03-20,517.203
2002-03-21,516.114
2002-03-22,513.82
2002-03-25,508.587
2002-03-26,510.598
2002-03-27,512.736
2002-03-28,515.111
2002-03-29,513.895
2002-04-01,513.871
2002-04-02,513.569
2002-04-03,511.49
2002-04-04,510.413
2002-04-05,509.844
2002-04-08,507.89
2002-04-09,506.744
2002-04-10,512.251
2002-04-11,504.205
2002-04-12,505.039
2002-04-15,504.984
2002-04-16,515.062
2002-04-17,516.426
2002-04-18,516.738
2002-04-19,517.651
2002-04-22,513.366
2002-04-23,511.882
2002-04-24,509.723
2002-04-25,508.617
2002-04-26,505.083
2002-04-29,501.895
2002-04-30,506.124
2002-05-01,510.151
2002-05-02,511.12
2002-05-03,511.433
2002-05-06,505.723
2002-05-07,502.136
2002-05-08,511.604
2002-05-09,508.693
2002-05-10,505.108
2002-05-13,510.941
2002-05-14,514.798
2002-05-15,515.925
2002-05-16,518.098
2002-05-17,521.297
2002-05-20,517.615
2002-05-21,516.047
2002-05-22,517.912
2002-05-23,520.31
2002-05-24,518.438
2002-05-27,517.87
2002-05-28,515.709
2002-05-29,514.467
2002-05-30,512.566
2002-05-31,514.438
2002-06-03,506.768
2002-06-04,503.404
2002-06-05,502.395
2002-06-06,496.383
2002-06-07,495.28
2002-06-10,495.021
2002-06-11,491.28
2002-06-12,491.199
2002-06-13,486.074
2002-06-14,480.865
2002-06-17,491.157
2002-06-18,493.183
2002-06-19,485.744
2002-06-20,481.039
2002-06-21,477.357
2002-06-24,475.153
2002-06-25,473.621
2002-06-26,470.445
2002-06-27,475.594
2002-06-28,483.922
2002-07-01,479.79
2002-07-02,470.507
2002-07-03,466.843
2002-07-04,468.723
2002-07-05,482.643
2002-07-08,482.263
2002-07-09,475.736
2002-07-10,461.457
2002-07-11,456.116
2002-07-12,453.215
2002-07-15,445.344
2002-07-16,440.844
2002-07-17,446.023
2002-07-18,441.957
2002-07-19,426.788
2002-07-22,409.275
2002-07-23,398.316
2002-07-24,408.767
2002-07-25,414.274
2002-07-26,417.705
2002-07-29,437.159
2002-07-30,440.312
2002-07-31,445.436
2002-08-01,431.849
2002-08-02,426.541
2002-08-05,414.692
2002-08-06,422.414
2002-08-07,428.138
2002-08-08,441.529
2002-08-09,447.067
2002-08-12,443.087
2002-08-13,438.832
2002-08-14,446.193
2002-08-15,452.003
2002-08-16,451.518
2002-08-19,460.092
2002-08-20,454.063
2002-08-21,459.527
2002-08-22,464.817
2002-08-23,456.728
2002-08-26,459.577
2002-08-27,461.889
2002-08-28,451.309
2002-08-29,448.49
2002-08-30,449.568
2002-09-02,447.541
2002-09-03,430.652
2002-09-04,433.023
2002-09-05,429.516
2002-09-06,435.644
2002-09-09,436.609
2002-09-10,440.2
2002-09-11,442.617
2002-09-12,432.614
2002-09-13,429.597
2002-09-16,429.354
2002-09-17,423.51
2002-09-18,418.106
2002-09-19,409.946
2002-09-20,408.982
2002-09-23,402.968
2002-09-24,395.388
2002-09-25,400.57
2002-09-26,412.259
2002-09-27,404.631
2002-09-30,396.964
2002-10-01,407.475
2002-10-02,403.374
2002-10-03,398.358
2002-10-04,389.443
2002-10-07,382.465
2002-10-08,382.171
2002-10-09,375.309
2002-10-10,385.939
2002-10-11,400.985
2002-10-14,401.248
2002-10-15,420.664
2002-10-16,415.733
2002-10-17,423.804
2002-10-18,424.14
2002-10-21,429.022
2002-10-22,424.691
2002-10-23,422.484
2002-10-24,422.096
2002-10-25,425.04
2002-10-28,426.559
2002-10-29,417.539
2002-10-30,424.312
2002-10-31,424.802
2002-11-01,429.285
2002-11-04,434.954
2002-11-05,439.952
2002-11-06,439.535
2002-11-07,431.945
2002-11-08,430.026
2002-11-11,422.969
2002-11-12,424.294
2002-11-13,421.105
2002-11-14,427.463
2002-11-15,432.374
2002-11-18,431.321
2002-11-19,431.192
2002-11-20,434.369
2002-11-21,444.43
2002-11-22,444.166
2002-11-25,444.06
2002-11-26,435.49
2002-11-27,445.319
2002-11-28,448.07
2002-11-29,447.372
2002-12-02,446.174
2002-12-03,439.943
2002-12-04,437.493
2002-12-05,432.831
2002-12-06,435.827
2002-12-09,427.258
2002-12-10,431.41
2002-12-11,432.789
2002-12-12,430.651
2002-12-13,427.323
2002-12-16,437.718
2002-12-17,435.267
2002-12-18,428.48
2002-12-19,426.481
2002-12-20,432.062
2002-12-23,432.733
2002-12-24,431.81
2002-12-25,431.672
2002-12-26,432.339
2002-12-27,424.69
2002-12-30,427.688
2002-12-31,429.112
2003-01-01,429.112
2003-01-02,440.299
2003-01-03,441.185
2003-01-06,451.588
2003-01-07,446.19
2003-01-08,439.422
2003-01-09,445.895
2003-01-10,446.723
2003-01-13,447.155
2003-01-14,449.737
2003-01-15,444.747
2003-01-16,443.953
2003-01-17,439.466
2003-01-20,437.11
2003-01-21,430.491
2003-01-22,424.677
2003-01-23,426.285
2003-01-24,418.175
2003-01-27,409.488
2003-01-28,412.869
2003-01-29,415.066
2003-01-30,411.105
2003-01-31,415.16
2003-02-03,420.173
2003-02-04,414.484
2003-02-05,415.137
2003-02-06,410.035
2003-02-07,406.574
2003-02-10,406.646
2003-02-11,405.977
2003-02-12,401.494
2003-02-13,401.78
2003-02-14,408.158
2003-02-17,410.182
2003-02-18,415.101
2003-02-19,411.404
2003-02-20,408.257
2003-02-21,412.011
2003-02-24,405.747
2003-02-25,403.419
2003-02-26,399.902
2003-02-27,403.898
2003-02-28,406.363
2003-03-03,406.824
2003-03-04,401.474
2003-03-05,403.757
2003-03-06,398.805
2003-03-07,398.557
2003-03-10,388.7
2003-03-11,385.801
2003-03-12,381.506
2003-03-13,393.298
2003-03-14,398.232
2003-03-17,408.282
2003-03-18,408.795
2003-03-19,413.104
2003-03-20,413.605
2003-03-21,422.235
2003-03-24,410.832
2003-03-25,414.486
2003-03-26,414.053
2003-03-27,411.806
2003-03-28,410.169
2003-03-31,401.626
2003-04-01,407.629
2003-04-02,415.952
2003-04-03,414.439
2003-04-04,416.919
2003-04-07,421.244
2003-04-08,419.28
2003-04-09,415.607
2003-04-10,416.604
2003-04-11,415.458
2003-04-14,421.728
2003-04-15,426.456
2003-04-16,421.741
2003-04-17,426.679
2003-04-18,426.724
2003-04-21,425.476
2003-04-22,433.916
2003-04-23,439.302
2003-04-24,435.689
2003-04-25,429.359
2003-04-28,436.583
2003-04-29,437.006
2003-04-30,440.336
2003-05-01,440.571
2003-05-02,445.306
2003-05-05,444.659
2003-05-06,449.951
2003-05-07,448.088
2003-05-08,442.853
2003-05-09,447.728
2003-05-12,452.48
2003-05-13,451.854
2003-05-14,452.012
2003-05-15,454.861
2003-05-16,455.555
2003-05-19,446.459
2003-05-20,446.824
2003-05-21,448.236
2003-05-22,452.507
2003-05-23,455.173
2003-05-26,455.643
2003-05-27,460.838
2003-05-28,462.155
2003-05-29,462.408
2003-05-30,466.119
2003-06-02,471.611
2003-06-03,471.833
2003-06-04,477.616
2003-06-05,480.644
2003-06-06,482.098
2003-06-09,477.202
2003-06-10,479.874
2003-06-11,487.521
2003-06-12,489.509
2003-06-13,485.883
2003-06-16,494.141
2003-06-17,495.443
2003-06-18,494.112
2003-06-19,486.701
2003-06-20,488.414
2003-06-23,482.137
2003-06-24,481.314
2003-06-25,479.808
2003-06-26,480.411
2003-06-27,477.869
2003-06-30,475.993
2003-07-01,477.845
2003-07-02,483.445
2003-07-03,482.982
2003-07-04,481.931
2003-07-07,488.877
2003-07-08,488.372
2003-07-09,486.024
2003-07-10,480.026
2003-07-11,482.925
2003-07-14,486.947
2003-07-15,483.367
2003-07-16,479.082
2003-07-17,474.165
2003-07-18,479.245
2003-07-21,474.719
2003-07-22,478.129
2003-07-23,478.281
2003-07-24,479.727
2003-07-25,484.644
2003-07-28,485.909
2003-07-29,482.634
2003-07-30,480.068
2003-07-31,481.279
2003-08-01,476.781
2003-08-04,477.289
2003-08-05,473.568
2003-08-06,473.365
2003-08-07,476.479
2003-08-08,478.601
2003-08-11,480.974
2003-08-12,484.317
2003-08-13,483.483
2003-08-14,488.233
2003-08-15,488.434
2003-08-18,491.293
2003-08-19,491.164
2003-08-20,491.292
2003-08-21,491.824
2003-08-22,486.336
2003-08-25,485.454
2003-08-26,484.319
2003-08-27,485.184
2003-08-28,487.175
2003-08-29,488.677
2003-09-01,491.121
2003-09-02,495.089
2003-09-03,498.897
2003-09-04,499.399
2003-09-05,498.105
2003-09-08,502.526
2003-09-09,500.3
2003-09-10,495.928
2003-09-11,496.323
2003-09-12,498.286
2003-09-15,497.325
2003-09-16,502.643
2003-09-17,503.669
2003-09-18,510.062
2003-09-19,508.701
2003-09-22,503.836
2003-09-23,504.036
2003-09-24,499.793
2003-09-25,496.821
2003-09-26,493.308
2003-09-29,494.889
2003-09-30,491.554
2003-10-01,502.621
2003-10-02,505.019
2003-10-03,509.756
2003-10-06,511.557
2003-10-07,513.945
2003-10-08,511.33
2003-10-09,515.022
2003-10-10,516.094
2003-10-13,519.003
2003-10-14,520.296
2003-10-15,519.724
2003-10-16,521.247
2003-10-17,517.524
2003-10-20,518.989
2003-10-21,518.679
2003-10-22,512.463
2003-10-23,509.754
2003-10-24,509.747
2003-10-27,510.953
2003-10-28,515.753
2003-10-29,518.054
2003-10-30,518.418
2003-10-31,517.788
2003-11-03,520.036
2003-11-04,520.734
2003-11-05,518.566
2003-11-06,518.165
2003-11-07,520.256
2003-11-10,518.576
2003-11-11,516.24
2003-11-12,520.814
2003-11-13,522.839
2003-11-14,521.689
2003-11-17,515.688
2003-11-18,515.102
2003-11-19,515.739
2003-11-20,514.363
2003-11-21,515.263
2003-11-24,519.269
2003-11-25,521.46
2003-11-26,524.817
2003-11-27,525.617
2003-11-28,525.452
2003-12-01,531.907
2003-12-02,533.367
2003-12-03,535.224
2003-12-04,536.224
2003-12-05,534.732
2003-12-08,537.377
2003-12-09,537.55
2003-12-10,535.819
2003-12-11,539.341
2003-12-12,542.811
2003-12-15,543.605
2003-12-16,545.468
2003-12-17,546.562
2003-12-18,551.597
2003-12-19,553.73
2003-12-22,556.438
2003-12-23,557.883
2003-12-24,557.958
2003-12-25,557.916
2003-12-26,558.505
2003-12-29,563.977
2003-12-30,566.199
2003-12-31,568.84
2004-01-01,568.84
2004-01-02,570.364
2004-01-05,577.67
2004-01-06,578.265
2004-01-07,575.802
2004-01-08,578.948
2004-01-09,575.601
2004-01-12,576.352
2004-01-13,574.623
2004-01-14,577.322
2004-01-15,576.902
2004-01-16,577.903
2004-01-19,578.315
2004-01-20,580.606
2004-01-21,586.211
2004-01-22,586.404
2004-01-23,584.395
2004-01-26,585.615
2004-01-27,583.699
2004-01-28,580.397
2004-01-29,576.552
2004-01-30,574.294
2004-02-02,576.177
2004-02-03,576.211
2004-02-04,571.728
2004-02-05,573.543
2004-02-06,578.908
2004-02-09,580.188
2004-02-10,581.676
2004-02-11,586.789
2004-02-12,587.335
2004-02-13,585.527
2004-02-16,586.484
2004-02-17,591.886
2004-02-18,589.739
2004-02-19,589.389
2004-02-20,584.768
2004-02-23,586.536
2004-02-24,584.332
2004-02-25,584.068
2004-02-26,583.385
2004-02-27,584.882
2004-03-01,591.121
2004-03-02,588.297
2004-03-03,586.078
2004-03-04,588.474
2004-03-05,593.205
2004-03-08,590.407
2004-03-09,588.302
2004-03-10,579.805
2004-03-11,569.569
2004-03-12,571.44
2004-03-15,565.423
2004-03-16,570.885
2004-03-17,576.682
2004-03-18,577.528
2004-03-19,573.484
2004-03-22,565.486
2004-03-23,564.906
2004-03-24,562.519
2004-03-25,568.883
2004-03-26,569.783
2004-03-29,576.706
2004-03-30,578.917
2004-03-31,580.303
2004-04-01,585.039
2004-04-02,586.442
2004-04-05,588.973
2004-04-06,590.229
2004-04-07,588.915
2004-04-08,588.327
2004-04-09,587.678
2004-04-12,589.751
2004-04-13,583.552
2004-04-14,578.195
2004-04-15,577.421
2004-04-16,583.119
2004-04-19,581.898
2004-04-20,578.115
2004-04-21,576.282
2004-04-22,581.469
2004-04-23,581.304
2004-04-26,581.89
2004-04-27,582.747
2004-04-28,575.415
2004-04-29,572.934
2004-04-30,570.307
2004-05-03,574.324
2004-05-04,578.466
2004-05-05,580.519
2004-05-06,574.138
2004-05-07,563.484
2004-05-10,550.565
2004-05-11,554.035
2004-05-12,557.223
2004-05-13,555.994
2004-05-14,556.03
2004-05-17,550.749
2004-05-18,553.742
2004-05-19,559.357
2004-05-20,556.564
2004-05-21,561.054
2004-05-24,562.139
2004-05-25,567.864
2004-05-26,570.314
2004-05-27,575.553
2004-05-28,573.999
2004-05-31,574.691
2004-06-01,574.366
2004-06-02,577.009
2004-06-03,573.922
2004-06-04,576.775
2004-06-07,586.583
2004-06-08,586.646
2004-06-09,580.86
2004-06-10,584.302
2004-06-11,582.145
2004-06-14,576.957
2004-06-15,580.511
2004-06-16,583.58
2004-06-17,584.703
2004-06-18,587.342
2004-06-21,586.469
2004-06-22,584.903
2004-06-23,588.489
2004-06-24,591.85
2004-06-25,587.7
2004-06-28,590.636
2004-06-29,588.906
2004-06-30,589.189
2004-07-01,586.591
2004-07-02,585.85
2004-07-05,584.723
2004-07-06,582.498
2004-07-07,584.031
2004-07-08,583.014
2004-07-09,585.402
2004-07-12,586.752
2004-07-13,585.961
2004-07-14,585.104
2004-07-15,580.898
2004-07-16,582.56
2004-07-19,582.487
2004-07-20,582.513
2004-07-21,578.06
2004-07-22,576.219
2004-07-23,572.039
2004-07-26,570.69
2004-07-27,572.984
2004-07-28,575.055
2004-07-29,579.393
2004-07-30,580.419
2004-08-02,581.983
2004-08-03,582.269
2004-08-04,579.484
2004-08-05,574.668
2004-08-06,570.147
2004-08-09,569.192
2004-08-10,574.406
2004-08-11,572.665
2004-08-12,568.554
2004-08-13,569.257
2004-08-16,574.814
2004-08-17,575.002
2004-08-18,578.671
2004-08-19,579.858
2004-08-20,582.024
2004-08-23,580.95
2004-08-24,580.321
2004-08-25,583.456
2004-08-26,585.353
2004-08-27,587.323
2004-08-30,584.803
2004-08-31,586.818
2004-09-01,589.32
2004-09-02,593.322
2004-09-03,591.779
2004-09-06,593.638
2004-09-07,597.04
2004-09-08,596.127
2004-09-09,595.281
2004-09-10,598.535
2004-09-13,599.391
2004-09-14,600.708
2004-09-15,595.392
2004-09-16,597.996
2004-09-17,600.743
2004-09-20,598.055
2004-09-21,603.527
2004-09-22,597.238
2004-09-23,594.249
2004-09-24,594.827
2004-09-27,591.82
2004-09-28,595.28
2004-09-29,596.247
2004-09-30,596.541
2004-10-01,605.27
2004-10-04,606.705
2004-10-05,608.243
2004-10-06,611.577
2004-10-07,608.72
2004-10-08,609.201
2004-10-11,609.647
2004-10-12,605.503
2004-10-13,601.435
2004-10-14,599.056
2004-10-15,601.461
2004-10-18,601.468
2004-10-19,599.318
2004-10-20,597.741
2004-10-21,598.907
2004-10-22,597.434
2004-10-25,595.811
2004-10-26,601.531
2004-10-27,607.197
2004-10-28,610.176
2004-10-29,610.388
2004-11-01,612.649
2004-11-02,613.467
2004-11-03,619.78
2004-11-04,627.595
2004-11-05,630.431
2004-11-08,630.147
2004-11-09,628.957
2004-11-10,629.149
2004-11-11,633.415
2004-11-12,639.013
2004-11-15,638.629
2004-11-16,635.782
2004-11-17,640.615
2004-11-18,639.54
2004-11-19,637.177
2004-11-22,636.824
2004-11-23,638.028
2004-11-24,640.277
2004-11-25,643.778
2004-11-26,644.135
2004-11-29,643.258
2004-11-30,641.409
2004-12-01,648.215
2004-12-02,647.67
2004-12-03,648.853
2004-12-06,647.879
2004-12-07,644.19
2004-12-08,641.699
2004-12-09,640.676
2004-12-10,640.811
2004-12-13,648.209
2004-12-14,649.529
2004-12-15,654.418
2004-12-16,651.945
2004-12-17,646.605
2004-12-20,651.013
2004-12-21,653.195
2004-12-22,657.03
2004-12-23,659.648
2004-12-24,661.541
2004-12-27,661.033
2004-12-28,663.08
2004-12-29,661.786
2004-12-30,663.713
2004-12-31,663.135
2005-01-03,658.631
2005-01-04,652.986
2005-01-05,649.809
2005-01-06,650.728
2005-01-07,648.572
2005-01-10,650.718
2005-01-11,648.53
2005-01-12,650.654
2005-01-13,646.717
2005-01-14,647.621
2005-01-17,648.361
2005-01-18,651.355
2005-01-19,648.207
2005-01-20,643.009
2005-01-21,641.698
2005-01-24,643.304
2005-01-25,643.562
2005-01-26,648.123
2005-01-27,647.912
2005-01-28,644.757
2005-01-31,650.219
2005-02-01,654.489
2005-02-02,657.135
2005-02-03,654.262
2005-02-04,661.14
2005-02-07,660.713
2005-02-08,659.773
2005-02-09,657.88
2005-02-10,662.592
2005-02-11,666.425
2005-02-14,669.708
2005-02-15,671.409
2005-02-16,670.315
2005-02-17,669.413
2005-02-18,671.184
2005-02-21,670.909
2005-02-22,666.814
2005-02-23,666.37
2005-02-24,669.234
2005-02-25,676.785
2005-02-28,676.467
2005-03-01,677.257
2005-03-02,676.907
2005-03-03,677.354
2005-03-04,686.205
2005-03-07,685.011
2005-03-08,685.895
2005-03-09,680.632
2005-03-10,679.159
2005-03-11,678.79
2005-03-14,678.969
2005-03-15,677.559
2005-03-16,674.011
2005-03-17,673.079
2005-03-18,673.072
2005-03-21,668.155
2005-03-22,664.396
2005-03-23,658.298
2005-03-24,657.385
2005-03-25,657.744
2005-03-28,657.663
2005-03-29,655.219
2005-03-30,659.858
2005-03-31,662.172
2005-04-01,660.771
2005-04-04,657.406
2005-04-05,660.827
2005-04-06,663.88
2005-04-07,667.819
2005-04-08,663.996
2005-04-11,665.543
2005-04-12,664.968
2005-04-13,662.478
2005-04-14,656.073
2005-04-15,648.084
2005-04-18,644.831
2005-04-19,649.665
2005-04-20,644.112
2005-04-21,649.7
2005-04-22,651.405
2005-04-25,654.326
2005-04-26,650.232
2005-04-27,649.194
2005-04-28,644.323
2005-04-29,650.385
2005-05-02,651.257
2005-05-03,651.813
2005-05-04,659.233
2005-05-05,659.658
2005-05-06,658.919
2005-05-09,659.506
2005-05-10,654.577
2005-05-11,653.701
2005-05-12,648.08
2005-05-13,643.232
2005-05-16,644.249
2005-05-17,646.867
2005-05-18,653.454
2005-05-19,657.534
2005-05-20,655.032
2005-05-23,659.119
2005-05-24,659.254
2005-05-25,657.725
2005-05-26,659.426
2005-05-27,660.759
2005-05-30,661.631
2005-05-31,656.163
2005-06-01,661.442
2005-06-02,661.722
2005-06-03,659.387
2005-06-06,659.801
2005-06-07,661.978
2005-06-08,662.667
2005-06-09,661.162
2005-06-10,661.702
2005-06-13,661.028
2005-06-14,662.701
2005-06-15,665.021
2005-06-16,668.06
2005-06-17,674.405
2005-06-20,671.91
2005-06-21,671.872
2005-06-22,672.953
2005-06-23,668.802
2005-06-24,665.074
2005-06-27,663.843
2005-06-28,666.852
2005-06-29,667.109
2005-06-30,663.943
2005-07-01,664.03
2005-07-04,663.878
2005-07-05,666.27
2005-07-06,664.408
2005-07-07,661.263
2005-07-08,667.382
2005-07-11,673.671
2005-07-12,676.578
2005-07-13,676.097
2005-07-14,678.647
2005-07-15,677.545
2005-07-18,674.476
2005-07-19,674.789
2005-07-20,675.976
2005-07-21,677.467
2005-07-22,679.919
2005-07-25,678.453
2005-07-26,677.767
2005-07-27,680.59
2005-07-28,683.967
2005-07-29,681.77
2005-08-01,683.377
2005-08-02,688.013
2005-08-03,689.597
2005-08-04,685.403
2005-08-05,679.227
2005-08-08,680.895
2005-08-09,684.871
2005-08-10,690.648
2005-08-11,695.62
2005-08-12,693.56
2005-08-15,693.12
2005-08-16,688.282
2005-08-17,686.817
2005-08-18,682.456
2005-08-19,684.541
2005-08-22,688.871
2005-08-23,685.549
2005-08-24,683.076
2005-08-25,682.887
2005-08-26,679.844
2005-08-29,679.958
2005-08-30,678.337
2005-08-31,686.361
2005-09-01,693.18
2005-09-02,693.513
2005-09-05,695.641
2005-09-06,700.662
2005-09-07,701.41
2005-09-08,699.016
2005-09-09,704.847
2005-09-12,702.309
2005-09-13,697.747
2005-09-14,699.494
2005-09-15,699.025
2005-09-16,704.346
2005-09-19,702.063
2005-09-20,702.106
2005-09-21,698.025
2005-09-22,696.195
2005-09-23,695.01
2005-09-26,699.924
2005-09-27,698.233
2005-09-28,702.549
2005-09-29,707.311
2005-09-30,706.146
2005-10-03,703.9
2005-10-04,700.341
2005-10-05,691.746
2005-10-06,688.798
2005-10-07,689.258
2005-10-10,685.215
2005-10-11,686.265
2005-10-12,682.922
2005-10-13,677.375
2005-10-14,683.259
2005-10-17,683.362
2005-10-18,675.552
2005-10-19,677.491
2005-10-20,671.083
2005-10-21,671.421
2005-10-24,679.223
2005-10-25,682.288
2005-10-26,682.01
2005-10-27,678.975
2005-10-28,683.44
2005-10-31,688.679
2005-11-01,689.262
2005-11-02,694.999
2005-11-03,698.82
2005-11-04,694.567
2005-11-07,695.754
2005-11-08,695.367
2005-11-09,695.166
