Date,ISRAEL IMI IMI (Large+Mid+Small Cap)
2001-01-01,697.831
2001-01-02,645.345
2001-01-03,681.516
2001-01-04,681.229
2001-01-05,650.52
2001-01-08,624.723
2001-01-09,634.045
2001-01-10,644.563
2001-01-11,655.506
2001-01-12,656.565
2001-01-15,662.969
2001-01-16,659.089
2001-01-17,675.712
2001-01-18,688.421
2001-01-19,702.963
2001-01-22,682.38
2001-01-23,683.721
2001-01-24,680.036
2001-01-25,679.268
2001-01-26,694.3
2001-01-29,695.131
2001-01-30,693.455
2001-01-31,681.81
2001-02-01,685.958
2001-02-02,664.422
2001-02-05,675.171
2001-02-06,676.779
2001-02-07,666.887
2001-02-08,664.866
2001-02-09,652.355
2001-02-12,660.586
2001-02-13,658.41
2001-02-14,669.485
2001-02-15,680.833
2001-02-16,668.917
2001-02-19,660.677
2001-02-20,658.914
2001-02-21,643.035
2001-02-22,617.98
2001-02-23,628.466
2001-02-26,641.148
2001-02-27,628.098
2001-02-28,607.419
2001-03-01,615.667
2001-03-02,602.57
2001-03-05,588.463
2001-03-06,603.492
2001-03-07,606.469
2001-03-08,592.606
2001-03-09,591.836
2001-03-12,569.097
2001-03-13,575.207
2001-03-14,557.059
2001-03-15,546.462
2001-03-16,533.905
2001-03-19,530.295
2001-03-20,515.664
2001-03-21,511.48
2001-03-22,507.472
2001-03-23,510.987
2001-03-26,521.471
2001-03-27,521.807
2001-03-28,509.073
2001-03-29,487.037
2001-03-30,493.493
2001-04-02,484.911
2001-04-03,464.716
2001-04-04,469.125
2001-04-05,495.374
2001-04-06,491.212
2001-04-09,499.268
2001-04-10,524.021
2001-04-11,536.173
2001-04-12,539.301
2001-04-13,539.45
2001-04-16,535.877
2001-04-17,533.057
2001-04-18,559.928
2001-04-19,579.367
2001-04-20,569.888
2001-04-23,568.678
2001-04-24,549.113
2001-04-25,553.894
2001-04-26,546.641
2001-04-27,551.801
2001-04-30,562.677
2001-05-01,567.828
2001-05-02,583.99
2001-05-03,573.103
2001-05-04,572.128
2001-05-07,568.554
2001-05-08,575.086
2001-05-09,559.891
2001-05-10,558.456
2001-05-11,550.814
2001-05-14,540.599
2001-05-15,541.864
2001-05-16,537.32
2001-05-17,551.894
2001-05-18,550.799
2001-05-21,564.878
2001-05-22,572.083
2001-05-23,564.75
2001-05-24,570.109
2001-05-25,567.044
2001-05-28,566.347
2001-05-29,561.21
2001-05-30,544.367
2001-05-31,541.285
2001-06-01,543.564
2001-06-04,529.701
2001-06-05,531.27
2001-06-06,538.046
2001-06-07,541.909
2001-06-08,539.265
2001-06-11,525.739
2001-06-12,517.429
2001-06-13,519.062
2001-06-14,517.973
2001-06-15,518.08
2001-06-18,511.886
2001-06-19,515.821
2001-06-20,517.241
2001-06-21,515.027
2001-06-22,514.932
2001-06-25,516.208
2001-06-26,520.334
2001-06-27,529.72
2001-06-28,529.716
2001-06-29,531.73
2001-07-02,538.322
2001-07-03,522.603
2001-07-04,522.733
2001-07-05,520.538
2001-07-06,516.343
2001-07-09,514.382
2001-07-10,516.113
2001-07-11,505.752
2001-07-12,524.598
2001-07-13,520.048
2001-07-16,519.198
2001-07-17,523.191
2001-07-18,511.574
2001-07-19,517.616
2001-07-20,508.829
2001-07-23,513.628
2001-07-24,513.471
2001-07-25,518.056
2001-07-26,530.7
2001-07-27,535.438
2001-07-30,534.132
2001-07-31,534.3
2001-08-01,541.293
2001-08-02,542.146
2001-08-03,538.109
2001-08-06,538.079
2001-08-07,532.594
2001-08-08,530.751
2001-08-09,526.325
2001-08-10,524.052
2001-08-13,529.596
2001-08-14,525.73
2001-08-15,518.447
2001-08-16,516.815
2001-08-17,512.185
2001-08-20,508.054
2001-08-21,508.456
2001-08-22,509.949
2001-08-23,504.065
2001-08-24,508.462
2001-08-27,509.436
2001-08-28,501.306
2001-08-29,496.414
2001-08-30,489.297
2001-08-31,489.53
2001-09-03,484.104
2001-09-04,477.361
2001-09-05,475.961
2001-09-06,472.371
2001-09-07,473.315
2001-09-10,468.942
2001-09-11,453.968
2001-09-12,448.438
2001-09-13,453.15
2001-09-14,453.024
2001-09-17,442.39
2001-09-18,438.837
2001-09-19,435.071
2001-09-20,412.207
2001-09-21,405.875
2001-09-24,409.875
2001-09-25,404.543
2001-09-26,399.681
2001-09-27,397.507
2001-09-28,401.166
2001-10-01,400.522
2001-10-02,404.262
2001-10-03,408.994
2001-10-04,413.558
2001-10-05,413.647
2001-10-08,419.157
2001-10-09,416.019
2001-10-10,426.497
2001-10-11,442.012
2001-10-12,441.228
2001-10-15,433.033
2001-10-16,446.512
2001-10-17,436.685
2001-10-18,438.997
2001-10-19,435.531
2001-10-22,441.311
2001-10-23,441.033
2001-10-24,441.736
2001-10-25,441.112
2001-10-26,440.135
2001-10-29,437.372
2001-10-30,430.047
2001-10-31,430.705
2001-11-01,431.374
2001-11-02,431.542
2001-11-05,446.434
2001-11-06,447.603
2001-11-07,446.701
2001-11-08,450.182
2001-11-09,455.089
2001-11-12,457.453
2001-11-13,472.963
2001-11-14,470.288
2001-11-15,468.391
2001-11-16,466.295
2001-11-19,476.716
2001-11-20,467.463
2001-11-21,468.366
2001-11-22,472.084
2001-11-23,471.859
2001-11-26,478.563
2001-11-27,478.956
2001-11-28,474.935
2001-11-29,480.848
2001-11-30,476.902
2001-12-03,463.646
2001-12-04,468.76
2001-12-05,479.811
2001-12-06,483.934
2001-12-07,481.578
2001-12-10,484.337
2001-12-11,488.769
2001-12-12,492.77
2001-12-13,483.695
2001-12-14,479.381
2001-12-17,488.746
2001-12-18,489.795
2001-12-19,484.205
2001-12-20,475.642
2001-12-21,474.012
2001-12-24,492.874
2001-12-25,500.34
2001-12-26,506.429
2001-12-27,511.445
2001-12-28,512.088
2001-12-31,513.331
2002-01-01,516.808
2002-01-02,526.715
2002-01-03,531.6
2002-01-04,535.621
2002-01-07,538.505
2002-01-08,534.804
2002-01-09,533.821
2002-01-10,525.451
2002-01-11,524.799
2002-01-14,522.057
2002-01-15,505.459
2002-01-16,492.752
2002-01-17,494.07
2002-01-18,496.011
2002-01-21,487.365
2002-01-22,484.709
2002-01-23,476.706
2002-01-24,484.925
2002-01-25,481.046
2002-01-28,472.686
2002-01-29,470.482
2002-01-30,466.249
2002-01-31,479.777
2002-02-01,478.936
2002-02-04,477.496
2002-02-05,467.99
2002-02-06,466.274
2002-02-07,457.963
2002-02-08,461.09
2002-02-11,442.356
2002-02-12,443.993
2002-02-13,451.865
2002-02-14,449.886
2002-02-15,448.935
2002-02-18,436.484
2002-02-19,424.655
2002-02-20,426.602
2002-02-21,423.224
2002-02-22,424.642
2002-02-25,431.821
2002-02-26,435.422
2002-02-27,441.104
2002-02-28,431.891
2002-03-01,434.044
2002-03-04,442.896
2002-03-05,436.378
2002-03-06,429.522
2002-03-07,434.206
2002-03-08,437.068
2002-03-11,445.945
2002-03-12,435.81
2002-03-13,432.283
2002-03-14,436.41
2002-03-15,433.666
2002-03-18,450.889
2002-03-19,449.623
2002-03-20,442.199
2002-03-21,443.5
2002-03-22,441.056
2002-03-25,437.901
2002-03-26,431.496
2002-03-27,429.802
2002-03-28,427.002
2002-03-29,426.731
2002-04-01,400.614
2002-04-02,397.986
2002-04-03,396.664
2002-04-04,384.941
2002-04-05,386.223
2002-04-08,387.18
2002-04-09,381.465
2002-04-10,385.745
2002-04-11,385.07
2002-04-12,383.616
2002-04-15,382.787
2002-04-16,383.575
2002-04-17,382.144
2002-04-18,386.744
2002-04-19,386.378
2002-04-22,387.429
2002-04-23,380.312
2002-04-24,368.56
2002-04-25,366.125
2002-04-26,363.223
2002-04-29,358.0
2002-04-30,357.581
2002-05-01,361.082
2002-05-02,367.542
2002-05-03,367.434
2002-05-06,365.266
2002-05-07,367.513
2002-05-08,369.557
2002-05-09,361.604
2002-05-10,360.083
2002-05-13,365.054
2002-05-14,377.173
2002-05-15,377.053
2002-05-16,378.201
2002-05-17,379.362
2002-05-20,378.997
2002-05-21,379.204
2002-05-22,376.603
2002-05-23,375.568
2002-05-24,375.193
2002-05-27,375.648
2002-05-28,371.481
2002-05-29,367.041
2002-05-30,367.642
2002-05-31,368.144
2002-06-03,369.09
2002-06-04,372.308
2002-06-05,368.7
2002-06-06,364.53
2002-06-07,362.746
2002-06-10,358.405
2002-06-11,351.75
2002-06-12,347.868
2002-06-13,350.085
2002-06-14,349.582
2002-06-17,354.341
2002-06-18,354.915
2002-06-19,349.405
2002-06-20,340.582
2002-06-21,339.251
2002-06-24,333.094
2002-06-25,338.185
2002-06-26,334.82
2002-06-27,346.48
2002-06-28,350.948
2002-07-01,345.845
2002-07-02,342.166
2002-07-03,347.203
2002-07-04,347.034
2002-07-05,347.553
2002-07-08,348.982
2002-07-09,350.458
2002-07-10,348.568
2002-07-11,335.698
2002-07-12,337.651
2002-07-15,352.345
2002-07-16,351.652
2002-07-17,360.013
2002-07-18,359.113
2002-07-19,358.159
2002-07-22,355.729
2002-07-23,345.158
2002-07-24,342.355
2002-07-25,339.813
2002-07-26,341.554
2002-07-29,361.098
2002-07-30,366.106
2002-07-31,365.979
2002-08-01,362.129
2002-08-02,361.165
2002-08-05,350.65
2002-08-06,356.109
2002-08-07,358.477
2002-08-08,363.718
2002-08-09,363.956
2002-08-12,362.563
2002-08-13,359.451
2002-08-14,366.055
2002-08-15,370.277
2002-08-16,371.242
2002-08-19,380.215
2002-08-20,377.295
2002-08-21,381.896
2002-08-22,378.5
2002-08-23,377.276
2002-08-26,379.833
2002-08-27,376.897
2002-08-28,370.192
2002-08-29,368.519
2002-08-30,366.095
2002-09-02,364.609
2002-09-03,357.215
2002-09-04,360.158
2002-09-05,358.103
2002-09-06,362.049
2002-09-09,367.055
2002-09-10,369.801
2002-09-11,371.847
2002-09-12,367.313
2002-09-13,367.872
2002-09-16,365.771
2002-09-17,371.296
2002-09-18,362.885
2002-09-19,356.574
2002-09-20,353.495
2002-09-23,347.11
2002-09-24,344.635
2002-09-25,347.25
2002-09-26,348.531
2002-09-27,345.651
2002-09-30,337.296
2002-10-01,339.311
2002-10-02,338.739
2002-10-03,337.64
2002-10-04,337.433
2002-10-07,328.934
2002-10-08,327.462
2002-10-09,326.798
2002-10-10,332.206
2002-10-11,337.085
2002-10-14,336.028
2002-10-15,343.824
2002-10-16,337.624
2002-10-17,347.141
2002-10-18,336.56
2002-10-21,338.962
2002-10-22,337.259
2002-10-23,340.074
2002-10-24,343.137
2002-10-25,344.429
2002-10-28,337.54
2002-10-29,335.991
2002-10-30,350.077
2002-10-31,346.837
2002-11-01,350.533
2002-11-04,359.346
2002-11-05,360.265
2002-11-06,367.807
2002-11-07,362.948
2002-11-08,362.048
2002-11-11,356.428
2002-11-12,352.873
2002-11-13,352.813
2002-11-14,360.481
2002-11-15,363.353
2002-11-18,368.378
2002-11-19,363.942
2002-11-20,370.071
2002-11-21,380.524
2002-11-22,379.794
2002-11-25,380.449
2002-11-26,382.792
2002-11-27,391.373
2002-11-28,393.76
2002-11-29,394.113
2002-12-02,399.651
2002-12-03,389.658
2002-12-04,384.979
2002-12-05,383.435
2002-12-06,380.322
2002-12-09,374.889
2002-12-10,378.799
2002-12-11,379.268
2002-12-12,380.733
2002-12-13,378.361
2002-12-16,381.3
2002-12-17,376.988
2002-12-18,373.361
2002-12-19,371.87
2002-12-20,373.207
2002-12-23,362.333
2002-12-24,358.644
2002-12-25,356.158
2002-12-26,358.671
2002-12-27,355.767
2002-12-30,354.772
2002-12-31,355.328
2003-01-01,357.356
2003-01-02,360.885
2003-01-03,362.39
2003-01-06,366.948
2003-01-07,363.199
2003-01-08,362.35
2003-01-09,364.895
2003-01-10,365.402
2003-01-13,359.045
2003-01-14,359.829
2003-01-15,359.071
2003-01-16,359.767
2003-01-17,354.075
2003-01-20,352.478
2003-01-21,350.735
2003-01-22,349.646
2003-01-23,354.304
2003-01-24,350.715
2003-01-27,350.258
2003-01-28,350.674
2003-01-29,353.818
2003-01-30,353.356
2003-01-31,352.077
2003-02-03,350.357
2003-02-04,342.943
2003-02-05,339.073
2003-02-06,337.47
2003-02-07,336.131
2003-02-10,334.801
2003-02-11,340.058
2003-02-12,338.823
2003-02-13,327.88
2003-02-14,331.499
2003-02-17,346.997
2003-02-18,354.276
2003-02-19,350.303
2003-02-20,349.599
2003-02-21,350.636
2003-02-24,348.75
2003-02-25,346.79
2003-02-26,346.063
2003-02-27,354.301
2003-02-28,355.851
2003-03-03,356.49
2003-03-04,354.004
2003-03-05,348.772
2003-03-06,352.198
2003-03-07,352.008
2003-03-10,346.93
2003-03-11,346.523
2003-03-12,347.459
2003-03-13,355.207
2003-03-14,354.064
2003-03-17,365.213
2003-03-18,367.125
2003-03-19,377.691
2003-03-20,377.415
2003-03-21,379.078
2003-03-24,378.042
2003-03-25,382.571
2003-03-26,394.339
2003-03-27,392.238
2003-03-28,389.858
2003-03-31,383.61
2003-04-01,389.255
2003-04-02,401.633
2003-04-03,407.893
2003-04-04,406.543
2003-04-07,412.422
2003-04-08,411.965
2003-04-09,415.05
2003-04-10,413.102
2003-04-11,412.982
2003-04-14,422.381
2003-04-15,430.5
2003-04-16,430.833
2003-04-17,433.045
2003-04-18,433.067
2003-04-21,435.617
2003-04-22,435.054
2003-04-23,435.241
2003-04-24,436.644
2003-04-25,433.29
2003-04-28,435.269
2003-04-29,442.353
2003-04-30,441.443
2003-05-01,442.537
2003-05-02,450.901
2003-05-05,454.989
2003-05-06,457.353
