Date,ISRAEL IMI IMI (Large+Mid+Small Cap)
2003-05-07,458.441
2003-05-08,455.919
2003-05-09,459.241
2003-05-12,468.986
2003-05-13,462.75
2003-05-14,464.258
2003-05-15,464.663
2003-05-16,463.956
2003-05-19,449.347
2003-05-20,440.833
2003-05-21,434.15
2003-05-22,444.597
2003-05-23,449.545
2003-05-26,467.069
2003-05-27,471.792
2003-05-28,487.571
2003-05-29,488.571
2003-05-30,490.606
2003-06-02,493.852
2003-06-03,493.955
2003-06-04,488.56
2003-06-05,489.097
2003-06-06,490.097
2003-06-09,489.86
2003-06-10,487.179
2003-06-11,493.868
2003-06-12,502.228
2003-06-13,500.398
2003-06-16,526.982
2003-06-17,532.265
2003-06-18,527.745
2003-06-19,531.367
2003-06-20,530.804
2003-06-23,519.958
2003-06-24,514.799
2003-06-25,520.907
2003-06-26,529.24
2003-06-27,528.524
2003-06-30,537.307
2003-07-01,538.017
2003-07-02,546.258
2003-07-03,544.237
2003-07-04,544.46
2003-07-07,548.866
2003-07-08,536.301
2003-07-09,542.014
2003-07-10,534.102
2003-07-11,534.511
2003-07-14,533.417
2003-07-15,530.198
2003-07-16,528.928
2003-07-17,523.913
2003-07-18,524.58
2003-07-21,508.411
2003-07-22,508.132
2003-07-23,503.908
2003-07-24,501.149
2003-07-25,504.096
2003-07-28,517.973
2003-07-29,523.236
2003-07-30,516.477
2003-07-31,511.141
2003-08-01,508.159
2003-08-04,500.12
2003-08-05,501.099
2003-08-06,492.44
2003-08-07,492.595
2003-08-08,491.519
2003-08-11,487.956
2003-08-12,488.425
2003-08-13,497.281
2003-08-14,497.32
2003-08-15,497.595
2003-08-18,504.029
2003-08-19,508.179
2003-08-20,502.58
2003-08-21,502.414
2003-08-22,500.113
2003-08-25,507.377
2003-08-26,506.546
2003-08-27,509.496
2003-08-28,514.954
2003-08-29,518.213
2003-09-01,514.773
2003-09-02,522.248
2003-09-03,536.132
2003-09-04,539.788
2003-09-05,538.384
2003-09-08,537.355
2003-09-09,536.938
2003-09-10,528.013
2003-09-11,522.742
2003-09-12,520.419
2003-09-15,525.544
2003-09-16,526.781
2003-09-17,529.121
2003-09-18,533.75
2003-09-19,533.019
2003-09-22,532.338
2003-09-23,534.19
2003-09-24,533.019
2003-09-25,524.55
2003-09-26,522.174
2003-09-29,519.402
2003-09-30,516.89
2003-10-01,526.097
2003-10-02,530.882
2003-10-03,536.211
2003-10-06,537.205
2003-10-07,526.83
2003-10-08,525.633
2003-10-09,531.225
2003-10-10,532.3
2003-10-13,537.334
2003-10-14,538.889
2003-10-15,545.499
2003-10-16,545.716
2003-10-17,542.799
2003-10-20,539.265
2003-10-21,542.428
2003-10-22,533.624
2003-10-23,526.99
2003-10-24,524.968
2003-10-27,530.342
2003-10-28,543.974
2003-10-29,552.252
2003-10-30,545.177
2003-10-31,544.903
2003-11-03,556.357
2003-11-04,556.542
2003-11-05,559.327
2003-11-06,558.133
2003-11-07,558.472
2003-11-10,555.313
2003-11-11,546.76
2003-11-12,554.603
2003-11-13,558.148
2003-11-14,555.085
2003-11-17,552.331
2003-11-18,557.728
2003-11-19,557.898
2003-11-20,551.768
2003-11-21,552.077
2003-11-24,556.015
2003-11-25,562.389
2003-11-26,568.504
2003-11-27,575.742
2003-11-28,577.458
2003-12-01,582.261
2003-12-02,581.437
2003-12-03,580.981
2003-12-04,569.764
2003-12-05,567.253
2003-12-08,558.273
2003-12-09,568.549
2003-12-10,559.869
2003-12-11,571.722
2003-12-12,571.278
2003-12-15,573.222
2003-12-16,573.12
2003-12-17,569.231
2003-12-18,569.105
2003-12-19,568.413
2003-12-22,566.83
2003-12-23,564.862
2003-12-24,566.212
2003-12-25,565.646
2003-12-26,565.123
2003-12-29,575.587
2003-12-30,574.488
2003-12-31,575.549
2004-01-01,576.1
2004-01-02,575.856
2004-01-05,596.736
2004-01-06,602.291
2004-01-07,595.436
2004-01-08,603.302
2004-01-09,604.797
2004-01-12,605.651
2004-01-13,610.691
2004-01-14,609.846
2004-01-15,613.075
2004-01-16,620.55
2004-01-19,626.051
2004-01-20,632.716
2004-01-21,615.901
2004-01-22,611.521
2004-01-23,612.517
2004-01-26,625.526
2004-01-27,625.745
2004-01-28,621.379
2004-01-29,615.458
2004-01-30,615.381
2004-02-02,617.304
2004-02-03,618.442
2004-02-04,618.199
2004-02-05,627.138
2004-02-06,634.374
2004-02-09,645.504
2004-02-10,644.341
2004-02-11,647.527
2004-02-12,650.417
2004-02-13,650.631
2004-02-16,654.433
2004-02-17,659.819
2004-02-18,647.009
2004-02-19,649.108
2004-02-20,646.159
2004-02-23,638.495
2004-02-24,633.507
2004-02-25,638.358
2004-02-26,636.208
2004-02-27,636.374
2004-03-01,647.642
2004-03-02,650.849
2004-03-03,640.955
2004-03-04,643.039
2004-03-05,643.482
2004-03-08,643.008
2004-03-09,637.25
2004-03-10,632.427
2004-03-11,620.689
2004-03-12,622.069
2004-03-15,626.907
2004-03-16,627.242
2004-03-17,631.52
2004-03-18,632.948
2004-03-19,632.316
2004-03-22,619.204
2004-03-23,617.305
2004-03-24,611.275
2004-03-25,617.355
2004-03-26,617.737
2004-03-29,622.992
2004-03-30,622.508
2004-03-31,630.494
2004-04-01,633.029
2004-04-02,635.061
2004-04-05,642.986
2004-04-06,641.158
2004-04-07,643.773
2004-04-08,646.715
2004-04-09,646.756
2004-04-12,647.222
2004-04-13,644.299
2004-04-14,629.919
2004-04-15,633.244
2004-04-16,628.544
2004-04-19,641.349
2004-04-20,646.742
2004-04-21,649.698
2004-04-22,651.477
2004-04-23,654.384
2004-04-26,650.058
2004-04-27,650.664
2004-04-28,650.483
2004-04-29,635.719
2004-04-30,629.228
2004-05-03,617.392
2004-05-04,627.25
2004-05-05,627.84
2004-05-06,623.442
2004-05-07,623.317
2004-05-10,603.108
2004-05-11,611.528
2004-05-12,612.589
2004-05-13,613.96
2004-05-14,611.448
2004-05-17,609.009
2004-05-18,612.361
2004-05-19,622.183
2004-05-20,615.139
2004-05-21,617.026
2004-05-24,626.131
2004-05-25,629.103
2004-05-26,629.718
2004-05-27,634.385
2004-05-28,632.809
2004-05-31,630.846
2004-06-01,636.12
2004-06-02,640.64
2004-06-03,638.426
2004-06-04,637.832
2004-06-07,647.781
2004-06-08,649.175
2004-06-09,646.745
2004-06-10,647.082
2004-06-11,646.491
2004-06-14,643.632
2004-06-15,646.24
2004-06-16,654.404
2004-06-17,657.025
2004-06-18,656.653
2004-06-21,663.751
2004-06-22,664.406
2004-06-23,665.318
2004-06-24,666.767
2004-06-25,667.893
2004-06-28,663.639
2004-06-29,665.08
2004-06-30,668.336
2004-07-01,666.114
2004-07-02,665.345
2004-07-05,662.45
2004-07-06,654.535
2004-07-07,656.14
2004-07-08,653.331
2004-07-09,654.876
2004-07-12,647.326
2004-07-13,640.574
2004-07-14,637.695
2004-07-15,633.602
2004-07-16,632.544
2004-07-19,624.629
2004-07-20,630.745
2004-07-21,630.934
2004-07-22,620.987
2004-07-23,617.193
2004-07-26,601.569
2004-07-27,602.944
2004-07-28,580.053
2004-07-29,586.793
2004-07-30,587.424
2004-08-02,584.091
2004-08-03,575.482
2004-08-04,569.9
2004-08-05,576.814
2004-08-06,575.585
2004-08-09,561.456
2004-08-10,556.843
2004-08-11,538.776
2004-08-12,532.774
2004-08-13,532.487
2004-08-16,535.247
2004-08-17,549.243
2004-08-18,548.757
2004-08-19,556.237
2004-08-20,557.208
2004-08-23,557.304
2004-08-24,560.641
2004-08-25,561.226
2004-08-26,564.979
2004-08-27,565.236
2004-08-30,562.659
2004-08-31,556.605
2004-09-01,549.446
2004-09-02,548.026
2004-09-03,544.429
2004-09-06,549.652
2004-09-07,556.76
2004-09-08,562.386
2004-09-09,564.282
2004-09-10,568.625
2004-09-13,571.476
2004-09-14,573.037
2004-09-15,570.857
2004-09-16,571.755
2004-09-17,571.919
2004-09-20,576.977
2004-09-21,576.972
2004-09-22,572.593
2004-09-23,556.197
2004-09-24,554.391
2004-09-27,555.873
2004-09-28,551.787
2004-09-29,551.807
2004-09-30,552.616
2004-10-01,558.899
2004-10-04,571.834
2004-10-05,568.31
2004-10-06,568.932
2004-10-07,567.377
2004-10-08,565.723
2004-10-11,553.744
2004-10-12,545.804
2004-10-13,547.346
2004-10-14,544.072
2004-10-15,542.812
2004-10-18,544.406
2004-10-19,546.553
2004-10-20,548.771
2004-10-21,556.39
2004-10-22,553.996
2004-10-25,553.908
2004-10-26,558.563
2004-10-27,562.104
2004-10-28,561.145
2004-10-29,563.365
2004-11-01,573.918
2004-11-02,560.229
2004-11-03,565.965
2004-11-04,570.409
2004-11-05,573.526
2004-11-08,572.144
2004-11-09,576.705
2004-11-10,579.004
2004-11-11,588.983
2004-11-12,592.289
2004-11-15,607.887
2004-11-16,611.448
2004-11-17,616.982
2004-11-18,621.693
2004-11-19,620.822
2004-11-22,612.94
2004-11-23,612.655
2004-11-24,614.67
2004-11-25,619.795
2004-11-26,620.082
2004-11-29,614.798
2004-11-30,613.951
2004-12-01,618.424
2004-12-02,623.093
2004-12-03,624.405
2004-12-06,638.981
2004-12-07,641.64
2004-12-08,637.935
2004-12-09,638.6
2004-12-10,637.983
2004-12-13,652.027
2004-12-14,656.991
2004-12-15,657.353
2004-12-16,653.939
2004-12-17,653.253
2004-12-20,655.898
2004-12-21,650.969
2004-12-22,652.836
2004-12-23,655.403
2004-12-24,657.736
2004-12-27,662.068
2004-12-28,658.27
2004-12-29,657.95
2004-12-30,662.814
2004-12-31,666.34
2005-01-03,667.419
2005-01-04,654.204
2005-01-05,639.336
2005-01-06,642.172
2005-01-07,643.338
2005-01-10,654.499
2005-01-11,656.46
2005-01-12,660.487
2005-01-13,656.389
2005-01-14,656.3
2005-01-17,646.229
2005-01-18,646.327
2005-01-19,652.396
2005-01-20,653.672
2005-01-21,654.444
2005-01-24,650.083
2005-01-25,642.351
2005-01-26,647.277
2005-01-27,643.489
2005-01-28,642.48
2005-01-31,661.024
2005-02-01,662.186
2005-02-02,669.781
2005-02-03,676.47
2005-02-04,681.517
2005-02-07,677.169
2005-02-08,676.869
2005-02-09,671.313
2005-02-10,667.942
2005-02-11,669.834
2005-02-14,680.274
2005-02-15,664.058
2005-02-16,664.151
2005-02-17,661.829
2005-02-18,662.78
2005-02-21,653.662
2005-02-22,647.25
2005-02-23,650.699
2005-02-24,654.037
2005-02-25,654.099
2005-02-28,681.658
2005-03-01,683.583
2005-03-02,679.429
2005-03-03,683.109
2005-03-04,684.317
2005-03-07,688.041
2005-03-08,693.698
2005-03-09,691.719
2005-03-10,694.581
2005-03-11,695.406
2005-03-14,697.925
2005-03-15,690.404
2005-03-16,682.358
2005-03-17,684.146
2005-03-18,683.37
2005-03-21,681.811
2005-03-22,678.906
2005-03-23,665.392
2005-03-24,665.854
2005-03-25,666.159
2005-03-28,677.77
2005-03-29,674.106
2005-03-30,669.707
2005-03-31,680.236
2005-04-01,680.644
2005-04-04,673.499
2005-04-05,682.816
2005-04-06,688.293
2005-04-07,693.553
2005-04-08,691.343
2005-04-11,697.38
2005-04-12,697.079
2005-04-13,695.795
2005-04-14,693.672
2005-04-15,689.832
2005-04-18,686.155
2005-04-19,691.218
2005-04-20,687.525
2005-04-21,692.099
2005-04-22,691.403
2005-04-25,689.492
2005-04-26,684.416
2005-04-27,679.663
2005-04-28,679.162
2005-04-29,681.447
2005-05-02,688.228
2005-05-03,680.463
2005-05-04,691.951
2005-05-05,698.877
2005-05-06,698.685
2005-05-09,705.151
2005-05-10,708.494
2005-05-11,708.694
2005-05-12,707.208
2005-05-13,707.207
2005-05-16,713.124
2005-05-17,714.883
2005-05-18,717.06
2005-05-19,718.867
2005-05-20,717.272
2005-05-23,710.328
2005-05-24,712.444
2005-05-25,719.203
2005-05-26,724.119
2005-05-27,722.883
2005-05-30,722.384
2005-05-31,718.325
2005-06-01,718.808
2005-06-02,725.07
2005-06-03,723.642
2005-06-06,707.086
2005-06-07,709.068
2005-06-08,713.834
2005-06-09,709.017
2005-06-10,707.924
2005-06-13,706.043
2005-06-14,702.269
2005-06-15,698.901
2005-06-16,695.185
2005-06-17,696.323
2005-06-20,676.386
2005-06-21,681.933
2005-06-22,681.204
2005-06-23,670.894
2005-06-24,668.278
2005-06-27,657.036
2005-06-28,661.996
2005-06-29,664.818
2005-06-30,660.29
2005-07-01,660.238
2005-07-04,658.668
2005-07-05,653.511
2005-07-06,658.468
2005-07-07,648.518
2005-07-08,649.408
2005-07-11,671.516
2005-07-12,671.96
2005-07-13,669.359
2005-07-14,670.211
2005-07-15,668.358
2005-07-18,661.731
2005-07-19,672.107
2005-07-20,682.385
2005-07-21,685.835
2005-07-22,685.766
2005-07-25,701.867
2005-07-26,694.707
2005-07-27,696.59
2005-07-28,696.716
2005-07-29,696.341
2005-08-01,691.776
2005-08-02,709.667
2005-08-03,709.009
2005-08-04,709.663
2005-08-05,710.407
2005-08-08,703.825
2005-08-09,697.45
2005-08-10,703.624
2005-08-11,702.26
2005-08-12,700.947
2005-08-15,709.96
2005-08-16,707.082
2005-08-17,717.943
2005-08-18,726.553
2005-08-19,726.157
2005-08-22,723.549
2005-08-23,717.302
2005-08-24,709.98
2005-08-25,706.509
2005-08-26,704.351
2005-08-29,703.619
2005-08-30,709.527
2005-08-31,710.534
2005-09-01,721.702
2005-09-02,722.532
2005-09-05,728.99
2005-09-06,738.574
2005-09-07,733.591
2005-09-08,734.06
2005-09-09,735.365
2005-09-12,736.166
2005-09-13,736.846
2005-09-14,739.439
2005-09-15,736.801
2005-09-16,737.1
2005-09-19,732.046
2005-09-20,733.407
2005-09-21,726.211
2005-09-22,721.281
2005-09-23,720.006
2005-09-26,724.422
2005-09-27,729.972
2005-09-28,733.955
2005-09-29,737.968
2005-09-30,741.343
2005-10-03,742.648
2005-10-04,742.673
2005-10-05,740.196
2005-10-06,741.532
2005-10-07,740.267
2005-10-10,745.528
2005-10-11,737.226
2005-10-12,731.0
2005-10-13,729.417
2005-10-14,732.84
2005-10-17,730.523
2005-10-18,730.419
2005-10-19,727.505
2005-10-20,743.593
2005-10-21,748.399
2005-10-24,759.39
2005-10-25,761.659
2005-10-26,766.659
2005-10-27,760.755
2005-10-28,758.946
2005-10-31,762.062
2005-11-01,771.134
2005-11-02,769.018
2005-11-03,772.112
2005-11-04,772.449
2005-11-07,769.912
2005-11-08,766.724
