Date,FINLAND LARGE GROWTH Large Cap
2001-09-18,500.104
2001-09-19,511.29
2001-09-20,511.229
2001-09-21,489.016
2001-09-24,530.537
2001-09-25,544.283
2001-09-26,530.094
2001-09-27,490.766
2001-09-28,515.697
2001-10-01,481.857
2001-10-02,495.48
2001-10-03,481.563
2001-10-04,529.859
2001-10-05,535.844
2001-10-08,544.837
2001-10-09,559.174
2001-10-10,569.364
2001-10-11,601.429
2001-10-12,607.908
2001-10-15,586.861
2001-10-16,610.879
2001-10-17,643.095
2001-10-18,601.113
2001-10-19,629.394
2001-10-22,645.564
2001-10-23,687.901
2001-10-24,697.641
2001-10-25,666.931
2001-10-26,689.699
2001-10-29,682.453
2001-10-30,642.324
2001-10-31,670.812
2001-11-01,672.676
2001-11-02,690.584
2001-11-05,710.425
2001-11-06,730.756
2001-11-07,716.604
2001-11-08,750.358
2001-11-09,724.221
2001-11-12,702.581
2001-11-13,748.85
2001-11-14,767.04
2001-11-15,787.442
2001-11-16,804.706
2001-11-19,781.601
2001-11-20,748.489
2001-11-21,739.273
2001-11-22,775.806
2001-11-23,777.395
2001-11-26,796.053
2001-11-27,749.188
2001-11-28,732.246
2001-11-29,717.045
2001-11-30,749.882
2001-12-03,733.072
2001-12-04,763.007
2001-12-05,805.549
2001-12-06,808.316
2001-12-07,814.926
2001-12-10,781.308
2001-12-11,819.316
2001-12-12,813.487
2001-12-13,774.836
2001-12-14,771.713
2001-12-17,811.139
2001-12-18,812.63
2001-12-19,785.979
2001-12-20,766.018
2001-12-21,783.691
2001-12-24,775.872
2001-12-25,775.872
2001-12-26,776.534
2001-12-27,799.658
2001-12-28,814.792
2001-12-31,822.739
2002-01-01,822.739
2002-01-02,805.585
2002-01-03,848.222
2002-01-04,840.878
2002-01-07,825.592
2002-01-08,774.654
2002-01-09,758.95
2002-01-10,743.037
2002-01-11,759.951
2002-01-14,713.07
2002-01-15,724.986
2002-01-16,710.807
2002-01-17,726.642
2002-01-18,721.915
2002-01-21,681.264
2002-01-22,678.874
2002-01-23,697.281
2002-01-24,760.826
2002-01-25,732.668
2002-01-28,750.434
2002-01-29,742.593
2002-01-30,715.696
2002-01-31,735.786
2002-02-01,750.45
2002-02-04,741.877
2002-02-05,701.139
2002-02-06,683.395
2002-02-07,702.445
2002-02-08,695.937
2002-02-11,725.241
2002-02-12,730.606
2002-02-13,734.247
2002-02-14,735.225
2002-02-15,708.705
2002-02-18,697.355
2002-02-19,666.101
2002-02-20,642.937
2002-02-21,654.025
2002-02-22,630.591
2002-02-25,649.589
2002-02-26,664.071
2002-02-27,679.034
2002-02-28,681.689
2002-03-01,678.505
2002-03-04,733.666
2002-03-05,729.964
2002-03-06,744.953
2002-03-07,769.997
2002-03-08,776.104
2002-03-11,758.255
2002-03-12,708.274
2002-03-13,710.704
2002-03-14,708.716
2002-03-15,709.765
2002-03-18,724.763
2002-03-19,705.805
2002-03-20,682.062
2002-03-21,677.0
2002-03-22,691.288
2002-03-25,687.796
2002-03-26,680.239
2002-03-27,687.767
2002-03-28,687.491
2002-03-29,687.491
2002-04-01,693.125
2002-04-02,669.426
2002-04-03,671.007
2002-04-04,659.211
2002-04-05,657.984
2002-04-08,625.607
2002-04-09,639.055
2002-04-10,624.331
2002-04-11,604.221
2002-04-12,611.989
2002-04-15,627.737
2002-04-16,660.295
2002-04-17,677.435
2002-04-18,597.467
2002-04-19,571.572
2002-04-22,549.674
2002-04-23,548.447
2002-04-24,518.792
2002-04-25,538.693
2002-04-26,539.0
2002-04-29,525.922
2002-04-30,531.207
2002-05-01,534.213
2002-05-02,540.913
2002-05-03,505.441
2002-05-06,500.371
2002-05-07,500.869
2002-05-08,529.227
2002-05-09,529.11
2002-05-10,510.968
2002-05-13,516.835
2002-05-14,533.376
2002-05-15,541.744
2002-05-16,530.494
2002-05-17,531.854
2002-05-20,525.831
2002-05-21,517.27
2002-05-22,484.708
2002-05-23,468.745
2002-05-24,467.81
2002-05-27,463.988
2002-05-28,465.201
2002-05-29,456.816
2002-05-30,444.882
2002-05-31,467.584
2002-06-03,450.13
2002-06-04,434.606
2002-06-05,445.054
2002-06-06,437.7
2002-06-07,403.165
2002-06-10,411.143
2002-06-11,434.739
2002-06-12,411.77
2002-06-13,406.206
2002-06-14,411.666
2002-06-17,437.029
2002-06-18,436.127
2002-06-19,416.957
2002-06-20,425.866
2002-06-21,427.942
2002-06-24,397.221
2002-06-25,410.994
2002-06-26,424.995
2002-06-27,448.915
2002-06-28,478.778
2002-07-01,472.173
2002-07-02,445.103
2002-07-03,441.107
2002-07-04,464.824
2002-07-05,495.75
2002-07-08,496.865
2002-07-09,483.117
2002-07-10,467.723
2002-07-11,449.506
2002-07-12,457.758
2002-07-15,441.693
2002-07-16,447.305
2002-07-17,473.242
2002-07-18,451.737
2002-07-19,431.109
2002-07-22,418.224
2002-07-23,378.025
2002-07-24,364.494
2002-07-25,372.782
2002-07-26,373.571
2002-07-29,399.78
2002-07-30,410.644
2002-07-31,407.298
2002-08-01,388.807
2002-08-02,376.381
2002-08-05,358.145
2002-08-06,370.642
2002-08-07,377.826
2002-08-08,391.98
2002-08-09,420.833
2002-08-12,421.272
2002-08-13,421.826
2002-08-14,399.647
2002-08-15,419.74
2002-08-16,438.362
2002-08-19,462.761
2002-08-20,460.195
2002-08-21,465.856
2002-08-22,478.407
2002-08-23,465.167
2002-08-26,452.463
2002-08-27,465.108
2002-08-28,442.661
2002-08-29,439.395
2002-08-30,436.936
2002-09-02,425.704
2002-09-03,410.462
2002-09-04,413.819
2002-09-05,428.58
2002-09-06,458.484
2002-09-09,454.677
2002-09-10,448.88
2002-09-11,482.22
2002-09-12,461.164
2002-09-13,455.185
2002-09-16,436.24
2002-09-17,437.18
2002-09-18,415.025
2002-09-19,416.311
2002-09-20,422.398
2002-09-23,408.689
2002-09-24,400.385
2002-09-25,421.534
2002-09-26,462.513
2002-09-27,462.724
2002-09-30,434.805
2002-10-01,444.449
2002-10-02,470.882
2002-10-03,462.002
2002-10-04,433.472
2002-10-07,431.632
2002-10-08,427.656
2002-10-09,430.895
2002-10-10,444.075
2002-10-11,472.423
2002-10-14,467.833
2002-10-15,507.828
2002-10-16,482.314
2002-10-17,527.102
2002-10-18,527.649
2002-10-21,527.434
2002-10-22,537.905
2002-10-23,514.419
2002-10-24,537.819
2002-10-25,536.39
2002-10-28,558.924
2002-10-29,526.359
2002-10-30,537.999
2002-10-31,555.566
2002-11-01,538.481
2002-11-04,578.767
2002-11-05,587.114
2002-11-06,562.756
2002-11-07,551.235
2002-11-08,542.678
2002-11-11,523.726
2002-11-12,540.571
2002-11-13,554.945
2002-11-14,585.731
2002-11-15,587.043
2002-11-18,606.474
2002-11-19,585.314
2002-11-20,589.737
2002-11-21,623.831
2002-11-22,620.312
2002-11-25,628.1
2002-11-26,608.281
2002-11-27,628.689
2002-11-28,646.376
2002-11-29,631.278
2002-12-02,649.467
2002-12-03,601.578
2002-12-04,614.983
2002-12-05,604.193
2002-12-06,608.631
2002-12-09,591.222
2002-12-10,569.225
2002-12-11,556.65
2002-12-12,566.161
2002-12-13,555.884
2002-12-16,573.756
2002-12-17,570.121
2002-12-18,536.954
2002-12-19,534.336
2002-12-20,530.75
2002-12-23,533.722
2002-12-24,535.931
2002-12-25,535.931
2002-12-26,537.282
2002-12-27,512.301
2002-12-30,518.034
2002-12-31,520.066
2003-01-01,520.066
2003-01-02,545.913
2003-01-03,550.64
2003-01-06,554.024
2003-01-07,540.751
2003-01-08,510.809
2003-01-09,540.233
2003-01-10,544.317
2003-01-13,536.108
2003-01-14,547.341
2003-01-15,534.448
2003-01-16,512.713
2003-01-17,496.769
2003-01-20,489.393
2003-01-21,492.206
2003-01-22,499.334
2003-01-23,478.229
2003-01-24,479.303
2003-01-27,462.526
2003-01-28,457.282
2003-01-29,472.744
2003-01-30,488.252
2003-01-31,459.319
2003-02-03,477.229
2003-02-04,463.567
2003-02-05,463.406
2003-02-06,451.11
2003-02-07,449.194
2003-02-10,444.631
2003-02-11,471.3
2003-02-12,456.861
2003-02-13,440.67
2003-02-14,456.879
2003-02-17,464.279
2003-02-18,474.068
2003-02-19,459.225
2003-02-20,451.963
2003-02-21,450.526
2003-02-24,454.06
2003-02-25,429.096
2003-02-26,425.024
2003-02-27,422.568
2003-02-28,437.185
2003-03-03,441.362
2003-03-04,432.744
2003-03-05,432.728
2003-03-06,434.563
2003-03-07,413.161
2003-03-10,413.741
2003-03-11,417.377
2003-03-12,438.088
2003-03-13,450.364
2003-03-14,473.214
2003-03-17,491.01
2003-03-18,492.52
2003-03-19,496.418
2003-03-20,490.413
2003-03-21,510.079
2003-03-24,485.053
2003-03-25,486.137
2003-03-26,484.756
2003-03-27,480.046
2003-03-28,488.933
2003-03-31,461.191
2003-04-01,475.669
2003-04-02,499.284
2003-04-03,503.595
2003-04-04,501.169
2003-04-07,523.343
2003-04-08,502.543
2003-04-09,508.671
2003-04-10,480.509
2003-04-11,482.875
2003-04-14,489.872
2003-04-15,502.119
2003-04-16,498.823
2003-04-17,537.273
2003-04-18,537.273
2003-04-21,534.957
2003-04-22,550.277
2003-04-23,562.965
2003-04-24,558.021
2003-04-25,536.294
2003-04-28,550.324
2003-04-29,555.89
2003-04-30,564.815
2003-05-01,570.002
2003-05-02,546.525
2003-05-05,570.059
2003-05-06,566.124
2003-05-07,576.554
2003-05-08,561.6
2003-05-09,557.278
2003-05-12,573.968
2003-05-13,582.857
2003-05-14,575.579
2003-05-15,589.463
2003-05-16,589.851
2003-05-19,568.443
2003-05-20,558.231
2003-05-21,549.452
2003-05-22,564.324
2003-05-23,555.576
2003-05-26,552.31
2003-05-27,556.483
2003-05-28,590.667
2003-05-29,595.044
2003-05-30,600.754
2003-06-02,609.069
2003-06-03,601.482
2003-06-04,600.752
2003-06-05,588.115
2003-06-06,607.17
2003-06-09,597.119
2003-06-10,583.069
2003-06-11,593.776
2003-06-12,581.156
2003-06-13,570.37
2003-06-16,581.882
2003-06-17,589.287
2003-06-18,584.298
2003-06-19,598.797
2003-06-20,595.594
2003-06-23,571.968
2003-06-24,561.76
2003-06-25,567.313
2003-06-26,563.672
2003-06-27,565.997
2003-06-30,549.751
2003-07-01,542.362
2003-07-02,551.715
2003-07-03,556.258
2003-07-04,540.691
2003-07-07,560.469
2003-07-08,570.24
2003-07-09,595.446
2003-07-10,601.773
2003-07-11,592.481
2003-07-14,599.858
2003-07-15,592.879
2003-07-16,589.636
2003-07-17,496.934
2003-07-18,488.49
2003-07-21,480.031
2003-07-22,488.59
2003-07-23,495.115
2003-07-24,509.564
2003-07-25,501.624
2003-07-28,519.285
2003-07-29,516.529
2003-07-30,514.004
2003-07-31,511.781
2003-08-01,494.784
2003-08-04,490.551
2003-08-05,491.698
2003-08-06,473.544
2003-08-07,473.353
2003-08-08,476.735
2003-08-11,480.957
2003-08-12,483.077
2003-08-13,488.885
2003-08-14,493.3
2003-08-15,488.817
2003-08-18,491.813
2003-08-19,511.939
2003-08-20,515.342
2003-08-21,517.513
2003-08-22,520.217
2003-08-25,512.403
2003-08-26,508.627
2003-08-27,533.581
2003-08-28,539.63
2003-08-29,546.858
2003-09-01,548.024
2003-09-02,537.915
2003-09-03,558.031
2003-09-04,555.244
2003-09-05,553.08
2003-09-08,559.159
2003-09-09,538.424
2003-09-10,514.975
2003-09-11,514.223
2003-09-12,517.623
2003-09-15,521.942
2003-09-16,519.286
2003-09-17,518.443
2003-09-18,527.116
2003-09-19,528.489
2003-09-22,521.898
2003-09-23,515.654
2003-09-24,513.854
2003-09-25,508.062
2003-09-26,512.862
2003-09-29,522.633
2003-09-30,513.963
2003-10-01,526.004
2003-10-02,540.078
2003-10-03,565.985
2003-10-06,557.979
2003-10-07,557.989
2003-10-08,560.674
2003-10-09,574.744
2003-10-10,571.424
2003-10-13,579.675
2003-10-14,569.417
2003-10-15,570.697
2003-10-16,553.192
2003-10-17,567.054
2003-10-20,563.065
2003-10-21,571.905
2003-10-22,567.059
2003-10-23,559.606
2003-10-24,564.844
2003-10-27,558.525
2003-10-28,564.175
2003-10-29,573.784
2003-10-30,568.857
2003-10-31,567.004
2003-11-03,575.243
2003-11-04,572.474
2003-11-05,563.65
2003-11-06,578.631
2003-11-07,588.368
2003-11-10,579.228
2003-11-11,571.695
2003-11-12,586.161
2003-11-13,597.529
2003-11-14,598.412
2003-11-17,583.612
2003-11-18,592.805
2003-11-19,583.155
2003-11-20,590.396
2003-11-21,589.123
2003-11-24,606.503
2003-11-25,593.752
2003-11-26,599.027
2003-11-27,602.588
2003-11-28,601.467
2003-12-01,597.043
2003-12-02,606.006
2003-12-03,608.322
2003-12-04,615.247
2003-12-05,604.736
2003-12-08,595.495
2003-12-09,590.714
2003-12-10,585.895
2003-12-11,585.45
2003-12-12,588.248
2003-12-15,593.815
2003-12-16,580.926
2003-12-17,574.531
2003-12-18,575.422
2003-12-19,576.943
2003-12-22,571.825
2003-12-23,573.415
2003-12-24,575.031
2003-12-25,575.031
2003-12-26,574.8
2003-12-29,567.201
2003-12-30,573.52
2003-12-31,577.319
2004-01-01,577.319
2004-01-02,579.047
2004-01-05,585.896
2004-01-06,589.41
2004-01-07,599.626
2004-01-08,676.996
2004-01-09,692.547
2004-01-12,698.322
2004-01-13,693.607
2004-01-14,700.777
2004-01-15,689.177
2004-01-16,693.057
2004-01-19,697.778
2004-01-20,704.13
2004-01-21,685.743
2004-01-22,715.198
2004-01-23,715.992
2004-01-26,706.617
2004-01-27,711.422
2004-01-28,706.847
2004-01-29,683.952
2004-01-30,688.872
2004-02-02,693.609
2004-02-03,700.886
2004-02-04,687.008
2004-02-05,683.626
2004-02-06,706.651
2004-02-09,716.951
2004-02-10,736.02
2004-02-11,745.131
2004-02-12,758.999
2004-02-13,740.791
2004-02-16,744.74
2004-02-17,753.803
2004-02-18,759.206
2004-02-19,759.244
2004-02-20,742.434
2004-02-23,755.142
2004-02-24,744.021
2004-02-25,731.119
2004-02-26,730.14
2004-02-27,731.293
2004-03-01,735.378
2004-03-02,743.145
2004-03-03,731.119
2004-03-04,753.433
2004-03-05,777.5
2004-03-08,775.019
2004-03-09,754.793
2004-03-10,735.786
2004-03-11,715.677
2004-03-12,707.724
2004-03-15,692.557
2004-03-16,703.391
2004-03-17,710.428
2004-03-18,691.693
2004-03-19,682.923
2004-03-22,660.183
2004-03-23,659.958
2004-03-24,652.33
2004-03-25,671.028
2004-03-26,667.243
2004-03-29,682.148
2004-03-30,681.761
2004-03-31,696.971
2004-04-01,703.411
2004-04-02,718.98
2004-04-05,708.714
2004-04-06,591.719
2004-04-07,575.551
2004-04-08,578.262
2004-04-09,578.262
2004-04-12,576.638
2004-04-13,570.567
2004-04-14,557.048
2004-04-15,548.182
2004-04-16,507.254
2004-04-19,514.165
2004-04-20,517.418
2004-04-21,505.862
2004-04-22,512.315
2004-04-23,513.847
2004-04-26,514.323
2004-04-27,508.759
2004-04-28,496.529
2004-04-29,489.716
2004-04-30,478.518
2004-05-03,480.453
2004-05-04,478.321
2004-05-05,489.839
2004-05-06,478.826
2004-05-07,477.024
2004-05-10,463.594
2004-05-11,462.863
2004-05-12,457.935
2004-05-13,458.041
2004-05-14,447.45
2004-05-17,444.651
2004-05-18,453.446
2004-05-19,464.806
2004-05-20,460.673
2004-05-21,442.55
2004-05-24,446.608
2004-05-25,446.522
2004-05-26,452.283
2004-05-27,469.104
2004-05-28,463.378
2004-05-31,474.588
2004-06-01,463.757
2004-06-02,462.809
2004-06-03,460.429
2004-06-04,472.802
2004-06-07,487.186
2004-06-08,485.445
2004-06-09,485.548
2004-06-10,482.71
2004-06-11,487.196
2004-06-14,479.103
2004-06-15,483.343
2004-06-16,478.171
2004-06-17,473.867
2004-06-18,482.378
2004-06-21,481.516
2004-06-22,474.858
2004-06-23,478.108
2004-06-24,483.618
2004-06-25,482.03
2004-06-28,487.036
2004-06-29,479.548
2004-06-30,490.628
2004-07-01,498.119
2004-07-02,493.94
2004-07-05,490.73
2004-07-06,484.053
2004-07-07,482.138
2004-07-08,486.993
2004-07-09,492.018
2004-07-12,488.916
2004-07-13,484.388
2004-07-14,478.557
2004-07-15,421.074
2004-07-16,415.552
2004-07-19,411.405
2004-07-20,413.282
2004-07-21,415.239
2004-07-22,404.735
2004-07-23,400.48
2004-07-26,399.538
2004-07-27,395.545
2004-07-28,384.393
2004-07-29,394.396
2004-07-30,390.124
2004-08-02,387.539
2004-08-03,393.331
2004-08-04,389.413
2004-08-05,390.761
2004-08-06,380.934
2004-08-09,379.236
2004-08-10,387.73
2004-08-11,379.287
2004-08-12,373.025
2004-08-13,381.367
2004-08-16,387.804
2004-08-17,396.587
2004-08-18,397.487
2004-08-19,404.243
2004-08-20,397.716
2004-08-23,401.379
2004-08-24,395.667
2004-08-25,395.673
2004-08-26,403.716
2004-08-27,400.668
2004-08-30,399.623
2004-08-31,397.521
2004-09-01,400.577
2004-09-02,414.962
2004-09-03,418.857
2004-09-06,424.208
2004-09-07,425.03
2004-09-08,432.975
2004-09-09,461.256
2004-09-10,466.603
2004-09-13,471.291
2004-09-14,468.539
2004-09-15,460.911
2004-09-16,467.624
2004-09-17,473.175
2004-09-20,476.644
2004-09-21,477.549
2004-09-22,472.309
2004-09-23,466.185
2004-09-24,467.588
2004-09-27,465.006
2004-09-28,459.256
2004-09-29,463.099
2004-09-30,467.911
2004-10-01,486.336
2004-10-04,489.436
2004-10-05,489.578
2004-10-06,485.694
2004-10-07,487.072
2004-10-08,480.406
2004-10-11,475.263
2004-10-12,464.947
2004-10-13,475.892
2004-10-14,485.876
2004-10-15,501.633
2004-10-18,497.587
2004-10-19,514.997
2004-10-20,506.148
2004-10-21,508.84
2004-10-22,510.238
2004-10-25,503.892
2004-10-26,501.247
2004-10-27,516.722
2004-10-28,522.234
2004-10-29,522.916
2004-11-01,529.991
2004-11-02,532.848
2004-11-03,537.957
2004-11-04,536.584
2004-11-05,547.451
2004-11-08,543.82
2004-11-09,546.657
2004-11-10,552.494
2004-11-11,562.097
2004-11-12,561.533
2004-11-15,559.24
2004-11-16,554.22
2004-11-17,567.742
2004-11-18,569.264
2004-11-19,561.676
2004-11-22,556.553
2004-11-23,548.725
2004-11-24,553.491
2004-11-25,556.856
2004-11-26,561.325
2004-11-29,559.243
2004-11-30,553.127
2004-12-01,559.632
2004-12-02,570.751
2004-12-03,558.729
2004-12-06,561.069
2004-12-07,558.828
2004-12-08,545.382
2004-12-09,533.722
2004-12-10,530.515
2004-12-13,529.002
2004-12-14,527.994
2004-12-15,534.392
2004-12-16,519.981
2004-12-17,506.992
2004-12-20,518.79
2004-12-21,525.76
2004-12-22,534.344
2004-12-23,541.749
2004-12-24,543.153
2004-12-27,540.985
2004-12-28,541.599
2004-12-29,539.998
2004-12-30,538.522
2004-12-31,537.041
2005-01-03,533.676
2005-01-04,531.063
2005-01-05,526.361
2005-01-06,522.218
2005-01-07,520.388
2005-01-10,530.317
2005-01-11,520.919
2005-01-12,519.49
2005-01-13,513.552
2005-01-14,512.022
2005-01-17,516.04
2005-01-18,509.246
2005-01-19,504.319
2005-01-20,484.43
2005-01-21,478.214
2005-01-24,476.765
2005-01-25,475.347
2005-01-26,487.567
2005-01-27,515.152
2005-01-28,512.237
2005-01-31,520.796
2005-02-01,525.829
2005-02-02,531.795
2005-02-03,528.571
2005-02-04,533.803
2005-02-07,529.661
2005-02-08,532.746
2005-02-09,531.841
2005-02-10,535.686
2005-02-11,540.713
2005-02-14,544.408
2005-02-15,544.534
2005-02-16,538.625
2005-02-17,536.169
2005-02-18,537.543
2005-02-21,536.457
2005-02-22,552.053
2005-02-23,538.772
2005-02-24,541.017
2005-02-25,554.347
2005-02-28,554.224
2005-03-01,552.343
2005-03-02,547.16
2005-03-03,543.218
2005-03-04,549.411
2005-03-07,548.965
2005-03-08,555.416
2005-03-09,554.677
2005-03-10,553.976
2005-03-11,555.147
2005-03-14,552.365
2005-03-15,557.211
2005-03-16,551.149
2005-03-17,555.011
2005-03-18,549.387
2005-03-21,540.116
2005-03-22,540.976
2005-03-23,526.514
2005-03-24,523.771
2005-03-25,523.771
2005-03-28,520.095
2005-03-29,522.508
2005-03-30,524.49
2005-03-31,528.518
2005-04-01,531.02
2005-04-04,515.022
2005-04-05,519.91
2005-04-06,519.938
2005-04-07,530.439
2005-04-08,536.874
2005-04-11,537.932
2005-04-12,528.045
2005-04-13,533.105
2005-04-14,527.616
2005-04-15,516.397
2005-04-18,513.307
2005-04-19,527.423
2005-04-20,538.285
2005-04-21,566.101
2005-04-22,574.49
2005-04-25,571.37
2005-04-26,564.151
2005-04-27,558.955
2005-04-28,558.669
2005-04-29,555.703
2005-05-02,558.478
2005-05-03,560.159
2005-05-04,579.411
2005-05-05,578.718
2005-05-06,591.121
2005-05-09,596.498
2005-05-10,593.966
2005-05-11,586.537
2005-05-12,590.752
2005-05-13,596.522
2005-05-16,598.871
2005-05-17,597.627
2005-05-18,611.111
2005-05-19,612.886
2005-05-20,606.223
2005-05-23,609.721
2005-05-24,610.209
2005-05-25,597.15
2005-05-26,598.986
2005-05-27,600.039
2005-05-30,597.562
2005-05-31,588.459
2005-06-01,598.571
2005-06-02,602.6
2005-06-03,601.657
2005-06-06,593.086
2005-06-07,601.081
2005-06-08,600.476
2005-06-09,587.462
2005-06-10,589.172
2005-06-13,589.246
2005-06-14,595.109
2005-06-15,593.617
2005-06-16,597.036
2005-06-17,598.694
2005-06-20,594.965
2005-06-21,603.322
2005-06-22,609.158
2005-06-23,605.933
2005-06-24,607.768
2005-06-27,593.617
2005-06-28,589.614
2005-06-29,594.981
2005-06-30,585.856
2005-07-01,579.13
2005-07-04,575.762
2005-07-05,580.803
2005-07-06,587.613
2005-07-07,577.938
2005-07-08,589.576
2005-07-11,611.426
2005-07-12,612.948
2005-07-13,620.247
2005-07-14,627.155
2005-07-15,621.89
2005-07-18,621.874
2005-07-19,629.678
2005-07-20,617.034
2005-07-21,559.807
2005-07-22,546.032
2005-07-25,536.656
2005-07-26,541.465
2005-07-27,551.019
2005-07-28,560.256
2005-07-29,558.933
2005-08-01,554.961
2005-08-02,563.492
2005-08-03,566.755
2005-08-04,562.711
2005-08-05,556.945
2005-08-08,564.258
2005-08-09,572.018
2005-08-10,582.795
2005-08-11,571.592
2005-08-12,569.921
2005-08-15,563.416
2005-08-16,559.032
2005-08-17,552.876
2005-08-18,545.758
2005-08-19,548.187
2005-08-22,551.35
2005-08-23,546.632
2005-08-24,548.015
2005-08-25,543.999
2005-08-26,539.87
2005-08-29,542.3
2005-08-30,538.853
2005-08-31,544.871
2005-09-01,555.363
2005-09-02,556.78
2005-09-05,561.527
2005-09-06,563.445
2005-09-07,562.78
2005-09-08,557.728
2005-09-09,567.567
2005-09-12,560.132
2005-09-13,581.262
2005-09-14,585.979
2005-09-15,581.836
2005-09-16,575.813
2005-09-19,572.985
2005-09-20,578.417
2005-09-21,572.867
2005-09-22,568.647
2005-09-23,566.33
2005-09-26,575.501
2005-09-27,567.918
2005-09-28,570.624
2005-09-29,568.249
2005-09-30,587.228
2005-10-03,592.551
2005-10-04,597.281
2005-10-05,591.031
2005-10-06,590.554
2005-10-07,582.482
2005-10-10,583.697
2005-10-11,588.867
2005-10-12,590.067
2005-10-13,581.213
2005-10-14,590.465
2005-10-17,591.377
2005-10-18,588.912
2005-10-19,587.071
2005-10-20,559.247
2005-10-21,560.881
2005-10-24,562.131
2005-10-25,570.721
2005-10-26,569.73
2005-10-27,563.555
2005-10-28,563.158
2005-10-31,580.869
2005-11-01,592.392
2005-11-02,596.097
2005-11-03,605.692
