Date,EM (EMERGING MARKETS) SMALL GROWTH Small Cap
2005-11-08,537.551
2005-11-09,541.496
2005-11-10,544.189
2005-11-11,547.968
2005-11-14,547.468
2005-11-15,547.105
2005-11-16,548.944
2005-11-17,554.261
2005-11-18,557.156
2005-11-21,557.559
2005-11-22,553.589
2005-11-23,562.543
2005-11-24,565.473
2005-11-25,567.975
2005-11-28,571.283
2005-11-29,569.569
2005-11-30,574.838
2005-12-01,577.828
2005-12-02,581.551
2005-12-05,586.795
2005-12-06,589.368
2005-12-07,585.266
2005-12-08,583.877
2005-12-09,585.794
2005-12-12,590.337
2005-12-13,593.538
2005-12-14,595.425
2005-12-15,595.872
2005-12-16,594.397
2005-12-19,598.396
2005-12-20,597.528
2005-12-21,600.905
2005-12-22,598.484
2005-12-23,602.394
2005-12-26,603.58
2005-12-27,603.679
2005-12-28,605.518
2005-12-29,613.004
2005-12-30,615.329
2006-01-02,618.008
2006-01-03,629.853
2006-01-04,639.956
2006-01-05,645.718
2006-01-06,649.959
2006-01-09,659.283
2006-01-10,657.378
2006-01-11,658.262
2006-01-12,659.476
2006-01-13,659.074
2006-01-16,663.966
2006-01-17,656.445
2006-01-18,643.689
2006-01-19,650.797
2006-01-20,644.208
2006-01-23,634.317
2006-01-24,644.419
2006-01-25,650.718
2006-01-26,655.214
2006-01-27,660.13
2006-01-30,659.326
2006-01-31,661.797
2006-02-01,659.133
2006-02-02,656.736
2006-02-03,651.794
2006-02-06,657.227
2006-02-07,654.705
2006-02-08,647.453
2006-02-09,651.839
2006-02-10,656.399
2006-02-13,651.146
2006-02-14,654.613
2006-02-15,654.466
2006-02-16,658.752
2006-02-17,663.571
2006-02-20,666.027
2006-02-21,664.413
2006-02-22,660.227
2006-02-23,664.42
2006-02-24,667.491
2006-02-27,670.705
2006-02-28,668.354
2006-03-01,674.648
2006-03-02,678.242
2006-03-03,670.96
2006-03-06,670.161
2006-03-07,655.225
2006-03-08,649.582
2006-03-09,652.506
2006-03-10,656.547
2006-03-13,662.072
2006-03-14,661.65
2006-03-15,668.387
2006-03-16,671.702
2006-03-17,673.873
2006-03-20,677.217
2006-03-21,670.999
2006-03-22,668.418
2006-03-23,668.024
2006-03-24,668.043
2006-03-27,670.894
2006-03-28,667.191
2006-03-29,669.774
2006-03-30,677.882
2006-03-31,684.857
2006-04-03,694.047
2006-04-04,700.64
2006-04-05,705.091
2006-04-06,711.094
2006-04-07,709.257
2006-04-10,709.219
2006-04-11,708.534
2006-04-12,706.283
2006-04-13,709.395
2006-04-14,713.2
2006-04-17,715.573
2006-04-18,720.421
2006-04-19,725.743
2006-04-20,725.404
2006-04-21,727.804
2006-04-24,728.171
2006-04-25,723.575
2006-04-26,728.639
2006-04-27,728.449
2006-04-28,729.971
2006-05-01,733.523
2006-05-02,738.044
2006-05-03,743.064
2006-05-04,744.79
2006-05-05,747.155
2006-05-08,753.129
2006-05-09,752.184
2006-05-10,753.783
2006-05-11,754.185
2006-05-12,743.662
2006-05-15,717.198
2006-05-16,712.431
2006-05-17,715.464
2006-05-18,696.688
2006-05-19,692.965
2006-05-22,666.17
2006-05-23,669.413
2006-05-24,658.442
2006-05-25,655.16
2006-05-26,667.215
2006-05-29,671.106
2006-05-30,666.512
2006-05-31,663.462
2006-06-01,660.862
2006-06-02,665.695
2006-06-05,654.823
2006-06-06,644.351
2006-06-07,627.555
2006-06-08,601.405
2006-06-09,609.703
2006-06-12,603.846
2006-06-13,582.039
2006-06-14,584.132
2006-06-15,589.731
2006-06-16,603.642
2006-06-19,599.998
2006-06-20,589.476
2006-06-21,588.332
2006-06-22,594.216
2006-06-23,590.704
2006-06-26,589.275
2006-06-27,593.21
2006-06-28,593.296
2006-06-29,604.271
2006-06-30,624.387
2006-07-03,631.371
2006-07-04,635.562
2006-07-05,624.962
2006-07-06,627.461
2006-07-07,629.635
2006-07-10,634.812
2006-07-11,633.253
2006-07-12,633.079
2006-07-13,621.746
2006-07-14,612.152
2006-07-17,599.298
2006-07-18,599.203
2006-07-19,602.699
2006-07-20,616.711
2006-07-21,613.768
2006-07-24,613.186
2006-07-25,619.822
2006-07-26,621.964
2006-07-27,631.964
2006-07-28,633.181
2006-07-31,633.138
2006-08-01,628.199
2006-08-02,632.06
2006-08-03,631.851
2006-08-04,634.938
2006-08-07,632.22
2006-08-08,637.453
2006-08-09,642.986
2006-08-10,644.693
2006-08-11,644.828
2006-08-14,644.376
2006-08-15,646.8
2006-08-16,653.736
2006-08-17,656.443
2006-08-18,653.332
2006-08-21,645.232
2006-08-22,647.643
2006-08-23,645.173
2006-08-24,642.608
2006-08-25,643.637
2006-08-28,641.975
2006-08-29,648.106
2006-08-30,654.655
2006-08-31,655.609
2006-09-01,658.459
2006-09-04,666.89
2006-09-05,667.487
2006-09-06,664.059
2006-09-07,660.358
2006-09-08,663.182
2006-09-11,656.209
2006-09-12,656.288
2006-09-13,659.682
2006-09-14,660.481
2006-09-15,664.372
2006-09-18,674.422
2006-09-19,673.448
2006-09-20,672.424
2006-09-21,671.597
2006-09-22,664.657
2006-09-25,666.082
2006-09-26,667.805
2006-09-27,671.999
2006-09-28,672.728
2006-09-29,673.538
2006-10-02,675.376
2006-10-03,677.557
2006-10-04,675.006
2006-10-05,680.442
2006-10-06,680.359
2006-10-09,672.451
2006-10-10,677.436
2006-10-11,677.379
2006-10-12,682.169
2006-10-13,691.05
2006-10-16,693.253
2006-10-17,690.722
2006-10-18,694.161
2006-10-19,695.548
2006-10-20,700.132
2006-10-23,700.579
2006-10-24,700.861
2006-10-25,702.56
2006-10-26,709.312
2006-10-27,708.602
2006-10-30,705.136
2006-10-31,712.503
2006-11-01,722.269
2006-11-02,724.692
2006-11-03,731.222
2006-11-06,732.677
2006-11-07,738.086
2006-11-08,734.858
2006-11-09,738.237
2006-11-10,738.506
2006-11-13,735.911
2006-11-14,740.054
2006-11-15,739.889
2006-11-16,743.212
2006-11-17,740.795
2006-11-20,740.16
2006-11-21,745.701
2006-11-22,755.555
2006-11-23,759.742
2006-11-24,762.376
2006-11-27,763.304
2006-11-28,756.611
2006-11-29,764.55
2006-11-30,772.254
2006-12-01,775.874
2006-12-04,778.157
2006-12-05,781.034
2006-12-06,783.576
2006-12-07,784.482
2006-12-08,780.508
2006-12-11,776.432
2006-12-12,769.384
2006-12-13,770.756
2006-12-14,781.038
2006-12-15,784.829
2006-12-18,786.789
2006-12-19,778.674
2006-12-20,787.303
2006-12-21,785.59
2006-12-22,787.672
2006-12-25,787.962
2006-12-26,787.853
2006-12-27,793.815
2006-12-28,798.774
2006-12-29,803.008
2007-01-01,803.361
2007-01-02,811.993
2007-01-03,809.994
2007-01-04,801.224
2007-01-05,793.544
2007-01-08,786.867
2007-01-09,786.383
2007-01-10,779.282
2007-01-11,781.511
2007-01-12,790.258
2007-01-15,798.5
2007-01-16,799.209
2007-01-17,801.908
2007-01-18,806.243
2007-01-19,804.521
2007-01-22,805.331
2007-01-23,805.241
2007-01-24,812.133
2007-01-25,810.271
2007-01-26,805.814
2007-01-29,800.077
2007-01-30,800.518
2007-01-31,800.683
2007-02-01,809.279
2007-02-02,816.069
2007-02-05,819.735
2007-02-06,826.618
2007-02-07,828.929
2007-02-08,830.118
2007-02-09,832.408
2007-02-12,825.473
2007-02-13,826.534
2007-02-14,836.345
2007-02-15,840.449
2007-02-16,842.858
2007-02-19,845.702
2007-02-20,843.519
2007-02-21,845.116
2007-02-22,849.131
2007-02-23,847.344
2007-02-26,852.363
2007-02-27,836.321
2007-02-28,823.26
2007-03-01,814.724
2007-03-02,809.985
2007-03-05,773.883
2007-03-06,790.482
2007-03-07,795.229
2007-03-08,810.907
2007-03-09,815.473
2007-03-12,824.809
2007-03-13,822.372
2007-03-14,809.161
2007-03-15,821.408
2007-03-16,822.043
2007-03-19,828.828
2007-03-20,833.83
2007-03-21,842.016
2007-03-22,852.544
2007-03-23,856.045
2007-03-26,860.3
2007-03-27,858.041
2007-03-28,850.523
2007-03-29,860.521
2007-03-30,866.711
2007-04-02,868.216
2007-04-03,878.509
2007-04-04,885.902
2007-04-05,890.607
2007-04-06,892.613
2007-04-09,897.857
2007-04-10,900.155
2007-04-11,899.96
2007-04-12,901.675
2007-04-13,905.212
2007-04-16,914.418
2007-04-17,909.658
2007-04-18,912.953
2007-04-19,905.901
2007-04-20,920.719
2007-04-23,923.461
2007-04-24,927.361
2007-04-25,930.318
2007-04-26,929.586
2007-04-27,923.909
2007-04-30,919.141
2007-05-01,918.936
2007-05-02,924.195
2007-05-03,930.25
2007-05-04,941.869
2007-05-07,948.55
2007-05-08,943.577
2007-05-09,946.959
2007-05-10,948.608
2007-05-11,949.637
2007-05-14,956.125
2007-05-15,948.775
2007-05-16,957.034
2007-05-17,959.188
2007-05-18,960.748
2007-05-21,968.714
2007-05-22,972.003
2007-05-23,978.097
2007-05-24,972.75
2007-05-25,976.755
2007-05-28,982.911
2007-05-29,987.823
2007-05-30,980.588
2007-05-31,1000.0
2007-06-01,1007.001
2007-06-04,1008.285
2007-06-05,1009.386
2007-06-06,1001.79
2007-06-07,1006.332
2007-06-08,997.485
2007-06-11,1002.44
2007-06-12,1005.884
2007-06-13,1006.726
2007-06-14,1020.545
2007-06-15,1031.779
2007-06-18,1043.133
2007-06-19,1046.143
2007-06-20,1043.306
2007-06-21,1045.856
2007-06-22,1048.196
2007-06-25,1042.969
2007-06-26,1037.082
2007-06-27,1032.02
2007-06-28,1043.087
2007-06-29,1048.698
2007-07-02,1060.911
2007-07-03,1076.563
2007-07-04,1082.796
2007-07-05,1087.353
2007-07-06,1092.954
2007-07-09,1106.046
2007-07-10,1108.68
2007-07-11,1109.118
2007-07-12,1119.224
2007-07-13,1125.421
2007-07-16,1119.165
2007-07-17,1124.169
2007-07-18,1123.606
2007-07-19,1131.721
2007-07-20,1145.276
2007-07-23,1157.95
2007-07-24,1158.045
2007-07-25,1160.082
2007-07-26,1143.179
2007-07-27,1110.489
2007-07-30,1109.799
2007-07-31,1133.122
2007-08-01,1099.097
2007-08-02,1100.088
2007-08-03,1103.746
2007-08-06,1082.451
2007-08-07,1083.648
2007-08-08,1109.611
2007-08-09,1108.331
2007-08-10,1079.603
2007-08-13,1076.387
2007-08-14,1056.977
2007-08-15,1029.964
2007-08-16,957.108
2007-08-17,949.256
2007-08-20,992.981
2007-08-21,986.738
2007-08-22,1003.402
2007-08-23,1023.684
2007-08-24,1032.765
2007-08-27,1046.399
2007-08-28,1045.029
2007-08-29,1043.347
2007-08-30,1053.783
2007-08-31,1074.872
2007-09-03,1081.905
2007-09-04,1078.869
2007-09-05,1074.035
2007-09-06,1082.49
2007-09-07,1081.92
2007-09-10,1071.117
2007-09-11,1077.954
2007-09-12,1078.056
2007-09-13,1081.974
2007-09-14,1090.667
2007-09-17,1081.775
2007-09-18,1085.437
2007-09-19,1102.604
2007-09-20,1105.444
2007-09-21,1121.441
2007-09-24,1125.204
2007-09-25,1122.739
2007-09-26,1130.863
2007-09-27,1147.603
2007-09-28,1155.564
2007-10-01,1166.103
2007-10-02,1178.384
2007-10-03,1177.416
2007-10-04,1175.484
2007-10-05,1183.135
2007-10-08,1178.804
2007-10-09,1180.455
2007-10-10,1195.255
2007-10-11,1209.542
2007-10-12,1201.49
2007-10-15,1209.554
2007-10-16,1201.4
2007-10-17,1201.328
2007-10-18,1207.038
2007-10-19,1195.264
2007-10-22,1165.519
2007-10-23,1195.296
2007-10-24,1190.087
2007-10-25,1203.51
2007-10-26,1225.04
2007-10-29,1243.105
2007-10-30,1239.06
2007-10-31,1245.592
2007-11-01,1243.547
2007-11-02,1230.611
2007-11-05,1224.624
2007-11-06,1236.063
2007-11-07,1230.559
2007-11-08,1202.479
2007-11-09,1194.572
2007-11-12,1147.755
2007-11-13,1151.421
2007-11-14,1176.116
2007-11-15,1160.513
2007-11-16,1153.508
2007-11-19,1142.414
2007-11-20,1138.536
2007-11-21,1103.079
2007-11-22,1092.2
2007-11-23,1079.128
2007-11-26,1091.768
2007-11-27,1083.275
2007-11-28,1089.7
2007-11-29,1104.731
2007-11-30,1134.78
2007-12-03,1140.352
2007-12-04,1149.516
2007-12-05,1161.11
2007-12-06,1162.985
2007-12-07,1165.169
2007-12-10,1159.157
2007-12-11,1160.455
2007-12-12,1158.701
2007-12-13,1141.078
2007-12-14,1129.464
2007-12-17,1088.631
2007-12-18,1084.867
2007-12-19,1090.579
2007-12-20,1079.448
2007-12-21,1087.259
2007-12-24,1105.725
2007-12-25,1108.556
2007-12-26,1112.863
2007-12-27,1124.604
2007-12-28,1137.909
2007-12-31,1145.353
2008-01-01,1147.682
2008-01-02,1143.689
2008-01-03,1140.804
2008-01-04,1143.66
2008-01-07,1126.731
2008-01-08,1124.46
2008-01-09,1125.092
2008-01-10,1119.587
2008-01-11,1114.66
2008-01-14,1111.108
2008-01-15,1099.172
2008-01-16,1062.733
2008-01-17,1056.717
2008-01-18,1050.275
2008-01-21,994.962
2008-01-22,949.443
2008-01-23,956.705
2008-01-24,969.46
2008-01-25,995.307
2008-01-28,971.235
2008-01-29,981.104
2008-01-30,971.132
2008-01-31,970.508
2008-02-01,982.314
2008-02-04,1000.296
2008-02-05,994.868
2008-02-06,983.827
2008-02-07,976.56
2008-02-08,973.674
2008-02-11,960.95
2008-02-12,965.659
2008-02-13,969.048
2008-02-14,992.513
2008-02-15,997.872
2008-02-18,1006.336
2008-02-19,1018.57
2008-02-20,1003.357
2008-02-21,1017.632
2008-02-22,1014.549
2008-02-25,1021.378
2008-02-26,1029.733
2008-02-27,1044.061
2008-02-28,1047.203
2008-02-29,1042.68
2008-03-03,1018.385
2008-03-04,1017.36
2008-03-05,1018.0
2008-03-06,1022.299
2008-03-07,1002.519
2008-03-10,972.893
2008-03-11,985.987
2008-03-12,992.789
2008-03-13,965.792
2008-03-14,956.644
2008-03-17,914.583
2008-03-18,921.878
2008-03-19,923.248
2008-03-20,916.19
2008-03-21,922.442
2008-03-24,937.754
2008-03-25,959.669
2008-03-26,963.957
2008-03-27,963.669
2008-03-28,971.601
2008-03-31,968.683
2008-04-01,966.206
2008-04-02,978.906
2008-04-03,980.26
2008-04-04,982.074
2008-04-07,994.113
2008-04-08,989.615
2008-04-09,988.533
2008-04-10,996.753
2008-04-11,997.737
2008-04-14,988.826
2008-04-15,993.627
2008-04-16,1003.692
2008-04-17,1007.299
2008-04-18,1007.437
2008-04-21,1016.201
2008-04-22,1019.267
2008-04-23,1025.912
2008-04-24,1021.57
2008-04-25,1021.7
2008-04-28,1021.392
2008-04-29,1013.051
2008-04-30,1019.711
2008-05-01,1019.497
2008-05-02,1033.825
2008-05-05,1036.472
2008-05-06,1032.609
2008-05-07,1027.511
2008-05-08,1016.573
2008-05-09,1013.1
2008-05-12,1009.061
2008-05-13,1012.794
2008-05-14,1012.382
2008-05-15,1020.851
2008-05-16,1030.741
2008-05-19,1034.693
2008-05-20,1024.283
2008-05-21,1022.17
2008-05-22,1018.756
2008-05-23,1008.926
2008-05-26,992.81
2008-05-27,995.058
2008-05-28,992.16
2008-05-29,995.297
2008-05-30,996.166
2008-06-02,995.282
2008-06-03,990.594
2008-06-04,984.671
2008-06-05,987.883
2008-06-06,988.155
2008-06-09,974.907
2008-06-10,952.143
2008-06-11,946.98
2008-06-12,932.305
2008-06-13,930.143
2008-06-16,936.036
2008-06-17,942.67
2008-06-18,943.057
2008-06-19,931.137
2008-06-20,921.524
2008-06-23,905.256
2008-06-24,897.838
2008-06-25,906.578
2008-06-26,902.23
2008-06-27,882.164
2008-06-30,872.372
2008-07-01,850.482
2008-07-02,848.197
2008-07-03,837.399
2008-07-04,832.089
2008-07-07,835.106
2008-07-08,820.112
2008-07-09,831.63
2008-07-10,833.55
2008-07-11,843.661
2008-07-14,842.098
2008-07-15,818.687
2008-07-16,813.85
2008-07-17,823.907
2008-07-18,819.678
2008-07-21,829.974
2008-07-22,834.134
2008-07-23,854.266
2008-07-24,857.384
2008-07-25,851.554
2008-07-28,853.564
2008-07-29,843.15
2008-07-30,850.357
2008-07-31,847.107
2008-08-01,840.243
2008-08-04,828.751
2008-08-05,819.94
2008-08-06,827.904
2008-08-07,826.856
2008-08-08,821.613
2008-08-11,822.07
2008-08-12,814.483
2008-08-13,811.881
2008-08-14,814.483
2008-08-15,806.271
2008-08-18,795.341
2008-08-19,785.692
2008-08-20,792.095
2008-08-21,785.143
2008-08-22,782.546
2008-08-25,777.758
2008-08-26,770.202
2008-08-27,778.338
2008-08-28,778.812
2008-08-29,783.413
2008-09-01,765.249
2008-09-02,756.687
2008-09-03,748.997
2008-09-04,740.809
2008-09-05,725.737
2008-09-08,748.356
2008-09-09,727.421
2008-09-10,721.146
2008-09-11,701.665
2008-09-12,708.312
2008-09-15,685.545
2008-09-16,648.432
2008-09-17,641.546
2008-09-18,622.151
2008-09-19,657.552
2008-09-22,665.777
2008-09-23,659.309
2008-09-24,659.769
2008-09-25,656.757
2008-09-26,643.609
2008-09-29,620.334
2008-09-30,614.233
2008-10-01,618.621
2008-10-02,605.458
2008-10-03,600.312
2008-10-06,551.268
2008-10-07,538.38
2008-10-08,497.709
2008-10-09,498.459
2008-10-10,475.751
2008-10-13,494.114
2008-10-14,518.284
2008-10-15,494.469
2008-10-16,459.336
2008-10-17,456.908
2008-10-20,459.995
2008-10-21,454.65
2008-10-22,429.2
2008-10-23,412.473
2008-10-24,386.34
2008-10-27,365.059
2008-10-28,377.373
2008-10-29,383.829
2008-10-30,410.592
2008-10-31,420.544
2008-11-03,437.528
2008-11-04,450.384
2008-11-05,455.475
2008-11-06,428.04
2008-11-07,434.329
2008-11-10,443.099
2008-11-11,427.262
2008-11-12,415.091
2008-11-13,404.114
2008-11-14,406.844
2008-11-17,398.313
2008-11-18,384.692
2008-11-19,379.918
2008-11-20,361.092
2008-11-21,365.639
2008-11-24,368.104
2008-11-25,375.946
2008-11-26,380.846
2008-11-27,390.597
2008-11-28,391.884
2008-12-01,386.959
2008-12-02,377.606
2008-12-03,379.512
2008-12-04,378.532
2008-12-05,375.956
2008-12-08,393.379
2008-12-09,396.057
2008-12-10,409.461
2008-12-11,416.863
2008-12-12,408.002
2008-12-15,417.479
2008-12-16,421.889
2008-12-17,427.842
2008-12-18,439.781
2008-12-19,438.775
2008-12-22,432.004
2008-12-23,422.611
2008-12-24,424.449
2008-12-25,425.515
2008-12-26,424.702
2008-12-29,428.635
2008-12-30,437.105
2008-12-31,439.156
2009-01-01,441.187
2009-01-02,441.651
2009-01-05,449.437
2009-01-06,454.455
2009-01-07,453.521
2009-01-08,440.188
2009-01-09,440.442
2009-01-12,430.481
2009-01-13,429.299
2009-01-14,429.063
2009-01-15,415.207
2009-01-16,424.75
2009-01-19,424.495
2009-01-20,415.203
2009-01-21,412.734
2009-01-22,412.092
2009-01-23,406.681
2009-01-26,409.543
2009-01-27,410.703
2009-01-28,417.043
2009-01-29,415.532
2009-01-30,414.831
2009-02-02,409.643
2009-02-03,414.534
2009-02-04,419.448
2009-02-05,417.788
2009-02-06,426.921
2009-02-09,430.431
2009-02-10,430.374
2009-02-11,428.91
2009-02-12,423.743
2009-02-13,432.843
2009-02-16,430.493
2009-02-17,414.756
2009-02-18,413.131
2009-02-19,414.948
2009-02-20,403.697
2009-02-23,408.945
2009-02-24,402.766
2009-02-25,403.346
2009-02-26,403.154
2009-02-27,400.971
2009-03-02,384.88
2009-03-03,384.162
2009-03-04,393.473
2009-03-05,390.363
2009-03-06,392.66
2009-03-09,392.344
2009-03-10,400.327
2009-03-11,406.81
2009-03-12,407.921
2009-03-13,414.358
2009-03-16,423.629
2009-03-17,427.481
2009-03-18,430.127
2009-03-19,437.452
2009-03-20,437.211
2009-03-23,450.679
2009-03-24,453.056
2009-03-25,458.439
2009-03-26,467.5
2009-03-27,465.697
2009-03-30,448.709
2009-03-31,457.481
2009-04-01,467.009
2009-04-02,487.268
2009-04-03,489.797
2009-04-06,498.24
2009-04-07,497.815
2009-04-08,493.693
2009-04-09,512.854
2009-04-10,517.107
2009-04-13,524.89
2009-04-14,531.02
2009-04-15,533.061
2009-04-16,536.085
2009-04-17,527.514
2009-04-20,524.964
2009-04-21,527.149
2009-04-22,533.454
2009-04-23,541.438
2009-04-24,550.219
2009-04-27,540.186
2009-04-28,526.643
2009-04-29,539.918
2009-04-30,561.937
2009-05-01,561.895
2009-05-04,582.98
2009-05-05,586.399
2009-05-06,596.074
2009-05-07,604.478
2009-05-08,616.182
2009-05-11,617.841
2009-05-12,616.226
2009-05-13,618.396
2009-05-14,611.935
2009-05-15,622.119
2009-05-18,635.743
2009-05-19,649.161
2009-05-20,662.426
2009-05-21,660.904
2009-05-22,670.212
2009-05-25,678.284
2009-05-26,665.69
2009-05-27,675.565
2009-05-28,677.617
2009-05-29,685.739
2009-06-01,706.554
2009-06-02,703.857
2009-06-03,704.066
2009-06-04,704.723
2009-06-05,710.145
2009-06-08,695.232
2009-06-09,688.807
2009-06-10,697.747
2009-06-11,701.63
2009-06-12,701.397
2009-06-15,681.854
2009-06-16,680.224
2009-06-17,671.334
2009-06-18,666.811
2009-06-19,675.175
2009-06-22,669.747
2009-06-23,657.752
2009-06-24,671.13
2009-06-25,677.198
2009-06-26,686.806
2009-06-29,686.063
2009-06-30,682.798
2009-07-01,691.913
2009-07-02,690.798
2009-07-03,695.663
2009-07-06,686.727
2009-07-07,691.365
2009-07-08,679.44
2009-07-09,682.83
2009-07-10,676.709
2009-07-13,658.618
2009-07-14,673.32
2009-07-15,694.53
2009-07-16,697.939
2009-07-17,707.728
2009-07-20,726.559
2009-07-21,730.064
2009-07-22,729.216
2009-07-23,736.83
2009-07-24,739.994
2009-07-27,750.729
2009-07-28,758.286
2009-07-29,749.319
2009-07-30,754.633
2009-07-31,763.379
2009-08-03,780.83
2009-08-04,777.225
2009-08-05,770.087
2009-08-06,768.986
2009-08-07,764.792
2009-08-10,767.75
2009-08-11,766.482
2009-08-12,763.517
2009-08-13,779.049
2009-08-14,775.81
2009-08-17,746.221
2009-08-18,747.816
2009-08-19,743.326
2009-08-20,752.981
2009-08-21,758.927
2009-08-24,774.956
2009-08-25,772.871
2009-08-26,771.762
2009-08-27,765.257
2009-08-28,770.309
2009-08-31,765.439
2009-09-01,768.78
2009-09-02,761.023
2009-09-03,770.547
2009-09-04,779.476
2009-09-07,790.084
2009-09-08,795.207
2009-09-09,793.05
2009-09-10,793.458
2009-09-11,802.156
2009-09-14,796.472
2009-09-15,804.788
2009-09-16,818.395
2009-09-17,823.349
2009-09-18,829.766
2009-09-21,827.254
2009-09-22,833.083
2009-09-23,827.342
2009-09-24,823.844
2009-09-25,826.08
2009-09-28,819.153
2009-09-29,824.588
2009-09-30,827.665
2009-10-01,824.588
2009-10-02,817.893
2009-10-05,824.451
2009-10-06,838.054
2009-10-07,843.769
2009-10-08,850.742
2009-10-09,854.025
2009-10-12,860.998
2009-10-13,863.291
2009-10-14,879.377
2009-10-15,877.778
2009-10-16,875.507
2009-10-19,884.427
2009-10-20,881.691
2009-10-21,880.05
2009-10-22,871.262
2009-10-23,877.634
2009-10-26,873.3
2009-10-27,857.813
2009-10-28,838.562
2009-10-29,834.217
2009-10-30,833.374
2009-11-02,828.22
2009-11-03,819.699
2009-11-04,840.427
2009-11-05,842.751
2009-11-06,850.951
2009-11-09,866.291
2009-11-10,865.543
2009-11-11,873.53
2009-11-12,869.1
2009-11-13,874.27
2009-11-16,886.65
2009-11-17,880.825
2009-11-18,885.009
2009-11-19,877.075
2009-11-20,876.537
2009-11-23,884.828
2009-11-24,883.982
2009-11-25,889.831
2009-11-26,876.045
2009-11-27,858.132
2009-11-30,873.999
2009-12-01,889.467
2009-12-02,899.086
2009-12-03,903.676
2009-12-04,903.288
2009-12-07,904.093
2009-12-08,900.457
2009-12-09,897.864
2009-12-10,895.992
2009-12-11,906.6
2009-12-14,910.074
2009-12-15,907.374
2009-12-16,906.962
2009-12-17,896.139
2009-12-18,893.453
2009-12-21,893.422
2009-12-22,898.005
2009-12-23,903.435
2009-12-24,912.908
2009-12-25,913.884
2009-12-28,919.043
2009-12-29,923.204
2009-12-30,927.933
2009-12-31,934.964
2010-01-01,934.964
2010-01-04,951.994
2010-01-05,960.031
2010-01-06,967.809
2010-01-07,962.472
2010-01-08,970.094
2010-01-11,979.964
2010-01-12,977.385
2010-01-13,972.927
2010-01-14,983.23
2010-01-15,984.493
2010-01-18,986.941
2010-01-19,981.429
2010-01-20,971.684
2010-01-21,956.869
2010-01-22,938.739
2010-01-25,930.423
2010-01-26,904.882
2010-01-27,889.272
2010-01-28,902.2
2010-01-29,897.743
2010-02-01,898.215
2010-02-02,900.835
2010-02-03,912.348
2010-02-04,897.426
2010-02-05,864.185
2010-02-08,857.944
2010-02-09,869.466
2010-02-10,876.874
2010-02-11,884.437
2010-02-12,888.054
2010-02-15,889.334
2010-02-16,894.891
2010-02-17,903.728
2010-02-18,900.533
2010-02-19,892.004
2010-02-22,899.986
2010-02-23,899.703
2010-02-24,896.543
2010-02-25,887.172
2010-02-26,898.017
2010-03-01,908.019
2010-03-02,918.377
2010-03-03,926.972
2010-03-04,925.0
2010-03-05,936.027
2010-03-08,946.74
2010-03-09,944.739
2010-03-10,949.536
2010-03-11,947.085
2010-03-12,949.323
2010-03-15,940.175
2010-03-16,947.235
2010-03-17,960.271
2010-03-18,961.156
2010-03-19,963.845
2010-03-22,959.053
2010-03-23,961.728
2010-03-24,961.095
2010-03-25,960.232
2010-03-26,964.13
2010-03-29,971.774
2010-03-30,973.836
2010-03-31,976.075
2010-04-01,985.021
2010-04-02,985.638
2010-04-05,990.065
2010-04-06,994.288
2010-04-07,999.739
2010-04-08,995.029
2010-04-09,1003.805
2010-04-12,1003.804
2010-04-13,995.956
2010-04-14,1005.746
2010-04-15,1011.018
2010-04-16,1001.894
2010-04-19,976.478
2010-04-20,990.483
2010-04-21,1001.288
2010-04-22,998.356
2010-04-23,1001.453
2010-04-26,1010.038
2010-04-27,1001.35
2010-04-28,988.527
2010-04-29,993.701
2010-04-30,995.949
2010-05-03,986.922
2010-05-04,975.139
2010-05-05,953.449
2010-05-06,930.985
2010-05-07,909.563
2010-05-10,945.902
2010-05-11,938.596
2010-05-12,942.083
2010-05-13,953.599
2010-05-14,947.076
2010-05-17,923.142
2010-05-18,922.53
2010-05-19,896.769
2010-05-20,866.119
2010-05-21,858.9
2010-05-24,863.464
2010-05-25,824.022
2010-05-26,843.577
2010-05-27,871.379
2010-05-28,886.08
2010-05-31,891.875
2010-06-01,879.029
2010-06-02,877.255
2010-06-03,894.408
2010-06-04,889.17
2010-06-07,866.122
2010-06-08,870.211
2010-06-09,869.182
2010-06-10,878.774
2010-06-11,888.068
2010-06-14,902.607
2010-06-15,907.481
2010-06-16,911.479
2010-06-17,916.154
2010-06-18,921.276
2010-06-21,942.004
2010-06-22,937.151
2010-06-23,931.563
2010-06-24,930.92
2010-06-25,922.877
2010-06-28,928.285
2010-06-29,906.028
2010-06-30,905.177
2010-07-01,898.204
2010-07-02,899.511
2010-07-05,901.984
2010-07-06,913.849
2010-07-07,911.537
2010-07-08,923.076
2010-07-09,931.967
2010-07-12,933.905
2010-07-13,933.925
2010-07-14,941.87
2010-07-15,940.426
2010-07-16,935.429
2010-07-19,930.235
2010-07-20,935.755
2010-07-21,943.323
2010-07-22,948.209
2010-07-23,953.172
2010-07-26,955.251
2010-07-27,957.553
2010-07-28,960.091
2010-07-29,963.22
2010-07-30,965.259
2010-08-02,981.002
2010-08-03,981.049
2010-08-04,982.475
2010-08-05,981.507
2010-08-06,986.009
2010-08-09,992.267
2010-08-10,982.34
2010-08-11,967.402
2010-08-12,964.861
2010-08-13,974.433
2010-08-16,977.833
2010-08-17,986.061
2010-08-18,989.377
2010-08-19,992.944
2010-08-20,989.116
2010-08-23,990.057
