Date,EM (EMERGING MARKETS) SMALL GROWTH Small Cap
2001-07-19,273.711
2001-07-20,273.581
2001-07-23,271.329
2001-07-24,270.122
2001-07-25,268.391
2001-07-26,271.828
2001-07-27,272.962
2001-07-30,273.906
2001-07-31,273.037
2001-08-01,274.441
2001-08-02,275.803
2001-08-03,277.696
2001-08-06,275.635
2001-08-07,274.956
2001-08-08,275.306
2001-08-09,274.669
2001-08-10,275.491
2001-08-13,275.623
2001-08-14,277.681
2001-08-15,278.757
2001-08-16,279.373
2001-08-17,279.133
2001-08-20,278.147
2001-08-21,278.655
2001-08-22,278.755
2001-08-23,278.323
2001-08-24,277.831
2001-08-27,279.404
2001-08-28,278.1
2001-08-29,277.701
2001-08-30,276.264
2001-08-31,273.965
2001-09-03,272.468
2001-09-04,273.286
2001-09-05,271.398
2001-09-06,270.435
2001-09-07,269.421
2001-09-10,267.848
2001-09-11,263.156
2001-09-12,257.336
2001-09-13,250.931
2001-09-14,241.639
2001-09-17,231.805
2001-09-18,234.459
2001-09-19,238.34
2001-09-20,234.492
2001-09-21,229.449
2001-09-24,231.701
2001-09-25,230.928
2001-09-26,232.081
2001-09-27,233.108
2001-09-28,236.039
2001-10-01,234.318
2001-10-02,232.491
2001-10-03,231.349
2001-10-04,233.929
2001-10-05,233.974
2001-10-08,230.231
2001-10-09,233.997
2001-10-10,234.696
2001-10-11,238.97
2001-10-12,239.251
2001-10-15,239.58
2001-10-16,240.706
2001-10-17,242.66
2001-10-18,241.409
2001-10-19,241.818
2001-10-22,243.246
2001-10-23,244.587
2001-10-24,246.53
2001-10-25,246.625
2001-10-26,247.812
2001-10-29,247.747
2001-10-30,244.395
2001-10-31,245.35
2001-11-01,246.594
2001-11-02,247.766
2001-11-05,250.629
2001-11-06,251.702
2001-11-07,251.85
2001-11-08,253.675
2001-11-09,253.291
2001-11-12,255.146
2001-11-13,255.38
2001-11-14,258.198
2001-11-15,260.728
2001-11-16,261.613
2001-11-19,265.818
2001-11-20,264.177
2001-11-21,265.716
2001-11-22,266.593
2001-11-23,269.755
2001-11-26,274.023
2001-11-27,273.742
2001-11-28,269.884
2001-11-29,269.857
2001-11-30,272.194
2001-12-03,275.784
2001-12-04,278.079
2001-12-05,280.413
2001-12-06,284.225
2001-12-07,285.755
2001-12-10,287.587
2001-12-11,287.43
2001-12-12,292.078
2001-12-13,285.861
2001-12-14,286.439
2001-12-17,285.195
2001-12-18,281.197
2001-12-19,278.483
2001-12-20,278.914
2001-12-21,276.962
2001-12-24,278.441
2001-12-25,281.811
2001-12-26,283.472
2001-12-27,283.209
2001-12-28,286.276
2001-12-31,289.049
2002-01-01,289.02
2002-01-02,291.173
2002-01-03,293.68
2002-01-04,297.172
2002-01-07,300.832
2002-01-08,300.116
2002-01-09,302.558
2002-01-10,302.034
2002-01-11,298.507
2002-01-14,296.756
2002-01-15,295.77
2002-01-16,293.85
2002-01-17,295.394
2002-01-18,295.914
2002-01-21,298.705
2002-01-22,299.262
2002-01-23,301.373
2002-01-24,302.371
2002-01-25,305.274
2002-01-28,307.589
2002-01-29,305.616
2002-01-30,304.036
2002-01-31,306.108
2002-02-01,305.466
2002-02-04,302.612
2002-02-05,302.588
2002-02-06,304.69
2002-02-07,302.219
2002-02-08,301.923
2002-02-11,302.279
2002-02-12,302.86
2002-02-13,303.949
2002-02-14,307.329
2002-02-15,307.107
2002-02-18,308.219
2002-02-19,306.237
2002-02-20,304.139
2002-02-21,303.426
2002-02-22,301.697
2002-02-25,299.979
2002-02-26,300.538
2002-02-27,305.593
2002-02-28,305.32
2002-03-01,307.139
2002-03-04,314.059
2002-03-05,314.784
2002-03-06,317.875
2002-03-07,318.211
2002-03-08,318.666
2002-03-11,321.349
2002-03-12,320.14
2002-03-13,319.99
2002-03-14,321.706
2002-03-15,321.708
2002-03-18,322.133
2002-03-19,321.811
2002-03-20,324.111
2002-03-21,325.68
2002-03-22,328.685
2002-03-25,327.625
2002-03-26,327.558
2002-03-27,327.26
2002-03-28,328.096
2002-03-29,327.909
2002-04-01,327.142
2002-04-02,329.517
2002-04-03,329.583
2002-04-04,329.981
2002-04-05,332.532
2002-04-08,331.857
2002-04-09,330.195
2002-04-10,331.434
2002-04-11,333.015
2002-04-12,334.391
2002-04-15,336.366
2002-04-16,337.487
2002-04-17,341.139
2002-04-18,340.965
2002-04-19,340.871
2002-04-22,339.057
2002-04-23,337.112
2002-04-24,335.471
2002-04-25,332.203
2002-04-26,333.217
2002-04-29,329.311
2002-04-30,328.272
2002-05-01,327.852
2002-05-02,326.547
2002-05-03,327.349
2002-05-06,323.969
2002-05-07,324.522
2002-05-08,326.344
2002-05-09,325.635
2002-05-10,325.205
2002-05-13,323.46
2002-05-14,323.87
2002-05-15,326.853
2002-05-16,325.409
2002-05-17,326.514
2002-05-20,322.449
2002-05-21,317.705
2002-05-22,319.133
2002-05-23,317.581
2002-05-24,321.94
2002-05-27,322.569
2002-05-28,320.787
2002-05-29,319.499
2002-05-30,319.622
2002-05-31,318.185
2002-06-03,315.399
2002-06-04,315.638
2002-06-05,315.252
2002-06-06,315.313
2002-06-07,310.595
2002-06-10,313.631
2002-06-11,312.07
2002-06-12,311.647
2002-06-13,313.706
2002-06-14,311.014
2002-06-17,310.226
2002-06-18,310.089
2002-06-19,301.443
2002-06-20,300.289
2002-06-21,298.794
2002-06-24,295.343
2002-06-25,291.971
2002-06-26,280.627
2002-06-27,284.264
2002-06-28,292.187
2002-07-01,289.476
2002-07-02,287.345
2002-07-03,289.682
2002-07-04,293.803
2002-07-05,298.981
2002-07-08,301.068
2002-07-09,303.589
2002-07-10,301.948
2002-07-11,297.695
2002-07-12,304.487
2002-07-15,303.691
2002-07-16,300.74
2002-07-17,301.598
2002-07-18,302.072
2002-07-19,299.263
2002-07-22,290.347
2002-07-23,293.286
2002-07-24,286.295
2002-07-25,287.218
2002-07-26,279.627
2002-07-29,281.17
2002-07-30,285.721
2002-07-31,284.443
2002-08-01,282.77
2002-08-02,283.503
2002-08-05,272.832
2002-08-06,269.295
2002-08-07,274.792
2002-08-08,276.265
2002-08-09,277.362
2002-08-12,276.769
2002-08-13,275.795
2002-08-14,279.834
2002-08-15,280.222
2002-08-16,283.193
2002-08-19,284.009
2002-08-20,284.952
2002-08-21,285.962
2002-08-22,287.68
2002-08-23,285.986
2002-08-26,285.734
2002-08-27,285.488
2002-08-28,282.877
2002-08-29,282.613
2002-08-30,283.594
2002-09-02,281.143
2002-09-03,278.068
2002-09-04,276.576
2002-09-05,275.373
2002-09-06,274.029
2002-09-09,273.041
2002-09-10,276.897
2002-09-11,278.955
2002-09-12,280.019
2002-09-13,276.736
2002-09-16,271.737
2002-09-17,276.46
2002-09-18,271.101
2002-09-19,269.767
2002-09-20,267.602
2002-09-23,261.452
2002-09-24,257.579
2002-09-25,253.852
2002-09-26,254.746
2002-09-27,254.663
2002-09-30,251.371
2002-10-01,252.85
2002-10-02,252.673
2002-10-03,250.834
2002-10-04,249.844
2002-10-07,243.708
2002-10-08,244.807
2002-10-09,241.542
2002-10-10,238.738
2002-10-11,238.316
2002-10-14,239.504
2002-10-15,246.871
2002-10-16,249.444
2002-10-17,253.553
2002-10-18,259.388
2002-10-21,260.185
2002-10-22,257.961
2002-10-23,263.925
2002-10-24,263.399
2002-10-25,262.473
2002-10-28,264.68
2002-10-29,262.101
2002-10-30,260.928
2002-10-31,263.941
2002-11-01,262.179
2002-11-04,266.599
2002-11-05,266.875
2002-11-06,270.139
2002-11-07,271.458
2002-11-08,272.301
2002-11-11,268.991
2002-11-12,267.511
2002-11-13,266.785
2002-11-14,266.825
2002-11-15,269.698
2002-11-18,270.401
2002-11-19,269.425
2002-11-20,267.974
2002-11-21,269.287
2002-11-22,272.498
2002-11-25,274.916
2002-11-26,274.572
2002-11-27,275.5
2002-11-28,277.103
2002-11-29,279.347
2002-12-02,281.593
2002-12-03,284.184
2002-12-04,281.277
2002-12-05,281.246
2002-12-06,281.419
2002-12-09,281.368
2002-12-10,280.192
2002-12-11,279.651
2002-12-12,280.823
2002-12-13,279.892
2002-12-16,279.231
2002-12-17,278.594
2002-12-18,277.335
2002-12-19,278.084
2002-12-20,278.809
2002-12-23,274.872
2002-12-24,273.071
2002-12-25,272.274
2002-12-26,272.604
2002-12-27,272.358
2002-12-30,269.007
2002-12-31,270.048
2003-01-01,269.955
2003-01-02,272.152
2003-01-03,275.954
2003-01-06,278.283
2003-01-07,276.574
2003-01-08,277.338
2003-01-09,278.343
2003-01-10,279.073
2003-01-13,282.736
2003-01-14,283.164
2003-01-15,283.598
2003-01-16,282.183
2003-01-17,279.155
2003-01-20,278.262
2003-01-21,277.069
2003-01-22,275.474
2003-01-23,277.183
2003-01-24,272.978
2003-01-27,268.856
2003-01-28,270.288
2003-01-29,270.196
2003-01-30,271.362
2003-01-31,272.446
2003-02-03,272.779
2003-02-04,273.445
2003-02-05,273.335
2003-02-06,270.726
2003-02-07,268.459
2003-02-10,266.292
2003-02-11,266.389
2003-02-12,267.662
2003-02-13,265.138
2003-02-14,264.283
2003-02-17,269.753
2003-02-18,269.911
2003-02-19,268.248
2003-02-20,269.703
2003-02-21,270.147
2003-02-24,270.602
2003-02-25,266.905
2003-02-26,266.633
2003-02-27,266.346
2003-02-28,265.501
2003-03-03,266.238
2003-03-04,264.532
2003-03-05,260.378
2003-03-06,256.249
2003-03-07,253.149
2003-03-10,249.304
2003-03-11,247.624
2003-03-12,249.564
2003-03-13,250.367
2003-03-14,253.051
2003-03-17,247.263
2003-03-18,253.151
2003-03-19,253.506
2003-03-20,257.433
2003-03-21,258.066
2003-03-24,255.999
2003-03-25,254.409
2003-03-26,256.008
2003-03-27,256.234
2003-03-28,256.421
2003-03-31,252.802
2003-04-01,254.22
2003-04-02,255.281
2003-04-03,256.677
2003-04-04,260.182
2003-04-07,264.486
2003-04-08,264.041
2003-04-09,263.858
2003-04-10,265.581
2003-04-11,266.285
2003-04-14,267.526
2003-04-15,270.825
2003-04-16,273.647
2003-04-17,274.635
2003-04-18,278.056
2003-04-21,279.117
2003-04-22,275.229
2003-04-23,274.343
2003-04-24,270.785
2003-04-25,265.523
2003-04-28,265.424
2003-04-29,270.65
2003-04-30,270.619
2003-05-01,270.867
2003-05-02,271.898
2003-05-05,274.942
2003-05-06,275.396
2003-05-07,278.407
2003-05-08,277.274
2003-05-09,279.091
2003-05-12,280.718
2003-05-13,280.569
2003-05-14,280.51
2003-05-15,280.285
2003-05-16,280.523
2003-05-19,277.815
2003-05-20,278.926
2003-05-21,279.792
2003-05-22,281.521
2003-05-23,286.806
2003-05-26,290.989
2003-05-27,290.37
2003-05-28,291.364
2003-05-29,292.854
2003-05-30,294.478
2003-06-02,297.861
2003-06-03,296.415
2003-06-04,297.78
2003-06-05,299.796
2003-06-06,300.027
2003-06-09,301.893
2003-06-10,301.763
2003-06-11,303.249
2003-06-12,306.156
2003-06-13,308.587
2003-06-16,310.695
2003-06-17,313.197
2003-06-18,312.501
2003-06-19,313.927
2003-06-20,312.833
2003-06-23,308.678
2003-06-24,307.94
2003-06-25,310.364
2003-06-26,308.946
2003-06-27,310.654
2003-06-30,311.464
2003-07-01,315.564
2003-07-02,320.149
2003-07-03,321.208
2003-07-04,324.314
2003-07-07,328.383
2003-07-08,328.258
2003-07-09,328.608
2003-07-10,327.266
2003-07-11,327.175
2003-07-14,333.113
2003-07-15,331.927
2003-07-16,331.6
2003-07-17,327.739
2003-07-18,325.652
2003-07-21,323.601
2003-07-22,323.729
2003-07-23,325.288
2003-07-24,328.294
2003-07-25,331.282
2003-07-28,334.941
2003-07-29,333.364
2003-07-30,332.432
2003-07-31,332.608
2003-08-01,333.6
2003-08-04,333.264
2003-08-05,330.226
2003-08-06,329.153
2003-08-07,332.093
2003-08-08,331.317
2003-08-11,331.576
2003-08-12,332.913
2003-08-13,337.421
2003-08-14,339.434
2003-08-15,340.674
2003-08-18,343.028
2003-08-19,341.873
2003-08-20,341.84
2003-08-21,344.583
2003-08-22,344.916
2003-08-25,344.311
2003-08-26,343.956
2003-08-27,344.165
2003-08-28,342.48
2003-08-29,346.927
2003-09-01,348.979
2003-09-02,350.317
2003-09-03,351.122
2003-09-04,349.544
2003-09-05,349.939
2003-09-08,349.394
2003-09-09,348.724
2003-09-10,347.707
2003-09-11,348.716
2003-09-12,350.077
2003-09-15,349.477
2003-09-16,351.334
2003-09-17,352.966
2003-09-18,352.812
2003-09-19,353.298
2003-09-22,349.525
2003-09-23,351.686
2003-09-24,353.385
2003-09-25,350.701
2003-09-26,348.002
2003-09-29,347.113
2003-09-30,348.632
2003-10-01,349.869
2003-10-02,354.638
2003-10-03,356.873
2003-10-06,359.308
2003-10-07,359.839
2003-10-08,360.726
2003-10-09,364.336
2003-10-10,367.246
2003-10-13,367.799
2003-10-14,365.627
2003-10-15,366.062
2003-10-16,368.831
2003-10-17,367.057
2003-10-20,367.686
2003-10-21,366.14
2003-10-22,366.529
2003-10-23,360.992
2003-10-24,361.655
2003-10-27,361.723
2003-10-28,365.039
2003-10-29,365.636
2003-10-30,367.706
2003-10-31,368.159
2003-11-03,372.79
2003-11-04,373.684
2003-11-05,374.204
2003-11-06,372.366
2003-11-07,375.05
2003-11-10,374.802
2003-11-11,372.918
2003-11-12,375.56
2003-11-13,379.686
2003-11-14,381.154
2003-11-17,376.86
2003-11-18,377.014
2003-11-19,371.687
2003-11-20,370.07
2003-11-21,370.022
2003-11-24,366.721
2003-11-25,369.229
2003-11-26,373.239
2003-11-27,372.733
2003-11-28,377.29
2003-12-01,384.542
2003-12-02,387.273
2003-12-03,389.825
2003-12-04,390.0
2003-12-05,388.785
2003-12-08,388.07
2003-12-09,391.154
2003-12-10,388.963
2003-12-11,390.341
2003-12-12,393.128
2003-12-15,395.855
2003-12-16,393.514
2003-12-17,391.653
2003-12-18,391.895
2003-12-19,390.879
2003-12-22,390.665
2003-12-23,392.054
2003-12-24,392.779
2003-12-25,392.315
2003-12-26,393.472
2003-12-29,396.658
2003-12-30,400.916
2003-12-31,401.928
2004-01-01,402.235
2004-01-02,407.677
2004-01-05,414.944
2004-01-06,412.752
2004-01-07,413.324
2004-01-08,415.906
2004-01-09,419.788
2004-01-12,419.335
2004-01-13,419.66
2004-01-14,417.974
2004-01-15,413.938
2004-01-16,414.969
2004-01-19,415.475
2004-01-20,418.071
2004-01-21,415.442
2004-01-22,414.703
2004-01-23,416.172
2004-01-26,416.747
2004-01-27,418.778
2004-01-28,418.075
2004-01-29,411.0
2004-01-30,411.543
2004-02-02,411.549
2004-02-03,411.577
2004-02-04,411.164
2004-02-05,410.688
2004-02-06,413.172
2004-02-09,418.261
2004-02-10,419.928
2004-02-11,421.561
2004-02-12,424.766
2004-02-13,427.295
2004-02-16,427.512
2004-02-17,430.088
2004-02-18,431.927
2004-02-19,428.437
2004-02-20,426.34
2004-02-23,425.406
2004-02-24,423.064
2004-02-25,422.833
2004-02-26,422.964
2004-02-27,425.08
2004-03-01,428.863
2004-03-02,430.248
2004-03-03,426.713
2004-03-04,429.275
2004-03-05,433.587
2004-03-08,432.704
2004-03-09,433.015
2004-03-10,428.384
2004-03-11,424.412
2004-03-12,421.224
2004-03-15,420.373
2004-03-16,419.489
2004-03-17,422.329
2004-03-18,427.036
2004-03-19,428.678
2004-03-22,420.206
2004-03-23,416.236
2004-03-24,416.503
2004-03-25,413.99
2004-03-26,415.903
2004-03-29,422.502
2004-03-30,424.593
2004-03-31,428.68
2004-04-01,433.24
2004-04-02,434.69
2004-04-05,439.365
2004-04-06,440.554
2004-04-07,440.723
2004-04-08,440.964
2004-04-09,439.881
2004-04-12,441.952
2004-04-13,439.022
2004-04-14,435.207
2004-04-15,432.086
2004-04-16,434.333
2004-04-19,434.197
2004-04-20,433.524
2004-04-21,429.216
2004-04-22,426.756
2004-04-23,430.036
2004-04-26,428.654
2004-04-27,425.511
2004-04-28,419.364
2004-04-29,407.692
2004-04-30,401.431
2004-05-03,397.709
2004-05-04,403.385
2004-05-05,400.539
2004-05-06,394.568
2004-05-07,389.691
2004-05-10,370.412
2004-05-11,372.518
2004-05-12,378.315
2004-05-13,373.472
2004-05-14,367.621
2004-05-17,352.835
2004-05-18,355.628
2004-05-19,368.533
2004-05-20,363.863
2004-05-21,370.006
2004-05-24,373.407
2004-05-25,373.268
2004-05-26,375.705
2004-05-27,381.094
2004-05-28,383.851
2004-05-31,380.907
2004-06-01,381.122
2004-06-02,380.263
2004-06-03,373.225
2004-06-04,373.974
2004-06-07,381.109
2004-06-08,380.555
2004-06-09,379.006
2004-06-10,377.559
2004-06-11,372.506
2004-06-14,364.796
2004-06-15,366.989
2004-06-16,366.67
2004-06-17,366.08
2004-06-18,364.367
2004-06-21,363.011
2004-06-22,362.541
2004-06-23,364.162
2004-06-24,369.741
2004-06-25,371.892
2004-06-28,372.238
2004-06-29,373.35
2004-06-30,377.386
2004-07-01,378.193
2004-07-02,377.427
2004-07-05,376.202
2004-07-06,375.017
2004-07-07,376.772
2004-07-08,374.579
2004-07-09,376.263
2004-07-12,376.857
2004-07-13,375.713
2004-07-14,373.107
2004-07-15,371.538
2004-07-16,373.679
2004-07-19,374.061
2004-07-20,369.657
2004-07-21,369.699
2004-07-22,367.377
2004-07-23,365.585
2004-07-26,362.988
2004-07-27,362.19
2004-07-28,362.53
2004-07-29,361.593
2004-07-30,363.871
2004-08-02,360.726
2004-08-03,360.171
2004-08-04,358.658
2004-08-05,361.92
2004-08-06,362.007
2004-08-09,362.948
2004-08-10,362.937
2004-08-11,359.572
2004-08-12,358.693
2004-08-13,359.78
2004-08-16,359.107
2004-08-17,360.56
2004-08-18,362.636
2004-08-19,366.564
2004-08-20,368.729
2004-08-23,368.258
2004-08-24,369.161
2004-08-25,370.891
2004-08-26,374.358
2004-08-27,373.974
2004-08-30,374.947
2004-08-31,377.131
2004-09-01,381.92
2004-09-02,385.071
2004-09-03,383.507
2004-09-06,383.72
2004-09-07,384.568
2004-09-08,385.343
2004-09-09,386.672
2004-09-10,389.145
2004-09-13,391.692
2004-09-14,393.395
2004-09-15,393.911
2004-09-16,397.567
2004-09-17,397.535
2004-09-20,399.359
2004-09-21,400.759
2004-09-22,398.171
2004-09-23,398.449
2004-09-24,398.629
2004-09-27,397.367
2004-09-28,398.14
2004-09-29,398.19
2004-09-30,400.365
2004-10-01,405.122
2004-10-04,412.028
2004-10-05,411.446
2004-10-06,411.135
2004-10-07,410.753
2004-10-08,412.499
2004-10-11,413.104
2004-10-12,407.623
2004-10-13,405.645
2004-10-14,402.96
2004-10-15,403.471
2004-10-18,403.37
2004-10-19,406.091
2004-10-20,402.256
2004-10-21,403.924
2004-10-22,405.191
2004-10-25,402.152
2004-10-26,401.281
2004-10-27,404.568
2004-10-28,407.958
2004-10-29,408.709
2004-11-01,409.356
2004-11-02,412.534
2004-11-03,418.792
2004-11-04,420.922
2004-11-05,423.054
2004-11-08,421.03
2004-11-09,421.582
2004-11-10,424.16
2004-11-11,425.372
2004-11-12,430.227
2004-11-15,432.742
2004-11-16,432.9
2004-11-17,438.886
2004-11-18,438.186
2004-11-19,438.371
2004-11-22,435.813
2004-11-23,437.827
2004-11-24,440.621
2004-11-25,441.731
2004-11-26,442.974
2004-11-29,444.57
2004-11-30,447.078
2004-12-01,449.066
2004-12-02,451.179
2004-12-03,450.586
2004-12-06,452.959
2004-12-07,451.215
2004-12-08,447.004
2004-12-09,444.117
2004-12-10,441.681
2004-12-13,445.145
2004-12-14,447.271
2004-12-15,451.845
2004-12-16,453.336
2004-12-17,453.811
2004-12-20,457.446
2004-12-21,458.241
2004-12-22,459.251
2004-12-23,461.546
2004-12-24,462.535
2004-12-27,462.892
2004-12-28,464.314
2004-12-29,467.174
2004-12-30,471.233
2004-12-31,474.53
2005-01-03,474.053
2005-01-04,466.879
2005-01-05,461.333
2005-01-06,455.999
2005-01-07,458.229
2005-01-10,459.414
2005-01-11,461.363
2005-01-12,459.4
2005-01-13,461.826
2005-01-14,462.144
2005-01-17,464.441
2005-01-18,462.151
2005-01-19,463.464
2005-01-20,459.762
2005-01-21,460.72
2005-01-24,462.599
2005-01-25,461.296
2005-01-26,465.422
2005-01-27,466.967
2005-01-28,470.16
2005-01-31,475.33
2005-02-01,473.508
2005-02-02,475.652
2005-02-03,477.292
2005-02-04,479.4
2005-02-07,481.695
2005-02-08,479.802
2005-02-09,480.439
2005-02-10,480.318
2005-02-11,483.616
2005-02-14,489.513
2005-02-15,491.707
2005-02-16,493.331
2005-02-17,494.986
2005-02-18,498.447
2005-02-21,500.549
2005-02-22,502.831
2005-02-23,504.134
2005-02-24,507.391
2005-02-25,507.789
2005-02-28,511.619
2005-03-01,511.869
2005-03-02,511.586
2005-03-03,513.879
2005-03-04,516.231
2005-03-07,517.293
2005-03-08,516.716
2005-03-09,519.005
2005-03-10,517.315
2005-03-11,519.647
2005-03-14,514.289
2005-03-15,503.772
2005-03-16,502.874
2005-03-17,499.729
2005-03-18,499.071
2005-03-21,495.927
2005-03-22,492.437
2005-03-23,485.337
2005-03-24,482.963
2005-03-25,485.614
2005-03-28,484.258
2005-03-29,476.033
2005-03-30,477.863
2005-03-31,484.431
2005-04-01,489.915
2005-04-04,485.808
2005-04-05,485.226
2005-04-06,487.166
2005-04-07,488.27
2005-04-08,489.135
2005-04-11,487.371
2005-04-12,485.073
2005-04-13,488.138
2005-04-14,480.936
2005-04-15,475.423
2005-04-18,465.367
2005-04-19,471.909
2005-04-20,471.418
2005-04-21,472.63
2005-04-22,474.372
2005-04-25,474.519
2005-04-26,475.026
2005-04-27,471.566
2005-04-28,467.663
2005-04-29,467.609
2005-05-02,468.19
2005-05-03,468.498
2005-05-04,474.211
2005-05-05,478.623
2005-05-06,481.035
2005-05-09,479.943
2005-05-10,477.246
2005-05-11,474.652
2005-05-12,472.581
2005-05-13,471.14
2005-05-16,468.136
2005-05-17,467.452
2005-05-18,470.362
2005-05-19,474.898
2005-05-20,473.008
2005-05-23,472.487
2005-05-24,473.557
2005-05-25,471.609
2005-05-26,473.092
2005-05-27,478.672
2005-05-30,479.828
2005-05-31,480.09
2005-06-01,479.409
2005-06-02,482.827
2005-06-03,487.488
2005-06-06,488.078
2005-06-07,489.209
2005-06-08,491.358
2005-06-09,489.404
2005-06-10,491.444
2005-06-13,489.796
2005-06-14,488.766
2005-06-15,492.916
2005-06-16,495.442
2005-06-17,497.783
2005-06-20,496.227
2005-06-21,496.407
2005-06-22,500.078
2005-06-23,500.257
2005-06-24,499.341
2005-06-27,496.714
2005-06-28,495.479
2005-06-29,496.216
2005-06-30,496.155
2005-07-01,497.626
2005-07-04,496.684
2005-07-05,494.157
2005-07-06,496.257
2005-07-07,493.404
2005-07-08,494.481
2005-07-11,502.268
2005-07-12,508.059
2005-07-13,509.131
2005-07-14,513.988
2005-07-15,512.089
2005-07-18,513.213
2005-07-19,514.501
2005-07-20,515.22
2005-07-21,517.239
2005-07-22,518.433
2005-07-25,519.789
2005-07-26,516.677
2005-07-27,518.546
2005-07-28,523.854
2005-07-29,523.804
2005-08-01,524.528
2005-08-02,526.156
2005-08-03,530.043
2005-08-04,531.889
2005-08-05,530.77
2005-08-08,529.914
2005-08-09,532.49
2005-08-10,535.5
2005-08-11,536.272
2005-08-12,534.826
2005-08-15,531.331
2005-08-16,529.525
2005-08-17,530.008
2005-08-18,525.222
2005-08-19,522.925
2005-08-22,529.531
2005-08-23,528.563
2005-08-24,525.242
2005-08-25,526.459
2005-08-26,525.91
2005-08-29,520.149
2005-08-30,519.981
2005-08-31,522.004
2005-09-01,527.822
2005-09-02,530.012
2005-09-05,531.562
2005-09-06,531.986
2005-09-07,534.638
2005-09-08,535.587
2005-09-09,537.66
2005-09-12,538.795
2005-09-13,537.209
2005-09-14,538.686
2005-09-15,538.931
2005-09-16,539.804
2005-09-19,539.693
2005-09-20,543.633
2005-09-21,543.886
2005-09-22,541.962
2005-09-23,538.702
2005-09-26,541.647
2005-09-27,543.053
2005-09-28,545.474
2005-09-29,551.616
2005-09-30,555.664
2005-10-03,556.843
2005-10-04,560.49
2005-10-05,555.25
2005-10-06,547.364
2005-10-07,547.942
2005-10-10,551.67
2005-10-11,553.219
2005-10-12,546.986
2005-10-13,538.974
2005-10-14,536.702
2005-10-17,532.33
2005-10-18,531.261
2005-10-19,520.585
2005-10-20,521.567
2005-10-21,525.04
2005-10-24,526.005
2005-10-25,524.641
2005-10-26,522.753
2005-10-27,518.269
2005-10-28,515.255
2005-10-31,523.01
2005-11-01,528.156
2005-11-02,535.417
2005-11-03,537.758
2005-11-04,536.965
2005-11-07,536.416
