Date,SPAIN SMID GROWTH SMID (Small+Mid Cap)
2001-01-01,219.896
2001-01-02,224.303
2001-01-03,223.588
2001-01-04,229.202
2001-01-05,230.186
2001-01-08,228.146
2001-01-09,224.613
2001-01-10,224.132
2001-01-11,230.445
2001-01-12,233.771
2001-01-15,232.516
2001-01-16,230.934
2001-01-17,232.442
2001-01-18,235.035
2001-01-19,232.517
2001-01-22,233.465
2001-01-23,236.165
2001-01-24,234.362
2001-01-25,235.512
2001-01-26,235.882
2001-01-29,234.571
2001-01-30,239.276
2001-01-31,240.791
2001-02-01,244.62
2001-02-02,238.02
2001-02-05,238.015
2001-02-06,236.214
2001-02-07,235.323
2001-02-08,236.051
2001-02-09,236.629
2001-02-12,241.977
2001-02-13,238.968
2001-02-14,233.659
2001-02-15,230.275
2001-02-16,230.137
2001-02-19,232.239
2001-02-20,227.188
2001-02-21,224.685
2001-02-22,222.036
2001-02-23,220.177
2001-02-26,222.175
2001-02-27,225.126
2001-02-28,225.083
2001-03-01,225.043
2001-03-02,228.753
2001-03-05,229.33
2001-03-06,234.823
2001-03-07,233.508
2001-03-08,231.939
2001-03-09,230.913
2001-03-12,226.006
2001-03-13,222.083
2001-03-14,218.031
2001-03-15,216.83
2001-03-16,212.188
2001-03-19,211.899
2001-03-20,215.168
2001-03-21,206.544
2001-03-22,194.446
2001-03-23,203.798
2001-03-26,207.35
2001-03-27,206.309
2001-03-28,203.183
2001-03-29,200.35
2001-03-30,201.487
2001-04-02,200.756
2001-04-03,195.923
2001-04-04,201.953
2001-04-05,203.307
2001-04-06,203.202
2001-04-09,205.83
2001-04-10,204.472
2001-04-11,204.146
2001-04-12,205.489
2001-04-13,205.489
2001-04-16,203.384
2001-04-17,203.206
2001-04-18,205.887
2001-04-19,209.735
2001-04-20,210.22
2001-04-23,207.928
2001-04-24,210.692
2001-04-25,212.105
2001-04-26,214.392
2001-04-27,212.824
2001-04-30,213.895
2001-05-01,215.029
2001-05-02,216.007
2001-05-03,215.254
2001-05-04,214.84
2001-05-07,214.181
2001-05-08,214.164
2001-05-09,214.888
2001-05-10,216.423
2001-05-11,214.909
2001-05-14,212.811
2001-05-15,212.386
2001-05-16,212.26
2001-05-17,213.386
2001-05-18,212.698
2001-05-21,212.263
2001-05-22,208.83
2001-05-23,208.324
2001-05-24,207.742
2001-05-25,206.565
2001-05-28,207.942
2001-05-29,206.396
2001-05-30,206.279
2001-05-31,204.594
2001-06-01,203.359
2001-06-04,205.378
2001-06-05,207.769
2001-06-06,207.144
2001-06-07,208.167
2001-06-08,209.113
2001-06-11,208.223
2001-06-12,207.139
2001-06-13,207.395
2001-06-14,208.705
2001-06-15,208.547
2001-06-18,205.116
2001-06-19,204.507
2001-06-20,203.015
2001-06-21,203.636
2001-06-22,202.061
2001-06-25,204.234
2001-06-26,202.412
2001-06-27,204.442
2001-06-28,201.821
2001-06-29,200.736
2001-07-02,200.913
2001-07-03,199.538
2001-07-04,199.293
2001-07-05,195.444
2001-07-06,194.101
2001-07-09,194.748
2001-07-10,197.428
2001-07-11,194.718
2001-07-12,190.176
2001-07-13,190.962
2001-07-16,191.301
2001-07-17,192.443
2001-07-18,194.724
2001-07-19,195.491
2001-07-20,195.989
2001-07-23,196.461
2001-07-24,199.12
2001-07-25,196.501
2001-07-26,196.965
2001-07-27,197.625
2001-07-30,200.635
2001-07-31,200.694
2001-08-01,202.76
2001-08-02,205.557
2001-08-03,207.549
2001-08-06,207.196
2001-08-07,204.788
2001-08-08,203.468
2001-08-09,204.723
2001-08-10,205.886
2001-08-13,208.088
2001-08-14,208.859
2001-08-15,212.048
2001-08-16,211.55
2001-08-17,211.077
2001-08-20,210.1
2001-08-21,210.903
2001-08-22,212.606
2001-08-23,210.002
2001-08-24,211.565
2001-08-27,210.504
2001-08-28,208.582
2001-08-29,209.41
2001-08-30,206.686
2001-08-31,207.547
2001-09-03,204.507
2001-09-04,201.118
2001-09-05,197.883
2001-09-06,195.73
2001-09-07,195.169
2001-09-10,191.925
2001-09-11,181.44
2001-09-12,179.885
2001-09-13,179.247
2001-09-14,174.8
2001-09-17,172.09
2001-09-18,171.456
2001-09-19,172.707
2001-09-20,166.55
2001-09-21,159.64
2001-09-24,165.267
2001-09-25,170.095
2001-09-26,171.879
2001-09-27,173.531
2001-09-28,175.045
2001-10-01,174.516
2001-10-02,176.692
2001-10-03,177.878
2001-10-04,179.16
2001-10-05,178.307
2001-10-08,177.632
2001-10-09,177.064
2001-10-10,178.544
2001-10-11,178.332
2001-10-12,179.123
2001-10-15,179.802
2001-10-16,182.98
2001-10-17,185.103
2001-10-18,181.752
2001-10-19,178.823
2001-10-22,179.089
2001-10-23,179.86
2001-10-24,180.851
2001-10-25,178.694
2001-10-26,179.804
2001-10-29,182.248
2001-10-30,181.105
2001-10-31,182.094
2001-11-01,183.203
2001-11-02,182.791
2001-11-05,183.187
2001-11-06,183.738
2001-11-07,183.662
2001-11-08,184.768
2001-11-09,184.797
2001-11-12,181.594
2001-11-13,183.456
2001-11-14,185.118
2001-11-15,185.791
2001-11-16,187.315
2001-11-19,190.237
2001-11-20,189.333
2001-11-21,186.202
2001-11-22,189.518
2001-11-23,189.091
2001-11-26,190.604
2001-11-27,190.66
2001-11-28,190.056
2001-11-29,189.574
2001-11-30,192.067
2001-12-03,190.19
2001-12-04,193.566
2001-12-05,195.012
2001-12-06,195.682
2001-12-07,194.514
2001-12-10,193.192
2001-12-11,194.572
2001-12-12,194.598
2001-12-13,192.635
2001-12-14,192.72
2001-12-17,197.403
2001-12-18,195.403
2001-12-19,194.033
2001-12-20,192.017
2001-12-21,190.855
2001-12-24,188.951
2001-12-25,188.951
2001-12-26,189.112
2001-12-27,192.478
2001-12-28,189.777
2001-12-31,191.628
2002-01-01,191.628
2002-01-02,194.464
2002-01-03,196.273
2002-01-04,195.568
2002-01-07,192.226
2002-01-08,193.292
2002-01-09,191.595
2002-01-10,191.307
2002-01-11,190.679
2002-01-14,190.891
2002-01-15,191.101
2002-01-16,188.561
2002-01-17,190.491
2002-01-18,191.966
2002-01-21,190.186
2002-01-22,190.96
2002-01-23,192.014
2002-01-24,192.586
2002-01-25,188.631
2002-01-28,189.584
2002-01-29,189.965
2002-01-30,188.541
2002-01-31,189.791
2002-02-01,190.021
2002-02-04,190.791
2002-02-05,189.57
2002-02-06,187.279
2002-02-07,188.39
2002-02-08,189.23
2002-02-11,190.29
2002-02-12,190.021
2002-02-13,190.368
2002-02-14,192.285
2002-02-15,192.802
2002-02-18,191.413
2002-02-19,191.49
2002-02-20,190.015
2002-02-21,189.497
2002-02-22,190.608
2002-02-25,190.447
2002-02-26,191.436
2002-02-27,192.727
2002-02-28,192.706
2002-03-01,194.187
2002-03-04,196.845
2002-03-05,196.686
2002-03-06,199.001
2002-03-07,201.803
2002-03-08,202.255
2002-03-11,202.512
2002-03-12,200.571
2002-03-13,201.067
2002-03-14,204.097
2002-03-15,205.625
2002-03-18,207.678
2002-03-19,208.575
2002-03-20,207.906
2002-03-21,207.73
2002-03-22,207.414
2002-03-25,204.026
2002-03-26,204.401
2002-03-27,204.248
2002-03-28,205.599
2002-03-29,205.599
2002-04-01,207.284
2002-04-02,206.811
2002-04-03,206.731
2002-04-04,205.706
2002-04-05,205.54
2002-04-08,202.112
2002-04-09,203.518
2002-04-10,205.252
2002-04-11,204.882
2002-04-12,205.041
2002-04-15,205.904
2002-04-16,208.891
2002-04-17,209.992
2002-04-18,210.171
2002-04-19,212.287
2002-04-22,211.687
2002-04-23,212.238
2002-04-24,212.54
2002-04-25,213.671
2002-04-26,214.941
2002-04-29,215.461
2002-04-30,215.306
2002-05-01,216.525
2002-05-02,213.258
2002-05-03,215.321
2002-05-06,216.12
2002-05-07,215.59
2002-05-08,216.264
2002-05-09,218.154
2002-05-10,217.825
2002-05-13,218.404
2002-05-14,217.862
2002-05-15,219.161
2002-05-16,218.034
2002-05-17,221.218
2002-05-20,220.305
2002-05-21,220.125
2002-05-22,221.961
2002-05-23,221.698
2002-05-24,223.154
2002-05-27,222.092
2002-05-28,224.198
2002-05-29,225.457
2002-05-30,224.566
2002-05-31,224.725
2002-06-03,225.234
2002-06-04,222.548
2002-06-05,220.517
2002-06-06,223.808
2002-06-07,224.704
2002-06-10,223.824
2002-06-11,224.824
2002-06-12,226.258
2002-06-13,225.112
2002-06-14,221.738
2002-06-17,221.82
2002-06-18,221.529
2002-06-19,222.481
2002-06-20,220.583
2002-06-21,220.578
2002-06-24,217.984
2002-06-25,218.132
2002-06-26,219.305
2002-06-27,216.553
2002-06-28,222.223
2002-07-01,222.554
2002-07-02,221.31
2002-07-03,218.135
2002-07-04,218.085
2002-07-05,221.149
2002-07-08,223.603
2002-07-09,223.564
2002-07-10,219.692
2002-07-11,212.599
2002-07-12,213.916
2002-07-15,212.022
2002-07-16,211.314
2002-07-17,210.536
2002-07-18,212.722
2002-07-19,208.424
2002-07-22,202.506
2002-07-23,197.442
2002-07-24,195.195
2002-07-25,199.171
2002-07-26,197.839
2002-07-29,201.955
2002-07-30,202.836
2002-07-31,202.598
2002-08-01,201.924
2002-08-02,201.29
2002-08-05,198.711
2002-08-06,197.801
2002-08-07,196.523
2002-08-08,198.963
2002-08-09,200.298
2002-08-12,199.596
2002-08-13,200.744
2002-08-14,200.789
2002-08-15,199.294
2002-08-16,202.114
2002-08-19,202.735
2002-08-20,199.512
2002-08-21,201.346
2002-08-22,202.515
2002-08-23,200.632
2002-08-26,200.8
2002-08-27,203.679
2002-08-28,200.248
2002-08-29,199.091
2002-08-30,199.612
2002-09-02,200.186
2002-09-03,199.448
2002-09-04,200.878
2002-09-05,198.022
2002-09-06,200.273
2002-09-09,197.997
2002-09-10,197.833
2002-09-11,199.914
2002-09-12,198.233
2002-09-13,195.884
2002-09-16,193.9
2002-09-17,193.989
2002-09-18,192.68
2002-09-19,192.825
2002-09-20,193.12
2002-09-23,189.248
2002-09-24,183.25
2002-09-25,183.21
2002-09-26,184.848
2002-09-27,185.26
2002-09-30,186.323
2002-10-01,185.234
2002-10-02,188.124
2002-10-03,188.414
2002-10-04,186.698
2002-10-07,185.819
2002-10-08,185.245
2002-10-09,183.79
2002-10-10,183.893
2002-10-11,187.97
2002-10-14,188.675
2002-10-15,190.425
2002-10-16,190.063
2002-10-17,190.704
2002-10-18,190.074
2002-10-21,190.068
2002-10-22,189.453
2002-10-23,187.153
2002-10-24,188.006
2002-10-25,190.451
2002-10-28,191.934
2002-10-29,189.834
2002-10-30,189.272
2002-10-31,191.337
2002-11-01,192.526
2002-11-04,195.388
2002-11-05,195.739
2002-11-06,195.485
2002-11-07,195.785
2002-11-08,196.326
2002-11-11,195.064
2002-11-12,199.102
2002-11-13,199.418
2002-11-14,200.071
2002-11-15,199.42
2002-11-18,201.563
2002-11-19,201.914
2002-11-20,198.813
2002-11-21,201.259
2002-11-22,200.887
2002-11-25,199.406
2002-11-26,199.141
2002-11-27,203.14
2002-11-28,204.511
2002-11-29,203.627
2002-12-02,202.885
2002-12-03,201.622
2002-12-04,203.691
2002-12-05,203.164
2002-12-06,204.656
2002-12-09,203.724
2002-12-10,204.44
2002-12-11,204.421
2002-12-12,203.786
2002-12-13,203.153
2002-12-16,204.79
2002-12-17,206.423
2002-12-18,203.519
2002-12-19,205.491
2002-12-20,205.084
2002-12-23,204.394
2002-12-24,205.24
2002-12-25,205.24
2002-12-26,205.757
2002-12-27,204.474
2002-12-30,203.339
2002-12-31,204.137
2003-01-01,204.137
2003-01-02,207.278
2003-01-03,209.287
2003-01-06,210.573
2003-01-07,209.655
2003-01-08,209.019
2003-01-09,211.897
2003-01-10,211.664
2003-01-13,212.753
2003-01-14,215.386
2003-01-15,213.969
2003-01-16,215.812
2003-01-17,216.423
2003-01-20,215.429
2003-01-21,214.202
2003-01-22,213.157
2003-01-23,216.539
2003-01-24,217.42
2003-01-27,212.224
2003-01-28,211.946
2003-01-29,211.002
