Date,SPAIN SMID GROWTH SMID (Small+Mid Cap)
2003-01-30,209.387
2003-01-31,209.224
2003-02-03,210.364
2003-02-04,211.06
2003-02-05,212.095
2003-02-06,210.434
2003-02-07,209.048
2003-02-10,208.279
2003-02-11,208.913
2003-02-12,208.186
2003-02-13,210.681
2003-02-14,212.304
2003-02-17,212.873
2003-02-18,213.499
2003-02-19,213.183
2003-02-20,214.144
2003-02-21,215.218
2003-02-24,213.697
2003-02-25,211.271
2003-02-26,210.766
2003-02-27,211.053
2003-02-28,213.873
2003-03-03,216.19
2003-03-04,214.239
2003-03-05,217.481
2003-03-06,216.519
2003-03-07,215.924
2003-03-10,211.872
2003-03-11,212.071
2003-03-12,209.011
2003-03-13,208.898
2003-03-14,210.626
2003-03-17,211.83
2003-03-18,211.387
2003-03-19,212.401
2003-03-20,211.883
2003-03-21,213.689
2003-03-24,211.34
2003-03-25,213.185
2003-03-26,213.976
2003-03-27,213.44
2003-03-28,214.646
2003-03-31,216.14
2003-04-01,218.09
2003-04-02,220.321
2003-04-03,219.952
2003-04-04,219.715
2003-04-07,220.482
2003-04-08,221.293
2003-04-09,223.274
2003-04-10,225.782
2003-04-11,225.079
2003-04-14,227.465
2003-04-15,228.133
2003-04-16,228.498
2003-04-17,229.924
2003-04-18,229.924
2003-04-21,228.933
2003-04-22,231.137
2003-04-23,232.319
2003-04-24,232.1
2003-04-25,231.285
2003-04-28,232.899
2003-04-29,232.3
2003-04-30,234.94
2003-05-01,237.098
2003-05-02,236.587
2003-05-05,238.615
2003-05-06,242.438
2003-05-07,242.817
2003-05-08,243.727
2003-05-09,245.472
2003-05-12,245.861
2003-05-13,245.087
2003-05-14,244.41
2003-05-15,244.382
2003-05-16,247.061
2003-05-19,246.669
2003-05-20,247.375
2003-05-21,247.622
2003-05-22,250.547
2003-05-23,253.378
2003-05-26,256.199
2003-05-27,256.299
2003-05-28,255.404
2003-05-29,258.089
2003-05-30,258.545
2003-06-02,258.008
2003-06-03,255.537
2003-06-04,258.456
2003-06-05,261.063
2003-06-06,258.667
2003-06-09,259.871
2003-06-10,258.45
2003-06-11,261.642
2003-06-12,260.292
2003-06-13,261.805
2003-06-16,265.658
2003-06-17,263.774
2003-06-18,260.715
2003-06-19,259.726
2003-06-20,263.453
2003-06-23,257.595
2003-06-24,257.227
2003-06-25,260.312
2003-06-26,257.772
2003-06-27,256.482
2003-06-30,255.857
2003-07-01,258.283
2003-07-02,257.425
2003-07-03,255.823
2003-07-04,255.362
2003-07-07,254.77
2003-07-08,253.678
2003-07-09,253.53
2003-07-10,253.155
2003-07-11,254.938
2003-07-14,256.285
2003-07-15,254.569
2003-07-16,253.639
2003-07-17,254.329
2003-07-18,253.572
2003-07-21,254.762
2003-07-22,256.988
2003-07-23,259.233
2003-07-24,261.784
2003-07-25,260.243
2003-07-28,260.523
2003-07-29,258.877
2003-07-30,256.404
2003-07-31,255.41
2003-08-01,254.575
2003-08-04,255.499
2003-08-05,256.01
2003-08-06,255.425
2003-08-07,256.192
2003-08-08,254.657
2003-08-11,255.293
2003-08-12,255.336
2003-08-13,254.564
2003-08-14,254.985
2003-08-15,254.804
2003-08-18,251.859
2003-08-19,250.759
2003-08-20,252.212
2003-08-21,249.128
2003-08-22,247.334
2003-08-25,247.537
2003-08-26,246.747
2003-08-27,246.962
2003-08-28,247.901
2003-08-29,248.84
2003-09-01,250.238
2003-09-02,248.151
2003-09-03,250.515
2003-09-04,252.001
2003-09-05,254.394
2003-09-08,256.777
2003-09-09,257.167
2003-09-10,255.803
2003-09-11,256.124
2003-09-12,257.571
2003-09-15,258.144
2003-09-16,257.16
2003-09-17,259.731
2003-09-18,260.491
2003-09-19,262.362
2003-09-22,261.599
2003-09-23,262.98
2003-09-24,262.176
2003-09-25,263.789
2003-09-26,262.629
2003-09-29,262.778
2003-09-30,263.194
2003-10-01,265.328
2003-10-02,265.131
2003-10-03,265.668
2003-10-06,266.529
2003-10-07,269.981
2003-10-08,270.471
2003-10-09,270.0
2003-10-10,271.404
2003-10-13,269.997
2003-10-14,270.44
2003-10-15,270.28
2003-10-16,271.466
2003-10-17,269.129
2003-10-20,270.544
2003-10-21,270.369
2003-10-22,271.062
2003-10-23,270.783
2003-10-24,271.11
2003-10-27,270.84
2003-10-28,270.496
2003-10-29,270.15
2003-10-30,272.036
2003-10-31,270.932
2003-11-03,268.911
2003-11-04,269.944
2003-11-05,268.691
2003-11-06,267.98
2003-11-07,269.953
2003-11-10,271.29
2003-11-11,271.319
2003-11-12,275.22
2003-11-13,276.454
2003-11-14,278.479
2003-11-17,276.671
2003-11-18,279.096
2003-11-19,279.459
2003-11-20,279.099
2003-11-21,280.42
2003-11-24,279.0
2003-11-25,280.338
2003-11-26,282.111
2003-11-27,282.115
2003-11-28,284.204
2003-12-01,286.203
2003-12-02,289.155
2003-12-03,288.822
2003-12-04,287.285
2003-12-05,289.223
2003-12-08,291.045
2003-12-09,292.349
2003-12-10,292.346
2003-12-11,291.194
2003-12-12,294.089
2003-12-15,295.15
2003-12-16,296.447
2003-12-17,298.673
2003-12-18,299.707
2003-12-19,300.705
2003-12-22,301.992
2003-12-23,303.817
2003-12-24,304.673
2003-12-25,304.673
2003-12-26,304.551
2003-12-29,306.768
2003-12-30,306.524
2003-12-31,308.555
2004-01-01,308.555
2004-01-02,313.648
2004-01-05,316.006
2004-01-06,317.901
2004-01-07,314.687
2004-01-08,316.703
2004-01-09,319.448
2004-01-12,321.299
2004-01-13,321.361
2004-01-14,321.175
2004-01-15,319.633
2004-01-16,316.175
2004-01-19,317.736
2004-01-20,322.115
2004-01-21,323.698
2004-01-22,325.962
2004-01-23,326.19
2004-01-26,321.731
2004-01-27,323.224
2004-01-28,323.261
2004-01-29,317.7
2004-01-30,317.041
2004-02-02,321.249
2004-02-03,325.092
2004-02-04,323.675
2004-02-05,326.028
2004-02-06,329.126
2004-02-09,329.579
2004-02-10,331.033
2004-02-11,332.004
2004-02-12,340.253
2004-02-13,339.67
2004-02-16,341.48
2004-02-17,344.925
2004-02-18,345.08
2004-02-19,341.417
2004-02-20,337.171
2004-02-23,338.034
2004-02-24,340.169
2004-02-25,335.636
2004-02-26,332.638
2004-02-27,335.935
2004-03-01,338.931
2004-03-02,337.825
2004-03-03,332.936
2004-03-04,335.064
2004-03-05,342.182
2004-03-08,342.356
2004-03-09,340.904
2004-03-10,336.032
2004-03-11,330.357
2004-03-12,326.573
2004-03-15,316.893
2004-03-16,322.556
2004-03-17,321.223
2004-03-18,323.745
2004-03-19,324.958
2004-03-22,321.643
2004-03-23,318.345
2004-03-24,316.59
2004-03-25,319.495
2004-03-26,317.568
2004-03-29,322.154
2004-03-30,322.389
2004-03-31,327.511
2004-04-01,333.684
2004-04-02,332.526
2004-04-05,328.734
2004-04-06,328.241
2004-04-07,329.743
2004-04-08,330.711
2004-04-09,330.711
2004-04-12,329.782
2004-04-13,327.775
2004-04-14,325.14
2004-04-15,326.566
2004-04-16,331.586
2004-04-19,329.757
2004-04-20,327.354
2004-04-21,323.582
2004-04-22,324.745
2004-04-23,325.215
2004-04-26,327.089
2004-04-27,327.565
2004-04-28,321.907
2004-04-29,322.196
2004-04-30,321.881
2004-05-03,323.65
2004-05-04,326.608
2004-05-05,330.043
2004-05-06,326.458
2004-05-07,320.052
2004-05-10,311.335
2004-05-11,312.258
2004-05-12,314.442
2004-05-13,314.362
2004-05-14,313.751
2004-05-17,313.09
2004-05-18,313.006
2004-05-19,318.814
2004-05-20,314.259
2004-05-21,317.532
2004-05-24,318.223
2004-05-25,321.539
2004-05-26,323.257
2004-05-27,328.407
2004-05-28,326.602
2004-05-31,327.925
2004-06-01,324.998
2004-06-02,329.608
2004-06-03,328.345
2004-06-04,331.031
2004-06-07,335.787
2004-06-08,335.307
2004-06-09,329.886
2004-06-10,328.638
2004-06-11,324.904
2004-06-14,324.921
2004-06-15,325.385
2004-06-16,324.456
2004-06-17,326.719
2004-06-18,329.665
2004-06-21,330.165
2004-06-22,328.654
2004-06-23,331.241
2004-06-24,334.267
2004-06-25,333.615
2004-06-28,337.103
2004-06-29,334.182
2004-06-30,333.497
2004-07-01,336.602
2004-07-02,338.713
2004-07-05,338.288
2004-07-06,337.986
2004-07-07,340.405
2004-07-08,341.599
2004-07-09,341.65
2004-07-12,344.449
2004-07-13,342.478
2004-07-14,342.848
2004-07-15,341.64
2004-07-16,345.825
2004-07-19,343.959
2004-07-20,342.889
2004-07-21,339.749
2004-07-22,338.085
2004-07-23,332.374
2004-07-26,331.507
2004-07-27,331.208
2004-07-28,329.056
2004-07-29,333.22
2004-07-30,333.375
2004-08-02,331.681
2004-08-03,334.357
2004-08-04,331.779
2004-08-05,332.287
2004-08-06,333.226
2004-08-09,332.514
2004-08-10,334.743
2004-08-11,330.939
2004-08-12,332.161
2004-08-13,334.406
2004-08-16,334.162
2004-08-17,337.402
2004-08-18,336.482
2004-08-19,340.195
2004-08-20,338.186
2004-08-23,337.891
2004-08-24,335.474
2004-08-25,334.808
2004-08-26,336.084
2004-08-27,335.274
2004-08-30,335.946
2004-08-31,339.272
2004-09-01,342.028
2004-09-02,343.816
2004-09-03,344.465
2004-09-06,347.214
2004-09-07,346.557
2004-09-08,349.033
2004-09-09,348.959
2004-09-10,353.144
2004-09-13,353.753
2004-09-14,353.427
2004-09-15,349.341
2004-09-16,349.788
2004-09-17,350.64
2004-09-20,350.396
2004-09-21,354.301
2004-09-22,352.663
2004-09-23,353.171
2004-09-24,352.44
2004-09-27,351.76
2004-09-28,353.983
2004-09-29,356.976
2004-09-30,359.432
2004-10-01,364.344
2004-10-04,362.453
2004-10-05,362.905
2004-10-06,363.706
2004-10-07,361.467
2004-10-08,365.412
2004-10-11,363.575
2004-10-12,361.446
2004-10-13,360.394
2004-10-14,361.16
2004-10-15,363.544
2004-10-18,364.914
2004-10-19,366.56
2004-10-20,368.174
2004-10-21,369.678
2004-10-22,371.497
2004-10-25,371.711
2004-10-26,372.229
2004-10-27,375.888
2004-10-28,377.855
2004-10-29,375.731
2004-11-01,376.455
2004-11-02,375.905
2004-11-03,379.335
2004-11-04,381.945
2004-11-05,384.013
2004-11-08,386.748
2004-11-09,387.345
2004-11-10,388.705
2004-11-11,389.604
2004-11-12,391.649
2004-11-15,388.752
2004-11-16,388.382
2004-11-17,393.612
2004-11-18,392.434
2004-11-19,395.225
2004-11-22,394.313
2004-11-23,396.156
2004-11-24,401.207
2004-11-25,407.082
2004-11-26,407.777
2004-11-29,407.673
2004-11-30,406.398
2004-12-01,410.282
2004-12-02,410.763
2004-12-03,415.019
2004-12-06,416.758
2004-12-07,415.998
2004-12-08,411.025
2004-12-09,411.947
2004-12-10,412.045
2004-12-13,416.829
2004-12-14,418.429
2004-12-15,422.73
2004-12-16,421.132
2004-12-17,420.864
2004-12-20,428.789
2004-12-21,427.028
2004-12-22,430.354
2004-12-23,433.934
2004-12-24,435.059
2004-12-27,437.494
2004-12-28,437.032
2004-12-29,437.257
2004-12-30,440.062
2004-12-31,438.851
2005-01-03,437.727
2005-01-04,434.972
2005-01-05,431.141
2005-01-06,427.748
2005-01-07,426.368
2005-01-10,430.078
2005-01-11,430.957
2005-01-12,437.285
2005-01-13,437.876
2005-01-14,436.4
2005-01-17,438.906
2005-01-18,438.592
2005-01-19,441.202
2005-01-20,436.931
2005-01-21,438.698
2005-01-24,439.308
2005-01-25,440.141
2005-01-26,445.53
2005-01-27,447.239
2005-01-28,448.017
2005-01-31,453.225
2005-02-01,457.054
2005-02-02,460.737
2005-02-03,458.671
2005-02-04,462.695
2005-02-07,458.287
2005-02-08,455.882
2005-02-09,456.33
2005-02-10,460.331
2005-02-11,463.601
2005-02-14,468.186
2005-02-15,470.305
2005-02-16,470.874
2005-02-17,475.365
2005-02-18,473.038
2005-02-21,464.878
2005-02-22,465.89
2005-02-23,467.923
2005-02-24,469.053
2005-02-25,472.075
2005-02-28,475.706
2005-03-01,476.573
2005-03-02,472.999
2005-03-03,471.565
2005-03-04,480.749
2005-03-07,478.419
2005-03-08,481.926
2005-03-09,479.374
2005-03-10,474.121
2005-03-11,476.781
2005-03-14,473.176
2005-03-15,472.623
2005-03-16,475.068
2005-03-17,474.643
2005-03-18,472.453
2005-03-21,471.252
2005-03-22,474.604
2005-03-23,466.87
2005-03-24,467.681
2005-03-25,467.681
2005-03-28,464.399
2005-03-29,466.254
2005-03-30,467.993
2005-03-31,467.801
2005-04-01,470.283
2005-04-04,463.253
2005-04-05,466.825
2005-04-06,469.356
2005-04-07,474.64
2005-04-08,471.966
2005-04-11,474.951
2005-04-12,470.355
2005-04-13,473.811
2005-04-14,469.832
2005-04-15,465.484
2005-04-18,462.321
2005-04-19,466.562
2005-04-20,467.979
2005-04-21,469.499
2005-04-22,470.981
2005-04-25,468.285
2005-04-26,466.994
2005-04-27,461.181
2005-04-28,459.257
2005-04-29,458.732
2005-05-02,464.205
2005-05-03,467.552
2005-05-04,470.651
2005-05-05,471.596
2005-05-06,470.797
2005-05-09,470.629
2005-05-10,473.316
2005-05-11,471.141
2005-05-12,472.427
2005-05-13,469.616
2005-05-16,468.272
2005-05-17,467.871
2005-05-18,474.529
2005-05-19,475.223
2005-05-20,473.768
2005-05-23,476.483
2005-05-24,477.726
2005-05-25,479.281
2005-05-26,481.099
2005-05-27,480.275
2005-05-30,482.527
2005-05-31,479.754
2005-06-01,482.25
2005-06-02,482.916
2005-06-03,481.506
2005-06-06,482.238
2005-06-07,487.805
2005-06-08,488.183
2005-06-09,485.03
2005-06-10,486.252
2005-06-13,484.003
2005-06-14,485.684
2005-06-15,482.792
2005-06-16,485.19
2005-06-17,493.067
2005-06-20,487.998
2005-06-21,492.893
2005-06-22,495.34
2005-06-23,495.278
2005-06-24,492.825
2005-06-27,492.169
2005-06-28,493.969
2005-06-29,498.862
2005-06-30,502.326
2005-07-01,500.962
2005-07-04,498.31
2005-07-05,498.469
2005-07-06,500.267
2005-07-07,494.282
2005-07-08,500.119
2005-07-11,511.582
2005-07-12,517.733
2005-07-13,515.961
2005-07-14,515.352
2005-07-15,510.762
2005-07-18,511.713
2005-07-19,510.161
2005-07-20,511.746
2005-07-21,515.225
2005-07-22,516.528
2005-07-25,513.309
2005-07-26,512.605
2005-07-27,513.322
2005-07-28,515.593
2005-07-29,517.205
2005-08-01,519.453
2005-08-02,521.97
2005-08-03,526.601
2005-08-04,529.001
2005-08-05,528.444
2005-08-08,533.86
2005-08-09,533.492
2005-08-10,540.443
2005-08-11,540.115
2005-08-12,536.785
2005-08-15,535.072
2005-08-16,532.791
2005-08-17,528.007
2005-08-18,519.773
2005-08-19,521.851
2005-08-22,527.193
2005-08-23,523.624
2005-08-24,527.126
2005-08-25,525.158
2005-08-26,525.038
2005-08-29,522.559
2005-08-30,521.271
2005-08-31,530.04
2005-09-01,546.48
2005-09-02,551.468
2005-09-05,554.561
2005-09-06,554.895
2005-09-07,558.454
2005-09-08,559.467
2005-09-09,562.673
2005-09-12,556.765
2005-09-13,552.802
2005-09-14,556.28
2005-09-15,556.313
2005-09-16,563.214
2005-09-19,562.839
2005-09-20,566.764
2005-09-21,567.064
2005-09-22,562.453
2005-09-23,559.764
2005-09-26,555.761
2005-09-27,554.631
2005-09-28,559.906
2005-09-29,558.779
2005-09-30,563.371
2005-10-03,560.132
2005-10-04,562.007
2005-10-05,560.823
2005-10-06,562.341
2005-10-07,559.959
2005-10-10,562.306
2005-10-11,563.996
2005-10-12,561.985
2005-10-13,544.572
2005-10-14,549.612
2005-10-17,544.315
2005-10-18,535.139
2005-10-19,526.309
2005-10-20,526.09
2005-10-21,525.659
2005-10-24,534.829
2005-10-25,543.338
2005-10-26,541.686
2005-10-27,538.074
2005-10-28,537.544
2005-10-31,540.943
2005-11-01,542.603
2005-11-02,544.427
2005-11-03,545.49
2005-11-04,535.486
2005-11-07,535.588
2005-11-08,533.367
