Date,SPAIN SMID GROWTH SMID (Small+Mid Cap)
1994-05-31,200.763
1994-06-30,192.583
1994-07-29,195.882
1994-08-31,199.477
1994-09-30,192.101
1994-10-31,189.095
1994-11-30,185.804
1994-12-30,177.456
1995-01-31,171.795
1995-02-28,172.166
1995-03-31,166.715
1995-04-28,183.593
1995-05-31,193.733
1995-06-30,193.937
1995-07-31,204.023
1995-08-31,195.216
1995-09-29,191.741
1995-10-31,185.395
1995-11-30,182.808
1995-12-29,185.128
1996-01-31,179.683
1996-02-29,187.773
1996-03-29,188.949
1996-04-30,187.472
1996-05-31,186.065
1996-06-28,191.789
1996-07-31,186.578
1996-08-30,191.1
1996-09-30,189.191
1996-10-31,193.063
1996-11-29,197.275
1996-12-31,211.265
1997-01-31,205.453
1997-02-28,201.118
1997-03-31,205.855
1997-04-30,209.926
1997-05-30,228.827
1997-06-30,250.524
1997-07-31,241.622
1997-08-29,238.868
1997-09-30,257.792
1997-10-31,238.029
1997-11-28,244.257
1997-12-31,245.227
1998-01-30,258.885
1998-02-27,281.832
1998-03-31,317.814
1998-04-30,322.764
1998-05-29,335.505
1998-06-30,329.797
1998-07-31,333.485
1998-08-31,295.018
1998-09-30,286.989
1998-10-30,310.795
1998-11-30,331.273
1998-12-31,354.572
1999-01-29,334.556
1999-02-26,328.088
1999-03-31,299.529
1999-04-30,291.828
1999-05-31,286.708
1999-06-30,282.685
1999-07-30,277.427
1999-08-31,289.079
1999-09-30,280.897
1999-10-29,269.966
1999-11-30,269.037
1999-12-31,308.956
2000-01-31,280.712
2000-02-29,333.465
2000-03-31,319.749
2000-04-28,289.552
2000-05-31,269.78
2000-06-30,269.373
2000-07-31,259.189
2000-08-31,257.356
2000-09-29,251.512
2000-10-31,231.425
2000-11-30,216.87
2000-12-29,219.896
2001-01-31,240.791
2001-02-28,225.083
2001-03-30,201.487
2001-04-30,213.895
2001-05-31,204.594
2001-06-29,200.736
2001-07-31,200.694
2001-08-31,207.547
2001-09-28,175.045
2001-10-31,182.094
2001-11-30,192.067
2001-12-31,191.628
2002-01-31,189.791
2002-02-28,192.706
2002-03-29,205.599
2002-04-30,215.306
2002-05-31,224.725
2002-06-28,222.223
2002-07-31,202.598
2002-08-30,199.612
2002-09-30,186.323
2002-10-31,191.337
2002-11-29,203.627
2002-12-31,204.137
2003-01-31,209.224
2003-02-28,213.873
2003-03-31,216.14
2003-04-30,234.94
2003-05-30,258.545
2003-06-30,255.857
2003-07-31,255.41
2003-08-29,248.84
2003-09-30,263.194
