Date,SPAIN SMID GROWTH SMID (Small+Mid Cap)
2003-10-31,270.932
2003-11-28,284.204
2003-12-31,308.555
2004-01-30,317.041
2004-02-27,335.935
2004-03-31,327.511
2004-04-30,321.881
2004-05-31,327.925
2004-06-30,333.497
2004-07-30,333.375
2004-08-31,339.272
2004-09-30,359.432
2004-10-29,375.731
2004-11-30,406.398
2004-12-31,438.851
2005-01-31,453.225
2005-02-28,475.706
2005-03-31,467.801
2005-04-29,458.732
2005-05-31,479.754
2005-06-30,502.326
2005-07-29,517.205
2005-08-31,530.04
2005-09-30,563.371
2005-10-31,540.943
2005-11-30,540.248
2005-12-30,544.689
2006-01-31,589.05
2006-02-28,617.327
2006-03-31,651.159
2006-04-28,686.894
2006-05-31,667.622
2006-06-30,665.636
2006-07-31,682.624
2006-08-31,701.882
2006-09-29,738.196
2006-10-31,774.66
2006-11-30,830.58
2006-12-29,858.061
2007-01-31,892.277
2007-02-28,912.075
2007-03-30,963.195
2007-04-30,969.635
2007-05-31,1000.0
2007-06-29,965.781
2007-07-31,958.695
2007-08-31,914.958
2007-09-28,930.951
2007-10-31,1014.433
2007-11-30,983.103
2007-12-31,915.742
2008-01-31,820.205
2008-02-29,851.682
2008-03-31,904.974
2008-04-30,906.664
2008-05-30,905.765
2008-06-30,800.334
2008-07-31,739.594
2008-08-29,724.647
2008-09-30,614.143
2008-10-31,470.045
2008-11-28,448.805
2008-12-31,486.823
2009-01-30,442.165
2009-02-27,400.16
2009-03-31,406.668
2009-04-30,475.292
2009-05-29,541.942
2009-06-30,529.937
2009-07-31,560.519
2009-08-31,586.558
2009-09-30,625.506
2009-10-30,578.113
2009-11-30,596.707
2009-12-31,597.998
2010-01-29,560.757
2010-02-26,524.127
2010-03-31,552.437
2010-04-30,510.625
2010-05-31,414.98
2010-06-30,399.484
2010-07-30,476.68
2010-08-31,457.266
2010-09-30,513.528
2010-10-29,551.236
2010-11-30,461.554
2010-12-31,506.454
2011-01-31,544.575
2011-02-28,548.212
2011-03-31,571.559
2011-04-29,620.581
2011-05-31,590.096
2011-06-30,581.906
2011-07-29,558.023
2011-08-31,523.732
2011-09-30,468.667
2011-10-31,516.667
2011-11-30,482.041
2011-12-30,470.97
2012-01-31,494.49
2012-02-29,515.692
2012-03-30,502.517
2012-04-30,487.918
2012-05-31,400.736
2012-06-29,447.103
2012-07-31,461.071
2012-08-31,474.719
2012-09-28,503.725
2012-10-31,527.666
2012-11-30,509.823
2012-12-31,540.431
2013-01-31,572.791
2013-02-28,582.102
2013-03-29,574.614
2013-04-30,614.017
2013-05-31,607.606
2013-06-28,587.277
2013-07-31,647.508
2013-08-30,631.545
2013-09-30,706.125
2013-10-31,755.6
2013-11-29,766.253
2013-12-31,808.665
2014-01-31,816.828
2014-02-28,876.829
2014-03-31,864.832
2014-04-30,863.536
2014-05-30,880.667
2014-06-30,873.992
2014-07-31,794.002
2014-08-29,793.997
2014-09-30,760.668
2014-10-31,746.72
2014-11-28,762.164
2014-12-31,728.826
2015-01-30,701.463
2015-02-27,752.08
2015-03-31,766.341
2015-04-30,786.521
2015-05-29,766.611
2015-06-30,754.223
2015-07-31,762.858
2015-08-31,734.726
2015-09-30,702.116
2015-10-30,746.426
2015-11-30,728.661
2015-12-31,715.451
2016-01-29,675.176
2016-02-29,661.554
2016-03-31,721.169
2016-04-29,753.852
2016-05-31,730.883
2016-06-30,674.396
2016-07-29,721.848
2016-08-31,724.904
2016-09-30,730.188
2016-10-31,702.719
2016-11-30,649.938
2016-12-30,678.481
2017-01-31,710.522
2017-02-28,717.594
2017-03-31,758.145
2017-04-28,791.715
2017-05-31,839.287
2017-06-30,822.702
2017-07-31,834.081
2017-08-31,827.96
2017-09-29,822.828
2017-10-31,823.078
2017-11-30,812.222
2017-12-29,827.206
2018-01-31,892.814
2018-02-28,831.806
2018-03-30,846.126
2018-04-30,856.585
2018-05-31,833.244
2018-06-29,833.465
2018-07-31,838.533
2018-08-31,822.423
2018-09-28,811.61
2018-10-31,746.901
2018-11-30,748.833
2018-12-31,707.531
2019-01-31,740.638
2019-02-28,736.932
2019-03-29,750.968
2019-04-30,770.392
2019-05-31,744.1
2019-06-28,794.254
2019-07-31,792.019
2019-08-30,774.241
2019-09-30,773.63
2019-10-31,835.539
2019-11-29,848.35
2019-12-31,874.036
2020-01-31,878.553
2020-02-28,835.531
2020-03-31,727.672
2020-04-30,792.572
2020-05-29,810.126
2020-06-30,851.882
2020-07-31,909.491
2020-08-31,958.121
2020-09-30,940.567
2020-10-30,920.824
2020-11-30,1102.965
2020-12-31,1222.583
2021-01-29,1243.834
2021-02-26,1223.258
2021-03-31,1250.732
2021-04-30,1252.985
2021-05-31,1184.322
2021-06-30,1152.382
2021-07-30,1112.454
2021-08-31,1138.917
2021-09-30,1089.239
2021-10-29,1150.791
2021-11-30,1084.069
2021-12-31,1103.128
2022-01-31,989.427
2022-02-28,1021.906
2022-03-31,993.509
2022-04-29,954.155
2022-05-31,982.142
2022-06-30,898.71
2022-07-29,864.941
2022-08-31,844.512
2022-09-30,762.235
2022-10-31,807.738
2022-11-30,875.442
2022-12-30,898.567
2023-01-31,981.51
2023-02-28,957.404
2023-03-31,947.102
2023-04-28,914.999
2023-05-31,866.108
2023-06-30,920.274
2023-07-31,957.411
2023-08-31,928.473
2023-09-29,865.026
2023-10-31,813.379
2023-11-30,945.167
2023-12-29,1021.747
2024-01-31,919.061
2024-02-29,863.816
2024-03-29,908.467
2024-04-30,898.851
2024-05-31,1011.565
2024-06-28,938.362
2024-07-31,973.631
2024-08-30,995.125
2024-09-30,1019.07
2024-10-31,997.239
2024-11-29,935.205
2024-12-31,930.362
2025-01-31,964.351
2025-02-28,984.816
2025-03-31,983.629
2025-04-30,1046.159
2025-05-30,1158.311
2025-06-30,1229.331
2025-07-31,1271.192
2025-08-29,1325.395
2025-09-30,1358.136
2025-10-31,1414.423
2025-11-28,1435.49
2025-12-31,1538.898
