Date,NETHERLANDS IMI IMI (Large+Mid+Small Cap)
2002-05-27,484.27
2002-05-28,485.591
2002-05-29,485.044
2002-05-30,479.235
2002-05-31,484.305
2002-06-03,479.471
2002-06-04,467.646
2002-06-05,466.356
2002-06-06,472.301
2002-06-07,460.925
2002-06-10,459.346
2002-06-11,466.353
2002-06-12,454.453
2002-06-13,450.725
2002-06-14,439.418
2002-06-17,452.384
2002-06-18,456.017
2002-06-19,452.497
2002-06-20,445.818
2002-06-21,442.869
2002-06-24,435.546
2002-06-25,445.844
2002-06-26,444.404
2002-06-27,447.346
2002-06-28,469.733
2002-07-01,469.857
2002-07-02,453.678
2002-07-03,438.974
2002-07-04,452.283
2002-07-05,465.383
2002-07-08,468.433
2002-07-09,467.026
2002-07-10,440.589
2002-07-11,424.466
2002-07-12,421.403
2002-07-15,401.962
2002-07-16,399.207
2002-07-17,413.838
2002-07-18,419.458
2002-07-19,406.612
2002-07-22,375.314
2002-07-23,362.818
2002-07-24,350.923
2002-07-25,368.995
2002-07-26,365.511
2002-07-29,384.447
2002-07-30,382.953
2002-07-31,390.003
2002-08-01,369.363
2002-08-02,366.181
2002-08-05,355.043
2002-08-06,361.919
2002-08-07,363.555
2002-08-08,379.121
2002-08-09,388.622
2002-08-12,380.631
2002-08-13,385.761
2002-08-14,379.115
2002-08-15,392.752
2002-08-16,398.336
2002-08-19,408.924
2002-08-20,403.265
2002-08-21,405.977
2002-08-22,416.292
2002-08-23,411.326
2002-08-26,401.909
2002-08-27,418.644
2002-08-28,401.933
2002-08-29,392.086
2002-08-30,396.697
2002-09-02,391.486
2002-09-03,379.731
2002-09-04,377.833
2002-09-05,373.02
2002-09-06,382.794
2002-09-09,371.855
2002-09-10,379.002
2002-09-11,388.2
2002-09-12,371.984
2002-09-13,364.389
2002-09-16,360.488
2002-09-17,354.206
2002-09-18,342.586
2002-09-19,338.818
2002-09-20,335.93
2002-09-23,325.522
2002-09-24,322.75
2002-09-25,326.128
2002-09-26,344.784
2002-09-27,342.68
2002-09-30,328.459
2002-10-01,337.142
2002-10-02,349.906
2002-10-03,346.23
2002-10-04,337.524
2002-10-07,332.666
2002-10-08,323.695
2002-10-09,324.558
2002-10-10,332.786
2002-10-11,347.21
2002-10-14,344.941
2002-10-15,365.941
2002-10-16,358.023
2002-10-17,365.907
2002-10-18,367.174
2002-10-21,367.326
2002-10-22,364.071
2002-10-23,351.536
2002-10-24,358.574
2002-10-25,354.182
2002-10-28,362.88
2002-10-29,345.587
2002-10-30,357.913
2002-10-31,369.384
2002-11-01,368.219
2002-11-04,378.906
2002-11-05,382.903
2002-11-06,377.17
2002-11-07,368.766
2002-11-08,365.945
2002-11-11,363.703
2002-11-12,364.174
2002-11-13,360.876
2002-11-14,367.04
2002-11-15,371.384
2002-11-18,376.571
2002-11-19,376.5
2002-11-20,370.954
2002-11-21,385.477
2002-11-22,386.153
2002-11-25,384.674
2002-11-26,375.828
2002-11-27,384.018
2002-11-28,389.073
2002-11-29,390.19
2002-12-02,389.076
2002-12-03,380.429
2002-12-04,374.478
2002-12-05,371.535
2002-12-06,373.337
2002-12-09,366.051
2002-12-10,366.391
2002-12-11,370.729
2002-12-12,368.46
2002-12-13,364.13
2002-12-16,375.364
2002-12-17,372.859
2002-12-18,364.165
2002-12-19,361.573
2002-12-20,366.699
2002-12-23,371.633
2002-12-24,372.574
2002-12-25,372.574
2002-12-26,373.513
2002-12-27,364.958
2002-12-30,368.943
2002-12-31,371.697
2003-01-01,371.697
2003-01-02,382.432
2003-01-03,382.031
2003-01-06,386.731
2003-01-07,382.871
2003-01-08,375.719
2003-01-09,383.072
2003-01-10,386.01
2003-01-13,387.538
2003-01-14,388.249
2003-01-15,383.196
2003-01-16,382.249
2003-01-17,373.995
2003-01-20,367.366
2003-01-21,361.873
2003-01-22,354.671
2003-01-23,352.876
2003-01-24,351.931
2003-01-27,339.857
2003-01-28,341.073
2003-01-29,342.049
2003-01-30,348.921
2003-01-31,350.002
2003-02-03,354.213
2003-02-04,345.302
2003-02-05,349.735
2003-02-06,341.43
2003-02-07,334.755
2003-02-10,329.359
2003-02-11,336.202
2003-02-12,327.365
2003-02-13,329.469
2003-02-14,337.417
2003-02-17,342.42
2003-02-18,344.077
2003-02-19,338.218
2003-02-20,336.68
2003-02-21,338.619
2003-02-24,326.134
2003-02-25,314.572
2003-02-26,311.943
2003-02-27,315.838
2003-02-28,325.069
2003-03-03,328.544
2003-03-04,321.488
2003-03-05,319.866
2003-03-06,314.077
2003-03-07,304.439
2003-03-10,297.814
2003-03-11,297.909
2003-03-12,284.999
2003-03-13,303.022
2003-03-14,315.732
2003-03-17,325.891
2003-03-18,321.394
2003-03-19,325.082
2003-03-20,322.071
2003-03-21,332.792
2003-03-24,318.929
2003-03-25,328.743
2003-03-26,328.278
2003-03-27,323.35
2003-03-28,327.267
2003-03-31,317.361
2003-04-01,323.358
2003-04-02,331.595
2003-04-03,332.858
2003-04-04,333.587
2003-04-07,345.849
2003-04-08,340.334
2003-04-09,339.937
2003-04-10,337.086
2003-04-11,339.437
2003-04-14,342.863
2003-04-15,351.345
2003-04-16,351.492
2003-04-17,355.026
2003-04-18,355.026
2003-04-21,353.496
2003-04-22,356.935
2003-04-23,361.52
2003-04-24,355.699
2003-04-25,349.789
2003-04-28,358.944
2003-04-29,355.361
2003-04-30,357.93
2003-05-01,361.218
2003-05-02,357.92
2003-05-05,367.406
2003-05-06,375.195
2003-05-07,371.406
2003-05-08,366.417
2003-05-09,371.93
2003-05-12,375.414
2003-05-13,374.627
2003-05-14,374.043
2003-05-15,374.661
2003-05-16,380.341
2003-05-19,370.522
2003-05-20,371.363
2003-05-21,365.736
2003-05-22,371.552
2003-05-23,370.2
2003-05-26,371.88
2003-05-27,374.209
2003-05-28,378.908
2003-05-29,381.845
2003-05-30,381.703
2003-06-02,386.865
2003-06-03,383.964
2003-06-04,390.908
2003-06-05,395.695
2003-06-06,402.026
2003-06-09,397.056
2003-06-10,396.19
2003-06-11,407.27
2003-06-12,411.812
2003-06-13,403.009
2003-06-16,413.478
2003-06-17,412.384
2003-06-18,410.813
2003-06-19,403.244
2003-06-20,405.94
2003-06-23,389.628
2003-06-24,386.007
2003-06-25,392.476
2003-06-26,386.381
2003-06-27,390.169
2003-06-30,385.189
2003-07-01,381.868
2003-07-02,388.717
2003-07-03,390.031
2003-07-04,385.991
2003-07-07,395.436
2003-07-08,394.07
2003-07-09,389.819
2003-07-10,385.457
2003-07-11,389.221
2003-07-14,394.684
2003-07-15,392.839
2003-07-16,390.702
2003-07-17,385.121
2003-07-18,392.783
2003-07-21,392.918
2003-07-22,398.05
2003-07-23,399.064
2003-07-24,405.636
2003-07-25,402.957
2003-07-28,405.234
2003-07-29,401.748
2003-07-30,399.389
2003-07-31,401.716
2003-08-01,396.969
2003-08-04,397.064
2003-08-05,400.246
2003-08-06,395.956
2003-08-07,399.586
2003-08-08,402.718
2003-08-11,406.144
2003-08-12,406.933
2003-08-13,406.735
2003-08-14,411.289
2003-08-15,413.157
2003-08-18,413.182
2003-08-19,410.606
2003-08-20,410.646
2003-08-21,410.301
2003-08-22,410.716
2003-08-25,408.043
2003-08-26,403.291
2003-08-27,408.144
2003-08-28,410.052
2003-08-29,411.166
2003-09-01,418.834
2003-09-02,414.862
2003-09-03,418.534
2003-09-04,420.142
2003-09-05,423.834
2003-09-08,429.566
2003-09-09,427.05
2003-09-10,420.914
2003-09-11,420.32
2003-09-12,421.69
2003-09-15,424.212
2003-09-16,423.451
2003-09-17,427.499
2003-09-18,428.374
2003-09-19,427.893
2003-09-22,423.525
2003-09-23,419.121
2003-09-24,419.615
2003-09-25,417.122
2003-09-26,409.626
2003-09-29,410.209
2003-09-30,406.928
2003-10-01,415.509
2003-10-02,417.135
2003-10-03,426.319
2003-10-06,424.158
2003-10-07,425.13
2003-10-08,424.8
2003-10-09,431.015
2003-10-10,432.493
2003-10-13,435.435
2003-10-14,433.762
2003-10-15,437.269
2003-10-16,435.859
2003-10-17,436.067
2003-10-20,432.99
2003-10-21,435.696
2003-10-22,431.382
2003-10-23,424.487
2003-10-24,424.38
2003-10-27,426.372
2003-10-28,426.141
2003-10-29,428.77
2003-10-30,431.826
2003-10-31,432.134
2003-11-03,438.013
2003-11-04,437.16
2003-11-05,433.995
2003-11-06,436.036
2003-11-07,442.275
2003-11-10,439.472
2003-11-11,436.904
2003-11-12,440.776
2003-11-13,445.337
2003-11-14,447.498
2003-11-17,436.779
2003-11-18,439.621
2003-11-19,439.449
2003-11-20,438.034
2003-11-21,437.483
2003-11-24,441.345
2003-11-25,442.676
2003-11-26,445.536
2003-11-27,446.914
2003-11-28,447.483
2003-12-01,453.553
2003-12-02,457.929
2003-12-03,460.876
2003-12-04,457.525
2003-12-05,457.405
2003-12-08,456.813
2003-12-09,458.474
2003-12-10,455.206
2003-12-11,454.896
2003-12-12,459.222
2003-12-15,460.818
2003-12-16,460.75
2003-12-17,461.891
2003-12-18,465.547
2003-12-19,469.141
2003-12-22,469.848
2003-12-23,470.286
2003-12-24,472.927
2003-12-25,472.927
2003-12-26,472.737
2003-12-29,477.699
2003-12-30,482.856
2003-12-31,487.503
2004-01-01,487.503
2004-01-02,492.116
2004-01-05,496.207
2004-01-06,497.535
2004-01-07,491.702
2004-01-08,498.169
2004-01-09,493.528
2004-01-12,488.879
2004-01-13,489.422
2004-01-14,489.226
2004-01-15,490.105
2004-01-16,488.396
2004-01-19,488.926
2004-01-20,493.176
2004-01-21,499.522
2004-01-22,502.558
2004-01-23,501.08
2004-01-26,494.271
2004-01-27,498.392
2004-01-28,500.689
2004-01-29,487.241
2004-01-30,487.204
2004-02-02,490.097
2004-02-03,490.634
2004-02-04,485.972
2004-02-05,488.812
2004-02-06,493.362
2004-02-09,496.971
2004-02-10,499.1
2004-02-11,500.446
2004-02-12,508.066
2004-02-13,503.859
2004-02-16,506.202
2004-02-17,511.847
2004-02-18,512.271
2004-02-19,510.503
2004-02-20,504.478
2004-02-23,501.765
2004-02-24,498.894
2004-02-25,496.154
2004-02-26,494.091
2004-02-27,495.975
2004-03-01,501.258
2004-03-02,500.0
2004-03-03,492.491
2004-03-04,494.982
2004-03-05,500.669
2004-03-08,500.415
2004-03-09,496.353
2004-03-10,488.736
2004-03-11,476.223
2004-03-12,475.651
2004-03-15,466.72
2004-03-16,472.12
2004-03-17,474.937
2004-03-18,470.233
2004-03-19,468.228
2004-03-22,459.728
2004-03-23,457.293
2004-03-24,451.658
2004-03-25,460.044
2004-03-26,459.677
2004-03-29,468.341
2004-03-30,469.322
2004-03-31,472.392
2004-04-01,479.132
2004-04-02,481.175
2004-04-05,478.661
2004-04-06,477.866
2004-04-07,482.968
2004-04-08,481.12
2004-04-09,481.12
2004-04-12,479.769
2004-04-13,476.954
2004-04-14,473.381
2004-04-15,475.181
2004-04-16,482.156
2004-04-19,482.489
2004-04-20,481.546
2004-04-21,477.552
2004-04-22,479.156
2004-04-23,479.573
2004-04-26,480.484
2004-04-27,482.179
2004-04-28,471.622
2004-04-29,472.461
2004-04-30,471.486
2004-05-03,474.48
2004-05-04,480.415
2004-05-05,485.909
2004-05-06,475.951
2004-05-07,469.016
2004-05-10,455.694
2004-05-11,458.23
2004-05-12,454.18
2004-05-13,456.97
2004-05-14,454.573
2004-05-17,453.723
2004-05-18,455.478
2004-05-19,466.027
2004-05-20,458.981
2004-05-21,462.09
2004-05-24,464.326
2004-05-25,468.003
2004-05-26,471.502
2004-05-27,481.508
2004-05-28,479.373
2004-05-31,480.451
2004-06-01,474.406
2004-06-02,479.606
2004-06-03,480.319
2004-06-04,482.844
2004-06-07,490.139
2004-06-08,489.138
2004-06-09,480.628
2004-06-10,482.058
2004-06-11,478.445
2004-06-14,475.879
2004-06-15,478.65
2004-06-16,480.755
2004-06-17,482.767
2004-06-18,488.324
2004-06-21,487.229
2004-06-22,480.993
2004-06-23,481.88
2004-06-24,489.572
2004-06-25,488.572
2004-06-28,494.883
2004-06-29,490.406
2004-06-30,489.448
2004-07-01,489.844
2004-07-02,490.338
2004-07-05,487.013
2004-07-06,482.971
2004-07-07,484.886
2004-07-08,487.418
2004-07-09,488.093
2004-07-12,485.312
2004-07-13,481.789
2004-07-14,483.119
2004-07-15,477.837
2004-07-16,481.019
2004-07-19,477.497
2004-07-20,477.337
2004-07-21,475.155
2004-07-22,468.423
2004-07-23,462.917
2004-07-26,458.869
2004-07-27,460.606
2004-07-28,459.105
2004-07-29,468.966
2004-07-30,467.84
2004-08-02,462.632
2004-08-03,467.633
2004-08-04,463.291
2004-08-05,464.983
2004-08-06,460.213
2004-08-09,457.207
2004-08-10,463.729
2004-08-11,455.342
2004-08-12,455.311
2004-08-13,458.405
2004-08-16,464.09
2004-08-17,464.547
2004-08-18,464.406
2004-08-19,467.659
2004-08-20,466.234
2004-08-23,468.864
2004-08-24,464.359
2004-08-25,463.447
2004-08-26,466.384
2004-08-27,467.066
2004-08-30,466.376
2004-08-31,467.164
2004-09-01,470.731
2004-09-02,472.904
2004-09-03,471.765
2004-09-06,475.237
2004-09-07,476.277
2004-09-08,477.343
2004-09-09,474.719
2004-09-10,482.238
2004-09-13,485.987
2004-09-14,485.586
2004-09-15,479.044
2004-09-16,478.584
2004-09-17,483.247
2004-09-20,479.548
2004-09-21,487.312
2004-09-22,478.912
2004-09-23,476.343
2004-09-24,474.405
2004-09-27,472.903
2004-09-28,474.562
2004-09-29,475.038
2004-09-30,477.622
2004-10-01,485.977
2004-10-04,485.556
2004-10-05,488.664
2004-10-06,489.569
2004-10-07,490.151
2004-10-08,492.057
2004-10-11,489.922
2004-10-12,481.055
2004-10-13,480.519
2004-10-14,482.493
2004-10-15,484.674
2004-10-18,484.35
2004-10-19,488.418
2004-10-20,485.488
2004-10-21,487.939
2004-10-22,489.167
2004-10-25,486.968
2004-10-26,488.586
2004-10-27,495.576
2004-10-28,499.098
2004-10-29,497.632
2004-11-01,499.722
2004-11-02,501.511
2004-11-03,506.784
2004-11-04,507.901
2004-11-05,512.913
2004-11-08,515.313
2004-11-09,513.286
2004-11-10,515.595
2004-11-11,520.081
2004-11-12,522.967
2004-11-15,521.869
2004-11-16,519.483
2004-11-17,525.476
2004-11-18,523.709
2004-11-19,524.245
2004-11-22,520.387
2004-11-23,522.457
2004-11-24,524.893
2004-11-25,533.785
2004-11-26,534.44
2004-11-29,534.82
2004-11-30,531.788
2004-12-01,539.281
2004-12-02,539.173
2004-12-03,542.076
2004-12-06,541.908
2004-12-07,543.489
2004-12-08,536.992
2004-12-09,532.046
2004-12-10,533.057
2004-12-13,541.281
2004-12-14,541.888
2004-12-15,544.957
2004-12-16,541.856
2004-12-17,536.222
2004-12-20,542.535
2004-12-21,541.473
2004-12-22,546.015
2004-12-23,552.653
2004-12-24,553.576
2004-12-27,556.388
2004-12-28,556.868
2004-12-29,554.419
2004-12-30,556.404
2004-12-31,556.845
2005-01-03,555.821
2005-01-04,549.193
2005-01-05,545.0
2005-01-06,544.867
2005-01-07,541.827
2005-01-10,544.208
2005-01-11,543.163
2005-01-12,544.535
2005-01-13,544.007
2005-01-14,541.456
2005-01-17,543.35
2005-01-18,541.008
2005-01-19,541.6
2005-01-20,536.425
2005-01-21,540.872
2005-01-24,543.798
2005-01-25,543.303
2005-01-26,549.425
2005-01-27,550.513
2005-01-28,548.633
2005-01-31,554.863
2005-02-01,562.208
2005-02-02,565.362
2005-02-03,559.62
2005-02-04,566.46
2005-02-07,564.109
2005-02-08,561.32
2005-02-09,560.012
2005-02-10,563.188
2005-02-11,567.575
2005-02-14,572.266
2005-02-15,575.643
2005-02-16,575.589
2005-02-17,582.54
2005-02-18,584.793
2005-02-21,586.356
2005-02-22,588.739
2005-02-23,582.983
2005-02-24,582.458
2005-02-25,589.94
2005-02-28,593.905
2005-03-01,593.338
2005-03-02,591.066
2005-03-03,591.95
2005-03-04,601.448
2005-03-07,599.681
2005-03-08,602.709
2005-03-09,600.321
2005-03-10,595.662
2005-03-11,597.536
2005-03-14,593.51
2005-03-15,593.89
2005-03-16,590.3
2005-03-17,587.292
2005-03-18,585.492
2005-03-21,579.189
2005-03-22,581.499
2005-03-23,571.255
2005-03-24,572.578
2005-03-25,572.578
2005-03-28,568.56
2005-03-29,570.179
2005-03-30,569.124
2005-03-31,571.479
2005-04-01,569.546
2005-04-04,562.885
2005-04-05,567.08
2005-04-06,570.108
2005-04-07,576.048
2005-04-08,574.155
2005-04-11,577.012
2005-04-12,571.091
2005-04-13,571.874
2005-04-14,566.072
2005-04-15,563.983
2005-04-18,555.413
2005-04-19,558.714
2005-04-20,555.977
2005-04-21,556.351
2005-04-22,559.892
2005-04-25,558.219
2005-04-26,555.972
2005-04-27,547.094
2005-04-28,541.576
2005-04-29,544.303
2005-05-02,543.657
2005-05-03,546.81
2005-05-04,552.141
2005-05-05,557.261
2005-05-06,556.727
2005-05-09,554.233
2005-05-10,553.7
2005-05-11,548.855
2005-05-12,548.238
2005-05-13,545.323
2005-05-16,542.73
2005-05-17,543.86
2005-05-18,552.445
2005-05-19,555.505
2005-05-20,553.165
2005-05-23,558.083
2005-05-24,557.694
2005-05-25,559.34
2005-05-26,560.33
2005-05-27,561.151
2005-05-30,560.193
2005-05-31,549.273
2005-06-01,556.179
2005-06-02,558.853
2005-06-03,556.935
2005-06-06,553.815
2005-06-07,558.904
2005-06-08,561.86
2005-06-09,556.059
2005-06-10,557.819
2005-06-13,556.996
2005-06-14,558.647
2005-06-15,558.52
2005-06-16,562.335
2005-06-17,571.675
2005-06-20,567.031
2005-06-21,569.486
2005-06-22,570.319
2005-06-23,568.738
2005-06-24,567.052
2005-06-27,567.969
2005-06-28,572.984
2005-06-29,572.634
2005-06-30,574.611
2005-07-01,575.046
2005-07-04,576.049
2005-07-05,575.232
2005-07-06,578.709
2005-07-07,569.372
2005-07-08,575.183
2005-07-11,582.312
2005-07-12,585.688
2005-07-13,584.335
2005-07-14,587.315
2005-07-15,583.084
2005-07-18,581.965
2005-07-19,581.266
2005-07-20,581.022
2005-07-21,586.438
2005-07-22,584.97
2005-07-25,581.986
2005-07-26,581.614
2005-07-27,582.884
2005-07-28,585.857
2005-07-29,587.827
2005-08-01,591.498
2005-08-02,593.805
2005-08-03,597.275
2005-08-04,597.403
2005-08-05,590.183
2005-08-08,590.865
2005-08-09,595.466
2005-08-10,604.947
2005-08-11,604.796
2005-08-12,600.279
2005-08-15,597.172
2005-08-16,594.571
2005-08-17,592.001
2005-08-18,584.037
2005-08-19,585.936
2005-08-22,591.826
2005-08-23,586.544
2005-08-24,586.784
2005-08-25,582.975
2005-08-26,583.476
2005-08-29,581.902
2005-08-30,578.387
2005-08-31,587.476
2005-09-01,595.085
2005-09-02,599.397
2005-09-05,601.113
2005-09-06,604.3
2005-09-07,603.913
2005-09-08,602.817
2005-09-09,604.633
2005-09-12,598.981
2005-09-13,595.393
2005-09-14,597.403
2005-09-15,593.214
2005-09-16,597.295
2005-09-19,594.088
2005-09-20,598.647
2005-09-21,593.62
2005-09-22,584.453
2005-09-23,583.443
2005-09-26,589.645
2005-09-27,586.5
2005-09-28,591.948
2005-09-29,589.49
2005-09-30,595.708
2005-10-03,595.862
2005-10-04,600.834
2005-10-05,597.209
2005-10-06,599.323
2005-10-07,596.428
2005-10-10,592.833
2005-10-11,589.546
2005-10-12,584.973
2005-10-13,576.156
2005-10-14,587.514
2005-10-17,584.763
2005-10-18,579.344
2005-10-19,572.089
2005-10-20,575.868
2005-10-21,573.337
2005-10-24,576.798
2005-10-25,581.327
2005-10-26,582.201
2005-10-27,576.627
2005-10-28,573.824
2005-10-31,580.235
2005-11-01,581.996
2005-11-02,590.244
2005-11-03,590.494
2005-11-04,580.742
2005-11-07,582.799
