Date,WORLD ex USA SMID VALUE SMID (Small+Mid Cap)
2005-11-08,636.622
2005-11-09,634.812
2005-11-10,634.037
2005-11-11,637.631
2005-11-14,634.339
2005-11-15,630.959
2005-11-16,630.191
2005-11-17,638.996
2005-11-18,641.005
2005-11-21,644.044
2005-11-22,643.778
2005-11-23,650.055
2005-11-24,648.885
2005-11-25,647.845
2005-11-28,650.882
2005-11-29,650.868
2005-11-30,651.073
2005-12-01,654.996
2005-12-02,660.571
2005-12-05,664.426
2005-12-06,665.846
2005-12-07,665.936
2005-12-08,665.435
2005-12-09,668.976
2005-12-12,677.821
2005-12-13,678.137
2005-12-14,683.16
2005-12-15,679.643
2005-12-16,684.383
2005-12-19,683.303
2005-12-20,682.056
2005-12-21,684.125
2005-12-22,687.245
2005-12-23,688.511
2005-12-26,689.779
2005-12-27,687.342
2005-12-28,691.443
2005-12-29,691.978
2005-12-30,687.893
2006-01-02,688.75
2006-01-03,700.7
2006-01-04,713.124
2006-01-05,713.744
2006-01-06,721.108
2006-01-09,720.137
2006-01-10,716.575
2006-01-11,722.127
2006-01-12,722.855
2006-01-13,721.929
2006-01-16,723.33
2006-01-17,712.129
2006-01-18,701.339
2006-01-19,712.54
2006-01-20,712.425
2006-01-23,713.304
2006-01-24,717.797
2006-01-25,723.615
2006-01-26,727.837
2006-01-27,732.095
2006-01-30,731.3
2006-01-31,735.009
2006-02-01,736.443
2006-02-02,735.409
2006-02-03,729.446
2006-02-06,732.494
2006-02-07,730.956
2006-02-08,724.569
2006-02-09,730.134
2006-02-10,726.475
2006-02-13,720.021
2006-02-14,720.819
2006-02-15,722.334
2006-02-16,721.814
2006-02-17,721.098
2006-02-20,720.342
2006-02-21,724.175
2006-02-22,725.613
2006-02-23,734.87
2006-02-24,735.565
2006-02-27,738.939
2006-02-28,738.095
2006-03-01,737.994
2006-03-02,737.272
2006-03-03,734.446
2006-03-06,736.546
2006-03-07,725.556
2006-03-08,720.06
2006-03-09,728.313
2006-03-10,727.046
2006-03-13,736.219
2006-03-14,744.726
2006-03-15,748.697
2006-03-16,753.811
2006-03-17,758.983
2006-03-20,763.133
2006-03-21,759.515
2006-03-22,763.323
2006-03-23,758.073
2006-03-24,761.735
2006-03-27,764.154
2006-03-28,762.664
2006-03-29,760.407
2006-03-30,771.351
2006-03-31,766.044
2006-04-03,773.336
2006-04-04,778.76
2006-04-05,779.495
2006-04-06,784.534
2006-04-07,779.485
2006-04-10,778.292
2006-04-11,772.571
2006-04-12,767.117
2006-04-13,769.069
2006-04-14,768.865
2006-04-17,775.031
2006-04-18,779.071
2006-04-19,787.439
2006-04-20,785.925
2006-04-21,792.485
2006-04-24,789.75
2006-04-25,794.372
2006-04-26,798.428
2006-04-27,800.727
2006-04-28,800.273
2006-05-01,806.277
2006-05-02,812.543
2006-05-03,810.045
2006-05-04,815.899
2006-05-05,827.105
2006-05-08,832.393
2006-05-09,835.663
2006-05-10,834.028
2006-05-11,832.292
2006-05-12,820.19
2006-05-15,804.559
2006-05-16,799.374
2006-05-17,787.637
2006-05-18,776.391
2006-05-19,769.666
2006-05-22,754.193
2006-05-23,766.876
2006-05-24,757.027
2006-05-25,763.4
2006-05-26,775.036
2006-05-29,778.113
2006-05-30,773.992
2006-05-31,770.593
2006-06-01,771.188
2006-06-02,784.171
2006-06-05,778.911
2006-06-06,755.811
2006-06-07,748.766
2006-06-08,723.451
2006-06-09,735.336
2006-06-12,731.598
2006-06-13,709.259
2006-06-14,714.546
2006-06-15,730.946
2006-06-16,735.899
2006-06-19,732.906
2006-06-20,731.97
2006-06-21,734.405
2006-06-22,738.379
2006-06-23,734.689
2006-06-26,735.953
2006-06-27,736.533
2006-06-28,730.821
2006-06-29,740.091
2006-06-30,763.345
2006-07-03,766.214
2006-07-04,770.209
2006-07-05,758.235
2006-07-06,761.252
2006-07-07,764.513
2006-07-10,763.145
2006-07-11,759.006
2006-07-12,753.075
2006-07-13,745.538
2006-07-14,733.161
2006-07-17,723.268
2006-07-18,714.907
2006-07-19,726.507
2006-07-20,738.313
2006-07-21,734.597
2006-07-24,736.211
2006-07-25,740.607
2006-07-26,740.471
2006-07-27,754.426
2006-07-28,760.288
2006-07-31,763.89
2006-08-01,760.673
2006-08-02,768.248
2006-08-03,763.988
2006-08-04,772.463
2006-08-07,763.203
2006-08-08,765.929
2006-08-09,769.441
2006-08-10,762.147
2006-08-11,762.98
2006-08-14,766.184
2006-08-15,771.475
2006-08-16,780.761
2006-08-17,782.906
2006-08-18,781.522
2006-08-21,783.147
2006-08-22,782.092
2006-08-23,781.122
2006-08-24,778.248
2006-08-25,775.453
2006-08-28,775.341
2006-08-29,778.44
2006-08-30,783.809
2006-08-31,786.439
2006-09-01,789.814
2006-09-04,799.265
2006-09-05,796.013
2006-09-06,789.276
2006-09-07,778.746
2006-09-08,778.049
2006-09-11,769.291
2006-09-12,773.066
2006-09-13,775.13
2006-09-14,782.411
2006-09-15,779.397
2006-09-18,780.741
2006-09-19,781.253
2006-09-20,780.437
2006-09-21,786.534
2006-09-22,783.345
2006-09-25,780.811
2006-09-26,782.4
2006-09-27,791.866
2006-09-28,793.06
2006-09-29,793.353
2006-10-02,799.409
2006-10-03,795.428
2006-10-04,792.977
2006-10-05,802.941
2006-10-06,796.973
2006-10-09,795.944
2006-10-10,795.334
2006-10-11,793.383
2006-10-12,797.639
2006-10-13,799.872
2006-10-16,806.354
2006-10-17,801.0
2006-10-18,805.112
2006-10-19,811.16
2006-10-20,814.213
2006-10-23,813.135
2006-10-24,814.439
2006-10-25,818.342
2006-10-26,823.898
2006-10-27,824.489
2006-10-30,819.629
2006-10-31,825.179
2006-11-01,825.15
2006-11-02,823.522
2006-11-03,821.148
2006-11-06,825.602
2006-11-07,832.208
2006-11-08,826.908
2006-11-09,826.022
2006-11-10,830.377
2006-11-13,825.742
2006-11-14,829.152
2006-11-15,830.181
2006-11-16,830.519
2006-11-17,828.593
2006-11-20,821.766
2006-11-21,826.039
2006-11-22,837.799
2006-11-23,838.814
2006-11-24,841.914
2006-11-27,838.712
2006-11-28,837.306
2006-11-29,849.234
2006-11-30,857.258
2006-12-01,861.16
2006-12-04,863.72
2006-12-05,865.373
2006-12-06,869.58
2006-12-07,871.618
2006-12-08,871.808
2006-12-11,869.472
2006-12-12,871.134
2006-12-13,873.674
2006-12-14,875.706
2006-12-15,874.672
2006-12-18,873.661
2006-12-19,871.956
2006-12-20,878.842
2006-12-21,877.904
2006-12-22,876.619
2006-12-25,874.917
2006-12-26,874.939
2006-12-27,880.8
2006-12-28,883.062
2006-12-29,884.057
2007-01-01,884.057
2007-01-02,894.24
2007-01-03,888.111
2007-01-04,882.127
2007-01-05,873.897
2007-01-08,875.151
2007-01-09,878.678
2007-01-10,869.536
2007-01-11,872.893
2007-01-12,882.626
2007-01-15,890.717
2007-01-16,888.339
2007-01-17,891.172
2007-01-18,891.949
2007-01-19,895.014
2007-01-22,897.368
2007-01-23,899.155
2007-01-24,900.761
2007-01-25,898.314
2007-01-26,891.772
2007-01-29,895.412
2007-01-30,898.463
2007-01-31,898.147
2007-02-01,910.412
2007-02-02,912.944
2007-02-05,911.697
2007-02-06,917.037
2007-02-07,919.67
2007-02-08,914.462
2007-02-09,916.92
2007-02-12,911.913
2007-02-13,917.162
2007-02-14,930.603
2007-02-15,936.76
2007-02-16,935.715
2007-02-19,939.791
2007-02-20,938.507
2007-02-21,936.676
2007-02-22,940.095
2007-02-23,946.542
2007-02-26,950.262
2007-02-27,933.38
2007-02-28,915.676
2007-03-01,910.086
2007-03-02,908.6
2007-03-05,885.197
2007-03-06,896.998
2007-03-07,905.326
2007-03-08,914.28
2007-03-09,916.326
2007-03-12,923.228
2007-03-13,916.657
2007-03-14,896.179
2007-03-15,908.28
2007-03-16,910.675
2007-03-19,920.333
2007-03-20,926.353
2007-03-21,931.092
2007-03-22,943.4
2007-03-23,943.239
2007-03-26,943.793
2007-03-27,941.376
2007-03-28,940.681
2007-03-29,942.647
2007-03-30,944.401
2007-04-02,947.068
2007-04-03,953.3
2007-04-04,959.563
2007-04-05,962.395
2007-04-06,962.386
2007-04-09,961.329
2007-04-10,969.996
2007-04-11,969.089
2007-04-12,969.642
2007-04-13,969.038
2007-04-16,979.335
2007-04-17,979.738
2007-04-18,983.577
2007-04-19,977.022
2007-04-20,981.624
2007-04-23,981.716
2007-04-24,978.441
2007-04-25,982.046
2007-04-26,980.215
2007-04-27,982.945
2007-04-30,983.529
2007-05-01,980.21
2007-05-02,986.079
2007-05-03,987.172
2007-05-04,994.369
2007-05-07,1001.247
2007-05-08,990.993
2007-05-09,994.312
2007-05-10,989.656
2007-05-11,988.403
2007-05-14,988.929
2007-05-15,990.228
2007-05-16,987.293
2007-05-17,985.638
2007-05-18,986.86
2007-05-21,987.675
2007-05-22,992.682
2007-05-23,999.648
2007-05-24,990.518
2007-05-25,985.995
2007-05-28,988.946
2007-05-29,992.745
2007-05-30,988.1
2007-05-31,1000.0
2007-06-01,1003.762
2007-06-04,1008.55
2007-06-05,1007.351
2007-06-06,996.732
2007-06-07,983.29
2007-06-08,972.873
2007-06-11,977.306
2007-06-12,972.737
2007-06-13,969.139
2007-06-14,978.29
2007-06-15,987.994
2007-06-18,990.578
2007-06-19,990.487
2007-06-20,992.898
2007-06-21,985.896
2007-06-22,983.02
2007-06-25,978.402
2007-06-26,976.621
2007-06-27,967.427
2007-06-28,979.051
2007-06-29,984.666
2007-07-02,992.791
2007-07-03,997.926
2007-07-04,1001.207
2007-07-05,998.62
2007-07-06,1000.314
2007-07-09,1004.432
2007-07-10,1004.727
2007-07-11,1001.75
2007-07-12,1006.479
2007-07-13,1012.839
2007-07-16,1014.059
2007-07-17,1011.654
2007-07-18,1007.27
2007-07-19,1013.925
2007-07-20,1014.485
2007-07-23,1009.837
2007-07-24,1002.877
2007-07-25,990.446
2007-07-26,971.924
2007-07-27,956.691
2007-07-30,958.712
2007-07-31,969.578
2007-08-01,953.761
2007-08-02,958.166
2007-08-03,955.544
2007-08-06,948.044
2007-08-07,949.717
2007-08-08,960.883
2007-08-09,948.731
2007-08-10,923.107
2007-08-13,932.251
2007-08-14,924.743
2007-08-15,907.284
2007-08-16,880.558
2007-08-17,879.946
2007-08-20,891.301
2007-08-21,895.213
2007-08-22,908.284
2007-08-23,921.068
2007-08-24,923.615
2007-08-27,928.391
2007-08-28,919.432
2007-08-29,918.497
2007-08-30,925.28
2007-08-31,940.597
2007-09-03,943.333
2007-09-04,945.719
2007-09-05,935.999
2007-09-06,936.601
2007-09-07,931.735
2007-09-10,920.963
2007-09-11,930.408
2007-09-12,933.523
2007-09-13,931.175
2007-09-14,925.156
2007-09-17,911.89
2007-09-18,910.271
2007-09-19,935.378
2007-09-20,939.282
2007-09-21,938.572
2007-09-24,940.075
2007-09-25,937.117
2007-09-26,941.646
2007-09-27,955.864
2007-09-28,960.862
2007-10-01,964.198
2007-10-02,969.506
2007-10-03,973.149
2007-10-04,971.421
2007-10-05,977.989
2007-10-08,973.032
2007-10-09,979.937
2007-10-10,985.074
2007-10-11,991.315
2007-10-12,985.363
2007-10-15,981.62
2007-10-16,968.443
2007-10-17,973.599
2007-10-18,976.082
2007-10-19,968.183
2007-10-22,949.023
2007-10-23,964.194
2007-10-24,959.711
2007-10-25,967.702
2007-10-26,975.704
2007-10-29,983.804
2007-10-30,982.266
2007-10-31,996.66
2007-11-01,989.596
2007-11-02,981.573
2007-11-05,970.63
2007-11-06,977.818
2007-11-07,973.48
2007-11-08,960.452
2007-11-09,948.586
2007-11-12,929.786
2007-11-13,932.104
2007-11-14,944.84
2007-11-15,931.175
2007-11-16,920.094
2007-11-19,903.157
2007-11-20,910.048
2007-11-21,892.037
2007-11-22,894.307
2007-11-23,903.942
2007-11-26,909.344
2007-11-27,906.523
2007-11-28,913.718
2007-11-29,922.954
2007-11-30,927.163
2007-12-03,926.112
2007-12-04,915.237
2007-12-05,918.933
2007-12-06,922.231
2007-12-07,933.914
2007-12-10,937.199
2007-12-11,937.012
2007-12-12,933.854
2007-12-13,911.667
2007-12-14,900.6
2007-12-17,875.311
2007-12-18,874.811
2007-12-19,870.774
2007-12-20,869.131
2007-12-21,877.754
2007-12-24,880.953
2007-12-25,883.487
2007-12-26,890.306
2007-12-27,892.067
2007-12-28,895.532
2007-12-31,897.563
2008-01-01,897.563
2008-01-02,901.499
2008-01-03,895.756
2008-01-04,877.976
2008-01-07,862.558
2008-01-08,863.926
2008-01-09,852.835
2008-01-10,844.87
2008-01-11,841.946
2008-01-14,852.324
2008-01-15,833.268
2008-01-16,813.468
2008-01-17,820.498
2008-01-18,815.917
2008-01-21,782.644
2008-01-22,780.504
2008-01-23,780.797
2008-01-24,809.617
2008-01-25,824.053
2008-01-28,815.068
2008-01-29,831.063
2008-01-30,826.435
2008-01-31,834.492
2008-02-01,848.143
2008-02-04,856.334
2008-02-05,830.849
2008-02-06,820.788
2008-02-07,808.64
2008-02-08,808.291
2008-02-11,805.004
2008-02-12,818.041
2008-02-13,817.166
2008-02-14,830.391
2008-02-15,827.421
2008-02-18,831.26
2008-02-19,840.894
2008-02-20,825.413
2008-02-21,839.558
2008-02-22,835.485
2008-02-25,848.183
2008-02-26,854.891
2008-02-27,868.805
2008-02-28,863.979
2008-02-29,855.654
2008-03-03,838.6
2008-03-04,832.362
2008-03-05,837.226
2008-03-06,841.794
2008-03-07,827.828
2008-03-10,815.968
2008-03-11,819.667
2008-03-12,835.961
2008-03-13,830.101
2008-03-14,824.071
2008-03-17,804.357
2008-03-18,819.069
2008-03-19,811.775
2008-03-20,801.536
2008-03-21,807.559
2008-03-24,806.201
2008-03-25,836.254
2008-03-26,845.421
2008-03-27,853.439
2008-03-28,851.961
2008-03-31,852.463
2008-04-01,856.192
2008-04-02,868.676
2008-04-03,869.031
2008-04-04,873.194
2008-04-07,877.666
2008-04-08,866.015
2008-04-09,860.232
2008-04-10,856.415
2008-04-11,856.695
2008-04-14,848.716
2008-04-15,848.63
2008-04-16,867.638
2008-04-17,867.202
2008-04-18,866.923
2008-04-21,874.975
2008-04-22,871.353
2008-04-23,868.772
2008-04-24,858.446
2008-04-25,867.181
2008-04-28,874.436
2008-04-29,870.023
2008-04-30,872.894
2008-05-01,866.872
2008-05-02,878.969
2008-05-05,883.116
2008-05-06,886.51
2008-05-07,886.027
2008-05-08,891.766
2008-05-09,881.75
2008-05-12,886.296
2008-05-13,882.945
2008-05-14,882.987
2008-05-15,890.811
2008-05-16,900.276
2008-05-19,900.92
2008-05-20,896.102
2008-05-21,892.028
2008-05-22,892.001
2008-05-23,889.464
2008-05-26,881.219
2008-05-27,878.221
2008-05-28,874.926
2008-05-29,878.182
2008-05-30,884.321
2008-06-02,882.189
2008-06-03,876.559
2008-06-04,877.232
2008-06-05,879.306
2008-06-06,878.194
2008-06-09,863.705
2008-06-10,843.722
2008-06-11,837.703
2008-06-12,827.019
2008-06-13,829.652
2008-06-16,838.216
2008-06-17,842.768
2008-06-18,833.777
2008-06-19,821.773
2008-06-20,816.072
2008-06-23,805.037
2008-06-24,802.535
2008-06-25,807.612
2008-06-26,803.222
2008-06-27,798.094
2008-06-30,797.413
2008-07-01,785.066
2008-07-02,774.492
2008-07-03,767.08
2008-07-04,762.863
2008-07-07,762.899
2008-07-08,749.383
2008-07-09,760.883
2008-07-10,756.465
2008-07-11,749.499
2008-07-14,750.166
2008-07-15,741.425
2008-07-16,741.194
2008-07-17,758.136
2008-07-18,762.611
2008-07-21,772.576
2008-07-22,772.826
2008-07-23,780.807
2008-07-24,775.728
2008-07-25,765.945
2008-07-28,761.119
2008-07-29,751.516
2008-07-30,765.09
2008-07-31,764.681
2008-08-01,755.919
2008-08-04,748.926
2008-08-05,756.599
2008-08-06,766.057
2008-08-07,757.166
2008-08-08,751.738
2008-08-11,762.125
2008-08-12,756.191
2008-08-13,740.404
2008-08-14,739.139
2008-08-15,737.689
2008-08-18,739.807
2008-08-19,722.035
2008-08-20,723.405
2008-08-21,728.853
2008-08-22,729.734
2008-08-25,732.39
2008-08-26,727.268
2008-08-27,727.63
2008-08-28,735.357
2008-08-29,746.991
2008-09-01,738.78
2008-09-02,735.254
2008-09-03,730.128
2008-09-04,713.451
2008-09-05,700.517
2008-09-08,717.49
2008-09-09,706.952
2008-09-10,702.502
2008-09-11,690.462
2008-09-12,706.063
2008-09-15,694.171
2008-09-16,676.562
2008-09-17,667.714
2008-09-18,668.252
2008-09-19,701.486
2008-09-22,704.565
2008-09-23,695.334
2008-09-24,691.613
2008-09-25,692.786
2008-09-26,680.339
2008-09-29,648.083
2008-09-30,636.313
2008-10-01,637.931
2008-10-02,623.607
2008-10-03,618.385
2008-10-06,577.991
2008-10-07,568.299
2008-10-08,537.637
2008-10-09,534.09
2008-10-10,496.551
2008-10-13,519.277
2008-10-14,551.007
2008-10-15,533.152
2008-10-16,500.334
2008-10-17,510.765
2008-10-20,521.19
2008-10-21,523.823
2008-10-22,494.275
2008-10-23,486.267
2008-10-24,463.221
2008-10-27,434.757
2008-10-28,444.92
2008-10-29,474.589
2008-10-30,496.385
2008-10-31,492.835
2008-11-03,501.835
2008-11-04,528.504
2008-11-05,537.465
2008-11-06,510.176
2008-11-07,505.282
2008-11-10,514.619
2008-11-11,494.637
2008-11-12,486.196
2008-11-13,477.224
2008-11-14,477.667
2008-11-17,471.798
2008-11-18,466.792
2008-11-19,457.272
2008-11-20,438.203
2008-11-21,440.737
2008-11-24,456.735
2008-11-25,467.01
2008-11-26,466.064
2008-11-27,476.097
2008-11-28,478.649
2008-12-01,460.528
2008-12-02,456.67
2008-12-03,458.392
2008-12-04,455.749
2008-12-05,445.183
2008-12-08,469.803
2008-12-09,475.646
2008-12-10,485.509
2008-12-11,493.364
2008-12-12,482.112
2008-12-15,497.331
2008-12-16,496.972
2008-12-17,512.053
2008-12-18,513.265
2008-12-19,499.239
2008-12-22,494.079
2008-12-23,495.182
2008-12-24,491.846
2008-12-25,493.506
2008-12-26,496.157
2008-12-29,506.315
2008-12-30,509.978
2008-12-31,507.441
2009-01-01,507.441
2009-01-02,520.296
2009-01-05,520.437
2009-01-06,523.918
2009-01-07,531.227
2009-01-08,524.491
2009-01-09,521.272
2009-01-12,513.195
2009-01-13,495.049
2009-01-14,485.432
2009-01-15,474.666
2009-01-16,484.517
2009-01-19,477.635
2009-01-20,462.513
2009-01-21,463.498
2009-01-22,464.208
2009-01-23,453.067
2009-01-26,463.737
2009-01-27,473.714
2009-01-28,483.196
2009-01-29,477.307
2009-01-30,469.272
2009-02-02,457.929
2009-02-03,462.803
2009-02-04,471.74
2009-02-05,469.909
2009-02-06,477.445
2009-02-09,483.125
2009-02-10,474.977
2009-02-11,470.495
2009-02-12,461.41
2009-02-13,465.675
2009-02-16,460.305
2009-02-17,443.917
2009-02-18,437.245
2009-02-19,438.176
2009-02-20,424.794
2009-02-23,420.052
2009-02-24,412.917
2009-02-25,414.237
2009-02-26,419.634
2009-02-27,417.046
2009-03-02,400.618
2009-03-03,394.38
2009-03-04,402.808
2009-03-05,398.287
2009-03-06,392.092
2009-03-09,384.433
2009-03-10,397.044
2009-03-11,404.286
2009-03-12,403.721
2009-03-13,412.236
2009-03-16,424.189
2009-03-17,425.82
2009-03-18,430.38
2009-03-19,453.685
2009-03-20,446.659
2009-03-23,458.516
2009-03-24,463.419
2009-03-25,464.74
2009-03-26,468.752
2009-03-27,464.156
2009-03-30,446.377
2009-03-31,450.761
2009-04-01,458.838
2009-04-02,484.237
2009-04-03,488.407
2009-04-06,486.821
2009-04-07,480.014
2009-04-08,476.671
2009-04-09,491.572
2009-04-10,492.86
2009-04-13,498.359
2009-04-14,507.012
2009-04-15,504.138
2009-04-16,509.006
2009-04-17,514.345
2009-04-20,499.658
2009-04-21,496.968
2009-04-22,504.807
2009-04-23,510.977
2009-04-24,521.772
2009-04-27,518.703
2009-04-28,506.631
2009-04-29,519.091
2009-04-30,527.572
2009-05-01,528.755
2009-05-04,542.672
2009-05-05,549.276
2009-05-06,555.174
2009-05-07,563.864
2009-05-08,572.468
2009-05-11,570.519
2009-05-12,567.985
2009-05-13,552.106
2009-05-14,548.96
2009-05-15,557.544
2009-05-18,558.356
2009-05-19,574.697
2009-05-20,586.824
2009-05-21,579.36
2009-05-22,583.837
2009-05-25,585.539
2009-05-26,586.515
2009-05-27,591.544
2009-05-28,585.778
2009-05-29,596.707
2009-06-01,611.91
2009-06-02,619.55
2009-06-03,610.85
2009-06-04,606.384
2009-06-05,602.511
2009-06-08,594.115
2009-06-09,601.459
2009-06-10,610.703
2009-06-11,618.362
2009-06-12,616.093
2009-06-15,602.099
2009-06-16,596.98
2009-06-17,586.508
2009-06-18,586.794
2009-06-19,591.299
2009-06-22,579.364
2009-06-23,575.889
2009-06-24,588.283
2009-06-25,587.414
2009-06-26,598.023
2009-06-29,599.63
2009-06-30,598.996
2009-07-01,606.121
2009-07-02,596.697
2009-07-03,593.916
2009-07-06,585.617
2009-07-07,584.327
2009-07-08,571.969
2009-07-09,575.322
2009-07-10,572.422
2009-07-13,571.377
2009-07-14,583.37
2009-07-15,598.721
2009-07-16,603.293
2009-07-17,605.077
2009-07-20,614.41
2009-07-21,624.627
2009-07-22,627.007
2009-07-23,634.703
2009-07-24,637.414
2009-07-27,640.892
2009-07-28,637.545
2009-07-29,634.845
2009-07-30,645.165
2009-07-31,655.493
2009-08-03,672.389
2009-08-04,672.893
2009-08-05,673.59
2009-08-06,674.891
2009-08-07,669.376
2009-08-10,670.814
2009-08-11,666.147
2009-08-12,670.38
2009-08-13,684.134
2009-08-14,686.039
2009-08-17,663.265
2009-08-18,670.076
2009-08-19,672.289
2009-08-20,682.25
2009-08-21,690.533
2009-08-24,703.214
2009-08-25,705.571
2009-08-26,702.364
2009-08-27,699.459
2009-08-28,713.296
2009-08-31,706.513
2009-09-01,697.309
2009-09-02,685.147
2009-09-03,689.868
2009-09-04,695.511
2009-09-07,709.305
2009-09-08,720.966
2009-09-09,727.247
2009-09-10,731.427
2009-09-11,738.696
2009-09-14,731.141
2009-09-15,733.233
2009-09-16,745.439
2009-09-17,752.371
2009-09-18,746.113
2009-09-21,735.422
2009-09-22,746.825
2009-09-23,746.951
2009-09-24,737.12
2009-09-25,732.469
2009-09-28,734.97
2009-09-29,733.777
2009-09-30,741.562
2009-10-01,728.781
2009-10-02,714.253
2009-10-05,717.709
2009-10-06,736.438
2009-10-07,739.139
2009-10-08,752.789
2009-10-09,753.22
2009-10-12,758.682
2009-10-13,757.712
2009-10-14,768.551
2009-10-15,771.42
2009-10-16,764.868
2009-10-19,773.126
2009-10-20,773.414
2009-10-21,773.308
2009-10-22,764.937
2009-10-23,762.099
2009-10-26,751.448
2009-10-27,736.761
2009-10-28,716.336
2009-10-29,726.514
2009-10-30,722.524
2009-11-02,720.513
2009-11-03,712.416
2009-11-04,728.826
2009-11-05,731.043
2009-11-06,734.836
2009-11-09,749.433
2009-11-10,746.655
2009-11-11,750.651
2009-11-12,745.612
2009-11-13,749.126
2009-11-16,759.124
2009-11-17,749.202
2009-11-18,752.397
2009-11-19,737.251
2009-11-20,732.387
2009-11-23,745.657
2009-11-24,737.412
2009-11-25,741.899
2009-11-26,724.224
2009-11-27,723.747
2009-11-30,725.963
2009-12-01,745.836
2009-12-02,746.847
2009-12-03,749.668
2009-12-04,741.265
2009-12-07,740.238
2009-12-08,731.272
2009-12-09,724.475
2009-12-10,725.806
2009-12-11,724.61
2009-12-14,730.192
2009-12-15,726.052
2009-12-16,733.175
2009-12-17,720.434
2009-12-18,715.486
2009-12-21,719.164
2009-12-22,719.697
2009-12-23,725.848
2009-12-24,727.719
2009-12-25,727.395
2009-12-28,732.774
2009-12-29,737.336
2009-12-30,730.903
2009-12-31,734.686
2010-01-01,734.686
2010-01-04,749.257
2010-01-05,754.94
2010-01-06,755.992
2010-01-07,754.902
2010-01-08,760.487
2010-01-11,771.253
2010-01-12,767.518
2010-01-13,766.335
2010-01-14,772.061
2010-01-15,767.857
2010-01-18,769.818
2010-01-19,766.402
2010-01-20,754.24
2010-01-21,747.286
2010-01-22,741.049
2010-01-25,739.553
2010-01-26,734.044
2010-01-27,727.884
2010-01-28,725.913
2010-01-29,720.114
2010-02-01,721.7
2010-02-02,733.325
2010-02-03,731.629
2010-02-04,716.883
2010-02-05,703.097
2010-02-08,700.166
2010-02-09,700.736
2010-02-10,703.82
2010-02-11,705.573
2010-02-12,705.08
2010-02-15,704.214
2010-02-16,711.077
2010-02-17,718.758
2010-02-18,720.035
2010-02-19,711.529
2010-02-22,721.003
2010-02-23,717.615
2010-02-24,715.937
2010-02-25,707.889
2010-02-26,716.967
2010-03-01,718.808
2010-03-02,727.927
2010-03-03,736.495
2010-03-04,733.128
2010-03-05,739.873
2010-03-08,744.583
2010-03-09,743.13
2010-03-10,747.635
2010-03-11,748.588
2010-03-12,755.351
2010-03-15,750.498
2010-03-16,757.992
2010-03-17,764.841
2010-03-18,759.281
2010-03-19,755.656
2010-03-22,755.485
2010-03-23,759.257
2010-03-24,750.686
2010-03-25,753.202
2010-03-26,757.217
2010-03-29,763.432
2010-03-30,765.664
2010-03-31,767.293
2010-04-01,775.601
2010-04-02,776.083
2010-04-05,777.714
2010-04-06,779.903
2010-04-07,780.321
2010-04-08,776.599
2010-04-09,785.021
2010-04-12,791.028
2010-04-13,785.993
2010-04-14,793.58
2010-04-15,795.97
2010-04-16,786.924
2010-04-19,776.101
2010-04-20,783.497
2010-04-21,785.515
2010-04-22,778.863
2010-04-23,783.628
2010-04-26,790.496
2010-04-27,777.68
2010-04-28,759.746
2010-04-29,769.308
2010-04-30,773.922
2010-05-03,769.889
2010-05-04,751.03
2010-05-05,736.767
2010-05-06,721.739
2010-05-07,698.919
2010-05-10,731.945
2010-05-11,725.179
2010-05-12,734.735
2010-05-13,737.306
2010-05-14,719.725
2010-05-17,704.67
2010-05-18,706.228
2010-05-19,690.299
2010-05-20,677.246
2010-05-21,678.731
2010-05-24,675.821
2010-05-25,653.563
2010-05-26,663.124
2010-05-27,678.603
2010-05-28,683.13
2010-05-31,684.379
2010-06-01,683.515
2010-06-02,678.639
2010-06-03,689.623
2010-06-04,676.932
2010-06-07,660.814
2010-06-08,658.677
2010-06-09,667.965
2010-06-10,680.432
2010-06-11,683.896
2010-06-14,698.996
2010-06-15,704.059
2010-06-16,706.638
2010-06-17,707.377
2010-06-18,712.234
2010-06-21,719.754
2010-06-22,714.564
2010-06-23,705.172
2010-06-24,701.482
2010-06-25,697.268
2010-06-28,700.102
2010-06-29,681.33
2010-06-30,677.499
2010-07-01,674.243
2010-07-02,679.03
2010-07-05,676.443
2010-07-06,693.342
2010-07-07,696.547
2010-07-08,706.296
2010-07-09,709.071
2010-07-12,707.056
2010-07-13,716.744
2010-07-14,721.219
2010-07-15,721.431
2010-07-16,714.725
2010-07-19,710.609
2010-07-20,708.486
2010-07-21,713.264
2010-07-22,723.676
2010-07-23,727.836
2010-07-26,737.004
2010-07-27,739.728
2010-07-28,741.477
2010-07-29,744.476
2010-07-30,739.291
2010-08-02,754.887
2010-08-03,760.239
2010-08-04,754.442
2010-08-05,758.492
2010-08-06,760.6
2010-08-09,762.079
2010-08-10,748.662
2010-08-11,728.675
2010-08-12,720.463
2010-08-13,721.395
2010-08-16,724.634
2010-08-17,732.676
2010-08-18,734.275
2010-08-19,731.715
2010-08-20,715.677
2010-08-23,718.319
2010-08-24,711.786
2010-08-25,703.301
2010-08-26,712.042
2010-08-27,716.799
2010-08-30,721.056
2010-08-31,715.707
2010-09-01,732.755
2010-09-02,737.809
2010-09-03,744.164
2010-09-06,752.025
2010-09-07,744.049
2010-09-08,744.287
2010-09-09,751.257
2010-09-10,751.596
2010-09-13,762.575
2010-09-14,767.384
2010-09-15,765.391
2010-09-16,763.264
