Date,SPAIN MID GROWTH Mid Cap
2001-09-20,155.277
2001-09-21,148.097
2001-09-24,154.278
2001-09-25,160.722
2001-09-26,164.75
2001-09-27,167.015
2001-09-28,169.346
2001-10-01,167.013
2001-10-02,170.061
2001-10-03,171.88
2001-10-04,173.491
2001-10-05,172.183
2001-10-08,171.631
2001-10-09,170.386
2001-10-10,172.88
2001-10-11,172.051
2001-10-12,172.814
2001-10-15,173.981
2001-10-16,177.38
2001-10-17,180.963
2001-10-18,176.544
2001-10-19,173.45
2001-10-22,173.761
2001-10-23,175.369
2001-10-24,177.336
2001-10-25,173.463
2001-10-26,175.449
2001-10-29,178.091
2001-10-30,176.359
2001-10-31,178.402
2001-11-01,179.629
2001-11-02,178.724
2001-11-05,179.312
2001-11-06,179.671
2001-11-07,178.858
2001-11-08,181.053
2001-11-09,181.366
2001-11-12,176.76
2001-11-13,179.58
2001-11-14,181.009
2001-11-15,182.758
2001-11-16,184.959
2001-11-19,188.593
2001-11-20,187.153
2001-11-21,183.18
2001-11-22,186.611
2001-11-23,185.817
2001-11-26,187.365
2001-11-27,186.757
2001-11-28,186.171
2001-11-29,185.233
2001-11-30,187.534
2001-12-03,185.328
2001-12-04,189.472
2001-12-05,191.382
2001-12-06,192.039
2001-12-07,190.755
2001-12-10,189.374
2001-12-11,191.059
2001-12-12,190.16
2001-12-13,187.621
2001-12-14,187.662
2001-12-17,193.548
2001-12-18,191.096
2001-12-19,189.403
2001-12-20,187.852
2001-12-21,186.548
2001-12-24,184.687
2001-12-25,184.687
2001-12-26,184.844
2001-12-27,188.205
2001-12-28,185.508
2001-12-31,187.317
2002-01-01,187.317
2002-01-02,189.544
2002-01-03,192.026
2002-01-04,191.784
2002-01-07,187.632
2002-01-08,188.766
2002-01-09,187.345
2002-01-10,186.728
2002-01-11,186.068
2002-01-14,186.496
2002-01-15,186.795
2002-01-16,183.935
2002-01-17,186.61
2002-01-18,187.943
2002-01-21,186.184
2002-01-22,187.267
2002-01-23,188.663
2002-01-24,189.813
2002-01-25,185.768
2002-01-28,186.995
2002-01-29,187.454
2002-01-30,185.563
2002-01-31,187.166
2002-02-01,187.535
2002-02-04,188.285
2002-02-05,186.647
2002-02-06,183.895
2002-02-07,185.665
2002-02-08,186.935
2002-02-11,187.642
2002-02-12,188.204
2002-02-13,189.058
2002-02-14,191.48
2002-02-15,191.846
2002-02-18,190.266
2002-02-19,190.02
2002-02-20,188.598
2002-02-21,187.852
2002-02-22,188.933
2002-02-25,189.193
2002-02-26,190.259
2002-02-27,192.347
2002-02-28,191.879
2002-03-01,193.013
2002-03-04,195.46
2002-03-05,194.893
2002-03-06,196.804
2002-03-07,199.794
2002-03-08,200.274
2002-03-11,200.624
2002-03-12,198.512
2002-03-13,198.822
2002-03-14,201.912
2002-03-15,203.491
2002-03-18,206.076
2002-03-19,206.595
2002-03-20,205.961
2002-03-21,205.434
2002-03-22,204.023
2002-03-25,200.436
2002-03-26,200.494
2002-03-27,200.389
2002-03-28,201.979
2002-03-29,201.979
2002-04-01,203.635
2002-04-02,203.266
2002-04-03,203.031
2002-04-04,201.744
2002-04-05,201.174
2002-04-08,197.351
2002-04-09,199.196
2002-04-10,200.87
2002-04-11,200.174
2002-04-12,200.431
2002-04-15,201.122
2002-04-16,204.194
2002-04-17,205.131
2002-04-18,205.259
2002-04-19,207.842
2002-04-22,207.286
2002-04-23,207.968
2002-04-24,207.464
2002-04-25,208.254
2002-04-26,209.911
2002-04-29,210.204
2002-04-30,210.043
2002-05-01,211.231
2002-05-02,207.81
2002-05-03,209.695
2002-05-06,210.994
2002-05-07,211.156
2002-05-08,212.192
2002-05-09,214.293
2002-05-10,213.331
2002-05-13,214.333
2002-05-14,214.759
2002-05-15,215.973
2002-05-16,214.437
2002-05-17,216.51
2002-05-20,215.213
2002-05-21,215.264
2002-05-22,217.511
2002-05-23,217.34
2002-05-24,219.129
2002-05-27,217.954
2002-05-28,220.251
2002-05-29,222.054
2002-05-30,221.127
2002-05-31,221.53
2002-06-03,221.259
2002-06-04,218.38
2002-06-05,216.104
2002-06-06,221.155
2002-06-07,225.187
2002-06-10,223.176
2002-06-11,224.654
2002-06-12,228.44
2002-06-13,225.753
2002-06-14,222.925
2002-06-17,222.876
2002-06-18,222.77
2002-06-19,224.267
2002-06-20,220.622
2002-06-21,223.998
2002-06-24,219.768
2002-06-25,218.383
2002-06-26,221.179
2002-06-27,216.053
2002-06-28,222.479
2002-07-01,222.677
2002-07-02,224.516
2002-07-03,221.669
2002-07-04,220.509
2002-07-05,221.892
2002-07-08,222.66
2002-07-09,222.92
2002-07-10,220.293
2002-07-11,213.023
2002-07-12,213.312
2002-07-15,209.274
2002-07-16,208.46
2002-07-17,205.762
2002-07-18,207.401
2002-07-19,202.116
2002-07-22,194.964
2002-07-23,190.61
2002-07-24,189.802
2002-07-25,194.194
2002-07-26,196.239
2002-07-29,199.859
2002-07-30,200.042
2002-07-31,199.471
2002-08-01,200.06
2002-08-02,200.844
2002-08-05,199.356
2002-08-06,201.971
2002-08-07,200.407
2002-08-08,201.459
2002-08-09,202.913
2002-08-12,202.333
2002-08-13,204.858
2002-08-14,207.062
2002-08-15,205.52
2002-08-16,206.651
2002-08-19,207.72
2002-08-20,203.944
2002-08-21,205.258
2002-08-22,207.489
2002-08-23,204.266
2002-08-26,203.881
2002-08-27,208.093
2002-08-28,204.527
2002-08-29,203.639
2002-08-30,205.899
2002-09-02,206.893
2002-09-03,207.536
2002-09-04,210.278
2002-09-05,207.886
2002-09-06,211.207
2002-09-09,209.303
2002-09-10,207.069
2002-09-11,209.528
2002-09-12,207.553
2002-09-13,205.097
2002-09-16,203.068
2002-09-17,203.921
2002-09-18,202.571
2002-09-19,202.55
2002-09-20,205.396
2002-09-23,201.381
2002-09-24,194.901
2002-09-25,197.24
2002-09-26,199.493
2002-09-27,199.631
2002-09-30,202.048
2002-10-01,198.345
2002-10-02,200.917
2002-10-03,201.622
2002-10-04,200.629
2002-10-07,199.188
2002-10-08,198.988
2002-10-09,194.766
2002-10-10,195.007
2002-10-11,200.087
2002-10-14,200.309
2002-10-15,199.625
2002-10-16,197.756
2002-10-17,196.712
2002-10-18,196.236
2002-10-21,197.562
2002-10-22,195.531
2002-10-23,193.715
2002-10-24,193.624
2002-10-25,197.813
2002-10-28,198.885
2002-10-29,197.486
2002-10-30,194.401
2002-10-31,195.663
2002-11-01,196.878
2002-11-04,198.725
2002-11-05,198.905
2002-11-06,200.015
2002-11-07,201.266
2002-11-08,203.596
2002-11-11,201.296
2002-11-12,207.433
2002-11-13,206.497
2002-11-14,206.598
2002-11-15,204.736
2002-11-18,206.722
2002-11-19,205.417
2002-11-20,203.535
2002-11-21,205.853
2002-11-22,203.349
2002-11-25,200.926
2002-11-26,203.143
2002-11-27,208.941
2002-11-28,209.412
2002-11-29,206.081
2002-12-02,204.028
2002-12-03,203.495
2002-12-04,207.966
2002-12-05,206.249
2002-12-06,207.764
2002-12-09,206.347
2002-12-10,208.294
2002-12-11,208.289
2002-12-12,207.154
2002-12-13,207.342
2002-12-16,209.573
2002-12-17,211.239
2002-12-18,207.74
2002-12-19,211.797
2002-12-20,210.7
2002-12-23,210.146
2002-12-24,211.016
2002-12-25,211.016
2002-12-26,211.548
2002-12-27,211.078
2002-12-30,209.974
2002-12-31,210.797
2003-01-01,210.797
2003-01-02,214.289
2003-01-03,215.023
2003-01-06,216.344
2003-01-07,217.606
2003-01-08,218.689
2003-01-09,221.743
2003-01-10,218.95
2003-01-13,220.607
2003-01-14,224.456
2003-01-15,221.825
2003-01-16,223.263
2003-01-17,223.579
2003-01-20,221.062
2003-01-21,219.016
2003-01-22,218.458
2003-01-23,222.711
2003-01-24,224.715
2003-01-27,217.845
2003-01-28,218.094
2003-01-29,216.489
2003-01-30,214.019
2003-01-31,214.934
2003-02-03,213.691
2003-02-04,214.569
2003-02-05,215.56
2003-02-06,212.351
2003-02-07,211.09
2003-02-10,212.149
2003-02-11,212.765
2003-02-12,209.733
2003-02-13,212.995
2003-02-14,215.308
2003-02-17,215.926
2003-02-18,216.136
2003-02-19,216.528
2003-02-20,217.878
2003-02-21,220.097
2003-02-24,218.751
2003-02-25,218.091
2003-02-26,215.34
2003-02-27,213.775
2003-02-28,217.383
2003-03-03,220.263
2003-03-04,217.151
2003-03-05,219.009
2003-03-06,219.4
2003-03-07,218.415
2003-03-10,211.178
2003-03-11,212.832
2003-03-12,209.166
2003-03-13,208.194
2003-03-14,209.109
2003-03-17,211.114
2003-03-18,209.947
2003-03-19,211.419
2003-03-20,209.125
2003-03-21,211.234
2003-03-24,209.718
2003-03-25,212.079
2003-03-26,213.278
2003-03-27,212.074
2003-03-28,213.522
2003-03-31,216.128
2003-04-01,218.98
2003-04-02,221.801
2003-04-03,222.189
2003-04-04,221.257
2003-04-07,220.257
2003-04-08,221.823
2003-04-09,224.004
2003-04-10,226.657
2003-04-11,226.61
2003-04-14,228.767
2003-04-15,230.101
2003-04-16,229.846
2003-04-17,230.52
2003-04-18,230.52
2003-04-21,229.526
2003-04-22,233.029
2003-04-23,233.958
2003-04-24,233.975
2003-04-25,233.724
2003-04-28,234.559
2003-04-29,234.028
2003-04-30,237.389
2003-05-01,239.57
2003-05-02,238.741
2003-05-05,240.945
2003-05-06,243.775
2003-05-07,244.136
2003-05-08,245.469
2003-05-09,247.814
2003-05-12,247.365
2003-05-13,246.775
2003-05-14,246.074
2003-05-15,245.018
2003-05-16,248.121
2003-05-19,248.099
2003-05-20,249.271
2003-05-21,251.245
2003-05-22,253.719
2003-05-23,255.974
2003-05-26,259.22
2003-05-27,258.584
2003-05-28,257.006
2003-05-29,259.34
2003-05-30,260.145
2003-06-02,256.665
2003-06-03,251.912
2003-06-04,254.68
2003-06-05,255.167
2003-06-06,252.564
2003-06-09,253.934
2003-06-10,251.771
2003-06-11,253.966
2003-06-12,252.652
2003-06-13,254.534
2003-06-16,258.878
2003-06-17,256.263
2003-06-18,252.864
2003-06-19,253.552
2003-06-20,258.244
2003-06-23,252.073
2003-06-24,253.513
2003-06-25,255.974
2003-06-26,254.282
2003-06-27,253.145
2003-06-30,253.041
2003-07-01,255.922
2003-07-02,254.02
2003-07-03,252.059
2003-07-04,251.107
2003-07-07,249.274
2003-07-08,247.462
2003-07-09,246.369
2003-07-10,245.972
2003-07-11,246.727
2003-07-14,248.204
2003-07-15,245.15
2003-07-16,244.396
2003-07-17,245.33
2003-07-18,246.473
2003-07-21,246.331
2003-07-22,249.185
2003-07-23,250.411
2003-07-24,252.391
2003-07-25,252.406
2003-07-28,250.101
2003-07-29,248.61
2003-07-30,245.527
2003-07-31,245.292
2003-08-01,244.156
2003-08-04,244.209
2003-08-05,244.714
2003-08-06,244.378
2003-08-07,245.135
2003-08-08,243.751
2003-08-11,244.67
2003-08-12,244.539
2003-08-13,243.024
2003-08-14,242.88
2003-08-15,242.707
2003-08-18,238.15
2003-08-19,236.837
2003-08-20,238.789
2003-08-21,235.553
2003-08-22,233.924
2003-08-25,233.79
2003-08-26,233.42
2003-08-27,233.437
2003-08-28,233.554
2003-08-29,234.077
2003-09-01,235.199
2003-09-02,233.061
2003-09-03,235.333
2003-09-04,236.704
2003-09-05,238.859
2003-09-08,241.235
2003-09-09,240.765
2003-09-10,240.104
2003-09-11,240.447
2003-09-12,240.628
2003-09-15,241.007
2003-09-16,240.284
2003-09-17,242.617
2003-09-18,243.752
2003-09-19,246.431
2003-09-22,246.792
2003-09-23,249.429
2003-09-24,247.493
2003-09-25,250.356
2003-09-26,251.136
2003-09-29,250.764
2003-09-30,251.153
2003-10-01,253.366
2003-10-02,252.143
2003-10-03,251.716
2003-10-06,252.753
2003-10-07,257.056
2003-10-08,256.694
2003-10-09,255.885
2003-10-10,257.035
2003-10-13,255.508
2003-10-14,256.324
2003-10-15,255.39
2003-10-16,256.532
2003-10-17,254.433
2003-10-20,255.324
2003-10-21,254.382
2003-10-22,255.702
2003-10-23,255.913
2003-10-24,256.168
2003-10-27,255.936
2003-10-28,255.693
2003-10-29,254.283
2003-10-30,257.075
2003-10-31,255.823
2003-11-03,253.816
2003-11-04,253.316
2003-11-05,251.505
2003-11-06,251.549
2003-11-07,252.315
2003-11-10,254.723
2003-11-11,254.708
2003-11-12,258.541
2003-11-13,259.289
2003-11-14,261.065
2003-11-17,260.8
2003-11-18,263.183
2003-11-19,263.961
2003-11-20,264.608
2003-11-21,265.81
2003-11-24,263.589
2003-11-25,265.33
2003-11-26,266.302
2003-11-27,265.945
2003-11-28,268.171
2003-12-01,270.499
2003-12-02,273.16
2003-12-03,271.632
2003-12-04,270.821
2003-12-05,272.552
2003-12-08,274.269
2003-12-09,276.764
2003-12-10,276.982
2003-12-11,276.531
2003-12-12,279.523
2003-12-15,280.185
2003-12-16,281.964
2003-12-17,284.485
2003-12-18,286.081
2003-12-19,287.48
2003-12-22,288.18
2003-12-23,291.318
2003-12-24,292.139
2003-12-25,292.139
2003-12-26,292.021
2003-12-29,295.42
2003-12-30,293.598
2003-12-31,295.543
2004-01-01,295.543
2004-01-02,300.1
2004-01-05,301.011
2004-01-06,302.817
2004-01-07,298.991
2004-01-08,298.639
2004-01-09,300.522
2004-01-12,303.552
2004-01-13,304.02
2004-01-14,304.27
2004-01-15,301.949
2004-01-16,297.552
2004-01-19,298.738
2004-01-20,303.019
2004-01-21,305.735
2004-01-22,308.154
2004-01-23,309.587
2004-01-26,304.622
2004-01-27,304.759
2004-01-28,306.451
2004-01-29,300.882
2004-01-30,300.648
2004-02-02,306.76
2004-02-03,311.315
2004-02-04,311.091
2004-02-05,312.284
2004-02-06,314.158
2004-02-09,313.108
2004-02-10,314.887
2004-02-11,316.488
2004-02-12,326.144
2004-02-13,325.958
2004-02-16,328.383
2004-02-17,332.201
2004-02-18,330.672
2004-02-19,325.842
2004-02-20,321.713
2004-02-23,322.462
2004-02-24,324.985
2004-02-25,318.184
2004-02-26,315.422
2004-02-27,319.565
2004-03-01,324.116
2004-03-02,326.226
2004-03-03,321.35
2004-03-04,323.376
2004-03-05,330.011
2004-03-08,331.342
2004-03-09,328.769
2004-03-10,324.54
2004-03-11,318.401
2004-03-12,314.425
2004-03-15,305.463
2004-03-16,310.397
2004-03-17,307.909
2004-03-18,311.043
2004-03-19,313.93
2004-03-22,310.381
2004-03-23,305.215
2004-03-24,305.079
2004-03-25,307.038
2004-03-26,304.574
2004-03-29,310.054
2004-03-30,310.533
2004-03-31,316.58
2004-04-01,321.998
2004-04-02,321.781
2004-04-05,317.146
2004-04-06,315.299
2004-04-07,314.65
2004-04-08,316.308
2004-04-09,316.308
2004-04-12,315.419
2004-04-13,314.052
2004-04-14,311.51
2004-04-15,314.23
2004-04-16,319.883
2004-04-19,317.325
2004-04-20,313.817
2004-04-21,309.941
2004-04-22,311.684
2004-04-23,311.641
2004-04-26,313.521
2004-04-27,313.061
2004-04-28,306.424
2004-04-29,307.781
2004-04-30,307.244
2004-05-03,310.178
2004-05-04,312.838
2004-05-05,316.537
2004-05-06,314.011
2004-05-07,308.063
2004-05-10,300.743
2004-05-11,301.393
2004-05-12,305.745
2004-05-13,305.451
2004-05-14,305.268
2004-05-17,305.616
2004-05-18,304.399
2004-05-19,308.929
2004-05-20,304.7
2004-05-21,307.666
2004-05-24,308.313
2004-05-25,312.428
2004-05-26,313.122
2004-05-27,317.688
2004-05-28,315.153
2004-05-31,317.146
2004-06-01,314.567
2004-06-02,320.028
2004-06-03,318.791
2004-06-04,321.211
2004-06-07,325.991
2004-06-08,325.755
2004-06-09,320.692
2004-06-10,320.037
2004-06-11,315.762
2004-06-14,316.107
2004-06-15,315.741
2004-06-16,314.907
2004-06-17,318.858
2004-06-18,321.619
2004-06-21,321.845
2004-06-22,319.945
2004-06-23,323.5
2004-06-24,325.854
2004-06-25,325.933
2004-06-28,329.32
2004-06-29,326.771
2004-06-30,323.852
2004-07-01,326.905
2004-07-02,328.526
2004-07-05,328.757
2004-07-06,329.3
2004-07-07,331.733
2004-07-08,332.73
2004-07-09,333.759
2004-07-12,336.672
2004-07-13,333.44
2004-07-14,334.236
2004-07-15,332.856
2004-07-16,338.08
2004-07-19,336.874
2004-07-20,334.53
2004-07-21,330.732
2004-07-22,328.964
2004-07-23,323.679
2004-07-26,323.864
2004-07-27,323.309
2004-07-28,321.12
2004-07-29,325.093
2004-07-30,325.986
2004-08-02,324.565
2004-08-03,329.614
2004-08-04,327.783
2004-08-05,328.489
2004-08-06,329.91
2004-08-09,329.777
2004-08-10,331.235
2004-08-11,328.263
2004-08-12,328.795
2004-08-13,330.107
2004-08-16,329.867
2004-08-17,331.524
2004-08-18,330.573
2004-08-19,335.818
2004-08-20,332.816
2004-08-23,332.636
2004-08-24,329.389
2004-08-25,329.391
2004-08-26,330.229
2004-08-27,329.929
2004-08-30,330.69
2004-08-31,334.471
2004-09-01,337.469
2004-09-02,339.625
2004-09-03,341.14
2004-09-06,343.509
2004-09-07,341.549
2004-09-08,344.967
2004-09-09,344.271
2004-09-10,347.069
2004-09-13,346.495
2004-09-14,346.402
2004-09-15,343.09
2004-09-16,342.173
2004-09-17,343.018
2004-09-20,343.204
2004-09-21,347.247
2004-09-22,346.368
2004-09-23,346.971
2004-09-24,344.358
2004-09-27,344.785
2004-09-28,346.018
2004-09-29,349.538
2004-09-30,351.468
2004-10-01,358.33
2004-10-04,356.321
2004-10-05,356.874
2004-10-06,357.622
2004-10-07,354.088
2004-10-08,357.423
2004-10-11,355.534
2004-10-12,353.452
2004-10-13,354.84
2004-10-14,355.259
2004-10-15,356.682
2004-10-18,358.866
2004-10-19,360.725
2004-10-20,363.035
2004-10-21,364.894
2004-10-22,366.662
2004-10-25,366.301
2004-10-26,366.005
2004-10-27,370.359
2004-10-28,373.2
2004-10-29,370.639
2004-11-01,371.353
2004-11-02,368.552
2004-11-03,371.288
2004-11-04,374.101
2004-11-05,375.365
2004-11-08,377.814
2004-11-09,379.583
2004-11-10,381.295
2004-11-11,382.582
2004-11-12,384.402
2004-11-15,382.351
2004-11-16,382.752
2004-11-17,388.656
2004-11-18,388.078
2004-11-19,390.636
2004-11-22,389.4
2004-11-23,391.323
2004-11-24,397.277
2004-11-25,404.393
2004-11-26,404.964
2004-11-29,405.59
2004-11-30,404.999
2004-12-01,410.108
2004-12-02,409.307
2004-12-03,413.974
2004-12-06,415.708
2004-12-07,414.409
2004-12-08,409.455
2004-12-09,411.054
2004-12-10,410.378
2004-12-13,413.449
2004-12-14,414.498
2004-12-15,418.315
2004-12-16,417.535
2004-12-17,418.659
2004-12-20,426.903
2004-12-21,425.274
2004-12-22,428.981
2004-12-23,432.861
2004-12-24,433.983
2004-12-27,436.14
2004-12-28,435.521
2004-12-29,435.597
2004-12-30,438.488
2004-12-31,437.281
2005-01-03,434.911
2005-01-04,432.169
2005-01-05,428.473
2005-01-06,425.101
2005-01-07,424.157
2005-01-10,429.4
2005-01-11,431.808
2005-01-12,438.101
2005-01-13,437.133
2005-01-14,436.255
2005-01-17,438.879
2005-01-18,439.876
2005-01-19,442.113
2005-01-20,438.965
2005-01-21,439.201
2005-01-24,439.01
2005-01-25,440.352
2005-01-26,446.221
2005-01-27,448.739
2005-01-28,449.492
2005-01-31,454.798
2005-02-01,457.765
2005-02-02,462.471
2005-02-03,461.596
2005-02-04,467.888
2005-02-07,461.901
2005-02-08,458.825
2005-02-09,459.434
2005-02-10,462.515
2005-02-11,466.472
2005-02-14,470.098
2005-02-15,474.141
2005-02-16,473.528
2005-02-17,476.492
2005-02-18,473.092
2005-02-21,461.038
2005-02-22,462.22
2005-02-23,463.345
2005-02-24,462.843
2005-02-25,467.16
2005-02-28,472.058
2005-03-01,472.25
2005-03-02,467.542
2005-03-03,466.203
2005-03-04,476.272
2005-03-07,472.14
2005-03-08,476.203
2005-03-09,472.214
2005-03-10,466.103
2005-03-11,469.03
2005-03-14,466.724
2005-03-15,465.476
2005-03-16,469.354
2005-03-17,469.23
2005-03-18,466.428
2005-03-21,466.264
2005-03-22,469.106
2005-03-23,462.08
2005-03-24,462.928
2005-03-25,462.928
2005-03-28,459.679
2005-03-29,460.725
2005-03-30,463.973
2005-03-31,463.079
2005-04-01,466.259
2005-04-04,457.098
2005-04-05,460.58
2005-04-06,464.299
2005-04-07,468.176
2005-04-08,465.918
2005-04-11,468.478
2005-04-12,464.502
2005-04-13,470.381
2005-04-14,466.496
2005-04-15,461.852
2005-04-18,457.476
2005-04-19,461.186
2005-04-20,462.197
2005-04-21,464.276
2005-04-22,466.44
2005-04-25,464.58
2005-04-26,462.922
2005-04-27,458.063
2005-04-28,457.885
2005-04-29,457.91
2005-05-02,465.572
2005-05-03,469.406
2005-05-04,472.845
2005-05-05,473.888
2005-05-06,473.48
2005-05-09,472.343
2005-05-10,475.192
2005-05-11,475.215
2005-05-12,474.578
2005-05-13,471.198
2005-05-16,469.369
2005-05-17,467.871
2005-05-18,477.45
2005-05-19,477.501
2005-05-20,475.725
2005-05-23,477.873
2005-05-24,478.085
2005-05-25,479.453
2005-05-26,480.098
2005-05-27,479.217
2005-05-30,481.62
2005-05-31,479.197
2005-06-01,481.869
2005-06-02,482.544
2005-06-03,481.098
2005-06-06,482.687
2005-06-07,489.435
2005-06-08,489.501
2005-06-09,487.71
2005-06-10,489.705
2005-06-13,487.46
2005-06-14,488.048
2005-06-15,482.932
2005-06-16,485.882
2005-06-17,493.753
2005-06-20,489.414
2005-06-21,495.849
2005-06-22,498.299
2005-06-23,498.871
2005-06-24,495.869
2005-06-27,495.219
2005-06-28,498.355
2005-06-29,505.074
2005-06-30,509.353
2005-07-01,506.237
2005-07-04,503.675
2005-07-05,503.868
2005-07-06,507.569
2005-07-07,500.888
2005-07-08,506.744
2005-07-11,518.374
2005-07-12,525.019
2005-07-13,524.32
2005-07-14,522.97
2005-07-15,517.643
2005-07-18,519.263
2005-07-19,518.417
2005-07-20,519.833
2005-07-21,523.815
2005-07-22,524.424
2005-07-25,521.299
2005-07-26,520.499
2005-07-27,520.997
2005-07-28,521.723
2005-07-29,523.863
2005-08-01,525.981
2005-08-02,528.616
2005-08-03,532.811
2005-08-04,534.284
2005-08-05,533.842
2005-08-08,540.774
2005-08-09,541.116
2005-08-10,551.332
2005-08-11,549.577
2005-08-12,545.578
2005-08-15,542.806
2005-08-16,541.1
2005-08-17,535.781
2005-08-18,526.422
2005-08-19,530.463
2005-08-22,536.044
2005-08-23,532.318
2005-08-24,537.44
2005-08-25,535.618
2005-08-26,535.775
2005-08-29,533.698
2005-08-30,532.531
2005-08-31,543.167
2005-09-01,562.215
2005-09-02,567.672
2005-09-05,573.79
2005-09-06,570.14
2005-09-07,572.976
2005-09-08,576.251
2005-09-09,580.121
2005-09-12,574.607
2005-09-13,570.843
2005-09-14,573.344
2005-09-15,572.181
2005-09-16,580.741
2005-09-19,580.25
2005-09-20,582.855
2005-09-21,585.037
2005-09-22,580.041
2005-09-23,578.418
2005-09-26,568.588
2005-09-27,567.362
2005-09-28,573.026
2005-09-29,570.987
2005-09-30,576.111
2005-10-03,574.877
2005-10-04,576.997
2005-10-05,573.47
2005-10-06,573.145
2005-10-07,571.608
2005-10-10,575.854
2005-10-11,578.218
2005-10-12,574.763
2005-10-13,553.526
2005-10-14,557.96
2005-10-17,550.828
2005-10-18,539.182
2005-10-19,530.627
2005-10-20,528.787
2005-10-21,527.582
2005-10-24,538.918
2005-10-25,548.693
2005-10-26,544.789
2005-10-27,541.899
2005-10-28,540.571
2005-10-31,545.937
2005-11-01,547.568
2005-11-02,549.019
2005-11-03,550.902
2005-11-04,541.292
2005-11-07,541.033
2005-11-08,540.101
2005-11-09,540.543
