Date,SPAIN MID GROWTH Mid Cap
2001-10-05,168.609
2001-10-08,168.075
2001-10-09,166.855
2001-10-10,169.297
2001-10-11,168.486
2001-10-12,169.233
2001-10-15,170.376
2001-10-16,173.705
2001-10-17,177.214
2001-10-18,172.886
2001-10-19,169.856
2001-10-22,170.161
2001-10-23,171.736
2001-10-24,173.661
2001-10-25,169.907
2001-10-26,171.852
2001-10-29,174.44
2001-10-30,172.744
2001-10-31,174.746
2001-11-01,175.947
2001-11-02,175.061
2001-11-05,175.636
2001-11-06,175.989
2001-11-07,175.192
2001-11-08,177.342
2001-11-09,177.648
2001-11-12,173.139
2001-11-13,175.901
2001-11-14,177.301
2001-11-15,179.014
2001-11-16,181.17
2001-11-19,184.73
2001-11-20,183.319
2001-11-21,179.428
2001-11-22,182.788
2001-11-23,182.01
2001-11-26,183.526
2001-11-27,182.93
2001-11-28,182.357
2001-11-29,181.438
2001-11-30,183.692
2001-12-03,181.531
2001-12-04,185.59
2001-12-05,187.461
2001-12-06,188.105
2001-12-07,186.847
2001-12-10,185.495
2001-12-11,187.145
2001-12-12,186.264
2001-12-13,183.777
2001-12-14,183.818
2001-12-17,189.583
2001-12-18,187.181
2001-12-19,185.523
2001-12-20,184.004
2001-12-21,182.726
2001-12-24,180.903
2001-12-25,180.903
2001-12-26,181.058
2001-12-27,184.349
2001-12-28,181.708
2001-12-31,183.48
2002-01-01,183.48
2002-01-02,185.72
2002-01-03,188.152
2002-01-04,187.92
2002-01-07,183.852
2002-01-08,184.962
2002-01-09,183.571
2002-01-10,182.983
2002-01-11,182.336
2002-01-14,182.77
2002-01-15,183.063
2002-01-16,180.26
2002-01-17,182.882
2002-01-18,184.188
2002-01-21,182.464
2002-01-22,183.525
2002-01-23,184.894
2002-01-24,186.02
2002-01-25,182.056
2002-01-28,183.259
2002-01-29,183.709
2002-01-30,181.856
2002-01-31,183.427
2002-02-01,183.788
2002-02-04,184.523
2002-02-05,182.918
2002-02-06,180.221
2002-02-07,181.956
2002-02-08,183.2
2002-02-11,183.908
2002-02-12,184.459
2002-02-13,185.295
2002-02-14,187.67
2002-02-15,188.028
2002-02-18,186.48
2002-02-19,186.238
2002-02-20,184.845
2002-02-21,184.114
2002-02-22,185.173
2002-02-25,185.428
2002-02-26,186.473
2002-02-27,188.519
2002-02-28,188.061
2002-03-01,189.172
2002-03-04,191.57
2002-03-05,191.015
2002-03-06,192.887
2002-03-07,195.818
2002-03-08,196.289
2002-03-11,196.632
2002-03-12,194.561
2002-03-13,194.866
2002-03-14,197.894
2002-03-15,199.442
2002-03-18,202.001
2002-03-19,202.51
2002-03-20,201.888
2002-03-21,201.372
2002-03-22,199.988
2002-03-25,196.472
2002-03-26,196.529
2002-03-27,196.427
2002-03-28,197.986
2002-03-29,197.986
2002-04-01,199.608
2002-04-02,199.293
2002-04-03,199.062
2002-04-04,197.801
2002-04-05,197.241
2002-04-08,193.493
2002-04-09,195.302
2002-04-10,196.943
2002-04-11,196.261
2002-04-12,196.513
2002-04-15,197.19
2002-04-16,200.202
2002-04-17,201.121
2002-04-18,201.247
2002-04-19,203.779
2002-04-22,203.234
2002-04-23,203.902
2002-04-24,203.408
2002-04-25,204.232
2002-04-26,205.857
2002-04-29,206.145
2002-04-30,205.986
2002-05-01,207.152
2002-05-02,203.797
2002-05-03,205.645
2002-05-06,206.919
2002-05-07,207.078
2002-05-08,208.094
2002-05-09,210.155
2002-05-10,209.24
2002-05-13,210.223
2002-05-14,210.64
2002-05-15,211.832
2002-05-16,210.325
2002-05-17,212.358
2002-05-20,211.086
2002-05-21,211.15
2002-05-22,213.354
2002-05-23,213.186
2002-05-24,214.941
2002-05-27,213.789
2002-05-28,216.042
2002-05-29,217.811
2002-05-30,216.902
2002-05-31,217.296
2002-06-03,217.03
2002-06-04,214.207
2002-06-05,211.974
2002-06-06,216.928
2002-06-07,220.883
2002-06-10,218.911
2002-06-11,220.361
2002-06-12,224.074
2002-06-13,221.438
2002-06-14,218.665
2002-06-17,218.616
2002-06-18,218.513
2002-06-19,219.981
2002-06-20,216.609
2002-06-21,219.923
2002-06-24,215.77
2002-06-25,214.411
2002-06-26,217.156
2002-06-27,212.123
2002-06-28,218.432
2002-07-01,218.908
2002-07-02,220.716
2002-07-03,217.917
2002-07-04,216.777
2002-07-05,218.136
2002-07-08,218.892
2002-07-09,219.146
2002-07-10,216.564
2002-07-11,209.417
2002-07-12,209.702
2002-07-15,205.732
2002-07-16,204.931
2002-07-17,202.279
2002-07-18,203.891
2002-07-19,198.695
2002-07-22,191.664
2002-07-23,187.384
2002-07-24,186.589
2002-07-25,190.907
2002-07-26,192.917
2002-07-29,196.476
2002-07-30,196.656
2002-07-31,196.095
2002-08-01,196.674
2002-08-02,197.445
2002-08-05,195.981
2002-08-06,198.552
2002-08-07,197.015
2002-08-08,198.049
2002-08-09,199.479
2002-08-12,198.908
2002-08-13,201.391
2002-08-14,203.558
2002-08-15,202.042
2002-08-16,203.154
2002-08-19,204.204
2002-08-20,200.493
2002-08-21,201.784
2002-08-22,203.977
2002-08-23,200.809
2002-08-26,200.43
2002-08-27,204.57
2002-08-28,201.065
2002-08-29,200.192
2002-08-30,202.414
2002-09-02,203.391
2002-09-03,204.023
2002-09-04,206.719
2002-09-05,204.367
2002-09-06,207.632
2002-09-09,205.761
2002-09-10,203.564
2002-09-11,205.982
2002-09-12,204.04
2002-09-13,201.625
2002-09-16,199.631
2002-09-17,200.469
2002-09-18,199.143
2002-09-19,199.122
2002-09-20,201.92
2002-09-23,197.973
2002-09-24,191.602
2002-09-25,193.902
2002-09-26,196.117
2002-09-27,196.252
2002-09-30,198.628
2002-10-01,195.054
2002-10-02,197.583
2002-10-03,198.277
2002-10-04,197.3
2002-10-07,195.884
2002-10-08,195.687
2002-10-09,191.534
2002-10-10,191.772
2002-10-11,196.767
2002-10-14,196.986
2002-10-15,196.313
2002-10-16,194.475
2002-10-17,193.448
2002-10-18,192.98
2002-10-21,194.285
2002-10-22,192.287
2002-10-23,190.501
2002-10-24,190.412
2002-10-25,194.531
2002-10-28,195.585
2002-10-29,194.209
2002-10-30,191.176
2002-10-31,192.417
2002-11-01,193.612
2002-11-04,195.428
2002-11-05,195.605
2002-11-06,196.696
2002-11-07,197.926
2002-11-08,200.218
2002-11-11,197.957
2002-11-12,203.992
2002-11-13,203.071
2002-11-14,203.171
2002-11-15,201.34
2002-11-18,203.293
2002-11-19,202.009
2002-11-20,200.158
2002-11-21,202.438
2002-11-22,199.975
2002-11-25,197.592
2002-11-26,199.772
2002-11-27,205.474
2002-11-28,205.937
2002-11-29,202.662
2002-12-02,200.643
2002-12-03,200.119
2002-12-04,204.516
2002-12-05,202.827
2002-12-06,204.317
2002-12-09,202.924
2002-12-10,204.838
2002-12-11,204.833
2002-12-12,203.717
2002-12-13,203.902
2002-12-16,206.096
2002-12-17,207.735
2002-12-18,204.294
2002-12-19,208.283
2002-12-20,207.204
2002-12-23,206.66
2002-12-24,207.515
2002-12-25,207.515
2002-12-26,208.039
2002-12-27,207.576
2002-12-30,206.49
2002-12-31,207.3
2003-01-01,207.3
2003-01-02,210.793
2003-01-03,211.583
2003-01-06,212.883
2003-01-07,214.125
2003-01-08,215.19
2003-01-09,218.196
2003-01-10,215.52
2003-01-13,217.151
2003-01-14,220.94
2003-01-15,218.35
2003-01-16,219.765
2003-01-17,220.077
2003-01-20,217.599
2003-01-21,215.585
2003-01-22,215.035
2003-01-23,219.222
2003-01-24,221.194
2003-01-27,214.432
2003-01-28,214.678
2003-01-29,213.097
2003-01-30,210.667
2003-01-31,211.567
2003-02-03,210.343
2003-02-04,211.207
2003-02-05,212.183
2003-02-06,209.025
2003-02-07,207.783
2003-02-10,208.826
2003-02-11,209.431
2003-02-12,206.447
2003-02-13,209.658
2003-02-14,211.935
2003-02-17,212.544
2003-02-18,212.75
2003-02-19,213.136
2003-02-20,214.464
2003-02-21,216.649
2003-02-24,215.324
2003-02-25,214.675
2003-02-26,211.967
2003-02-27,210.426
2003-02-28,213.978
2003-03-03,216.813
2003-03-04,213.75
2003-03-05,215.578
2003-03-06,215.963
2003-03-07,214.993
2003-03-10,207.869
2003-03-11,209.497
2003-03-12,205.889
2003-03-13,204.933
2003-03-14,205.833
2003-03-17,207.807
2003-03-18,206.658
2003-03-19,208.107
2003-03-20,205.849
2003-03-21,207.924
2003-03-24,206.612
2003-03-25,208.938
2003-03-26,210.119
2003-03-27,208.933
2003-03-28,210.36
2003-03-31,212.927
2003-04-01,215.804
2003-04-02,218.584
2003-04-03,218.967
2003-04-04,218.048
2003-04-07,217.063
2003-04-08,218.607
2003-04-09,220.756
2003-04-10,223.37
2003-04-11,223.324
2003-04-14,225.449
2003-04-15,226.764
2003-04-16,226.513
2003-04-17,227.177
2003-04-18,227.177
2003-04-21,226.198
2003-04-22,229.65
2003-04-23,230.565
2003-04-24,230.583
2003-04-25,230.335
2003-04-28,231.158
2003-04-29,230.634
2003-04-30,233.947
2003-05-01,236.096
2003-05-02,235.279
2003-05-05,237.451
2003-05-06,240.24
2003-05-07,240.596
2003-05-08,241.909
2003-05-09,244.22
2003-05-12,243.778
2003-05-13,243.197
2003-05-14,242.506
2003-05-15,241.465
2003-05-16,244.523
2003-05-19,244.501
2003-05-20,245.656
2003-05-21,247.602
2003-05-22,250.04
2003-05-23,252.262
2003-05-26,255.461
2003-05-27,254.834
2003-05-28,253.279
2003-05-29,255.58
2003-05-30,256.373
2003-06-02,252.943
2003-06-03,248.259
2003-06-04,250.987
2003-06-05,251.467
2003-06-06,248.902
2003-06-09,250.252
2003-06-10,248.12
2003-06-11,250.283
2003-06-12,248.988
2003-06-13,250.843
2003-06-16,255.124
2003-06-17,252.547
2003-06-18,249.198
2003-06-19,249.876
2003-06-20,254.499
2003-06-23,248.603
2003-06-24,250.023
2003-06-25,252.45
2003-06-26,250.781
2003-06-27,249.66
2003-06-30,249.557
2003-07-01,252.618
2003-07-02,250.74
2003-07-03,248.804
2003-07-04,247.864
2003-07-07,246.115
2003-07-08,244.326
2003-07-09,243.247
2003-07-10,242.855
2003-07-11,243.6
2003-07-14,245.059
2003-07-15,242.043
2003-07-16,241.298
2003-07-17,242.221
2003-07-18,243.35
2003-07-21,243.209
2003-07-22,246.027
2003-07-23,247.237
2003-07-24,249.193
2003-07-25,249.207
2003-07-28,246.932
2003-07-29,245.46
2003-07-30,242.416
2003-07-31,242.183
2003-08-01,241.062
2003-08-04,241.114
2003-08-05,241.613
2003-08-06,241.281
2003-08-07,242.029
2003-08-08,240.662
2003-08-11,241.569
2003-08-12,241.44
2003-08-13,239.944
2003-08-14,239.802
2003-08-15,239.631
2003-08-18,235.132
2003-08-19,233.836
2003-08-20,235.763
2003-08-21,232.568
2003-08-22,230.96
2003-08-25,230.827
2003-08-26,230.462
2003-08-27,230.478
2003-08-28,230.594
2003-08-29,231.111
2003-09-01,232.219
2003-09-02,230.107
2003-09-03,232.351
2003-09-04,233.705
2003-09-05,235.832
2003-09-08,238.178
2003-09-09,237.714
2003-09-10,237.061
2003-09-11,237.4
2003-09-12,237.579
2003-09-15,237.953
2003-09-16,237.239
2003-09-17,239.543
2003-09-18,240.663
2003-09-19,243.308
2003-09-22,243.665
2003-09-23,246.268
2003-09-24,244.356
2003-09-25,247.183
2003-09-26,247.954
2003-09-29,247.586
2003-09-30,247.97
2003-10-01,250.255
2003-10-02,249.048
2003-10-03,248.626
2003-10-06,249.651
2003-10-07,253.9
2003-10-08,253.543
2003-10-09,252.744
2003-10-10,253.88
2003-10-13,252.371
2003-10-14,253.177
2003-10-15,252.255
2003-10-16,253.382
2003-10-17,251.309
2003-10-20,252.19
2003-10-21,251.259
2003-10-22,252.563
2003-10-23,252.771
2003-10-24,253.023
2003-10-27,252.848
2003-10-28,252.608
2003-10-29,251.216
2003-10-30,253.973
2003-10-31,252.737
2003-11-03,250.754
2003-11-04,250.26
2003-11-05,248.471
2003-11-06,248.514
2003-11-07,249.271
2003-11-10,251.65
2003-11-11,251.635
2003-11-12,255.45
2003-11-13,256.189
2003-11-14,257.966
2003-11-17,257.704
2003-11-18,260.059
2003-11-19,260.828
2003-11-20,261.467
2003-11-21,262.655
2003-11-24,260.46
2003-11-25,262.181
2003-11-26,263.141
2003-11-27,262.788
2003-11-28,264.988
2003-12-01,267.288
2003-12-02,269.917
2003-12-03,268.407
2003-12-04,267.606
2003-12-05,269.316
2003-12-08,271.013
2003-12-09,273.478
2003-12-10,273.694
2003-12-11,273.249
2003-12-12,276.205
2003-12-15,276.859
2003-12-16,278.616
2003-12-17,281.107
2003-12-18,282.685
2003-12-19,284.068
2003-12-22,284.759
2003-12-23,287.859
2003-12-24,288.671
2003-12-25,288.671
2003-12-26,288.555
2003-12-29,291.913
2003-12-30,290.113
2003-12-31,292.035
2004-01-01,292.035
2004-01-02,296.538
2004-01-05,297.495
2004-01-06,299.279
2004-01-07,295.542
2004-01-08,295.194
2004-01-09,297.056
2004-01-12,300.15
2004-01-13,300.612
2004-01-14,300.86
2004-01-15,298.564
2004-01-16,294.217
2004-01-19,295.466
2004-01-20,299.7
2004-01-21,302.386
2004-01-22,304.779
2004-01-23,306.196
2004-01-26,301.285
2004-01-27,301.421
2004-01-28,303.095
2004-01-29,297.586
2004-01-30,297.355
2004-02-02,303.4
2004-02-03,307.905
2004-02-04,307.684
2004-02-05,308.863
2004-02-06,310.717
2004-02-09,309.679
2004-02-10,311.438
2004-02-11,313.022
2004-02-12,322.572
2004-02-13,322.388
2004-02-16,324.786
2004-02-17,328.563
2004-02-18,327.05
2004-02-19,322.273
2004-02-20,318.189
2004-02-23,318.93
2004-02-24,321.426
2004-02-25,314.699
2004-02-26,311.968
2004-02-27,316.065
2004-03-01,320.566
2004-03-02,322.653
2004-03-03,317.83
2004-03-04,319.834
2004-03-05,326.397
2004-03-08,327.713
2004-03-09,325.168
2004-03-10,320.986
2004-03-11,314.913
2004-03-12,310.981
2004-03-15,302.117
2004-03-16,306.997
2004-03-17,304.537
2004-03-18,307.636
2004-03-19,310.492
2004-03-22,306.982
2004-03-23,301.872
2004-03-24,301.951
2004-03-25,303.89
2004-03-26,301.452
2004-03-29,306.875
2004-03-30,307.349
2004-03-31,313.334
2004-04-01,318.697
2004-04-02,318.481
2004-04-05,313.894
2004-04-06,312.066
2004-04-07,311.424
2004-04-08,313.065
2004-04-09,313.065
2004-04-12,312.185
2004-04-13,310.832
2004-04-14,308.316
2004-04-15,311.008
2004-04-16,316.604
2004-04-19,314.071
2004-04-20,310.599
2004-04-21,306.763
2004-04-22,308.488
2004-04-23,308.446
2004-04-26,310.307
2004-04-27,309.851
2004-04-28,303.283
2004-04-29,304.625
2004-04-30,304.094
2004-05-03,306.998
2004-05-04,309.631
2004-05-05,313.329
2004-05-06,310.829
2004-05-07,304.941
2004-05-10,297.696
2004-05-11,298.339
2004-05-12,302.647
2004-05-13,302.407
2004-05-14,302.226
2004-05-17,302.571
2004-05-18,301.366
2004-05-19,305.851
2004-05-20,301.664
2004-05-21,304.6
2004-05-24,305.241
2004-05-25,309.315
2004-05-26,310.002
2004-05-27,314.523
2004-05-28,312.013
2004-05-31,313.986
2004-06-01,311.432
2004-06-02,316.84
2004-06-03,315.615
2004-06-04,318.01
2004-06-07,322.828
2004-06-08,322.594
2004-06-09,317.58
2004-06-10,316.932
2004-06-11,312.699
2004-06-14,313.04
2004-06-15,312.677
2004-06-16,311.851
2004-06-17,315.764
2004-06-18,318.498
2004-06-21,318.722
2004-06-22,317.094
2004-06-23,320.618
2004-06-24,322.95
2004-06-25,323.029
2004-06-28,326.386
2004-06-29,323.86
2004-06-30,320.967
2004-07-01,324.204
2004-07-02,325.812
2004-07-05,326.107
2004-07-06,326.646
2004-07-07,329.06
2004-07-08,330.048
2004-07-09,331.07
2004-07-12,333.958
2004-07-13,330.753
2004-07-14,331.543
2004-07-15,330.173
2004-07-16,335.356
2004-07-19,334.159
2004-07-20,331.834
2004-07-21,328.066
2004-07-22,326.313
2004-07-23,321.07
2004-07-26,321.254
2004-07-27,320.703
2004-07-28,318.532
2004-07-29,322.472
2004-07-30,323.359
2004-08-02,321.949
2004-08-03,326.958
2004-08-04,325.142
2004-08-05,325.842
2004-08-06,327.251
2004-08-09,327.12
2004-08-10,328.565
2004-08-11,325.617
2004-08-12,326.145
2004-08-13,327.447
2004-08-16,327.208
2004-08-17,328.852
2004-08-18,327.909
2004-08-19,333.112
2004-08-20,330.134
2004-08-23,329.955
2004-08-24,326.734
2004-08-25,326.737
2004-08-26,327.568
2004-08-27,327.27
2004-08-30,328.024
2004-08-31,331.776
2004-09-01,334.749
2004-09-02,336.888
2004-09-03,338.391
2004-09-06,340.74
2004-09-07,338.796
2004-09-08,342.187
2004-09-09,341.497
2004-09-10,344.272
2004-09-13,343.702
2004-09-14,343.61
2004-09-15,340.325
2004-09-16,339.415
2004-09-17,340.253
2004-09-20,340.438
2004-09-21,344.449
2004-09-22,343.577
2004-09-23,344.174
2004-09-24,341.582
2004-09-27,342.006
2004-09-28,343.229
2004-09-29,346.72
2004-09-30,348.635
2004-10-01,355.442
2004-10-04,353.449
2004-10-05,353.998
2004-10-06,354.74
2004-10-07,351.235
2004-10-08,354.542
2004-10-11,352.669
2004-10-12,350.603
2004-10-13,351.98
2004-10-14,352.396
2004-10-15,353.808
2004-10-18,355.973
2004-10-19,357.817
2004-10-20,360.109
2004-10-21,361.953
2004-10-22,363.707
2004-10-25,363.349
2004-10-26,363.055
2004-10-27,367.374
2004-10-28,370.321
2004-10-29,367.779
2004-11-01,368.488
2004-11-02,365.708
2004-11-03,368.423
2004-11-04,371.215
2004-11-05,372.469
2004-11-08,374.899
2004-11-09,376.654
2004-11-10,378.354
2004-11-11,379.63
2004-11-12,381.437
2004-11-15,379.436
2004-11-16,379.834
2004-11-17,385.693
2004-11-18,385.119
2004-11-19,387.658
2004-11-22,386.431
2004-11-23,388.34
2004-11-24,394.248
2004-11-25,401.31
2004-11-26,401.877
2004-11-29,402.498
2004-11-30,401.912
2004-12-01,406.981
2004-12-02,406.186
2004-12-03,410.818
2004-12-06,412.538
2004-12-07,411.249
2004-12-08,406.334
2004-12-09,407.92
2004-12-10,407.287
2004-12-13,410.335
2004-12-14,411.376
2004-12-15,415.165
2004-12-16,414.39
2004-12-17,415.506
2004-12-20,423.688
2004-12-21,422.07
2004-12-22,425.749
2004-12-23,429.601
2004-12-24,430.714
2004-12-27,432.855
2004-12-28,432.24
2004-12-29,432.316
2004-12-30,435.185
2004-12-31,433.987
2005-01-03,431.812
2005-01-04,429.089
2005-01-05,425.42
2005-01-06,422.072
2005-01-07,421.135
2005-01-10,426.34
2005-01-11,428.731
2005-01-12,434.979
2005-01-13,434.017
2005-01-14,433.146
2005-01-17,435.809
2005-01-18,436.799
2005-01-19,439.02
2005-01-20,435.895
2005-01-21,436.129
2005-01-24,436.049
2005-01-25,437.382
2005-01-26,443.212
2005-01-27,445.713
2005-01-28,446.46
2005-01-31,451.73
2005-02-01,454.678
2005-02-02,459.352
2005-02-03,458.482
2005-02-04,464.732
2005-02-07,458.786
2005-02-08,455.731
2005-02-09,456.335
2005-02-10,459.396
2005-02-11,463.326
2005-02-14,466.927
2005-02-15,470.943
2005-02-16,470.334
2005-02-17,473.278
2005-02-18,469.901
2005-02-21,457.928
2005-02-22,459.102
2005-02-23,460.22
2005-02-24,459.722
2005-02-25,464.009
2005-02-28,468.874
2005-03-01,469.065
2005-03-02,464.389
2005-03-03,463.058
2005-03-04,473.059
2005-03-07,468.955
2005-03-08,472.991
2005-03-09,469.029
2005-03-10,462.999
2005-03-11,465.905
2005-03-14,463.615
2005-03-15,462.376
2005-03-16,466.228
2005-03-17,466.105
2005-03-18,463.321
2005-03-21,463.159
2005-03-22,465.981
2005-03-23,459.002
2005-03-24,459.845
2005-03-25,459.845
2005-03-28,456.617
2005-03-29,457.656
2005-03-30,460.883
2005-03-31,459.994
2005-04-01,463.153
2005-04-04,454.054
2005-04-05,457.513
2005-04-06,461.207
2005-04-07,465.058
2005-04-08,462.814
2005-04-11,465.358
2005-04-12,461.408
2005-04-13,467.248
2005-04-14,463.388
2005-04-15,458.775
2005-04-18,454.428
2005-04-19,458.114
2005-04-20,459.294
2005-04-21,461.36
2005-04-22,463.51
2005-04-25,461.661
2005-04-26,460.015
2005-04-27,455.186
2005-04-28,455.009
2005-04-29,455.034
2005-05-02,462.648
2005-05-03,466.457
2005-05-04,469.875
2005-05-05,470.912
2005-05-06,470.506
2005-05-09,469.376
2005-05-10,472.208
2005-05-11,472.23
2005-05-12,471.598
2005-05-13,468.344
2005-05-16,466.526
2005-05-17,465.037
2005-05-18,474.559
2005-05-19,474.609
2005-05-20,472.844
2005-05-23,474.979
2005-05-24,475.189
2005-05-25,476.549
2005-05-26,477.19
2005-05-27,476.315
2005-05-30,478.703
2005-05-31,476.295
2005-06-01,479.015
2005-06-02,479.686
2005-06-03,478.248
2005-06-06,479.829
2005-06-07,486.536
2005-06-08,486.602
2005-06-09,484.822
2005-06-10,486.833
2005-06-13,484.601
2005-06-14,485.186
2005-06-15,480.1
2005-06-16,483.032
2005-06-17,490.857
2005-06-20,486.544
2005-06-21,492.941
2005-06-22,495.376
2005-06-23,495.945
2005-06-24,492.96
2005-06-27,492.315
2005-06-28,495.432
2005-06-29,502.112
2005-06-30,506.432
2005-07-01,503.62
2005-07-04,501.071
2005-07-05,501.263
2005-07-06,504.945
2005-07-07,498.299
2005-07-08,504.124
2005-07-11,515.694
2005-07-12,522.305
2005-07-13,521.609
2005-07-14,520.266
2005-07-15,514.967
2005-07-18,516.578
2005-07-19,515.737
2005-07-20,517.146
2005-07-21,521.107
2005-07-22,521.713
2005-07-25,518.604
2005-07-26,517.808
2005-07-27,518.303
2005-07-28,519.025
2005-07-29,521.179
2005-08-01,523.286
2005-08-02,525.908
2005-08-03,530.082
2005-08-04,531.547
2005-08-05,531.108
2005-08-08,538.004
2005-08-09,538.344
2005-08-10,548.508
2005-08-11,546.761
2005-08-12,542.783
2005-08-15,540.025
2005-08-16,538.328
2005-08-17,533.036
2005-08-18,523.726
2005-08-19,527.745
2005-08-22,533.298
2005-08-23,529.591
2005-08-24,534.686
2005-08-25,532.874
2005-08-26,533.03
2005-08-29,530.964
2005-08-30,529.803
2005-08-31,540.384
2005-09-01,559.335
2005-09-02,564.764
2005-09-05,570.851
2005-09-06,567.219
2005-09-07,570.041
2005-09-08,573.299
2005-09-09,577.149
2005-09-12,571.698
2005-09-13,567.953
2005-09-14,570.441
2005-09-15,569.284
2005-09-16,577.801
2005-09-19,577.312
2005-09-20,579.905
2005-09-21,582.075
2005-09-22,577.105
2005-09-23,575.49
2005-09-26,565.71
2005-09-27,564.49
2005-09-28,570.125
2005-09-29,568.096
2005-09-30,573.194
2005-10-03,571.966
2005-10-04,574.076
2005-10-05,570.567
2005-10-06,570.243
2005-10-07,568.714
2005-10-10,572.939
2005-10-11,575.291
2005-10-12,571.853
2005-10-13,550.724
2005-10-14,555.162
2005-10-17,548.065
2005-10-18,536.477
2005-10-19,527.965
2005-10-20,526.135
2005-10-21,524.936
2005-10-24,536.214
2005-10-25,545.941
2005-10-26,542.057
2005-10-27,539.181
2005-10-28,537.989
2005-10-31,543.329
2005-11-01,544.953
2005-11-02,546.397
2005-11-03,548.27
2005-11-04,538.706
2005-11-07,538.448
2005-11-08,537.521
2005-11-09,537.96
