Date,ITALY SMALL GROWTH Small Cap
1994-05-31,379.289
1994-06-30,362.522
1994-07-29,362.548
1994-08-31,358.868
1994-09-30,363.039
1994-10-31,345.86
1994-11-30,327.468
1994-12-30,329.011
1995-01-31,341.136
1995-02-28,315.032
1995-03-31,292.974
1995-04-28,299.457
1995-05-31,307.845
1995-06-30,303.208
1995-07-31,315.639
1995-08-31,312.072
1995-09-29,309.504
1995-10-31,302.198
1995-11-30,286.701
1995-12-29,293.536
1996-01-31,297.524
1996-02-29,319.892
1996-03-29,318.291
1996-04-30,317.782
1996-05-31,335.631
1996-06-28,335.271
1996-07-31,313.995
1996-08-30,308.799
1996-09-30,306.746
1996-10-31,288.04
1996-11-29,309.665
1996-12-31,314.614
1997-01-31,318.816
1997-02-28,303.078
1997-03-31,314.066
1997-04-30,303.511
1997-05-30,304.716
1997-06-30,310.288
1997-07-31,322.964
1997-08-29,324.872
1997-09-30,413.356
1997-10-31,412.171
1997-11-28,395.899
1997-12-31,420.137
1998-01-30,465.532
1998-02-27,499.901
1998-03-31,658.615
1998-04-30,633.962
1998-05-29,674.483
1998-06-30,608.81
1998-07-31,621.984
1998-08-31,527.517
1998-09-30,489.693
1998-10-30,530.957
1998-11-30,583.114
1998-12-31,592.39
1999-01-29,563.763
1999-02-26,550.791
1999-03-31,551.18
1999-04-30,568.408
1999-05-31,553.81
1999-06-30,563.312
1999-07-30,575.975
1999-08-31,583.622
1999-09-30,607.286
1999-10-29,600.711
1999-11-30,571.712
1999-12-31,639.709
2000-01-31,618.598
2000-02-29,792.358
2000-03-31,725.684
2000-04-28,686.304
2000-05-31,702.793
2000-06-30,714.496
2000-07-31,697.378
2000-08-31,706.743
2000-09-29,677.889
2000-10-31,635.072
2000-11-30,627.072
2000-12-29,630.523
2001-01-31,639.869
2001-02-28,587.202
2001-03-30,525.749
2001-04-30,537.746
2001-05-31,503.716
2001-06-29,463.843
2001-07-31,438.916
2001-08-31,444.598
2001-09-28,353.731
2001-10-31,376.457
2001-11-30,399.951
2001-12-31,399.008
2002-01-31,385.793
2002-02-28,382.424
2002-03-29,416.853
2002-04-30,428.811
2002-05-31,438.077
2002-06-28,418.79
2002-07-31,374.117
2002-08-30,379.747
2002-09-30,327.657
2002-10-31,349.721
2002-11-29,372.913
2002-12-31,373.804
2003-01-31,371.271
2003-02-28,371.691
2003-03-31,368.569
2003-04-30,408.385
2003-05-30,435.186
2003-06-30,440.427
2003-07-31,447.031
2003-08-29,451.322
2003-09-30,478.447
2003-10-31,495.724
2003-11-28,525.633
2003-12-31,541.761
2004-01-30,528.919
2004-02-27,539.907
2004-03-31,529.307
2004-04-30,523.727
2004-05-31,526.571
2004-06-30,540.075
2004-07-30,522.178
2004-08-31,521.705
2004-09-30,543.618
2004-10-29,575.369
2004-11-30,610.019
2004-12-31,646.642
2005-01-31,645.132
2005-02-28,670.436
2005-03-31,653.988
2005-04-29,639.097
2005-05-31,639.193
2005-06-30,642.737
2005-07-29,678.087
2005-08-31,679.951
2005-09-30,691.59
2005-10-31,645.63
2005-11-30,639.807
2005-12-30,649.298
2006-01-31,702.72
2006-02-28,720.003
2006-03-31,762.885
2006-04-28,805.022
2006-05-31,765.446
2006-06-30,747.51
2006-07-31,742.928
2006-08-31,748.761
2006-09-29,755.854
2006-10-31,809.36
2006-11-30,861.453
2006-12-29,892.162
2007-01-31,916.976
2007-02-28,918.994
2007-03-30,966.443
2007-04-30,1017.488
2007-05-31,1000.0
2007-06-29,950.594
2007-07-31,926.697
2007-08-31,889.106
2007-09-28,884.739
2007-10-31,931.669
2007-11-30,817.305
2007-12-31,768.747
2008-01-31,664.014
2008-02-29,696.167
2008-03-31,684.469
2008-04-30,703.242
2008-05-30,704.468
2008-06-30,646.2
2008-07-31,601.292
2008-08-29,599.08
2008-09-30,478.486
2008-10-31,360.173
2008-11-28,329.178
2008-12-31,360.448
2009-01-30,319.734
2009-02-27,304.444
2009-03-31,328.484
2009-04-30,381.121
2009-05-29,444.881
2009-06-30,436.816
2009-07-31,472.775
2009-08-31,499.757
2009-09-30,536.195
2009-10-30,516.928
2009-11-30,522.391
2009-12-31,516.59
2010-01-29,495.816
2010-02-26,473.805
2010-03-31,510.73
2010-04-30,491.084
2010-05-31,425.255
2010-06-30,413.921
2010-07-30,453.773
2010-08-31,431.106
2010-09-30,498.893
2010-10-29,533.764
2010-11-30,473.793
2010-12-31,523.643
2011-01-31,544.233
2011-02-28,543.329
2011-03-31,589.397
2011-04-29,644.595
2011-05-31,606.482
2011-06-30,600.622
2011-07-29,571.357
2011-08-31,518.947
2011-09-30,465.318
2011-10-31,502.022
2011-11-30,452.474
2011-12-30,423.39
2012-01-31,452.616
2012-02-29,494.849
2012-03-30,500.303
2012-04-30,493.136
2012-05-31,434.158
2012-06-29,462.068
