Date,ITALY SMALL GROWTH Small Cap
2012-07-31,449.655
2012-08-31,479.8
2012-09-28,512.275
2012-10-31,540.563
2012-11-30,546.876
2012-12-31,575.847
2013-01-31,641.201
2013-02-28,623.471
2013-03-29,620.753
2013-04-30,663.031
2013-05-31,675.186
2013-06-28,670.204
2013-07-31,754.287
2013-08-30,748.965
2013-09-30,793.244
2013-10-31,851.076
2013-11-29,874.898
2013-12-31,892.569
2014-01-31,878.37
2014-02-28,968.961
2014-03-31,964.929
2014-04-30,941.36
2014-05-30,906.862
2014-06-30,859.783
2014-07-31,805.86
2014-08-29,809.883
2014-09-30,763.755
2014-10-31,711.54
2014-11-28,754.33
2014-12-31,725.717
2015-01-30,765.748
2015-02-27,817.414
2015-03-31,858.895
2015-04-30,915.574
2015-05-29,914.216
2015-06-30,908.07
2015-07-31,945.382
2015-08-31,884.036
2015-09-30,851.104
2015-10-30,901.724
2015-11-30,889.846
2015-12-31,905.281
2016-01-29,820.048
2016-02-29,797.897
2016-03-31,884.936
2016-04-29,900.807
2016-05-31,897.137
2016-06-30,802.724
2016-07-29,834.495
2016-08-31,832.664
2016-09-30,836.17
2016-10-31,808.725
2016-11-30,759.733
2016-12-30,839.221
2017-01-31,868.347
2017-02-28,881.937
2017-03-31,973.939
2017-04-28,1041.347
2017-05-31,1104.258
2017-06-30,1068.531
2017-07-31,1152.484
2017-08-31,1162.259
2017-09-29,1201.564
2017-10-31,1210.281
2017-11-30,1188.264
2017-12-29,1201.116
2018-01-31,1319.219
2018-02-28,1234.826
2018-03-30,1253.239
2018-04-30,1307.54
2018-05-31,1225.842
2018-06-29,1270.426
2018-07-31,1290.927
2018-08-31,1243.601
2018-09-28,1273.681
2018-10-31,1072.312
2018-11-30,1070.75
2018-12-31,1015.192
2019-01-31,1095.641
2019-02-28,1161.327
2019-03-29,1166.93
2019-04-30,1192.555
2019-05-31,1070.863
2019-06-28,1147.169
2019-07-31,1107.738
2019-08-30,1073.093
2019-09-30,1094.54
2019-10-31,1119.32
2019-11-29,1217.381
2019-12-31,1216.475
2020-01-31,1157.077
2020-02-28,1082.966
2020-03-31,874.519
2020-04-30,974.31
2020-05-29,1060.56
2020-06-30,1076.838
2020-07-31,1199.786
2020-08-31,1271.221
2020-09-30,1262.424
2020-10-30,1197.509
2020-11-30,1396.594
2020-12-31,1497.413
2021-01-29,1456.852
2021-02-26,1532.029
2021-03-31,1603.012
2021-04-30,1698.222
2021-05-31,1840.135
2021-06-30,1805.627
2021-07-30,1861.171
2021-08-31,1973.803
2021-09-30,1822.773
2021-10-29,1927.259
2021-11-30,1787.44
2021-12-31,1900.888
2022-01-31,1700.42
2022-02-28,1591.641
2022-03-31,1530.327
2022-04-29,1385.31
2022-05-31,1422.136
2022-06-30,1235.758
2022-07-29,1323.767
2022-08-31,1223.908
2022-09-30,1094.57
2022-10-31,1190.327
2022-11-30,1323.17
2022-12-30,1352.417
2023-01-31,1478.56
2023-02-28,1479.578
2023-03-31,1511.44
2023-04-28,1514.902
2023-05-31,1420.117
2023-06-30,1490.899
2023-07-31,1490.186
2023-08-31,1430.551
2023-09-29,1287.046
2023-10-31,1235.852
2023-11-30,1415.161
2023-12-29,1528.603
2024-01-31,1520.039
2024-02-29,1548.09
2024-03-29,1615.91
2024-04-30,1550.138
2024-05-31,1639.313
2024-06-28,1599.744
2024-07-31,1576.885
2024-08-30,1624.402
2024-09-30,1616.351
2024-10-31,1549.894
2024-11-29,1567.902
2024-12-31,1564.067
2025-01-31,1679.018
2025-02-28,1671.766
2025-03-31,1663.533
2025-04-30,1760.196
2025-05-30,1944.479
2025-06-30,2022.482
2025-07-31,1949.089
