Date,ITALY SMALL GROWTH Small Cap
2001-01-01,630.523
2001-01-02,622.281
2001-01-03,601.902
2001-01-04,610.661
2001-01-05,608.085
2001-01-08,595.584
2001-01-09,590.725
2001-01-10,593.16
2001-01-11,606.185
2001-01-12,619.047
2001-01-15,613.673
2001-01-16,609.855
2001-01-17,622.63
2001-01-18,632.972
2001-01-19,634.41
2001-01-22,635.391
2001-01-23,634.845
2001-01-24,630.244
2001-01-25,625.069
2001-01-26,623.241
2001-01-29,625.759
2001-01-30,632.763
2001-01-31,639.869
2001-02-01,640.871
2001-02-02,632.875
2001-02-05,629.7
2001-02-06,628.432
2001-02-07,623.953
2001-02-08,616.995
2001-02-09,615.709
2001-02-12,621.696
2001-02-13,616.897
2001-02-14,604.955
2001-02-15,597.543
2001-02-16,599.744
2001-02-19,597.886
2001-02-20,589.186
2001-02-21,586.87
2001-02-22,586.134
2001-02-23,581.893
2001-02-26,587.302
2001-02-27,591.379
2001-02-28,587.202
2001-03-01,582.657
2001-03-02,577.926
2001-03-05,571.222
2001-03-06,585.052
2001-03-07,582.234
2001-03-08,584.334
2001-03-09,577.855
2001-03-12,559.404
2001-03-13,549.159
2001-03-14,536.582
2001-03-15,535.791
2001-03-16,527.774
2001-03-19,527.637
2001-03-20,538.787
2001-03-21,527.466
2001-03-22,506.646
2001-03-23,517.181
2001-03-26,523.668
2001-03-27,530.673
2001-03-28,521.602
2001-03-29,519.492
2001-03-30,525.749
2001-04-02,523.929
2001-04-03,516.383
2001-04-04,524.182
2001-04-05,525.747
2001-04-06,527.678
2001-04-09,527.649
2001-04-10,519.819
2001-04-11,519.068
2001-04-12,528.368
2001-04-13,528.368
2001-04-16,522.957
2001-04-17,521.262
2001-04-18,524.247
2001-04-19,535.525
2001-04-20,541.608
2001-04-23,533.155
2001-04-24,534.767
2001-04-25,537.843
2001-04-26,541.7
2001-04-27,536.747
2001-04-30,537.746
2001-05-01,540.597
2001-05-02,543.117
2001-05-03,539.238
2001-05-04,539.556
2001-05-07,539.621
2001-05-08,532.926
2001-05-09,530.342
2001-05-10,531.044
2001-05-11,525.335
2001-05-14,523.317
2001-05-15,525.531
2001-05-16,525.02
2001-05-17,526.542
2001-05-18,525.057
2001-05-21,525.191
2001-05-22,522.854
2001-05-23,518.528
2001-05-24,517.187
2001-05-25,518.117
2001-05-28,520.899
2001-05-29,513.873
2001-05-30,508.051
2001-05-31,503.716
2001-06-01,503.688
2001-06-04,500.939
2001-06-05,502.601
2001-06-06,502.089
2001-06-07,504.837
2001-06-08,505.491
2001-06-11,498.207
2001-06-12,495.844
2001-06-13,499.492
2001-06-14,497.721
2001-06-15,495.426
2001-06-18,488.502
2001-06-19,488.47
2001-06-20,480.026
2001-06-21,479.978
2001-06-22,478.305
2001-06-25,477.72
2001-06-26,469.053
2001-06-27,465.947
2001-06-28,459.066
2001-06-29,463.843
2001-07-02,464.542
2001-07-03,463.73
2001-07-04,461.971
2001-07-05,454.942
2001-07-06,450.485
2001-07-09,450.469
2001-07-10,453.621
2001-07-11,451.209
2001-07-12,448.953
2001-07-13,448.52
2001-07-16,449.893
2001-07-17,442.169
2001-07-18,446.601
2001-07-19,443.313
2001-07-20,440.9
2001-07-23,437.624
2001-07-24,437.287
2001-07-25,438.059
2001-07-26,436.418
2001-07-27,436.777
2001-07-30,437.707
2001-07-31,438.916
2001-08-01,449.334
2001-08-02,456.075
2001-08-03,456.284
2001-08-06,454.263
2001-08-07,454.759
2001-08-08,452.233
2001-08-09,452.474
2001-08-10,454.047
2001-08-13,455.099
2001-08-14,455.112
2001-08-15,462.06
2001-08-16,460.666
2001-08-17,457.63
2001-08-20,453.259
2001-08-21,453.9
2001-08-22,456.647
2001-08-23,453.044
2001-08-24,454.911
2001-08-27,454.453
2001-08-28,452.812
2001-08-29,451.96
2001-08-30,446.487
2001-08-31,444.598
2001-09-03,438.419
2001-09-04,427.961
2001-09-05,416.436
2001-09-06,407.73
2001-09-07,403.47
2001-09-10,391.606
2001-09-11,374.552
2001-09-12,369.977
2001-09-13,369.61
2001-09-14,355.827
2001-09-17,345.567
2001-09-18,343.656
2001-09-19,348.939
2001-09-20,337.154
2001-09-21,312.583
2001-09-24,323.92
2001-09-25,335.96
2001-09-26,344.031
2001-09-27,344.35
2001-09-28,353.731
2001-10-01,351.657
2001-10-02,354.239
2001-10-03,356.446
2001-10-04,365.202
2001-10-05,366.502
2001-10-08,365.122
2001-10-09,368.648
2001-10-10,373.353
2001-10-11,378.535
2001-10-12,376.669
2001-10-15,372.907
2001-10-16,377.992
2001-10-17,382.235
2001-10-18,377.306
2001-10-19,374.955
2001-10-22,376.763
2001-10-23,379.516
2001-10-24,381.213
2001-10-25,377.475
2001-10-26,380.257
2001-10-29,384.755
2001-10-30,374.084
2001-10-31,376.457
2001-11-01,378.975
2001-11-02,378.013
2001-11-05,379.323
2001-11-06,376.879
2001-11-07,378.027
2001-11-08,376.197
2001-11-09,374.567
2001-11-12,367.255
2001-11-13,367.588
2001-11-14,369.968
2001-11-15,372.832
2001-11-16,379.05
2001-11-19,389.338
2001-11-20,389.591
2001-11-21,386.812
2001-11-22,391.389
2001-11-23,393.342
2001-11-26,400.393
2001-11-27,395.274
2001-11-28,394.468
2001-11-29,395.312
2001-11-30,399.951
2001-12-03,396.217
2001-12-04,400.294
2001-12-05,405.209
2001-12-06,406.903
2001-12-07,407.126
2001-12-10,402.951
2001-12-11,404.151
2001-12-12,403.715
2001-12-13,397.865
2001-12-14,399.555
2001-12-17,403.87
2001-12-18,401.409
2001-12-19,397.801
2001-12-20,394.043
2001-12-21,389.866
2001-12-24,385.976
2001-12-25,385.976
2001-12-26,386.305
2001-12-27,395.475
2001-12-28,395.154
2001-12-31,399.008
2002-01-01,399.008
2002-01-02,405.135
2002-01-03,408.008
2002-01-04,405.606
2002-01-07,403.522
2002-01-08,401.565
2002-01-09,401.985
2002-01-10,402.286
2002-01-11,400.292
2002-01-14,395.677
2002-01-15,394.696
2002-01-16,388.596
2002-01-17,388.836
2002-01-18,390.286
2002-01-21,388.112
2002-01-22,388.251
2002-01-23,388.513
2002-01-24,388.419
2002-01-25,382.928
2002-01-28,383.228
2002-01-29,382.709
2002-01-30,382.962
2002-01-31,385.793
2002-02-01,387.553
2002-02-04,388.348
2002-02-05,384.877
2002-02-06,382.497
2002-02-07,386.324
2002-02-08,387.292
2002-02-11,390.655
2002-02-12,389.474
2002-02-13,386.675
2002-02-14,385.518
2002-02-15,386.052
2002-02-18,384.318
2002-02-19,379.452
2002-02-20,375.534
2002-02-21,377.294
2002-02-22,379.376
2002-02-25,377.584
2002-02-26,376.869
2002-02-27,381.11
2002-02-28,382.424
2002-03-01,386.32
2002-03-04,394.282
2002-03-05,394.307
2002-03-06,400.163
2002-03-07,406.17
2002-03-08,407.342
2002-03-11,407.158
2002-03-12,401.277
2002-03-13,404.862
2002-03-14,409.502
2002-03-15,408.697
2002-03-18,409.58
2002-03-19,413.484
2002-03-20,412.869
2002-03-21,412.272
2002-03-22,412.654
2002-03-25,412.746
2002-03-26,412.449
2002-03-27,414.443
2002-03-28,416.853
2002-03-29,416.853
2002-04-01,420.269
2002-04-02,419.491
2002-04-03,418.62
2002-04-04,415.928
2002-04-05,417.195
2002-04-08,409.26
2002-04-09,413.879
2002-04-10,417.202
2002-04-11,418.789
2002-04-12,417.808
2002-04-15,417.478
2002-04-16,421.589
2002-04-17,425.017
2002-04-18,425.682
2002-04-19,425.244
2002-04-22,424.403
2002-04-23,424.677
2002-04-24,427.608
2002-04-25,429.727
2002-04-26,431.694
2002-04-29,430.851
2002-04-30,428.811
2002-05-01,431.238
2002-05-02,427.948
2002-05-03,430.784
2002-05-06,430.97
2002-05-07,424.991
2002-05-08,427.071
2002-05-09,427.06
2002-05-10,429.393
2002-05-13,429.996
2002-05-14,429.615
2002-05-15,432.85
2002-05-16,435.831
2002-05-17,442.17
2002-05-20,441.166
2002-05-21,439.198
2002-05-22,439.422
2002-05-23,435.092
2002-05-24,434.253
2002-05-27,431.799
2002-05-28,436.782
2002-05-29,437.77
2002-05-30,435.144
2002-05-31,438.077
2002-06-03,436.301
2002-06-04,429.948
2002-06-05,429.312
2002-06-06,428.952
2002-06-07,423.483
2002-06-10,424.516
2002-06-11,431.773
2002-06-12,427.703
2002-06-13,420.504
2002-06-14,412.836
2002-06-17,418.056
2002-06-18,421.325
2002-06-19,419.427
2002-06-20,415.756
2002-06-21,414.835
2002-06-24,409.39
2002-06-25,409.558
2002-06-26,409.094
2002-06-27,410.049
2002-06-28,418.79
2002-07-01,421.671
2002-07-02,413.153
2002-07-03,405.582
2002-07-04,405.87
2002-07-05,411.746
2002-07-08,415.88
2002-07-09,419.711
2002-07-10,411.905
2002-07-11,404.612
2002-07-12,400.943
2002-07-15,397.544
2002-07-16,393.544
2002-07-17,397.04
2002-07-18,399.462
2002-07-19,393.437
2002-07-22,382.063
2002-07-23,367.385
2002-07-24,358.798
2002-07-25,363.733
2002-07-26,361.16
2002-07-29,367.408
2002-07-30,373.285
2002-07-31,374.117
2002-08-01,370.719
2002-08-02,369.576
2002-08-05,362.637
2002-08-06,360.85
2002-08-07,361.521
2002-08-08,367.425
2002-08-09,372.07
2002-08-12,372.207
2002-08-13,372.555
2002-08-14,372.394
2002-08-15,369.621
2002-08-16,377.292
2002-08-19,379.701
2002-08-20,379.222
2002-08-21,382.952
2002-08-22,384.738
2002-08-23,384.054
2002-08-26,384.423
2002-08-27,390.838
2002-08-28,385.098
2002-08-29,379.912
2002-08-30,379.747
2002-09-02,378.938
2002-09-03,374.266
2002-09-04,373.488
2002-09-05,369.622
2002-09-06,369.211
2002-09-09,364.412
2002-09-10,366.398
2002-09-11,368.448
2002-09-12,365.522
2002-09-13,359.925
2002-09-16,357.476
2002-09-17,354.656
2002-09-18,349.656
2002-09-19,346.847
2002-09-20,345.758
2002-09-23,334.649
2002-09-24,327.879
2002-09-25,329.4
2002-09-26,332.023
2002-09-27,331.643
2002-09-30,327.657
2002-10-01,326.291
2002-10-02,328.088
2002-10-03,325.426
2002-10-04,317.505
2002-10-07,313.562
2002-10-08,306.737
2002-10-09,305.322
2002-10-10,305.172
2002-10-11,314.375
2002-10-14,316.243
2002-10-15,326.639
2002-10-16,325.073
2002-10-17,331.864
2002-10-18,334.456
2002-10-21,338.811
2002-10-22,338.764
2002-10-23,334.044
2002-10-24,338.967
2002-10-25,339.473
2002-10-28,343.332
2002-10-29,336.744
2002-10-30,342.415
2002-10-31,349.721
2002-11-01,354.244
2002-11-04,363.165
2002-11-05,364.425
2002-11-06,361.178
2002-11-07,354.432
2002-11-08,354.611
2002-11-11,350.393
2002-11-12,350.739
2002-11-13,349.855
2002-11-14,353.198
2002-11-15,353.88
2002-11-18,356.583
2002-11-19,357.844
2002-11-20,356.492
2002-11-21,360.892
2002-11-22,360.535
2002-11-25,359.531
2002-11-26,359.795
2002-11-27,365.822
2002-11-28,372.334
2002-11-29,372.913
2002-12-02,373.354
2002-12-03,369.184
2002-12-04,372.009
2002-12-05,366.422
2002-12-06,365.654
2002-12-09,362.419
2002-12-10,365.502
2002-12-11,366.636
2002-12-12,366.448
2002-12-13,366.095
2002-12-16,369.419
2002-12-17,372.473
2002-12-18,367.606
2002-12-19,364.476
2002-12-20,368.194
2002-12-23,367.038
2002-12-24,368.582
2002-12-25,368.582
2002-12-26,369.511
2002-12-27,369.547
2002-12-30,372.344
2002-12-31,373.804
2003-01-01,373.804
2003-01-02,374.864
2003-01-03,380.35
2003-01-06,382.097
2003-01-07,378.805
2003-01-08,374.321
2003-01-09,381.248
2003-01-10,383.183
2003-01-13,382.425
2003-01-14,383.856
2003-01-15,381.385
2003-01-16,383.144
2003-01-17,380.333
2003-01-20,379.323
2003-01-21,379.043
2003-01-22,374.4
2003-01-23,375.37
2003-01-24,374.739
2003-01-27,372.513
2003-01-28,370.444
2003-01-29,371.605
2003-01-30,368.798
2003-01-31,371.271
2003-02-03,372.043
2003-02-04,371.008
2003-02-05,370.287
2003-02-06,368.606
2003-02-07,366.277
2003-02-10,362.512
2003-02-11,364.089
2003-02-12,363.576
2003-02-13,368.581
2003-02-14,367.291
2003-02-17,370.113
2003-02-18,370.835
2003-02-19,371.487
2003-02-20,373.868
2003-02-21,375.379
2003-02-24,374.603
2003-02-25,369.604
2003-02-26,366.831
2003-02-27,366.64
2003-02-28,371.691
2003-03-03,375.097
2003-03-04,373.706
2003-03-05,374.395
2003-03-06,369.742
2003-03-07,369.301
2003-03-10,367.599
2003-03-11,365.345
2003-03-12,358.267
2003-03-13,357.793
2003-03-14,362.062
2003-03-17,361.108
2003-03-18,360.2
2003-03-19,360.98
2003-03-20,359.247
2003-03-21,364.216
2003-03-24,362.725
2003-03-25,365.874
2003-03-26,367.399
2003-03-27,366.619
2003-03-28,369.751
2003-03-31,368.569
2003-04-01,370.006
2003-04-02,371.642
2003-04-03,372.952
2003-04-04,371.316
2003-04-07,375.889
2003-04-08,376.977
2003-04-09,377.7
2003-04-10,381.014
2003-04-11,381.826
2003-04-14,383.018
2003-04-15,385.802
2003-04-16,386.081
2003-04-17,389.206
2003-04-18,389.206
2003-04-21,387.528
