Date,ITALY SMALL GROWTH Small Cap
2003-04-22,391.978
2003-04-23,393.701
2003-04-24,396.671
2003-04-25,395.675
2003-04-28,398.328
2003-04-29,402.3
2003-04-30,408.385
2003-05-01,412.136
2003-05-02,410.413
2003-05-05,412.202
2003-05-06,416.515
2003-05-07,416.684
2003-05-08,415.577
2003-05-09,417.031
2003-05-12,420.202
2003-05-13,420.009
2003-05-14,420.49
2003-05-15,422.458
2003-05-16,425.398
2003-05-19,423.918
2003-05-20,421.468
2003-05-21,417.636
2003-05-22,422.713
2003-05-23,428.096
2003-05-26,429.974
2003-05-27,431.392
2003-05-28,430.796
2003-05-29,437.007
2003-05-30,435.186
2003-06-02,439.16
2003-06-03,438.196
2003-06-04,440.581
2003-06-05,445.228
2003-06-06,446.393
2003-06-09,444.894
2003-06-10,444.685
2003-06-11,451.179
2003-06-12,450.293
2003-06-13,450.634
2003-06-16,455.497
2003-06-17,455.77
2003-06-18,452.389
2003-06-19,449.447
2003-06-20,449.41
2003-06-23,442.691
2003-06-24,442.364
2003-06-25,445.496
2003-06-26,440.176
2003-06-27,441.161
2003-06-30,440.427
2003-07-01,440.682
2003-07-02,441.703
2003-07-03,441.658
2003-07-04,441.797
2003-07-07,441.805
2003-07-08,441.152
2003-07-09,442.997
2003-07-10,441.093
2003-07-11,440.551
2003-07-14,444.059
2003-07-15,442.893
2003-07-16,442.984
2003-07-17,440.259
2003-07-18,442.788
2003-07-21,445.846
2003-07-22,448.744
2003-07-23,451.492
2003-07-24,454.641
2003-07-25,456.342
2003-07-28,458.221
2003-07-29,456.462
2003-07-30,453.842
2003-07-31,447.031
2003-08-01,445.825
2003-08-04,448.291
2003-08-05,448.005
2003-08-06,446.745
2003-08-07,450.122
2003-08-08,447.581
2003-08-11,448.973
2003-08-12,449.957
2003-08-13,449.307
2003-08-14,450.814
2003-08-15,450.494
2003-08-18,450.608
2003-08-19,448.615
2003-08-20,451.244
2003-08-21,448.288
2003-08-22,445.026
2003-08-25,444.01
2003-08-26,443.482
2003-08-27,444.774
2003-08-28,447.877
2003-08-29,451.322
2003-09-01,453.482
2003-09-02,450.424
2003-09-03,454.444
2003-09-04,457.66
2003-09-05,461.928
2003-09-08,465.655
2003-09-09,466.189
2003-09-10,464.644
2003-09-11,464.037
2003-09-12,470.032
2003-09-15,470.737
2003-09-16,468.913
2003-09-17,470.205
2003-09-18,473.997
2003-09-19,477.831
2003-09-22,477.567
2003-09-23,479.598
2003-09-24,480.915
2003-09-25,481.62
2003-09-26,476.378
2003-09-29,478.044
2003-09-30,478.447
2003-10-01,484.087
2003-10-02,485.561
2003-10-03,487.473
2003-10-06,488.187
2003-10-07,490.826
2003-10-08,493.373
2003-10-09,492.976
2003-10-10,495.07
2003-10-13,494.395
2003-10-14,495.582
2003-10-15,495.818
2003-10-16,496.37
2003-10-17,491.22
2003-10-20,492.555
2003-10-21,494.353
2003-10-22,494.684
2003-10-23,492.705
2003-10-24,494.969
2003-10-27,494.477
2003-10-28,493.531
2003-10-29,495.239
2003-10-30,497.221
2003-10-31,495.724
2003-11-03,492.709
2003-11-04,495.117
2003-11-05,491.915
2003-11-06,491.201
2003-11-07,495.384
2003-11-10,497.833
2003-11-11,494.842
2003-11-12,501.142
2003-11-13,505.662
2003-11-14,507.403
2003-11-17,502.01
2003-11-18,508.723
2003-11-19,507.84
2003-11-20,505.576
2003-11-21,506.565
2003-11-24,505.312
2003-11-25,509.632
2003-11-26,514.216
2003-11-27,518.219
2003-11-28,525.633
2003-12-01,536.693
2003-12-02,541.446
2003-12-03,541.258
2003-12-04,541.558
2003-12-05,539.408
2003-12-08,541.901
2003-12-09,539.403
2003-12-10,536.532
2003-12-11,533.297
2003-12-12,536.963
2003-12-15,540.424
2003-12-16,539.961
2003-12-17,543.222
2003-12-18,543.744
2003-12-19,535.093
2003-12-22,528.428
2003-12-23,529.02
2003-12-24,530.511
2003-12-25,530.511
2003-12-26,530.298
2003-12-29,532.533
2003-12-30,538.196
2003-12-31,541.761
2004-01-01,541.761
2004-01-02,547.264
2004-01-05,552.883
2004-01-06,556.524
2004-01-07,548.064
2004-01-08,550.977
2004-01-09,555.188
2004-01-12,552.505
2004-01-13,548.262
2004-01-14,547.534
2004-01-15,541.494
2004-01-16,530.761
2004-01-19,535.229
2004-01-20,541.995
2004-01-21,543.49
2004-01-22,545.859
2004-01-23,545.648
2004-01-26,539.133
2004-01-27,542.903
2004-01-28,541.242
2004-01-29,528.918
2004-01-30,528.919
2004-02-02,528.761
2004-02-03,530.803
2004-02-04,529.626
2004-02-05,532.451
2004-02-06,537.569
2004-02-09,540.553
2004-02-10,541.472
2004-02-11,541.336
2004-02-12,549.057
2004-02-13,544.872
2004-02-16,545.561
2004-02-17,549.934
2004-02-18,553.068
2004-02-19,545.141
2004-02-20,539.307
2004-02-23,540.401
2004-02-24,544.761
2004-02-25,543.195
2004-02-26,537.292
2004-02-27,539.907
2004-03-01,545.802
2004-03-02,538.596
2004-03-03,532.951
2004-03-04,535.75
2004-03-05,547.433
2004-03-08,545.463
2004-03-09,546.537
2004-03-10,536.233
2004-03-11,529.101
2004-03-12,526.769
2004-03-15,517.584
2004-03-16,524.995
2004-03-17,522.695
2004-03-18,527.54
2004-03-19,526.608
2004-03-22,519.823
2004-03-23,516.116
2004-03-24,512.827
2004-03-25,516.216
2004-03-26,510.075
2004-03-29,518.805
2004-03-30,520.676
2004-03-31,529.307
2004-04-01,535.274
2004-04-02,529.21
2004-04-05,525.747
2004-04-06,526.285
2004-04-07,526.913
2004-04-08,528.732
2004-04-09,528.732
2004-04-12,527.247
2004-04-13,522.411
2004-04-14,521.238
2004-04-15,521.251
2004-04-16,525.121
2004-04-19,526.345
2004-04-20,522.767
2004-04-21,518.171
2004-04-22,518.737
2004-04-23,518.948
2004-04-26,522.711
2004-04-27,526.604
2004-04-28,520.944
2004-04-29,521.879
2004-04-30,523.727
2004-05-03,523.955
2004-05-04,527.042
2004-05-05,530.485
2004-05-06,521.862
2004-05-07,512.297
2004-05-10,502.751
2004-05-11,504.095
2004-05-12,503.319
2004-05-13,504.403
2004-05-14,501.144
2004-05-17,502.176
2004-05-18,502.26
2004-05-19,510.645
2004-05-20,505.572
2004-05-21,507.714
2004-05-24,507.948
2004-05-25,515.161
2004-05-26,517.881
2004-05-27,528.26
2004-05-28,528.265
2004-05-31,526.571
2004-06-01,524.501
2004-06-02,528.921
2004-06-03,526.127
2004-06-04,529.193
2004-06-07,536.496
2004-06-08,535.775
2004-06-09,524.804
2004-06-10,525.255
2004-06-11,521.209
2004-06-14,521.857
2004-06-15,523.671
2004-06-16,522.949
2004-06-17,523.085
2004-06-18,525.246
2004-06-21,526.278
2004-06-22,526.756
2004-06-23,529.095
2004-06-24,535.792
2004-06-25,535.878
2004-06-28,542.11
2004-06-29,537.727
2004-06-30,540.075
2004-07-01,540.097
2004-07-02,543.145
2004-07-05,540.458
2004-07-06,536.039
2004-07-07,540.509
2004-07-08,540.783
2004-07-09,542.106
2004-07-12,540.011
2004-07-13,536.898
2004-07-14,535.497
2004-07-15,532.336
2004-07-16,535.766
2004-07-19,531.993
2004-07-20,530.349
2004-07-21,527.815
2004-07-22,525.212
2004-07-23,518.672
2004-07-26,517.228
2004-07-27,514.802
2004-07-28,515.342
2004-07-29,521.732
2004-07-30,522.178
2004-08-02,520.64
2004-08-03,523.474
2004-08-04,517.844
2004-08-05,513.681
2004-08-06,515.133
2004-08-09,512.204
2004-08-10,516.321
2004-08-11,507.071
2004-08-12,507.046
2004-08-13,511.061
2004-08-16,516.436
2004-08-17,518.5
2004-08-18,516.207
2004-08-19,521.39
2004-08-20,519.96
2004-08-23,519.629
2004-08-24,518.151
2004-08-25,516.953
2004-08-26,518.532
2004-08-27,518.202
2004-08-30,518.453
2004-08-31,521.705
2004-09-01,526.337
2004-09-02,527.368
2004-09-03,522.97
2004-09-06,524.807
2004-09-07,523.988
2004-09-08,527.194
2004-09-09,526.399
2004-09-10,534.284
2004-09-13,534.562
2004-09-14,535.006
2004-09-15,531.616
2004-09-16,532.575
2004-09-17,534.261
2004-09-20,532.114
2004-09-21,540.183
2004-09-22,539.125
2004-09-23,542.373
2004-09-24,539.815
2004-09-27,536.68
2004-09-28,539.127
2004-09-29,542.123
2004-09-30,543.618
2004-10-01,547.342
2004-10-04,545.489
2004-10-05,547.636
2004-10-06,548.832
2004-10-07,550.359
2004-10-08,558.605
2004-10-11,556.612
2004-10-12,549.32
2004-10-13,549.006
2004-10-14,551.941
2004-10-15,554.523
2004-10-18,556.872
2004-10-19,560.508
2004-10-20,562.126
2004-10-21,563.321
2004-10-22,564.307
2004-10-25,566.673
2004-10-26,569.132
2004-10-27,574.302
2004-10-28,575.153
2004-10-29,575.369
2004-11-01,580.692
2004-11-02,577.573
2004-11-03,582.152
2004-11-04,585.129
2004-11-05,588.903
2004-11-08,591.326
2004-11-09,590.77
2004-11-10,591.925
2004-11-11,593.374
2004-11-12,593.744
2004-11-15,595.77
2004-11-16,592.892
2004-11-17,600.864
2004-11-18,600.392
2004-11-19,602.215
2004-11-22,600.431
2004-11-23,601.782
2004-11-24,603.196
2004-11-25,608.663
2004-11-26,609.313
2004-11-29,611.586
2004-11-30,610.019
2004-12-01,611.217
2004-12-02,610.858
2004-12-03,614.767
2004-12-06,618.722
2004-12-07,622.612
2004-12-08,613.532
2004-12-09,608.818
2004-12-10,609.113
2004-12-13,615.335
2004-12-14,614.668
2004-12-15,625.543
2004-12-16,618.721
2004-12-17,616.669
2004-12-20,628.862
2004-12-21,627.15
2004-12-22,629.726
2004-12-23,636.217
2004-12-24,637.866
2004-12-27,643.448
2004-12-28,645.467
2004-12-29,644.385
2004-12-30,648.426
2004-12-31,646.642
2005-01-03,643.951
2005-01-04,640.813
2005-01-05,637.84
2005-01-06,636.164
2005-01-07,635.313
2005-01-10,637.898
2005-01-11,632.193
2005-01-12,636.473
2005-01-13,639.324
2005-01-14,637.796
2005-01-17,636.992
2005-01-18,635.945
2005-01-19,641.12
2005-01-20,638.195
2005-01-21,643.022
2005-01-24,642.181
2005-01-25,642.9
2005-01-26,647.212
2005-01-27,643.464
2005-01-28,639.299
2005-01-31,645.132
2005-02-01,649.331
2005-02-02,652.909
2005-02-03,649.185
2005-02-04,651.604
2005-02-07,651.347
2005-02-08,651.79
2005-02-09,655.043
2005-02-10,661.587
2005-02-11,663.504
2005-02-14,668.605
2005-02-15,671.332
2005-02-16,669.663
2005-02-17,674.249
2005-02-18,669.923
2005-02-21,656.347
2005-02-22,659.682
2005-02-23,657.824
2005-02-24,658.693
2005-02-25,664.473
2005-02-28,670.436
2005-03-01,667.982
2005-03-02,660.079
2005-03-03,659.607
2005-03-04,669.634
2005-03-07,667.325
2005-03-08,672.187
2005-03-09,672.259
2005-03-10,670.465
2005-03-11,674.976
2005-03-14,667.509
2005-03-15,666.31
2005-03-16,664.962
2005-03-17,662.177
2005-03-18,665.23
2005-03-21,660.824
2005-03-22,665.206
2005-03-23,651.558
2005-03-24,651.211
2005-03-25,651.211
2005-03-28,646.641
2005-03-29,645.829
2005-03-30,647.328
2005-03-31,653.988
2005-04-01,656.049
2005-04-04,646.282
2005-04-05,650.305
2005-04-06,654.79
2005-04-07,659.837
2005-04-08,660.42
2005-04-11,668.113
2005-04-12,661.539
2005-04-13,665.016
2005-04-14,657.931
2005-04-15,647.959
2005-04-18,644.053
2005-04-19,648.212
2005-04-20,648.128
2005-04-21,652.303
2005-04-22,654.57
2005-04-25,651.254
2005-04-26,649.416
2005-04-27,639.094
2005-04-28,633.482
2005-04-29,639.097
2005-05-02,635.244
2005-05-03,633.902
2005-05-04,641.203
2005-05-05,646.241
2005-05-06,639.881
2005-05-09,647.292
2005-05-10,644.458
2005-05-11,645.728
2005-05-12,647.279
2005-05-13,648.612
2005-05-16,649.506
2005-05-17,645.057
2005-05-18,650.313
2005-05-19,650.206
2005-05-20,646.437
2005-05-23,649.615
2005-05-24,645.895
2005-05-25,647.682
2005-05-26,647.307
2005-05-27,647.577
2005-05-30,643.68
2005-05-31,639.193
2005-06-01,637.678
2005-06-02,640.796
2005-06-03,639.998
2005-06-06,639.023
2005-06-07,640.946
2005-06-08,644.897
2005-06-09,639.396
2005-06-10,636.226
2005-06-13,633.061
2005-06-14,632.464
2005-06-15,634.663
2005-06-16,636.796
2005-06-17,643.592
2005-06-20,636.898
2005-06-21,639.168
2005-06-22,638.502
2005-06-23,635.609
2005-06-24,634.407
2005-06-27,632.802
2005-06-28,634.179
2005-06-29,637.625
2005-06-30,642.737
2005-07-01,638.273
2005-07-04,635.692
2005-07-05,635.168
2005-07-06,638.449
2005-07-07,630.661
2005-07-08,637.934
2005-07-11,651.13
2005-07-12,658.603
2005-07-13,656.49
2005-07-14,657.22
2005-07-15,653.985
2005-07-18,654.029
2005-07-19,656.385
2005-07-20,657.952
2005-07-21,665.241
2005-07-22,667.022
2005-07-25,665.234
2005-07-26,665.625
2005-07-27,671.593
2005-07-28,673.859
2005-07-29,678.087
2005-08-01,681.375
2005-08-02,682.189
2005-08-03,686.864
2005-08-04,685.614
2005-08-05,685.036
2005-08-08,688.905
2005-08-09,688.523
2005-08-10,691.678
2005-08-11,691.553
2005-08-12,688.846
2005-08-15,685.162
2005-08-16,683.789
2005-08-17,678.574
2005-08-18,671.338
2005-08-19,673.439
2005-08-22,682.414
2005-08-23,679.023
2005-08-24,681.798
2005-08-25,679.223
2005-08-26,677.122
2005-08-29,674.13
2005-08-30,671.328
2005-08-31,679.951
2005-09-01,691.385
2005-09-02,696.166
2005-09-05,701.047
2005-09-06,703.168
2005-09-07,701.933
2005-09-08,700.76
2005-09-09,706.107
2005-09-12,700.528
2005-09-13,695.134
2005-09-14,700.497
2005-09-15,696.914
2005-09-16,703.584
2005-09-19,697.659
2005-09-20,701.774
2005-09-21,700.736
2005-09-22,689.328
2005-09-23,689.617
2005-09-26,693.222
2005-09-27,686.408
2005-09-28,689.14
2005-09-29,686.074
2005-09-30,691.59
2005-10-03,684.179
2005-10-04,685.508
2005-10-05,681.22
2005-10-06,687.186
2005-10-07,684.699
2005-10-10,679.769
2005-10-11,673.672
2005-10-12,671.224
2005-10-13,656.71
2005-10-14,666.14
2005-10-17,663.472
2005-10-18,654.959
2005-10-19,645.145
2005-10-20,646.04
2005-10-21,646.693
2005-10-24,652.094
2005-10-25,657.596
2005-10-26,655.616
2005-10-27,649.006
2005-10-28,644.206
2005-10-31,645.63
2005-11-01,647.475
2005-11-02,654.582
2005-11-03,657.393
2005-11-04,647.162
2005-11-07,648.688
2005-11-08,645.243
2005-11-09,645.293
