Date,BELGIUM MID GROWTH Mid Cap
2001-01-01,527.438
2001-01-02,526.89
2001-01-03,525.301
2001-01-04,538.736
2001-01-05,547.991
2001-01-08,547.153
2001-01-09,544.465
2001-01-10,533.669
2001-01-11,544.219
2001-01-12,542.662
2001-01-15,534.314
2001-01-16,531.431
2001-01-17,533.712
2001-01-18,534.218
2001-01-19,537.179
2001-01-22,534.413
2001-01-23,541.759
2001-01-24,526.93
2001-01-25,522.886
2001-01-26,520.516
2001-01-29,514.633
2001-01-30,520.293
2001-01-31,520.595
2001-02-01,532.916
2001-02-02,527.115
2001-02-05,521.642
2001-02-06,515.595
2001-02-07,505.804
2001-02-08,504.264
2001-02-09,506.367
2001-02-12,506.127
2001-02-13,497.255
2001-02-14,463.833
2001-02-15,471.63
2001-02-16,475.916
2001-02-19,482.19
2001-02-20,479.286
2001-02-21,483.216
2001-02-22,479.757
2001-02-23,475.227
2001-02-26,476.932
2001-02-27,476.51
2001-02-28,480.75
2001-03-01,481.478
2001-03-02,484.671
2001-03-05,477.885
2001-03-06,479.904
2001-03-07,480.913
2001-03-08,464.236
2001-03-09,446.07
2001-03-12,440.162
2001-03-13,422.61
2001-03-14,418.254
2001-03-15,412.197
2001-03-16,408.752
2001-03-19,407.463
2001-03-20,418.768
2001-03-21,415.004
2001-03-22,394.266
2001-03-23,407.168
2001-03-26,415.977
2001-03-27,416.081
2001-03-28,411.302
2001-03-29,402.048
2001-03-30,408.447
2001-04-02,408.925
2001-04-03,412.236
2001-04-04,410.971
2001-04-05,416.304
2001-04-06,419.378
2001-04-09,416.805
2001-04-10,413.583
2001-04-11,406.375
2001-04-12,404.033
2001-04-13,404.033
2001-04-16,399.895
2001-04-17,401.881
2001-04-18,391.78
2001-04-19,399.002
2001-04-20,399.719
2001-04-23,386.22
2001-04-24,394.637
2001-04-25,389.916
2001-04-26,388.717
2001-04-27,389.998
2001-04-30,390.497
2001-05-01,392.567
2001-05-02,389.862
2001-05-03,377.009
2001-05-04,380.382
2001-05-07,377.521
2001-05-08,367.807
2001-05-09,368.78
2001-05-10,368.715
2001-05-11,368.085
2001-05-14,367.848
2001-05-15,365.317
2001-05-16,368.253
2001-05-17,373.583
2001-05-18,371.534
2001-05-21,365.338
2001-05-22,359.148
2001-05-23,359.568
2001-05-24,358.599
2001-05-25,359.119
2001-05-28,356.897
2001-05-29,356.14
2001-05-30,355.319
2001-05-31,355.292
2001-06-01,351.868
2001-06-04,352.346
2001-06-05,364.946
2001-06-06,373.42
2001-06-07,369.809
2001-06-08,371.657
2001-06-11,367.301
2001-06-12,368.689
2001-06-13,381.88
2001-06-14,378.429
2001-06-15,378.124
2001-06-18,377.482
2001-06-19,374.686
2001-06-20,376.656
2001-06-21,380.397
2001-06-22,381.825
2001-06-25,382.166
2001-06-26,386.724
2001-06-27,389.627
2001-06-28,384.761
2001-06-29,384.465
2001-07-02,383.444
2001-07-03,386.051
2001-07-04,385.575
2001-07-05,390.222
2001-07-06,393.737
2001-07-09,399.028
2001-07-10,403.958
2001-07-11,406.368
2001-07-12,405.384
2001-07-13,403.107
2001-07-16,403.849
2001-07-17,401.213
2001-07-18,414.359
2001-07-19,418.569
2001-07-20,420.611
2001-07-23,415.913
2001-07-24,423.468
2001-07-25,422.997
2001-07-26,423.098
2001-07-27,416.364
2001-07-30,419.888
2001-07-31,420.384
2001-08-01,425.242
2001-08-02,426.253
2001-08-03,424.13
2001-08-06,422.631
2001-08-07,424.418
2001-08-08,426.417
2001-08-09,433.067
2001-08-10,440.938
2001-08-13,444.304
2001-08-14,448.359
2001-08-15,455.833
2001-08-16,452.322
2001-08-17,452.215
2001-08-20,449.953
2001-08-21,449.705
2001-08-22,455.792
2001-08-23,456.575
2001-08-24,459.753
2001-08-27,456.405
2001-08-28,456.812
2001-08-29,459.479
2001-08-30,460.037
2001-08-31,460.421
2001-09-03,461.538
2001-09-04,453.879
2001-09-05,450.219
2001-09-06,454.395
2001-09-07,453.95
2001-09-10,443.998
2001-09-11,426.427
2001-09-12,426.249
2001-09-13,432.36
2001-09-14,431.411
2001-09-17,433.521
2001-09-18,426.179
2001-09-19,430.593
2001-09-20,417.443
2001-09-21,411.637
2001-09-24,419.27
2001-09-25,424.48
2001-09-26,430.162
2001-09-27,441.368
2001-09-28,445.595
2001-10-01,449.685
2001-10-02,450.925
2001-10-03,451.144
